time;svarc_SVarC_UPu;svarc_SVarC_BPu;svarc_SVarC_QInjPu;svarc_SVarC_modeHandling_mode;svarc_SVarC_modeHandling_URefPu;
0.000000;0.992641;-0.268070;-0.264140;3.000000;0.990000;
10.000000;0.992641;-0.268070;-0.264140;3.000000;0.990000;
10.000000;1.032363;1.133625;1.208170;3.000000;1.044444;
20.000000;1.032363;1.133593;1.208153;3.000000;1.044444;
20.000000;1.016250;0.578231;0.597184;3.000000;1.022222;
30.000000;1.016250;0.578231;0.597184;3.000000;1.022222;
