time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UOelPu;SM_overExcitationLimiter_inputPu;SM_overExcitationLimiter_Input0Pu;SM_overExcitationLimiter_add3_u1;SM_overExcitationLimiter_add3_u2;SM_overExcitationLimiter_add3_u3;SM_overExcitationLimiter_or1_u1;SM_overExcitationLimiter_or1_u2;SM_overExcitationLimiter_or1_y;SM_overExcitationLimiter_K;SM_overExcitationLimiter_KScale1;SM_overExcitationLimiter_KScale2;SM_overExcitationLimiter_greaterThreshold1_y;SM_overExcitationLimiter_power1_u;SM_overExcitationLimiter_limIntegrator_u;SM_overExcitationLimiter_limIntegrator_y;SM_overExcitationLimiter_limitedPI_u;SM_overExcitationLimiter_limitedPI1_u;
1.241469;3.950468;14.427088;1.015438;8.781794;-6.992836;1.416195;0.778109;-2.995695;0.892857;0.000000;3.950468;2.678811;0.001190;1.445817;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.445817;0.427007;0.276657;0.000000;-0.474734;
1.242591;3.943602;14.311924;1.015346;8.774803;-6.923584;1.421622;0.780982;-3.006756;0.892857;0.000000;3.943602;2.678811;0.001192;1.443302;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.443302;0.424494;0.277135;0.000000;-0.472168;
1.243714;3.937440;14.200773;1.015254;8.768892;-6.855008;1.427016;0.783785;-3.017548;0.892857;0.000000;3.937440;2.678811;0.001194;1.441045;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.441045;0.422238;0.277610;0.000000;-0.469866;
1.244836;3.931950;14.093524;1.015162;8.764011;-6.787146;1.432379;0.786519;-3.028076;0.892857;0.000000;3.931950;2.678811;0.001196;1.439033;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.439033;0.420229;0.278083;0.000000;-0.467814;
1.245958;3.927105;13.990066;1.015070;8.760109;-6.720033;1.437708;0.789186;-3.038344;0.892857;0.000000;3.927105;2.678811;0.001198;1.437258;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.437258;0.418456;0.278553;0.000000;-0.466003;
1.247081;3.922877;13.890290;1.014978;8.757138;-6.653701;1.443006;0.791787;-3.048359;0.892857;0.000000;3.922877;2.678811;0.001200;1.435709;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.435709;0.416908;0.279022;0.000000;-0.464423;
1.248203;3.919239;13.794090;1.014887;8.755054;-6.588180;1.448271;0.794323;-3.058126;0.892857;0.000000;3.919239;2.678811;0.001202;1.434375;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.434375;0.415577;0.279489;0.000000;-0.463063;
1.249325;3.916166;13.701362;1.014795;8.753810;-6.523496;1.453503;0.796797;-3.067649;0.892857;0.000000;3.916166;2.678811;0.001204;1.433249;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.433249;0.414453;0.279955;0.000000;-0.461914;
1.250448;3.913633;13.612003;1.014703;8.753365;-6.459672;1.458704;0.799208;-3.076935;0.892857;0.000000;3.913633;2.678811;0.001206;1.432320;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432320;0.413526;0.280420;0.000000;-0.460967;
1.251570;3.911616;13.525913;1.014611;8.753676;-6.396728;1.463871;0.801559;-3.085986;0.892857;0.000000;3.911616;2.678811;0.001208;1.431580;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431580;0.412788;0.280884;0.000000;-0.460212;
1.253815;3.909008;13.363098;1.014427;8.756441;-6.273487;1.474110;0.806086;-3.103418;0.892857;0.000000;3.909008;2.678811;0.001212;1.430623;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.430623;0.411835;0.281809;0.000000;-0.459236;
1.255835;3.908201;13.226777;1.014262;8.761122;-6.165740;1.483214;0.809966;-3.118358;0.892857;0.000000;3.908201;2.678811;0.001215;1.430325;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.430325;0.411540;0.282641;0.000000;-0.458931;
1.257855;3.908720;13.099573;1.014096;8.767679;-6.061049;1.492213;0.813670;-3.132618;0.892857;0.000000;3.908720;2.678811;0.001219;1.430513;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.430513;0.411732;0.283473;0.000000;-0.459123;
1.259875;3.910459;12.980972;1.013930;8.775887;-5.959485;1.501106;0.817203;-3.146223;0.892857;0.000000;3.910459;2.678811;0.001223;1.431147;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431147;0.412370;0.284306;0.000000;-0.459770;
1.261535;3.912721;12.889591;1.013794;8.783735;-5.878380;1.508336;0.819985;-3.156931;0.892857;0.000000;3.912721;2.678811;0.001225;1.431973;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431973;0.413199;0.284991;0.000000;-0.460613;
1.261535;3.912722;12.889600;1.013794;8.783744;-5.878380;1.508336;0.819984;-3.156931;0.892857;0.000000;3.912722;2.678811;0.001225;1.431973;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431973;0.413199;0.284991;0.000000;-0.460613;
1.261554;3.912751;12.888614;1.013792;8.783836;-5.877491;1.508416;0.820015;-3.157047;0.892857;0.000000;3.912751;2.678811;0.001225;1.431984;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431984;0.413210;0.284999;0.000000;-0.460624;
1.261572;3.912781;12.887629;1.013791;8.783928;-5.876602;1.508496;0.820045;-3.157164;0.892857;0.000000;3.912781;2.678811;0.001226;1.431995;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431995;0.413221;0.285007;0.000000;-0.460635;
1.261609;3.912841;12.885661;1.013788;8.784113;-5.874825;1.508656;0.820106;-3.157397;0.892857;0.000000;3.912841;2.678811;0.001226;1.432017;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432017;0.413243;0.285022;0.000000;-0.460657;
1.261683;3.912961;12.881731;1.013781;8.784484;-5.871273;1.508976;0.820226;-3.157862;0.892857;0.000000;3.912961;2.678811;0.001226;1.432061;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432061;0.413287;0.285052;0.000000;-0.460702;
1.261831;3.913206;12.873902;1.013769;8.785233;-5.864182;1.509615;0.820468;-3.158791;0.892857;0.000000;3.913206;2.678811;0.001226;1.432150;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432150;0.413376;0.285114;0.000000;-0.460793;
1.262126;3.913711;12.858366;1.013745;8.786750;-5.850052;1.510892;0.820948;-3.160639;0.892857;0.000000;3.913711;2.678811;0.001227;1.432335;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432335;0.413562;0.285236;0.000000;-0.460982;
1.262717;3.914785;12.827779;1.013696;8.789867;-5.821992;1.513440;0.821897;-3.164296;0.892857;0.000000;3.914785;2.678811;0.001228;1.432728;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.432728;0.413955;0.285480;0.000000;-0.461382;
1.263899;3.917177;12.768499;1.013599;8.796419;-5.766677;1.518509;0.823758;-3.171460;0.892857;0.000000;3.917177;2.678811;0.001230;1.433602;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.433602;0.414832;0.285970;0.000000;-0.462274;
1.266264;3.922856;12.657183;1.013403;8.810691;-5.659233;1.528537;0.827328;-3.185204;0.892857;0.000000;3.922856;2.678811;0.001234;1.435679;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.435679;0.416913;0.286954;0.000000;-0.464392;
1.268628;3.929637;12.554991;1.013207;8.826289;-5.556081;1.538419;0.830701;-3.198194;0.892857;0.000000;3.929637;2.678811;0.001238;1.438159;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.438159;0.419397;0.287942;0.000000;-0.466922;
1.270992;3.937393;12.461276;1.013010;8.842976;-5.457208;1.548155;0.833888;-3.210463;0.892857;0.000000;3.937393;2.678811;0.001242;1.440996;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.440996;0.422238;0.288938;0.000000;-0.469816;
1.273357;3.946003;12.375415;1.012812;8.860539;-5.362566;1.557745;0.836897;-3.222047;0.892857;0.000000;3.946003;2.678811;0.001247;1.444146;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.444146;0.425392;0.289940;0.000000;-0.473029;
1.275721;3.955352;12.296813;1.012614;8.878782;-5.272091;1.567187;0.839735;-3.232977;0.892857;0.000000;3.955352;2.678811;0.001251;1.447566;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.447566;0.428817;0.290950;0.000000;-0.476517;
1.278085;3.965330;12.224904;1.012414;8.897522;-5.185705;1.576482;0.842413;-3.243286;0.892857;0.000000;3.965330;2.678811;0.001255;1.451217;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.451217;0.432473;0.291968;0.000000;-0.480242;
1.280450;3.975839;12.159156;1.012214;8.916589;-5.103321;1.585629;0.844937;-3.253005;0.892857;0.000000;3.975839;2.678811;0.001260;1.455062;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.455062;0.436322;0.292995;0.000000;-0.484164;
1.282814;3.986783;12.099064;1.012013;8.935829;-5.024842;1.594626;0.847316;-3.262165;0.892857;0.000000;3.986783;2.678811;0.001264;1.459067;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.459067;0.440331;0.294032;0.000000;-0.488248;
1.285777;4.000905;12.030828;1.011760;8.960002;-4.931620;1.605689;0.850111;-3.272924;0.892857;0.000000;4.000905;2.678811;0.001270;1.464235;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464235;0.445505;0.295344;0.000000;-0.493519;
1.285777;4.000907;12.030911;1.011760;8.960104;-4.931588;1.605689;0.850111;-3.272925;0.892857;0.000000;4.000907;2.678811;0.001270;1.464235;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464235;0.445505;0.295344;0.000000;-0.493519;
1.285819;4.001112;12.029998;1.011757;8.960445;-4.930308;1.605845;0.850149;-3.273071;0.892857;0.000000;4.001112;2.678811;0.001270;1.464311;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464311;0.445581;0.295363;0.000000;-0.493597;
1.285861;4.001318;12.029086;1.011753;8.960787;-4.929030;1.606001;0.850187;-3.273218;0.892857;0.000000;4.001318;2.678811;0.001270;1.464386;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464386;0.445656;0.295382;0.000000;-0.493674;
1.285945;4.001730;12.027267;1.011746;8.961470;-4.926476;1.606312;0.850263;-3.273511;0.892857;0.000000;4.001730;2.678811;0.001270;1.464537;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464537;0.445807;0.295420;0.000000;-0.493828;
1.286114;4.002555;12.023647;1.011731;8.962836;-4.921382;1.606934;0.850415;-3.274095;0.892857;0.000000;4.002555;2.678811;0.001271;1.464839;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.464839;0.446109;0.295495;0.000000;-0.494136;
1.286452;4.004209;12.016474;1.011703;8.965567;-4.911248;1.608177;0.850716;-3.275255;0.892857;0.000000;4.004209;2.678811;0.001271;1.465444;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.465444;0.446715;0.295645;0.000000;-0.494753;
1.287127;4.007530;12.002401;1.011645;8.971018;-4.891200;1.610652;0.851311;-3.277546;0.892857;0.000000;4.007530;2.678811;0.001273;1.466659;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.466659;0.447932;0.295947;0.000000;-0.495992;
1.288477;4.014216;11.975312;1.011529;8.981872;-4.851971;1.615566;0.852471;-3.282011;0.892857;0.000000;4.014216;2.678811;0.001275;1.469106;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.469106;0.450381;0.296554;0.000000;-0.498488;
1.291177;4.027716;11.925085;1.011296;9.003324;-4.776881;1.625247;0.854675;-3.290498;0.892857;0.000000;4.027716;2.678811;0.001280;1.474047;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.474047;0.455327;0.297777;0.000000;-0.503528;
1.293877;4.041319;11.879688;1.011062;9.024270;-4.706197;1.634729;0.856732;-3.298416;0.892857;0.000000;4.041319;2.678811;0.001286;1.479025;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.479025;0.460311;0.299013;0.000000;-0.508605;
1.299277;4.068387;11.801162;1.010592;9.064251;-4.576989;1.653096;0.860448;-3.312722;0.892857;0.000000;4.068387;2.678811;0.001297;1.488932;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.488932;0.470228;0.301525;0.000000;-0.518710;
1.304137;4.092282;11.742159;1.010165;9.097152;-4.474102;1.668941;0.863371;-3.323977;0.892857;0.000000;4.092282;2.678811;0.001306;1.497677;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.497677;0.478984;0.303832;0.000000;-0.527631;
1.308997;4.115296;11.691679;1.009736;9.126537;-4.382766;1.684133;0.865944;-3.333885;0.892857;0.000000;4.115296;2.678811;0.001317;1.506101;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.506101;0.487417;0.306180;0.000000;-0.536223;
1.313857;4.137120;11.647725;1.009304;9.151843;-4.302158;1.698667;0.868204;-3.342586;0.892857;0.000000;4.137120;2.678811;0.001327;1.514089;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.514089;0.495416;0.308567;0.000000;-0.544371;
1.318717;4.157419;11.608351;1.008870;9.172698;-4.231116;1.712541;0.870194;-3.350248;0.892857;0.000000;4.157419;2.678811;0.001337;1.521519;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.521519;0.502856;0.310993;0.000000;-0.551949;
1.323577;4.175971;11.572243;1.008434;9.188921;-4.168814;1.725751;0.871945;-3.356987;0.892857;0.000000;4.175971;2.678811;0.001348;1.528310;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.528310;0.509658;0.313452;0.000000;-0.558876;
1.328437;4.192527;11.537724;1.007997;9.200079;-4.114230;1.738294;0.873492;-3.362945;0.892857;0.000000;4.192527;2.678811;0.001359;1.534371;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.534371;0.515729;0.315943;0.000000;-0.565058;
1.333297;4.206923;11.503882;1.007560;9.206196;-4.066535;1.750170;0.874864;-3.368226;0.892857;0.000000;4.206923;2.678811;0.001369;1.539641;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.539641;0.521011;0.318461;0.000000;-0.570434;
1.338157;4.219016;11.469686;1.007121;9.207121;-4.024919;1.761377;0.876086;-3.372932;0.892857;0.000000;4.219016;2.678811;0.001380;1.544069;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.544069;0.525449;0.321003;0.000000;-0.574950;
1.343017;4.228675;11.434254;1.006683;9.202759;-3.988620;1.771915;0.877184;-3.377159;0.892857;0.000000;4.228675;2.678811;0.001391;1.547606;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547606;0.528997;0.323564;0.000000;-0.578558;
1.347877;4.235801;11.396876;1.006245;9.193092;-3.956920;1.781785;0.878180;-3.380992;0.892857;0.000000;4.235801;2.678811;0.001402;1.550216;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.550216;0.531618;0.326140;0.000000;-0.581220;
1.352737;4.240317;11.356945;1.005807;9.178130;-3.929158;1.790986;0.879092;-3.384506;0.892857;0.000000;4.240317;2.678811;0.001414;1.551870;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.551870;0.533284;0.328726;0.000000;-0.582908;
1.362458;4.241240;11.267391;1.004938;9.132987;-3.882240;1.807395;0.880760;-3.390928;0.892857;0.000000;4.241240;2.678811;0.001436;1.552212;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.552212;0.533648;0.333905;0.000000;-0.583257;
1.371206;4.232703;11.173668;1.004163;9.074591;-3.847964;1.819904;0.882139;-3.396234;0.892857;0.000000;4.232703;2.678811;0.001456;1.549092;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.549092;0.530548;0.338553;0.000000;-0.580074;
1.373611;4.228782;11.145424;1.003951;9.055690;-3.839350;1.822974;0.882511;-3.397668;0.892857;0.000000;4.228782;2.678811;0.001461;1.547658;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547658;0.529119;0.339823;0.000000;-0.578611;
1.373611;4.228784;11.145461;1.003951;9.055741;-3.839325;1.822974;0.882512;-3.397670;0.892857;0.000000;4.228784;2.678811;0.001461;1.547658;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547658;0.529119;0.339823;0.000000;-0.578611;
1.373611;4.228784;11.145461;1.003951;9.055741;-3.839325;1.822974;0.882512;-3.397670;0.892857;0.000000;4.228784;2.678811;0.001461;1.547658;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547658;0.529119;0.339823;0.000000;-0.578611;
1.373611;4.228782;11.145461;1.003951;9.055741;-3.839325;1.822974;0.882512;-3.397669;0.892857;0.000000;4.228782;2.678811;0.001461;1.547658;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547658;0.529119;0.339823;0.000000;-0.578611;
1.373802;4.228441;11.143183;1.003934;9.054170;-3.838692;1.823209;0.882540;-3.397779;0.892857;0.000000;4.228441;2.678811;0.001462;1.547533;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547533;0.528995;0.339924;0.000000;-0.578484;
1.373993;4.228096;11.140897;1.003918;9.052592;-3.838061;1.823444;0.882569;-3.397889;0.892857;0.000000;4.228096;2.678811;0.001462;1.547407;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547407;0.528869;0.340025;0.000000;-0.578355;
1.374374;4.227396;11.136310;1.003884;9.049418;-3.836802;1.823911;0.882626;-3.398109;0.892857;0.000000;4.227396;2.678811;0.001463;1.547151;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.547151;0.528614;0.340227;0.000000;-0.578094;
1.375137;4.225945;11.127053;1.003817;9.042982;-3.834303;1.824833;0.882740;-3.398548;0.892857;0.000000;4.225945;2.678811;0.001465;1.546620;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.546620;0.528085;0.340630;0.000000;-0.577552;
1.376662;4.222839;11.108206;1.003684;9.029754;-3.829373;1.826630;0.882968;-3.399426;0.892857;0.000000;4.222839;2.678811;0.001468;1.545484;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.545484;0.526952;0.341434;0.000000;-0.576394;
1.379713;4.215803;11.069143;1.003417;9.001872;-3.819751;1.830033;0.883425;-3.401188;0.892857;0.000000;4.215803;2.678811;0.001475;1.542910;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.542910;0.524385;0.343038;0.000000;-0.573768;
1.383956;4.204196;11.011712;1.003050;8.960002;-3.806703;1.834344;0.884070;-3.403669;0.892857;0.000000;4.204196;2.678811;0.001485;1.538664;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538664;0.520149;0.345252;0.000000;-0.569438;
1.383956;4.204197;11.011719;1.003050;8.960016;-3.806691;1.834344;0.884070;-3.403670;0.892857;0.000000;4.204197;2.678811;0.001485;1.538664;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538664;0.520149;0.345252;0.000000;-0.569438;
1.383957;4.204193;11.011700;1.003050;8.960002;-3.806687;1.834345;0.884070;-3.403671;0.892857;0.000000;4.204193;2.678811;0.001485;1.538663;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538663;0.520147;0.345253;0.000000;-0.569436;
1.383957;4.204193;11.011700;1.003050;8.960002;-3.806687;1.834345;0.884070;-3.403671;0.892857;0.000000;4.204193;2.678811;0.001485;1.538663;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538663;0.520147;0.345253;0.000000;-0.569436;
1.384153;4.203603;11.008960;1.003033;8.957975;-3.806102;1.834531;0.884100;-3.403785;0.892857;0.000000;4.203603;2.678811;0.001485;1.538447;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538447;0.519932;0.345355;0.000000;-0.569216;
1.384348;4.203010;11.006213;1.003016;8.955941;-3.805517;1.834717;0.884130;-3.403900;0.892857;0.000000;4.203010;2.678811;0.001485;1.538230;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.538230;0.519716;0.345456;0.000000;-0.568995;
1.384740;4.201813;11.000699;1.002982;8.951855;-3.804348;1.835085;0.884190;-3.404130;0.892857;0.000000;4.201813;2.678811;0.001486;1.537792;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.537792;0.519279;0.345660;0.000000;-0.568548;
1.385523;4.199365;10.989579;1.002915;8.943593;-3.802015;1.835810;0.884309;-3.404591;0.892857;0.000000;4.199365;2.678811;0.001488;1.536897;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.536897;0.518385;0.346066;0.000000;-0.567635;
1.387088;4.194257;10.966965;1.002780;8.926710;-3.797367;1.837210;0.884550;-3.405519;0.892857;0.000000;4.194257;2.678811;0.001492;1.535028;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.535028;0.516520;0.346876;0.000000;-0.565729;
1.390219;4.183182;10.920211;1.002513;8.891506;-3.788105;1.839812;0.885039;-3.407400;0.892857;0.000000;4.183182;2.678811;0.001498;1.530976;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.530976;0.512475;0.348486;0.000000;-0.561596;
1.396481;4.157620;10.820534;1.001983;8.815468;-3.769417;1.844236;0.886051;-3.411296;0.892857;0.000000;4.157620;2.678811;0.001512;1.521623;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.521623;0.503136;0.351665;0.000000;-0.552056;
1.402743;4.127549;10.712541;1.001462;8.731999;-3.750206;1.847629;0.887115;-3.415392;0.892857;0.000000;4.127549;2.678811;0.001526;1.510621;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.510621;0.492146;0.354779;0.000000;-0.540833;
1.409005;4.093035;10.596183;1.000951;8.641268;-3.730058;1.850007;0.888240;-3.419724;0.892857;0.000000;4.093035;2.678811;0.001539;1.497992;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.497992;0.479531;0.357819;0.000000;-0.527952;
1.415267;4.054154;10.471462;1.000449;8.543456;-3.708603;1.851390;0.889433;-3.424318;0.892857;0.000000;4.054154;2.678811;0.001551;1.483765;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.483765;0.465316;0.360775;0.000000;-0.513440;
1.427792;3.963783;10.197412;0.999481;8.327816;-3.660104;1.851281;0.892054;-3.434407;0.892857;0.000000;3.963783;2.678811;0.001575;1.450696;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.450696;0.432271;0.366382;0.000000;-0.479710;
1.434040;3.912619;10.048690;0.999016;8.210394;-3.632988;1.849842;0.893476;-3.439885;0.892857;0.000000;3.912619;2.678811;0.001587;1.431973;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431973;0.413560;0.369010;0.000000;-0.460613;
1.434040;3.912621;10.048699;0.999016;8.210527;-3.632814;1.849842;0.893480;-3.439898;0.892857;0.000000;3.912621;2.678811;0.001587;1.431973;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431973;0.413560;0.369010;0.000000;-0.460613;
1.434217;3.911113;10.044375;0.999003;8.207099;-3.632030;1.849787;0.893521;-3.440056;0.892857;0.000000;3.911113;2.678811;0.001587;1.431422;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.431422;0.413009;0.369083;0.000000;-0.460050;
1.434393;3.909601;10.040043;0.998990;8.203666;-3.631243;1.849731;0.893562;-3.440214;0.892857;0.000000;3.909601;2.678811;0.001587;1.430869;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.430869;0.412456;0.369156;0.000000;-0.459486;
1.434746;3.906568;10.031364;0.998964;8.196787;-3.629665;1.849617;0.893645;-3.440532;0.892857;0.000000;3.906568;2.678811;0.001588;1.429759;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.429759;0.411347;0.369301;0.000000;-0.458354;
1.435452;3.900443;10.013884;0.998912;8.182934;-3.626477;1.849376;0.893811;-3.441171;0.892857;0.000000;3.900443;2.678811;0.001589;1.427517;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.427517;0.409106;0.369590;0.000000;-0.456068;
1.436864;3.887991;9.978526;0.998810;8.154910;-3.619989;1.848848;0.894147;-3.442466;0.892857;0.000000;3.887991;2.678811;0.001592;1.422961;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.422961;0.404552;0.370161;0.000000;-0.451420;
1.439687;3.862300;9.906235;0.998608;8.097611;-3.606561;1.847613;0.894836;-3.445119;0.892857;0.000000;3.862300;2.678811;0.001596;1.413559;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.413559;0.395156;0.371277;0.000000;-0.441830;
1.442511;3.835831;9.832392;0.998408;8.039060;-3.592642;1.846201;0.895541;-3.447834;0.892857;0.000000;3.835831;2.678811;0.001601;1.403873;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.403873;0.385474;0.372365;0.000000;-0.431951;
1.443579;3.825248;9.803315;0.998335;8.016001;-3.587102;1.845537;0.895820;-3.448909;0.892857;0.000000;3.825248;2.678811;0.001603;1.400000;1.020000;-1.000000;-1.000000;-1.000000;1.020000;0.365980;0.000000;1.000000;1.400000;0.381603;0.372755;0.000000;-0.428000;
