time;WT4B_WT_controlMeasurements_PPu;WT4B_WT_controlMeasurements_QPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;WT4B_WT_gridProtection_fOCB;
2.190112;0.517959;-0.218899;1.015258;1.010851;0.094500;-0.487891;-0.262160;-1.000000;
2.191136;0.517664;-0.218895;1.015265;1.010864;0.094425;-0.487618;-0.262090;-1.000000;
2.191648;0.517518;-0.218892;1.015268;1.010871;0.094388;-0.487484;-0.262056;-1.000000;
2.191904;0.517446;-0.218891;1.015269;1.010874;0.094369;-0.487417;-0.262039;-1.000000;
2.192416;0.517302;-0.218889;1.015272;1.010880;0.094332;-0.487285;-0.262005;-1.000000;
2.193440;0.517019;-0.218885;1.015278;1.010893;0.094260;-0.487023;-0.261939;-1.000000;
2.193952;0.516879;-0.218883;1.015281;1.010900;0.094225;-0.486894;-0.261906;-1.000000;
2.194208;0.516810;-0.218882;1.015283;1.010903;0.094207;-0.486830;-0.261889;-1.000000;
2.194720;0.516672;-0.218880;1.015286;1.010909;0.094172;-0.486703;-0.261857;-1.000000;
2.195744;0.516400;-0.218876;1.015292;1.010921;0.094102;-0.486452;-0.261793;-1.000000;
2.196256;0.516266;-0.218873;1.015295;1.010928;0.094068;-0.486328;-0.261761;-1.000000;
2.196512;0.516199;-0.218872;1.015296;1.010931;0.094051;-0.486267;-0.261745;-1.000000;
2.197024;0.516067;-0.218870;1.015299;1.010937;0.094017;-0.486145;-0.261714;-1.000000;
2.198048;0.515806;-0.218866;1.015305;1.010949;0.093951;-0.485903;-0.261652;-1.000000;
2.198560;0.515677;-0.218864;1.015308;1.010955;0.093918;-0.485784;-0.261621;-1.000000;
2.198816;0.515613;-0.218863;1.015309;1.010957;0.093901;-0.485725;-0.261606;-1.000000;
2.199328;0.515486;-0.218860;1.015312;1.010963;0.093869;-0.485608;-0.261576;-1.000000;
2.200352;0.515234;-0.218856;1.015317;1.010975;0.093805;-0.485376;-0.261516;-1.000000;
2.200864;0.515111;-0.218854;1.015320;1.010981;0.093773;-0.485262;-0.261487;-1.000000;
2.201120;0.515049;-0.218852;1.015322;1.010983;0.093757;-0.485205;-0.261472;-1.000000;
2.201632;0.514927;-0.218850;1.015324;1.010989;0.093726;-0.485092;-0.261443;-1.000000;
2.202656;0.514685;-0.218846;1.015330;1.011000;0.093665;-0.484869;-0.261385;-1.000000;
2.203168;0.514566;-0.218843;1.015332;1.011006;0.093634;-0.484759;-0.261357;-1.000000;
2.203424;0.514507;-0.218842;1.015334;1.011008;0.093619;-0.484705;-0.261343;-1.000000;
2.203936;0.514390;-0.218840;1.015336;1.011014;0.093589;-0.484596;-0.261315;-1.000000;
2.204960;0.514157;-0.218835;1.015342;1.011025;0.093530;-0.484382;-0.261259;-1.000000;
2.205472;0.514043;-0.218833;1.015344;1.011030;0.093501;-0.484276;-0.261232;-1.000000;
2.205728;0.513986;-0.218832;1.015346;1.011033;0.093486;-0.484223;-0.261218;-1.000000;
2.206240;0.513873;-0.218829;1.015348;1.011038;0.093457;-0.484119;-0.261191;-1.000000;
2.207264;0.513649;-0.218825;1.015353;1.011048;0.093400;-0.483913;-0.261137;-1.000000;
2.207776;0.513539;-0.218822;1.015356;1.011054;0.093372;-0.483811;-0.261110;-1.000000;
2.208032;0.513484;-0.218821;1.015357;1.011056;0.093358;-0.483760;-0.261097;-1.000000;
2.208544;0.513376;-0.218819;1.015360;1.011061;0.093330;-0.483660;-0.261071;-1.000000;
2.209568;0.513161;-0.218814;1.015365;1.011071;0.093275;-0.483461;-0.261019;-1.000000;
2.210080;0.513054;-0.218811;1.015367;1.011076;0.093248;-0.483363;-0.260993;-1.000000;
2.210336;0.513002;-0.218810;1.015369;1.011079;0.093235;-0.483315;-0.260980;-1.000000;
2.210848;0.512897;-0.218808;1.015371;1.011084;0.093208;-0.483218;-0.260955;-1.000000;
2.211872;0.512690;-0.218803;1.015376;1.011094;0.093155;-0.483027;-0.260905;-1.000000;
2.212384;0.512588;-0.218800;1.015378;1.011098;0.093129;-0.482932;-0.260880;-1.000000;
2.212640;0.512537;-0.218799;1.015380;1.011101;0.093116;-0.482885;-0.260867;-1.000000;
2.213152;0.512436;-0.218797;1.015382;1.011106;0.093090;-0.482792;-0.260843;-1.000000;
2.214176;0.512236;-0.218792;1.015387;1.011115;0.093039;-0.482608;-0.260794;-1.000000;
2.214688;0.512138;-0.218789;1.015389;1.011120;0.093014;-0.482517;-0.260770;-1.000000;
2.215712;0.511943;-0.218784;1.015394;1.011129;0.092964;-0.482337;-0.260722;-1.000000;
2.216224;0.511847;-0.218781;1.015396;1.011134;0.092940;-0.482248;-0.260699;-1.000000;
2.216480;0.511799;-0.218780;1.015397;1.011136;0.092927;-0.482204;-0.260687;-1.000000;
2.216992;0.511704;-0.218778;1.015400;1.011141;0.092903;-0.482117;-0.260664;-1.000000;
2.218016;0.511517;-0.218772;1.015404;1.011150;0.092855;-0.481943;-0.260618;-1.000000;
2.218528;0.511424;-0.218770;1.015407;1.011154;0.092832;-0.481858;-0.260595;-1.000000;
2.219552;0.511241;-0.218765;1.015411;1.011163;0.092785;-0.481688;-0.260549;-1.000000;
2.220064;0.511150;-0.218762;1.015413;1.011168;0.092762;-0.481605;-0.260527;-1.000000;
2.221088;0.510971;-0.218757;1.015418;1.011176;0.092716;-0.481440;-0.260483;-1.000000;
2.221600;0.510883;-0.218754;1.015420;1.011181;0.092693;-0.481358;-0.260461;-1.000000;
2.222624;0.510708;-0.218749;1.015425;1.011189;0.092649;-0.481197;-0.260417;-1.000000;
2.223136;0.510622;-0.218746;1.015427;1.011193;0.092627;-0.481117;-0.260396;-1.000000;
2.224160;0.510451;-0.218741;1.015431;1.011202;0.092583;-0.480959;-0.260353;-1.000000;
2.226208;0.510118;-0.218730;1.015440;1.011218;0.092498;-0.480651;-0.260270;-1.000000;
2.227232;0.509955;-0.218725;1.015444;1.011226;0.092456;-0.480501;-0.260228;-1.000000;
2.227744;0.509874;-0.218722;1.015446;1.011230;0.092435;-0.480427;-0.260208;-1.000000;
2.228768;0.509715;-0.218717;1.015451;1.011238;0.092395;-0.480280;-0.260168;-1.000000;
2.230816;0.509404;-0.218705;1.015459;1.011254;0.092315;-0.479992;-0.260089;-1.000000;
2.231840;0.509252;-0.218700;1.015463;1.011262;0.092276;-0.479852;-0.260050;-1.000000;
2.232352;0.509177;-0.218697;1.015465;1.011266;0.092257;-0.479782;-0.260031;-1.000000;
2.233376;0.509028;-0.218691;1.015469;1.011273;0.092219;-0.479645;-0.259993;-1.000000;
2.235424;0.508737;-0.218680;1.015477;1.011288;0.092144;-0.479376;-0.259918;-1.000000;
2.236448;0.508595;-0.218674;1.015481;1.011295;0.092108;-0.479244;-0.259881;-1.000000;
2.236960;0.508525;-0.218671;1.015483;1.011299;0.092090;-0.479179;-0.259863;-1.000000;
2.237984;0.508385;-0.218666;1.015487;1.011306;0.092054;-0.479051;-0.259827;-1.000000;
2.240032;0.508113;-0.218654;1.015495;1.011321;0.091985;-0.478799;-0.259756;-1.000000;
2.241056;0.507980;-0.218648;1.015499;1.011328;0.091951;-0.478676;-0.259721;-1.000000;
2.241568;0.507914;-0.218645;1.015501;1.011331;0.091934;-0.478615;-0.259703;-1.000000;
2.242592;0.507783;-0.218639;1.015505;1.011338;0.091900;-0.478494;-0.259669;-1.000000;
2.243104;0.507719;-0.218636;1.015507;1.011341;0.091884;-0.478435;-0.259652;-1.000000;
2.244128;0.507591;-0.218630;1.015511;1.011348;0.091851;-0.478317;-0.259618;-1.000000;
2.244640;0.507528;-0.218627;1.015513;1.011352;0.091835;-0.478258;-0.259601;-1.000000;
2.245664;0.507403;-0.218621;1.015516;1.011358;0.091803;-0.478143;-0.259568;-1.000000;
2.246176;0.507341;-0.218618;1.015518;1.011362;0.091787;-0.478086;-0.259552;-1.000000;
2.247200;0.507219;-0.218612;1.015522;1.011368;0.091756;-0.477973;-0.259519;-1.000000;
2.247712;0.507158;-0.218609;1.015524;1.011372;0.091740;-0.477917;-0.259503;-1.000000;
2.248736;0.507038;-0.218603;1.015528;1.011378;0.091709;-0.477806;-0.259470;-1.000000;
2.249248;0.506979;-0.218600;1.015529;1.011381;0.091694;-0.477751;-0.259454;-1.000000;
2.250272;0.506862;-0.218594;1.015533;1.011388;0.091664;-0.477642;-0.259423;-1.000000;
2.252320;0.506631;-0.218582;1.015540;1.011400;0.091605;-0.477430;-0.259360;-1.000000;
2.256416;0.506190;-0.218557;1.015555;1.011425;0.091492;-0.477021;-0.259239;-1.000000;
2.264608;0.505373;-0.218506;1.015583;1.011472;0.091282;-0.476266;-0.259009;-1.000000;
2.280992;0.503970;-0.218399;1.015637;1.011559;0.090922;-0.474968;-0.258595;-1.000000;
2.297376;0.502839;-0.218287;1.015687;1.011636;0.090630;-0.473921;-0.258233;-1.000000;
2.313760;0.501940;-0.218169;1.015736;1.011705;0.090398;-0.473087;-0.257916;-1.000000;
2.330144;0.501242;-0.218047;1.015782;1.011768;0.090216;-0.472439;-0.257637;-1.000000;
2.346528;0.500722;-0.217921;1.015827;1.011825;0.090080;-0.471956;-0.257391;-1.000000;
2.362912;0.500361;-0.217791;1.015870;1.011877;0.089984;-0.471618;-0.257175;-1.000000;
2.379296;0.500138;-0.217659;1.015912;1.011924;0.089924;-0.471408;-0.256985;-1.000000;
2.412064;0.500005;-0.217388;1.015992;1.012008;0.089881;-0.471277;-0.256665;-1.000000;
2.444832;0.500179;-0.217112;1.016069;1.012082;0.089917;-0.471428;-0.256404;-1.000000;
2.454307;0.500257;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454308;0.500257;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454309;0.500257;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454311;0.500257;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454315;0.500258;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454323;0.500258;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256334;-1.000000;
2.454339;0.500258;-0.217032;1.016091;1.012103;0.089935;-0.471498;-0.256333;-1.000000;
2.454371;0.500258;-0.217031;1.016091;1.012103;0.089935;-0.471498;-0.256333;-1.000000;
2.454435;0.500259;-0.217031;1.016091;1.012103;0.089935;-0.471499;-0.256333;-1.000000;
2.454563;0.500260;-0.217030;1.016091;1.012103;0.089935;-0.471500;-0.256332;-1.000000;
2.454819;0.500263;-0.217028;1.016092;1.012104;0.089936;-0.471503;-0.256330;-1.000000;
2.455331;0.500269;-0.217023;1.016093;1.012105;0.089937;-0.471508;-0.256327;-1.000000;
2.456355;0.500280;-0.217015;1.016095;1.012107;0.089940;-0.471518;-0.256320;-1.000000;
2.458403;0.500304;-0.216997;1.016100;1.012111;0.089946;-0.471539;-0.256306;-1.000000;
2.462499;0.500351;-0.216962;1.016109;1.012119;0.089957;-0.471582;-0.256278;-1.000000;
2.470691;0.500449;-0.216892;1.016128;1.012136;0.089979;-0.471670;-0.256223;-1.000000;
2.487075;0.500645;-0.216753;1.016165;1.012169;0.090025;-0.471846;-0.256114;-1.000000;
2.519843;0.500986;-0.216476;1.016239;1.012237;0.090103;-0.472152;-0.255887;-1.000000;
2.552611;0.501217;-0.216203;1.016314;1.012308;0.090154;-0.472356;-0.255641;-1.000000;
2.585379;0.501310;-0.215934;1.016390;1.012383;0.090169;-0.472434;-0.255370;-1.000000;
2.618147;0.501275;-0.215670;1.016467;1.012461;0.090152;-0.472393;-0.255078;-1.000000;
2.650915;0.501148;-0.215411;1.016543;1.012542;0.090112;-0.472267;-0.254773;-1.000000;
2.683683;0.500979;-0.215159;1.016619;1.012622;0.090062;-0.472103;-0.254465;-1.000000;
2.716451;0.500818;-0.214912;1.016692;1.012700;0.090013;-0.471946;-0.254166;-1.000000;
2.749219;0.500699;-0.214673;1.016763;1.012774;0.089975;-0.471828;-0.253882;-1.000000;
2.781987;0.500640;-0.214440;1.016831;1.012844;0.089953;-0.471767;-0.253620;-1.000000;
2.814755;0.500642;-0.214215;1.016896;1.012910;0.089947;-0.471761;-0.253378;-1.000000;
2.847523;0.500689;-0.214000;1.016957;1.012971;0.089952;-0.471797;-0.253155;-1.000000;
2.913059;0.500813;-0.213589;1.017073;1.013086;0.089971;-0.471899;-0.252739;-1.000000;
2.978595;0.500905;-0.213212;1.017180;1.013192;0.089983;-0.471971;-0.252353;-1.000000;
3.044131;0.500920;-0.212868;1.017279;1.013292;0.089977;-0.471974;-0.251985;-1.000000;
3.109667;0.500876;-0.212555;1.017370;1.013385;0.089956;-0.471923;-0.251639;-1.000000;
3.175203;0.500820;-0.212271;1.017452;1.013470;0.089933;-0.471862;-0.251322;-1.000000;
3.240739;0.500785;-0.212015;1.017527;1.013546;0.089916;-0.471822;-0.251039;-1.000000;
3.306275;0.500783;-0.211784;1.017593;1.013613;0.089909;-0.471812;-0.250789;-1.000000;
3.371811;0.500799;-0.211576;1.017652;1.013673;0.089907;-0.471820;-0.250570;-1.000000;
3.502883;0.500818;-0.211223;1.017754;1.013775;0.089901;-0.471826;-0.250194;-1.000000;
3.633955;0.500813;-0.210943;1.017834;1.013857;0.089891;-0.471812;-0.249891;-1.000000;
3.765027;0.500796;-0.210722;1.017898;1.013922;0.089880;-0.471790;-0.249651;-1.000000;
4.027171;0.500781;-0.210407;1.017989;1.014014;0.089866;-0.471765;-0.249309;-1.000000;
4.289315;0.500775;-0.210219;1.018043;1.014069;0.089859;-0.471753;-0.249106;-1.000000;
4.551459;0.500767;-0.210112;1.018073;1.014100;0.089854;-0.471743;-0.248990;-1.000000;
4.813603;0.500758;-0.210055;1.018090;1.014117;0.089850;-0.471732;-0.248926;-1.000000;
5.075747;0.500749;-0.210025;1.018099;1.014126;0.089847;-0.471723;-0.248892;-1.000000;
5.480085;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480086;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480087;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480089;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480093;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480101;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480117;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480149;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480213;0.500737;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480341;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.480597;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.481109;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.482133;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.484181;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.488277;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471711;-0.248862;-1.000000;
5.496469;0.500736;-0.210000;1.018106;1.014134;0.089843;-0.471710;-0.248862;-1.000000;
5.512853;0.500736;-0.210000;1.018106;1.014134;0.089842;-0.471710;-0.248862;-1.000000;
5.545621;0.500735;-0.210000;1.018106;1.014134;0.089842;-0.471709;-0.248862;-1.000000;
5.611157;0.500733;-0.210000;1.018106;1.014134;0.089842;-0.471707;-0.248861;-1.000000;
5.742229;0.500729;-0.210000;1.018106;1.014135;0.089841;-0.471704;-0.248860;-1.000000;
5.999999;0.500721;-0.210000;1.018106;1.014135;0.089839;-0.471696;-0.248859;-1.000000;
5.999999;0.368730;-0.135283;0.736454;0.729868;0.098266;-0.471696;-0.248859;-1.000000;
6.000000;0.368730;-0.135284;0.736453;0.729868;0.098265;-0.471695;-0.248861;-1.000000;
6.000001;0.368729;-0.135286;0.736452;0.729867;0.098265;-0.471694;-0.248863;-1.000000;
6.000003;0.368727;-0.135289;0.736451;0.729866;0.098265;-0.471692;-0.248867;-1.000000;
6.000007;0.368723;-0.135296;0.736449;0.729864;0.098264;-0.471687;-0.248876;-1.000000;
6.000015;0.368716;-0.135309;0.736444;0.729859;0.098262;-0.471678;-0.248893;-1.000000;
6.000031;0.368701;-0.135334;0.736435;0.729851;0.098258;-0.471661;-0.248925;-1.000000;
6.000063;0.368673;-0.135382;0.736418;0.729835;0.098251;-0.471628;-0.248988;-1.000000;
6.000127;0.368622;-0.135469;0.736387;0.729805;0.098237;-0.471566;-0.249100;-1.000000;
6.000191;0.368578;-0.135544;0.736360;0.729780;0.098226;-0.471512;-0.249196;-1.000000;
6.000255;0.368539;-0.135606;0.736338;0.729759;0.098215;-0.471465;-0.249276;-1.000000;
6.000319;0.368506;-0.135657;0.736320;0.729742;0.098206;-0.471426;-0.249340;-1.000000;
6.000383;0.368479;-0.135696;0.736307;0.729729;0.098199;-0.471394;-0.249389;-1.000000;
6.000447;0.368458;-0.135723;0.736297;0.729720;0.098193;-0.471368;-0.249422;-1.000000;
6.000511;0.368443;-0.135738;0.736292;0.729715;0.098189;-0.471350;-0.249439;-1.000000;
6.000575;0.368434;-0.135742;0.736291;0.729714;0.098186;-0.471339;-0.249442;-1.000000;
6.000639;0.368431;-0.135735;0.736293;0.729718;0.098185;-0.471334;-0.249429;-1.000000;
6.000703;0.368433;-0.135717;0.736300;0.729724;0.098185;-0.471337;-0.249402;-1.000000;
6.000776;0.368443;-0.135682;0.736313;0.729737;0.098187;-0.471348;-0.249353;-1.000000;
6.000777;0.368443;-0.135682;0.736313;0.729737;0.098187;-0.471348;-0.249352;-1.000000;
6.000778;0.368443;-0.135681;0.736313;0.729737;0.098187;-0.471348;-0.249352;-1.000000;
6.000780;0.368444;-0.135680;0.736314;0.729738;0.098187;-0.471348;-0.249350;-1.000000;
6.000784;0.368445;-0.135677;0.736315;0.729739;0.098187;-0.471349;-0.249347;-1.000000;
6.000792;0.368446;-0.135673;0.736316;0.729740;0.098188;-0.471351;-0.249340;-1.000000;
6.000808;0.368449;-0.135663;0.736320;0.729744;0.098188;-0.471355;-0.249326;-1.000000;
6.000840;0.368456;-0.135641;0.736328;0.729752;0.098190;-0.471362;-0.249295;-1.000000;
6.000904;0.368470;-0.135589;0.736347;0.729771;0.098192;-0.471378;-0.249222;-1.000000;
6.001032;0.368503;-0.135457;0.736396;0.729819;0.098198;-0.471416;-0.249033;-1.000000;
6.001160;0.368543;-0.135287;0.736459;0.729882;0.098205;-0.471461;-0.248789;-1.000000;
6.001288;0.368589;-0.135079;0.736535;0.729958;0.098212;-0.471512;-0.248490;-1.000000;
6.001416;0.368641;-0.134835;0.736625;0.730048;0.098220;-0.471571;-0.248138;-1.000000;
6.001544;0.368700;-0.134555;0.736729;0.730151;0.098229;-0.471636;-0.247734;-1.000000;
6.001672;0.368765;-0.134241;0.736845;0.730266;0.098238;-0.471708;-0.247281;-1.000000;
6.001800;0.368836;-0.133894;0.736973;0.730395;0.098249;-0.471786;-0.246779;-1.000000;
6.002056;0.368995;-0.133103;0.737265;0.730686;0.098271;-0.471961;-0.245637;-1.000000;
6.002156;0.369063;-0.132761;0.737391;0.730812;0.098281;-0.472037;-0.245142;-1.000000;
6.002157;0.369064;-0.132757;0.737392;0.730813;0.098281;-0.472038;-0.245137;-1.000000;
6.002158;0.369064;-0.132754;0.737394;0.730815;0.098281;-0.472038;-0.245132;-1.000000;
6.002160;0.369066;-0.132746;0.737396;0.730817;0.098281;-0.472040;-0.245122;-1.000000;
6.002164;0.369069;-0.132732;0.737401;0.730823;0.098282;-0.472043;-0.245101;-1.000000;
6.002172;0.369074;-0.132704;0.737412;0.730833;0.098282;-0.472049;-0.245060;-1.000000;
6.002188;0.369086;-0.132647;0.737433;0.730854;0.098284;-0.472062;-0.244978;-1.000000;
6.002220;0.369109;-0.132531;0.737476;0.730897;0.098287;-0.472087;-0.244811;-1.000000;
6.002284;0.369156;-0.132294;0.737563;0.730984;0.098294;-0.472139;-0.244469;-1.000000;
6.002348;0.369204;-0.132050;0.737653;0.731074;0.098301;-0.472192;-0.244116;-1.000000;
6.002412;0.369254;-0.131799;0.737746;0.731166;0.098308;-0.472247;-0.243753;-1.000000;
6.002476;0.369305;-0.131541;0.737841;0.731261;0.098315;-0.472303;-0.243381;-1.000000;
6.002540;0.369358;-0.131275;0.737939;0.731359;0.098322;-0.472361;-0.242998;-1.000000;
6.002602;0.369409;-0.131015;0.738035;0.731455;0.098329;-0.472418;-0.242622;-1.000000;
6.002603;0.369410;-0.131010;0.738036;0.731457;0.098329;-0.472419;-0.242616;-1.000000;
6.002604;0.369411;-0.131006;0.738038;0.731458;0.098329;-0.472420;-0.242609;-1.000000;
6.002606;0.369413;-0.130997;0.738041;0.731461;0.098330;-0.472422;-0.242597;-1.000000;
6.002610;0.369416;-0.130980;0.738047;0.731468;0.098330;-0.472426;-0.242572;-1.000000;
6.002618;0.369423;-0.130945;0.738060;0.731480;0.098331;-0.472433;-0.242522;-1.000000;
6.002634;0.369437;-0.130876;0.738086;0.731506;0.098333;-0.472448;-0.242422;-1.000000;
6.002666;0.369465;-0.130736;0.738137;0.731557;0.098337;-0.472479;-0.242220;-1.000000;
6.002730;0.369521;-0.130451;0.738242;0.731662;0.098345;-0.472541;-0.241809;-1.000000;
6.002858;0.369638;-0.129861;0.738459;0.731879;0.098361;-0.472669;-0.240959;-1.000000;
6.003114;0.369886;-0.128607;0.738920;0.732339;0.098396;-0.472942;-0.239155;-1.000000;
6.003626;0.370439;-0.125833;0.739937;0.733355;0.098473;-0.473550;-0.235173;-1.000000;
6.004138;0.371061;-0.122736;0.741069;0.734485;0.098562;-0.474235;-0.230743;-1.000000;
6.004198;0.371138;-0.122354;0.741208;0.734624;0.098573;-0.474320;-0.230198;-1.000000;
6.004198;0.371138;-0.122353;0.741209;0.734625;0.098573;-0.474320;-0.230196;-1.000000;
6.004199;0.371140;-0.122346;0.741211;0.734627;0.098573;-0.474321;-0.230187;-1.000000;
6.004200;0.371141;-0.122340;0.741213;0.734630;0.098573;-0.474323;-0.230178;-1.000000;
6.004202;0.371144;-0.122327;0.741218;0.734634;0.098574;-0.474326;-0.230159;-1.000000;
6.004206;0.371149;-0.122301;0.741228;0.734644;0.098574;-0.474331;-0.230122;-1.000000;
6.004214;0.371159;-0.122250;0.741246;0.734662;0.098576;-0.474343;-0.230049;-1.000000;
6.004230;0.371180;-0.122146;0.741284;0.734700;0.098579;-0.474366;-0.229902;-1.000000;
6.004262;0.371222;-0.121939;0.741360;0.734776;0.098585;-0.474412;-0.229606;-1.000000;
6.004326;0.371307;-0.121521;0.741512;0.734927;0.098597;-0.474505;-0.229011;-1.000000;
6.004454;0.371478;-0.120674;0.741820;0.735235;0.098622;-0.474694;-0.227804;-1.000000;
6.004457;0.371482;-0.120657;0.741827;0.735242;0.098622;-0.474698;-0.227779;-1.000000;
6.004458;0.371483;-0.120650;0.741829;0.735244;0.098623;-0.474699;-0.227770;-1.000000;
6.004459;0.371485;-0.120644;0.741831;0.735247;0.098623;-0.474701;-0.227760;-1.000000;
6.004461;0.371487;-0.120630;0.741836;0.735251;0.098623;-0.474704;-0.227741;-1.000000;
6.004465;0.371493;-0.120603;0.741846;0.735261;0.098624;-0.474710;-0.227703;-1.000000;
6.004473;0.371504;-0.120550;0.741866;0.735281;0.098626;-0.474722;-0.227627;-1.000000;
6.004489;0.371525;-0.120443;0.741905;0.735320;0.098629;-0.474746;-0.227474;-1.000000;
6.004521;0.371569;-0.120227;0.741983;0.735398;0.098635;-0.474794;-0.227168;-1.000000;
6.004585;0.371657;-0.119794;0.742141;0.735555;0.098648;-0.474891;-0.226551;-1.000000;
6.004713;0.371836;-0.118916;0.742460;0.735873;0.098674;-0.475088;-0.225304;-1.000000;
6.004969;0.372204;-0.117121;0.743111;0.736524;0.098728;-0.475494;-0.222756;-1.000000;
6.005225;0.372585;-0.115276;0.743779;0.737190;0.098784;-0.475913;-0.220144;-1.000000;
6.005481;0.372977;-0.113386;0.744463;0.737872;0.098842;-0.476345;-0.217475;-1.000000;
6.005511;0.373024;-0.113161;0.744543;0.737952;0.098849;-0.476397;-0.217159;-1.000000;
6.005511;0.373024;-0.113161;0.744544;0.737952;0.098849;-0.476397;-0.217159;-1.000000;
6.005512;0.373026;-0.113151;0.744547;0.737956;0.098850;-0.476399;-0.217145;-1.000000;
6.005513;0.373028;-0.113141;0.744551;0.737960;0.098850;-0.476401;-0.217130;-1.000000;
6.005515;0.373032;-0.113122;0.744558;0.737967;0.098850;-0.476405;-0.217102;-1.000000;
6.005519;0.373039;-0.113082;0.744572;0.737981;0.098851;-0.476414;-0.217046;-1.000000;
6.005527;0.373055;-0.113003;0.744601;0.738010;0.098853;-0.476430;-0.216934;-1.000000;
6.005543;0.373086;-0.112843;0.744658;0.738067;0.098858;-0.476464;-0.216709;-1.000000;
6.005575;0.373148;-0.112523;0.744774;0.738183;0.098866;-0.476532;-0.216255;-1.000000;
6.005639;0.373273;-0.111875;0.745008;0.738417;0.098883;-0.476668;-0.215339;-1.000000;
6.005767;0.373530;-0.110550;0.745486;0.738894;0.098918;-0.476948;-0.213466;-1.000000;
6.005895;0.373793;-0.109187;0.745977;0.739385;0.098954;-0.477235;-0.211543;-1.000000;
6.006151;0.374340;-0.106357;0.746994;0.740401;0.099028;-0.477830;-0.207557;-1.000000;
6.006407;0.374912;-0.103393;0.748056;0.741462;0.099106;-0.478452;-0.203397;-1.000000;
6.006663;0.375508;-0.100309;0.749158;0.742563;0.099188;-0.479100;-0.199081;-1.000000;
6.006919;0.376126;-0.097115;0.750296;0.743699;0.099272;-0.479770;-0.194626;-1.000000;
6.007175;0.376763;-0.093822;0.751465;0.744867;0.099360;-0.480462;-0.190049;-1.000000;
6.007687;0.378089;-0.087000;0.753874;0.747273;0.099543;-0.481899;-0.180616;-1.000000;
6.008199;0.379473;-0.079916;0.756358;0.749754;0.099736;-0.483397;-0.170893;-1.000000;
6.008711;0.380901;-0.072646;0.758890;0.752281;0.099938;-0.484942;-0.160991;-1.000000;
6.009223;0.382361;-0.065266;0.761441;0.754827;0.100147;-0.486520;-0.151014;-1.000000;
6.009735;0.383841;-0.057847;0.763988;0.757367;0.100361;-0.488117;-0.141060;-1.000000;
6.010247;0.385328;-0.050455;0.766507;0.759880;0.100579;-0.489723;-0.131219;-1.000000;
6.010759;0.386813;-0.043152;0.768979;0.762344;0.100800;-0.491325;-0.121569;-1.000000;
6.011271;0.388283;-0.035994;0.771386;0.764742;0.101022;-0.492912;-0.112180;-1.000000;
6.011783;0.389732;-0.029032;0.773711;0.767058;0.101244;-0.494477;-0.103114;-1.000000;
6.012295;0.391150;-0.022310;0.775942;0.769279;0.101466;-0.496009;-0.094424;-1.000000;
6.012807;0.392531;-0.015870;0.778066;0.771393;0.101686;-0.497503;-0.086154;-1.000000;
6.013319;0.393868;-0.009744;0.780075;0.773391;0.101903;-0.498952;-0.078342;-1.000000;
6.013831;0.395156;-0.003962;0.781961;0.775265;0.102116;-0.500351;-0.071016;-1.000000;
6.014042;0.395674;-0.001677;0.782704;0.776003;0.102204;-0.500913;-0.068134;-1.000000;
6.014042;0.395674;-0.001677;0.782704;0.776003;0.102204;-0.500914;-0.068134;-1.000000;
6.014043;0.395676;-0.001666;0.782707;0.776006;0.102204;-0.500916;-0.068121;-1.000000;
