time;WT4B_WT_measurements_PGenNomPu;WT4B_WT_measurements_QGenNomPu;WT4B_WT_measurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
12.046556;0.364036;0.474692;0.676796;0.671634;0.083435;-0.620245;0.629721;
12.049766;0.366223;0.475391;0.676892;0.671661;0.083982;-0.623993;0.629762;
12.056187;0.370286;0.473578;0.676476;0.671110;0.085033;-0.631033;0.625709;
12.062607;0.374249;0.470658;0.675850;0.670347;0.086071;-0.637924;0.620203;
12.069028;0.378199;0.467594;0.675194;0.669551;0.087108;-0.644797;0.614483;
12.081869;0.386202;0.462407;0.674053;0.668125;0.089196;-0.658695;0.604160;
12.094710;0.394272;0.458032;0.673057;0.666837;0.091293;-0.672686;0.594779;
12.120393;0.410487;0.450539;0.671282;0.664455;0.095490;-0.700752;0.577352;
12.149998;0.429081;0.442543;0.669337;0.661765;0.100298;-0.732907;0.557650;
12.149998;0.827024;0.796692;1.246684;1.238275;0.144553;-0.733002;0.557820;
12.150112;0.826869;0.796526;1.246654;1.238249;0.144518;-0.732867;0.557734;
12.150340;0.826314;0.794595;1.246286;1.237889;0.144428;-0.732440;0.556439;
12.150569;0.825528;0.791141;1.245624;1.237235;0.144320;-0.731867;0.554072;
12.151026;0.823134;0.778719;1.243231;1.234859;0.144043;-0.730205;0.545437;
12.151483;0.820017;0.761373;1.239873;1.231516;0.143713;-0.728091;0.533275;
12.151951;0.815676;0.735499;1.234828;1.226485;0.143301;-0.725218;0.514947;
12.151951;0.815655;0.735496;1.234828;1.226485;0.143296;-0.725199;0.514949;
12.152155;0.813720;0.725144;1.232802;1.224471;0.143081;-0.723865;0.507626;
12.152564;0.808819;0.701436;1.228149;1.219857;0.142470;-0.720375;0.490880;
12.153211;0.798513;0.656378;1.219233;1.211045;0.141060;-0.712818;0.458965;
12.153211;0.798499;0.656377;1.219233;1.211046;0.141057;-0.712805;0.458968;
12.153232;0.798166;0.654923;1.218943;1.210760;0.141011;-0.712560;0.457931;
12.153232;0.798165;0.654923;1.218943;1.210760;0.141011;-0.712560;0.457931;
12.153232;0.798163;0.654916;1.218942;1.210758;0.141011;-0.712558;0.457926;
12.153232;0.798163;0.654916;1.218942;1.210758;0.141011;-0.712558;0.457926;
12.153435;0.794913;0.640781;1.216119;1.207969;0.140565;-0.710168;0.447823;
12.153554;0.792820;0.631931;1.214347;1.206219;0.140271;-0.708618;0.441489;
12.153554;0.792815;0.631931;1.214347;1.206219;0.140270;-0.708614;0.441490;
12.153753;0.789366;0.617293;1.211406;1.203313;0.139788;-0.706059;0.430972;
12.153959;0.785518;0.601329;1.208184;1.200134;0.139241;-0.703193;0.419466;
12.153959;0.785513;0.601329;1.208184;1.200134;0.139240;-0.703188;0.419468;
12.153963;0.785448;0.601059;1.208130;1.200080;0.139231;-0.703139;0.419272;
12.153963;0.785448;0.601059;1.208130;1.200080;0.139231;-0.703139;0.419272;
12.153963;0.785446;0.601051;1.208128;1.200079;0.139230;-0.703138;0.419267;
12.153963;0.785446;0.601051;1.208128;1.200079;0.139230;-0.703138;0.419267;
12.154158;0.781814;0.586010;1.205079;1.197068;0.138714;-0.700429;0.408374;
12.154286;0.779269;0.575638;1.202968;1.194986;0.138348;-0.698522;0.400841;
12.154286;0.779264;0.575638;1.202968;1.194986;0.138347;-0.698518;0.400842;
12.154312;0.778767;0.573610;1.202555;1.194578;0.138275;-0.698146;0.399366;
12.154312;0.778767;0.573610;1.202555;1.194578;0.138275;-0.698145;0.399366;
12.154502;0.775034;0.558406;1.199446;1.191512;0.137738;-0.695347;0.388272;
12.154596;0.773094;0.550602;1.197846;1.189933;0.137457;-0.693888;0.382561;
12.154596;0.773090;0.550602;1.197846;1.189933;0.137456;-0.693884;0.382562;
12.154782;0.769351;0.535653;1.194769;1.186899;0.136912;-0.691067;0.371588;
12.155155;0.761730;0.505948;1.188615;1.180834;0.135783;-0.685286;0.349666;
12.155644;0.751521;0.467667;1.180603;1.172947;0.134233;-0.677468;0.321180;
12.155644;0.751505;0.467667;1.180604;1.172948;0.134229;-0.677453;0.321184;
12.155644;0.751504;0.467665;1.180603;1.172948;0.134229;-0.677453;0.321183;
12.155644;0.751504;0.467665;1.180603;1.172948;0.134229;-0.677453;0.321183;
12.155829;0.747660;0.453257;1.177561;1.169953;0.133647;-0.674506;0.310364;
12.156200;0.739922;0.424780;1.171509;1.163996;0.132461;-0.668545;0.288853;
12.156941;0.724434;0.369509;1.159599;1.152284;0.130047;-0.656523;0.246580;
12.158424;0.694498;0.267317;1.136972;1.130049;0.125279;-0.633018;0.166376;
12.159906;0.666537;0.175137;1.115809;1.109254;0.120765;-0.610837;0.091385;
12.161389;0.640913;0.092996;1.096279;1.090061;0.116591;-0.590332;0.022172;
12.162872;0.617802;0.020536;1.078468;1.072551;0.112803;-0.571702;-0.040981;
12.164355;0.597239;-0.042837;1.062393;1.056742;0.109421;-0.555022;-0.098007;
12.165837;0.579161;-0.097851;1.048027;1.042605;0.106445;-0.540280;-0.149013;
12.167320;0.563442;-0.145291;1.035303;1.030078;0.103859;-0.527406;-0.194225;
12.168803;0.549916;-0.185947;1.024131;1.019073;0.101640;-0.516289;-0.233961;
12.170286;0.538398;-0.220585;1.014403;1.009484;0.099759;-0.506797;-0.268595;
12.171768;0.528691;-0.249923;1.006003;1.001198;0.098185;-0.498781;-0.298539;
12.173251;0.520599;-0.274627;0.998807;0.994095;0.096886;-0.492093;-0.324218;
12.174734;0.513934;-0.295301;0.992695;0.988057;0.095829;-0.486582;-0.346063;
12.177699;0.504789;-0.324519;0.983905;0.979365;0.094412;-0.479030;-0.377536;
12.179003;0.502186;-0.333677;0.981110;0.976593;0.094036;-0.476901;-0.387595;
12.179003;0.502177;-0.333677;0.981110;0.976593;0.094033;-0.476893;-0.387593;
12.179437;0.501286;-0.336386;0.980282;0.975775;0.093891;-0.476151;-0.390553;
12.180304;0.500166;-0.338601;0.979611;0.975122;0.093676;-0.475184;-0.392888;
12.182038;0.499842;-0.333835;0.981106;0.976646;0.093443;-0.474744;-0.387241;
12.183772;0.500787;-0.322949;0.984468;0.980033;0.093342;-0.475292;-0.374797;
12.185506;0.502453;-0.308482;0.988890;0.984477;0.093314;-0.476394;-0.358501;
12.187241;0.504419;-0.292470;0.993731;0.989339;0.093316;-0.477720;-0.340681;
12.190709;0.507759;-0.263730;1.002295;0.997945;0.093277;-0.479910;-0.309130;
12.194177;0.509760;-0.242216;1.008611;1.004303;0.093125;-0.481076;-0.285787;
12.197646;0.510421;-0.228546;1.012591;1.008322;0.092875;-0.481248;-0.270986;
12.201114;0.510061;-0.221418;1.014664;1.010433;0.092565;-0.480686;-0.263167;
12.204582;0.509080;-0.218853;1.015422;1.011224;0.092237;-0.479698;-0.260179;
12.211519;0.506729;-0.220292;1.015045;1.010896;0.091682;-0.477575;-0.261231;
12.218456;0.504824;-0.222679;1.014385;1.010271;0.091270;-0.475895;-0.263409;
12.232329;0.502992;-0.224511;1.013885;1.009806;0.090859;-0.474263;-0.265003;
12.246203;0.502208;-0.224675;1.013850;1.009788;0.090665;-0.473546;-0.265015;
12.273950;0.501852;-0.224047;1.014038;1.009986;0.090555;-0.473197;-0.264259;
12.329444;0.502035;-0.222862;1.014378;1.010327;0.090565;-0.473327;-0.263013;
12.440432;0.502413;-0.220849;1.014954;1.010902;0.090600;-0.473610;-0.260914;
12.662409;0.502469;-0.217814;1.015830;1.011788;0.090522;-0.473564;-0.257645;
13.106361;0.502377;-0.214291;1.016846;1.012821;0.090391;-0.473365;-0.253825;
13.550314;0.502319;-0.212273;1.017428;1.013412;0.090315;-0.473246;-0.251639;
14.438219;0.502229;-0.210830;1.017844;1.013835;0.090248;-0.473115;-0.250068;
15.326124;0.502147;-0.210270;1.018006;1.014002;0.090210;-0.473022;-0.249448;
17.101935;0.501998;-0.210061;1.018069;1.014068;0.090166;-0.472877;-0.249192;
19.999996;0.501788;-0.210017;1.018085;1.014089;0.090111;-0.472682;-0.249101;
19.999996;0.501788;-0.210017;1.018085;1.014089;0.090111;-0.472682;-0.249101;
20.000530;0.501488;-0.210433;1.017969;1.014115;0.088349;-0.472842;-0.248698;
20.000530;0.501490;-0.210433;1.017956;1.014115;0.088349;-0.472843;-0.248698;
20.001360;0.501045;-0.211034;1.017792;1.014166;0.085615;-0.473108;-0.248026;
20.001360;0.501063;-0.211037;1.017803;1.014195;0.085625;-0.473110;-0.248026;
20.006359;0.498621;-0.214268;1.016912;1.014557;0.069182;-0.474858;-0.243574;
20.011346;0.497247;-0.215237;1.016655;1.015274;0.052966;-0.477407;-0.236905;
20.011346;0.497248;-0.215237;1.016655;1.015274;0.052966;-0.477408;-0.236905;
20.011346;0.497248;-0.215237;1.016655;1.015274;0.052966;-0.477408;-0.236905;
20.011346;0.497248;-0.215237;1.016655;1.015274;0.052966;-0.477408;-0.236905;
20.011971;0.497092;-0.215326;1.016632;1.015355;0.050935;-0.477734;-0.236035;
20.013222;0.496835;-0.215395;1.016616;1.015534;0.046883;-0.478424;-0.234187;
20.015723;0.496481;-0.215255;1.016662;1.015921;0.038805;-0.479907;-0.230212;
20.020725;0.496106;-0.214646;1.016843;1.016589;0.022710;-0.483052;-0.221934;
20.030729;0.495783;-0.213799;1.017092;1.017048;-0.009379;-0.489369;-0.205702;
20.050738;0.495547;-0.213200;1.017268;1.014619;-0.073355;-0.500980;-0.173908;
20.070746;0.495429;-0.212774;1.017385;1.008123;-0.137016;-0.510689;-0.141651;
20.110763;0.495441;-0.212319;1.017522;0.983108;-0.262394;-0.524250;-0.076043;
20.190797;0.495462;-0.211489;1.017761;0.887101;-0.498887;-0.526177;0.057506;
20.230814;0.495466;-0.211173;1.017851;0.817610;-0.606247;-0.514585;0.123277;
20.310848;0.495481;-0.210655;1.018000;0.641145;-0.790731;-0.467274;0.247733;
20.350865;0.495488;-0.210436;1.018063;0.536963;-0.864940;-0.432315;0.304473;
20.430899;0.495506;-0.210127;1.018151;0.304902;-0.971425;-0.342652;0.402533;
20.431055;0.495506;-0.210127;1.018151;0.304425;-0.971574;-0.342453;0.402701;
20.431368;0.495506;-0.210125;1.018151;0.303471;-0.971873;-0.342057;0.403038;
20.431993;0.495506;-0.210123;1.018152;0.301562;-0.972468;-0.341262;0.403709;
20.433244;0.495506;-0.210117;1.018154;0.297739;-0.973647;-0.339667;0.405048;
20.433869;0.495506;-0.210115;1.018154;0.295826;-0.974231;-0.338868;0.405715;
20.435120;0.495507;-0.210109;1.018156;0.291997;-0.975387;-0.337266;0.407045;
20.435745;0.495507;-0.210106;1.018157;0.290080;-0.975959;-0.336463;0.407707;
20.436995;0.495507;-0.210101;1.018158;0.286244;-0.977093;-0.334853;0.409027;
20.437621;0.495508;-0.210098;1.018159;0.284324;-0.977654;-0.334046;0.409685;
20.438871;0.495508;-0.210092;1.018161;0.280481;-0.978765;-0.332428;0.410996;
20.439496;0.495508;-0.210089;1.018162;0.278558;-0.979315;-0.331617;0.411649;
20.440747;0.495509;-0.210084;1.018163;0.274709;-0.980404;-0.329991;0.412949;
20.441372;0.495509;-0.210081;1.018164;0.272783;-0.980942;-0.329177;0.413598;
20.442623;0.495509;-0.210076;1.018166;0.268927;-0.982008;-0.327544;0.414889;
20.443248;0.495510;-0.210073;1.018166;0.266998;-0.982535;-0.326725;0.415532;
20.444498;0.495510;-0.210068;1.018168;0.263136;-0.983578;-0.325085;0.416813;
20.445124;0.495510;-0.210065;1.018169;0.261203;-0.984094;-0.324263;0.417452;
20.446374;0.495510;-0.210060;1.018170;0.257335;-0.985114;-0.322615;0.418723;
20.447000;0.495511;-0.210058;1.018171;0.255400;-0.985618;-0.321789;0.419357;
20.448250;0.495511;-0.210053;1.018172;0.251526;-0.986615;-0.320134;0.420619;
20.448875;0.495511;-0.210050;1.018173;0.249587;-0.987108;-0.319305;0.421247;
20.450126;0.495511;-0.210046;1.018174;0.245708;-0.988082;-0.317643;0.422499;
20.450751;0.495512;-0.210043;1.018175;0.243766;-0.988564;-0.316810;0.423123;
20.452002;0.495512;-0.210039;1.018176;0.239881;-0.989515;-0.315140;0.424365;
20.452627;0.495512;-0.210037;1.018177;0.237937;-0.989985;-0.314304;0.424984;
20.453877;0.495512;-0.210032;1.018178;0.234046;-0.990913;-0.312627;0.426216;
20.454503;0.495512;-0.210030;1.018179;0.232099;-0.991372;-0.311787;0.426830;
20.455753;0.495513;-0.210025;1.018180;0.228202;-0.992277;-0.310103;0.428052;
20.456379;0.495513;-0.210023;1.018181;0.226253;-0.992724;-0.309259;0.428661;
20.457629;0.495513;-0.210019;1.018182;0.222351;-0.993607;-0.307568;0.429873;
20.458254;0.495513;-0.210017;1.018182;0.220399;-0.994042;-0.306721;0.430477;
20.459505;0.495513;-0.210013;1.018184;0.216492;-0.994902;-0.305023;0.431679;
20.460130;0.495513;-0.210011;1.018184;0.214538;-0.995325;-0.304172;0.432278;
20.461381;0.495514;-0.210006;1.018185;0.210626;-0.996162;-0.302467;0.433470;
20.462006;0.495514;-0.210004;1.018186;0.208669;-0.996574;-0.301613;0.434064;
20.463256;0.495514;-0.210000;1.018187;0.204752;-0.997388;-0.299901;0.435246;
20.463882;0.495514;-0.209998;1.018188;0.202792;-0.997788;-0.299043;0.435834;
20.465132;0.495514;-0.209994;1.018189;0.198871;-0.998579;-0.297324;0.437007;
20.465757;0.495515;-0.209992;1.018190;0.196909;-0.998968;-0.296463;0.437590;
20.467008;0.495515;-0.209988;1.018191;0.192983;-0.999735;-0.294737;0.438752;
20.467633;0.495515;-0.209985;1.018191;0.191019;-1.000113;-0.293873;0.439330;
20.468884;0.495515;-0.209981;1.018193;0.187088;-1.000857;-0.292140;0.440482;
20.469509;0.495515;-0.209979;1.018193;0.185122;-1.001223;-0.291272;0.441055;
20.470760;0.495516;-0.209975;1.018194;0.181187;-1.001944;-0.289533;0.442197;
20.471385;0.495516;-0.209973;1.018195;0.179219;-1.002298;-0.288661;0.442765;
20.472635;0.495516;-0.209969;1.018196;0.175280;-1.002996;-0.286916;0.443896;
20.473261;0.495516;-0.209967;1.018197;0.173309;-1.003339;-0.286041;0.444459;
20.474511;0.495517;-0.209963;1.018198;0.169366;-1.004013;-0.284288;0.445580;
20.475136;0.495517;-0.209961;1.018198;0.167394;-1.004344;-0.283410;0.446138;
20.476387;0.495517;-0.209957;1.018200;0.163447;-1.004995;-0.281651;0.447248;
20.477012;0.495517;-0.209955;1.018200;0.161472;-1.005315;-0.280770;0.447801;
20.478263;0.495518;-0.209951;1.018201;0.157521;-1.005943;-0.279004;0.448901;
20.478888;0.495518;-0.209949;1.018202;0.155545;-1.006251;-0.278120;0.449448;
20.480139;0.495518;-0.209945;1.018203;0.151591;-1.006855;-0.276348;0.450538;
20.480764;0.495518;-0.209943;1.018203;0.149613;-1.007152;-0.275460;0.451080;
20.482014;0.495518;-0.209939;1.018205;0.145655;-1.007733;-0.273682;0.452159;
20.482640;0.495519;-0.209937;1.018205;0.143675;-1.008017;-0.272791;0.452696;
20.483890;0.495519;-0.209934;1.018206;0.139714;-1.008575;-0.271007;0.453764;
20.484515;0.495519;-0.209932;1.018207;0.137732;-1.008848;-0.270113;0.454296;
20.485766;0.495519;-0.209928;1.018208;0.133768;-1.009383;-0.268322;0.455354;
20.486391;0.495520;-0.209926;1.018208;0.131785;-1.009644;-0.267425;0.455880;
20.487642;0.495520;-0.209922;1.018210;0.127817;-1.010155;-0.265628;0.456928;
20.488267;0.495520;-0.209920;1.018210;0.125833;-1.010405;-0.264728;0.457449;
20.489518;0.495520;-0.209916;1.018211;0.121862;-1.010892;-0.262925;0.458486;
20.490143;0.495520;-0.209915;1.018212;0.119876;-1.011130;-0.262022;0.459001;
20.491393;0.495521;-0.209911;1.018213;0.115903;-1.011595;-0.260212;0.460028;
20.492019;0.495521;-0.209909;1.018213;0.113916;-1.011821;-0.259306;0.460538;
20.493269;0.495521;-0.209905;1.018214;0.109940;-1.012262;-0.257491;0.461553;
20.493894;0.495521;-0.209904;1.018215;0.107951;-1.012476;-0.256582;0.462058;
20.495145;0.495522;-0.209900;1.018216;0.103973;-1.012893;-0.254761;0.463063;
20.495770;0.495522;-0.209898;1.018216;0.101983;-1.013096;-0.253849;0.463563;
20.497021;0.495522;-0.209895;1.018217;0.098002;-1.013490;-0.252022;0.464557;
20.497646;0.495522;-0.209893;1.018218;0.096011;-1.013681;-0.251107;0.465051;
20.498897;0.495523;-0.209889;1.018219;0.092028;-1.014052;-0.249274;0.466034;
20.499522;0.495523;-0.209887;1.018219;0.090035;-1.014231;-0.248357;0.466523;
20.500772;0.495523;-0.209884;1.018220;0.086050;-1.014578;-0.246518;0.467495;
20.501398;0.495523;-0.209882;1.018221;0.084057;-1.014745;-0.245598;0.467979;
20.502648;0.495524;-0.209879;1.018222;0.080070;-1.015069;-0.243754;0.468940;
20.503273;0.495524;-0.209877;1.018222;0.078076;-1.015225;-0.242830;0.469418;
20.504524;0.495524;-0.209873;1.018223;0.074087;-1.015525;-0.240980;0.470368;
20.505149;0.495524;-0.209872;1.018224;0.072092;-1.015669;-0.240054;0.470841;
20.506400;0.495525;-0.209868;1.018225;0.068101;-1.015945;-0.238199;0.471780;
20.507025;0.495525;-0.209867;1.018225;0.066105;-1.016077;-0.237270;0.472248;
20.508276;0.495525;-0.209863;1.018226;0.062113;-1.016330;-0.235409;0.473176;
20.508901;0.495525;-0.209862;1.018227;0.060116;-1.016451;-0.234477;0.473638;
20.510151;0.495525;-0.209858;1.018228;0.056122;-1.016680;-0.232611;0.474555;
20.510777;0.495526;-0.209857;1.018228;0.054125;-1.016789;-0.231677;0.475011;
20.512027;0.495526;-0.209853;1.018229;0.050130;-1.016994;-0.229806;0.475918;
20.512652;0.495526;-0.209852;1.018230;0.048132;-1.017091;-0.228868;0.476368;
20.513903;0.495526;-0.209848;1.018231;0.044136;-1.017274;-0.226992;0.477264;
20.514528;0.495527;-0.209847;1.018231;0.042138;-1.017359;-0.226052;0.477709;
20.515779;0.495527;-0.209843;1.018232;0.038140;-1.017517;-0.224170;0.478593;
20.516404;0.495527;-0.209842;1.018232;0.036141;-1.017591;-0.223228;0.479033;
20.517654;0.495527;-0.209838;1.018233;0.032143;-1.017726;-0.221341;0.479906;
20.518280;0.495528;-0.209837;1.018234;0.030144;-1.017788;-0.220396;0.480340;
20.519530;0.495528;-0.209834;1.018235;0.026145;-1.017899;-0.218504;0.481202;
20.520156;0.495528;-0.209832;1.018235;0.024146;-1.017949;-0.217557;0.481630;
20.521406;0.495528;-0.209829;1.018236;0.020146;-1.018037;-0.215659;0.482481;
20.522031;0.495528;-0.209827;1.018237;0.018146;-1.018075;-0.214710;0.482904;
20.523282;0.495529;-0.209824;1.018237;0.014147;-1.018139;-0.212807;0.483744;
20.523907;0.495529;-0.209823;1.018238;0.012147;-1.018165;-0.211855;0.484161;
20.525158;0.495529;-0.209820;1.018239;0.008146;-1.018206;-0.209948;0.484989;
20.525783;0.495529;-0.209818;1.018239;0.006146;-1.018221;-0.208993;0.485401;
20.527033;0.495530;-0.209815;1.018240;0.002146;-1.018238;-0.207082;0.486218;
20.527659;0.495530;-0.209813;1.018241;0.000146;-1.018241;-0.206125;0.486624;
20.528909;0.495530;-0.209810;1.018241;-0.003855;-1.018234;-0.204208;0.487430;
20.529535;0.495530;-0.209809;1.018242;-0.005855;-1.018225;-0.203249;0.487830;
20.530785;0.495531;-0.209806;1.018243;-0.009855;-1.018195;-0.201327;0.488624;
20.531410;0.495531;-0.209804;1.018243;-0.011855;-1.018174;-0.200365;0.489019;
20.532661;0.495531;-0.209801;1.018244;-0.015855;-1.018121;-0.198440;0.489802;
20.533286;0.495531;-0.209800;1.018244;-0.017855;-1.018088;-0.197476;0.490191;
20.534537;0.495532;-0.209797;1.018245;-0.021855;-1.018011;-0.195545;0.490963;
20.535162;0.495532;-0.209796;1.018246;-0.023855;-1.017966;-0.194579;0.491346;
20.536412;0.495532;-0.209793;1.018246;-0.027854;-1.017865;-0.192644;0.492106;
20.537038;0.495532;-0.209791;1.018247;-0.029853;-1.017809;-0.191675;0.492484;
20.538288;0.495533;-0.209788;1.018248;-0.033852;-1.017685;-0.189736;0.493233;
20.538914;0.495533;-0.209787;1.018248;-0.035851;-1.017617;-0.188765;0.493604;
20.540164;0.495533;-0.209784;1.018249;-0.039848;-1.017469;-0.186822;0.494342;
20.540789;0.495533;-0.209783;1.018249;-0.041847;-1.017389;-0.185849;0.494708;
20.542040;0.495534;-0.209780;1.018250;-0.045844;-1.017218;-0.183901;0.495434;
20.542665;0.495534;-0.209778;1.018251;-0.047842;-1.017126;-0.182926;0.495794;
20.543916;0.495534;-0.209776;1.018251;-0.051838;-1.016931;-0.180974;0.496509;
20.544541;0.495534;-0.209774;1.018252;-0.053835;-1.016828;-0.179997;0.496863;
20.545791;0.495534;-0.209771;1.018253;-0.057830;-1.016609;-0.178040;0.497566;
20.546417;0.495535;-0.209770;1.018253;-0.059827;-1.016494;-0.177061;0.497915;
20.547667;0.495535;-0.209767;1.018254;-0.063820;-1.016252;-0.175101;0.498607;
20.548292;0.495535;-0.209766;1.018254;-0.065816;-1.016125;-0.174119;0.498949;
20.549543;0.495535;-0.209763;1.018255;-0.069807;-1.015859;-0.172155;0.499629;
20.550168;0.495536;-0.209762;1.018255;-0.071803;-1.015720;-0.171172;0.499966;
20.551419;0.495536;-0.209759;1.018256;-0.075793;-1.015431;-0.169204;0.500635;
20.552044;0.495536;-0.209758;1.018256;-0.077787;-1.015281;-0.168218;0.500966;
20.553295;0.495536;-0.209755;1.018257;-0.081776;-1.014968;-0.166246;0.501623;
20.553920;0.495536;-0.209754;1.018258;-0.083769;-1.014806;-0.165259;0.501948;
20.555170;0.495537;-0.209751;1.018258;-0.087756;-1.014470;-0.163283;0.502593;
20.555796;0.495537;-0.209750;1.018259;-0.089748;-1.014296;-0.162294;0.502913;
20.557046;0.495537;-0.209747;1.018259;-0.093732;-1.013936;-0.160315;0.503546;
20.557671;0.495537;-0.209746;1.018260;-0.095724;-1.013750;-0.159324;0.503860;
20.558922;0.495538;-0.209743;1.018260;-0.099706;-1.013367;-0.157340;0.504482;
20.559547;0.495538;-0.209742;1.018261;-0.101697;-1.013170;-0.156348;0.504790;
20.560798;0.495538;-0.209740;1.018262;-0.105676;-1.012763;-0.154361;0.505400;
20.561423;0.495538;-0.209738;1.018262;-0.107666;-1.012554;-0.153366;0.505702;
20.562674;0.495539;-0.209736;1.018263;-0.111643;-1.012124;-0.151376;0.506300;
20.563299;0.495539;-0.209735;1.018263;-0.113631;-1.011903;-0.150380;0.506596;
20.564549;0.495539;-0.209732;1.018264;-0.117605;-1.011449;-0.148386;0.507183;
20.565175;0.495539;-0.209731;1.018264;-0.119592;-1.011217;-0.147388;0.507473;
20.566425;0.495539;-0.209728;1.018265;-0.123564;-1.010740;-0.145390;0.508048;
20.567050;0.495540;-0.209727;1.018265;-0.125549;-1.010496;-0.144391;0.508333;
20.568301;0.495540;-0.209725;1.018266;-0.129518;-1.009995;-0.142390;0.508896;
20.568926;0.495540;-0.209724;1.018266;-0.131502;-1.009739;-0.141389;0.509174;
20.570177;0.495540;-0.209721;1.018267;-0.135468;-1.009215;-0.139385;0.509725;
20.570802;0.495541;-0.209720;1.018267;-0.137450;-1.008948;-0.138382;0.509998;
20.572053;0.495541;-0.209718;1.018268;-0.141413;-1.008401;-0.136375;0.510537;
20.572678;0.495541;-0.209716;1.018268;-0.143394;-1.008121;-0.135371;0.510804;
20.573928;0.495541;-0.209714;1.018269;-0.147354;-1.007551;-0.133361;0.511332;
20.574554;0.495541;-0.209713;1.018269;-0.149333;-1.007260;-0.132355;0.511592;
20.575804;0.495542;-0.209711;1.018270;-0.153289;-1.006666;-0.130341;0.512108;
20.576429;0.495542;-0.209709;1.018270;-0.155266;-1.006363;-0.129334;0.512363;
20.577680;0.495542;-0.209707;1.018271;-0.159218;-1.005746;-0.127318;0.512867;
20.578305;0.495542;-0.209706;1.018271;-0.161194;-1.005432;-0.126309;0.513115;
20.579556;0.495543;-0.209704;1.018272;-0.165143;-1.004791;-0.124290;0.513607;
20.580181;0.495543;-0.209703;1.018272;-0.167116;-1.004465;-0.123279;0.513850;
20.581432;0.495543;-0.209700;1.018273;-0.171061;-1.003802;-0.121257;0.514330;
20.582057;0.495543;-0.209699;1.018273;-0.173033;-1.003464;-0.120246;0.514567;
20.583307;0.495543;-0.209697;1.018274;-0.176974;-1.002777;-0.118221;0.515035;
20.583933;0.495544;-0.209696;1.018274;-0.178943;-1.002428;-0.117208;0.515266;
20.585183;0.495544;-0.209694;1.018275;-0.182880;-1.001718;-0.115180;0.515722;
20.585808;0.495544;-0.209693;1.018275;-0.184848;-1.001357;-0.114166;0.515947;
20.587059;0.495544;-0.209690;1.018276;-0.188781;-1.000623;-0.112136;0.516391;
20.587684;0.495544;-0.209689;1.018276;-0.190746;-1.000251;-0.111120;0.516611;
20.588935;0.495545;-0.209687;1.018277;-0.194674;-0.999494;-0.109087;0.517043;
20.589560;0.495545;-0.209686;1.018277;-0.196637;-0.999110;-0.108071;0.517256;
20.590811;0.495545;-0.209684;1.018277;-0.200561;-0.998331;-0.106035;0.517676;
20.591436;0.495545;-0.209683;1.018278;-0.202522;-0.997935;-0.105017;0.517883;
20.592686;0.495546;-0.209681;1.018278;-0.206441;-0.997132;-0.102980;0.518291;
20.593312;0.495546;-0.209680;1.018279;-0.208399;-0.996725;-0.101960;0.518492;
20.594562;0.495546;-0.209678;1.018279;-0.212314;-0.995899;-0.099920;0.518888;
20.595187;0.495546;-0.209677;1.018280;-0.214270;-0.995481;-0.098900;0.519083;
20.596438;0.495546;-0.209675;1.018280;-0.218179;-0.994632;-0.096858;0.519467;
20.597063;0.495547;-0.209674;1.018280;-0.220132;-0.994202;-0.095836;0.519656;
20.598314;0.495547;-0.209672;1.018281;-0.224037;-0.993330;-0.093792;0.520028;
20.598939;0.495547;-0.209671;1.018281;-0.225988;-0.992888;-0.092769;0.520211;
20.600189;0.495547;-0.209669;1.018282;-0.229887;-0.991993;-0.090722;0.520571;
20.600815;0.495547;-0.209668;1.018282;-0.231835;-0.991540;-0.089699;0.520748;
20.602065;0.495548;-0.209666;1.018283;-0.235729;-0.990622;-0.087650;0.521096;
20.602691;0.495548;-0.209665;1.018283;-0.237674;-0.990157;-0.086625;0.521267;
20.603941;0.495548;-0.209663;1.018284;-0.241563;-0.989216;-0.084575;0.521603;
20.604566;0.495548;-0.209662;1.018284;-0.243505;-0.988740;-0.083549;0.521768;
20.605817;0.495549;-0.209660;1.018284;-0.247388;-0.987776;-0.081497;0.522092;
20.606442;0.495549;-0.209659;1.018285;-0.249328;-0.987289;-0.080470;0.522251;
20.607693;0.495549;-0.209657;1.018285;-0.253205;-0.986302;-0.078416;0.522562;
20.608318;0.495549;-0.209656;1.018285;-0.255142;-0.985803;-0.077388;0.522715;
20.609568;0.495549;-0.209654;1.018286;-0.259013;-0.984794;-0.075332;0.523014;
20.610194;0.495549;-0.209653;1.018286;-0.260947;-0.984283;-0.074303;0.523161;
20.611444;0.495550;-0.209651;1.018287;-0.264812;-0.983251;-0.072246;0.523449;
20.613945;0.495550;-0.209647;1.018288;-0.272530;-0.981141;-0.068126;0.523999;
20.615196;0.495551;-0.209645;1.018289;-0.276383;-0.980063;-0.066065;0.524262;
20.617697;0.495551;-0.209641;1.018290;-0.284075;-0.977863;-0.061940;0.524764;
20.618947;0.495552;-0.209639;1.018290;-0.287915;-0.976740;-0.059876;0.525002;
20.621448;0.495552;-0.209635;1.018291;-0.295581;-0.974448;-0.055745;0.525456;
20.622699;0.495552;-0.209633;1.018292;-0.299407;-0.973280;-0.053678;0.525670;
