time;WT4A_WT4A_injector_PInjPu;WT4A_WT4A_injector_QInjPu;WT4A_WT4A_injector_terminal_V_re;WT4A_WT4A_injector_terminal_i_re;WT4A_WT4A_injector_terminal_V_im;WT4A_WT4A_injector_terminal_i_im;WT4A_WT4A_pll_omegaPLLPu;WT4A_WT4A_wecc_wtgt_PePu;
2.020025;0.839802;0.562565;1.064385;-0.839793;0.125975;0.429142;0.997128;0.839793;
2.022073;0.823202;0.517629;1.058937;-0.823194;0.123485;0.392825;0.997322;0.823194;
2.024121;0.808036;0.477047;1.053967;-0.808029;0.121210;0.359694;0.997529;0.808029;
2.026169;0.794275;0.440511;1.049449;-0.794268;0.119146;0.329580;0.997740;0.794268;
2.028217;0.781909;0.408124;1.045412;-0.781902;0.117292;0.302669;0.997950;0.781902;
2.029673;0.774011;0.388314;1.042935;-0.774004;0.116107;0.286160;0.998095;0.774004;
2.031129;0.766843;0.371248;1.040802;-0.766836;0.115032;0.271941;0.998236;0.766836;
2.032584;0.760350;0.356655;1.038981;-0.760344;0.114058;0.259804;0.998370;0.760344;
2.034040;0.754478;0.344219;1.037434;-0.754472;0.113177;0.249491;0.998498;0.754472;
2.035496;0.749170;0.333645;1.036124;-0.749164;0.112381;0.240756;0.998619;0.749164;
2.036952;0.744374;0.324667;1.035017;-0.744368;0.111662;0.233377;0.998732;0.744368;
2.038408;0.740041;0.317054;1.034084;-0.740035;0.111012;0.227159;0.998837;0.740035;
2.039864;0.736128;0.310608;1.033300;-0.736122;0.110425;0.221931;0.998935;0.736122;
2.041320;0.732593;0.305158;1.032642;-0.732587;0.109895;0.217549;0.999026;0.732587;
2.042775;0.729400;0.300557;1.032093;-0.729395;0.109416;0.213885;0.999111;0.729395;
2.044231;0.726516;0.296679;1.031635;-0.726511;0.108983;0.210832;0.999188;0.726511;
2.045687;0.723910;0.293417;1.031254;-0.723905;0.108592;0.208296;0.999259;0.723905;
2.047143;0.721555;0.290677;1.030939;-0.721549;0.108239;0.206198;0.999325;0.721549;
2.048599;0.719425;0.288381;1.030680;-0.719419;0.107920;0.204469;0.999384;0.719419;
2.050055;0.717499;0.286461;1.030467;-0.717493;0.107631;0.203051;0.999439;0.717493;
2.051511;0.715755;0.284859;1.030294;-0.715750;0.107369;0.201894;0.999489;0.715750;
2.054422;0.712728;0.282371;1.030033;-0.712723;0.106915;0.200159;0.999577;0.712723;
2.057334;0.710237;0.280660;1.029866;-0.710232;0.106541;0.199046;0.999650;0.710232;
2.060246;0.708187;0.279508;1.029765;-0.708181;0.106234;0.198371;0.999710;0.708181;
2.061833;0.707221;0.279047;1.029729;-0.707216;0.106089;0.198129;0.999739;0.707216;
2.061833;0.707221;0.279046;1.029729;-0.707216;0.106089;0.198129;0.999739;0.707216;
2.061834;0.707221;0.279046;1.029729;-0.707215;0.106089;0.198128;0.999739;0.707215;
2.061835;0.707220;0.279046;1.029729;-0.707215;0.106089;0.198128;0.999739;0.707215;
2.061837;0.707219;0.279045;1.029729;-0.707213;0.106089;0.198128;0.999739;0.707213;
2.061841;0.707217;0.279044;1.029729;-0.707211;0.106088;0.198128;0.999739;0.707211;
2.061849;0.707212;0.279043;1.029728;-0.707207;0.106088;0.198127;0.999739;0.707207;
2.061865;0.707203;0.279039;1.029728;-0.707198;0.106086;0.198125;0.999739;0.707198;
2.061897;0.707185;0.279031;1.029728;-0.707180;0.106083;0.198122;0.999740;0.707180;
2.061961;0.707149;0.279017;1.029727;-0.707144;0.106078;0.198115;0.999741;0.707144;
2.062089;0.707078;0.278987;1.029725;-0.707072;0.106067;0.198101;0.999743;0.707072;
2.062345;0.706936;0.278930;1.029721;-0.706931;0.106046;0.198076;0.999747;0.706931;
2.062857;0.706661;0.278822;1.029714;-0.706655;0.106005;0.198029;0.999755;0.706655;
2.063881;0.706136;0.278629;1.029702;-0.706130;0.105926;0.197952;0.999771;0.706130;
2.065929;0.705181;0.278317;1.029687;-0.705176;0.105783;0.197848;0.999799;0.705176;
2.070025;0.703590;0.277907;1.029676;-0.703585;0.105544;0.197778;0.999847;0.703585;
2.074121;0.702357;0.277702;1.029684;-0.702352;0.105359;0.197830;0.999883;0.702352;
2.078217;0.701404;0.277618;1.029700;-0.701398;0.105216;0.197940;0.999912;0.701398;
2.082313;0.700668;0.277597;1.029719;-0.700662;0.105106;0.198067;0.999934;0.700662;
2.086409;0.700100;0.277607;1.029738;-0.700095;0.105021;0.198188;0.999951;0.700095;
2.094601;0.699306;0.277640;1.029766;-0.699301;0.104902;0.198377;0.999976;0.699301;
2.102793;0.698863;0.277675;1.029784;-0.698858;0.104835;0.198498;0.999992;0.698858;
2.110985;0.698656;0.277697;1.029793;-0.698651;0.104804;0.198560;1.000003;0.698651;
2.119177;0.698608;0.277707;1.029796;-0.698602;0.104797;0.198579;1.000010;0.698602;
2.127369;0.698667;0.277710;1.029795;-0.698661;0.104806;0.198570;1.000014;0.698661;
2.135561;0.698800;0.277709;1.029791;-0.698795;0.104826;0.198543;1.000017;0.698795;
2.143753;0.698986;0.277708;1.029785;-0.698981;0.104854;0.198505;1.000019;0.698981;
2.151945;0.699210;0.277707;1.029778;-0.699205;0.104887;0.198460;1.000021;0.699205;
2.160137;0.699460;0.277707;1.029771;-0.699455;0.104925;0.198410;1.000021;0.699455;
2.168329;0.699730;0.277708;1.029763;-0.699724;0.104965;0.198358;1.000022;0.699724;
2.176521;0.700012;0.277710;1.029755;-0.700006;0.105007;0.198304;1.000022;0.700006;
2.184713;0.700302;0.277712;1.029747;-0.700296;0.105051;0.198248;1.000022;0.700296;
2.192905;0.700595;0.277715;1.029738;-0.700590;0.105095;0.198193;1.000022;0.700590;
2.201097;0.700890;0.277718;1.029730;-0.700884;0.105139;0.198137;1.000022;0.700884;
2.209289;0.701181;0.277721;1.029722;-0.701176;0.105183;0.198082;1.000021;0.701176;
2.217481;0.701467;0.277725;1.029714;-0.701462;0.105226;0.198029;1.000021;0.701462;
2.225673;0.701745;0.277728;1.029706;-0.701740;0.105267;0.197977;1.000020;0.701740;
2.233865;0.702012;0.277732;1.029698;-0.702007;0.105308;0.197927;1.000019;0.702007;
2.250249;0.702504;0.277740;1.029685;-0.702499;0.105381;0.197837;1.000017;0.702499;
2.264995;0.702891;0.277748;1.029675;-0.702885;0.105439;0.197767;1.000015;0.702885;
2.279740;0.703213;0.277756;1.029666;-0.703208;0.105488;0.197711;1.000012;0.703208;
2.294486;0.703465;0.277764;1.029660;-0.703459;0.105525;0.197668;1.000010;0.703459;
2.309232;0.703639;0.277772;1.029656;-0.703633;0.105552;0.197641;1.000007;0.703633;
2.323977;0.703732;0.277780;1.029654;-0.703726;0.105565;0.197630;1.000004;0.703726;
2.342683;0.703731;0.277790;1.029655;-0.703726;0.105565;0.197640;1.000000;0.703726;
2.361389;0.703600;0.277799;1.029661;-0.703595;0.105546;0.197675;0.999997;0.703595;
2.380095;0.703345;0.277809;1.029670;-0.703340;0.105507;0.197735;0.999994;0.703340;
2.398801;0.702977;0.277818;1.029682;-0.702972;0.105452;0.197817;0.999991;0.702972;
2.415636;0.702564;0.277826;1.029695;-0.702559;0.105390;0.197906;0.999989;0.702559;
2.430788;0.702137;0.277833;1.029709;-0.702131;0.105326;0.197998;0.999987;0.702131;
2.445940;0.701670;0.277840;1.029724;-0.701665;0.105256;0.198097;0.999986;0.701665;
2.459576;0.701226;0.277846;1.029738;-0.701221;0.105190;0.198191;0.999985;0.701221;
2.473213;0.700770;0.277852;1.029753;-0.700764;0.105121;0.198288;0.999985;0.700764;
2.486849;0.700311;0.277858;1.029767;-0.700306;0.105052;0.198384;0.999985;0.700306;
2.500486;0.699860;0.277864;1.029781;-0.699855;0.104985;0.198479;0.999985;0.699855;
2.514123;0.699427;0.277870;1.029795;-0.699421;0.104920;0.198571;0.999986;0.699421;
2.527759;0.699020;0.277877;1.029808;-0.699014;0.104859;0.198657;0.999987;0.699014;
2.541396;0.698647;0.277883;1.029820;-0.698642;0.104803;0.198737;0.999988;0.698642;
2.555032;0.698318;0.277889;1.029831;-0.698313;0.104753;0.198808;0.999990;0.698313;
2.568669;0.698037;0.277896;1.029840;-0.698032;0.104711;0.198870;0.999991;0.698032;
2.582306;0.697811;0.277903;1.029848;-0.697806;0.104677;0.198921;0.999993;0.697806;
2.595942;0.697643;0.277910;1.029854;-0.697638;0.104652;0.198961;0.999995;0.697638;
2.623215;0.697493;0.277925;1.029860;-0.697488;0.104630;0.199005;1.000000;0.697488;
2.647761;0.697567;0.277940;1.029860;-0.697562;0.104641;0.199004;1.000003;0.697562;
2.669853;0.697795;0.277954;1.029855;-0.697789;0.104675;0.198973;1.000007;0.697789;
2.689735;0.698117;0.277967;1.029848;-0.698111;0.104723;0.198922;1.000009;0.698111;
2.707502;0.698485;0.277980;1.029838;-0.698479;0.104778;0.198860;1.000011;0.698479;
2.723492;0.698869;0.277991;1.029829;-0.698863;0.104836;0.198795;1.000012;0.698863;
2.737883;0.699246;0.278002;1.029819;-0.699241;0.104893;0.198730;1.000013;0.699241;
2.752275;0.699643;0.278012;1.029809;-0.699637;0.104952;0.198662;1.000013;0.699637;
2.759793;0.699857;0.278018;1.029803;-0.699851;0.104984;0.198625;1.000013;0.699851;
2.767311;0.700070;0.278024;1.029798;-0.700065;0.105016;0.198588;1.000013;0.700065;
2.774830;0.700282;0.278029;1.029792;-0.700277;0.105048;0.198551;1.000013;0.700277;
2.789866;0.700697;0.278041;1.029781;-0.700692;0.105110;0.198480;1.000013;0.700692;
2.804903;0.701093;0.278052;1.029771;-0.701087;0.105170;0.198412;1.000012;0.701087;
2.818436;0.701425;0.278062;1.029763;-0.701419;0.105219;0.198356;1.000011;0.701419;
2.831969;0.701727;0.278072;1.029755;-0.701721;0.105265;0.198305;1.000010;0.701721;
2.845502;0.701992;0.278082;1.029749;-0.701987;0.105305;0.198262;1.000009;0.701987;
2.859035;0.702216;0.278092;1.029743;-0.702210;0.105338;0.198227;1.000007;0.702210;
2.872568;0.702392;0.278102;1.029740;-0.702387;0.105365;0.198201;1.000005;0.702387;
2.886101;0.702519;0.278111;1.029737;-0.702514;0.105384;0.198184;1.000004;0.702514;
2.913167;0.702616;0.278129;1.029737;-0.702611;0.105398;0.198182;1.000000;0.702611;
2.937526;0.702526;0.278144;1.029742;-0.702521;0.105385;0.198214;0.999997;0.702521;
2.961886;0.702279;0.278159;1.029751;-0.702273;0.105347;0.198277;0.999994;0.702273;
2.982543;0.701958;0.278170;1.029762;-0.701953;0.105299;0.198352;0.999992;0.701953;
3.001135;0.701597;0.278180;1.029774;-0.701592;0.105245;0.198433;0.999990;0.701592;
3.017868;0.701226;0.278189;1.029787;-0.701221;0.105190;0.198514;0.999989;0.701221;
3.032927;0.700866;0.278196;1.029798;-0.700861;0.105136;0.198593;0.999988;0.700861;
3.047987;0.700492;0.278203;1.029811;-0.700486;0.105079;0.198674;0.999988;0.700486;
3.061540;0.700150;0.278210;1.029822;-0.700145;0.105028;0.198748;0.999988;0.700145;
3.075094;0.699811;0.278216;1.029833;-0.699806;0.104977;0.198821;0.999988;0.699806;
3.088647;0.699484;0.278223;1.029843;-0.699479;0.104928;0.198892;0.999989;0.699479;
3.102201;0.699174;0.278229;1.029853;-0.699169;0.104882;0.198959;0.999990;0.699169;
3.115754;0.698889;0.278235;1.029863;-0.698884;0.104839;0.199022;0.999990;0.698884;
3.129308;0.698634;0.278241;1.029871;-0.698629;0.104801;0.199078;0.999992;0.698629;
3.142861;0.698414;0.278248;1.029879;-0.698409;0.104768;0.199128;0.999993;0.698409;
3.156415;0.698234;0.278255;1.029885;-0.698229;0.104741;0.199169;0.999994;0.698229;
3.169968;0.698097;0.278261;1.029890;-0.698092;0.104720;0.199203;0.999996;0.698092;
3.197075;0.697961;0.278275;1.029896;-0.697956;0.104700;0.199243;0.999999;0.697956;
3.224182;0.698008;0.278290;1.029897;-0.698002;0.104707;0.199248;1.000002;0.698002;
3.248579;0.698198;0.278304;1.029893;-0.698193;0.104735;0.199223;1.000005;0.698193;
3.270535;0.698478;0.278317;1.029886;-0.698473;0.104777;0.199180;1.000007;0.698473;
3.290182;0.698801;0.278329;1.029879;-0.698796;0.104826;0.199127;1.000008;0.698796;
3.307863;0.699137;0.278340;1.029870;-0.699132;0.104876;0.199071;1.000009;0.699132;
3.323776;0.699465;0.278350;1.029862;-0.699460;0.104925;0.199016;1.000010;0.699460;
3.339690;0.699807;0.278360;1.029853;-0.699802;0.104977;0.198958;1.000010;0.699802;
3.354012;0.700118;0.278370;1.029845;-0.700113;0.105023;0.198905;1.000010;0.700113;
3.368334;0.700425;0.278379;1.029837;-0.700419;0.105069;0.198853;1.000010;0.700419;
3.382656;0.700719;0.278388;1.029830;-0.700713;0.105113;0.198804;1.000009;0.700713;
3.396978;0.700993;0.278398;1.029823;-0.700988;0.105155;0.198758;1.000009;0.700988;
3.411300;0.701242;0.278407;1.029817;-0.701237;0.105192;0.198717;1.000008;0.701237;
3.425622;0.701459;0.278416;1.029812;-0.701454;0.105225;0.198682;1.000007;0.701454;
3.439944;0.701639;0.278424;1.029808;-0.701634;0.105252;0.198655;1.000005;0.701634;
3.454266;0.701779;0.278433;1.029805;-0.701774;0.105273;0.198635;1.000004;0.701774;
3.468588;0.701876;0.278442;1.029803;-0.701871;0.105287;0.198624;1.000003;0.701871;
3.497232;0.701933;0.278458;1.029804;-0.701928;0.105296;0.198628;1.000000;0.701928;
3.523011;0.701833;0.278472;1.029809;-0.701828;0.105281;0.198661;0.999997;0.701828;
3.548791;0.701601;0.278484;1.029817;-0.701596;0.105246;0.198719;0.999995;0.701596;
3.570227;0.701321;0.278495;1.029827;-0.701316;0.105204;0.198784;0.999993;0.701316;
3.589519;0.701014;0.278503;1.029837;-0.701008;0.105158;0.198854;0.999992;0.701008;
3.606883;0.700705;0.278511;1.029848;-0.700700;0.105111;0.198922;0.999991;0.700700;
3.622510;0.700411;0.278518;1.029857;-0.700406;0.105067;0.198987;0.999991;0.700406;
3.638137;0.700111;0.278524;1.029867;-0.700105;0.105022;0.199052;0.999991;0.700105;
3.653764;0.699812;0.278531;1.029877;-0.699807;0.104978;0.199118;0.999991;0.699807;
3.669390;0.699525;0.278537;1.029886;-0.699519;0.104934;0.199181;0.999991;0.699519;
3.685017;0.699256;0.278543;1.029895;-0.699251;0.104894;0.199240;0.999992;0.699251;
3.700644;0.699013;0.278550;1.029903;-0.699008;0.104858;0.199294;0.999993;0.699008;
3.716271;0.698803;0.278556;1.029911;-0.698798;0.104826;0.199341;0.999994;0.698798;
3.731898;0.698632;0.278563;1.029917;-0.698627;0.104800;0.199381;0.999995;0.698627;
3.747525;0.698503;0.278569;1.029921;-0.698498;0.104781;0.199413;0.999997;0.698498;
3.763152;0.698421;0.278576;1.029925;-0.698415;0.104769;0.199436;0.999998;0.698415;
3.794406;0.698396;0.278590;1.029928;-0.698391;0.104765;0.199454;1.000001;0.698391;
3.820952;0.698519;0.278603;1.029926;-0.698514;0.104783;0.199442;1.000003;0.698514;
3.844843;0.698731;0.278615;1.029921;-0.698726;0.104815;0.199411;1.000005;0.698726;
3.866346;0.698992;0.278626;1.029915;-0.698987;0.104855;0.199370;1.000006;0.698987;
3.885698;0.699271;0.278636;1.029908;-0.699266;0.104896;0.199324;1.000007;0.699266;
3.903115;0.699547;0.278645;1.029901;-0.699541;0.104938;0.199278;1.000008;0.699541;
3.920532;0.699835;0.278654;1.029894;-0.699830;0.104981;0.199230;1.000008;0.699830;
3.936207;0.700098;0.278663;1.029887;-0.700092;0.105020;0.199186;1.000008;0.700092;
3.951882;0.700354;0.278671;1.029881;-0.700349;0.105059;0.199143;1.000008;0.700349;
3.967557;0.700597;0.278680;1.029875;-0.700592;0.105095;0.199103;1.000007;0.700592;
3.983232;0.700821;0.278688;1.029869;-0.700815;0.105129;0.199066;1.000006;0.700815;
3.998907;0.701018;0.278696;1.029865;-0.701013;0.105158;0.199035;1.000006;0.701013;
4.014583;0.701184;0.278704;1.029861;-0.701179;0.105183;0.199010;1.000005;0.701179;
4.030258;0.701314;0.278712;1.029858;-0.701309;0.105203;0.198991;1.000003;0.701309;
4.045933;0.701405;0.278720;1.029856;-0.701400;0.105216;0.198980;1.000002;0.701400;
4.077283;0.701463;0.278735;1.029857;-0.701457;0.105225;0.198983;1.000000;0.701457;
4.105499;0.701376;0.278747;1.029861;-0.701371;0.105212;0.199012;0.999998;0.701371;
4.130892;0.701195;0.278758;1.029868;-0.701190;0.105185;0.199058;0.999996;0.701190;
4.153747;0.700961;0.278767;1.029876;-0.700955;0.105150;0.199113;0.999995;0.700955;
4.174316;0.700704;0.278775;1.029885;-0.700698;0.105111;0.199171;0.999994;0.700698;
4.192828;0.700447;0.278782;1.029894;-0.700442;0.105073;0.199229;0.999993;0.700442;
4.209489;0.700205;0.278788;1.029902;-0.700199;0.105036;0.199282;0.999993;0.700199;
4.226150;0.699960;0.278794;1.029910;-0.699955;0.105000;0.199336;0.999993;0.699955;
4.242810;0.699721;0.278799;1.029918;-0.699715;0.104964;0.199389;0.999993;0.699715;
4.259471;0.699494;0.278805;1.029925;-0.699489;0.104930;0.199439;0.999994;0.699489;
4.276132;0.699288;0.278811;1.029932;-0.699283;0.104899;0.199486;0.999994;0.699283;
4.292793;0.699109;0.278816;1.029938;-0.699103;0.104872;0.199527;0.999995;0.699103;
4.309454;0.698961;0.278822;1.029944;-0.698956;0.104850;0.199561;0.999996;0.698956;
4.326115;0.698850;0.278828;1.029948;-0.698845;0.104833;0.199589;0.999997;0.698845;
4.342776;0.698779;0.278834;1.029951;-0.698773;0.104822;0.199609;0.999998;0.698773;
4.376097;0.698758;0.278847;1.029953;-0.698753;0.104819;0.199625;1.000001;0.698753;
4.405190;0.698869;0.278858;1.029951;-0.698864;0.104836;0.199614;1.000003;0.698864;
4.431374;0.699060;0.278869;1.029947;-0.699055;0.104865;0.199586;1.000004;0.699055;
4.454939;0.699293;0.278879;1.029942;-0.699288;0.104900;0.199549;1.000005;0.699288;
4.476147;0.699538;0.278888;1.029936;-0.699533;0.104936;0.199509;1.000006;0.699533;
4.495235;0.699776;0.278896;1.029930;-0.699771;0.104972;0.199470;1.000006;0.699771;
4.505409;0.699908;0.278901;1.029927;-0.699903;0.104992;0.199448;1.000006;0.699903;
4.515583;0.700038;0.278905;1.029923;-0.700033;0.105011;0.199426;1.000006;0.700033;
4.525757;0.700165;0.278910;1.029920;-0.700160;0.105030;0.199405;1.000006;0.700160;
4.546105;0.700408;0.278919;1.029914;-0.700402;0.105067;0.199366;1.000005;0.700402;
4.566453;0.700626;0.278927;1.029909;-0.700620;0.105100;0.199331;1.000005;0.700620;
4.586801;0.700810;0.278936;1.029905;-0.700804;0.105127;0.199302;1.000004;0.700804;
4.607149;0.700951;0.278944;1.029902;-0.700946;0.105148;0.199282;1.000003;0.700946;
4.627497;0.701045;0.278953;1.029900;-0.701040;0.105162;0.199271;1.000002;0.701040;
4.647846;0.701088;0.278960;1.029900;-0.701083;0.105169;0.199270;1.000000;0.701083;
4.671532;0.701071;0.278969;1.029902;-0.701066;0.105166;0.199282;0.999999;0.701066;
4.695218;0.700987;0.278978;1.029905;-0.700982;0.105154;0.199307;0.999998;0.700982;
4.718904;0.700842;0.278986;1.029911;-0.700836;0.105132;0.199343;0.999997;0.700836;
4.742590;0.700646;0.278993;1.029918;-0.700641;0.105103;0.199389;0.999996;0.700641;
4.763908;0.700437;0.279000;1.029925;-0.700432;0.105071;0.199436;0.999995;0.700432;
4.785225;0.700211;0.279006;1.029933;-0.700206;0.105037;0.199487;0.999995;0.700206;
4.796213;0.700089;0.279009;1.029937;-0.700084;0.105019;0.199514;0.999995;0.700084;
4.807200;0.699969;0.279012;1.029941;-0.699963;0.105001;0.199541;0.999995;0.699963;
4.818188;0.699852;0.279016;1.029945;-0.699846;0.104983;0.199567;0.999995;0.699846;
4.829175;0.699738;0.279019;1.029948;-0.699732;0.104966;0.199593;0.999995;0.699732;
4.840163;0.699629;0.279022;1.029952;-0.699624;0.104950;0.199617;0.999995;0.699624;
4.851150;0.699527;0.279025;1.029955;-0.699521;0.104935;0.199641;0.999996;0.699521;
4.862138;0.699432;0.279028;1.029959;-0.699427;0.104920;0.199662;0.999996;0.699427;
4.884113;0.699273;0.279034;1.029964;-0.699268;0.104897;0.199700;0.999997;0.699268;
4.906088;0.699159;0.279041;1.029969;-0.699154;0.104879;0.199728;0.999998;0.699154;
4.928063;0.699094;0.279047;1.029971;-0.699089;0.104870;0.199747;0.999999;0.699089;
4.955205;0.699086;0.279056;1.029973;-0.699080;0.104868;0.199757;1.000000;0.699080;
4.982348;0.699154;0.279064;1.029972;-0.699149;0.104879;0.199751;1.000002;0.699149;
5.009490;0.699292;0.279073;1.029969;-0.699287;0.104900;0.199732;1.000003;0.699287;
5.033919;0.699465;0.279081;1.029965;-0.699460;0.104925;0.199706;1.000004;0.699460;
5.055904;0.699650;0.279089;1.029961;-0.699645;0.104953;0.199676;1.000004;0.699645;
5.077890;0.699850;0.279096;1.029956;-0.699845;0.104983;0.199644;1.000004;0.699845;
5.089372;0.699958;0.279100;1.029953;-0.699953;0.104999;0.199626;1.000004;0.699953;
5.100855;0.700065;0.279104;1.029951;-0.700060;0.105015;0.199609;1.000004;0.700060;
5.112338;0.700168;0.279108;1.029948;-0.700163;0.105031;0.199592;1.000004;0.700163;
5.123821;0.700268;0.279112;1.029946;-0.700263;0.105046;0.199576;1.000004;0.700263;
5.135304;0.700363;0.279116;1.029944;-0.700358;0.105060;0.199561;1.000004;0.700358;
5.146787;0.700451;0.279120;1.029941;-0.700446;0.105073;0.199547;1.000003;0.700446;
5.169753;0.700601;0.279128;1.029938;-0.700596;0.105096;0.199525;1.000003;0.700596;
5.192719;0.700712;0.279135;1.029936;-0.700706;0.105112;0.199510;1.000002;0.700706;
5.215685;0.700777;0.279142;1.029935;-0.700771;0.105122;0.199504;1.000001;0.700771;
5.238651;0.700794;0.279149;1.029935;-0.700788;0.105125;0.199507;1.000000;0.700788;
5.261616;0.700763;0.279156;1.029937;-0.700757;0.105120;0.199519;0.999999;0.700757;
5.284582;0.700686;0.279162;1.029940;-0.700681;0.105109;0.199540;0.999998;0.700681;
5.307548;0.700571;0.279168;1.029945;-0.700565;0.105091;0.199569;0.999997;0.700565;
5.330514;0.700423;0.279174;1.029950;-0.700418;0.105069;0.199604;0.999997;0.700418;
5.353480;0.700253;0.279180;1.029956;-0.700248;0.105044;0.199643;0.999996;0.700248;
5.376446;0.700072;0.279185;1.029962;-0.700067;0.105016;0.199684;0.999996;0.700067;
5.387475;0.699983;0.279188;1.029965;-0.699978;0.105003;0.199704;0.999996;0.699978;
5.398504;0.699897;0.279190;1.029968;-0.699892;0.104990;0.199723;0.999996;0.699892;
5.409533;0.699814;0.279193;1.029971;-0.699809;0.104978;0.199742;0.999996;0.699809;
5.431591;0.699661;0.279198;1.029976;-0.699655;0.104955;0.199777;0.999997;0.699655;
5.453649;0.699530;0.279203;1.029981;-0.699525;0.104935;0.199808;0.999997;0.699525;
5.475707;0.699429;0.279208;1.029984;-0.699424;0.104920;0.199833;0.999998;0.699424;
5.497765;0.699362;0.279213;1.029987;-0.699357;0.104910;0.199851;0.999999;0.699357;
5.519823;0.699332;0.279218;1.029989;-0.699327;0.104906;0.199861;1.000000;0.699327;
5.547197;0.699348;0.279225;1.029989;-0.699343;0.104908;0.199865;1.000001;0.699343;
5.574572;0.699420;0.279232;1.029988;-0.699415;0.104919;0.199857;1.000002;0.699415;
5.601946;0.699539;0.279239;1.029985;-0.699534;0.104937;0.199840;1.000002;0.699534;
5.626583;0.699678;0.279245;1.029982;-0.699673;0.104957;0.199819;1.000003;0.699673;
5.651220;0.699836;0.279252;1.029978;-0.699831;0.104981;0.199794;1.000003;0.699831;
5.673393;0.699986;0.279258;1.029975;-0.699980;0.105004;0.199769;1.000003;0.699980;
5.695566;0.700133;0.279264;1.029971;-0.700128;0.105026;0.199746;1.000003;0.700128;
5.717740;0.700271;0.279270;1.029968;-0.700266;0.105046;0.199724;1.000003;0.700266;
5.739913;0.700391;0.279276;1.029965;-0.700385;0.105064;0.199706;1.000002;0.700385;
5.762086;0.700486;0.279281;1.029963;-0.700481;0.105079;0.199692;1.000002;0.700481;
5.784259;0.700552;0.279287;1.029962;-0.700547;0.105088;0.199684;1.000001;0.700547;
5.806433;0.700586;0.279292;1.029962;-0.700581;0.105094;0.199683;1.000000;0.700581;
5.836283;0.700579;0.279299;1.029963;-0.700574;0.105093;0.199690;0.999999;0.700574;
5.866134;0.700514;0.279305;1.029966;-0.700509;0.105083;0.199709;0.999999;0.700509;
5.895985;0.700401;0.279311;1.029970;-0.700395;0.105066;0.199738;0.999998;0.700395;
5.922851;0.700267;0.279317;1.029975;-0.700261;0.105046;0.199769;0.999997;0.700261;
5.947030;0.700130;0.279321;1.029979;-0.700125;0.105025;0.199800;0.999997;0.700125;
5.971209;0.699988;0.279325;1.029984;-0.699983;0.105004;0.199833;0.999997;0.699983;
5.995388;0.699850;0.279330;1.029989;-0.699845;0.104983;0.199864;0.999997;0.699845;
5.999999;0.699825;0.279330;1.029990;-0.699820;0.104979;0.199870;0.999997;0.699820;
6.000000;0.699826;0.279330;1.029990;-0.699820;0.104979;0.199870;0.999996;0.699820;
6.000001;0.699825;0.279332;1.029990;-0.699820;0.104982;0.199870;1.000005;0.699820;
6.000003;0.699824;0.279337;1.029990;-0.699820;0.104988;0.199870;1.000024;0.699818;
6.000007;0.699821;0.279345;1.029990;-0.699820;0.105001;0.199870;1.000061;0.699816;
6.000015;0.699816;0.279363;1.029990;-0.699820;0.105026;0.199869;1.000135;0.699811;
6.000031;0.699806;0.279397;1.029990;-0.699820;0.105076;0.199869;1.000282;0.699801;
6.000063;0.699787;0.279464;1.029989;-0.699821;0.105177;0.199866;1.000569;0.699781;
6.000127;0.699750;0.279593;1.029987;-0.699824;0.105378;0.199853;1.001119;0.699744;
6.000255;0.699681;0.279826;1.029980;-0.699836;0.105782;0.199806;1.002128;0.699676;
6.000511;0.699565;0.280215;1.029953;-0.699881;0.106593;0.199633;1.003832;0.699559;
6.000767;0.699472;0.280515;1.029912;-0.699949;0.107408;0.199371;1.005177;0.699466;
6.001023;0.699398;0.280743;1.029860;-0.700036;0.108225;0.199038;1.006235;0.699393;
6.001279;0.699339;0.280915;1.029799;-0.700138;0.109045;0.198649;1.007065;0.699334;
6.001791;0.699253;0.281146;1.029657;-0.700371;0.110688;0.197759;1.008267;0.699247;
6.002303;0.699197;0.281264;1.029496;-0.700633;0.112336;0.196754;1.009005;0.699192;
6.002815;0.699161;0.281311;1.029322;-0.700913;0.113986;0.195678;1.009448;0.699156;
6.003327;0.699137;0.281314;1.029139;-0.701204;0.115638;0.194559;1.009709;0.699132;
6.003839;0.699121;0.281293;1.028949;-0.701499;0.117291;0.193415;1.009862;0.699116;
6.004351;0.699109;0.281259;1.028754;-0.701797;0.118944;0.192256;1.009950;0.699104;
6.005375;0.699090;0.281177;1.028355;-0.702392;0.122250;0.189924;1.010044;0.699085;
6.006399;0.699079;0.281086;1.027945;-0.702986;0.125556;0.187581;1.010054;0.699073;
6.008447;0.699057;0.280930;1.027094;-0.704153;0.132163;0.182912;1.010061;0.699052;
6.012543;0.699023;0.280699;1.025277;-0.706406;0.145362;0.173625;1.010062;0.699018;
6.016639;0.698995;0.280528;1.023298;-0.708546;0.158537;0.164367;1.010060;0.698991;
6.020735;0.698974;0.280400;1.021156;-0.710573;0.171687;0.155122;1.010058;0.698970;
6.028927;0.698947;0.280209;1.016374;-0.714287;0.197902;0.136613;1.010059;0.698942;
6.037119;0.698935;0.280098;1.010931;-0.717542;0.223985;0.118089;1.010051;0.698931;
6.045311;0.698933;0.280030;1.004822;-0.720332;0.249925;0.099520;1.010052;0.698927;
