time;WT4A_WT4A_injector_PInjPu;WT4A_WT4A_injector_QInjPu;WT4A_WT4A_injector_terminal_V_re;WT4A_WT4A_injector_terminal_i_re;WT4A_WT4A_injector_terminal_V_im;WT4A_WT4A_injector_terminal_i_im;WT4A_WT4A_pll_omegaPLLPu;WT4A_WT4A_wecc_wtgt_PePu;
6.061695;0.698946;0.279935;0.990619;-0.724494;0.301291;0.062236;1.010047;0.698941;
6.078079;0.698976;0.279868;0.973795;-0.726748;0.351860;0.024805;1.010042;0.698977;
6.094463;0.699013;0.279807;0.954391;-0.727078;0.401498;-0.012692;1.010038;0.699025;
6.110847;0.699056;0.279748;0.932459;-0.725481;0.450071;-0.050158;1.010035;0.699080;
6.127231;0.699109;0.279693;0.908057;-0.721965;0.497453;-0.087495;1.010032;0.699143;
6.143615;0.699173;0.279643;0.881248;-0.716538;0.543518;-0.124605;1.010029;0.699216;
6.159999;0.699246;0.279597;0.852105;-0.709214;0.588143;-0.161391;1.010026;0.699299;
6.176383;0.699327;0.279556;0.820704;-0.700012;0.631210;-0.197755;1.010024;0.699389;
6.192767;0.699416;0.279519;0.787128;-0.688953;0.672605;-0.233601;1.010022;0.699487;
6.209151;0.699510;0.279486;0.751466;-0.676066;0.712218;-0.268835;1.010020;0.699591;
6.225535;0.699607;0.279456;0.713812;-0.661383;0.749943;-0.303362;1.010019;0.699698;
6.241919;0.699706;0.279429;0.674268;-0.644940;0.785681;-0.337089;1.010017;0.699806;
6.258303;0.699805;0.279404;0.632937;-0.626779;0.819336;-0.369924;1.010016;0.699913;
6.274687;0.699899;0.279382;0.589930;-0.606948;0.850820;-0.401779;1.010014;0.700016;
6.291071;0.699988;0.279362;0.545361;-0.585498;0.880049;-0.432567;1.010013;0.700113;
6.307455;0.700070;0.279344;0.499348;-0.562487;0.906944;-0.462204;1.010012;0.700203;
6.323839;0.700141;0.279327;0.452014;-0.537974;0.931436;-0.490607;1.010011;0.700282;
6.340223;0.700200;0.279312;0.403484;-0.512026;0.953459;-0.517700;1.010010;0.700349;
6.372991;0.700301;0.279363;0.303356;-0.456181;0.989884;-0.567659;1.010001;0.700296;
6.405759;0.700345;0.279340;0.200020;-0.395415;1.015814;-0.611582;1.010005;0.700454;
6.438527;0.700255;0.279244;0.094585;-0.330386;1.030978;-0.648903;1.010002;0.700571;
6.471295;0.700096;0.279157;-0.011837;-0.261890;1.035230;-0.679265;1.010002;0.700590;
6.499999;0.700053;0.279247;-0.105002;-0.199754;1.029972;-0.700046;1.010001;0.700070;
6.499999;0.700055;0.279253;-0.105009;-0.199754;1.029977;-0.700046;1.010017;0.700065;
6.500000;0.700054;0.279248;-0.105014;-0.199747;1.029971;-0.700049;1.010003;0.700049;
6.500001;0.700055;0.279246;-0.105014;-0.199745;1.029971;-0.700050;1.009994;0.700050;
6.500003;0.700056;0.279242;-0.105014;-0.199740;1.029971;-0.700051;1.009975;0.700052;
6.500007;0.700059;0.279233;-0.105014;-0.199731;1.029969;-0.700053;1.009938;0.700053;
6.500015;0.700064;0.279216;-0.105015;-0.199714;1.029967;-0.700058;1.009863;0.700058;
6.500031;0.700073;0.279181;-0.105017;-0.199680;1.029961;-0.700068;1.009716;0.700068;
6.500063;0.700093;0.279114;-0.105020;-0.199613;1.029951;-0.700087;1.009429;0.700087;
6.500127;0.700129;0.278986;-0.105025;-0.199485;1.029932;-0.700124;1.008879;0.700124;
6.500255;0.700197;0.278754;-0.105035;-0.199252;1.029897;-0.700192;1.007871;0.700192;
6.500511;0.700311;0.278366;-0.105052;-0.198863;1.029839;-0.700306;1.006167;0.700306;
6.501023;0.700477;0.277823;-0.105077;-0.198318;1.029757;-0.700472;1.003696;0.700472;
6.501535;0.700581;0.277513;-0.105093;-0.198005;1.029710;-0.700576;1.002163;0.700576;
6.502559;0.700699;0.277231;-0.105110;-0.197716;1.029667;-0.700693;1.000480;0.700693;
6.503583;0.700743;0.277222;-0.105117;-0.197698;1.029664;-0.700737;0.999924;0.700737;
6.504607;0.700757;0.277314;-0.105119;-0.197782;1.029677;-0.700752;0.999814;0.700752;
6.505631;0.700762;0.277430;-0.105120;-0.197890;1.029693;-0.700757;0.999839;0.700757;
6.507679;0.700770;0.277624;-0.105121;-0.198072;1.029720;-0.700764;0.999902;0.700764;
6.511775;0.700782;0.277896;-0.105123;-0.198327;1.029758;-0.700776;0.999929;0.700776;
6.515871;0.700786;0.278095;-0.105124;-0.198513;1.029786;-0.700781;0.999936;0.700781;
6.519967;0.700783;0.278243;-0.105123;-0.198654;1.029807;-0.700778;0.999939;0.700778;
6.528159;0.700762;0.278461;-0.105120;-0.198863;1.029839;-0.700757;0.999942;0.700757;
6.536351;0.700721;0.278587;-0.105114;-0.198991;1.029858;-0.700716;0.999944;0.700716;
6.552735;0.700611;0.278734;-0.105097;-0.199152;1.029882;-0.700606;0.999949;0.700606;
6.569119;0.700483;0.278810;-0.105078;-0.199248;1.029897;-0.700478;0.999954;0.700478;
6.585503;0.700356;0.278869;-0.105059;-0.199329;1.029909;-0.700351;0.999958;0.700351;
6.601887;0.700240;0.278925;-0.105042;-0.199405;1.029920;-0.700235;0.999963;0.700235;
6.618271;0.700137;0.278980;-0.105026;-0.199477;1.029931;-0.700132;0.999967;0.700132;
6.634655;0.700049;0.279031;-0.105013;-0.199543;1.029941;-0.700044;0.999970;0.700044;
6.651039;0.699978;0.279078;-0.105002;-0.199601;1.029950;-0.699972;0.999974;0.699972;
6.667423;0.699922;0.279119;-0.104994;-0.199652;1.029957;-0.699916;0.999977;0.699916;
6.683807;0.699882;0.279157;-0.104988;-0.199695;1.029964;-0.699876;0.999979;0.699876;
6.700191;0.699857;0.279191;-0.104984;-0.199732;1.029969;-0.699852;0.999982;0.699852;
6.716575;0.699848;0.279221;-0.104983;-0.199762;1.029974;-0.699843;0.999984;0.699843;
6.732959;0.699853;0.279249;-0.104984;-0.199787;1.029978;-0.699847;0.999986;0.699847;
6.749343;0.699870;0.279274;-0.104986;-0.199808;1.029981;-0.699865;0.999988;0.699865;
6.765727;0.699898;0.279297;-0.104990;-0.199823;1.029983;-0.699893;0.999990;0.699893;
6.782111;0.699936;0.279317;-0.104996;-0.199835;1.029985;-0.699931;0.999991;0.699931;
6.798495;0.699981;0.279336;-0.105003;-0.199844;1.029986;-0.699976;0.999992;0.699976;
6.814879;0.700031;0.279353;-0.105010;-0.199850;1.029987;-0.700026;0.999993;0.700026;
6.831263;0.700084;0.279368;-0.105018;-0.199854;1.029988;-0.700079;0.999994;0.700079;
6.847647;0.700138;0.279383;-0.105026;-0.199857;1.029988;-0.700133;0.999995;0.700133;
6.864031;0.700191;0.279395;-0.105034;-0.199859;1.029988;-0.700185;0.999996;0.700185;
6.880415;0.700240;0.279407;-0.105042;-0.199860;1.029988;-0.700234;0.999996;0.700234;
6.896799;0.700283;0.279418;-0.105048;-0.199861;1.029989;-0.700278;0.999997;0.700278;
6.913183;0.700320;0.279428;-0.105054;-0.199863;1.029989;-0.700315;0.999997;0.700315;
6.945951;0.700367;0.279445;-0.105061;-0.199870;1.029990;-0.700362;0.999997;0.700362;
6.978719;0.700376;0.279460;-0.105062;-0.199882;1.029992;-0.700371;0.999997;0.700371;
7.011487;0.700346;0.279472;-0.105058;-0.199900;1.029994;-0.700341;0.999997;0.700341;
7.044255;0.700282;0.279482;-0.105048;-0.199922;1.029998;-0.700276;0.999997;0.700276;
7.077023;0.700190;0.279491;-0.105034;-0.199949;1.030002;-0.700184;0.999997;0.700184;
7.106514;0.700092;0.279498;-0.105019;-0.199975;1.030006;-0.700087;0.999997;0.700087;
7.136005;0.699991;0.279504;-0.105004;-0.200000;1.030009;-0.699985;0.999997;0.699985;
7.165496;0.699895;0.279509;-0.104990;-0.200024;1.030013;-0.699889;0.999998;0.699889;
7.194988;0.699813;0.279514;-0.104978;-0.200045;1.030016;-0.699807;0.999998;0.699807;
7.224479;0.699752;0.279518;-0.104968;-0.200061;1.030019;-0.699747;0.999999;0.699747;
7.253970;0.699719;0.279522;-0.104963;-0.200072;1.030020;-0.699713;0.999999;0.699713;
7.283461;0.699714;0.279526;-0.104963;-0.200076;1.030021;-0.699708;1.000000;0.699708;
7.315748;0.699741;0.279530;-0.104967;-0.200075;1.030021;-0.699736;1.000000;0.699736;
7.348034;0.699798;0.279534;-0.104975;-0.200067;1.030020;-0.699792;1.000001;0.699792;
7.380321;0.699876;0.279538;-0.104987;-0.200056;1.030018;-0.699871;1.000001;0.699871;
7.412607;0.699967;0.279542;-0.105001;-0.200041;1.030016;-0.699962;1.000001;0.699962;
7.431205;0.700021;0.279544;-0.105009;-0.200033;1.030014;-0.700016;1.000001;0.700016;
7.449803;0.700072;0.279546;-0.105016;-0.200025;1.030013;-0.700066;1.000001;0.700066;
7.468401;0.700117;0.279548;-0.105023;-0.200018;1.030012;-0.700111;1.000001;0.700111;
7.505597;0.700190;0.279552;-0.105034;-0.200007;1.030010;-0.700184;1.000001;0.700184;
7.542792;0.700231;0.279556;-0.105040;-0.200002;1.030010;-0.700226;1.000000;0.700226;
7.579988;0.700237;0.279560;-0.105041;-0.200004;1.030010;-0.700232;1.000000;0.700232;
7.615062;0.700211;0.279562;-0.105037;-0.200012;1.030011;-0.700206;0.999999;0.700206;
7.650136;0.700158;0.279565;-0.105029;-0.200025;1.030013;-0.700152;0.999999;0.700152;
7.685210;0.700086;0.279568;-0.105019;-0.200042;1.030016;-0.700080;0.999999;0.700080;
7.720285;0.700005;0.279570;-0.105006;-0.200060;1.030018;-0.700000;0.999999;0.700000;
7.738774;0.699963;0.279571;-0.105000;-0.200069;1.030020;-0.699957;0.999999;0.699957;
7.757263;0.699924;0.279572;-0.104994;-0.200078;1.030021;-0.699919;0.999999;0.699919;
7.775753;0.699891;0.279573;-0.104989;-0.200086;1.030022;-0.699885;0.999999;0.699885;
7.812732;0.699839;0.279575;-0.104982;-0.200098;1.030024;-0.699834;0.999999;0.699834;
7.849711;0.699814;0.279578;-0.104978;-0.200105;1.030025;-0.699808;1.000000;0.699808;
7.886690;0.699817;0.279580;-0.104978;-0.200107;1.030025;-0.699812;1.000000;0.699812;
7.922677;0.699846;0.279582;-0.104983;-0.200103;1.030025;-0.699841;1.000001;0.699841;
7.958665;0.699896;0.279585;-0.104990;-0.200095;1.030024;-0.699891;1.000001;0.699891;
7.994652;0.699959;0.279587;-0.105000;-0.200085;1.030022;-0.699954;1.000001;0.699954;
8.030640;0.700026;0.279589;-0.105010;-0.200074;1.030021;-0.700020;1.000001;0.700020;
8.066628;0.700087;0.279592;-0.105019;-0.200064;1.030019;-0.700081;1.000001;0.700081;
8.102615;0.700134;0.279594;-0.105026;-0.200057;1.030018;-0.700128;1.000001;0.700128;
8.138603;0.700161;0.279596;-0.105030;-0.200054;1.030017;-0.700155;1.000000;0.700155;
8.174590;0.700165;0.279598;-0.105030;-0.200055;1.030018;-0.700160;1.000000;0.700160;
8.214302;0.700143;0.279600;-0.105027;-0.200061;1.030019;-0.700138;1.000000;0.700138;
8.254013;0.700099;0.279601;-0.105021;-0.200071;1.030020;-0.700094;0.999999;0.700094;
8.293725;0.700041;0.279603;-0.105012;-0.200084;1.030022;-0.700036;0.999999;0.700036;
8.333437;0.699979;0.279604;-0.105003;-0.200098;1.030024;-0.699974;0.999999;0.699974;
8.353379;0.699950;0.279605;-0.104998;-0.200104;1.030025;-0.699944;0.999999;0.699944;
8.373322;0.699925;0.279606;-0.104994;-0.200110;1.030026;-0.699919;0.999999;0.699919;
8.393265;0.699906;0.279606;-0.104991;-0.200114;1.030027;-0.699900;1.000000;0.699900;
8.433151;0.699879;0.279608;-0.104988;-0.200120;1.030027;-0.699874;1.000000;0.699874;
8.467434;0.699874;0.279609;-0.104987;-0.200123;1.030028;-0.699869;1.000000;0.699869;
8.501717;0.699885;0.279610;-0.104988;-0.200122;1.030028;-0.699880;1.000000;0.699880;
8.540261;0.699915;0.279611;-0.104993;-0.200117;1.030027;-0.699909;1.000000;0.699909;
8.578805;0.699957;0.279613;-0.104999;-0.200110;1.030026;-0.699952;1.000001;0.699952;
8.617349;0.700005;0.279614;-0.105006;-0.200102;1.030025;-0.699999;1.000001;0.699999;
8.638564;0.700030;0.279615;-0.105010;-0.200098;1.030024;-0.700025;1.000001;0.700025;
8.659778;0.700053;0.279616;-0.105014;-0.200094;1.030023;-0.700048;1.000001;0.700048;
8.680992;0.700071;0.279616;-0.105016;-0.200091;1.030023;-0.700066;1.000000;0.700066;
8.723421;0.700097;0.279618;-0.105020;-0.200087;1.030022;-0.700092;1.000000;0.700092;
8.765850;0.700103;0.279619;-0.105021;-0.200087;1.030022;-0.700098;1.000000;0.700098;
8.808278;0.700091;0.279620;-0.105019;-0.200090;1.030023;-0.700085;1.000000;0.700085;
8.850707;0.700062;0.279621;-0.105015;-0.200097;1.030024;-0.700057;1.000000;0.700057;
8.893136;0.700023;0.279622;-0.105009;-0.200105;1.030025;-0.700018;1.000000;0.700018;
8.935564;0.699982;0.279622;-0.105003;-0.200114;1.030027;-0.699976;1.000000;0.699976;
8.959287;0.699962;0.279623;-0.105000;-0.200118;1.030027;-0.699957;1.000000;0.699957;
8.983011;0.699946;0.279623;-0.104998;-0.200122;1.030028;-0.699941;1.000000;0.699941;
9.006734;0.699935;0.279623;-0.104996;-0.200124;1.030028;-0.699930;1.000000;0.699930;
9.054180;0.699925;0.279624;-0.104994;-0.200127;1.030028;-0.699920;1.000000;0.699920;
9.101626;0.699933;0.279625;-0.104996;-0.200126;1.030028;-0.699928;1.000000;0.699928;
9.148255;0.699960;0.279625;-0.105000;-0.200121;1.030028;-0.699955;1.000000;0.699955;
9.183426;0.699983;0.279626;-0.105003;-0.200117;1.030027;-0.699977;1.000000;0.699977;
9.217532;0.700004;0.279626;-0.105006;-0.200113;1.030026;-0.699998;1.000000;0.699998;
9.251637;0.700022;0.279627;-0.105009;-0.200110;1.030026;-0.700016;1.000000;0.700016;
9.285743;0.700034;0.279627;-0.105011;-0.200108;1.030026;-0.700029;1.000000;0.700029;
9.353954;0.700047;0.279628;-0.105013;-0.200106;1.030025;-0.700042;1.000000;0.700042;
9.422165;0.700039;0.279628;-0.105012;-0.200108;1.030026;-0.700034;1.000000;0.700034;
9.517020;0.700010;0.279628;-0.105007;-0.200114;1.030027;-0.700005;1.000000;0.700005;
9.600085;0.699993;0.279628;-0.105005;-0.200118;1.030027;-0.699988;1.000000;0.699988;
9.663204;0.699988;0.279628;-0.105004;-0.200119;1.030027;-0.699983;1.000000;0.699983;
9.726322;0.699989;0.279628;-0.105004;-0.200118;1.030027;-0.699984;1.000000;0.699984;
9.789441;0.699994;0.279628;-0.105005;-0.200117;1.030027;-0.699989;1.000000;0.699989;
9.852559;0.700000;0.279628;-0.105006;-0.200116;1.030027;-0.699995;1.000000;0.699995;
9.978796;0.700005;0.279627;-0.105006;-0.200114;1.030027;-0.700000;1.000000;0.700000;
10.080694;0.700006;0.279627;-0.105007;-0.200113;1.030026;-0.700000;1.000000;0.700000;
10.182592;0.700004;0.279626;-0.105006;-0.200113;1.030026;-0.699999;1.000000;0.699999;
10.386388;0.700002;0.279623;-0.105006;-0.200111;1.030026;-0.699997;1.000000;0.699997;
10.590184;0.700002;0.279621;-0.105006;-0.200108;1.030026;-0.699997;1.000000;0.699997;
10.793980;0.700003;0.279618;-0.105006;-0.200105;1.030025;-0.699997;1.000000;0.699997;
11.201572;0.700003;0.279610;-0.105006;-0.200098;1.030024;-0.699997;1.000000;0.699997;
12.016755;0.700003;0.279594;-0.105006;-0.200083;1.030022;-0.699997;1.000000;0.699997;
13.647122;0.700003;0.279564;-0.105006;-0.200055;1.030018;-0.699997;1.000000;0.699997;
16.907856;0.700003;0.279530;-0.105006;-0.200023;1.030013;-0.699997;1.000000;0.699997;
20.000000;0.700003;0.279514;-0.105006;-0.200008;1.030011;-0.699997;1.000000;0.699997;
