time;WT4B_WT_controlMeasurements_PPu;WT4B_WT_controlMeasurements_QPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
12.165900;0.582487;-0.031991;1.065502;1.060282;0.105343;-0.541032;-0.083925;
12.166649;0.574292;-0.054913;1.059609;1.054500;0.103930;-0.534288;-0.104734;
12.168147;0.560016;-0.094683;1.049222;1.044304;0.101472;-0.522515;-0.141438;
12.169645;0.547774;-0.128756;1.040150;1.035392;0.099370;-0.512395;-0.173531;
12.171143;0.537361;-0.157747;1.032297;1.027674;0.097588;-0.503771;-0.201338;
12.172641;0.528588;-0.182246;1.025561;1.021048;0.096093;-0.496496;-0.225215;
12.174139;0.521270;-0.202799;1.019835;1.015413;0.094853;-0.490421;-0.245532;
12.175637;0.515229;-0.219909;1.015013;1.010666;0.093836;-0.485405;-0.262656;
12.176868;0.511181;-0.231522;1.011712;1.007413;0.093159;-0.482045;-0.274395;
12.176868;0.511125;-0.231518;1.011713;1.007417;0.093145;-0.481993;-0.274378;
12.177155;0.510189;-0.234203;1.010947;1.006661;0.092989;-0.481216;-0.277104;
12.177727;0.508468;-0.239169;1.009526;1.005260;0.092703;-0.479787;-0.282162;
12.178873;0.505566;-0.247655;1.007086;1.002855;0.092224;-0.477380;-0.290850;
12.181165;0.501480;-0.260008;1.003509;0.999323;0.091563;-0.474001;-0.303614;
12.183456;0.498746;-0.268726;1.000965;0.996808;0.091136;-0.471752;-0.312718;
12.185748;0.497030;-0.274652;0.999226;0.995084;0.090881;-0.470354;-0.318966;
12.188039;0.496067;-0.278466;0.998100;0.993965;0.090754;-0.469584;-0.323033;
12.190330;0.495649;-0.280717;0.997432;0.993298;0.090717;-0.469268;-0.325469;
12.192622;0.495609;-0.281836;0.997096;0.992958;0.090742;-0.469267;-0.326719;
12.197205;0.496227;-0.281736;0.997115;0.992964;0.090896;-0.469833;-0.326742;
12.201788;0.497088;-0.280604;0.997441;0.993274;0.091081;-0.470592;-0.325656;
12.206371;0.497935;-0.279170;0.997856;0.993675;0.091252;-0.471330;-0.324230;
12.208938;0.498340;-0.278405;0.998079;0.993891;0.091331;-0.471679;-0.323460;
12.208938;0.498341;-0.278405;0.998079;0.993891;0.091332;-0.471680;-0.323460;
12.213658;0.498988;-0.277135;0.998448;0.994251;0.091457;-0.472237;-0.322177;
12.223099;0.499723;-0.275557;0.998908;0.994700;0.091596;-0.472867;-0.320568;
12.232540;0.500091;-0.274698;0.999159;0.994945;0.091663;-0.473179;-0.319687;
12.251422;0.500314;-0.274138;0.999322;0.995106;0.091702;-0.473368;-0.319108;
12.289185;0.500530;-0.273872;0.999398;0.995178;0.091749;-0.473559;-0.318858;
12.364712;0.500915;-0.273613;0.999469;0.995241;0.091839;-0.473906;-0.318653;
12.515766;0.501135;-0.273225;0.999581;0.995349;0.091883;-0.474097;-0.318267;
12.817875;0.501103;-0.272729;0.999730;0.995501;0.091860;-0.474051;-0.317705;
13.422091;0.501055;-0.272257;0.999872;0.995645;0.091833;-0.473993;-0.317166;
14.630525;0.501002;-0.271964;0.999960;0.995736;0.091810;-0.473935;-0.316827;
15.838958;0.500954;-0.271874;0.999988;0.995766;0.091795;-0.473888;-0.316716;
18.255824;0.500866;-0.271845;0.999998;0.995778;0.091772;-0.473806;-0.316665;
19.999996;0.500814;-0.271846;0.999999;0.995780;0.091759;-0.473758;-0.316654;
20.003168;0.498525;-0.274856;0.999136;0.995787;0.081361;-0.474912;-0.314822;
20.003168;0.498543;-0.274865;0.999136;0.995817;0.081365;-0.474914;-0.314823;
20.003697;0.498202;-0.275302;0.999010;0.995823;0.079641;-0.475143;-0.314457;
20.003697;0.498206;-0.275305;0.999010;0.995830;0.079641;-0.475144;-0.314457;
20.003742;0.498178;-0.275341;0.999000;0.995831;0.079496;-0.475163;-0.314425;
20.003742;0.498178;-0.275341;0.999000;0.995832;0.079496;-0.475163;-0.314425;
20.003746;0.498175;-0.275345;0.998999;0.995832;0.079481;-0.475165;-0.314422;
20.003746;0.498175;-0.275345;0.998998;0.995832;0.079480;-0.475166;-0.314422;
20.006569;0.496419;-0.277616;0.998349;0.995872;0.070284;-0.476430;-0.312391;
20.006905;0.496293;-0.277754;0.998308;0.995897;0.069206;-0.476654;-0.312022;
20.006905;0.496295;-0.277755;0.998299;0.995897;0.069206;-0.476657;-0.312023;
20.008894;0.495331;-0.278963;0.997963;0.995987;0.062781;-0.477774;-0.310203;
20.012873;0.494075;-0.280400;0.997554;0.996297;0.050068;-0.480554;-0.305592;
20.020829;0.492955;-0.281372;0.997281;0.996970;0.024912;-0.487097;-0.294399;
20.028786;0.492522;-0.281530;0.997244;0.997241;-0.000117;-0.493918;-0.282251;
20.044700;0.492323;-0.281148;0.997359;0.996104;-0.050031;-0.507146;-0.256775;
20.060614;0.492288;-0.280795;0.997464;0.992462;-0.099788;-0.519225;-0.230722;
20.092441;0.492343;-0.280211;0.997640;0.977711;-0.198413;-0.539510;-0.177113;
20.156096;0.492385;-0.279367;0.997893;0.919030;-0.388812;-0.563510;-0.065577;
20.283405;0.492436;-0.278038;0.998290;0.695335;-0.716305;-0.543425;0.159951;
20.538024;0.492545;-0.276226;0.998832;-0.029403;-0.998398;-0.261914;0.501049;
20.665333;0.492606;-0.275482;0.999050;-0.415952;-0.908345;-0.045418;0.563110;
20.919952;0.492706;-0.274478;0.999352;-0.941665;-0.334619;0.372602;0.423886;
20.951780;0.492722;-0.274356;0.999387;-0.970400;-0.238955;0.413084;0.384444;
20.999996;0.489124;-0.272187;0.999436;-0.991755;-0.089331;0.464699;0.316307;
20.999996;0.492736;-0.274200;0.999434;-0.995394;-0.089774;0.466378;0.317532;
21.002237;0.494463;-0.271886;1.000096;-0.996025;-0.090142;0.467899;0.315317;
21.002237;0.494467;-0.271888;1.000095;-0.996024;-0.090143;0.467903;0.315320;
21.006013;0.496820;-0.268760;1.000988;-0.996875;-0.090646;0.469976;0.312338;
21.006719;0.497115;-0.268382;1.001096;-0.996978;-0.090710;0.470237;0.311979;
21.006719;0.497116;-0.268382;1.001096;-0.996977;-0.090710;0.470238;0.311980;
21.010712;0.498681;-0.266390;1.001662;-0.997515;-0.091047;0.471620;0.310100;
21.018699;0.500112;-0.264855;1.002094;-0.997920;-0.091364;0.472891;0.308703;
21.026685;0.500725;-0.264451;1.002203;-0.998017;-0.091508;0.473444;0.308386;
21.042658;0.501001;-0.264680;1.002131;-0.997937;-0.091585;0.473705;0.308701;
21.058632;0.501047;-0.265017;1.002029;-0.997833;-0.091607;0.473759;0.309087;
21.090578;0.501044;-0.265495;1.001888;-0.997690;-0.091621;0.473771;0.309617;
21.154470;0.501048;-0.266183;1.001683;-0.997482;-0.091643;0.473796;0.310385;
21.282255;0.501072;-0.267252;1.001364;-0.997158;-0.091682;0.473852;0.311582;
21.537825;0.501082;-0.268707;1.000931;-0.996718;-0.091730;0.473906;0.313206;
22.048965;0.501068;-0.270212;1.000482;-0.996264;-0.091773;0.473941;0.314884;
23.071245;0.501029;-0.271265;1.000168;-0.995947;-0.091796;0.473938;0.316051;
24.093525;0.500989;-0.271634;1.000059;-0.995837;-0.091797;0.473913;0.316455;
25.000000;0.500954;-0.271758;1.000022;-0.995801;-0.091792;0.473884;0.316586;
