time;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;
235.000000;0.000000;0.000000;0.019521;0.009750;0.975460;0.951296;0.975460;0.951296;
235.100000;0.000000;0.000000;0.019521;0.009750;0.975457;0.951292;0.975457;0.951292;
235.200000;0.000000;0.000000;0.019521;0.009750;0.975455;0.951287;0.975455;0.951287;
235.300000;0.000000;0.000000;0.019521;0.009749;0.975452;0.951282;0.975452;0.951282;
235.400000;0.000000;0.000000;0.019521;0.009749;0.975450;0.951278;0.975450;0.951278;
235.500000;0.000000;0.000000;0.019521;0.009749;0.975448;0.951273;0.975448;0.951273;
235.600000;0.000000;0.000000;0.019521;0.009749;0.975445;0.951269;0.975445;0.951269;
235.700000;0.000000;0.000000;0.019521;0.009749;0.975443;0.951264;0.975443;0.951264;
235.800000;0.000000;0.000000;0.019521;0.009749;0.975440;0.951259;0.975440;0.951259;
235.900000;0.000000;0.000000;0.019521;0.009749;0.975438;0.951255;0.975438;0.951255;
236.000000;0.000000;0.000000;0.019521;0.009749;0.975435;0.951250;0.975435;0.951250;
236.100000;0.000000;0.000000;0.019520;0.009749;0.975433;0.951246;0.975433;0.951246;
236.200000;0.000000;0.000000;0.019520;0.009749;0.975431;0.951241;0.975431;0.951241;
236.300000;0.000000;0.000000;0.019520;0.009749;0.975428;0.951236;0.975428;0.951236;
236.400000;0.000000;0.000000;0.019520;0.009749;0.975426;0.951232;0.975426;0.951232;
236.500000;0.000000;0.000000;0.019520;0.009749;0.975423;0.951227;0.975423;0.951227;
236.600000;0.000000;0.000000;0.019520;0.009749;0.975421;0.951223;0.975421;0.951223;
236.700000;0.000000;0.000000;0.019520;0.009749;0.975418;0.951218;0.975418;0.951218;
236.800000;0.000000;0.000000;0.019520;0.009749;0.975416;0.951214;0.975416;0.951214;
236.900000;0.000000;0.000000;0.019520;0.009749;0.975414;0.951209;0.975414;0.951209;
237.000000;0.000000;0.000000;0.019520;0.009749;0.975411;0.951205;0.975411;0.951205;
237.100000;0.000000;0.000000;0.019520;0.009749;0.975409;0.951200;0.975409;0.951200;
237.200000;0.000000;0.000000;0.019520;0.009749;0.975406;0.951195;0.975406;0.951195;
237.300000;0.000000;0.000000;0.019520;0.009749;0.975404;0.951191;0.975404;0.951191;
237.400000;0.000000;0.000000;0.019520;0.009749;0.975402;0.951186;0.975402;0.951186;
237.500000;0.000000;0.000000;0.019520;0.009748;0.975399;0.951182;0.975399;0.951182;
237.600000;0.000000;0.000000;0.019520;0.009748;0.975397;0.951177;0.975397;0.951177;
237.700000;0.000000;0.000000;0.019520;0.009748;0.975395;0.951173;0.975395;0.951173;
237.800000;0.000000;0.000000;0.019520;0.009748;0.975392;0.951168;0.975392;0.951168;
237.900000;0.000000;0.000000;0.019520;0.009748;0.975390;0.951164;0.975390;0.951164;
238.000000;0.000000;0.000000;0.019520;0.009748;0.975387;0.951159;0.975387;0.951159;
238.100000;0.000000;0.000000;0.019520;0.009748;0.975385;0.951155;0.975385;0.951155;
238.200000;0.000000;0.000000;0.019520;0.009748;0.975383;0.951150;0.975383;0.951150;
238.300000;0.000000;0.000000;0.019519;0.009748;0.975380;0.951146;0.975380;0.951146;
238.400000;0.000000;0.000000;0.019519;0.009748;0.975378;0.951141;0.975378;0.951141;
238.500000;0.000000;0.000000;0.019519;0.009748;0.975376;0.951137;0.975376;0.951137;
238.600000;0.000000;0.000000;0.019519;0.009748;0.975373;0.951133;0.975373;0.951133;
238.700000;0.000000;0.000000;0.019519;0.009748;0.975371;0.951128;0.975371;0.951128;
238.800000;0.000000;0.000000;0.019519;0.009748;0.975369;0.951124;0.975369;0.951124;
238.900000;0.000000;0.000000;0.019519;0.009748;0.975366;0.951119;0.975366;0.951119;
239.000000;0.000000;0.000000;0.019519;0.009748;0.975364;0.951115;0.975364;0.951115;
239.100000;0.000000;0.000000;0.019519;0.009748;0.975361;0.951110;0.975361;0.951110;
239.200000;0.000000;0.000000;0.019519;0.009748;0.975359;0.951106;0.975359;0.951106;
239.300000;0.000000;0.000000;0.019519;0.009748;0.975357;0.951101;0.975357;0.951101;
239.400000;0.000000;0.000000;0.019519;0.009748;0.975354;0.951097;0.975354;0.951097;
239.500000;0.000000;0.000000;0.019519;0.009748;0.975352;0.951093;0.975352;0.951093;
239.600000;0.000000;0.000000;0.019519;0.009748;0.975350;0.951088;0.975350;0.951088;
239.700000;0.000000;0.000000;0.019519;0.009748;0.975347;0.951084;0.975347;0.951084;
239.800000;0.000000;0.000000;0.019519;0.009747;0.975345;0.951079;0.975345;0.951079;
239.900000;0.000000;0.000000;0.019519;0.009747;0.975343;0.951075;0.975343;0.951075;
240.000000;0.000000;0.000000;0.019519;0.009747;0.975340;0.951071;0.975340;0.951071;
240.100000;0.000000;0.000000;0.019519;0.009747;0.975338;0.951066;0.975338;0.951066;
240.200000;0.000000;0.000000;0.019519;0.009747;0.975336;0.951062;0.975336;0.951062;
240.300000;0.000000;0.000000;0.019519;0.009747;0.975334;0.951057;0.975334;0.951057;
240.400000;0.000000;0.000000;0.019519;0.009747;0.975331;0.951053;0.975331;0.951053;
240.500000;0.000000;0.000000;0.019518;0.009747;0.975329;0.951049;0.975329;0.951049;
240.600000;0.000000;0.000000;0.019518;0.009747;0.975327;0.951044;0.975327;0.951044;
240.700000;0.000000;0.000000;0.019518;0.009747;0.975324;0.951040;0.975324;0.951040;
240.800000;0.000000;0.000000;0.019518;0.009747;0.975322;0.951036;0.975322;0.951036;
240.900000;0.000000;0.000000;0.019518;0.009747;0.975320;0.951031;0.975320;0.951031;
241.000000;0.000000;0.000000;0.019518;0.009747;0.975317;0.951027;0.975317;0.951027;
241.100000;0.000000;0.000000;0.019518;0.009747;0.975315;0.951023;0.975315;0.951023;
241.200000;0.000000;0.000000;0.019518;0.009747;0.975313;0.951018;0.975313;0.951018;
241.300000;0.000000;0.000000;0.019518;0.009747;0.975311;0.951014;0.975311;0.951014;
241.400000;0.000000;0.000000;0.019518;0.009747;0.975308;0.951010;0.975308;0.951010;
241.500000;0.000000;0.000000;0.019518;0.009747;0.975306;0.951005;0.975306;0.951005;
241.600000;0.000000;0.000000;0.019518;0.009747;0.975304;0.951001;0.975304;0.951001;
241.700000;0.000000;0.000000;0.019518;0.009747;0.975301;0.950997;0.975301;0.950997;
241.800000;0.000000;0.000000;0.019518;0.009747;0.975299;0.950992;0.975299;0.950992;
241.900000;0.000000;0.000000;0.019518;0.009747;0.975297;0.950988;0.975297;0.950988;
242.000000;0.000000;0.000000;0.019518;0.009747;0.975295;0.950984;0.975295;0.950984;
242.100000;0.000000;0.000000;0.019518;0.009746;0.975292;0.950979;0.975292;0.950979;
242.200000;0.000000;0.000000;0.019518;0.009746;0.975290;0.950975;0.975290;0.950975;
242.300000;0.000000;0.000000;0.019518;0.009746;0.975288;0.950971;0.975288;0.950971;
242.400000;0.000000;0.000000;0.019518;0.009746;0.975286;0.950967;0.975286;0.950967;
242.500000;0.000000;0.000000;0.019518;0.009746;0.975283;0.950962;0.975283;0.950962;
242.600000;0.000000;0.000000;0.019518;0.009746;0.975281;0.950958;0.975281;0.950958;
242.700000;0.000000;0.000000;0.019517;0.009746;0.975279;0.950954;0.975279;0.950954;
242.800000;0.000000;0.000000;0.019517;0.009746;0.975277;0.950950;0.975277;0.950950;
242.900000;0.000000;0.000000;0.019517;0.009746;0.975274;0.950945;0.975274;0.950945;
243.000000;0.000000;0.000000;0.019517;0.009746;0.975272;0.950941;0.975272;0.950941;
243.100000;0.000000;0.000000;0.019517;0.009746;0.975270;0.950937;0.975270;0.950937;
243.200000;0.000000;0.000000;0.019517;0.009746;0.975268;0.950933;0.975268;0.950933;
243.300000;0.000000;0.000000;0.019517;0.009746;0.975265;0.950928;0.975265;0.950928;
243.400000;0.000000;0.000000;0.019517;0.009746;0.975263;0.950924;0.975263;0.950924;
243.500000;0.000000;0.000000;0.019517;0.009746;0.975261;0.950920;0.975261;0.950920;
243.600000;0.000000;0.000000;0.019517;0.009746;0.975259;0.950916;0.975259;0.950916;
243.700000;0.000000;0.000000;0.019517;0.009746;0.975256;0.950912;0.975256;0.950912;
243.800000;0.000000;0.000000;0.019517;0.009746;0.975254;0.950907;0.975254;0.950907;
243.900000;0.000000;0.000000;0.019517;0.009746;0.975252;0.950903;0.975252;0.950903;
244.000000;0.000000;0.000000;0.019517;0.009746;0.975250;0.950899;0.975250;0.950899;
244.100000;0.000000;0.000000;0.019517;0.009746;0.975247;0.950895;0.975247;0.950895;
244.200000;0.000000;0.000000;0.019517;0.009746;0.975245;0.950891;0.975245;0.950891;
244.300000;0.000000;0.000000;0.019517;0.009746;0.975243;0.950886;0.975243;0.950886;
244.400000;0.000000;0.000000;0.019517;0.009746;0.975241;0.950882;0.975241;0.950882;
244.500000;0.000000;0.000000;0.019517;0.009745;0.975239;0.950878;0.975239;0.950878;
244.600000;0.000000;0.000000;0.019517;0.009745;0.975236;0.950874;0.975236;0.950874;
244.700000;0.000000;0.000000;0.019517;0.009745;0.975234;0.950870;0.975234;0.950870;
244.800000;0.000000;0.000000;0.019517;0.009745;0.975232;0.950866;0.975232;0.950866;
244.900000;0.000000;0.000000;0.019517;0.009745;0.975230;0.950861;0.975230;0.950861;
245.000000;0.000000;0.000000;0.019517;0.009745;0.975228;0.950857;0.975228;0.950857;
245.100000;0.000000;0.000000;0.019516;0.009745;0.975225;0.950853;0.975225;0.950853;
245.200000;0.000000;0.000000;0.019516;0.009745;0.975223;0.950849;0.975223;0.950849;
245.300000;0.000000;0.000000;0.019516;0.009745;0.975221;0.950845;0.975221;0.950845;
245.400000;0.000000;0.000000;0.019516;0.009745;0.975219;0.950841;0.975219;0.950841;
245.500000;0.000000;0.000000;0.019516;0.009745;0.975217;0.950837;0.975217;0.950837;
245.600000;0.000000;0.000000;0.019516;0.009745;0.975214;0.950832;0.975214;0.950832;
245.700000;0.000000;0.000000;0.019516;0.009745;0.975212;0.950828;0.975212;0.950828;
245.800000;0.000000;0.000000;0.019516;0.009745;0.975210;0.950824;0.975210;0.950824;
245.900000;0.000000;0.000000;0.019516;0.009745;0.975208;0.950820;0.975208;0.950820;
246.000000;0.000000;0.000000;0.019516;0.009745;0.975206;0.950816;0.975206;0.950816;
246.100000;0.000000;0.000000;0.019516;0.009745;0.975204;0.950812;0.975204;0.950812;
246.200000;0.000000;0.000000;0.019516;0.009745;0.975201;0.950808;0.975201;0.950808;
246.300000;0.000000;0.000000;0.019516;0.009745;0.975199;0.950804;0.975199;0.950804;
246.400000;0.000000;0.000000;0.019516;0.009745;0.975197;0.950800;0.975197;0.950800;
246.500000;0.000000;0.000000;0.019516;0.009745;0.975195;0.950796;0.975195;0.950796;
246.600000;0.000000;0.000000;0.019516;0.009745;0.975193;0.950791;0.975193;0.950791;
246.700000;0.000000;0.000000;0.019516;0.009745;0.975191;0.950787;0.975191;0.950787;
246.800000;0.000000;0.000000;0.019516;0.009745;0.975189;0.950783;0.975189;0.950783;
246.900000;0.000000;0.000000;0.019516;0.009744;0.975186;0.950779;0.975186;0.950779;
247.000000;0.000000;0.000000;0.019516;0.009744;0.975184;0.950775;0.975184;0.950775;
247.100000;0.000000;0.000000;0.019516;0.009744;0.975182;0.950771;0.975182;0.950771;
247.200000;0.000000;0.000000;0.019516;0.009744;0.975180;0.950767;0.975180;0.950767;
247.300000;0.000000;0.000000;0.019516;0.009744;0.975178;0.950763;0.975178;0.950763;
247.400000;0.000000;0.000000;0.019515;0.009744;0.975176;0.950759;0.975176;0.950759;
247.500000;0.000000;0.000000;0.019515;0.009744;0.975173;0.950755;0.975173;0.950755;
247.600000;0.000000;0.000000;0.019515;0.009744;0.975171;0.950751;0.975171;0.950751;
247.700000;0.000000;0.000000;0.019515;0.009744;0.975169;0.950747;0.975169;0.950747;
247.800000;0.000000;0.000000;0.019515;0.009744;0.975167;0.950743;0.975167;0.950743;
247.900000;0.000000;0.000000;0.019515;0.009744;0.975165;0.950739;0.975165;0.950739;
248.000000;0.000000;0.000000;0.019515;0.009744;0.975163;0.950735;0.975163;0.950735;
248.100000;0.000000;0.000000;0.019515;0.009744;0.975161;0.950731;0.975161;0.950731;
248.200000;0.000000;0.000000;0.019515;0.009744;0.975159;0.950727;0.975159;0.950727;
248.300000;0.000000;0.000000;0.019515;0.009744;0.975156;0.950723;0.975156;0.950723;
248.400000;0.000000;0.000000;0.019515;0.009744;0.975154;0.950719;0.975154;0.950719;
248.500000;0.000000;0.000000;0.019515;0.009744;0.975152;0.950715;0.975152;0.950715;
248.600000;0.000000;0.000000;0.019515;0.009744;0.975150;0.950711;0.975150;0.950711;
248.700000;0.000000;0.000000;0.019515;0.009744;0.975148;0.950707;0.975148;0.950707;
248.800000;0.000000;0.000000;0.019515;0.009744;0.975146;0.950703;0.975146;0.950703;
248.900000;0.000000;0.000000;0.019515;0.009744;0.975144;0.950699;0.975144;0.950699;
249.000000;0.000000;0.000000;0.019515;0.009744;0.975142;0.950695;0.975142;0.950695;
249.100000;0.000000;0.000000;0.019515;0.009744;0.975140;0.950691;0.975140;0.950691;
249.200000;0.000000;0.000000;0.019515;0.009744;0.975138;0.950687;0.975138;0.950687;
249.300000;0.000000;0.000000;0.019515;0.009744;0.975135;0.950683;0.975135;0.950683;
249.400000;0.000000;0.000000;0.019515;0.009743;0.975133;0.950679;0.975133;0.950679;
249.500000;0.000000;0.000000;0.019515;0.009743;0.975131;0.950675;0.975131;0.950675;
249.600000;0.000000;0.000000;0.019515;0.009743;0.975129;0.950671;0.975129;0.950671;
249.700000;0.000000;0.000000;0.019515;0.009743;0.975127;0.950667;0.975127;0.950667;
249.800000;0.000000;0.000000;0.019515;0.009743;0.975125;0.950664;0.975125;0.950664;
249.900000;0.000000;0.000000;0.019514;0.009743;0.975123;0.950660;0.975123;0.950660;
250.000000;0.000000;0.000000;0.019514;0.009743;0.975121;0.950656;0.975121;0.950656;
250.100000;0.000000;0.000000;0.019514;0.009743;0.975119;0.950652;0.975119;0.950652;
250.200000;0.000000;0.000000;0.019514;0.009743;0.975117;0.950648;0.975117;0.950648;
250.300000;0.000000;0.000000;0.019514;0.009743;0.975115;0.950644;0.975115;0.950644;
250.400000;0.000000;0.000000;0.019514;0.009743;0.975113;0.950640;0.975113;0.950640;
250.500000;0.000000;0.000000;0.019514;0.009743;0.975110;0.950636;0.975110;0.950636;
250.600000;0.000000;0.000000;0.019514;0.009743;0.975108;0.950632;0.975108;0.950632;
250.700000;0.000000;0.000000;0.019514;0.009743;0.975106;0.950628;0.975106;0.950628;
250.800000;0.000000;0.000000;0.019514;0.009743;0.975104;0.950624;0.975104;0.950624;
250.900000;0.000000;0.000000;0.019514;0.009743;0.975102;0.950621;0.975102;0.950621;
251.000000;0.000000;0.000000;0.019514;0.009743;0.975100;0.950617;0.975100;0.950617;
251.100000;0.000000;0.000000;0.019514;0.009743;0.975098;0.950613;0.975098;0.950613;
251.200000;0.000000;0.000000;0.019514;0.009743;0.975096;0.950609;0.975096;0.950609;
251.300000;0.000000;0.000000;0.019514;0.009743;0.975094;0.950605;0.975094;0.950605;
251.400000;0.000000;0.000000;0.019514;0.009743;0.975092;0.950601;0.975092;0.950601;
251.500000;0.000000;0.000000;0.019514;0.009743;0.975090;0.950597;0.975090;0.950597;
251.600000;0.000000;0.000000;0.019514;0.009743;0.975088;0.950594;0.975088;0.950594;
251.700000;0.000000;0.000000;0.019514;0.009743;0.975086;0.950590;0.975086;0.950590;
251.800000;0.000000;0.000000;0.019514;0.009743;0.975084;0.950586;0.975084;0.950586;
251.900000;0.000000;0.000000;0.019514;0.009743;0.975082;0.950582;0.975082;0.950582;
252.000000;0.000000;0.000000;0.019514;0.009742;0.975080;0.950578;0.975080;0.950578;
252.100000;0.000000;0.000000;0.019514;0.009742;0.975078;0.950574;0.975078;0.950574;
252.200000;0.000000;0.000000;0.019514;0.009742;0.975076;0.950571;0.975076;0.950571;
252.300000;0.000000;0.000000;0.019514;0.009742;0.975074;0.950567;0.975074;0.950567;
252.400000;0.000000;0.000000;0.019513;0.009742;0.975072;0.950563;0.975072;0.950563;
252.500000;0.000000;0.000000;0.019513;0.009742;0.975070;0.950559;0.975070;0.950559;
252.600000;0.000000;0.000000;0.019513;0.009742;0.975068;0.950555;0.975068;0.950555;
252.700000;0.000000;0.000000;0.019513;0.009742;0.975066;0.950552;0.975066;0.950552;
252.800000;0.000000;0.000000;0.019513;0.009742;0.975064;0.950548;0.975064;0.950548;
252.900000;0.000000;0.000000;0.019513;0.009742;0.975062;0.950544;0.975062;0.950544;
253.000000;0.000000;0.000000;0.019513;0.009742;0.975060;0.950540;0.975060;0.950540;
253.100000;0.000000;0.000000;0.019513;0.009742;0.975058;0.950536;0.975058;0.950536;
253.200000;0.000000;0.000000;0.019513;0.009742;0.975056;0.950533;0.975056;0.950533;
253.300000;0.000000;0.000000;0.019513;0.009742;0.975054;0.950529;0.975054;0.950529;
253.400000;0.000000;0.000000;0.019513;0.009742;0.975052;0.950525;0.975052;0.950525;
253.500000;0.000000;0.000000;0.019513;0.009742;0.975050;0.950521;0.975050;0.950521;
253.600000;0.000000;0.000000;0.019513;0.009742;0.975048;0.950518;0.975048;0.950518;
253.700000;0.000000;0.000000;0.019513;0.009742;0.975046;0.950514;0.975046;0.950514;
253.800000;0.000000;0.000000;0.019513;0.009742;0.975044;0.950510;0.975044;0.950510;
253.900000;0.000000;0.000000;0.019513;0.009742;0.975042;0.950506;0.975042;0.950506;
254.000000;0.000000;0.000000;0.019513;0.009742;0.975040;0.950503;0.975040;0.950503;
254.100000;0.000000;0.000000;0.019513;0.009742;0.975038;0.950499;0.975038;0.950499;
254.200000;0.000000;0.000000;0.019513;0.009742;0.975036;0.950495;0.975036;0.950495;
254.300000;0.000000;0.000000;0.019513;0.009742;0.975034;0.950491;0.975034;0.950491;
254.400000;0.000000;0.000000;0.019513;0.009742;0.975032;0.950488;0.975032;0.950488;
254.500000;0.000000;0.000000;0.019513;0.009742;0.975030;0.950484;0.975030;0.950484;
254.600000;0.000000;0.000000;0.019513;0.009742;0.975028;0.950480;0.975028;0.950480;
254.700000;0.000000;0.000000;0.019513;0.009741;0.975026;0.950476;0.975026;0.950476;
254.800000;0.000000;0.000000;0.019513;0.009741;0.975024;0.950473;0.975024;0.950473;
254.900000;0.000000;0.000000;0.019513;0.009741;0.975022;0.950469;0.975022;0.950469;
255.000000;0.000000;0.000000;0.019512;0.009741;0.975020;0.950465;0.975020;0.950465;
255.100000;0.000000;0.000000;0.019512;0.009741;0.975018;0.950462;0.975018;0.950462;
255.200000;0.000000;0.000000;0.019512;0.009741;0.975016;0.950458;0.975016;0.950458;
255.300000;0.000000;0.000000;0.019512;0.009741;0.975014;0.950454;0.975014;0.950454;
255.400000;0.000000;0.000000;0.019512;0.009741;0.975012;0.950451;0.975012;0.950451;
255.500000;0.000000;0.000000;0.019512;0.009741;0.975010;0.950447;0.975010;0.950447;
255.600000;0.000000;0.000000;0.019512;0.009741;0.975008;0.950443;0.975008;0.950443;
255.700000;0.000000;0.000000;0.019512;0.009741;0.975006;0.950439;0.975006;0.950439;
255.800000;0.000000;0.000000;0.019512;0.009741;0.975004;0.950436;0.975004;0.950436;
255.900000;0.000000;0.000000;0.019512;0.009741;0.975002;0.950432;0.975002;0.950432;
256.000000;0.000000;0.000000;0.019512;0.009741;0.975000;0.950428;0.975000;0.950428;
256.100000;0.000000;0.000000;0.019512;0.009741;0.974998;0.950425;0.974998;0.950425;
256.200000;0.000000;0.000000;0.019512;0.009741;0.974996;0.950421;0.974996;0.950421;
256.300000;0.000000;0.000000;0.019512;0.009741;0.974994;0.950418;0.974994;0.950418;
256.400000;0.000000;0.000000;0.019512;0.009741;0.974993;0.950414;0.974993;0.950414;
256.500000;0.000000;0.000000;0.019512;0.009741;0.974991;0.950410;0.974991;0.950410;
256.600000;0.000000;0.000000;0.019512;0.009741;0.974989;0.950407;0.974989;0.950407;
256.700000;0.000000;0.000000;0.019512;0.009741;0.974987;0.950403;0.974987;0.950403;
256.800000;0.000000;0.000000;0.019512;0.009741;0.974985;0.950399;0.974985;0.950399;
256.900000;0.000000;0.000000;0.019512;0.009741;0.974983;0.950396;0.974983;0.950396;
257.000000;0.000000;0.000000;0.019512;0.009741;0.974981;0.950392;0.974981;0.950392;
257.100000;0.000000;0.000000;0.019512;0.009741;0.974979;0.950389;0.974979;0.950389;
257.200000;0.000000;0.000000;0.019512;0.009741;0.974977;0.950385;0.974977;0.950385;
257.300000;0.000000;0.000000;0.019512;0.009741;0.974975;0.950381;0.974975;0.950381;
257.400000;0.000000;0.000000;0.019512;0.009740;0.974973;0.950378;0.974973;0.950378;
257.500000;0.000000;0.000000;0.019512;0.009740;0.974971;0.950374;0.974971;0.950374;
257.600000;0.000000;0.000000;0.019511;0.009740;0.974969;0.950370;0.974969;0.950370;
257.700000;0.000000;0.000000;0.019511;0.009740;0.974968;0.950367;0.974968;0.950367;
257.800000;0.000000;0.000000;0.019511;0.009740;0.974966;0.950363;0.974966;0.950363;
257.900000;0.000000;0.000000;0.019511;0.009740;0.974964;0.950360;0.974964;0.950360;
258.000000;0.000000;0.000000;0.019511;0.009740;0.974962;0.950356;0.974962;0.950356;
258.100000;0.000000;0.000000;0.019511;0.009740;0.974960;0.950353;0.974960;0.950353;
258.200000;0.000000;0.000000;0.019511;0.009740;0.974958;0.950349;0.974958;0.950349;
258.300000;0.000000;0.000000;0.019511;0.009740;0.974956;0.950345;0.974956;0.950345;
258.400000;0.000000;0.000000;0.019511;0.009740;0.974954;0.950342;0.974954;0.950342;
258.500000;0.000000;0.000000;0.019511;0.009740;0.974952;0.950338;0.974952;0.950338;
258.600000;0.000000;0.000000;0.019511;0.009740;0.974950;0.950335;0.974950;0.950335;
258.700000;0.000000;0.000000;0.019511;0.009740;0.974949;0.950331;0.974949;0.950331;
258.800000;0.000000;0.000000;0.019511;0.009740;0.974947;0.950328;0.974947;0.950328;
258.900000;0.000000;0.000000;0.019511;0.009740;0.974945;0.950324;0.974945;0.950324;
259.000000;0.000000;0.000000;0.019511;0.009740;0.974943;0.950321;0.974943;0.950321;
259.100000;0.000000;0.000000;0.019511;0.009740;0.974941;0.950317;0.974941;0.950317;
259.200000;0.000000;0.000000;0.019511;0.009740;0.974939;0.950314;0.974939;0.950314;
259.300000;0.000000;0.000000;0.019511;0.009740;0.974937;0.950310;0.974937;0.950310;
259.400000;0.000000;0.000000;0.019511;0.009740;0.974935;0.950306;0.974935;0.950306;
259.500000;0.000000;0.000000;0.019511;0.009740;0.974934;0.950303;0.974934;0.950303;
259.600000;0.000000;0.000000;0.019511;0.009740;0.974932;0.950299;0.974932;0.950299;
259.700000;0.000000;0.000000;0.019511;0.009740;0.974930;0.950296;0.974930;0.950296;
259.800000;0.000000;0.000000;0.019511;0.009740;0.974928;0.950292;0.974928;0.950292;
259.900000;0.000000;0.000000;0.019511;0.009740;0.974926;0.950289;0.974926;0.950289;
260.000000;0.000000;0.000000;0.019511;0.009740;0.974924;0.950285;0.974924;0.950285;
260.100000;0.000000;0.000000;0.019511;0.009740;0.974922;0.950282;0.974922;0.950282;
260.200000;0.000000;0.000000;0.019511;0.009739;0.974921;0.950278;0.974921;0.950278;
260.300000;0.000000;0.000000;0.019510;0.009739;0.974919;0.950275;0.974919;0.950275;
260.400000;0.000000;0.000000;0.019510;0.009739;0.974917;0.950271;0.974917;0.950271;
260.500000;0.000000;0.000000;0.019510;0.009739;0.974915;0.950268;0.974915;0.950268;
260.600000;0.000000;0.000000;0.019510;0.009739;0.974913;0.950265;0.974913;0.950265;
260.700000;0.000000;0.000000;0.019510;0.009739;0.974911;0.950261;0.974911;0.950261;
260.800000;0.000000;0.000000;0.019510;0.009739;0.974909;0.950258;0.974909;0.950258;
260.900000;0.000000;0.000000;0.019510;0.009739;0.974908;0.950254;0.974908;0.950254;
261.000000;0.000000;0.000000;0.019510;0.009739;0.974906;0.950251;0.974906;0.950251;
261.100000;0.000000;0.000000;0.019510;0.009739;0.974904;0.950247;0.974904;0.950247;
261.200000;0.000000;0.000000;0.019510;0.009739;0.974902;0.950244;0.974902;0.950244;
261.300000;0.000000;0.000000;0.019510;0.009739;0.974900;0.950240;0.974900;0.950240;
261.400000;0.000000;0.000000;0.019510;0.009739;0.974898;0.950237;0.974898;0.950237;
261.500000;0.000000;0.000000;0.019510;0.009739;0.974897;0.950233;0.974897;0.950233;
261.600000;0.000000;0.000000;0.019510;0.009739;0.974895;0.950230;0.974895;0.950230;
261.700000;0.000000;0.000000;0.019510;0.009739;0.974893;0.950227;0.974893;0.950227;
261.800000;0.000000;0.000000;0.019510;0.009739;0.974891;0.950223;0.974891;0.950223;
261.900000;0.000000;0.000000;0.019510;0.009739;0.974889;0.950220;0.974889;0.950220;
262.000000;0.000000;0.000000;0.019510;0.009739;0.974887;0.950216;0.974887;0.950216;
262.100000;0.000000;0.000000;0.019510;0.009739;0.974886;0.950213;0.974886;0.950213;
262.200000;0.000000;0.000000;0.019510;0.009739;0.974884;0.950209;0.974884;0.950209;
262.300000;0.000000;0.000000;0.019510;0.009739;0.974882;0.950206;0.974882;0.950206;
262.400000;0.000000;0.000000;0.019510;0.009739;0.974880;0.950203;0.974880;0.950203;
262.500000;0.000000;0.000000;0.019510;0.009739;0.974878;0.950199;0.974878;0.950199;
262.600000;0.000000;0.000000;0.019510;0.009739;0.974877;0.950196;0.974877;0.950196;
262.700000;0.000000;0.000000;0.019510;0.009739;0.974875;0.950192;0.974875;0.950192;
262.800000;0.000000;0.000000;0.019510;0.009739;0.974873;0.950189;0.974873;0.950189;
262.900000;0.000000;0.000000;0.019510;0.009739;0.974871;0.950186;0.974871;0.950186;
263.000000;0.000000;0.000000;0.019510;0.009739;0.974869;0.950182;0.974869;0.950182;
263.100000;0.000000;0.000000;0.019510;0.009739;0.974868;0.950179;0.974868;0.950179;
263.200000;0.000000;0.000000;0.019509;0.009738;0.974866;0.950176;0.974866;0.950176;
263.300000;0.000000;0.000000;0.019509;0.009738;0.974864;0.950172;0.974864;0.950172;
263.400000;0.000000;0.000000;0.019509;0.009738;0.974862;0.950169;0.974862;0.950169;
263.500000;0.000000;0.000000;0.019509;0.009738;0.974860;0.950165;0.974860;0.950165;
263.600000;0.000000;0.000000;0.019509;0.009738;0.974859;0.950162;0.974859;0.950162;
263.700000;0.000000;0.000000;0.019509;0.009738;0.974857;0.950159;0.974857;0.950159;
263.800000;0.000000;0.000000;0.019509;0.009738;0.974855;0.950155;0.974855;0.950155;
263.900000;0.000000;0.000000;0.019509;0.009738;0.974853;0.950152;0.974853;0.950152;
264.000000;0.000000;0.000000;0.019509;0.009738;0.974852;0.950149;0.974852;0.950149;
264.100000;0.000000;0.000000;0.019509;0.009738;0.974850;0.950145;0.974850;0.950145;
264.200000;0.000000;0.000000;0.019509;0.009738;0.974848;0.950142;0.974848;0.950142;
264.300000;0.000000;0.000000;0.019509;0.009738;0.974846;0.950139;0.974846;0.950139;
264.400000;0.000000;0.000000;0.019509;0.009738;0.974844;0.950135;0.974844;0.950135;
264.500000;0.000000;0.000000;0.019509;0.009738;0.974843;0.950132;0.974843;0.950132;
264.600000;0.000000;0.000000;0.019509;0.009738;0.974841;0.950129;0.974841;0.950129;
264.700000;0.000000;0.000000;0.019509;0.009738;0.974839;0.950125;0.974839;0.950125;
264.800000;0.000000;0.000000;0.019509;0.009738;0.974837;0.950122;0.974837;0.950122;
264.900000;0.000000;0.000000;0.019509;0.009738;0.974836;0.950119;0.974836;0.950119;
265.000000;0.000000;0.000000;0.019509;0.009738;0.974834;0.950116;0.974834;0.950116;
265.100000;0.000000;0.000000;0.019509;0.009738;0.974832;0.950112;0.974832;0.950112;
