time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;Load2_load_PPu;Load2_load_QPu;Load2_load_zP;Load2_load_zQ;Load2_load_zPRaw;Load2_load_zQRaw;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;NETWORK_Load3_P;NETWORK_Load3_Q;NETWORK_Load3_state;
348.000000;1.331697;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272232;0.185256;1.023338;1.047094;1.023338;1.047094;0.053502;-0.167482;-0.047320;0.229308;1.000000;0.000000;1.331697;-6.056292;0.050000;0.020000;2.000000;
349.000000;1.331692;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272235;0.185260;1.023351;1.047123;1.023351;1.047123;0.053505;-0.167480;-0.047323;0.229304;1.000000;0.000000;1.331692;-6.056513;0.050000;0.020000;2.000000;
350.000000;1.331686;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272237;0.185264;1.023365;1.047152;1.023365;1.047152;0.053507;-0.167477;-0.047325;0.229301;1.000000;0.000000;1.331686;-6.056732;0.050000;0.020000;2.000000;
351.000000;1.331681;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272240;0.185267;1.023379;1.047181;1.023379;1.047181;0.053510;-0.167475;-0.047328;0.229297;1.000000;0.000000;1.331681;-6.056950;0.050000;0.020000;2.000000;
352.000000;1.331676;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272242;0.185271;1.023393;1.047209;1.023393;1.047209;0.053512;-0.167472;-0.047330;0.229293;1.000000;0.000000;1.331676;-6.057165;0.050000;0.020000;2.000000;
353.000000;1.331671;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272245;0.185275;1.023406;1.047238;1.023406;1.047238;0.053515;-0.167470;-0.047333;0.229290;1.000000;0.000000;1.331671;-6.057380;0.050000;0.020000;2.000000;
354.000000;1.331667;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272248;0.185278;1.023419;1.047266;1.023419;1.047266;0.053517;-0.167467;-0.047336;0.229286;1.000000;0.000000;1.331667;-6.057592;0.050000;0.020000;2.000000;
355.000000;1.331662;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272250;0.185282;1.023433;1.047294;1.023433;1.047294;0.053520;-0.167465;-0.047338;0.229282;1.000000;0.000000;1.331662;-6.057803;0.050000;0.020000;2.000000;
356.000000;1.331657;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272253;0.185285;1.023446;1.047321;1.023446;1.047321;0.053522;-0.167462;-0.047341;0.229279;1.000000;0.000000;1.331657;-6.058012;0.050000;0.020000;2.000000;
357.000000;1.331652;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272255;0.185289;1.023459;1.047349;1.023459;1.047349;0.053525;-0.167460;-0.047343;0.229275;1.000000;0.000000;1.331652;-6.058220;0.050000;0.020000;2.000000;
358.000000;1.331647;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272258;0.185292;1.023472;1.047376;1.023472;1.047376;0.053527;-0.167458;-0.047346;0.229272;1.000000;0.000000;1.331647;-6.058426;0.050000;0.020000;2.000000;
359.000000;1.331642;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272260;0.185296;1.023485;1.047403;1.023485;1.047403;0.053529;-0.167455;-0.047348;0.229268;1.000000;0.000000;1.331642;-6.058630;0.050000;0.020000;2.000000;
360.000000;1.331638;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272262;0.185299;1.023498;1.047430;1.023498;1.047430;0.053532;-0.167453;-0.047350;0.229265;1.000000;0.000000;1.331638;-6.058833;0.050000;0.020000;2.000000;
361.000000;1.331633;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272265;0.185302;1.023510;1.047456;1.023510;1.047456;0.053534;-0.167450;-0.047353;0.229262;1.000000;0.000000;1.331633;-6.059034;0.050000;0.020000;2.000000;
362.000000;1.331628;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272267;0.185306;1.023523;1.047483;1.023523;1.047483;0.053536;-0.167448;-0.047355;0.229258;1.000000;0.000000;1.331628;-6.059234;0.050000;0.020000;2.000000;
363.000000;1.331624;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272270;0.185309;1.023535;1.047509;1.023535;1.047509;0.053539;-0.167446;-0.047358;0.229255;1.000000;0.000000;1.331624;-6.059432;0.050000;0.020000;2.000000;
364.000000;1.331619;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272272;0.185313;1.023548;1.047535;1.023548;1.047535;0.053541;-0.167444;-0.047360;0.229252;1.000000;0.000000;1.331619;-6.059629;0.050000;0.020000;2.000000;
365.000000;1.331615;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272274;0.185316;1.023560;1.047560;1.023560;1.047560;0.053543;-0.167441;-0.047362;0.229248;1.000000;0.000000;1.331615;-6.059824;0.050000;0.020000;2.000000;
366.000000;1.331610;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272277;0.185319;1.023572;1.047586;1.023572;1.047586;0.053545;-0.167439;-0.047365;0.229245;1.000000;0.000000;1.331610;-6.060017;0.050000;0.020000;2.000000;
367.000000;1.331606;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272279;0.185322;1.023584;1.047611;1.023584;1.047611;0.053547;-0.167437;-0.047367;0.229242;1.000000;0.000000;1.331606;-6.060209;0.050000;0.020000;2.000000;
368.000000;1.331601;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272281;0.185326;1.023596;1.047637;1.023596;1.047637;0.053550;-0.167435;-0.047369;0.229238;1.000000;0.000000;1.331601;-6.060400;0.050000;0.020000;2.000000;
369.000000;1.331597;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272284;0.185329;1.023608;1.047662;1.023608;1.047662;0.053552;-0.167432;-0.047372;0.229235;1.000000;0.000000;1.331597;-6.060589;0.050000;0.020000;2.000000;
370.000000;1.331593;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272286;0.185332;1.023620;1.047687;1.023620;1.047687;0.053554;-0.167430;-0.047374;0.229232;1.000000;0.000000;1.331593;-6.060776;0.050000;0.020000;2.000000;
371.000000;1.331588;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272288;0.185335;1.023632;1.047711;1.023632;1.047711;0.053556;-0.167428;-0.047376;0.229229;1.000000;0.000000;1.331588;-6.060963;0.050000;0.020000;2.000000;
372.000000;1.331584;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272290;0.185338;1.023644;1.047736;1.023644;1.047736;0.053558;-0.167426;-0.047378;0.229226;1.000000;0.000000;1.331584;-6.061147;0.050000;0.020000;2.000000;
373.000000;1.331580;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272292;0.185341;1.023655;1.047760;1.023655;1.047760;0.053560;-0.167424;-0.047380;0.229223;1.000000;0.000000;1.331580;-6.061331;0.050000;0.020000;2.000000;
374.000000;1.331576;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272295;0.185344;1.023667;1.047784;1.023667;1.047784;0.053562;-0.167422;-0.047383;0.229220;1.000000;0.000000;1.331576;-6.061512;0.050000;0.020000;2.000000;
375.000000;1.331571;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272297;0.185348;1.023678;1.047808;1.023678;1.047808;0.053565;-0.167420;-0.047385;0.229217;1.000000;0.000000;1.331571;-6.061693;0.050000;0.020000;2.000000;
376.000000;1.331567;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272299;0.185351;1.023689;1.047832;1.023689;1.047832;0.053567;-0.167418;-0.047387;0.229214;1.000000;0.000000;1.331567;-6.061872;0.050000;0.020000;2.000000;
377.000000;1.331563;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272301;0.185354;1.023700;1.047855;1.023700;1.047855;0.053569;-0.167415;-0.047389;0.229210;1.000000;0.000000;1.331563;-6.062050;0.050000;0.020000;2.000000;
378.000000;1.331559;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272303;0.185357;1.023712;1.047878;1.023712;1.047878;0.053571;-0.167413;-0.047391;0.229208;1.000000;0.000000;1.331559;-6.062226;0.050000;0.020000;2.000000;
379.000000;1.331555;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272305;0.185360;1.023723;1.047902;1.023723;1.047902;0.053573;-0.167411;-0.047393;0.229205;1.000000;0.000000;1.331555;-6.062401;0.050000;0.020000;2.000000;
380.000000;1.331551;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272307;0.185362;1.023734;1.047925;1.023734;1.047925;0.053575;-0.167409;-0.047395;0.229202;1.000000;0.000000;1.331551;-6.062574;0.050000;0.020000;2.000000;
381.000000;1.331547;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272309;0.185365;1.023744;1.047947;1.023744;1.047947;0.053577;-0.167407;-0.047397;0.229199;1.000000;0.000000;1.331547;-6.062746;0.050000;0.020000;2.000000;
382.000000;1.331543;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272312;0.185368;1.023755;1.047970;1.023755;1.047970;0.053579;-0.167405;-0.047400;0.229196;1.000000;0.000000;1.331543;-6.062917;0.050000;0.020000;2.000000;
383.000000;1.331539;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272314;0.185371;1.023766;1.047993;1.023766;1.047993;0.053581;-0.167403;-0.047402;0.229193;1.000000;0.000000;1.331539;-6.063087;0.050000;0.020000;2.000000;
384.000000;1.331535;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272316;0.185374;1.023777;1.048015;1.023777;1.048015;0.053582;-0.167401;-0.047404;0.229190;1.000000;0.000000;1.331535;-6.063255;0.050000;0.020000;2.000000;
385.000000;1.331531;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272318;0.185377;1.023787;1.048037;1.023787;1.048037;0.053584;-0.167399;-0.047406;0.229187;1.000000;0.000000;1.331531;-6.063422;0.050000;0.020000;2.000000;
386.000000;1.331527;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272320;0.185380;1.023797;1.048059;1.023797;1.048059;0.053586;-0.167398;-0.047408;0.229184;1.000000;0.000000;1.331527;-6.063588;0.050000;0.020000;2.000000;
387.000000;1.331524;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272322;0.185382;1.023808;1.048081;1.023808;1.048081;0.053588;-0.167396;-0.047410;0.229182;1.000000;0.000000;1.331524;-6.063752;0.050000;0.020000;2.000000;
388.000000;1.331520;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272324;0.185385;1.023818;1.048102;1.023818;1.048102;0.053590;-0.167394;-0.047412;0.229179;1.000000;0.000000;1.331520;-6.063915;0.050000;0.020000;2.000000;
389.000000;1.331516;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272325;0.185388;1.023828;1.048124;1.023828;1.048124;0.053592;-0.167392;-0.047413;0.229176;1.000000;0.000000;1.331516;-6.064077;0.050000;0.020000;2.000000;
390.000000;1.331512;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272327;0.185391;1.023838;1.048145;1.023838;1.048145;0.053594;-0.167390;-0.047415;0.229173;1.000000;0.000000;1.331512;-6.064237;0.050000;0.020000;2.000000;
391.000000;1.331509;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272329;0.185393;1.023849;1.048166;1.023849;1.048166;0.053596;-0.167388;-0.047417;0.229171;1.000000;0.000000;1.331509;-6.064397;0.050000;0.020000;2.000000;
392.000000;1.331505;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272331;0.185396;1.023859;1.048187;1.023859;1.048187;0.053597;-0.167386;-0.047419;0.229168;1.000000;0.000000;1.331505;-6.064555;0.050000;0.020000;2.000000;
393.000000;1.331501;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272333;0.185399;1.023868;1.048208;1.023868;1.048208;0.053599;-0.167384;-0.047421;0.229165;1.000000;0.000000;1.331501;-6.064712;0.050000;0.020000;2.000000;
394.000000;1.331498;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272335;0.185401;1.023878;1.048229;1.023878;1.048229;0.053601;-0.167383;-0.047423;0.229163;1.000000;0.000000;1.331498;-6.064867;0.050000;0.020000;2.000000;
395.000000;1.331494;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272337;0.185404;1.023888;1.048249;1.023888;1.048249;0.053603;-0.167381;-0.047425;0.229160;1.000000;0.000000;1.331494;-6.065022;0.050000;0.020000;2.000000;
396.000000;1.331490;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272339;0.185407;1.023898;1.048270;1.023898;1.048270;0.053605;-0.167379;-0.047427;0.229157;1.000000;0.000000;1.331490;-6.065175;0.050000;0.020000;2.000000;
397.000000;1.331487;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272341;0.185409;1.023907;1.048290;1.023907;1.048290;0.053606;-0.167377;-0.047429;0.229155;1.000000;0.000000;1.331487;-6.065327;0.050000;0.020000;2.000000;
398.000000;1.331483;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272342;0.185412;1.023917;1.048310;1.023917;1.048310;0.053608;-0.167376;-0.047430;0.229152;1.000000;0.000000;1.331483;-6.065478;0.050000;0.020000;2.000000;
399.000000;1.331480;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272344;0.185414;1.023926;1.048330;1.023926;1.048330;0.053610;-0.167374;-0.047432;0.229150;1.000000;0.000000;1.331480;-6.065628;0.050000;0.020000;2.000000;
400.000000;1.331476;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272346;0.185417;1.023936;1.048350;1.023936;1.048350;0.053611;-0.167372;-0.047434;0.229147;1.000000;0.000000;1.331476;-6.065776;0.050000;0.020000;2.000000;
401.000000;1.331473;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272348;0.185419;1.023945;1.048369;1.023945;1.048369;0.053613;-0.167370;-0.047436;0.229145;1.000000;0.000000;1.331473;-6.065924;0.050000;0.020000;2.000000;
402.000000;1.331470;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272349;0.185422;1.023954;1.048389;1.023954;1.048389;0.053615;-0.167369;-0.047437;0.229142;1.000000;0.000000;1.331470;-6.066070;0.050000;0.020000;2.000000;
403.000000;1.331466;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272351;0.185424;1.023963;1.048408;1.023963;1.048408;0.053616;-0.167367;-0.047439;0.229140;1.000000;0.000000;1.331466;-6.066215;0.050000;0.020000;2.000000;
404.000000;1.331463;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272353;0.185427;1.023972;1.048427;1.023972;1.048427;0.053618;-0.167365;-0.047441;0.229137;1.000000;0.000000;1.331463;-6.066359;0.050000;0.020000;2.000000;
405.000000;1.331459;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272355;0.185429;1.023981;1.048446;1.023981;1.048446;0.053620;-0.167364;-0.047443;0.229135;1.000000;0.000000;1.331459;-6.066502;0.050000;0.020000;2.000000;
406.000000;1.331456;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272356;0.185432;1.023990;1.048465;1.023990;1.048465;0.053621;-0.167362;-0.047444;0.229132;1.000000;0.000000;1.331456;-6.066644;0.050000;0.020000;2.000000;
407.000000;1.331453;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272358;0.185434;1.023999;1.048484;1.023999;1.048484;0.053623;-0.167360;-0.047446;0.229130;1.000000;0.000000;1.331453;-6.066784;0.050000;0.020000;2.000000;
408.000000;1.331450;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272360;0.185436;1.024008;1.048502;1.024008;1.048502;0.053625;-0.167359;-0.047448;0.229128;1.000000;0.000000;1.331450;-6.066924;0.050000;0.020000;2.000000;
409.000000;1.331446;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272361;0.185439;1.024017;1.048521;1.024017;1.048521;0.053626;-0.167357;-0.047449;0.229125;1.000000;0.000000;1.331446;-6.067062;0.050000;0.020000;2.000000;
410.000000;1.331443;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272363;0.185441;1.024026;1.048539;1.024026;1.048539;0.053628;-0.167355;-0.047451;0.229123;1.000000;0.000000;1.331443;-6.067200;0.050000;0.020000;2.000000;
411.000000;1.331440;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272365;0.185443;1.024034;1.048557;1.024034;1.048557;0.053629;-0.167354;-0.047453;0.229121;1.000000;0.000000;1.331440;-6.067336;0.050000;0.020000;2.000000;
412.000000;1.331437;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272366;0.185446;1.024043;1.048575;1.024043;1.048575;0.053631;-0.167352;-0.047454;0.229118;1.000000;0.000000;1.331437;-6.067471;0.050000;0.020000;2.000000;
413.000000;1.331434;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272368;0.185448;1.024051;1.048593;1.024051;1.048593;0.053632;-0.167351;-0.047456;0.229116;1.000000;0.000000;1.331434;-6.067606;0.050000;0.020000;2.000000;
414.000000;1.331431;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272370;0.185450;1.024060;1.048611;1.024060;1.048611;0.053634;-0.167349;-0.047458;0.229114;1.000000;0.000000;1.331431;-6.067739;0.050000;0.020000;2.000000;
415.000000;1.331427;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272371;0.185453;1.024068;1.048629;1.024068;1.048629;0.053635;-0.167348;-0.047459;0.229111;1.000000;0.000000;1.331427;-6.067871;0.050000;0.020000;2.000000;
416.000000;1.331424;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272373;0.185455;1.024076;1.048646;1.024076;1.048646;0.053637;-0.167346;-0.047461;0.229109;1.000000;0.000000;1.331424;-6.068002;0.050000;0.020000;2.000000;
417.000000;1.331421;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272374;0.185457;1.024084;1.048663;1.024084;1.048663;0.053639;-0.167344;-0.047462;0.229107;1.000000;0.000000;1.331421;-6.068132;0.050000;0.020000;2.000000;
418.000000;1.331418;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272376;0.185459;1.024093;1.048681;1.024093;1.048681;0.053640;-0.167343;-0.047464;0.229105;1.000000;0.000000;1.331418;-6.068262;0.050000;0.020000;2.000000;
419.000000;1.331415;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272377;0.185461;1.024101;1.048698;1.024101;1.048698;0.053641;-0.167341;-0.047465;0.229103;1.000000;0.000000;1.331415;-6.068390;0.050000;0.020000;2.000000;
420.000000;1.331412;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272379;0.185464;1.024109;1.048715;1.024109;1.048715;0.053643;-0.167340;-0.047467;0.229100;1.000000;0.000000;1.331412;-6.068517;0.050000;0.020000;2.000000;
421.000000;1.331409;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272380;0.185466;1.024117;1.048731;1.024117;1.048731;0.053644;-0.167339;-0.047468;0.229098;1.000000;0.000000;1.331409;-6.068643;0.050000;0.020000;2.000000;
422.000000;1.331407;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272382;0.185468;1.024125;1.048748;1.024125;1.048748;0.053646;-0.167337;-0.047470;0.229096;1.000000;0.000000;1.331407;-6.068768;0.050000;0.020000;2.000000;
423.000000;1.331404;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272383;0.185470;1.024132;1.048765;1.024132;1.048765;0.053647;-0.167336;-0.047471;0.229094;1.000000;0.000000;1.331404;-6.068892;0.050000;0.020000;2.000000;
424.000000;1.331401;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272385;0.185472;1.024140;1.048781;1.024140;1.048781;0.053649;-0.167334;-0.047473;0.229092;1.000000;0.000000;1.331401;-6.069016;0.050000;0.020000;2.000000;
425.000000;1.331398;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272386;0.185474;1.024148;1.048797;1.024148;1.048797;0.053650;-0.167333;-0.047474;0.229090;1.000000;0.000000;1.331398;-6.069138;0.050000;0.020000;2.000000;
426.000000;1.331395;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272388;0.185476;1.024156;1.048814;1.024156;1.048814;0.053651;-0.167331;-0.047476;0.229088;1.000000;0.000000;1.331395;-6.069259;0.050000;0.020000;2.000000;
427.000000;1.331392;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272389;0.185478;1.024163;1.048830;1.024163;1.048830;0.053653;-0.167330;-0.047477;0.229086;1.000000;0.000000;1.331392;-6.069380;0.050000;0.020000;2.000000;
428.000000;1.331389;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272391;0.185480;1.024171;1.048846;1.024171;1.048846;0.053654;-0.167328;-0.047479;0.229084;1.000000;0.000000;1.331389;-6.069499;0.050000;0.020000;2.000000;
429.000000;1.331387;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272392;0.185482;1.024178;1.048861;1.024178;1.048861;0.053656;-0.167327;-0.047480;0.229082;1.000000;0.000000;1.331387;-6.069618;0.050000;0.020000;2.000000;
430.000000;1.331384;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272394;0.185484;1.024186;1.048877;1.024186;1.048877;0.053657;-0.167326;-0.047482;0.229080;1.000000;0.000000;1.331384;-6.069736;0.050000;0.020000;2.000000;
431.000000;1.331381;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272395;0.185486;1.024193;1.048893;1.024193;1.048893;0.053658;-0.167324;-0.047483;0.229078;1.000000;0.000000;1.331381;-6.069852;0.050000;0.020000;2.000000;
432.000000;1.331378;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272396;0.185488;1.024200;1.048908;1.024200;1.048908;0.053660;-0.167323;-0.047484;0.229076;1.000000;0.000000;1.331378;-6.069968;0.050000;0.020000;2.000000;
433.000000;1.331376;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272398;0.185490;1.024208;1.048924;1.024208;1.048924;0.053661;-0.167322;-0.047486;0.229074;1.000000;0.000000;1.331376;-6.070083;0.050000;0.020000;2.000000;
434.000000;1.331373;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272399;0.185492;1.024215;1.048939;1.024215;1.048939;0.053662;-0.167320;-0.047487;0.229072;1.000000;0.000000;1.331373;-6.070197;0.050000;0.020000;2.000000;
435.000000;1.331370;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272400;0.185494;1.024222;1.048954;1.024222;1.048954;0.053664;-0.167319;-0.047488;0.229070;1.000000;0.000000;1.331370;-6.070310;0.050000;0.020000;2.000000;
436.000000;1.331368;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272402;0.185496;1.024229;1.048969;1.024229;1.048969;0.053665;-0.167318;-0.047490;0.229068;1.000000;0.000000;1.331368;-6.070423;0.050000;0.020000;2.000000;
437.000000;1.331365;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272403;0.185498;1.024236;1.048984;1.024236;1.048984;0.053666;-0.167316;-0.047491;0.229066;1.000000;0.000000;1.331365;-6.070534;0.050000;0.020000;2.000000;
438.000000;1.331363;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272404;0.185500;1.024243;1.048999;1.024243;1.048999;0.053667;-0.167315;-0.047492;0.229064;1.000000;0.000000;1.331363;-6.070645;0.050000;0.020000;2.000000;
439.000000;1.331360;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272406;0.185502;1.024250;1.049013;1.024250;1.049013;0.053669;-0.167314;-0.047494;0.229062;1.000000;0.000000;1.331360;-6.070754;0.050000;0.020000;2.000000;
440.000000;1.331357;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272407;0.185504;1.024257;1.049028;1.024257;1.049028;0.053670;-0.167313;-0.047495;0.229060;1.000000;0.000000;1.331357;-6.070863;0.050000;0.020000;2.000000;
441.000000;1.331355;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272408;0.185506;1.024264;1.049042;1.024264;1.049042;0.053671;-0.167311;-0.047496;0.229059;1.000000;0.000000;1.331355;-6.070971;0.050000;0.020000;2.000000;
442.000000;1.331352;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272410;0.185507;1.024271;1.049057;1.024271;1.049057;0.053672;-0.167310;-0.047498;0.229057;1.000000;0.000000;1.331352;-6.071078;0.050000;0.020000;2.000000;
443.000000;1.331350;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272411;0.185509;1.024277;1.049071;1.024277;1.049071;0.053674;-0.167309;-0.047499;0.229055;1.000000;0.000000;1.331350;-6.071185;0.050000;0.020000;2.000000;
444.000000;1.331347;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272412;0.185511;1.024284;1.049085;1.024284;1.049085;0.053675;-0.167307;-0.047500;0.229053;1.000000;0.000000;1.331347;-6.071290;0.050000;0.020000;2.000000;
445.000000;1.331345;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272413;0.185513;1.024291;1.049099;1.024291;1.049099;0.053676;-0.167306;-0.047501;0.229051;1.000000;0.000000;1.331345;-6.071395;0.050000;0.020000;2.000000;
446.000000;1.331343;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272415;0.185515;1.024297;1.049113;1.024297;1.049113;0.053677;-0.167305;-0.047503;0.229049;1.000000;0.000000;1.331343;-6.071499;0.050000;0.020000;2.000000;
447.000000;1.331340;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272416;0.185516;1.024304;1.049127;1.024304;1.049127;0.053678;-0.167304;-0.047504;0.229048;1.000000;0.000000;1.331340;-6.071602;0.050000;0.020000;2.000000;
448.000000;1.331338;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272417;0.185518;1.024310;1.049140;1.024310;1.049140;0.053680;-0.167303;-0.047505;0.229046;1.000000;0.000000;1.331338;-6.071704;0.050000;0.020000;2.000000;
449.000000;1.331335;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272418;0.185520;1.024317;1.049154;1.024317;1.049154;0.053681;-0.167301;-0.047506;0.229044;1.000000;0.000000;1.331335;-6.071806;0.050000;0.020000;2.000000;
450.000000;1.331333;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272420;0.185522;1.024323;1.049167;1.024323;1.049167;0.053682;-0.167300;-0.047508;0.229042;1.000000;0.000000;1.331333;-6.071907;0.050000;0.020000;2.000000;
451.000000;1.331331;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272421;0.185523;1.024329;1.049181;1.024329;1.049181;0.053683;-0.167299;-0.047509;0.229041;1.000000;0.000000;1.331331;-6.072007;0.050000;0.020000;2.000000;
452.000000;1.331328;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272422;0.185525;1.024336;1.049194;1.024336;1.049194;0.053684;-0.167298;-0.047510;0.229039;1.000000;0.000000;1.331328;-6.072106;0.050000;0.020000;2.000000;
453.000000;1.331326;1.000000;0.600000;0.800000;1.000000;0.525088;0.165436;0.272423;0.185527;1.024342;1.049207;1.024342;1.049207;0.053685;-0.167297;-0.047511;0.229037;1.000000;0.000000;1.331326;-6.072204;0.050000;0.020000;2.000000;
