time;WT4A_WT_measurements_PGenNomPu;WT4A_WT_measurements_QGenNomPu;WT4A_WT_measurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;
20.632531;0.493663;-0.209618;1.018325;-0.329792;-0.963443;-0.037753;0.525318;
20.634997;0.493663;-0.209615;1.018326;-0.337246;-0.960861;-0.033680;0.525593;
20.636229;0.493663;-0.209614;1.018326;-0.340965;-0.959547;-0.031642;0.525719;
20.638695;0.493663;-0.209611;1.018327;-0.348388;-0.956878;-0.027566;0.525947;
20.643626;0.493663;-0.209606;1.018329;-0.363171;-0.951368;-0.019410;0.526308;
20.653489;0.493663;-0.209595;1.018332;-0.392471;-0.939663;-0.003086;0.526651;
20.673215;0.493664;-0.209576;1.018337;-0.449914;-0.913558;0.029552;0.525821;
20.683077;0.493664;-0.209567;1.018340;-0.478002;-0.899183;0.045836;0.524647;
20.684310;0.493664;-0.209566;1.018340;-0.481481;-0.897325;0.047869;0.524465;
20.686776;0.493664;-0.209564;1.018340;-0.488418;-0.893569;0.051931;0.524078;
20.688009;0.493664;-0.209563;1.018341;-0.491875;-0.891671;0.053962;0.523872;
20.690475;0.493664;-0.209562;1.018341;-0.498768;-0.887834;0.058019;0.523437;
20.691707;0.493664;-0.209561;1.018341;-0.502203;-0.885896;0.060047;0.523208;
20.694173;0.493664;-0.209559;1.018342;-0.509050;-0.881980;0.064099;0.522726;
20.695406;0.493663;-0.209559;1.018342;-0.512463;-0.880002;0.066124;0.522473;
20.697872;0.493663;-0.209557;1.018343;-0.519264;-0.876006;0.070171;0.521944;
20.699104;0.493663;-0.209556;1.018343;-0.522653;-0.873988;0.072192;0.521668;
20.701570;0.493663;-0.209555;1.018343;-0.529408;-0.869914;0.076233;0.521092;
20.702803;0.493663;-0.209554;1.018344;-0.532773;-0.867857;0.078251;0.520792;
20.703419;0.493663;-0.209553;1.018344;-0.534453;-0.866824;0.079260;0.520640;
20.704652;0.493664;-0.209552;1.018344;-0.537806;-0.864748;0.081276;0.520328;
20.705269;0.493664;-0.209552;1.018344;-0.539480;-0.863705;0.082284;0.520169;
20.706502;0.493664;-0.209551;1.018344;-0.542822;-0.861609;0.084299;0.519846;
20.707118;0.493664;-0.209550;1.018345;-0.544489;-0.860556;0.085306;0.519681;
20.708351;0.493664;-0.209549;1.018345;-0.547818;-0.858441;0.087319;0.519346;
20.708967;0.493664;-0.209548;1.018345;-0.549480;-0.857379;0.088325;0.519176;
20.710200;0.493664;-0.209547;1.018345;-0.552797;-0.855245;0.090337;0.518829;
20.710816;0.493664;-0.209547;1.018346;-0.554452;-0.854173;0.091342;0.518653;
20.712049;0.493664;-0.209546;1.018346;-0.557756;-0.852019;0.093351;0.518295;
20.712666;0.493664;-0.209545;1.018346;-0.559405;-0.850937;0.094355;0.518113;
20.713899;0.493664;-0.209544;1.018346;-0.562697;-0.848765;0.096361;0.517743;
20.714515;0.493664;-0.209544;1.018346;-0.564340;-0.847673;0.097364;0.517555;
20.715748;0.493664;-0.209543;1.018347;-0.567619;-0.845482;0.099369;0.517173;
20.716364;0.493664;-0.209542;1.018347;-0.569255;-0.844381;0.100371;0.516979;
20.717597;0.493664;-0.209541;1.018347;-0.572521;-0.842170;0.102373;0.516586;
20.718214;0.493664;-0.209541;1.018347;-0.574151;-0.841060;0.103374;0.516387;
20.719446;0.493664;-0.209540;1.018348;-0.577405;-0.838830;0.105374;0.515982;
20.720063;0.493664;-0.209539;1.018348;-0.579028;-0.837710;0.106373;0.515776;
20.721296;0.493664;-0.209538;1.018348;-0.582269;-0.835461;0.108370;0.515360;
20.721912;0.493664;-0.209538;1.018348;-0.583885;-0.834332;0.109369;0.515149;
20.723145;0.493664;-0.209537;1.018348;-0.587113;-0.832065;0.111364;0.514721;
20.723761;0.493664;-0.209537;1.018348;-0.588723;-0.830926;0.112361;0.514504;
20.724994;0.493664;-0.209536;1.018349;-0.591937;-0.828640;0.114353;0.514064;
20.725611;0.493664;-0.209536;1.018349;-0.593541;-0.827492;0.115349;0.513841;
20.726843;0.493664;-0.209535;1.018349;-0.596741;-0.825187;0.117338;0.513390;
20.727460;0.493664;-0.209535;1.018349;-0.598338;-0.824030;0.118333;0.513162;
20.728693;0.493664;-0.209534;1.018349;-0.601525;-0.821707;0.120320;0.512699;
20.729309;0.493664;-0.209534;1.018349;-0.603116;-0.820541;0.121313;0.512465;
20.730542;0.493664;-0.209533;1.018350;-0.606289;-0.818199;0.123297;0.511991;
20.731158;0.493664;-0.209532;1.018350;-0.607873;-0.817023;0.124289;0.511751;
20.732391;0.493664;-0.209532;1.018350;-0.611033;-0.814663;0.126271;0.511265;
20.733008;0.493664;-0.209531;1.018350;-0.612609;-0.813478;0.127261;0.511019;
20.734241;0.493664;-0.209531;1.018350;-0.615756;-0.811099;0.129239;0.510522;
20.734857;0.493664;-0.209530;1.018350;-0.617325;-0.809905;0.130228;0.510271;
20.736090;0.493664;-0.209530;1.018350;-0.620458;-0.807509;0.132204;0.509762;
20.736706;0.493664;-0.209529;1.018351;-0.622020;-0.806306;0.133191;0.509505;
20.737939;0.493664;-0.209529;1.018351;-0.625139;-0.803890;0.135164;0.508984;
20.738555;0.493664;-0.209528;1.018351;-0.626694;-0.802678;0.136150;0.508721;
20.739788;0.493664;-0.209528;1.018351;-0.629799;-0.800245;0.138119;0.508190;
20.740405;0.493664;-0.209527;1.018351;-0.631347;-0.799024;0.139104;0.507921;
20.741638;0.493664;-0.209527;1.018351;-0.634437;-0.796573;0.141070;0.507378;
20.742254;0.493664;-0.209526;1.018351;-0.635979;-0.795343;0.142053;0.507104;
20.743487;0.493664;-0.209526;1.018352;-0.639055;-0.792874;0.144016;0.506549;
20.744103;0.493664;-0.209526;1.018352;-0.640589;-0.791635;0.144997;0.506269;
20.745336;0.493664;-0.209525;1.018352;-0.643650;-0.789148;0.146957;0.505703;
20.745953;0.493664;-0.209525;1.018352;-0.645177;-0.787900;0.147937;0.505417;
20.747185;0.493664;-0.209524;1.018352;-0.648224;-0.785396;0.149894;0.504840;
20.747802;0.493664;-0.209524;1.018352;-0.649744;-0.784139;0.150871;0.504549;
20.749035;0.493664;-0.209523;1.018352;-0.652776;-0.781617;0.152825;0.503960;
20.749651;0.493664;-0.209523;1.018352;-0.654289;-0.780351;0.153800;0.503663;
20.750884;0.493664;-0.209522;1.018353;-0.657306;-0.777811;0.155750;0.503063;
20.751500;0.493664;-0.209522;1.018353;-0.658812;-0.776537;0.156725;0.502760;
20.752733;0.493664;-0.209521;1.018353;-0.661814;-0.773980;0.158671;0.502149;
20.753350;0.493664;-0.209521;1.018353;-0.663312;-0.772696;0.159643;0.501841;
20.754582;0.493664;-0.209520;1.018353;-0.666300;-0.770122;0.161586;0.501218;
20.755199;0.493664;-0.209520;1.018353;-0.667790;-0.768830;0.162557;0.500904;
20.756432;0.493664;-0.209520;1.018353;-0.670763;-0.766238;0.164496;0.500270;
20.757048;0.493664;-0.209519;1.018353;-0.672246;-0.764938;0.165465;0.499950;
20.758281;0.493664;-0.209519;1.018354;-0.675203;-0.762328;0.167400;0.499305;
20.758897;0.493664;-0.209518;1.018354;-0.676678;-0.761019;0.168367;0.498980;
20.760130;0.493664;-0.209518;1.018354;-0.679621;-0.758393;0.170299;0.498324;
20.760747;0.493664;-0.209518;1.018354;-0.681088;-0.757075;0.171264;0.497993;
20.761980;0.493664;-0.209517;1.018354;-0.684016;-0.754432;0.173192;0.497325;
20.762596;0.493664;-0.209517;1.018354;-0.685475;-0.753106;0.174155;0.496989;
20.763829;0.493664;-0.209516;1.018354;-0.688387;-0.750445;0.176078;0.496310;
20.764445;0.493664;-0.209516;1.018354;-0.689839;-0.749111;0.177039;0.495968;
20.765678;0.493664;-0.209516;1.018354;-0.692736;-0.746434;0.178959;0.495278;
20.766294;0.493664;-0.209515;1.018355;-0.694180;-0.745091;0.179918;0.494931;
20.767527;0.493664;-0.209515;1.018355;-0.697061;-0.742397;0.181834;0.494230;
20.768144;0.493664;-0.209515;1.018355;-0.698497;-0.741045;0.182791;0.493876;
20.769377;0.493664;-0.209514;1.018355;-0.701362;-0.738335;0.184703;0.493164;
20.769993;0.493664;-0.209514;1.018355;-0.702791;-0.736975;0.185658;0.492805;
20.771226;0.493664;-0.209513;1.018355;-0.705640;-0.734248;0.187565;0.492082;
20.771842;0.493664;-0.209513;1.018355;-0.707060;-0.732880;0.188518;0.491718;
20.773075;0.493664;-0.209513;1.018355;-0.709894;-0.730136;0.190421;0.490984;
20.773692;0.493664;-0.209513;1.018355;-0.711306;-0.728760;0.191372;0.490614;
20.774924;0.493664;-0.209512;1.018355;-0.714124;-0.725999;0.193271;0.489869;
20.775541;0.493664;-0.209512;1.018356;-0.715528;-0.724615;0.194220;0.489493;
20.776774;0.493664;-0.209511;1.018356;-0.718330;-0.721838;0.196114;0.488737;
20.777390;0.493664;-0.209511;1.018356;-0.719726;-0.720446;0.197060;0.488356;
20.778623;0.493664;-0.209511;1.018356;-0.722511;-0.717653;0.198951;0.487589;
20.779239;0.493664;-0.209511;1.018356;-0.723900;-0.716253;0.199895;0.487202;
20.780472;0.493664;-0.209510;1.018356;-0.726669;-0.713444;0.201780;0.486424;
20.781089;0.493664;-0.209510;1.018356;-0.728049;-0.712035;0.202722;0.486032;
20.782321;0.493664;-0.209510;1.018356;-0.730801;-0.709210;0.204603;0.485243;
20.782938;0.493664;-0.209509;1.018356;-0.732173;-0.707794;0.205543;0.484846;
20.784171;0.493664;-0.209509;1.018356;-0.734909;-0.704953;0.207419;0.484046;
20.784787;0.493664;-0.209509;1.018356;-0.736273;-0.703528;0.208357;0.483643;
20.786020;0.493664;-0.209508;1.018357;-0.738993;-0.700671;0.210228;0.482832;
20.786636;0.493664;-0.209508;1.018357;-0.740348;-0.699239;0.211163;0.482424;
20.787869;0.493664;-0.209508;1.018357;-0.743051;-0.696366;0.213030;0.481602;
20.788486;0.493664;-0.209508;1.018357;-0.744398;-0.694926;0.213963;0.481189;
20.789719;0.493664;-0.209507;1.018357;-0.747084;-0.692038;0.215825;0.480356;
20.790335;0.493664;-0.209507;1.018357;-0.748423;-0.690590;0.216755;0.479937;
20.791568;0.493664;-0.209507;1.018357;-0.751092;-0.687686;0.218612;0.479094;
20.792184;0.493664;-0.209507;1.018357;-0.752422;-0.686230;0.219540;0.478669;
20.793417;0.493664;-0.209506;1.018357;-0.755075;-0.683311;0.221392;0.477815;
20.794033;0.493664;-0.209506;1.018357;-0.756397;-0.681847;0.222317;0.477385;
20.795266;0.493664;-0.209506;1.018357;-0.759032;-0.678913;0.224165;0.476520;
20.795883;0.493664;-0.209506;1.018357;-0.760345;-0.677441;0.225087;0.476085;
20.797116;0.493664;-0.209505;1.018357;-0.762963;-0.674491;0.226930;0.475209;
20.797732;0.493664;-0.209505;1.018357;-0.764268;-0.673013;0.227850;0.474769;
20.798965;0.493664;-0.209505;1.018358;-0.766869;-0.670048;0.229687;0.473883;
20.799581;0.493664;-0.209505;1.018358;-0.768165;-0.668561;0.230604;0.473437;
20.800814;0.493664;-0.209504;1.018358;-0.770749;-0.665581;0.232436;0.472540;
20.801431;0.493664;-0.209504;1.018358;-0.772037;-0.664087;0.233351;0.472089;
20.802663;0.493664;-0.209504;1.018358;-0.774603;-0.661092;0.235178;0.471181;
20.803280;0.493664;-0.209504;1.018358;-0.775882;-0.659591;0.236090;0.470725;
20.804513;0.493664;-0.209503;1.018358;-0.778431;-0.656581;0.237912;0.469806;
20.805129;0.493664;-0.209503;1.018358;-0.779701;-0.655072;0.238821;0.469345;
20.806362;0.493664;-0.209503;1.018358;-0.782232;-0.652048;0.240637;0.468416;
20.806978;0.493664;-0.209503;1.018358;-0.783493;-0.650532;0.241544;0.467949;
20.808211;0.493664;-0.209503;1.018358;-0.786007;-0.647492;0.243355;0.467010;
20.808828;0.493664;-0.209503;1.018358;-0.787260;-0.645969;0.244259;0.466537;
20.810060;0.493664;-0.209502;1.018358;-0.789756;-0.642915;0.246064;0.465588;
20.810677;0.493664;-0.209502;1.018358;-0.790999;-0.641384;0.246965;0.465110;
20.811910;0.493664;-0.209502;1.018358;-0.793478;-0.638316;0.248765;0.464150;
20.812526;0.493664;-0.209502;1.018358;-0.794712;-0.636778;0.249663;0.463667;
20.813759;0.493664;-0.209502;1.018359;-0.797173;-0.633695;0.251457;0.462697;
20.814375;0.493664;-0.209501;1.018359;-0.798398;-0.632151;0.252353;0.462209;
20.815608;0.493664;-0.209501;1.018359;-0.800841;-0.629054;0.254142;0.461228;
20.816225;0.493664;-0.209501;1.018359;-0.802057;-0.627502;0.255034;0.460734;
20.817458;0.493664;-0.209501;1.018359;-0.804482;-0.624390;0.256817;0.459743;
20.818074;0.493664;-0.209501;1.018359;-0.805690;-0.622831;0.257707;0.459245;
20.819307;0.493664;-0.209501;1.018359;-0.808096;-0.619706;0.259484;0.458243;
20.819923;0.493664;-0.209500;1.018359;-0.809294;-0.618140;0.260371;0.457739;
20.821156;0.493664;-0.209500;1.018359;-0.811683;-0.615001;0.262142;0.456727;
20.821773;0.493664;-0.209500;1.018359;-0.812872;-0.613428;0.263026;0.456219;
20.823005;0.493664;-0.209500;1.018359;-0.815242;-0.610275;0.264791;0.455196;
20.823622;0.493664;-0.209500;1.018359;-0.816422;-0.608695;0.265672;0.454683;
20.824855;0.493664;-0.209500;1.018359;-0.818774;-0.605529;0.267431;0.453650;
20.825471;0.493664;-0.209500;1.018359;-0.819945;-0.603942;0.268309;0.453131;
20.826704;0.493664;-0.209499;1.018359;-0.822278;-0.600762;0.270062;0.452089;
20.827320;0.493664;-0.209499;1.018359;-0.823440;-0.599168;0.270937;0.451565;
20.828553;0.493664;-0.209499;1.018359;-0.825754;-0.595974;0.272684;0.450512;
20.829170;0.493664;-0.209499;1.018359;-0.826907;-0.594374;0.273556;0.449983;
20.830402;0.493664;-0.209499;1.018359;-0.829203;-0.591167;0.275297;0.448920;
20.831019;0.493664;-0.209499;1.018359;-0.830346;-0.589560;0.276166;0.448386;
20.832252;0.493664;-0.209499;1.018359;-0.832623;-0.586340;0.277901;0.447312;
20.832868;0.493664;-0.209499;1.018359;-0.833757;-0.584726;0.278766;0.446773;
20.834101;0.493664;-0.209498;1.018359;-0.836016;-0.581493;0.280495;0.445690;
20.834717;0.493664;-0.209498;1.018359;-0.837140;-0.579873;0.281357;0.445146;
20.835950;0.493664;-0.209498;1.018359;-0.839380;-0.576626;0.283079;0.444053;
20.836567;0.493664;-0.209498;1.018360;-0.840495;-0.574999;0.283939;0.443504;
20.837799;0.493664;-0.209498;1.018360;-0.842716;-0.571740;0.285654;0.442401;
20.838416;0.493664;-0.209498;1.018360;-0.843821;-0.570107;0.286511;0.441847;
20.839649;0.493664;-0.209498;1.018360;-0.846023;-0.566834;0.288220;0.440733;
20.840265;0.493664;-0.209498;1.018360;-0.847119;-0.565195;0.289073;0.440174;
20.841498;0.493664;-0.209498;1.018360;-0.849302;-0.561910;0.290776;0.439051;
20.842114;0.493664;-0.209498;1.018360;-0.850389;-0.560264;0.291625;0.438487;
20.843347;0.493664;-0.209497;1.018360;-0.852552;-0.556966;0.293321;0.437355;
20.843964;0.493663;-0.209497;1.018360;-0.853629;-0.555314;0.294168;0.436786;
20.845197;0.493663;-0.209497;1.018360;-0.855774;-0.552004;0.295857;0.435643;
20.845813;0.493663;-0.209497;1.018360;-0.856841;-0.550346;0.296701;0.435069;
20.847046;0.493663;-0.209497;1.018360;-0.858966;-0.547023;0.298383;0.433917;
20.847662;0.493663;-0.209497;1.018360;-0.860024;-0.545358;0.299223;0.433338;
20.848895;0.493663;-0.209497;1.018360;-0.862130;-0.542023;0.300899;0.432176;
20.849512;0.493663;-0.209497;1.018360;-0.863178;-0.540353;0.301736;0.431592;
20.850744;0.493663;-0.209497;1.018360;-0.865264;-0.537006;0.303405;0.430420;
20.851361;0.493663;-0.209497;1.018360;-0.866302;-0.535329;0.304238;0.429832;
20.852594;0.493663;-0.209497;1.018360;-0.868369;-0.531970;0.305901;0.428650;
20.853210;0.493663;-0.209497;1.018360;-0.869398;-0.530287;0.306730;0.428057;
20.854443;0.493663;-0.209497;1.018360;-0.871445;-0.526916;0.308386;0.426866;
20.855059;0.493663;-0.209497;1.018360;-0.872464;-0.525227;0.309212;0.426268;
20.856292;0.493663;-0.209497;1.018360;-0.874492;-0.521844;0.310860;0.425067;
20.856909;0.493663;-0.209497;1.018360;-0.875501;-0.520150;0.311683;0.424464;
20.858141;0.493663;-0.209497;1.018360;-0.877509;-0.516755;0.313325;0.423253;
20.858758;0.493663;-0.209497;1.018360;-0.878508;-0.515055;0.314144;0.422646;
20.859991;0.493663;-0.209496;1.018360;-0.880496;-0.511648;0.315778;0.421426;
20.860607;0.493663;-0.209496;1.018360;-0.881485;-0.509942;0.316594;0.420814;
20.861840;0.493663;-0.209496;1.018360;-0.883454;-0.506524;0.318221;0.419584;
20.862456;0.493663;-0.209496;1.018360;-0.884433;-0.504812;0.319033;0.418967;
20.863689;0.493663;-0.209496;1.018360;-0.886381;-0.501383;0.320654;0.417728;
20.864306;0.493663;-0.209496;1.018360;-0.887351;-0.499666;0.321462;0.417107;
20.865538;0.493663;-0.209496;1.018360;-0.889279;-0.496225;0.323075;0.415858;
20.866155;0.493663;-0.209496;1.018360;-0.890239;-0.494502;0.323880;0.415232;
20.867388;0.493663;-0.209496;1.018360;-0.892147;-0.491050;0.325486;0.413974;
20.868004;0.493663;-0.209496;1.018360;-0.893096;-0.489322;0.326287;0.413343;
20.869237;0.493663;-0.209496;1.018360;-0.894985;-0.485859;0.327885;0.412076;
20.869853;0.493663;-0.209496;1.018360;-0.895924;-0.484125;0.328682;0.411441;
20.871086;0.493663;-0.209496;1.018360;-0.897793;-0.480651;0.330274;0.410165;
20.871703;0.493663;-0.209496;1.018360;-0.898722;-0.478912;0.331067;0.409524;
20.872936;0.493663;-0.209496;1.018360;-0.900570;-0.475427;0.332651;0.408239;
20.873552;0.493663;-0.209496;1.018360;-0.901489;-0.473683;0.333441;0.407594;
20.874785;0.493663;-0.209496;1.018360;-0.903317;-0.470187;0.335017;0.406299;
20.875401;0.493663;-0.209496;1.018360;-0.904225;-0.468437;0.335803;0.405650;
20.876634;0.493663;-0.209496;1.018360;-0.906033;-0.464932;0.337372;0.404346;
20.877251;0.493663;-0.209496;1.018360;-0.906932;-0.463176;0.338154;0.403692;
20.878483;0.493663;-0.209496;1.018360;-0.908719;-0.459660;0.339715;0.402380;
20.879100;0.493663;-0.209496;1.018360;-0.909607;-0.457899;0.340494;0.401721;
20.880333;0.493663;-0.209496;1.018360;-0.911374;-0.454373;0.342047;0.400399;
20.880949;0.493663;-0.209496;1.018360;-0.912252;-0.452607;0.342822;0.399736;
20.882182;0.493663;-0.209497;1.018360;-0.913998;-0.449071;0.344367;0.398405;
20.882798;0.493663;-0.209497;1.018360;-0.914866;-0.447300;0.345138;0.397738;
20.884031;0.493663;-0.209497;1.018360;-0.916592;-0.443753;0.346676;0.396398;
20.884648;0.493663;-0.209497;1.018360;-0.917449;-0.441977;0.347443;0.395726;
20.885880;0.493663;-0.209497;1.018360;-0.919154;-0.438420;0.348973;0.394377;
20.886497;0.493663;-0.209497;1.018360;-0.920002;-0.436640;0.349736;0.393701;
20.887730;0.493663;-0.209497;1.018360;-0.921686;-0.433073;0.351258;0.392343;
20.888346;0.493663;-0.209497;1.018360;-0.922523;-0.431287;0.352017;0.391662;
20.889579;0.493663;-0.209497;1.018360;-0.924186;-0.427711;0.353532;0.390296;
20.890195;0.493663;-0.209497;1.018360;-0.925013;-0.425921;0.354287;0.389611;
20.891428;0.493663;-0.209497;1.018360;-0.926655;-0.422335;0.355793;0.388236;
20.892045;0.493663;-0.209497;1.018360;-0.927471;-0.420539;0.356544;0.387546;
20.893277;0.493663;-0.209497;1.018360;-0.929093;-0.416944;0.358043;0.386162;
20.893894;0.493663;-0.209497;1.018360;-0.929899;-0.415144;0.358790;0.385468;
20.895127;0.493663;-0.209497;1.018360;-0.931500;-0.411539;0.360280;0.384076;
20.895743;0.493663;-0.209497;1.018360;-0.932295;-0.409735;0.361023;0.383377;
20.896976;0.493663;-0.209497;1.018360;-0.933875;-0.406121;0.362505;0.381976;
20.897592;0.493663;-0.209497;1.018360;-0.934660;-0.404312;0.363244;0.381274;
20.898825;0.493663;-0.209497;1.018360;-0.936219;-0.400688;0.364718;0.379864;
20.899442;0.493663;-0.209497;1.018360;-0.936993;-0.398875;0.365453;0.379157;
20.900675;0.493663;-0.209498;1.018360;-0.938531;-0.395243;0.366919;0.377739;
20.901291;0.493663;-0.209498;1.018360;-0.939294;-0.393424;0.367650;0.377028;
20.902524;0.493663;-0.209498;1.018360;-0.940811;-0.389783;0.369107;0.375601;
20.903140;0.493663;-0.209498;1.018360;-0.941564;-0.387961;0.369834;0.374886;
20.904373;0.493663;-0.209498;1.018360;-0.943059;-0.384311;0.371283;0.373450;
20.904990;0.493663;-0.209498;1.018360;-0.943802;-0.382484;0.372005;0.372731;
20.906222;0.493663;-0.209498;1.018360;-0.945276;-0.378826;0.373446;0.371287;
20.906839;0.493663;-0.209498;1.018360;-0.946008;-0.376995;0.374164;0.370564;
20.908072;0.493663;-0.209498;1.018359;-0.947461;-0.373328;0.375597;0.369112;
20.908688;0.493663;-0.209498;1.018359;-0.948182;-0.371492;0.376311;0.368384;
20.909921;0.493663;-0.209498;1.018359;-0.949614;-0.367817;0.377735;0.366924;
20.910537;0.493663;-0.209499;1.018359;-0.950324;-0.365977;0.378445;0.366191;
20.911770;0.493663;-0.209499;1.018359;-0.951735;-0.362294;0.379860;0.364723;
20.912387;0.493663;-0.209499;1.018359;-0.952434;-0.360450;0.380566;0.363987;
20.913619;0.493663;-0.209499;1.018359;-0.953823;-0.356759;0.381972;0.362510;
20.914236;0.493663;-0.209499;1.018359;-0.954512;-0.354911;0.382674;0.361770;
20.915469;0.493663;-0.209499;1.018359;-0.955880;-0.351211;0.384072;0.360285;
20.916085;0.493663;-0.209499;1.018359;-0.956558;-0.349359;0.384769;0.359541;
20.917318;0.493663;-0.209499;1.018359;-0.957904;-0.345652;0.386159;0.358048;
20.917934;0.493663;-0.209499;1.018359;-0.958572;-0.343796;0.386851;0.357300;
20.919167;0.493663;-0.209500;1.018359;-0.959896;-0.340081;0.388232;0.355799;
20.919784;0.493663;-0.209500;1.018359;-0.960553;-0.338222;0.388920;0.355046;
20.921016;0.493663;-0.209500;1.018359;-0.961855;-0.334499;0.390292;0.353538;
20.921633;0.493663;-0.209500;1.018359;-0.962501;-0.332635;0.390976;0.352781;
20.922866;0.493663;-0.209500;1.018359;-0.963782;-0.328905;0.392340;0.351264;
20.923482;0.493663;-0.209500;1.018359;-0.964417;-0.327038;0.393019;0.350504;
20.924715;0.493663;-0.209500;1.018359;-0.965677;-0.323300;0.394374;0.348979;
20.925331;0.493663;-0.209500;1.018359;-0.966301;-0.321430;0.395049;0.348215;
20.926564;0.493663;-0.209501;1.018359;-0.967539;-0.317685;0.396394;0.346683;
20.927181;0.493663;-0.209501;1.018359;-0.968152;-0.315810;0.397065;0.345914;
20.928414;0.493663;-0.209501;1.018359;-0.969368;-0.312058;0.398402;0.344374;
20.929030;0.493663;-0.209501;1.018359;-0.969970;-0.310180;0.399068;0.343602;
20.930263;0.493663;-0.209501;1.018359;-0.971164;-0.306421;0.400396;0.342054;
20.930879;0.493663;-0.209501;1.018359;-0.971756;-0.304540;0.401057;0.341278;
20.932112;0.493663;-0.209501;1.018359;-0.972928;-0.300774;0.402376;0.339722;
20.932729;0.493663;-0.209501;1.018359;-0.973509;-0.298889;0.403033;0.338943;
20.933961;0.493663;-0.209502;1.018359;-0.974659;-0.295117;0.404343;0.337379;
20.934578;0.493663;-0.209502;1.018358;-0.975229;-0.293229;0.404995;0.336596;
20.935811;0.493663;-0.209502;1.018358;-0.976357;-0.289449;0.406296;0.335025;
20.936427;0.493663;-0.209502;1.018358;-0.976916;-0.287558;0.406944;0.334238;
20.937660;0.493663;-0.209502;1.018358;-0.978022;-0.283772;0.408235;0.332659;
20.938276;0.493663;-0.209502;1.018358;-0.978570;-0.281877;0.408879;0.331868;
20.939509;0.493663;-0.209503;1.018358;-0.979654;-0.278085;0.410161;0.330282;
20.940126;0.493663;-0.209503;1.018358;-0.980191;-0.276188;0.410800;0.329487;
20.941358;0.493663;-0.209503;1.018358;-0.981253;-0.272389;0.412073;0.327894;
20.941975;0.493663;-0.209503;1.018358;-0.981779;-0.270488;0.412707;0.327096;
20.943208;0.493663;-0.209503;1.018358;-0.982819;-0.266684;0.413971;0.325495;
20.943824;0.493663;-0.209503;1.018358;-0.983333;-0.264780;0.414600;0.324693;
20.945057;0.493663;-0.209504;1.018358;-0.984351;-0.260970;0.415855;0.323085;
20.945673;0.493663;-0.209504;1.018358;-0.984855;-0.259063;0.416480;0.322279;
20.946906;0.493663;-0.209504;1.018358;-0.985851;-0.255246;0.417725;0.320664;
20.947523;0.493662;-0.209504;1.018358;-0.986343;-0.253337;0.418345;0.319854;
20.948755;0.493662;-0.209504;1.018358;-0.987317;-0.249515;0.419580;0.318232;
20.949372;0.493662;-0.209504;1.018358;-0.987798;-0.247602;0.420196;0.317419;
20.950605;0.493662;-0.209505;1.018358;-0.988750;-0.243775;0.421422;0.315789;
20.951221;0.493662;-0.209505;1.018358;-0.989220;-0.241859;0.422033;0.314973;
20.952454;0.493662;-0.209505;1.018358;-0.990149;-0.238026;0.423250;0.313336;
20.953070;0.493662;-0.209505;1.018358;-0.990608;-0.236108;0.423856;0.312516;
20.954303;0.493662;-0.209505;1.018357;-0.991515;-0.232270;0.425063;0.310872;
20.954920;0.493662;-0.209505;1.018357;-0.991963;-0.230349;0.425664;0.310049;
20.956153;0.493662;-0.209506;1.018357;-0.992848;-0.226506;0.426862;0.308398;
20.956769;0.493662;-0.209506;1.018357;-0.993285;-0.224582;0.427458;0.307571;
20.958002;0.493662;-0.209506;1.018357;-0.994147;-0.220734;0.428646;0.305913;
20.958618;0.493662;-0.209506;1.018357;-0.994573;-0.218808;0.429238;0.305083;
20.959851;0.493662;-0.209506;1.018357;-0.995412;-0.214954;0.430416;0.303418;
20.960468;0.493662;-0.209507;1.018357;-0.995827;-0.213026;0.431003;0.302584;
20.961700;0.493662;-0.209507;1.018357;-0.996644;-0.209168;0.432171;0.300913;
20.962317;0.493662;-0.209507;1.018357;-0.997047;-0.207237;0.432753;0.300075;
20.963550;0.493662;-0.209507;1.018357;-0.997843;-0.203374;0.433912;0.298397;
20.964166;0.493662;-0.209507;1.018357;-0.998235;-0.201441;0.434489;0.297557;
20.965399;0.493662;-0.209508;1.018357;-0.999007;-0.197574;0.435638;0.295872;
20.966015;0.493662;-0.209508;1.018357;-0.999388;-0.195639;0.436210;0.295028;
20.967248;0.493662;-0.209508;1.018357;-1.000138;-0.191766;0.437350;0.293336;
20.967865;0.493662;-0.209508;1.018357;-1.000507;-0.189829;0.437917;0.292489;
20.969097;0.493662;-0.209508;1.018357;-1.001235;-0.185953;0.439047;0.290791;
20.969714;0.493662;-0.209509;1.018357;-1.001593;-0.184013;0.439609;0.289941;
20.970947;0.493662;-0.209509;1.018356;-1.002298;-0.180133;0.440729;0.288236;
20.971563;0.493662;-0.209509;1.018356;-1.002645;-0.178191;0.441286;0.287382;
20.972796;0.493662;-0.209509;1.018356;-1.003328;-0.174307;0.442396;0.285671;
20.973412;0.493662;-0.209509;1.018356;-1.003663;-0.172363;0.442948;0.284814;
20.974645;0.493662;-0.209510;1.018356;-1.004323;-0.168475;0.444048;0.283097;
20.975262;0.493662;-0.209510;1.018356;-1.004648;-0.166530;0.444595;0.282236;
20.976495;0.493662;-0.209510;1.018356;-1.005285;-0.162637;0.445685;0.280513;
