time;IEEE_5bus_test_IEEE_5bus_GridFeeding2_CurrentControl_Vs;IEEE_5bus_test_IEEE_5bus_GridFeeding2_CurrentControl_Ws;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i1;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i2;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_i3;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v1;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v2;IEEE_5bus_test_IEEE_5bus_GridFeeding2_p_v3;
0.551047;207340;314.336;265.11;183.429;-448.539;-78596.4;18352.3;60244.1;
0.551139;207340;314.319;254.495;195.213;-449.708;-77871.8;16040.7;61831.1;
0.55123;207340;314.301;243.669;206.834;-450.504;-77082.7;13715.7;63367;
0.551413;207340;314.259;221.437;229.538;-450.974;-75314.3;9034.44;66279.9;
0.551596;207340;314.218;198.477;251.473;-449.95;-73296.6;4322.78;68973.9;
0.55178;207340;314.178;174.864;272.572;-447.436;-71036.4;-403.778;71440.1;
0.551963;207340;314.141;150.677;292.765;-443.442;-68540.9;-5129.66;73670.6;
0.552146;207340;314.106;125.994;311.986;-437.98;-65818.6;-9839.16;75657.7;
0.552329;207340;314.071;100.897;330.171;-431.068;-62878.3;-14516.5;77394.9;
0.552433;207340;314.055;86.5631;339.969;-426.532;-61124.6;-17139.1;78263.8;
0.552536;207340;314.039;72.1378;349.407;-421.545;-59306.4;-19743.6;79050;
0.552639;207340;314.023;57.6374;358.476;-416.113;-57425.7;-22327.1;79752.8;
0.55273;207340;314.008;44.8254;366.143;-410.969;-55720.3;-24581.4;80301.7;
0.552822;207340;313.993;31.9778;373.511;-405.489;-53969.3;-26815.7;80785;
0.552913;207340;313.978;19.1052;380.572;-399.677;-52174.3;-29028;81202.3;
0.553004;207340;313.962;6.21825;387.321;-393.54;-50336.6;-31216.6;81553.2;
0.553095;207340;313.946;-6.67252;393.753;-387.08;-48457.8;-33379.7;81837.5;
0.553186;207340;313.931;-19.5565;399.862;-380.305;-46539.3;-35515.6;82054.9;
0.553277;207340;313.915;-32.4232;405.643;-373.22;-44582.8;-37622.5;82205.3;
0.553368;207340;313.899;-45.262;411.092;-365.83;-42589.9;-39698.6;82288.5;
0.553459;207340;313.884;-58.0624;416.204;-358.142;-40562.1;-41742.4;82304.5;
0.55355;207340;313.868;-70.8141;420.976;-350.162;-38501.2;-43752.2;82253.3;
0.553641;207340;313.853;-83.5065;425.403;-341.896;-36408.7;-45726.2;82134.9;
0.553732;207340;313.838;-96.1293;429.482;-333.352;-34286.5;-47662.9;81949.5;
0.553823;207340;313.823;-108.672;433.209;-324.537;-32136.3;-49560.8;81697;
0.553914;207340;313.809;-121.125;436.582;-315.457;-29959.7;-51418.2;81377.9;
0.554005;207340;313.795;-133.477;439.598;-306.121;-27758.7;-53233.6;80992.3;
0.554096;207340;313.781;-145.72;442.255;-296.535;-25534.9;-55005.6;80540.5;
0.554187;207340;313.767;-157.842;444.55;-286.708;-23290.3;-56732.7;80023;
0.554278;207340;313.754;-169.833;446.482;-276.648;-21026.6;-58413.5;79440.1;
0.554369;207340;313.741;-181.685;448.049;-266.364;-18745.7;-60046.6;78792.3;
0.55446;207340;313.729;-193.388;449.25;-255.863;-16449.4;-61630.7;78080.1;
0.554551;207340;313.717;-204.931;450.084;-245.153;-14139.7;-63164.4;77304.1;
0.554642;207340;313.705;-216.304;450.55;-234.247;-11818.7;-64646.7;76465.3;
0.554733;207340;313.694;-227.503;450.654;-223.151;-9487.23;-66076.7;75563.9;
0.554824;207340;313.682;-238.52;450.384;-211.864;-7147.81;-67451.6;74599.4;
0.554915;207340;313.672;-249.321;449.729;-200.408;-4805.79;-68769.7;73575.4;
0.555007;207340;313.662;-259.901;448.74;-188.839;-2459.56;-70038;72497.6;
0.555098;207340;313.652;-270.382;447.47;-177.088;-94.7587;-71256.1;71350.8;
0.555189;207340;313.642;-280.707;445.631;-164.924;2265.15;-72380;70114.9;
0.55528;207340;313.633;-290.133;442.967;-152.834;4530.67;-73409.9;68879.2;
0.555354;207340;313.476;-297.918;440.84;-142.923;6479.71;-74298;67818.3;
0.555421;207340;313.569;-304.885;438.831;-133.945;8218.99;-75044.4;66825.4;
0.555488;207340;313.588;-311.749;436.661;-124.911;9940.25;-75742.5;65802.2;
0.555555;207340;313.587;-318.486;434.309;-115.823;11653.2;-76403;64749.9;
0.555622;207340;313.585;-325.086;431.769;-106.683;13360.8;-77029.8;63669.1;
0.555688;207340;313.583;-331.544;429.04;-97.4965;15062.7;-77622.9;62560.2;
0.555755;207340;313.582;-337.856;426.123;-88.2665;16757.9;-78181.6;61423.7;
0.555822;207340;313.58;-344.02;423.017;-78.9973;18445.7;-78705.7;60260.1;
0.555889;207340;313.579;-350.032;419.725;-69.693;20125.2;-79195;59069.8;
0.555956;207340;313.577;-355.89;416.248;-60.3575;21795.8;-79649.2;57853.5;
0.55609;207340;313.57;-367.132;408.747;-41.6151;25106.6;-80451.7;55345.1;
0.556223;207340;313.564;-377.726;400.526;-22.7997;28373;-81112.1;52739.1;
0.556357;207340;313.559;-387.656;391.6;-3.94324;31589.3;-81629.3;50040;
0.556478;207340;313.556;-396.011;382.975;13.0369;34436.6;-81971.7;47535.1;
0.55655;207340;313.556;-400.755;377.536;23.2183;36121.5;-82121;45999.5;
0.556622;207340;313.556;-405.292;371.904;33.3885;37787.6;-82227.9;44440.3;
0.556694;207340;313.556;-409.622;366.08;43.5421;39434.3;-82292.6;42858.3;
0.556766;207340;313.556;-413.742;360.068;53.6737;41060.7;-82315;41254.3;
0.556911;207340;313.554;-421.34;347.496;73.8431;44248.6;-82232.8;37984.2;
0.557055;207340;313.553;-428.072;334.212;93.8602;47345.4;-81981.4;34636.1;
0.5572;207340;313.553;-433.927;320.242;113.686;50344.8;-81561.6;31216.8;
0.557344;207340;313.555;-438.892;305.613;133.279;53240.6;-80974.1;27733.4;
0.55747;207340;313.56;-442.471;292.41;150.062;55664.8;-80329.3;24664.6;
0.557595;207340;313.565;-445.368;278.753;166.615;58002.7;-79560.3;21557.6;
0.557708;207340;313.571;-447.387;266.092;181.295;60030.2;-78762.8;18732.7;
0.55782;207340;313.578;-448.847;253.097;195.75;61982.3;-77866.6;15884.4;
0.557933;207340;313.585;-449.744;239.784;209.961;63856.5;-76872.8;13016.3;
0.558046;207340;313.593;-450.08;226.17;223.909;65650.6;-75782.6;10132;
0.558159;207340;313.601;-449.851;212.273;237.579;67362.2;-74597.4;7235.22;
0.558272;207340;313.61;-449.06;198.109;250.952;68989.3;-73318.7;4329.45;
0.558384;207340;313.62;-447.707;183.696;264.011;70529.7;-71948.1;1418.38;
0.558497;207340;313.63;-445.794;169.053;276.741;71981.7;-70487.3;-1494.33;
0.55861;207340;313.64;-443.322;154.197;289.125;73343.2;-68938.2;-4405.02;
0.558723;207340;313.652;-440.295;139.147;301.149;74612.7;-67302.6;-7310.06;
0.558835;207340;313.664;-436.718;123.922;312.796;75788.5;-65582.7;-10205.8;
0.558948;207340;313.676;-432.593;108.541;324.052;76869.2;-63780.6;-13088.6;
0.55905;207340;313.688;-428.417;94.5795;333.838;77759.4;-62090.3;-15669.1;
0.559151;207340;313.7;-423.807;80.5213;343.286;78570.5;-60336.9;-18233.6;
0.559253;207340;313.713;-418.767;66.3806;352.386;79301.7;-58522.2;-20779.4;
0.559354;207340;313.726;-413.302;52.1718;361.13;79952.2;-56648.2;-23304;
0.559456;207340;313.74;-407.417;37.9091;369.508;80521.4;-54716.7;-25804.8;
0.559557;207340;313.754;-401.119;23.607;377.512;81008.8;-52729.6;-28279.2;
0.559659;207340;313.768;-394.413;9.28005;385.133;81413.8;-50689;-30724.7;
0.55976;207340;313.783;-387.307;-5.05726;392.365;81735.9;-48597;-33138.9;
0.559852;207340;313.797;-380.575;-17.9583;398.533;81954.9;-46672;-35282.9;
0.559943;207340;313.811;-373.53;-30.8455;404.375;82106.3;-44708.5;-37397.7;
0.560034;207340;313.825;-366.177;-43.7083;409.885;82190;-42708.4;-39481.6;
0.560126;207340;313.84;-358.522;-56.5359;415.058;82206.1;-40673.1;-41533;
0.560217;207340;313.855;-350.573;-69.3178;419.891;82154.4;-38604.5;-43549.9;
0.560308;207340;313.87;-342.335;-82.0436;424.378;82035.1;-36504.1;-45531;
0.5604;207340;313.885;-333.815;-94.7028;428.517;81848.2;-34373.8;-47474.4;
0.560491;207340;313.9;-325.019;-107.285;432.304;81593.8;-32215.2;-49378.6;
0.560582;207340;313.916;-315.956;-119.78;435.736;81272.3;-30030.2;-51242.1;
0.560674;207340;313.931;-306.633;-132.177;438.81;80883.8;-27820.5;-53063.3;
0.560765;207340;313.947;-297.057;-144.466;441.523;80428.7;-25588.1;-54840.7;
0.560856;207340;313.964;-287.236;-156.638;443.874;79907.3;-23334.6;-56572.8;
0.561039;207340;313.99;-266.902;-180.574;447.476;78667.9;-18773.2;-59894.7;
0.561204;207340;314.016;-247.847;-201.615;449.462;77330.7;-14614.6;-62716;
0.561368;207340;314.044;-228.13;-222.121;450.251;75787;-10417.1;-65369.9;
0.561532;207340;314.074;-207.801;-242.04;449.841;74041.2;-6191.95;-67849.2;
0.561697;207340;314.104;-186.916;-261.318;448.234;72097.7;-1950.44;-70147.3;
0.561861;207340;314.135;-165.529;-279.902;445.432;69961.8;2296.06;-72257.9;
0.562026;207340;314.167;-143.697;-297.745;441.442;67639.3;6536.19;-74175.5;
0.56219;207340;314.198;-121.478;-314.797;436.275;65136.2;10758.6;-75894.8;
0.562325;207340;314.226;-103.013;-328.156;431.17;62954.2;14199.2;-77153.3;
0.5624;207340;314.243;-92.597;-335.378;427.975;61683.9;16113.2;-77797.1;
0.562476;207340;314.26;-82.1275;-342.412;424.539;60379.2;18018;-78397.1;
0.562551;207340;314.276;-71.6109;-349.254;420.865;59040.6;19912.5;-78953;
0.562627;207340;314.291;-61.0533;-355.901;416.954;57668.9;21795.7;-79464.5;
0.562777;207340;314.318;-39.8466;-368.588;408.434;54829.8;25523.3;-80353;
0.562913;207340;314.341;-20.6805;-379.3;399.981;52169.1;28829.2;-80998.4;
0.563035;207340;314.363;-3.39429;-388.354;391.749;49693.3;31759.9;-81453.2;
0.563145;207340;314.383;12.1715;-396.016;383.844;47402.2;34357.6;-81759.9;
0.563239;207340;314.401;25.4945;-402.203;376.708;45394.9;36550;-81944.9;
0.563333;207340;314.418;38.7966;-408.038;369.242;43348;38710.2;-82058.1;
0.563428;207340;314.434;52.0662;-413.517;361.451;41263.1;40836.4;-82099.5;
0.563522;207340;314.45;65.2915;-418.634;353.342;39142.2;42926.7;-82068.9;
0.563616;207340;314.466;78.4607;-423.384;344.923;36987.1;44979.4;-81966.4;
0.56371;207340;314.481;91.5622;-427.763;336.201;34799.6;46992.6;-81792.1;
0.563763;207340;314.49;98.8657;-430.053;331.187;33561.2;48102;-81663.2;
0.563815;207340;314.499;106.142;-432.224;326.081;32313.6;49198.3;-81511.9;
0.563921;207340;314.515;120.605;-436.209;315.604;29792.6;51349.6;-81142.1;
0.564026;207340;314.53;134.935;-439.714;304.779;27238.9;53444.4;-80683.3;
0.564132;207340;314.545;149.118;-442.736;293.617;24655.3;55480.4;-80135.7;
0.564237;207340;314.559;163.139;-445.271;282.132;22044.7;57455.5;-79500.1;
0.564343;207340;314.574;176.981;-447.317;270.336;19409.8;59367.4;-78777.2;
0.564553;207340;314.592;204.051;-449.93;245.878;14080.9;62992.3;-77073.2;
0.564743;207340;314.61;227.655;-450.591;222.936;9230.82;66018.9;-75249.7;
0.564933;207340;314.629;250.453;-449.649;199.196;4347.62;68810.8;-73158.4;
0.565123;207340;314.648;272.364;-447.105;174.742;-551.222;71357.9;-70806.7;
0.565313;207340;314.666;293.309;-442.969;149.66;-5448.22;73651.2;-68203;
0.565483;207340;314.683;311.275;-437.896;126.621;-9839.86;75491.5;-65651.6;
0.565593;207340;314.697;322.365;-433.961;111.596;-12650.8;76560.6;-63909.8;
0.565703;207340;314.709;333.072;-429.508;96.4356;-15446.4;77538.4;-62091.9;
0.565802;207340;314.719;342.37;-425.06;82.6898;-17946.8;78339.2;-60392.5;
0.565901;207340;314.727;351.337;-420.199;68.8625;-20429.7;79064.4;-58634.7;
0.566;207340;314.734;359.963;-414.931;54.9683;-22892.7;79713.1;-56820.3;
0.566099;207340;314.74;368.241;-409.261;41.02;-25333.6;80284.7;-54951.1;
0.566197;207340;314.745;376.163;-403.194;27.0311;-27749.9;80778.8;-53028.8;
0.566296;207340;314.75;383.721;-396.736;13.0153;-30139.4;81194.8;-51055.3;
0.566395;207340;314.754;390.907;-389.893;-1.01388;-32499.8;81532.3;-49032.5;
0.566465;207340;314.757;395.744;-384.844;-10.9004;-34144.2;81722.9;-47578.7;
0.566534;207340;314.759;400.391;-379.609;-20.7823;-35772.3;81874.3;-46102;
0.566604;207340;314.76;404.845;-374.192;-30.6536;-37383.2;81986.4;-44603.3;
0.566674;207340;314.763;409.105;-368.594;-40.5113;-38976.1;82059.2;-43083.2;
0.566813;207340;314.762;417.03;-356.872;-60.1583;-42104.6;82086.8;-39982.1;
0.566938;207340;314.761;423.477;-345.734;-77.7435;-44851.7;81977;-37125.3;
0.567064;207340;314.759;429.265;-334.056;-95.2085;-47529.2;81739.9;-34210.7;
0.567189;207340;314.757;434.384;-321.858;-112.526;-50133;81375.8;-31242.9;
0.567315;207340;314.754;438.826;-309.157;-129.669;-52659;80885.4;-28226.4;
0.56744;207340;314.75;442.585;-295.974;-146.61;-55103.4;80269.3;-25166;
0.567553;207340;314.746;445.379;-283.714;-161.665;-57230.4;79608.3;-22377.8;
0.567666;207340;314.742;447.61;-271.094;-176.516;-59285.5;78847;-19561.5;
0.567778;207340;314.737;449.277;-258.132;-191.144;-61266.1;77986.6;-16720.5;
0.567891;207340;314.731;450.376;-244.844;-205.532;-63169.8;77028.1;-13858.3;
0.568004;207340;314.724;450.907;-231.247;-219.66;-64994;75972.6;-10978.7;
0.568117;207340;314.717;450.869;-217.358;-233.512;-66736.5;74821.6;-8085.14;
0.56823;207340;314.709;450.262;-203.194;-247.068;-68395.2;73576.5;-5181.32;
0.568343;207340;314.7;449.086;-188.773;-260.313;-69967.9;72238.8;-2270.89;
0.568455;207340;314.691;447.344;-174.115;-273.229;-71452.7;70810.2;642.503;
0.568568;207340;314.681;445.037;-159.236;-285.8;-72847.8;69292.6;3555.21;
0.568681;207340;314.67;442.168;-144.157;-298.011;-74151.3;67687.7;6463.56;
0.568794;207340;314.658;438.742;-128.897;-309.845;-75361.6;65997.7;9363.89;
0.568907;207340;314.646;434.761;-113.474;-321.288;-76477.2;64224.7;12252.6;
0.56902;207340;314.634;430.233;-97.9076;-332.325;-77496.8;62370.8;15126;
0.569132;207340;314.621;425.161;-82.2185;-342.943;-78419;60438.5;17980.5;
0.569212;207340;314.61;421.24;-71.0295;-350.211;-79013.3;59022.1;19991.2;
0.569292;207340;314.601;417.052;-59.7954;-357.257;-79557.7;57568.4;21989.3;
0.569372;207340;314.591;412.599;-48.5236;-364.076;-80051.8;56078.3;23973.5;
0.569452;207340;314.581;407.885;-37.2213;-370.664;-80495.3;54552.8;25942.5;
0.569532;207340;314.571;402.912;-25.8957;-377.016;-80888;52992.7;27895.3;
0.569612;207340;314.56;397.684;-14.5541;-383.13;-81229.6;51399.1;29830.4;
0.569692;207340;314.549;392.204;-3.20375;-389;-81519.9;49773;31746.8;
0.569772;207340;314.537;386.475;8.14824;-394.623;-81758.7;48115.5;33643.2;
0.569852;207340;314.525;380.501;19.4946;-399.996;-81945.8;46427.4;35518.4;
0.569932;207340;314.513;374.287;30.8281;-405.115;-82081.2;44710;37371.2;
0.570012;207340;314.501;367.835;42.1416;-409.977;-82164.8;42964.4;39200.4;
0.570092;207340;314.489;361.151;53.4278;-414.579;-82196.4;41191.5;41005;
0.570172;207340;314.476;354.238;64.6796;-418.918;-82176.2;39392.5;42783.7;
0.570252;207340;314.463;347.101;75.8899;-422.991;-82104;37568.6;44535.4;
0.570332;207340;314.45;339.745;87.0515;-426.796;-81980.1;35720.9;46259.1;
0.570412;207340;314.436;332.173;98.1574;-430.331;-81804.3;33850.6;47953.7;
0.570492;207340;314.423;324.392;109.2;-433.592;-81576.9;31958.9;49618;
0.570572;207340;314.409;316.405;120.174;-436.579;-81297.9;30046.9;51251;
0.570652;207340;314.396;308.219;131.07;-439.289;-80967.7;28115.9;52851.8;
0.570812;207340;314.363;291.274;152.597;-443.871;-80154.1;24202.4;55951.7;
0.570872;207340;314.353;284.786;160.501;-445.288;-79800;22731.8;57068.3;
0.570931;207340;314.344;278.199;168.35;-446.549;-79418.1;21253.2;58165;
0.570991;207340;314.334;271.514;176.14;-447.654;-79008.6;19767.2;59241.4;
0.57111;207340;314.311;257.867;191.528;-449.395;-78107.1;16775.4;61331.7;
0.571229;207340;314.289;243.861;206.645;-450.507;-77096.6;13760;63336.6;
0.571347;207340;314.266;229.517;221.473;-450.989;-75978.6;10725.3;65253.3;
0.571466;207340;314.244;214.853;235.989;-450.842;-74754.7;7675.52;67079.2;
0.571585;207340;314.221;199.891;250.174;-450.065;-73426.5;4614.81;68811.7;
0.571704;207340;314.199;184.651;264.008;-448.659;-71995.9;1547.49;70448.4;
0.571823;207340;314.177;169.155;277.473;-446.627;-70464.9;-1522.15;71987.1;
0.571942;207340;314.155;153.424;290.548;-443.972;-68835.6;-4589.83;73425.5;
0.572061;207340;314.133;137.481;303.217;-440.698;-67110.3;-7651.27;74761.6;
0.57218;207340;314.111;121.348;315.461;-436.809;-65291.4;-10702.2;75993.6;
0.572299;207340;314.09;105.047;327.264;-432.31;-63381.5;-13738.4;77119.8;
0.57238;207340;314.075;93.7799;335.096;-428.876;-62020.1;-15810.2;77830.4;
0.572462;207340;314.061;82.4518;342.709;-425.161;-60618.1;-17871.7;78489.9;
0.572543;207340;314.047;71.0705;350.096;-421.166;-59176.3;-19921.6;79097.9;
0.572625;207340;314.033;59.6434;357.252;-416.896;-57695.7;-21958.4;79654.1;
0.572706;207340;314.019;48.1782;364.174;-412.352;-56177.3;-23980.8;80158.1;
0.572788;207340;314.005;36.6823;370.856;-407.538;-54622;-25987.5;80609.6;
0.572869;207340;313.991;25.1633;377.294;-402.457;-53030.9;-27977.3;81008.2;
0.572951;207340;313.976;13.6289;383.484;-397.113;-51405;-29948.8;81353.8;
0.573032;207340;313.962;2.08651;389.422;-391.508;-49745.4;-31900.6;81646;
0.573114;207340;313.948;-9.45619;395.104;-385.648;-48053.1;-33831.6;81884.8;
0.573196;207340;313.934;-20.9917;400.526;-379.534;-46329.3;-35740.5;82069.8;
0.573277;207340;313.921;-32.5123;405.685;-373.173;-44575.2;-37626;82201.2;
0.573359;207340;313.907;-44.0106;410.578;-366.567;-42791.7;-39486.9;82278.6;
0.57344;207340;313.894;-55.479;415.201;-359.722;-40980.2;-41321.9;82302.1;
0.573522;207340;313.88;-66.9101;419.552;-352.642;-39141.8;-43129.9;82271.7;
0.573603;207340;313.867;-78.2962;423.627;-345.331;-37277.8;-44909.7;82187.4;
0.573766;207340;313.837;-100.894;430.938;-330.043;-33478.2;-48379.2;81857.4;
0.573913;207340;313.812;-121.005;436.552;-315.547;-29983;-51393.9;81376.9;
0.57406;207340;313.789;-140.855;441.24;-300.385;-26423.9;-54299.9;80723.8;
0.574156;207340;313.777;-153.729;443.81;-290.081;-24056;-56145.6;80201.6;
0.574253;207340;313.765;-166.462;445.974;-279.512;-21666.1;-57940;79606.1;
0.574329;207340;313.756;-176.486;447.405;-270.919;-19750.1;-59330.1;79080.2;
0.574406;207340;313.747;-186.406;448.577;-262.17;-17822.7;-60685.8;78508.5;
0.574483;207340;313.738;-196.219;449.489;-253.27;-15884.9;-62006.4;77891.3;
0.574636;207340;313.716;-215.487;450.531;-235.044;-11983.7;-64538.5;76522.2;
0.574789;207340;313.696;-234.252;450.532;-216.279;-8054.65;-66921.1;74975.8;
0.574943;207340;313.677;-252.472;449.49;-197.018;-4106.8;-69148.9;73255.7;
0.575076;207340;313.664;-267.869;447.737;-179.868;-659.563;-70959.3;71618.8;
0.57521;207340;313.651;-282.794;445.198;-162.403;2788.88;-72645;69856.1;
0.575343;207340;313.64;-297.222;441.878;-144.656;6232.45;-74203;67970.5;
0.575477;207340;313.629;-311.127;437.784;-126.657;9665.07;-75630.6;65965.5;
0.57561;207340;313.619;-324.485;432.923;-108.438;13080.7;-76925.3;63844.6;
0.575744;207340;313.61;-337.272;427.303;-90.0305;16473.3;-78084.7;61611.4;
0.575806;207340;313.608;-343.006;424.441;-81.435;18037.7;-78576.1;60538.4;
0.575868;207340;313.606;-348.609;421.418;-72.8087;19595.2;-79037.8;59442.6;
0.57593;207340;313.604;-354.081;418.236;-64.1553;21145.2;-79469.5;58324.3;
0.576054;207340;313.598;-364.619;411.403;-46.7846;24220.2;-80242.5;56022.4;
0.576178;207340;313.592;-374.604;403.95;-29.3464;27258.3;-80894.1;53635.8;
0.576265;207340;313.589;-381.277;398.354;-17.0772;29366.7;-81278.5;51911.8;
0.576352;207340;313.587;-387.665;392.461;-4.79579;31453.2;-81602.3;50149.1;
0.576438;207340;313.585;-393.766;386.277;7.48854;33516.1;-81865.3;48349.1;
0.576525;207340;313.583;-399.573;379.806;19.7666;35554;-82067.2;46513.1;
0.576612;207340;313.582;-405.083;373.053;32.0292;37565.4;-82207.9;44642.5;
0.576699;207340;313.581;-410.291;366.024;44.2672;39548.8;-82287.4;42738.7;
0.576786;207340;313.58;-415.194;358.722;56.4716;41502.6;-82305.6;40803;
0.576873;207340;313.58;-419.788;351.154;68.6334;43425.4;-82262.4;38836.9;
0.57696;207340;313.58;-424.069;343.326;80.7434;45315.9;-82157.8;36842;
0.577134;207340;313.575;-431.68;326.918;104.761;48993.1;-81765.3;32772.2;
0.577291;207340;313.575;-437.433;311.322;126.111;52178.2;-81203.5;29025.3;
0.577381;207340;313.579;-440.264;302.014;138.25;53952.5;-80791.8;26839.4;
0.577471;207340;313.583;-442.746;292.467;150.279;55683.6;-80315.7;24632.1;
0.577561;207340;313.587;-444.876;282.686;162.189;57370.3;-79775.5;22405.2;
0.57765;207340;313.592;-446.651;272.681;173.97;59011.1;-79171.7;20160.6;
0.57774;207340;313.597;-448.072;262.46;185.612;60604.8;-78504.8;17900;
0.57783;207340;313.602;-449.136;252.03;197.105;62150.1;-77775.2;15625.2;
0.57792;207340;313.607;-449.842;241.4;208.442;63645.7;-76983.7;13338;
0.57801;207340;313.613;-450.191;230.579;219.613;65090.5;-76130.7;11040.2;
0.5781;207340;313.619;-450.182;219.574;230.608;66483.3;-75217;8733.76;
0.57819;207340;313.625;-449.815;208.395;241.42;67823;-74243.4;6420.38;
0.57828;207340;313.632;-449.09;197.05;252.04;69108.5;-73210.5;4101.96;
0.57837;207340;313.639;-448.008;185.549;262.459;70338.9;-72119.2;1780.34;
0.57846;207340;313.646;-446.57;173.9;272.669;71513.1;-70970.5;-542.625;
0.57864;207340;313.656;-442.631;150.21;292.421;73688.7;-68504.7;-5184.06;
0.578802;207340;313.668;-437.883;128.479;309.404;75446;-66098.3;-9347.74;
0.578878;207340;313.679;-435.276;118.202;317.074;76200.9;-64914.4;-11286.5;
0.578953;207340;313.689;-432.423;107.856;324.566;76912.7;-63693.9;-13218.8;
0.579029;207340;313.698;-429.327;97.4503;331.876;77581;-62437.5;-15143.5;
0.579104;207340;313.708;-425.988;86.9892;338.999;78205.5;-61145.9;-17059.5;
0.57918;207340;313.718;-422.411;76.4791;345.931;78785.7;-59819.9;-18965.8;
0.579256;207340;313.728;-418.595;65.9257;352.669;79321.4;-58460.1;-20861.3;
0.579407;207340;313.744;-410.261;44.7212;365.54;80257.8;-55642.8;-24615;
0.579543;207340;313.76;-401.97;25.5495;376.421;80945.6;-52999.7;-27945.9;
0.57968;207340;313.778;-392.947;6.33073;386.616;81485.2;-50259.7;-31225.5;
0.579802;207340;313.795;-384.211;-10.9793;395.19;81843.4;-47714.9;-34128.5;
0.579904;207340;313.811;-376.508;-25.3733;401.881;82049;-45543.3;-36505.6;
0.580006;207340;313.827;-368.419;-39.7423;408.161;82170.3;-43325.1;-38845.2;
0.580108;207340;313.843;-359.953;-54.0713;414.024;82207.2;-41062.6;-41144.7;
0.58021;207340;313.86;-351.117;-68.3456;419.463;82159.8;-38758;-43401.8;
0.580312;207340;313.876;-341.922;-82.5506;424.473;82028;-36413.7;-45614.2;
0.580414;207340;313.893;-332.377;-96.6717;429.048;81811.9;-34032.2;-47779.7;
0.580516;207340;313.91;-322.49;-110.695;433.185;81511.9;-31615.8;-49896.1;
0.580608;207340;313.925;-313.309;-123.22;436.529;81170.3;-29413.3;-51757;
0.5807;207340;313.941;-303.867;-135.644;439.511;80761.2;-27186.4;-53574.8;
0.580791;207340;313.957;-294.173;-147.956;442.128;80284.9;-24937;-55347.9;
0.580883;207340;313.973;-284.234;-160.145;444.379;79741.8;-22667;-57074.9;
0.581067;207340;313.998;-263.666;-184.106;447.771;78457.6;-18073.7;-60383.9;
0.581232;207340;314.024;-244.403;-205.152;449.555;77078.4;-13887.8;-63190.7;
0.581397;207340;314.052;-224.482;-225.649;450.131;75491.6;-9664.52;-65827.1;
0.581562;207340;314.08;-203.954;-245.543;449.497;73701.4;-5415.36;-68286;
0.581728;207340;314.11;-182.875;-264.78;447.656;71712.6;-1151.78;-70560.8;
0.581893;207340;314.14;-161.301;-283.309;444.61;69530.5;3114.7;-72645.2;
0.582058;207340;314.17;-139.29;-301.078;440.368;67161.2;7372.55;-74533.7;
0.582174;207340;314.195;-123.559;-313.11;436.669;65384.1;10359;-75743.1;
0.582291;207340;314.218;-107.661;-324.726;432.387;63519.7;13331.3;-76851;
0.582393;207340;314.239;-93.5043;-334.622;428.126;61803.4;15940.4;-77743.8;
0.582496;207340;314.259;-79.2485;-344.171;423.42;60022.8;18532.6;-78555.4;
0.582599;207340;314.279;-64.9088;-353.363;418.272;58179.8;21105.4;-79285.2;
0.582701;207340;314.298;-50.5001;-362.189;412.689;56276.3;23656;-79932.4;
0.582804;207340;314.317;-36.0375;-370.638;406.675;54314.3;26181.9;-80496.2;
0.582907;207340;314.335;-21.536;-378.702;400.238;52295.8;28680.4;-80976.2;
0.582999;207340;314.352;-8.46316;-385.624;394.087;50432.5;30903.5;-81336;
0.583092;207340;314.368;4.61806;-392.221;387.603;48526.8;33100.5;-81627.2;
0.583175;207340;314.382;16.3896;-397.876;381.487;46776.6;35053.9;-81830.4;
0.583258;207340;314.397;28.1509;-403.26;375.11;44994.4;36983.3;-81977.7;
0.583341;207340;314.41;39.8931;-408.369;368.476;43181.6;38887.3;-82068.9;
0.583424;207340;314.424;51.6096;-413.199;361.589;41339.4;40764.7;-82104;
0.583507;207340;314.437;63.2918;-417.747;354.455;39468.9;42614.2;-82083;
0.583591;207340;314.451;74.9318;-422.009;347.078;37571.5;44434.5;-82005.9;
0.583674;207340;314.463;86.5205;-425.983;339.463;35648.4;46224.4;-81872.8;
0.583757;207340;314.475;98.0509;-429.666;331.615;33701.1;47982.6;-81683.6;
0.58384;207340;314.488;109.515;-433.056;323.541;31730.8;49708;-81438.7;
0.583923;207340;314.5;120.905;-436.149;315.244;29738.8;51399.3;-81138.1;
0.584006;207340;314.512;132.213;-438.945;306.731;27726.5;53055.5;-80782;
0.584173;207340;314.53;154.545;-443.632;289.087;23647.4;56257.4;-79904.7;
0.584339;207340;314.549;176.455;-447.107;270.652;19503.6;59305.4;-78809;
0.584505;207340;314.567;197.886;-449.36;251.474;15306.4;62191.5;-77497.9;
0.584672;207340;314.586;218.778;-450.384;231.605;11067.3;64907.6;-75974.9;
0.584838;207340;314.604;239.076;-450.176;211.099;6797.93;67446.4;-74244.3;
0.585004;207340;314.622;258.724;-448.736;190.013;2509.93;69800.8;-72310.7;
