time;GfmEPRI_gfm_epriVoltageControl_PPu;GfmEPRI_gfm_epriVoltageControl_QPu;GfmEPRI_gfm_injectorURI_terminal_V_re;GfmEPRI_gfm_injectorURI_terminal_i_re;GfmEPRI_gfm_injectorURI_terminal_V_im;GfmEPRI_gfm_injectorURI_terminal_i_im;GfmEPRI_gfm_pll_omegaPLLPu;
6.271637;0.049236;-0.587451;0.330547;-0.685078;-0.590208;-0.300116;1.006478;
6.272015;0.044136;-0.610950;0.320490;-0.719442;-0.575029;-0.324062;1.006477;
6.272772;0.026163;-0.654880;0.297359;-0.784289;-0.546288;-0.378808;1.006477;
6.274285;-0.037638;-0.727388;0.241195;-0.895775;-0.496490;-0.510654;1.006477;
6.275799;-0.133057;-0.775183;0.175119;-0.980302;-0.458184;-0.664676;1.006477;
6.277312;-0.251755;-0.796040;0.103795;-1.035435;-0.432535;-0.830082;1.006477;
6.278825;-0.383632;-0.791173;0.032543;-1.059956;-0.420201;-0.994604;1.006477;
6.280338;-0.514827;-0.764069;-0.031540;-1.053211;-0.421629;-1.141898;1.006477;
6.281178;-0.579986;-0.744331;-0.060495;-1.036948;-0.428022;-1.208140;1.006477;
6.281178;-0.579926;-0.751227;-0.060569;-1.037922;-0.427596;-1.208334;1.006477;
6.281295;-0.587963;-0.748427;-0.063788;-1.034360;-0.429070;-1.215656;1.006477;
6.281411;-0.596019;-0.745565;-0.066993;-1.030692;-0.430589;-1.222944;1.006477;
6.281644;-0.612173;-0.739669;-0.073364;-1.023090;-0.433746;-1.237426;1.006477;
6.282109;-0.644647;-0.727150;-0.085915;-1.006640;-0.440605;-1.265918;1.006477;
6.283041;-0.709867;-0.699296;-0.110077;-0.968871;-0.456461;-1.320627;1.006477;
6.284903;-0.838222;-0.633282;-0.153335;-0.875100;-0.496221;-1.417961;1.006477;
6.286765;-0.958820;-0.554889;-0.187918;-0.759510;-0.545673;-1.494822;1.006477;
6.288627;-1.065146;-0.467153;-0.211609;-0.626735;-0.602854;-1.546217;1.006477;
6.290490;-1.151026;-0.374189;-0.222687;-0.482925;-0.665128;-1.568331;1.006477;
6.292352;-1.211187;-0.280419;-0.220126;-0.335314;-0.729376;-1.558976;1.006477;
6.293254;-1.229753;-0.236411;-0.213942;-0.265258;-0.759985;-1.543101;1.006477;
6.293254;-1.230856;-0.238650;-0.214432;-0.265179;-0.760007;-1.544227;-6.943572;
6.293259;-1.230940;-0.238409;-0.214389;-0.264792;-0.760177;-1.544119;-6.776958;
6.293264;-1.231025;-0.238169;-0.214346;-0.264405;-0.760346;-1.544011;-6.612697;
6.293274;-1.231194;-0.237687;-0.214259;-0.263630;-0.760685;-1.543794;-6.289231;
6.293294;-1.231529;-0.236725;-0.214085;-0.262083;-0.761362;-1.543357;-5.671490;
6.293334;-1.232189;-0.234803;-0.213732;-0.258990;-0.762715;-1.542472;-4.553424;
6.293413;-1.233465;-0.230969;-0.213008;-0.252815;-0.765417;-1.540660;-2.758749;
6.293492;-1.234684;-0.227147;-0.212258;-0.246657;-0.768113;-1.538791;-1.495046;
6.293571;-1.235846;-0.223338;-0.211484;-0.240516;-0.770801;-1.536865;-0.634397;
6.293650;-1.236950;-0.219542;-0.210685;-0.234392;-0.773483;-1.534883;-0.058535;
6.293730;-1.237997;-0.215760;-0.209861;-0.228285;-0.776158;-1.532844;0.321553;
6.293809;-1.238986;-0.211992;-0.209012;-0.222198;-0.778825;-1.530748;0.570365;
6.293967;-1.240790;-0.204501;-0.207242;-0.210082;-0.784135;-1.526390;0.868204;
6.294126;-1.242362;-0.197070;-0.205374;-0.198048;-0.789412;-1.521810;0.988242;
6.294284;-1.243702;-0.189704;-0.203410;-0.186101;-0.794653;-1.517010;1.028718;
6.294443;-1.244809;-0.182404;-0.201350;-0.174246;-0.799856;-1.511993;1.038541;
6.294760;-1.246324;-0.168021;-0.196950;-0.150837;-0.810139;-1.501318;1.044363;
6.295394;-1.245467;-0.141238;-0.186692;-0.106228;-0.829777;-1.476669;1.038937;
6.296661;-1.231253;-0.094586;-0.161937;-0.026061;-0.865218;-1.417828;1.043411;
6.297929;-1.204100;-0.055168;-0.133152;0.043180;-0.896003;-1.349970;1.048985;
6.299197;-1.165710;-0.023662;-0.101515;0.100000;-0.921453;-1.275840;1.052857;
6.301732;-1.067075;0.018213;-0.034637;0.180633;-0.958086;-1.120065;1.057604;
6.304267;-0.946561;0.027777;0.032111;0.211186;-0.972938;-0.965765;1.055553;
6.306803;-0.823334;0.004661;0.090112;0.195547;-0.967499;-0.832674;1.047620;
6.309338;-0.715733;-0.044956;0.132660;0.144587;-0.946338;-0.735970;1.036110;
6.311873;-0.639101;-0.110298;0.155508;0.073737;-0.916065;-0.685060;1.020731;
6.314409;-0.603781;-0.177202;0.157248;0.000219;-0.884137;-0.682783;1.002625;
6.316944;-0.614108;-0.233867;0.139192;-0.060062;-0.857501;-0.725743;0.983641;
6.319480;-0.667109;-0.260248;0.106061;-0.091535;-0.843037;-0.802715;0.966878;
6.322015;-0.755536;-0.251717;0.063496;-0.085010;-0.844876;-0.900501;0.955029;
6.324550;-0.867494;-0.199307;0.018658;-0.034382;-0.865839;-1.002482;0.951495;
6.327086;-0.987655;-0.100996;-0.020719;0.061022;-0.906400;-1.090848;0.957824;
6.329621;-1.098649;0.039597;-0.047138;0.196034;-0.964489;-1.148469;0.972912;
6.332156;-1.183237;0.216186;-0.054148;0.361034;-1.036074;-1.160725;0.993172;
6.334692;-1.225587;0.415344;-0.037313;0.540153;-1.114358;-1.117785;1.013315;
6.337227;-1.214733;0.620252;0.004823;0.714835;-1.191306;-1.016734;1.031499;
6.339762;-1.146589;0.813330;0.070163;0.865874;-1.258518;-0.862844;1.045494;
6.342298;-1.025303;0.976531;0.153131;0.976678;-1.308647;-0.669338;1.055073;
6.344833;-0.863208;1.094431;0.245342;1.036289;-1.336733;-0.455767;1.059292;
6.347369;-0.678902;1.156152;0.337004;1.041481;-1.341142;-0.244735;1.059247;
6.349904;-0.494001;1.157831;0.418605;0.997261;-1.323828;-0.058016;1.053894;
6.352439;-0.329155;1.103528;0.482548;0.915463;-1.289760;0.087194;1.045836;
6.354975;-0.200635;1.005029;0.524261;0.812180;-1.245827;0.180750;1.032906;
6.357510;-0.118193;0.879874;0.542547;0.704533;-1.199446;0.220298;1.020301;
6.360045;-0.084507;0.748051;0.539327;0.608122;-1.157447;0.210626;1.003833;
6.362581;-0.096147;0.629549;0.518806;0.535294;-1.125297;0.161699;0.991927;
6.365116;-0.144704;0.540737;0.486792;0.494358;-1.106745;0.087076;0.978233;
6.367651;-0.218794;0.494929;0.449758;0.489872;-1.103925;0.001759;0.973238;
6.370187;-0.304661;0.498973;0.414421;0.521847;-1.117000;-0.078800;0.968785;
6.372722;-0.387846;0.555776;0.387257;0.587456;-1.144892;-0.139762;0.975402;
6.375258;-0.454582;0.662748;0.373307;0.678714;-1.184247;-0.169720;0.980625;
6.377793;-0.490461;0.807880;0.377560;0.785330;-1.230708;-0.157430;0.998103;
6.380328;-0.490264;0.987509;0.400023;0.895821;-1.279282;-0.103152;1.002976;
6.381258;-0.477965;1.052825;0.413324;0.931926;-1.295294;-0.071700;1.010106;
6.381258;-0.481941;1.035484;0.410339;0.926238;-1.292751;-0.078700;1.013981;
6.381449;-0.479016;1.049121;0.413303;0.933813;-1.296114;-0.071704;1.014019;
6.381467;-0.478719;1.050397;0.413589;0.934512;-1.296425;-0.071028;1.014071;
6.381467;-0.478719;1.050397;0.413589;0.934512;-1.296425;-0.071028;1.014071;
6.381468;-0.478710;1.050448;0.413600;0.934542;-1.296438;-0.071003;1.014061;
6.381469;-0.478687;1.050557;0.413623;0.934603;-1.296465;-0.070948;1.014061;
6.381472;-0.478641;1.050780;0.413671;0.934727;-1.296520;-0.070836;1.014060;
6.381478;-0.478551;1.051232;0.413766;0.934979;-1.296632;-0.070611;1.014057;
6.381490;-0.478373;1.052158;0.413958;0.935498;-1.296862;-0.070157;1.014045;
6.381514;-0.478019;1.054071;0.414348;0.936573;-1.297339;-0.069233;1.014021;
6.381562;-0.477313;1.058066;0.415149;0.938825;-1.298337;-0.067338;1.014009;
6.381658;-0.475872;1.066531;0.416820;0.943602;-1.300453;-0.063382;1.014146;
6.381849;-0.472768;1.084771;0.420408;0.953852;-1.304995;-0.054884;1.014863;
6.382232;-0.465326;1.124698;0.428493;0.975890;-1.314767;-0.035764;1.017098;
6.382997;-0.444460;1.212309;0.447943;1.021889;-1.335226;0.010069;1.022519;
6.383763;-0.416810;1.304155;0.470472;1.066948;-1.355349;0.062963;1.028322;
6.384528;-0.382308;1.397875;0.495726;1.109217;-1.374322;0.122065;1.033788;
6.386059;-0.297391;1.584456;0.551602;1.182699;-1.407586;0.252355;1.043598;
6.387591;-0.190475;1.762018;0.613853;1.235789;-1.432133;0.396838;1.050385;
6.389122;-0.068028;1.909883;0.678129;1.261989;-1.445035;0.545350;1.054778;
6.390653;0.063380;2.016150;0.740269;1.256500;-1.444106;0.688200;1.055558;
6.392184;0.193639;2.051744;0.793911;1.211317;-1.425718;0.810567;1.054267;
6.392257;0.199597;2.052110;0.796216;1.208515;-1.424553;0.815807;1.054112;
6.392257;0.199659;2.052233;0.796237;1.208480;-1.424539;0.815853;1.054025;
6.392257;0.199671;2.052232;0.796242;1.208473;-1.424536;0.815864;1.054025;
6.392257;0.199671;2.052232;0.796242;1.208473;-1.424536;0.815864;1.054025;
6.392351;0.207511;2.051121;0.799116;1.203973;-1.422646;0.822371;1.054040;
6.392445;0.215306;2.049892;0.801958;1.199420;-1.420733;0.828804;1.053935;
6.392632;0.230787;2.047167;0.807563;1.190185;-1.416849;0.841483;1.053589;
6.393008;0.261176;2.040344;0.818376;1.171127;-1.408815;0.865917;1.052594;
6.393759;0.319398;2.021328;0.838339;1.130903;-1.391793;0.910907;1.050226;
6.395260;0.423731;1.962967;0.871114;1.043984;-1.354766;0.984280;1.044594;
6.396762;0.509961;1.879988;0.894013;0.951369;-1.315030;1.034795;1.038034;
6.398263;0.576183;1.776081;0.906888;0.856792;-1.274206;1.062200;1.030669;
6.399765;0.621382;1.655596;0.909967;0.763758;-1.233823;1.067103;1.022648;
6.401266;0.645387;1.523520;0.903797;0.675373;-1.195245;1.050831;1.014174;
6.402768;0.648795;1.385066;0.889199;0.594311;-1.159653;1.015339;1.005427;
6.405771;0.601735;1.114625;0.840562;0.464378;-1.102011;0.900379;0.988483;
6.407758;0.537311;0.953465;0.797712;0.405152;-1.075251;0.800394;0.977964;
6.407758;0.537260;0.953364;0.797690;0.405155;-1.075252;0.800342;0.979499;
6.407758;0.537260;0.953363;0.797689;0.405155;-1.075252;0.800341;0.979498;
6.407758;0.537260;0.953363;0.797689;0.405155;-1.075252;0.800341;0.979498;
6.407759;0.537235;0.953313;0.797674;0.405139;-1.075245;0.800306;0.979486;
6.407760;0.537185;0.953216;0.797644;0.405109;-1.075231;0.800236;0.979459;
6.407763;0.537086;0.953025;0.797585;0.405051;-1.075204;0.800098;0.979406;
6.407767;0.536887;0.952647;0.797466;0.404937;-1.075152;0.799823;0.979301;
6.407777;0.536490;0.951908;0.797232;0.404720;-1.075052;0.799278;0.979095;
6.407797;0.535695;0.950476;0.796769;0.404314;-1.074864;0.798203;0.978709;
6.407837;0.534106;0.947742;0.795859;0.403584;-1.074526;0.796092;0.978045;
6.407917;0.530924;0.942659;0.794087;0.402368;-1.073955;0.791986;0.977040;
6.408076;0.524561;0.933635;0.790687;0.400646;-1.073127;0.784123;0.975761;
6.408395;0.511911;0.919024;0.784348;0.399296;-1.072391;0.769505;0.974415;
6.409033;0.487444;0.900274;0.773287;0.402601;-1.073569;0.744132;0.973505;
6.409671;0.464228;0.890102;0.763743;0.410434;-1.076751;0.722356;0.973542;
6.410946;0.425320;0.896710;0.750756;0.438388;-1.088602;0.693131;0.976119;
6.412094;0.397584;0.920308;0.743870;0.470015;-1.102193;0.678027;0.979743;
6.413242;0.378232;0.957904;0.741731;0.505233;-1.117457;0.673932;0.984179;
6.414390;0.367206;1.006230;0.743854;0.541812;-1.133413;0.679675;0.989183;
6.416686;0.364084;1.120366;0.756823;0.613361;-1.164830;0.711197;0.999326;
6.418877;0.387656;1.246039;0.780322;0.673963;-1.191734;0.766689;1.008075;
6.418877;0.387459;1.245019;0.780247;0.673986;-1.191742;0.766517;1.006152;
6.419264;0.394589;1.267196;0.785444;0.682837;-1.195713;0.778682;1.008797;
6.419652;0.402319;1.288244;0.790709;0.690609;-1.199216;0.790979;1.010382;
6.420427;0.418986;1.327550;0.801311;0.703658;-1.205139;0.815681;1.012795;
6.421978;0.456407;1.391287;0.822128;0.718152;-1.211930;0.863919;1.015853;
6.423528;0.496591;1.434958;0.841484;0.718856;-1.212691;0.908472;1.017217;
6.425079;0.536393;1.458870;0.858341;0.708060;-1.208392;0.947007;1.017213;
6.426629;0.573098;1.464751;0.871970;0.688575;-1.200239;0.977909;1.016096;
6.429730;0.629196;1.438206;0.888602;0.637922;-1.178603;1.014990;1.011921;
6.432831;0.660100;1.378297;0.892360;0.583169;-1.154882;1.022350;1.006548;
6.435931;0.667230;1.306731;0.886355;0.536394;-1.134401;1.007435;1.001343;
6.439032;0.656282;1.239512;0.874561;0.503767;-1.119937;0.979533;0.997285;
6.442133;0.634703;1.186442;0.860729;0.486251;-1.111996;0.947296;0.994972;
6.445234;0.609703;1.150765;0.847765;0.481175;-1.109484;0.917346;0.994378;
6.448335;0.586868;1.130825;0.837427;0.484008;-1.110473;0.893625;0.995098;
6.451435;0.569561;1.122095;0.830350;0.489927;-1.112881;0.877481;0.996559;
6.454536;0.558944;1.119104;0.826288;0.494944;-1.114967;0.868252;0.998214;
6.457637;0.554452;1.116939;0.824450;0.496485;-1.115594;0.864060;0.999658;
6.463839;0.555085;1.102527;0.822839;0.487050;-1.111454;0.860131;1.001231;
6.470040;0.560712;1.073657;0.821199;0.465653;-1.102111;0.855855;1.001476;
6.476242;0.564455;1.035256;0.817644;0.439292;-1.090565;0.847057;1.000969;
6.482444;0.564654;0.994420;0.812489;0.413439;-1.079202;0.834589;1.000418;
6.488645;0.562860;0.955862;0.806896;0.390149;-1.068943;0.821173;1.000195;
6.494847;0.561253;0.921000;0.801806;0.368919;-1.059592;0.808964;1.000294;
6.507250;0.562226;0.857076;0.793666;0.326718;-1.041050;0.789242;1.000656;
6.519653;0.567029;0.796127;0.787071;0.283200;-1.021971;0.773047;1.000895;
6.532057;0.573018;0.736209;0.780824;0.238716;-1.002481;0.757629;1.000923;
6.556863;0.584461;0.624285;0.768716;0.153169;-0.964998;0.727761;1.000877;
6.581670;0.595882;0.524478;0.757675;0.073210;-0.929969;0.700479;1.000853;
6.606476;0.607376;0.436762;0.747895;-0.000524;-0.897676;0.676246;1.000839;
6.656089;0.627962;0.294280;0.731325;-0.127380;-0.842125;0.635142;1.000733;
6.700741;0.643958;0.199264;0.719922;-0.218380;-0.802287;0.606769;1.000619;
6.745393;0.657039;0.131117;0.711598;-0.287740;-0.771931;0.585988;1.000487;
6.790044;0.667145;0.085030;0.706080;-0.336875;-0.750435;0.572137;1.000344;
6.834696;0.673991;0.056202;0.702683;-0.368499;-0.736604;0.563579;1.000205;
6.879348;0.677598;0.040084;0.700666;-0.386214;-0.728853;0.558523;1.000087;
6.923999;0.678485;0.032501;0.699445;-0.393985;-0.725446;0.555531;1.000003;
6.968651;0.677401;0.030001;0.698599;-0.395509;-0.724763;0.553547;0.999954;
7.013303;0.675128;0.030034;0.697871;-0.393768;-0.725503;0.551915;0.999932;
7.057955;0.672359;0.030915;0.697151;-0.390863;-0.726749;0.550327;0.999930;
7.147258;0.667410;0.031973;0.695747;-0.386220;-0.728735;0.547203;0.999947;
7.236561;0.663707;0.031397;0.694474;-0.383809;-0.729754;0.544332;0.999969;
7.325865;0.661346;0.029747;0.693405;-0.383483;-0.729870;0.541880;0.999987;
7.415168;0.660013;0.027841;0.692607;-0.384219;-0.729532;0.540027;0.999996;
7.504472;0.659259;0.026243;0.692051;-0.385124;-0.729125;0.538726;0.999998;
7.683079;0.658271;0.024422;0.691378;-0.386054;-0.728705;0.537155;0.999999;
7.861685;0.657665;0.023626;0.691029;-0.386323;-0.728580;0.536345;0.999998;
8.040292;0.657306;0.023284;0.690848;-0.386361;-0.728559;0.535927;0.999999;
8.218899;0.657121;0.023101;0.690753;-0.386386;-0.728546;0.535710;1.000000;
8.576113;0.656970;0.022897;0.690665;-0.386459;-0.728512;0.535505;1.000000;
8.933327;0.656988;0.022885;0.690668;-0.386484;-0.728501;0.535512;1.000000;
9.647754;0.656997;0.022889;0.690672;-0.386488;-0.728499;0.535520;1.000000;
10.000000;0.656999;0.022890;0.690673;-0.386488;-0.728500;0.535522;1.000000;
