time;WECCPV_photovoltaics_injector_PInjPu;WECCPV_photovoltaics_injector_QInjPu;WECCPV_photovoltaics_injector_terminal_V_re;WECCPV_photovoltaics_injector_terminal_i_re;WECCPV_photovoltaics_injector_terminal_V_im;WECCPV_photovoltaics_injector_terminal_i_im;WECCPV_photovoltaics_pll_omegaPLLPu;
1.9134667328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9134667328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9134767328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9134867328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9135067328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9135467328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9136267328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9137867328;0.1701597943;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9141067328;0.1701597942;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9147467328;0.1701597942;0.6620367633;0.6489998979;-0.3403195885;0.0510486414;0.9933189708;1.0000000000;
1.9160267328;0.1701597942;0.6620367633;0.6489998979;-0.3403195884;0.0510486414;0.9933189709;1.0000000000;
1.9185867328;0.1701597942;0.6620367633;0.6489998979;-0.3403195883;0.0510486414;0.9933189709;1.0000000000;
1.9237067328;0.1701597941;0.6620367634;0.6489998979;-0.3403195882;0.0510486414;0.9933189709;1.0000000000;
1.9339467328;0.1701597940;0.6620367634;0.6489998979;-0.3403195880;0.0510486413;0.9933189710;1.0000000000;
1.9544267328;0.1701597939;0.6620367634;0.6489998979;-0.3403195878;0.0510486413;0.9933189710;1.0000000000;
1.9953867328;0.1701597939;0.6620367634;0.6489998980;-0.3403195877;0.0510486413;0.9933189710;1.0000000000;
2.0000000000;0.1701597939;0.6620367634;0.6489998980;-0.3403195877;0.0510486413;0.9933189710;1.0000000000;
2.0000000000;0.3010515806;1.1712937888;1.1508895536;-0.3010515806;0.0451583591;1.0059165016;0.9999976055;
2.0000100000;0.3010514116;1.1712933058;1.1508894997;-0.3010514116;0.0451583337;1.0059161423;0.9999976279;
2.0000200000;0.3010513872;1.1712923275;1.1508893872;-0.3010513872;0.0451583301;1.0059153924;0.9999976500;
2.0000400000;0.3010513266;1.1712892245;1.1508890303;-0.3010513266;0.0451583210;1.0059130130;0.9999976938;
2.0000800000;0.3010511177;1.1712772586;1.1508876536;-0.3010511177;0.0451582897;1.0059038355;0.9999977791;
2.0001600000;0.3010509167;1.1712303724;1.1508822530;-0.3010509167;0.0451582595;1.0058678322;0.9999979405;
2.0003200000;0.3010547196;1.1710447331;1.1508608219;-0.3010547196;0.0451588300;1.0057249601;0.9999982301;
2.0006400000;0.3011050189;1.1703137742;1.1507760619;-0.3011050189;0.0451663750;1.0051599006;0.9999986997;
2.0012800000;0.3015530238;1.1674753597;1.1504441864;-0.3015530238;0.0452335766;1.0029474281;0.9999993325;
2.0019200000;0.3026399966;1.1628835359;1.1499031308;-0.3026399966;0.0453966248;0.9993404407;0.9999996786;
2.0025600000;0.3045507447;1.1566506026;1.1491633243;-0.3045507447;0.0456832409;0.9944084652;0.9999998599;
2.0032000000;0.3074035692;1.1488897034;1.1482357512;-0.3074035692;0.0461111705;0.9882247298;0.9999999529;
2.0042716218;0.3144498164;1.1328958155;1.1463063370;-0.3144498164;0.0471681221;0.9753621454;1.0000000417;
2.0042716218;0.3144498164;1.1328958155;1.1463063370;-0.3144498164;0.0471681221;0.9753621454;1.0000000417;
2.0042816218;0.3145298807;1.1327286304;1.1462860590;-0.3145298807;0.0471801320;0.9752269605;1.0000000418;
2.0042916218;0.3146090324;1.1325601032;1.1462656343;-0.3146090324;0.0471920049;0.9750907981;1.0000000419;
2.0043116218;0.3147678504;1.1322222836;1.1462246880;-0.3147678504;0.0472158279;0.9748178264;1.0000000421;
2.0043516218;0.3150886585;1.1315432970;1.1461423616;-0.3150886585;0.0472639498;0.9742689912;1.0000000425;
2.0044316218;0.3157419466;1.1301711210;1.1459758892;-0.3157419466;0.0473619443;0.9731591903;1.0000000433;
2.0045916218;0.3170960267;1.1273706194;1.1456357234;-0.3170960267;0.0475650592;0.9708914496;1.0000000450;
2.0049116218;0.3199915123;1.1215513211;1.1449271852;-0.3199915123;0.0479993880;0.9661679264;1.0000000488;
2.0055516218;0.3262617036;1.1090905867;1.1434055974;-0.3262617036;0.0489399296;0.9560241478;1.0000000561;
2.0061916218;0.3327377489;1.0956006243;1.1417563513;-0.3327377489;0.0499113498;0.9450293251;1.0000000612;
2.0068316218;0.3392474831;1.0811724282;1.1399910370;-0.3392474831;0.0508878234;0.9332607254;1.0000000641;
2.0081116218;0.3521414920;1.0499413176;1.1361628788;-0.3521414920;0.0528219514;0.9077400222;1.0000000665;
2.0093916218;0.3648682435;1.0159696682;1.1319826485;-0.3648682435;0.0547309904;0.8798722040;1.0000000663;
2.0106716218;0.3774100238;0.9798263166;1.1275117698;-0.3774100238;0.0566122833;0.8500667568;1.0000000653;
2.0119516218;0.3897686686;0.9420378806;1.1228076292;-0.3897686686;0.0584661056;0.8187062508;1.0000000642;
2.0128134823;0.3979907833;0.9159317034;1.1195382351;-0.3979907833;0.0596994398;0.7969105910;1.0000000635;
2.0128134823;0.3979936767;0.9159319170;1.1195382192;-0.3979936767;0.0596998738;0.7969104846;1.0000000635;
2.0128234823;0.3980885677;0.9156249990;1.1194996909;-0.3980885677;0.0597141076;0.7966536326;1.0000000635;
2.0128334823;0.3981834512;0.9153180314;1.1194611539;-0.3981834512;0.0597283404;0.7963967231;1.0000000635;
2.0128534823;0.3983731877;0.9147039818;1.1193840584;-0.3983731877;0.0597568012;0.7958827604;1.0000000634;
2.0128934823;0.3987525414;0.9134752997;1.1192297659;-0.3987525414;0.0598137051;0.7948541577;1.0000000634;
2.0129734823;0.3995107539;0.9110155950;1.1189207733;-0.3995107539;0.0599274385;0.7927942353;1.0000000633;
2.0131334823;0.4010252150;0.9060870981;1.1183011884;-0.4010252150;0.0601546108;0.7886637263;1.0000000632;
2.0134534823;0.4040463756;0.8961968357;1.1170559721;-0.4040463756;0.0606077911;0.7803623983;1.0000000630;
2.0140934823;0.4100584095;0.8763073113;1.1145441199;-0.4100584095;0.0615096086;0.7636169478;1.0000000625;
2.0144153027;0.4130670270;0.8662730762;1.1132728570;-0.4130670270;0.0619609075;0.7551419789;1.0000000622;
2.0144153027;0.4130671001;0.8662730709;1.1132728553;-0.4130671001;0.0619609184;0.7551419672;1.0000000622;
2.0144253027;0.4131604096;0.8659603682;1.1132331973;-0.4131604096;0.0619749151;0.7548775844;1.0000000622;
2.0144353027;0.4132537153;0.8656477750;1.1131935499;-0.4132537153;0.0619889111;0.7546132721;1.0000000622;
2.0144553027;0.4134403133;0.8650228580;1.1131142796;-0.4134403133;0.0620169012;0.7540848108;1.0000000622;
2.0144953027;0.4138134666;0.8637743205;1.1129558638;-0.4138134666;0.0620728750;0.7530287195;1.0000000622;
2.0145753027;0.4145596029;0.8612824343;1.1126395316;-0.4145596029;0.0621847970;0.7509198674;1.0000000621;
2.0147353027;0.4160512092;0.8563195828;1.1120088894;-0.4160512092;0.0624085410;0.7467156439;1.0000000620;
2.0150553027;0.4190318021;0.8464773591;1.1107556973;-0.4190318021;0.0628556361;0.7383611451;1.0000000619;
2.0156953027;0.4249828614;0.8271248616;1.1082816712;-0.4249828614;0.0637483073;0.7218678648;1.0000000616;
2.0169753027;0.4368471224;0.7897287825;1.1034625374;-0.4368471224;0.0655279709;0.6897407490;1.0000000612;
2.0182553027;0.4486659257;0.7540427846;1.0988143083;-0.4486659257;0.0673008158;0.6587529816;1.0000000609;
2.0185076703;0.4509914589;0.7472043124;1.0979178166;-0.4509914589;0.0676496506;0.6527764528;1.0000000609;
2.0185076703;0.4509914589;0.7472043124;1.0979178166;-0.4509914589;0.0676496506;0.6527764528;1.0000000609;
2.0185176703;0.4510833571;0.7469347385;1.0978824412;-0.4510833571;0.0676634356;0.6525406200;1.0000000609;
2.0185276703;0.4511754690;0.7466652919;1.0978470757;-0.4511754690;0.0676772525;0.6523048534;1.0000000609;
2.0185476703;0.4513596962;0.7461266473;1.0977763687;-0.4513596962;0.0677048870;0.6518334794;1.0000000609;
2.0185876703;0.4517280818;0.7450505490;1.0976350763;-0.4517280818;0.0677601456;0.6508915430;1.0000000608;
2.0186676703;0.4524647648;0.7429031399;1.0973529784;-0.4524647648;0.0678706496;0.6490109167;1.0000000608;
2.0188276703;0.4539376855;0.7386276007;1.0967907518;-0.4539376855;0.0680915907;0.6452627910;1.0000000608;
2.0191476703;0.4568817833;0.7301533219;1.0956741607;-0.4568817833;0.0685332115;0.6378189530;1.0000000608;
2.0197876703;0.4627632886;0.7135091678;1.0934722780;-0.4627632886;0.0694154494;0.6231399368;1.0000000607;
2.0210676703;0.4745016426;0.6814139628;1.0891921987;-0.4745016426;0.0711762268;0.5946064680;1.0000000605;
2.0223476703;0.4862113753;0.6508695614;1.0850748659;-0.4862113753;0.0729327109;0.5671579603;1.0000000603;
2.0249076703;0.5095607430;0.5941860575;1.0773099704;-0.5095607430;0.0764351642;0.5153927038;1.0000000601;
2.0274676703;0.5328461387;0.5430550691;1.0701498871;-0.5328461387;0.0799280217;0.4676594722;1.0000000599;
2.0279090512;0.5368573342;0.5347630613;1.0689732243;-0.5368573342;0.0805297093;0.4598151619;1.0000000599;
2.0279090512;0.5368555152;0.5347628510;1.0689732352;-0.5368555152;0.0805294365;0.4598152346;1.0000000599;
2.0279094382;0.5368590304;0.5347556673;1.0689722136;-0.5368590304;0.0805299638;0.4598084242;1.0000000599;
2.0279094382;0.5368589707;0.5347556489;1.0689722125;-0.5368589707;0.0805299548;0.4598084165;1.0000000599;
2.0279194382;0.5369498622;0.5345701694;1.0689458324;-0.5369498622;0.0805435887;0.4596325517;1.0000000599;
2.0279294382;0.5370407461;0.5343848651;1.0689194740;-0.5370407461;0.0805572215;0.4594568316;1.0000000599;
2.0279494382;0.5372225329;0.5340147088;1.0688668119;-0.5372225329;0.0805844899;0.4591057554;1.0000000599;
2.0279894382;0.5375861622;0.5332765204;1.0687617479;-0.5375861622;0.0806390350;0.4584053387;1.0000000599;
2.0280694382;0.5383137355;0.5318087600;1.0685526760;-0.5383137355;0.0807481725;0.4570115452;1.0000000599;
2.0282294382;0.5397701017;0.5289076103;1.0681387498;-0.5397701017;0.0809666305;0.4542520754;1.0000000599;
2.0285494382;0.5426876290;0.5232398489;1.0673274222;-0.5426876290;0.0814042656;0.4488432987;1.0000000599;
2.0291894382;0.5485411550;0.5124189051;1.0657680766;-0.5485411550;0.0822823066;0.4384478048;1.0000000601;
2.0304694382;0.5603167091;0.4926609220;1.0628818511;-0.5603167091;0.0840486640;0.4192065663;1.0000000605;
2.0317494382;0.5721802251;0.4751997023;1.0602806926;-0.5721802251;0.0858282159;0.4018657487;1.0000000609;
2.0330294382;0.5841246530;0.4597668836;1.0579325539;-0.5841246530;0.0876199048;0.3862117066;1.0000000613;
2.0343094382;0.5961425159;0.4461190761;1.0558078626;-0.5961425159;0.0894226091;0.3720472928;1.0000000617;
2.0355894382;0.6082270971;0.4340412702;1.0538801346;-0.6082270971;0.0912353212;0.3591959495;1.0000000621;
2.0368694382;0.6203720776;0.4233451240;1.0521259101;-0.6203720776;0.0930570934;0.3475012811;1.0000000624;
2.0381494382;0.6325716252;0.4138660269;1.0505244833;-0.6325716252;0.0948870507;0.3368252494;1.0000000627;
2.0394294382;0.6448203779;0.4054600824;1.0490575950;-0.6448203779;0.0967243890;0.3270461288;1.0000000630;
2.0419894382;0.6694338595;0.3912545343;1.0464480970;-0.6694338595;0.1004164620;0.3096497146;1.0000000634;
2.0445494382;0.6941933467;0.3800309820;1.0442079425;-0.6941933467;0.1041304363;0.2947155575;1.0000000638;
2.0471094382;0.7190703142;0.3711773908;1.0422574641;-0.7190703142;0.1078620328;0.2817125471;1.0000000641;
2.0496694382;0.7440382279;0.3641937911;1.0405308854;-0.7440382279;0.1116072714;0.2702021810;1.0000000643;
2.0522294382;0.7676382254;0.3586432477;1.0390160692;-0.7676382254;0.1151473198;0.2601035455;1.0000000610;
2.0547894382;0.7895046481;0.3543406249;1.0377051178;-0.7895046481;0.1184273284;0.2513639898;1.0000000563;
2.0573494382;0.8095241156;0.3509438402;1.0365603282;-0.8095241156;0.1214302899;0.2437321642;1.0000000512;
2.0593220381;0.8237375351;0.3488244059;1.0357767554;-0.8237375351;0.1235623322;0.2385084176;1.0000000475;
2.0593220381;0.8237375351;0.3488244059;1.0357767554;-0.8237375351;0.1235623322;0.2385084176;1.0000000475;
2.0593320381;0.8238013218;0.3488099993;1.0357725320;-0.8238013218;0.1235719003;0.2384802617;1.0000000475;
2.0593420381;0.8238705869;0.3488004731;1.0357688020;-0.8238705869;0.1235822902;0.2384553953;1.0000000475;
2.0593620381;0.8240093924;0.3487817397;1.0357613764;-0.8240093924;0.1236031114;0.2384058922;1.0000000474;
2.0594020381;0.8242856822;0.3487434828;1.0357464577;-0.8242856822;0.1236445554;0.2383064353;1.0000000474;
2.0594820381;0.8248376958;0.3486679826;1.0357167708;-0.8248376958;0.1237273586;0.2381085256;1.0000000472;
2.0596420381;0.8259367263;0.3485186532;1.0356577611;-0.8259367263;0.1238922154;0.2377151329;1.0000000469;
2.0599620381;0.8281149456;0.3482265543;1.0355411790;-0.8281149456;0.1242189528;0.2369379296;1.0000000464;
2.0606020381;0.8323932149;0.3476676205;1.0353136151;-0.8323932149;0.1248607020;0.2354208578;1.0000000453;
2.0618820381;0.8406467870;0.3466434381;1.0348797397;-0.8406467870;0.1260987549;0.2325283951;1.0000000431;
2.0644420381;0.8560156614;0.3449187724;1.0340888606;-0.8560156614;0.1284041178;0.2272559405;1.0000000391;
2.0695620381;0.8827277724;0.3424527017;1.0327625574;-0.8827277724;0.1324109897;0.2184140412;1.0000000321;
2.0746820381;0.9046972392;0.3409927033;1.0317267795;-0.9046972392;0.1357064551;0.2115089502;1.0000000263;
2.0798020381;0.9226925911;0.3402001953;1.0309186078;-0.9226925911;0.1384057950;0.2061212128;1.0000000215;
2.0831738335;0.9327427357;0.3399130360;1.0304827195;-0.9327427357;0.1399133375;0.2032153309;1.0000000188;
2.0831738335;0.9327376746;0.3398974916;1.0304807220;-0.9327376746;0.1399125783;0.2032020145;1.0000000187;
2.0831838335;0.9327650792;0.3398969571;1.0304795622;-0.9327650792;0.1399166891;0.2031942828;1.0000000187;
2.0831938335;0.9327923873;0.3398964890;1.0304784156;-0.9327923873;0.1399207853;0.2031866388;1.0000000187;
2.0832138335;0.9328469731;0.3398955592;1.0304761244;-0.9328469731;0.1399289733;0.2031713642;1.0000000187;
2.0832538335;0.9329560332;0.3398936987;1.0304715458;-0.9329560332;0.1399453326;0.2031408409;1.0000000187;
2.0833338335;0.9331736342;0.3398900306;1.0304624151;-0.9331736342;0.1399779732;0.2030799703;1.0000000186;
2.0834938335;0.9336067867;0.3398828745;1.0304442538;-0.9336067867;0.1400429469;0.2029588966;1.0000000185;
2.0838138335;0.9344649561;0.3398692686;1.0304083279;-0.9344649561;0.1401716741;0.2027193935;1.0000000183;
2.0844538335;0.9361492730;0.3398447782;1.0303380316;-0.9361492730;0.1404243251;0.2022507584;1.0000000178;
2.0857338335;0.9393940080;0.3398058903;1.0302034174;-0.9393940080;0.1409110421;0.2013533426;1.0000000170;
2.0882938335;0.9454193834;0.3397629458;1.0299563087;-0.9454193834;0.1418148608;0.1997059737;1.0000000153;
2.0934138335;0.9558363783;0.3397820818;1.0295384088;-0.9558363783;0.1433774316;0.1969200130;1.0000000125;
2.0985338335;0.9643319983;0.3399075379;1.0292094973;-0.9643319983;0.1446517922;0.1947272996;1.0000000101;
2.1087738335;0.9770822557;0.3403070923;1.0287396866;-0.9770822557;0.1465643571;0.1915952716;1.0000000065;
2.1179898335;0.9846087486;0.3407703703;1.0284911872;-0.9846087486;0.1476933466;0.1899386320;1.0000000043;
2.1204840157;0.9861938911;0.3409012705;1.0284432593;-0.9861938911;0.1479311212;0.1896191167;1.0000000038;
2.1204840157;0.9861938911;0.3409012705;1.0284432593;-0.9861938911;0.1479311212;0.1896191167;1.0000000038;
2.1204940157;0.9861991270;0.3409006731;1.0284429546;-0.9861991270;0.1479319066;0.1896170858;1.0000000038;
2.1205040157;0.9862045612;0.3409012294;1.0284428054;-0.9862045612;0.1479327218;0.1896160909;1.0000000038;
2.1205240157;0.9862154359;0.3409024126;1.0284425167;-0.9862154359;0.1479343530;0.1896141661;1.0000000038;
2.1205640157;0.9862371182;0.3409045667;1.0284419119;-0.9862371182;0.1479376054;0.1896101344;1.0000000037;
2.1206440157;0.9862803863;0.3409090150;1.0284407262;-0.9862803863;0.1479440957;0.1896022300;1.0000000037;
2.1208040157;0.9863664347;0.3409179063;1.0284383744;-0.9863664347;0.1479570031;0.1895865513;1.0000000037;
2.1209062551;0.9864210812;0.3409235842;1.0284368851;-0.9864210812;0.1479652002;0.1895766228;1.0000000037;
2.1209062551;0.9864210812;0.3409235842;1.0284368851;-0.9864210812;0.1479652002;0.1895766228;1.0000000037;
2.1209162551;0.9864264105;0.3409241394;1.0284367401;-0.9864264105;0.1479659996;0.1895756559;1.0000000037;
2.1209262551;0.9864317373;0.3409246946;1.0284365951;-0.9864317373;0.1479667987;0.1895746896;1.0000000037;
2.1209462551;0.9864423848;0.3409258049;1.0284363055;-0.9864423848;0.1479683958;0.1895727587;1.0000000037;
2.1209862551;0.9864636503;0.3409280251;1.0284357274;-0.9864636503;0.1479715857;0.1895689048;1.0000000037;
2.1210662551;0.9865060620;0.3409324641;1.0284345760;-0.9865060620;0.1479779475;0.1895612287;1.0000000037;
2.1212262551;0.9865904050;0.3409413368;1.0284322923;-0.9865904050;0.1479905991;0.1895460043;1.0000000036;
2.1215462551;0.9867571818;0.3409590599;1.0284278010;-0.9867571818;0.1480156160;0.1895160629;1.0000000036;
2.1221862551;0.9870832100;0.3409944140;1.0284191180;-0.9870832100;0.1480645209;0.1894581771;1.0000000035;
2.1234662551;0.9877060615;0.3410647303;1.0284029108;-0.9877060615;0.1481579499;0.1893501302;1.0000000033;
2.1260262551;0.9888416637;0.3412036540;1.0283748392;-0.9888416637;0.1483282926;0.1891629890;1.0000000029;
2.1311462551;0.9907195347;0.3414740117;1.0283340629;-0.9907195347;0.1486099771;0.1888911506;1.0000000022;
2.1413862551;0.9931948274;0.3419838756;1.0283018713;-0.9931948274;0.1489812761;0.1886765435;1.0000000011;
2.1516262551;0.9942595093;0.3424546046;1.0283236377;-0.9942595093;0.1491409806;0.1888216503;1.0000000003;
2.1552990828;0.9943774202;0.3426149661;1.0283414092;-0.9943774202;0.1491586675;0.1889401257;1.0000000001;
2.1552990828;0.9943774202;0.3426149661;1.0283414092;-0.9943774202;0.1491586675;0.1889401257;1.0000000001;
2.1553090828;0.9943774251;0.3426152534;1.0283414498;-0.9943774251;0.1491586682;0.1889403962;1.0000000001;
2.1553190828;0.9943774191;0.3426156818;1.0283415109;-0.9943774191;0.1491586674;0.1889408032;1.0000000001;
2.1553390828;0.9943774095;0.3426164779;1.0283416243;-0.9943774095;0.1491586659;0.1889415594;1.0000000001;
2.1553790828;0.9943773673;0.3426182511;1.0283418778;-0.9943773673;0.1491586596;0.1889432494;1.0000000001;
2.1554590828;0.9943772507;0.3426216751;1.0283423688;-0.9943772507;0.1491586421;0.1889465226;1.0000000000;
2.1556190828;0.9943768532;0.3426285169;1.0283433568;-0.9943768532;0.1491585825;0.1889531096;1.0000000000;
2.1559390828;0.9943754035;0.3426421760;1.0283453572;-0.9943754035;0.1491583650;0.1889664452;1.0000000000;
2.1565790828;0.9943699107;0.3426693989;1.0283494542;-0.9943699107;0.1491575411;0.1889937582;1.0000000000;
2.1578590828;0.9943487601;0.3427234847;1.0283580275;-0.9943487601;0.1491543684;0.1890509124;0.9999999999;
2.1604190828;0.9942673683;0.3428303623;1.0283766450;-0.9942673683;0.1491421595;0.1891750273;0.9999999998;
2.1655390828;0.9939592934;0.3430398522;1.0284194215;-0.9939592934;0.1490959476;0.1894602002;0.9999999995;
2.1757790828;0.9928323397;0.3434464861;1.0285247963;-0.9928323397;0.1489269022;0.1901626893;0.9999999991;
2.1860190828;0.9910978994;0.3438406532;1.0286539615;-0.9910978994;0.1486667326;0.1910237788;0.9999999987;
2.1962590828;0.9888407655;0.3442262602;1.0288037517;-0.9888407655;0.1483281579;0.1920223665;0.9999999984;
2.2064990828;0.9861286163;0.3446057196;1.0289715022;-0.9861286163;0.1479213299;0.1931406874;0.9999999981;
2.2167390828;0.9830149282;0.3449803716;1.0291549931;-0.9830149282;0.1474542702;0.1943639433;0.9999999979;
2.2269790828;0.9795431266;0.3453510036;1.0293523522;-0.9795431266;0.1469334928;0.1956796526;0.9999999977;
2.2474590828;0.9717082538;0.3460825477;1.0297807386;-0.9717082538;0.1457582457;0.1985355228;0.9999999973;
2.2679390828;0.9628368980;0.3468012153;1.0302467248;-0.9628368980;0.1444275240;0.2016420544;0.9999999970;
2.2884190828;0.9531351384;0.3475085566;1.0307409350;-0.9531351384;0.1429722400;0.2049367437;0.9999999968;
2.3088990828;0.9427928828;0.3482061873;1.0312549126;-0.9427928828;0.1414208803;0.2083632138;0.9999999966;
2.3293790828;0.9319820674;0.3488947305;1.0317810679;-0.9319820674;0.1397992357;0.2118708674;0.9999999965;
2.3498590828;0.9208567723;0.3495749166;1.0323128284;-0.9208567723;0.1381304184;0.2154158887;0.9999999964;
2.3703390828;0.9095534390;0.3502474324;1.0328445908;-0.9095534390;0.1364348951;0.2189609225;0.9999999963;
2.3908190828;0.8981913967;0.3509129241;1.0333716701;-0.8981913967;0.1347305653;0.2224747360;0.9999999963;
2.4317790828;0.8757868393;0.3522284125;1.0343940082;-0.8757868393;0.1313698354;0.2292902296;0.9999999964;
2.4727390828;0.8541665846;0.3535161658;1.0353612711;-0.8541665846;0.1281267525;0.2357385602;0.9999999966;
2.5136990828;0.8337514481;0.3547836305;1.0362622152;-0.8337514481;0.1250644398;0.2417447717;0.9999999968;
2.5546590828;0.8148316364;0.3560364499;1.0370911498;-0.8148316364;0.1222264290;0.2472709259;0.9999999971;
2.5956190828;0.7975782579;0.3572738439;1.0378461408;-0.7975782579;0.1196383866;0.2523041303;0.9999999974;
2.6365790828;0.7820661965;0.3584957049;1.0385286415;-0.7820661965;0.1173115453;0.2568540723;0.9999999976;
2.6775390828;0.7682962313;0.3597016632;1.0391422327;-0.7682962313;0.1152460221;0.2609446235;0.9999999979;
2.7594590828;0.7455853609;0.3620599361;1.0401867265;-0.7455853609;0.1118393446;0.2679078197;0.9999999984;
2.8331870828;0.7301788869;0.3641247077;1.0409463937;-0.7301788869;0.1095283417;0.2729721980;0.9999999988;
2.9069150828;0.7187581281;0.3661356118;1.0415689984;-0.7187581281;0.1078152042;0.2771228386;0.9999999992;
2.9806430828;0.7106174244;0.3680870192;1.0420807275;-0.7106174244;0.1065940819;0.2805343190;0.9999999994;
3.0543710828;0.7050585560;0.3699759819;1.0425052380;-0.7050585560;0.1057602401;0.2833643505;0.9999999996;
3.1280990828;0.7014590959;0.3718007180;1.0428623780;-0.7014590959;0.1052203137;0.2857452510;0.9999999998;
3.2018270828;0.6992917072;0.3735611840;1.0431684327;-0.6992917072;0.1048952009;0.2877855872;0.9999999999;
3.2755550828;0.6981295235;0.3752576300;1.0434362511;-0.6981295235;0.1047208709;0.2895710188;0.9999999999;
3.3492830828;0.6976405747;0.3768904653;1.0436756786;-0.6976405747;0.1046475276;0.2911671799;1.0000000000;
3.4230110828;0.6975764007;0.3784603816;1.0438940603;-0.6975764007;0.1046379014;0.2926230377;1.0000000000;
3.4967390828;0.6977581501;0.3799682867;1.0440967115;-0.6977581501;0.1046651642;0.2939740275;1.0000000000;
3.5704670828;0.6980624705;0.3814152484;1.0442873515;-0.6980624705;0.1047108128;0.2952449431;1.0000000000;
3.7179230828;0.6987050653;0.3841322220;1.0446430731;-0.6987050653;0.1048072034;0.2976163879;1.0000000000;
3.8653790828;0.6992120223;0.3865267984;1.0449580926;-0.6992120223;0.1048832480;0.2997164889;1.0000000000;
4.0128350828;0.6995594478;0.3887449703;1.0452532608;-0.6995594478;0.1049353625;0.3016842500;1.0000000000;
4.1602910828;0.6997698762;0.3907720418;1.0455259461;-0.6997698762;0.1049669272;0.3035021267;1.0000000000;
4.4552030828;0.6999956926;0.3943515868;1.0460113412;-0.6999956926;0.1050008002;0.3067380499;1.0000000000;
4.7501150828;0.7000424609;0.3972886329;1.0464132817;-0.7000424609;0.1050078155;0.3094176163;1.0000000000;
5.3399390828;0.7000381548;0.4015771863;1.0470017386;-0.7000381548;0.1050071696;0.3133406078;1.0000000000;
5.9297630828;0.7000035109;0.4041147585;1.0473505590;-0.7000035109;0.1050019729;0.3156660451;1.0000000000;
5.9999999999;0.7000009477;0.4043308036;1.0473802356;-0.7000009477;0.1050015884;0.3158638868;1.0000000000;
5.9999999999;0.7000013689;0.4043308730;1.0473802330;-0.7000013689;0.1050016516;0.3158638694;1.0000000000;
6.0000000050;0.7000013687;0.4043308730;1.0473802313;-0.7000013738;0.1050016683;0.3158638582;1.0000000475;
6.0000000050;0.7000013687;0.4043308730;1.0473802313;-0.7000013738;0.1050016683;0.3158638582;1.0000000475;
6.0000100050;0.7000009716;0.4043308287;1.0473769375;-0.7000108994;0.1050345127;0.3158419029;1.0000934200;
6.0000200050;0.7000009709;0.4043308541;1.0473736407;-0.7000208207;0.1050674169;0.3158199346;1.0001859279;
6.0000400050;0.7000009937;0.4043309093;1.0473670440;-0.7000406857;0.1051332286;0.3157759964;1.0003689369;
6.0000800050;0.7000009665;0.4043310068;1.0473538384;-0.7000803346;0.1052648397;0.3156881185;1.0007250682;
6.0001600050;0.7000009607;0.4043312103;1.0473273775;-0.7001596479;0.1055280642;0.3155123462;1.0013996799;
6.0003200050;0.7000009491;0.4043316174;1.0472742571;-0.7003181420;0.1060544933;0.3151607418;1.0026108481;
6.0005352309;0.7000009335;0.4043321649;1.0472023842;-0.7005310638;0.1067625835;0.3146876513;1.0040000000;
6.0005352309;0.7000009335;0.4043321649;1.0472023842;-0.7005310638;0.1067625835;0.3146876513;1.0040000000;
6.0005352344;0.7000009335;0.4043321649;1.0472023830;-0.7005310673;0.1067625952;0.3146876435;1.0040000200;
6.0005352344;0.7000009335;0.4043321649;1.0472023830;-0.7005310673;0.1067625952;0.3146876435;1.0040000200;
6.0005452344;0.7000009328;0.4043321904;1.0471990319;-0.7005409525;0.1067954940;0.3146656588;1.0040563079;
6.0005552344;0.7000009321;0.4043322158;1.0471956798;-0.7005508369;0.1068283925;0.3146436739;1.0041120739;
6.0005752344;0.7000009306;0.4043322667;1.0471889726;-0.7005706038;0.1068941894;0.3145997031;1.0042223960;
6.0006152344;0.7000009277;0.4043323684;1.0471755456;-0.7006101294;0.1070257817;0.3145117578;1.0044370802;
6.0006952344;0.7000009219;0.4043325719;1.0471486421;-0.7006891473;0.1072889615;0.3143358524;1.0048437510;
6.0008552344;0.7000009103;0.4043329788;1.0470946366;-0.7008470505;0.1078153006;0.3139839818;1.0055738667;
6.0011752344;0.7000008859;0.4043337925;1.0469858319;-0.7011623259;0.1088678971;0.3132800030;1.0067588410;
6.0018152344;0.7000008227;0.4043354194;1.0467650487;-0.7017907404;0.1109727573;0.3118710988;1.0083558860;
