time;NETWORK_1011_131_Upu_value;NETWORK_4011_401_Upu_value;NETWORK_B11___21_Upu_value;NETWORK_BG09__11_Upu_value;NETWORK_1012_131_Upu_value;NETWORK_4012_401_Upu_value;NETWORK_B12___21_Upu_value;NETWORK_BG01__11_Upu_value;NETWORK_BG10__11_Upu_value;NETWORK_1013_131_Upu_value;NETWORK_B13___21_Upu_value;NETWORK_BG02__11_Upu_value;NETWORK_1014_131_Upu_value;NETWORK_BG03__11_Upu_value;NETWORK_1021_131_Upu_value;NETWORK_BG04__11_Upu_value;NETWORK_1022_131_Upu_value;NETWORK_4022_401_Upu_value;NETWORK_B22___21_Upu_value;NETWORK_BG05__11_Upu_value;NETWORK_1041_131_Upu_value;NETWORK_B01___21_Upu_value;NETWORK_1042_131_Upu_value;NETWORK_B02___21_Upu_value;NETWORK_BG06__11_Upu_value;NETWORK_1043_131_Upu_value;NETWORK_B03___21_Upu_value;NETWORK_BG07__11_Upu_value;NETWORK_1044_131_Upu_value;NETWORK_4044_401_Upu_value;NETWORK_B04___21_Upu_value;NETWORK_1045_131_Upu_value;NETWORK_4045_401_Upu_value;NETWORK_B05___21_Upu_value;NETWORK_2031_221_Upu_value;NETWORK_4031_401_Upu_value;NETWORK_B31___21_Upu_value;NETWORK_BG12__11_Upu_value;NETWORK_2032_221_Upu_value;NETWORK_B32___21_Upu_value;NETWORK_BG08__11_Upu_value;NETWORK_4021_401_Upu_value;NETWORK_BG11__11_Upu_value;NETWORK_4032_401_Upu_value;NETWORK_4041_401_Upu_value;NETWORK_B41___21_Upu_value;NETWORK_BG13__11_Upu_value;NETWORK_4042_401_Upu_value;NETWORK_B42___21_Upu_value;NETWORK_BG14__11_Upu_value;NETWORK_4043_401_Upu_value;NETWORK_B43___21_Upu_value;NETWORK_4046_401_Upu_value;NETWORK_B46___21_Upu_value;NETWORK_4047_401_Upu_value;NETWORK_B47___21_Upu_value;NETWORK_BG15__11_Upu_value;NETWORK_4051_401_Upu_value;NETWORK_B51___21_Upu_value;NETWORK_BG16__11_Upu_value;NETWORK_4061_401_Upu_value;NETWORK_B61___21_Upu_value;NETWORK_4062_401_Upu_value;NETWORK_B62___21_Upu_value;NETWORK_BG17__11_Upu_value;NETWORK_4063_401_Upu_value;NETWORK_B63___21_Upu_value;NETWORK_BG18__11_Upu_value;NETWORK_4071_401_Upu_value;NETWORK_B71___21_Upu_value;NETWORK_BG19__11_Upu_value;NETWORK_4072_401_Upu_value;NETWORK_B72___21_Upu_value;NETWORK_BG20__11_Upu_value;
12.000000;1.063050;1.023119;1.003770;1.002540;1.065935;1.025077;0.999903;1.072345;1.019528;1.057953;0.998696;1.060466;1.064584;1.063560;1.037384;1.041800;1.048579;0.989880;0.992695;1.032731;0.991256;0.977886;1.009418;0.996162;1.011791;1.007787;0.978277;1.016120;0.979567;1.009964;0.972737;0.989215;1.030399;0.974511;1.011705;1.016830;0.988343;1.021387;1.067202;0.995646;1.053192;1.029758;1.022596;1.026017;1.017441;0.965202;1.005796;1.009882;0.963687;1.045727;1.010856;0.976008;1.014714;0.978724;1.045686;0.982376;1.048055;1.054773;0.987293;1.055803;1.025812;0.982506;1.052705;0.997059;1.016813;1.056293;1.001803;1.038541;1.048977;1.003269;1.030169;1.059216;0.997601;1.018636;
14.000000;1.062556;1.022670;1.003304;1.001878;1.065367;1.024593;0.999369;1.071659;1.018861;1.057330;0.998106;1.059774;1.063935;1.062856;1.036145;1.040397;1.048106;0.989558;0.992246;1.032075;0.990590;0.977228;1.008709;0.995460;1.011055;1.007147;0.977654;1.015431;0.979042;1.009446;0.972214;0.988566;1.029730;0.973869;1.011415;1.016605;0.988060;1.020830;1.066625;0.995107;1.052524;1.029510;1.022033;1.025778;1.017293;0.965061;1.006431;1.009466;0.963289;1.045163;1.010326;0.975496;1.014143;0.978172;1.045055;0.981781;1.047356;1.054065;0.986629;1.055093;1.024864;0.981595;1.051383;0.995803;1.015295;1.054828;1.000411;1.037030;1.048821;1.003120;1.030149;1.059184;0.997571;1.018636;
16.000000;1.062099;1.022252;1.002870;1.001273;1.064845;1.024144;0.998878;1.071034;1.018252;1.056760;0.997567;1.059145;1.063344;1.062218;1.035015;1.039124;1.047655;0.989243;0.991819;1.031476;0.989960;0.976605;1.008061;0.994819;1.010390;1.006543;0.977066;1.014798;0.978536;1.008945;0.971710;0.987953;1.029099;0.973264;1.011119;1.016363;0.987770;1.020314;1.066090;0.994606;1.051916;1.029251;1.021512;1.025523;1.017105;0.964882;1.006906;1.009052;0.962893;1.044620;1.009818;0.975003;1.013602;0.977649;1.044465;0.981226;1.046718;1.053409;0.986013;1.054447;1.023983;0.980750;1.050180;0.994661;1.013926;1.053504;0.999152;1.035671;1.048676;1.002980;1.030132;1.059153;0.997542;1.018634;
18.000000;1.061684;1.021873;1.002478;1.000731;1.064375;1.023739;0.998436;1.070476;1.017707;1.056250;0.997085;1.058583;1.062815;1.061648;1.034007;1.037988;1.047242;0.988948;0.991426;1.030939;0.989386;0.976037;1.007480;0.994244;1.009800;1.005991;0.976528;1.014229;0.978069;1.008481;0.971245;0.987393;1.028523;0.972711;1.010837;1.016126;0.987493;1.019846;1.065605;0.994152;1.051371;1.029002;1.021039;1.025273;1.016907;0.964694;1.007269;1.008664;0.962521;1.044116;1.009349;0.974549;1.013105;0.977168;1.043928;0.980720;1.046146;1.052815;0.985456;1.053869;1.023189;0.979987;1.049107;0.993642;1.012713;1.052329;0.998034;1.034468;1.048543;1.002853;1.030117;1.059123;0.997514;1.018631;
18.000000;1.061684;1.021873;1.002478;1.000731;1.064375;1.023739;0.998436;1.070476;1.017707;1.056250;0.997085;1.058583;1.062815;1.061648;1.034007;1.037988;1.047242;0.988948;0.991426;1.030939;0.989386;0.976037;1.007480;0.994244;1.009800;1.005991;0.976528;1.014229;0.978069;1.008481;0.971245;0.987393;1.028523;0.972711;1.010837;1.016126;0.987493;1.019846;1.065605;0.994152;1.051371;1.029002;1.021039;1.025273;1.016907;0.964694;1.007269;1.008664;0.962521;1.044116;1.009349;0.974549;1.013105;0.977168;1.043928;0.980720;1.046146;1.052815;0.985456;1.053869;1.023189;0.979987;1.049107;0.993642;1.012713;1.052329;0.998034;1.034468;1.048543;1.002853;1.030117;1.059123;0.997514;1.018631;
20.000000;1.061315;1.021534;1.002129;1.000251;1.063958;1.023377;0.998044;1.069982;1.017223;1.055798;0.996657;1.058087;1.062347;1.061145;1.033115;1.036986;1.046870;0.988679;0.991073;1.030463;0.988870;0.975527;1.006966;0.993734;1.009280;1.005495;0.976045;1.013724;0.977647;1.008060;0.970825;0.986892;1.028006;0.972216;1.010577;1.015904;0.987239;1.019426;1.065173;0.993748;1.050889;1.028771;1.020616;1.025040;1.016713;0.964510;1.007550;1.008308;0.962181;1.043659;1.008925;0.974139;1.012659;0.976737;1.043449;0.980269;1.045639;1.052287;0.984960;1.053358;1.022482;0.979308;1.048161;0.992744;1.011650;1.051296;0.997052;1.033414;1.048423;1.002739;1.030103;1.059096;0.997488;1.018627;
20.000000;1.061315;1.021534;1.002129;1.000251;1.063958;1.023377;0.998044;1.069982;1.017223;1.055798;0.996657;1.058087;1.062347;1.061145;1.033115;1.036986;1.046870;0.988679;0.991073;1.030463;0.988870;0.975527;1.006966;0.993734;1.009280;1.005495;0.976045;1.013724;0.977647;1.008060;0.970825;0.986892;1.028006;0.972216;1.010577;1.015904;0.987239;1.019426;1.065173;0.993748;1.050889;1.028771;1.020616;1.025040;1.016713;0.964510;1.007550;1.008308;0.962181;1.043659;1.008925;0.974139;1.012659;0.976737;1.043449;0.980269;1.045639;1.052287;0.984960;1.053358;1.022482;0.979308;1.048161;0.992744;1.011650;1.051296;0.997052;1.033414;1.048423;1.002739;1.030103;1.059096;0.997488;1.018627;
22.000000;1.060989;1.021234;1.001820;0.999828;1.063591;1.023058;0.997699;1.069549;1.016798;1.055401;0.996282;1.057651;1.061936;1.060705;1.032335;1.036109;1.046539;0.988437;0.990759;1.030044;0.988413;0.975075;1.006514;0.993288;1.008827;1.005056;0.975617;1.013281;0.977271;1.007685;0.970450;0.986448;1.027548;0.971777;1.010341;1.015700;0.987008;1.019054;1.064792;0.993392;1.050466;1.028559;1.020241;1.024827;1.016531;0.964336;1.007769;1.007988;0.961875;1.043250;1.008548;0.973774;1.012262;0.976353;1.043025;0.979870;1.045194;1.051821;0.984522;1.052911;1.021861;0.978711;1.047335;0.991959;1.010724;1.050395;0.996196;1.032495;1.048317;1.002637;1.030091;1.059070;0.997463;1.018623;
24.000000;1.060702;1.020970;1.001549;0.999459;1.063270;1.022777;0.997397;1.069172;1.016427;1.055055;0.995954;1.057273;1.061578;1.060323;1.031656;1.035347;1.046247;0.988222;0.990482;1.029678;0.988012;0.974678;1.006121;0.992899;1.008433;1.004670;0.975242;1.012895;0.976939;1.007353;0.970120;0.986058;1.027146;0.971392;1.010130;1.015516;0.986802;1.018727;1.064458;0.993080;1.050098;1.028368;1.019911;1.024634;1.016363;0.964177;1.007943;1.007704;0.961603;1.042888;1.008215;0.973452;1.011914;0.976016;1.042654;0.979520;1.044807;1.051414;0.984140;1.052522;1.021319;0.978191;1.046618;0.991279;1.009925;1.049615;0.995454;1.031701;1.048223;1.002547;1.030081;1.059047;0.997441;1.018618;
26.000000;1.060453;1.020740;1.001313;0.999140;1.062992;1.022534;0.997135;1.068846;1.016106;1.054756;0.995671;1.056946;1.061269;1.059993;1.031071;1.034690;1.045992;0.988032;0.990240;1.029361;0.987663;0.974334;1.005783;0.992564;1.008096;1.004335;0.974915;1.012561;0.976650;1.007064;0.969832;0.985720;1.026797;0.971058;1.009944;1.015351;0.986619;1.018442;1.064169;0.992809;1.049779;1.028197;1.019624;1.024461;1.016212;0.964033;1.008081;1.007454;0.961365;1.042572;1.007925;0.973171;1.011611;0.975723;1.042332;0.979217;1.044474;1.051062;0.983810;1.052187;1.020850;0.977741;1.046001;0.990694;1.009239;1.048945;0.994817;1.031020;1.048141;1.002468;1.030071;1.059026;0.997422;1.018612;
28.000000;1.060238;1.020540;1.001109;0.998866;1.062753;1.022323;0.996910;1.068567;1.015831;1.054500;0.995428;1.056666;1.061004;1.059711;1.030571;1.034130;1.045770;0.987865;0.990030;1.029090;0.987364;0.974037;1.005493;0.992277;1.007808;1.004047;0.974635;1.012276;0.976400;1.006814;0.969583;0.985429;1.026497;0.970770;1.009781;1.015205;0.986459;1.018196;1.063921;0.992577;1.049507;1.028046;1.019377;1.024309;1.016078;0.963906;1.008192;1.007237;0.961157;1.042300;1.007674;0.972928;1.011349;0.975471;1.042055;0.978956;1.044189;1.050760;0.983527;1.051901;1.020449;0.977356;1.045476;0.990195;1.008656;1.048375;0.994276;1.030441;1.048069;1.002399;1.030064;1.059007;0.997404;1.018607;
30.000000;1.060054;1.020370;1.000935;0.998633;1.062549;1.022144;0.996719;1.068331;1.015597;1.054282;0.995222;1.056429;1.060780;1.059472;1.030148;1.033656;1.045580;0.987721;0.989849;1.028859;0.987109;0.973785;1.005249;0.992035;1.007566;1.003802;0.974396;1.012036;0.976187;1.006600;0.969370;0.985181;1.026242;0.970526;1.009639;1.015078;0.986320;1.017986;1.063710;0.992380;1.049276;1.027913;1.019166;1.024176;1.015961;0.963795;1.008283;1.007051;0.960978;1.042068;1.007461;0.972721;1.011127;0.975256;1.041821;0.978735;1.043948;1.050504;0.983287;1.051660;1.020110;0.977031;1.045034;0.989775;1.008167;1.047896;0.993820;1.029955;1.048007;1.002340;1.030057;1.058990;0.997388;1.018602;
32.000000;1.059899;1.020225;1.000788;0.998438;1.062378;1.021992;0.996558;1.068133;1.015402;1.054099;0.995049;1.056232;1.060592;1.059274;1.029795;1.033262;1.045418;0.987596;0.989695;1.028666;0.986896;0.973574;1.005046;0.991834;1.007365;1.003597;0.974196;1.011835;0.976007;1.006420;0.969192;0.984974;1.026028;0.970321;1.009518;1.014968;0.986202;1.017810;1.063532;0.992214;1.049084;1.027798;1.018988;1.024060;1.015861;0.963699;1.008358;1.006892;0.960827;1.041873;1.007281;0.972547;1.010940;0.975075;1.041624;0.978551;1.043748;1.050291;0.983087;1.051460;1.019828;0.976759;1.044667;0.989426;1.007761;1.047498;0.993442;1.029551;1.047955;1.002289;1.030052;1.058976;0.997374;1.018597;
32.000000;1.059899;1.020225;1.000788;0.998438;1.062378;1.021992;0.996558;1.068133;1.015402;1.054099;0.995049;1.056232;1.060592;1.059274;1.029795;1.033262;1.045418;0.987596;0.989695;1.028666;0.986896;0.973574;1.005046;0.991834;1.007365;1.003597;0.974196;1.011835;0.976007;1.006420;0.969192;0.984974;1.026028;0.970321;1.009518;1.014968;0.986202;1.017810;1.063532;0.992214;1.049084;1.027798;1.018988;1.024060;1.015861;0.963699;1.008358;1.006892;0.960827;1.041873;1.007281;0.972547;1.010940;0.975075;1.041624;0.978551;1.043748;1.050291;0.983087;1.051460;1.019828;0.976759;1.044667;0.989426;1.007761;1.047498;0.993442;1.029551;1.047955;1.002289;1.030052;1.058976;0.997374;1.018597;
34.000000;1.057565;1.017845;0.998579;0.997224;1.060550;1.019905;0.994838;1.067031;1.014255;1.052605;0.993635;1.055218;1.059240;1.058290;1.027308;1.031377;1.041131;0.983109;0.985627;1.027006;0.977792;0.974339;1.001530;0.988354;1.005635;0.995470;0.975976;1.008788;0.968430;0.998873;0.971487;0.977607;1.018729;0.972799;1.003896;1.008746;0.980696;1.015676;1.060798;0.989656;1.047771;1.021828;1.016919;1.017466;1.008616;0.966123;1.004320;0.999963;0.963577;1.039217;1.000307;0.975384;1.004416;0.978383;1.036499;0.983201;1.041569;1.045281;0.978386;1.049313;1.014049;0.980757;1.040176;0.985162;1.005028;1.044035;0.990150;1.027174;1.047114;1.001483;1.029841;1.058747;0.997158;1.018521;
34.000000;1.057565;1.017845;0.998579;0.997224;1.060550;1.019905;0.994838;1.067031;1.014255;1.052605;0.993635;1.055218;1.059240;1.058290;1.027308;1.031377;1.041131;0.983109;0.985627;1.027006;0.977792;0.974339;1.001530;0.988354;1.005635;0.995470;0.975976;1.008788;0.968430;0.998873;0.971487;0.977607;1.018729;0.972799;1.003896;1.008746;0.980696;1.015676;1.060798;0.989656;1.047771;1.021828;1.016919;1.017466;1.008616;0.966123;1.004320;0.999963;0.963577;1.039217;1.000307;0.975384;1.004416;0.978383;1.036499;0.983201;1.041569;1.045281;0.978386;1.049313;1.014049;0.980757;1.040176;0.985162;1.005028;1.044035;0.990150;1.027174;1.047114;1.001483;1.029841;1.058747;0.997158;1.018521;
36.000000;1.056998;1.017307;0.998042;0.996774;1.060013;1.019385;0.994333;1.066540;1.013785;1.052061;0.993120;1.054699;1.058699;1.057757;1.026261;1.030308;1.040404;0.982436;0.984937;1.026675;0.977822;0.974369;1.001486;0.988310;1.005607;0.995558;0.976062;1.009365;0.968346;0.998764;0.971402;0.977521;1.018630;0.972713;1.003389;1.008240;0.980199;1.015582;1.060357;0.989244;1.047396;1.021316;1.016801;1.016988;1.008381;0.965896;1.004903;0.999819;0.963438;1.039483;1.000244;0.975323;1.004401;0.978368;1.036554;0.983253;1.041747;1.045302;0.978405;1.049469;1.013620;0.980340;1.039662;0.984675;1.004546;1.043412;0.989558;1.026484;1.046940;1.001316;1.029859;1.058715;0.997128;1.018522;
36.000000;1.056998;1.017307;0.998042;0.996774;1.060013;1.019385;0.994333;1.066540;1.013785;1.052061;0.993120;1.054699;1.058699;1.057757;1.026261;1.030308;1.040404;0.982436;0.984937;1.026675;0.977822;0.974369;1.001486;0.988310;1.005607;0.995558;0.976062;1.009365;0.968346;0.998764;0.971402;0.977521;1.018630;0.972713;1.003389;1.008240;0.980199;1.015582;1.060357;0.989244;1.047396;1.021316;1.016801;1.016988;1.008381;0.965896;1.004903;0.999819;0.963438;1.039483;1.000244;0.975323;1.004401;0.978368;1.036554;0.983253;1.041747;1.045302;0.978405;1.049469;1.013620;0.980340;1.039662;0.984675;1.004546;1.043412;0.989558;1.026484;1.046940;1.001316;1.029859;1.058715;0.997128;1.018522;
38.000000;1.056773;1.017090;0.997829;0.996594;1.059803;1.019178;0.994136;1.066353;1.013600;1.051856;0.992926;1.054508;1.058496;1.057564;1.025872;1.029917;1.040107;0.982157;0.984655;1.026529;0.977721;0.974269;1.001369;0.988195;1.005496;0.995474;0.975981;1.009422;0.968225;0.998634;0.971282;0.977394;1.018495;0.972587;1.003158;1.008010;0.979973;1.015476;1.060156;0.989056;1.047226;1.021060;1.016685;1.016755;1.008297;0.965816;1.005370;0.999672;0.963296;1.039479;1.000122;0.975204;1.004291;0.978261;1.036461;0.983166;1.041691;1.045200;0.978310;1.049410;1.013405;0.980135;1.039392;0.984419;1.004265;1.043098;0.989260;1.026145;1.046870;1.001250;1.029870;1.058701;0.997115;1.018522;
38.000000;1.056773;1.017090;0.997829;0.996594;1.059803;1.019178;0.994136;1.066353;1.013600;1.051856;0.992926;1.054508;1.058496;1.057564;1.025872;1.029917;1.040107;0.982157;0.984655;1.026529;0.977721;0.974269;1.001369;0.988195;1.005496;0.995474;0.975981;1.009422;0.968225;0.998634;0.971282;0.977394;1.018495;0.972587;1.003158;1.008010;0.979973;1.015476;1.060156;0.989056;1.047226;1.021060;1.016685;1.016755;1.008297;0.965816;1.005370;0.999672;0.963296;1.039479;1.000122;0.975204;1.004291;0.978261;1.036461;0.983166;1.041691;1.045200;0.978310;1.049410;1.013405;0.980135;1.039392;0.984419;1.004265;1.043098;0.989260;1.026145;1.046870;1.001250;1.029870;1.058701;0.997115;1.018522;
