time;SVarC_SVarC_UPu;SVarC_SVarC_BPu;SVarC_SVarC_QInjPu;SVarC_SVarC_URefPu;
0.000000;1.000000;0.000000;0.000000;1.000000;
10.000000;1.000000;0.000000;0.000000;1.000000;
10.000000;1.000000;0.500000;0.500000;1.000000;
20.000000;1.000000;0.500000;0.500000;1.000000;
30.000000;1.000000;0.500000;0.500000;1.000000;
30.000000;0.939429;1.067800;0.942363;1.000000;
40.000000;0.939429;1.067800;0.942363;1.000000;
