time;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_PInjPu;Converter_Converter_injectorVoltageSource_voltageSourceIEC63406_QInjPu;Converter_Converter_controlAndProtection_control_qControl_voltageDroop;
1.606133;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808312;0.827443;0.097860;1.000107;
1.607443;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808254;0.827386;0.097846;1.000107;
1.608098;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808225;0.827357;0.097840;1.000107;
1.609409;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808168;0.827300;0.097827;1.000107;
1.609573;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808161;0.827293;0.097825;1.000107;
1.609900;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808147;0.827279;0.097822;1.000107;
1.610556;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808118;0.827251;0.097815;1.000107;
1.611866;0.000000;1.000000;0.800000;-0.000015;1.000111;0.808062;0.827195;0.097802;1.000107;
1.612521;0.000000;1.000000;0.800000;-0.000016;1.000111;0.808034;0.827167;0.097795;1.000107;
1.613832;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807978;0.827112;0.097782;1.000107;
1.613995;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807971;0.827105;0.097781;1.000107;
1.614323;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807957;0.827091;0.097778;1.000107;
1.614978;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807929;0.827063;0.097771;1.000107;
1.616289;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807874;0.827009;0.097758;1.000107;
1.616944;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807847;0.826982;0.097752;1.000107;
1.618254;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807792;0.826927;0.097739;1.000107;
1.618418;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807785;0.826921;0.097738;1.000107;
1.618746;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807772;0.826907;0.097735;1.000107;
1.619401;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807745;0.826880;0.097728;1.000107;
1.620711;0.000000;1.000000;0.800000;-0.000016;1.000111;0.807691;0.826827;0.097716;1.000107;
1.621366;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807664;0.826800;0.097710;1.000107;
1.622677;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807611;0.826747;0.097697;1.000107;
1.622841;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807604;0.826741;0.097696;1.000107;
1.623168;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807591;0.826728;0.097693;1.000107;
1.623823;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807564;0.826701;0.097687;1.000107;
1.625134;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807512;0.826649;0.097674;1.000107;
1.625789;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807486;0.826623;0.097668;1.000107;
1.627099;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807434;0.826572;0.097656;1.000107;
1.627263;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807427;0.826565;0.097655;1.000107;
1.627591;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807414;0.826552;0.097652;1.000107;
1.628246;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807388;0.826527;0.097646;1.000107;
1.629556;0.000000;1.000000;0.800000;-0.000017;1.000111;0.807337;0.826476;0.097634;1.000107;
1.630212;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807311;0.826450;0.097628;1.000107;
1.631522;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807261;0.826400;0.097616;1.000107;
1.631686;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807254;0.826393;0.097615;1.000107;
1.632013;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807242;0.826381;0.097612;1.000107;
1.632669;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807216;0.826356;0.097606;1.000107;
1.633979;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807166;0.826306;0.097594;1.000107;
1.634634;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807141;0.826281;0.097588;1.000107;
1.635945;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807092;0.826232;0.097577;1.000107;
1.636109;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807085;0.826226;0.097575;1.000107;
1.636436;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807073;0.826214;0.097573;1.000107;
1.637091;0.000000;1.000000;0.800000;-0.000018;1.000111;0.807048;0.826189;0.097567;1.000107;
1.638402;0.000000;1.000000;0.800000;-0.000018;1.000111;0.806999;0.826141;0.097555;1.000107;
1.639057;0.000000;1.000000;0.800000;-0.000018;1.000111;0.806975;0.826116;0.097550;1.000107;
1.640367;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806926;0.826068;0.097539;1.000106;
1.640531;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806920;0.826062;0.097537;1.000106;
1.640859;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806908;0.826050;0.097534;1.000106;
1.641514;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806884;0.826026;0.097529;1.000106;
1.642824;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806836;0.825979;0.097518;1.000106;
1.643480;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806813;0.825955;0.097512;1.000106;
1.644790;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806765;0.825908;0.097501;1.000106;
1.644954;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806759;0.825902;0.097500;1.000106;
1.645281;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806747;0.825891;0.097497;1.000106;
1.645937;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806724;0.825867;0.097492;1.000106;
1.647247;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806677;0.825821;0.097481;1.000106;
1.647902;0.000000;1.000000;0.800000;-0.000019;1.000111;0.806654;0.825798;0.097475;1.000106;
1.649213;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806608;0.825752;0.097465;1.000106;
1.649376;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806602;0.825746;0.097463;1.000106;
1.649704;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806590;0.825735;0.097461;1.000106;
1.650359;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806567;0.825712;0.097455;1.000106;
1.651670;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806522;0.825667;0.097445;1.000106;
1.652325;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806499;0.825644;0.097440;1.000106;
1.653635;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806454;0.825599;0.097429;1.000106;
1.653799;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806448;0.825594;0.097428;1.000106;
1.654127;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806437;0.825582;0.097425;1.000106;
1.654782;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806415;0.825560;0.097420;1.000106;
1.656092;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806370;0.825516;0.097409;1.000106;
1.656747;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806348;0.825494;0.097404;1.000106;
1.658058;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806304;0.825450;0.097394;1.000106;
1.658222;0.000000;1.000000;0.800000;-0.000020;1.000111;0.806298;0.825445;0.097393;1.000106;
1.658549;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806287;0.825434;0.097390;1.000106;
1.659204;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806265;0.825412;0.097385;1.000106;
1.660515;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806222;0.825369;0.097375;1.000106;
1.661170;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806200;0.825347;0.097370;1.000106;
1.662481;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806157;0.825304;0.097360;1.000106;
1.662644;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806151;0.825299;0.097359;1.000106;
1.662972;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806141;0.825288;0.097356;1.000106;
1.663627;0.000000;1.000000;0.800000;-0.000021;1.000111;0.806119;0.825267;0.097351;1.000106;
1.664938;0.000000;1.000000;0.800000;-0.000021;1.000112;0.806077;0.825225;0.097342;1.000106;
1.665593;0.000000;1.000000;0.800000;-0.000021;1.000112;0.806056;0.825204;0.097337;1.000106;
1.666903;0.000000;1.000000;0.800000;-0.000021;1.000112;0.806014;0.825162;0.097327;1.000106;
1.667067;0.000000;1.000000;0.800000;-0.000021;1.000112;0.806008;0.825157;0.097326;1.000106;
1.667395;0.000000;1.000000;0.800000;-0.000021;1.000112;0.805998;0.825147;0.097323;1.000106;
1.668050;0.000000;1.000000;0.800000;-0.000021;1.000112;0.805977;0.825126;0.097318;1.000106;
1.669360;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805935;0.825085;0.097309;1.000106;
1.670015;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805915;0.825064;0.097304;1.000106;
1.671326;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805874;0.825023;0.097294;1.000106;
1.671490;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805868;0.825018;0.097293;1.000106;
1.671817;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805858;0.825008;0.097291;1.000106;
1.672472;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805838;0.824988;0.097286;1.000106;
1.673783;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805797;0.824948;0.097277;1.000106;
1.674438;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805777;0.824927;0.097272;1.000106;
1.675748;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805737;0.824888;0.097263;1.000106;
1.675912;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805732;0.824883;0.097262;1.000106;
1.676240;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805722;0.824873;0.097259;1.000106;
1.676895;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805702;0.824853;0.097255;1.000106;
1.678205;0.000000;1.000000;0.800000;-0.000022;1.000112;0.805662;0.824814;0.097245;1.000106;
1.678861;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805642;0.824794;0.097241;1.000106;
1.680171;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805603;0.824755;0.097232;1.000106;
1.680335;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805598;0.824750;0.097231;1.000106;
1.680662;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805589;0.824741;0.097228;1.000106;
1.681318;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805569;0.824721;0.097224;1.000106;
1.682628;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805530;0.824683;0.097215;1.000106;
1.683283;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805511;0.824664;0.097210;1.000106;
1.684594;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805473;0.824626;0.097202;1.000106;
1.684757;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805468;0.824621;0.097200;1.000106;
1.685085;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805458;0.824611;0.097198;1.000106;
1.685740;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805439;0.824593;0.097194;1.000106;
1.687051;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805402;0.824555;0.097185;1.000106;
1.687706;0.000000;1.000000;0.800000;-0.000023;1.000112;0.805383;0.824536;0.097181;1.000106;
1.689016;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805345;0.824499;0.097172;1.000106;
1.689180;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805341;0.824495;0.097171;1.000106;
1.689508;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805331;0.824485;0.097169;1.000106;
1.690163;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805313;0.824467;0.097164;1.000106;
1.691473;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805276;0.824430;0.097156;1.000106;
1.692129;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805257;0.824412;0.097152;1.000106;
1.693439;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805221;0.824376;0.097143;1.000106;
1.693603;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805216;0.824371;0.097142;1.000106;
1.693930;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805207;0.824362;0.097140;1.000106;
1.694586;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805189;0.824344;0.097136;1.000106;
1.695896;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805153;0.824308;0.097127;1.000106;
1.696551;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805135;0.824291;0.097123;1.000106;
1.697862;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805099;0.824255;0.097115;1.000106;
1.698025;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805095;0.824251;0.097114;1.000106;
1.698353;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805086;0.824242;0.097112;1.000106;
1.699008;0.000000;1.000000;0.800000;-0.000024;1.000112;0.805068;0.824224;0.097108;1.000106;
1.700319;0.000000;1.000000;0.800000;-0.000025;1.000112;0.805033;0.824189;0.097099;1.000106;
1.700974;0.000000;1.000000;0.800000;-0.000025;1.000112;0.805016;0.824172;0.097095;1.000106;
1.702284;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804981;0.824137;0.097087;1.000106;
1.702448;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804976;0.824133;0.097086;1.000106;
1.702776;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804968;0.824124;0.097084;1.000106;
1.703431;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804950;0.824107;0.097080;1.000106;
1.704741;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804916;0.824073;0.097072;1.000106;
1.707362;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804848;0.824006;0.097056;1.000106;
1.708672;0.000000;1.000000;0.800000;-0.000025;1.000112;0.804814;0.823972;0.097049;1.000106;
1.711293;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804748;0.823906;0.097033;1.000106;
1.711621;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804740;0.823898;0.097031;1.000106;
1.711785;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804735;0.823894;0.097031;1.000106;
1.712112;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804727;0.823886;0.097029;1.000106;
1.712276;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804723;0.823882;0.097028;1.000106;
1.712604;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804715;0.823874;0.097026;1.000106;
1.713259;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804698;0.823857;0.097022;1.000106;
1.714569;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804666;0.823825;0.097014;1.000106;
1.715225;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804649;0.823809;0.097011;1.000106;
1.716535;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804617;0.823777;0.097003;1.000106;
1.716699;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804613;0.823773;0.097002;1.000106;
1.717026;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804605;0.823765;0.097000;1.000106;
1.717682;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804589;0.823749;0.096997;1.000106;
1.718992;0.000000;1.000000;0.800000;-0.000026;1.000112;0.804557;0.823717;0.096989;1.000106;
1.721613;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804494;0.823655;0.096974;1.000106;
1.722923;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804463;0.823624;0.096967;1.000106;
1.725544;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804401;0.823562;0.096953;1.000105;
1.725872;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804394;0.823555;0.096951;1.000105;
1.726035;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804390;0.823551;0.096950;1.000105;
1.726363;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804382;0.823543;0.096949;1.000105;
1.726527;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804378;0.823540;0.096948;1.000105;
1.726854;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804371;0.823532;0.096946;1.000105;
1.727510;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804355;0.823517;0.096942;1.000105;
1.728820;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804325;0.823487;0.096935;1.000105;
1.731441;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804266;0.823428;0.096921;1.000105;
1.732751;0.000000;1.000000;0.800000;-0.000027;1.000112;0.804236;0.823398;0.096915;1.000105;
1.735372;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804177;0.823340;0.096901;1.000105;
1.735700;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804170;0.823333;0.096899;1.000105;
1.736355;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804156;0.823319;0.096896;1.000105;
1.736682;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804148;0.823311;0.096894;1.000105;
1.737338;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804134;0.823297;0.096891;1.000105;
1.737665;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804127;0.823290;0.096889;1.000105;
1.738321;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804112;0.823276;0.096886;1.000105;
1.739631;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804084;0.823247;0.096879;1.000105;
1.742252;0.000000;1.000000;0.800000;-0.000028;1.000112;0.804027;0.823191;0.096866;1.000105;
1.743562;0.000000;1.000000;0.800000;-0.000028;1.000112;0.803999;0.823164;0.096860;1.000105;
1.746183;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803944;0.823109;0.096847;1.000105;
1.746511;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803937;0.823102;0.096845;1.000105;
1.747166;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803923;0.823088;0.096842;1.000105;
1.747493;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803917;0.823081;0.096841;1.000105;
1.748149;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803903;0.823068;0.096837;1.000105;
1.748476;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803896;0.823061;0.096836;1.000105;
1.749131;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803883;0.823048;0.096833;1.000105;
1.750442;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803856;0.823021;0.096826;1.000105;
1.753063;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803802;0.822968;0.096814;1.000105;
1.754373;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803776;0.822942;0.096808;1.000105;
1.756994;0.000000;1.000000;0.800000;-0.000029;1.000112;0.803724;0.822890;0.096796;1.000105;
1.757321;0.000000;1.000000;0.800000;-0.000030;1.000112;0.803717;0.822884;0.096794;1.000105;
1.757977;0.000000;1.000000;0.800000;-0.000030;1.000112;0.803704;0.822871;0.096791;1.000105;
1.758304;0.000000;1.000000;0.800000;-0.000030;1.000112;0.803698;0.822864;0.096790;1.000105;
1.758959;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803685;0.822852;0.096787;1.000105;
1.759287;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803679;0.822845;0.096785;1.000105;
1.759942;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803666;0.822833;0.096782;1.000105;
1.761253;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803640;0.822807;0.096776;1.000105;
1.763874;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803590;0.822757;0.096765;1.000105;
1.765184;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803565;0.822733;0.096759;1.000105;
1.767805;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803516;0.822684;0.096748;1.000105;
1.768132;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803510;0.822678;0.096746;1.000105;
1.768788;0.000000;1.000000;0.800000;-0.000030;1.000113;0.803497;0.822666;0.096743;1.000105;
1.770098;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803473;0.822641;0.096738;1.000105;
1.770753;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803461;0.822629;0.096735;1.000105;
1.772064;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803437;0.822606;0.096729;1.000105;
1.772719;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803425;0.822594;0.096726;1.000105;
1.773046;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803419;0.822588;0.096725;1.000105;
1.773702;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803407;0.822576;0.096722;1.000105;
1.774029;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803401;0.822570;0.096721;1.000105;
1.774684;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803389;0.822558;0.096718;1.000105;
1.775995;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803366;0.822535;0.096713;1.000105;
1.778616;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803319;0.822489;0.096702;1.000105;
1.779926;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803296;0.822466;0.096697;1.000105;
1.782547;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803251;0.822421;0.096686;1.000105;
1.782874;0.000000;1.000000;0.800000;-0.000031;1.000113;0.803245;0.822415;0.096685;1.000105;
1.783530;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803234;0.822404;0.096682;1.000105;
1.784840;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803211;0.822382;0.096677;1.000105;
1.785495;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803200;0.822371;0.096674;1.000105;
1.786806;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803178;0.822348;0.096669;1.000105;
1.787461;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803167;0.822337;0.096666;1.000105;
1.787788;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803161;0.822332;0.096665;1.000105;
1.788444;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803150;0.822321;0.096663;1.000105;
1.788771;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803145;0.822316;0.096661;1.000105;
1.789427;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803134;0.822305;0.096659;1.000105;
1.790737;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803112;0.822283;0.096654;1.000105;
1.793358;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803069;0.822240;0.096644;1.000105;
1.794668;0.000000;1.000000;0.800000;-0.000032;1.000113;0.803048;0.822219;0.096639;1.000105;
1.797289;0.000000;1.000000;0.800000;-0.000033;1.000113;0.803006;0.822178;0.096629;1.000105;
1.798599;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802985;0.822157;0.096624;1.000105;
1.799255;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802974;0.822146;0.096622;1.000105;
1.800565;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802954;0.822126;0.096617;1.000105;
1.801220;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802943;0.822116;0.096615;1.000105;
1.801548;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802938;0.822111;0.096613;1.000105;
1.802203;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802928;0.822101;0.096611;1.000105;
1.802531;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802923;0.822095;0.096610;1.000105;
1.803186;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802913;0.822085;0.096607;1.000105;
1.804496;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802892;0.822065;0.096603;1.000105;
1.807117;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802852;0.822026;0.096593;1.000105;
1.808427;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802833;0.822006;0.096589;1.000105;
1.811048;0.000000;1.000000;0.800000;-0.000033;1.000113;0.802794;0.821967;0.096580;1.000104;
1.812359;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802774;0.821948;0.096575;1.000104;
1.813014;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802764;0.821938;0.096573;1.000104;
1.814324;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802745;0.821919;0.096568;1.000104;
1.814980;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802736;0.821910;0.096566;1.000104;
1.815307;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802731;0.821905;0.096565;1.000104;
1.815962;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802721;0.821896;0.096563;1.000104;
1.816290;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802717;0.821891;0.096562;1.000104;
1.816945;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802707;0.821881;0.096560;1.000104;
1.818256;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802688;0.821863;0.096555;1.000104;
1.820876;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802651;0.821826;0.096546;1.000104;
1.822187;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802633;0.821808;0.096542;1.000104;
1.824808;0.000000;1.000000;0.800000;-0.000034;1.000113;0.802596;0.821772;0.096534;1.000104;
1.826118;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802578;0.821754;0.096530;1.000104;
1.826773;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802569;0.821745;0.096528;1.000104;
1.828084;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802552;0.821727;0.096523;1.000104;
1.828739;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802543;0.821718;0.096521;1.000104;
1.829066;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802538;0.821714;0.096520;1.000104;
1.829722;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802529;0.821705;0.096518;1.000104;
1.830049;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802525;0.821701;0.096517;1.000104;
1.830704;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802516;0.821692;0.096515;1.000104;
1.832015;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802499;0.821675;0.096511;1.000104;
1.834636;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802464;0.821640;0.096503;1.000104;
1.835946;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802447;0.821623;0.096499;1.000104;
1.838567;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802413;0.821590;0.096491;1.000104;
1.839877;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802397;0.821573;0.096487;1.000104;
1.840533;0.000000;1.000000;0.800000;-0.000035;1.000113;0.802388;0.821565;0.096485;1.000104;
1.841843;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802372;0.821548;0.096482;1.000104;
1.842498;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802363;0.821540;0.096480;1.000104;
1.842826;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802359;0.821536;0.096479;1.000104;
1.843481;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802351;0.821528;0.096477;1.000104;
1.843809;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802347;0.821524;0.096476;1.000104;
1.844464;0.000000;1.000000;0.800000;-0.000036;1.000113;0.802339;0.821516;0.096474;1.000104;
