"time","loadPQ.QPu","sVarCStandard.injector.QInjPu"
1.194,3,2.562947874232107
1.2,3,2.557881099573707
1.206,3,2.553071228019498
1.212,3,2.548505044984837
1.218,3,2.544170064243974
1.224,3,2.540054444428726
1.23,3,2.536146801647801
1.236,3,2.532436420329435
1.242,3,2.528913316486983
1.248,3,2.525567948028155
1.254,3,2.522391206483498
1.26,3,2.519374649665574
1.266,3,2.516510146129141
1.272,3,2.513789884550238
1.278,3,2.511206608347036
1.284,3,2.508753294787371
1.29,3,2.506423428263969
1.296,3,2.504210694707133
1.302,3,2.50210916958834
1.308,3,2.500113262742854
1.314,3,2.49821756068097
1.32,3,2.496417098715875
1.326,3,2.49470695917824
1.332,3,2.493082676472598
1.338,3,2.491539907789445
1.344,3,2.490074534062891
1.35,3,2.4886826832144
1.356,3,2.487360662624271
1.362,3,2.486104961695525
1.368,3,2.484912243419956
1.374,3,2.483779321000221
1.38,3,2.482703151803166
1.386,3,2.48168082221995
1.392,3,2.480709654227556
1.398,3,2.479787235371606
1.404,3,2.478910998771754
1.41,3,2.478078603672558
1.416,3,2.477287814999266
1.422,3,2.476536620344059
1.428,3,2.475823033701642
1.434,3,2.475145122246792
1.44,3,2.474501070042689
1.446,3,2.473889145481253
1.452,3,2.473307904703637
1.458,3,2.472755719680827
1.464,3,2.472231125523341
1.47,3,2.471732722740196
1.476,3,2.471259214299319
1.482,3,2.470809424146907
1.488,3,2.470382114601553
1.494,3,2.469976148248703
1.5,3,2.469590435312356
1.506,3,2.469224019659534
1.512,3,2.468875946428505
1.518,3,2.468545263954224
1.524,3,2.46823108668021
1.53,3,2.467932565044008
1.536,3,2.467649015723993
1.542,3,2.467379632469432
1.548,3,2.467123697497934
1.554,3,2.46688052320654
1.56,3,2.466649476454802
1.566,3,2.46643000291089
1.572,3,2.466221487293795
1.578,3,2.466023375509887
1.584,3,2.465835137397288
1.59,3,2.465656303176095
1.596,3,2.465486411555438
1.602,3,2.465325000743274
1.608,3,2.465171642391263
1.614,3,2.465025926476266
1.62,3,2.464887505772154
1.626,3,2.464755998427526
1.632,3,2.464631055513701
1.638,3,2.464512343862723
1.644,3,2.464399553427925
1.65,3,2.464292410595593
1.656,3,2.464190617689623
1.662,3,2.464093903802866
1.668,3,2.464002009208468
1.674,3,2.463914705076613
1.68,3,2.463831768275955
1.686,3,2.463752970806092
1.692,3,2.463678102534794
1.698,3,2.463606961999479
1.704,3,2.463539382805914
1.71,3,2.463475177928462
1.716,3,2.463414176317723
1.722,3,2.46335621553174
1.728,3,2.463301143797807
1.734,3,2.463248827899473
1.74,3,2.46319912316429
1.746,3,2.463151898038042
1.752,3,2.463107026655457
1.758,3,2.463064395732062
1.764,3,2.463023896546629
1.77,3,2.462985418756817
1.776,3,2.462948860100632
1.782,3,2.462914122554784
1.788,3,2.462881123504274
1.794,3,2.462849772716408
1.8,3,2.462819986300968
1.806,3,2.462791684694651
1.812,3,2.462764794274425
1.818,3,2.462739255467363
1.824,3,2.462714996595317
1.83,3,2.462691955206769
1.836,3,2.462670071994932
1.842,3,2.462649290569597
1.848,3,2.462629557228983
1.854,3,2.462610820731596
1.86,3,2.462593032068074
1.866,3,2.462576144233043
1.872,3,2.462560106954877
1.878,3,2.462544877797771
1.884,3,2.462530414041434
1.89,3,2.462516673344544
1.896,3,2.462503614075972
1.902,3,2.462491195077049
1.908,3,2.462479375423836
1.914,3,2.462468114189388
1.92,3,2.46245742000211
1.926,3,2.462447305178166
1.932,3,2.462437695802467
1.938,3,2.462428565997897
1.944,3,2.462419890978716
1.95,3,2.462411646942479
1.956,3,2.462403810961968
1.962,3,2.462396360877118
1.968,3,2.462389275665079
1.974,3,2.462382553408844
1.98,3,2.462376163983271
1.986,3,2.462370089589471
1.992,3,2.462364312955783
1.998,3,2.462358817245939
2.004,3,2.462353585967241
2.01,3,2.462348602878721
2.016,3,2.462343851899318
2.022,3,2.462339343372897
2.028,3,2.462335069448995
2.034,3,2.462331006057027
2.04,3,2.46232714278327
2.046,3,2.46232346962361
2.052,3,2.462319976927807
2.058,3,2.462316655343763
2.064,3,2.462313495761784
2.07,3,2.462310491148314
2.076,3,2.462307642034855
2.082,3,2.462304934725811
2.088,3,2.462302361981835
2.094,3,2.462299916707389
2.1,3,2.462297591904469
2.106,3,2.462295380626337
2.112,3,2.462293275931246
2.118,3,2.46229127083617
2.124,3,2.46228937353521
2.13,3,2.462287574996054
2.136,3,2.462285866639121
2.142,3,2.462284243561514
2.148,3,2.462282700909545
2.154,3,2.462281233848873
2.16,3,2.462279837534642
2.166,3,2.462278507081624
2.172,3,2.462277242518906
2.178,3,2.462276048153711
2.184,3,2.462274913363772
2.19,3,2.462273834855314
2.196,3,2.462272809395564
2.202,3,2.462271833795957
2.208,3,2.462270904895336
2.214,3,2.462270019543157
2.22,3,2.462269174582696
2.226,3,2.462268376399523
2.232,3,2.462267617898422
2.238,3,2.46226689644575
2.244,3,2.462266210072467
2.25,3,2.462265556881762
2.256,3,2.462264935040453
2.262,3,2.462264342770425
2.268,3,2.462263778340033
2.274,3,2.462263241591623
2.28,3,2.462262731989902
2.286,3,2.462262247104477
2.292,3,2.462261785729699
2.298,3,2.462261346714978
2.304,3,2.462260928958858
2.31,3,2.462260531403103
2.316,3,2.462260153026768
2.322,3,2.462259792961495
2.328,3,2.462259451797078
2.334,3,2.46225912778694
2.34,3,2.462258820206422
2.346,3,2.462258528364219
2.352,3,2.462258251597807
2.358,3,2.462257989268885
2.364,3,2.462257740758799
2.37,3,2.46225750546399
2.376,3,2.462257282791415
2.382,3,2.462257072153994
2.388,3,2.462256872966036
2.394,3,2.462256684638675
2.4,3,2.46225650657531
2.406,3,2.462256338167034
2.412,3,2.462256178788071
2.418,3,2.462256027791208
2.424,3,2.462255885872735
2.43,3,2.462255756260406
2.436,3,2.462255634905495
2.442,3,2.462255521343559
2.448,3,2.46225541509344
2.454,3,2.462255315653762
2.46,3,2.462255222499438
2.466,3,2.462255135078166
2.472,3,2.462255052806933
2.478,3,2.462254975068516
2.484,3,2.462254901207983
2.49,3,2.462254830529196
2.496,3,2.462254762291308
2.502,3,2.462254695705269
2.508,3,2.462254629930325
2.514,3,2.462254564070521
2.52,3,2.462254497171199
2.526,3,2.462254437739503
2.532,3,2.462254393670512
2.538,3,2.462254352441891
2.544,3,2.462254313771952
2.55,3,2.462254277371623
2.556,3,2.462254242943175
2.562,3,2.46225421017893
2.568,3,2.462254178759987
2.574,3,2.462254148354938
2.58,3,2.462254118618586
2.586,3,2.462254089190664
2.592,3,2.462254059694556
2.598,3,2.462254029736011
2.604,3,2.462253998901865
2.61,3,2.46225396675876
2.616,3,2.462253932851859
2.622,3,2.46225389670357
2.628,3,2.462253864983661
2.634,3,2.462253838281939
2.64,3,2.462253811687158
2.646,3,2.462253785143993
2.652,3,2.462253758607016
2.658,3,2.462253732040691
2.664,3,2.462253705419376
2.67,3,2.462253678727322
2.676,3,2.462253651958674
2.682,3,2.462253625117468
2.688,3,2.462253598217636
2.694,3,2.462253571283003
2.7,3,2.462253544347287
2.706,3,2.4622535174541
2.712,3,2.462253490656945
2.718,3,2.462253464019222
2.724,3,2.462253437614221
2.73,3,2.46225341075776
2.736,3,2.462253383817181
2.742,3,2.462253357137614
2.748,3,2.462253330809318
2.754,3,2.46225330493162
2.76,3,2.462253279612917
2.766,3,2.462253254970684
2.772,3,2.462253231131458
2.778,3,2.462253208230852
2.784,3,2.462253186413547
2.79,3,2.462253165833299
2.796,3,2.46225314665293
2.802,3,2.462253129044336
2.808,3,2.462253113188483
2.814,3,2.462253099275407
2.82,3,2.462253087504216
2.826,3,2.462253078083088
2.832,3,2.462253060258675
2.838,3,2.462253041228812
2.844,3,2.462253022295042
2.85,3,2.462253003439768
2.856,3,2.462252984644981
2.862,3,2.462252965892263
2.868,3,2.462252947162792
2.874,3,2.462252928437328
2.88,3,2.462252909696229
2.886,3,2.462252890919443
2.892,3,2.462252872086504
2.898,3,2.462252853176541
2.904,3,2.462252834168275
2.91,3,2.462252815040014
2.916,3,2.462252795769659
2.922,3,2.462252776334702
2.928,3,2.462252756712225
2.934,3,2.462252736878901
2.94,3,2.462252716810995
2.946,3,2.46225269648436
2.952,3,2.462252675874444
2.958,3,2.462252654956283
2.964,3,2.462252633704502
2.97,3,2.462252612093323
2.976,3,2.462252590096552
2.982,3,2.462252567687591
2.988,3,2.462252544839429
2.994,3,2.46225252152465
3,3,2.462252497715424
3,3,2.462252497715424
