time;Generator_generator_cePu;Generator_generator_PePu;Generator_generator_cmPu;Generator_generator_PmPu;Generator_generator_ufPu;Generator_generator_efdPu;Generator_generator_omegaPu;Generator_generator_theta;Generator_generator_PGenPu;Generator_generator_QGenPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_UPu;Generator_generator_IStatorPu;Generator_generator_IRotorPu;Generator_generator_UStatorPu;Generator_generator_QStatorPu;Generator_generator_thetaInternal;Generator_voltageRegulator_VrefPu;Generator_voltageRegulator_VsPu;Generator_voltageRegulator_VcPu;Generator_governor_RefLPu;Generator_governor_omegaPu;Generator_governor_PmPu;Load_LoadPQ_terminal_i_re;Load_LoadPQ_terminal_i_im;
17.3476;0.799965;0.799952;0.800013;0.8;0.00130776;1.88455;0.999983;1.75745;3.79977;7.33614e-17;379.977;7.33614e-15;0.99997;3.79989;1.88454;0.99997;7.30841e-17;0.963794;1.00942;0;0.99997;0.04;0.999983;0.8;2.66469;2.70906;
18.6561;0.799979;0.799971;0.800007;0.799999;0.00130778;1.88457;0.999989;1.75133;3.79986;1.28977e-16;379.986;1.28977e-14;0.999981;3.79993;1.88456;0.999981;1.29112e-16;0.963799;1.00942;0;0.999981;0.04;0.999989;0.799999;2.68131;2.69275;
19.9645;0.799987;0.799982;0.800004;0.799999;0.00130778;1.88457;0.999994;1.74752;3.79991;1.18719e-16;379.991;1.18719e-14;0.999989;3.79996;1.88457;0.999989;1.18654e-16;0.963803;1.00942;0;0.999989;0.04;0.999994;0.799999;2.69157;2.68252;
21.273;0.799992;0.799989;0.800002;0.799999;0.00130778;1.88458;0.999996;1.74516;3.79995;8.85582e-17;379.995;8.85582e-15;0.999993;3.79997;1.88458;0.999993;8.85478e-17;0.963805;1.00942;0;0.999993;0.04;0.999996;0.799999;2.69788;2.67615;
22.5815;0.799995;0.799993;0.800001;0.799999;0.00130779;1.88458;0.999998;1.7437;3.79997;-4.00825e-16;379.997;-4.00825e-14;0.999996;3.79998;1.88458;0.999996;-4.00741e-16;0.963806;1.00942;0;0.999996;0.04;0.999998;0.799999;2.70179;2.6722;
25.1984;0.799999;0.799998;0.8;0.8;0.00130779;1.88459;0.999999;1.74202;3.79999;2.22045e-16;379.999;2.22045e-14;0.999999;3.8;1.88459;0.999999;2.22045e-16;0.963808;1.00942;0;0.999999;0.04;0.999999;0.8;2.70625;2.66762;
27.8154;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.7414;3.8;-1.55951e-16;380;-1.55951e-14;1;3.8;1.88459;1;-1.55746e-16;0.963809;1.00942;0;1;0.04;1;0.8;2.70791;2.66594;
30.4323;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74123;3.8;8.60712e-17;380;8.60712e-15;1;3.8;1.88459;1;8.61185e-17;0.963809;1.00942;0;1;0.04;1;0.8;2.70836;2.66548;
33.0493;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74122;3.8;1.55775e-16;380;1.55775e-14;1;3.8;1.88459;1;1.55845e-16;0.963809;1.00942;0;1;0.04;1;0.8;2.70839;2.66545;
38.2832;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74123;3.8;-7.85127e-17;380;-7.85127e-15;1;3.8;1.88459;1;-7.85127e-17;0.963809;1.00942;0;1;0.04;1;0.8;2.70835;2.66549;
38.9082;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74124;3.8;-1.52527e-16;380;-1.52527e-14;1;3.8;1.88459;1;-1.52527e-16;0.963809;1.00942;0;1;0.04;1;0.8;2.70832;2.66552;
39.2207;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74125;3.8;9.12008e-18;380;9.12008e-16;1;3.8;1.88459;1;9.12029e-18;0.963809;1.00942;0;1;0.04;1;0.8;2.70831;2.66553;
39.8457;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74126;3.8;-1.34929e-17;380;-1.34929e-15;1;3.8;1.88459;1;-1.34923e-17;0.963809;1.00942;0;1;0.04;1;0.8;2.70829;2.66556;
39.9238;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74126;3.8;-1.43409e-16;380;-1.43409e-14;1;3.8;1.88459;1;-1.43409e-16;0.963809;1.00942;0;1;0.04;1;0.8;2.70828;2.66556;
40.0801;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74126;3.8;-7.86346e-17;380;-7.86346e-15;1;3.8;1.88459;1;-7.86347e-17;0.963809;1.00942;0;1;0.04;1;0.8;2.70828;2.66556;
40.0996;0.8;0.8;0.8;0.8;0.00130779;1.88459;1;1.74126;3.8;7.38925e-17;380;7.38925e-15;1;3.8;1.88459;1;7.38925e-17;0.963809;1.00942;0;1;0.04;1;0.8;2.70828;2.66556;
40.1;0.807727;0.807725;0.800002;0.8;0.00130842;1.8855;0.999998;1.74126;3.83669;-2.58272e-09;383.669;-2.58272e-07;0.999675;3.838;1.89118;0.999675;-2.58272e-09;0.965943;1.00942;0;0.999675;0.04;0.999998;0.8;2.74136;2.68604;
40.1;0.846857;0.846855;0.800002;0.8;0.00130842;1.8855;0.999998;1.74126;4.02256;-5.3651e-06;402.256;-0.00053651;0.998146;4.03004;1.92276;0.998146;-5.3651e-06;0.976503;1.00942;0;0.998146;0.04;0.999998;0.8;2.90789;2.79023;
40.1;0.846852;0.84685;0.800002;0.8;0.00130842;1.8855;0.999998;1.74126;4.02254;-4.09873e-08;402.254;-4.09873e-06;0.998146;4.03001;1.92275;0.998146;-4.09873e-08;0.976502;1.00942;0;0.998146;0.04;0.999998;0.8;2.90786;2.79022;
40.1;0.846857;0.846855;0.800002;0.8;0.00130842;1.8855;0.999998;1.74126;4.02256;-5.38238e-06;402.256;-0.000538238;0.998146;4.03004;1.92276;0.998146;-5.38238e-06;0.976503;1.00942;0;0.998146;0.04;0.999998;0.8;2.90789;2.79023;
40.1;0.846853;0.846851;0.800002;0.8;0.00130843;1.88551;0.999998;1.74126;4.02254;1.10114e-20;402.254;8.67362e-19;0.998146;4.03001;1.92276;0.998146;1.01644e-20;0.976502;1.00942;0;0.998146;0.04;0.999998;0.8;2.90787;2.79022;
40.1;0.846852;0.84685;0.800002;0.8;0.00130843;1.88552;0.999998;1.74126;4.02254;1.34322e-16;402.254;1.3432e-14;0.998145;4.03001;1.92276;0.998145;1.34321e-16;0.976503;1.00942;0;0.998145;0.04;0.999998;0.8;2.90787;2.79022;
40.1;0.846851;0.846849;0.800002;0.8;0.00130845;1.88553;0.999998;1.74126;4.02253;1.30622e-17;402.253;1.30622e-15;0.998145;4.03001;1.92277;0.998145;1.30622e-17;0.976504;1.00942;0;0.998145;0.04;0.999998;0.8;2.90787;2.79021;
40.1;0.84685;0.846848;0.800002;0.8;0.00130847;1.88557;0.999997;1.74126;4.02253;2.55565e-16;402.253;2.55565e-14;0.998144;4.03001;1.92278;0.998144;2.55565e-16;0.976505;1.00942;0;0.998144;0.04;0.999997;0.8;2.90787;2.79021;
40.1001;0.846847;0.846845;0.800002;0.8;0.00130852;1.88564;0.999997;1.74126;4.02251;1.08185e-16;402.251;1.08185e-14;0.998142;4.03;1.92281;0.998142;1.08185e-16;0.976509;1.00942;0;0.998142;0.04;0.999997;0.8;2.90787;2.79019;
40.1001;0.846841;0.846839;0.800003;0.8;0.00130862;1.88578;0.999997;1.74126;4.02248;2.81931e-16;402.248;2.81931e-14;0.998139;4.02999;1.92286;0.998139;2.81931e-16;0.976515;1.00942;0;0.998139;0.04;0.999997;0.8;2.90788;2.79016;
40.1003;0.84683;0.846827;0.800003;0.8;0.00130881;1.88606;0.999996;1.74126;4.02243;2.96474e-16;402.243;2.96474e-14;0.998132;4.02996;1.92297;0.998132;2.96474e-16;0.976529;1.00942;0;0.998132;0.04;0.999996;0.8;2.9079;2.7901;
40.1005;0.846807;0.846803;0.800004;0.8;0.00130921;1.88663;0.999995;1.74126;4.02231;3.22845e-16;402.231;3.22845e-14;0.998118;4.0299;1.92319;0.998118;3.22845e-16;0.976555;1.00942;0;0.998118;0.04;0.999995;0.8;2.90793;2.78999;
40.101;0.846763;0.846756;0.800007;0.8;0.00131;1.88777;0.999992;1.74125;4.02209;3.47099e-28;402.209;3.47099e-26;0.99809;4.02979;1.92363;0.99809;4.48073e-28;0.976607;1.00942;0;0.99809;0.04;0.999992;0.8;2.908;2.78975;
40.102;0.846676;0.846664;0.800012;0.8;0.0013116;1.89008;0.999986;1.74125;4.02165;1.34417e-16;402.165;1.34417e-14;0.998035;4.02957;1.92447;0.998035;1.34417e-16;0.97671;1.00942;0;0.998035;0.04;0.999986;0.8;2.90814;2.78929;
40.1041;0.846511;0.846489;0.800022;0.800001;0.00131484;1.89475;0.999974;1.74123;4.02082;-1.21189e-16;402.082;-1.21189e-14;0.997932;4.02915;1.92609;0.997932;-1.21189e-16;0.976907;1.00942;0;0.997932;0.04;0.999974;0.800001;2.90844;2.78838;
40.1082;0.846216;0.846174;0.800043;0.800003;0.00132142;1.90423;0.99995;1.74117;4.01933;-3.22967e-16;401.933;-3.22967e-14;0.997747;4.0284;1.92908;0.997747;-3.22967e-16;0.977268;1.00942;0;0.997747;0.04;0.99995;0.800003;2.90908;2.78662;
40.1164;0.845747;0.845665;0.80009;0.800013;0.00133452;1.92311;0.999903;1.74092;4.01691;-3.23117e-16;401.691;-3.23117e-14;0.997447;4.02719;1.93418;0.997447;-3.23117e-16;0.977883;1.00942;0;0.997447;0.04;0.999903;0.800013;2.91061;2.78327;
40.1328;0.845174;0.845015;0.800199;0.800048;0.00135831;1.95739;0.999811;1.73995;4.01382;-4.57755e-24;401.382;-4.57755e-22;0.997063;4.02564;1.94191;0.997063;-1.44974e-23;0.97878;1.00942;0;0.997063;0.04;0.999811;0.800048;2.91469;2.77676;
40.1462;0.8449;0.844677;0.8003;0.800089;0.0013756;1.9823;0.999736;1.73883;4.01222;3.98878e-16;401.222;3.98878e-14;0.996864;4.02484;1.947;0.996864;3.98878e-16;0.97934;1.00942;0;0.996864;0.04;0.999736;0.800089;2.91875;2.77133;
40.1597;0.844784;0.844498;0.800411;0.80014;0.00139024;2.0034;0.999661;1.7374;4.01136;-1.8111e-17;401.136;-1.8111e-15;0.996758;4.02441;1.95111;0.996758;-1.81232e-17;0.979757;1.00942;0;0.996758;0.04;0.999661;0.80014;2.92355;2.76563;
40.1719;0.844782;0.84444;0.80052;0.800195;0.00140117;2.01916;0.999594;1.73586;4.01109;-2.39797e-16;401.109;-2.39797e-14;0.996724;4.02427;1.95417;0.996724;-2.39797e-16;0.980038;1.00942;0;0.996724;0.04;0.999594;0.800195;2.92851;2.76019;
40.184;0.844863;0.844464;0.800637;0.800259;0.00140993;2.03178;0.999527;1.73405;4.0112;2.78066e-16;401.12;2.78066e-14;0.996738;4.02433;1.95672;0.996738;2.78072e-16;0.980246;1.00942;0;0.996738;0.04;0.999527;0.800259;2.93409;2.75433;
40.1961;0.845009;0.844553;0.800763;0.80033;0.00141663;2.04143;0.99946;1.73199;4.01163;-2.62928e-16;401.163;-2.62928e-14;0.996791;4.02454;1.95885;0.996791;-2.62931e-16;0.980393;1.00942;0;0.996791;0.04;0.99946;0.80033;2.94032;2.748;
40.2204;0.84541;0.84484;0.801032;0.800492;0.00142572;2.05453;0.999326;1.72728;4.01299;3.19118e-16;401.299;3.19118e-14;0.99696;4.02523;1.96234;0.99696;3.19117e-16;0.980587;1.00942;0;0.99696;0.04;0.999326;0.800492;2.95427;2.734;
40.2422;0.845885;0.845211;0.801301;0.800663;0.0014286;2.05868;0.999204;1.72221;4.01475;-8.29791e-17;401.475;-8.29791e-15;0.997179;4.02611;1.9646;0.997179;-8.29863e-17;0.980651;1.00942;0;0.997179;0.04;0.999204;0.800663;2.96891;2.7194;
40.2712;0.846593;0.845782;0.801696;0.800928;0.00142629;2.05536;0.999042;1.71421;4.01746;-1.77946e-16;401.746;-1.77946e-14;0.997516;4.02747;1.96665;0.997516;-1.77946e-16;0.980644;1.00942;0;0.997516;0.04;0.999042;0.800928;2.99157;2.69648;
40.3002;0.84732;0.84637;0.802135;0.801235;0.00141906;2.04493;0.998879;1.70473;4.02026;-6.7848e-17;402.026;-6.7848e-15;0.997862;4.02887;1.96789;0.997862;-6.7849e-17;0.980588;1.00942;0;0.997862;0.04;0.998879;0.801235;3.01789;2.66911;
40.3292;0.848004;0.846914;0.802614;0.801583;0.00140907;2.03054;0.998715;1.69377;4.02284;-6.27213e-17;402.284;-6.27213e-15;0.998183;4.03016;1.96857;0.998183;-6.27226e-17;0.980527;1.00942;0;0.998183;0.04;0.998715;0.801583;3.0478;2.63689;
40.3582;0.848607;0.847377;0.803134;0.801969;0.00139818;2.01484;0.99855;1.68131;4.02504;2.47878e-16;402.504;2.47878e-14;0.998456;4.03127;1.96888;0.998456;2.47878e-16;0.98049;1.00942;0;0.998456;0.04;0.99855;0.801969;3.08116;2.59953;
40.3872;0.849112;0.847741;0.80369;0.802392;0.00138772;1.99977;0.998385;1.66735;4.02677;-1.43165e-16;402.677;-1.43165e-14;0.99867;4.03213;1.96894;0.99867;-1.43164e-16;0.980488;1.00942;0;0.99867;0.04;0.998385;0.802392;3.11781;2.55682;
40.4162;0.849513;0.848002;0.804282;0.802851;0.00137859;1.98662;0.998221;1.65189;4.02801;6.32468e-17;402.801;6.32468e-15;0.998824;4.03275;1.96885;0.998824;6.32485e-17;0.980525;1.00942;0;0.998824;0.04;0.998221;0.802851;3.15755;2.5086;
40.4452;0.84982;0.848169;0.804907;0.803344;0.00137128;1.97607;0.998058;1.63494;4.02881;1.20833e-16;402.881;1.20833e-14;0.998923;4.03315;1.96869;0.998923;1.20831e-16;0.980597;1.00942;0;0.998923;0.04;0.998058;0.803344;3.2001;2.45475;
40.4742;0.850045;0.848257;0.805562;0.803868;0.00136592;1.96835;0.997896;1.61652;4.02922;-6.87162e-17;402.922;-6.87162e-15;0.998974;4.03336;1.96851;0.998974;-6.87181e-17;0.980697;1.00942;0;0.998974;0.04;0.997896;0.803868;3.24519;2.39517;
40.5322;0.850341;0.848282;0.806954;0.805;0.00136019;1.9601;0.997578;1.57531;4.02934;-1.34561e-16;402.934;-1.34561e-14;0.998989;4.03342;1.96822;0.998989;-1.3456e-16;0.98094;1.00942;0;0.998989;0.04;0.997578;0.805;3.3417;2.25865;
40.5902;0.850507;0.848184;0.808443;0.806235;0.00135955;1.95918;0.997269;1.5284;4.02888;-2.22045e-16;402.888;-2.22045e-14;0.998931;4.03319;1.96809;0.998931;-2.22045e-16;0.981209;1.00942;0;0.998931;0.04;0.997269;0.806235;3.44431;2.09841;
40.6482;0.85063;0.848052;0.810013;0.807558;0.00136173;1.96233;0.996969;1.47595;4.02828;7.62753e-17;402.828;7.62753e-15;0.998858;4.03289;1.96813;0.998858;7.64887e-17;0.981469;1.00942;0;0.998858;0.04;0.996969;0.807558;3.54976;1.91388;
40.7062;0.850764;0.84794;0.81165;0.808955;0.00136479;1.96673;0.99668;1.41814;4.02782;-2.55065e-16;402.782;-2.55065e-14;0.998801;4.03266;1.9683;0.998801;-2.55291e-16;0.981701;1.00942;0;0.998801;0.04;0.99668;0.808955;3.65451;1.70463;
40.7642;0.850931;0.84787;0.813341;0.810415;0.00136734;1.9704;0.996402;1.35518;4.02765;3.60365e-16;402.765;3.60365e-14;0.998779;4.03257;1.96854;0.998779;3.6078e-16;0.981903;1.00942;0;0.998779;0.04;0.996402;0.810415;3.75462;1.47046;
40.8222;0.851129;0.847839;0.815075;0.811925;0.00136868;1.97234;0.996136;1.28726;4.02776;-9.1015e-17;402.776;-9.1015e-15;0.998794;4.03263;1.96877;0.998794;-9.10466e-17;0.98208;1.00942;0;0.998794;0.04;0.996136;0.811925;3.84588;1.21149;
40.8802;0.851339;0.847831;0.81684;0.813475;0.00136866;1.9723;0.99588;1.21457;4.02813;5.66571e-16;402.813;5.66571e-14;0.998839;4.03281;1.96897;0.998839;5.66741e-16;0.982244;1.00942;0;0.998839;0.04;0.99588;0.813475;3.92379;0.928323;
40.9472;0.851609;0.84786;0.818908;0.815303;0.00137066;1.97518;0.995598;1.12485;4.02734;-7.58316e-20;402.734;-7.58316e-18;0.998741;4.03242;1.96924;0.998741;-7.58228e-20;0.982413;1.00942;0;0.998741;0.04;0.995598;0.815303;3.99158;0.572412;
41.0076;0.851873;0.847918;0.820783;0.816973;0.0013716;1.97655;0.995357;1.03913;4.02763;-1.70968e-17;402.763;-1.70968e-15;0.998778;4.03256;1.96951;0.998778;-1.70996e-17;0.98255;1.00942;0;0.998778;0.04;0.995357;0.816973;4.02611;0.228054;
41.068;0.852142;0.847991;0.822662;0.818655;0.00137147;1.97635;0.995129;0.948969;4.02796;4.53656e-18;402.796;4.53656e-16;0.998818;4.03273;1.96975;0.998818;4.53662e-18;0.98268;1.00942;0;0.998818;0.04;0.995129;0.818655;4.03044;-0.135922;
41.1887;0.852637;0.848125;0.826393;0.82202;0.00136992;1.97412;0.994708;0.756522;4.02859;-1.02443e-16;402.859;-1.02443e-14;0.998897;4.03304;1.97011;0.998897;-1.02443e-16;0.982947;1.00942;0;0.998897;0.04;0.994708;0.82202;3.9301;-0.905402;
41.2974;0.853019;0.848218;0.829692;0.825022;0.00136827;1.97175;0.994372;0.570442;4.02904;-2.35929e-17;402.904;-2.35929e-15;0.998951;4.03327;1.97034;0.998951;-2.35929e-17;0.9832;1.00942;0;0.998951;0.04;0.994372;0.825022;3.69455;-1.61789;
41.4061;0.853341;0.848284;0.832902;0.827966;0.00136716;1.97015;0.994074;0.373546;4.02935;3.54296e-24;402.935;3.54296e-22;0.99899;4.03342;1.97053;0.99899;2.19277e-24;0.983463;1.00942;0;0.99899;0.04;0.994074;0.827966;3.30618;-2.31034;
41.5148;0.853614;0.848335;0.835995;0.830825;0.00136655;1.96927;0.993816;0.167157;4.02959;3.31152e-16;402.959;3.31152e-14;0.99902;4.03354;1.97071;0.99902;3.31152e-16;0.98373;1.00942;0;0.99902;0.04;0.993816;0.830825;2.76186;-2.93966;
41.6234;0.853853;0.848384;0.83895;0.833576;0.00136615;1.96869;0.993595;-0.0474314;4.02982;1.9411e-23;402.982;1.9411e-21;0.999049;4.03366;1.97089;0.999049;1.62912e-23;0.983997;1.00942;0;0.999049;0.04;0.993595;0.833576;2.07166;-3.46102;
41.7321;0.854064;0.848435;0.841751;0.836203;0.00136574;1.9681;0.993409;-0.268968;4.03006;-9.15404e-24;403.006;-9.15404e-22;0.999079;4.03378;1.97105;0.999079;-1.12339e-23;0.984263;1.00942;0;0.999079;0.04;0.993409;0.836203;1.25957;-3.83209;
41.8408;0.854246;0.848487;0.844384;0.838691;0.00136525;1.96739;0.993258;-0.49626;4.03031;-3.61461e-17;403.031;-3.61461e-15;0.99911;4.03391;1.97119;0.99911;-3.61461e-17;0.984527;1.00942;0;0.99911;0.04;0.993258;0.838691;0.362602;-4.01758;
41.9494;0.854401;0.848539;0.846842;0.841032;0.0013647;1.9666;0.993139;-0.728174;4.03056;6.87489e-17;403.056;6.87489e-15;0.99914;4.03403;1.97131;0.99914;6.87489e-17;0.98479;1.00942;0;0.99914;0.04;0.993139;0.841032;-0.571579;-3.99333;
42.0581;0.854526;0.848588;0.849119;0.843219;0.00136415;1.96581;0.993051;-0.963644;4.03079;-6.2174e-23;403.079;-6.2174e-21;0.999169;4.03414;1.97141;0.999169;-6.00531e-23;0.985055;1.00942;0;0.999169;0.04;0.993051;0.843219;-1.48849;-3.7495;
42.1668;0.854623;0.848633;0.851214;0.845248;0.00136365;1.96509;0.99299;-1.20167;4.031;-1.78955e-16;403.1;-1.78955e-14;0.999195;4.03425;1.97149;0.999195;-1.78955e-16;0.985319;1.00942;0;0.999195;0.04;0.99299;0.845248;-2.33154;-3.29228;
42.2755;0.854693;0.848673;0.853127;0.847118;0.00136322;1.96446;0.992956;-1.44134;4.0312;1.22207e-16;403.12;1.22207e-14;0.999219;4.03435;1.97156;0.999219;1.22207e-16;0.985582;1.00942;0;0.999219;0.04;0.992956;0.847118;-3.04718;-2.64399;
42.3841;0.85474;0.84871;0.854861;0.84883;0.00136284;1.96393;0.992946;-1.68178;4.03137;3.96976e-23;403.137;3.96976e-21;0.999241;4.03444;1.97161;0.999241;4.10238e-23;0.985844;1.00942;0;0.999241;0.04;0.992946;0.84883;-3.5897;-1.84139;
42.4928;0.854764;0.848744;0.856418;0.850387;0.00136253;1.96347;0.992957;-1.92223;4.03153;1.09887e-16;403.153;1.09887e-14;0.999261;4.03452;1.97165;0.999261;1.09887e-16;0.986102;1.00942;0;0.999261;0.04;0.992957;0.850387;-3.92525;-0.932594;
42.6015;0.854768;0.848775;0.857805;0.851791;0.00136226;1.96308;0.992989;-2.16195;4.03168;4.66813e-20;403.168;4.66813e-18;0.999279;4.03459;1.97168;0.999279;4.66808e-20;0.986357;1.00942;0;0.999279;0.04;0.992989;0.851791;-4.0345;0.027111;
42.7102;0.854754;0.848803;0.859029;0.853048;0.00136203;1.96276;0.993038;-2.40033;4.03181;-1.17502e-16;403.181;-1.17502e-14;0.999296;4.03466;1.97169;0.999296;-1.17502e-16;0.986608;1.00942;0;0.999296;0.04;0.993038;0.853048;-3.91384;0.979967;
42.9275;0.854681;0.848852;0.861025;0.855153;0.00136171;1.9623;0.99318;-2.87016;4.03205;1.37221e-23;403.205;1.37221e-21;0.999324;4.03477;1.9717;0.999324;-4.73017e-24;0.987093;1.00942;0;0.999324;0.04;0.99318;0.855153;-3.04488;2.64729;
42.9818;0.854653;0.848862;0.861431;0.855594;0.00136166;1.96222;0.993224;-2.98614;4.0321;-1.09418e-16;403.21;-1.09418e-14;0.99933;4.0348;1.9717;0.99933;-1.09418e-16;0.98721;1.00942;0;0.99933;0.04;0.993224;0.855594;-2.71774;2.98219;
43.0905;0.85459;0.848881;0.862144;0.856386;0.00136159;1.96211;0.993321;-3.21568;4.03219;-2.04861e-16;403.219;-2.04861e-14;0.999342;4.03484;1.97168;0.999342;-2.04861e-16;0.98744;1.00942;0;0.999342;0.04;0.993321;0.856386;-1.96713;3.52283;
43.3079;0.854433;0.848914;0.863208;0.857632;0.00136155;1.96205;0.993541;-3.66383;4.03234;1.88309e-17;403.234;1.88309e-15;0.999361;4.03492;1.97164;0.999361;1.88307e-17;0.987878;1.00942;0;0.999361;0.04;0.993541;0.857632;-0.244711;4.02749;
43.5252;0.854247;0.84894;0.863839;0.858472;0.00136163;1.96217;0.993788;-4.096;4.03246;-2.09941e-16;403.246;-2.09941e-14;0.999376;4.03498;1.97158;0.999376;-2.09941e-16;0.988285;1.00942;0;0.999376;0.04;0.993788;0.858472;1.46626;3.75914;
43.5795;0.854196;0.848945;0.863932;0.858622;0.00136167;1.96223;0.993853;-4.20147;4.03249;-2.3799e-17;403.249;-2.3799e-15;0.999379;4.03499;1.97156;0.999379;-2.3799e-17;0.988382;1.00942;0;0.999379;0.04;0.993853;0.858622;1.8542;3.58373;
43.6882;0.854091;0.848955;0.864056;0.85886;0.00136176;1.96237;0.993986;-4.409;4.03254;-1.22447e-16;403.254;-1.22447e-14;0.999385;4.03502;1.97153;0.999385;-1.22447e-16;0.988568;1.00942;0;0.999385;0.04;0.993986;0.85886;2.55341;3.12433;
43.9056;0.853873;0.848971;0.864083;0.859122;0.00136202;1.96273;0.994259;-4.81019;4.03261;-1.76941e-16;403.261;-1.76941e-14;0.999394;4.03506;1.97144;0.999394;-1.76941e-16;0.988916;1.00942;0;0.999394;0.04;0.994259;0.859122;3.57144;1.87789;
44.0142;0.853761;0.848978;0.863993;0.859152;0.00136217;1.96295;0.994398;-5.0038;4.03264;-1.00938e-16;403.264;-1.00938e-14;0.999398;4.03507;1.9714;0.999398;-1.00938e-16;0.989076;1.00942;0;0.999398;0.04;0.994398;0.859152;3.86622;1.15505;
44.2316;0.853536;0.848989;0.863659;0.859059;0.0013625;1.96343;0.994673;-5.37691;4.0327;7.51493e-19;403.27;7.51493e-17;0.999405;4.0351;1.97131;0.999405;7.52212e-19;0.989371;1.00942;0;0.999405;0.04;0.994673;0.859059;4.02117;-0.334918;
44.3403;0.853423;0.848993;0.863421;0.858939;0.00136268;1.96369;0.994809;-5.55646;4.03272;-9.31066e-17;403.272;-9.31066e-15;0.999408;4.03511;1.97127;0.999408;-9.31066e-17;0.989506;1.00942;0;0.999408;0.04;0.994809;0.858939;3.89659;-1.04817;
44.5576;0.853203;0.849001;0.862843;0.858594;0.00136307;1.96425;0.995075;-5.9019;4.03276;4.56623e-17;403.276;4.56623e-15;0.999412;4.03513;1.97118;0.999412;4.56612e-17;0.98975;1.00942;0;0.999412;0.04;0.995075;0.858594;3.31093;-2.30652;
44.6663;0.853096;0.849005;0.862509;0.858373;0.00136326;1.96453;0.995204;-6.06787;4.03277;3.87273e-23;403.277;3.87273e-21;0.999414;4.03514;1.97114;0.999414;4.31724e-23;0.989861;1.00942;0;0.999414;0.04;0.995204;0.858373;2.88407;-2.82214;
44.8836;0.85289;0.849011;0.861785;0.857865;0.00136366;1.9651;0.995452;-6.38704;4.0328;2.01302e-16;403.28;2.01302e-14;0.999418;4.03515;1.97105;0.999418;2.01303e-16;0.990058;1.00942;0;0.999418;0.04;0.995452;0.857865;1.85219;-3.58494;
44.9923;0.852791;0.849014;0.861398;0.857583;0.00136386;1.96538;0.995571;-6.54033;4.03282;-1.38465e-16;403.282;-1.38465e-14;0.99942;4.03516;1.97101;0.99942;-1.38465e-16;0.990146;1.00942;0;0.99942;0.04;0.995571;0.857583;1.28275;-3.82584;
45.2097;0.852604;0.84902;0.860603;0.856985;0.00136424;1.96594;0.995796;-6.83528;4.03284;-1.51634e-21;403.284;-1.51634e-19;0.999423;4.03517;1.97093;0.999423;-1.63379e-21;0.990302;1.00942;0;0.999423;0.04;0.995796;0.856985;0.114564;-4.03354;
45.3183;0.852515;0.849022;0.860196;0.856672;0.00136443;1.96621;0.995903;-6.97706;4.03286;5.37543e-17;403.286;5.37543e-15;0.999425;4.03518;1.9709;0.999425;5.37543e-17;0.990371;1.00942;0;0.999425;0.04;0.995903;0.856672;-0.456793;-4.00924;
45.5357;0.85235;0.849028;0.859387;0.856038;0.00136479;1.96673;0.996102;-7.25026;4.03288;-1.64142e-17;403.288;-1.64142e-15;0.999428;4.03519;1.97083;0.999428;-1.64142e-17;0.99049;1.00942;0;0.999428;0.04;0.996102;0.856038;-1.52208;-3.73712;
45.753;0.8522;0.849034;0.858593;0.855403;0.00136513;1.96722;0.996285;-7.51046;4.03291;-9.2409e-24;403.291;-9.2409e-22;0.999432;4.0352;1.97077;0.999432;-3.68838e-23;0.990589;1.00942;0;0.999432;0.04;0.996285;0.855403;-2.43261;-3.21952;
45.8617;0.852131;0.849037;0.858205;0.855089;0.00136529;1.96745;0.996369;-7.63591;4.03293;-1.25603e-16;403.293;-1.25603e-14;0.999433;4.03521;1.97074;0.999433;-1.25603e-16;0.990631;1.00942;0;0.999433;0.04;0.996369;0.855089;-2.81647;-2.88972;
46.079;0.852003;0.849043;0.857456;0.854477;0.00136559;1.96788;0.996526;-7.87872;4.03296;-1.60025e-16;403.296;-1.60025e-14;0.999437;4.03523;1.97069;0.999437;-1.60025e-16;0.990702;1.00942;0;0.999437;0.04;0.996526;0.854477;-3.42878;-2.12757;
46.2964;0.85189;0.84905;0.85675;0.853894;0.00136586;1.96827;0.996666;-8.1114;4.03299;-8.56328e-17;403.299;-8.56328e-15;0.999441;4.03524;1.97064;0.999441;-8.56328e-17;0.990758;1.00942;0;0.999441;0.04;0.996666;0.853894;-3.82706;-1.27937;
46.4051;0.851839;0.849054;0.856415;0.853615;0.00136598;1.96845;0.99673;-8.22418;4.03301;-1.81501e-17;403.301;-1.81501e-15;0.999443;4.03525;1.97062;0.999443;-1.81501e-17;0.990781;1.00942;0;0.999443;0.04;0.99673;0.853615;-3.94675;-0.84047;
