time;Generator_generator_cePu;Generator_generator_PePu;Generator_generator_cmPu;Generator_generator_PmPu;Generator_generator_ufPu;Generator_generator_efdPu;Generator_generator_omegaPu;Generator_generator_theta;Generator_generator_PGenPu;Generator_generator_QGenPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_UPu;Generator_generator_IStatorPu;Generator_generator_IRotorPu;Generator_generator_UStatorPu;Generator_generator_QStatorPu;Generator_generator_thetaInternal;Generator_voltageRegulator_VrefPu;Generator_voltageRegulator_VsPu;Generator_voltageRegulator_VcPu;Generator_governor_RefLPu;Generator_governor_omegaPu;Generator_governor_PmPu;Load_LoadPQ_terminal_i_re;Load_LoadPQ_terminal_i_im;
46.6224;0.851746;0.849061;0.855783;0.853085;0.00136621;1.96878;0.996848;-8.44365;4.03304;-6.93896e-18;403.304;-6.93896e-16;0.999448;4.03527;1.97058;0.999448;-6.93896e-18;0.990818;1.00942;0;0.999448;0.04;0.996848;0.853085;-4.03508;0.0391119;
47.0571;0.851596;0.849078;0.854676;0.852148;0.0013666;1.96934;0.997042;-8.86195;4.03311;-7.49139e-20;403.311;-7.49139e-18;0.999457;4.03531;1.97052;0.999457;-6.99472e-20;0.990864;1.00942;0;0.999457;0.04;0.997042;0.852148;-3.67126;1.67499;
47.1658;0.851566;0.849082;0.854432;0.851939;0.00136666;1.96943;0.997083;-8.96234;4.03314;1.89076e-24;403.314;1.89076e-22;0.99946;4.03532;1.97051;0.99946;1.15477e-24;0.990871;1.00942;0;0.99946;0.04;0.997083;0.851939;-3.48489;2.03454;
47.3831;0.851512;0.84909;0.853983;0.851554;0.00136681;1.96963;0.997156;-9.15931;4.03318;-1.44958e-16;403.318;-1.44958e-14;0.999464;4.03534;1.97049;0.999464;-1.44958e-16;0.99088;1.00942;0;0.999464;0.04;0.997156;0.851554;-3.01935;2.67721;
47.8178;0.851428;0.849106;0.853228;0.850901;0.00136704;1.96998;0.997273;-9.54059;4.03325;1.90623e-16;403.325;1.90623e-14;0.999474;4.03538;1.97046;0.999474;1.9062e-16;0.990884;1.00942;0;0.999474;0.04;0.997273;0.850901;-1.80632;3.60853;
48.2525;0.851374;0.849125;0.852646;0.850394;0.00136722;1.97024;0.997358;-9.90819;4.03333;-7.19716e-18;403.333;-7.19716e-16;0.999483;4.03541;1.97044;0.999483;-7.17872e-18;0.990875;1.00942;0;0.999483;0.04;0.997358;0.850394;-0.388842;4.01664;
48.6872;0.85134;0.849142;0.852212;0.850012;0.00136732;1.97038;0.997418;-10.2658;4.03341;2.22023e-16;403.341;2.22023e-14;0.999493;4.03545;1.97044;0.999493;2.22032e-16;0.99086;1.00942;0;0.999493;0.04;0.997418;0.850012;1.04157;3.89873;
49.1219;0.85132;0.849157;0.851899;0.849735;0.00136737;1.97045;0.997459;-10.6163;4.03348;-8.27535e-17;403.348;-8.27535e-15;0.999503;4.03549;1.97043;0.999503;-8.27576e-17;0.990842;1.00942;0;0.999503;0.04;0.997459;0.849735;2.31694;3.30409;
49.5566;0.85131;0.84917;0.851681;0.84954;0.00136742;1.97051;0.997486;-10.962;4.03355;6.25086e-17;403.355;6.25086e-15;0.999511;4.03553;1.97043;0.999511;6.25151e-17;0.990825;1.00942;0;0.999511;0.04;0.997486;0.84954;3.29943;2.32364;
49.7739;0.851308;0.849176;0.851603;0.84947;0.00136742;1.97052;0.997496;-11.1334;4.03359;-1.68415e-17;403.359;-1.68415e-15;0.999515;4.03554;1.97044;0.999515;-1.68414e-17;0.990817;1.00942;0;0.999515;0.04;0.997496;0.84947;3.64743;1.72681;
50.2086;0.851309;0.849189;0.851486;0.849365;0.00136746;1.97057;0.997509;-11.4747;4.03364;-1.98489e-17;403.364;-1.98489e-15;0.999522;4.03557;1.97044;0.999522;-1.98565e-17;0.990802;1.00942;0;0.999522;0.04;0.997509;0.849365;4.01508;0.406187;
50.426;0.851311;0.849194;0.851447;0.84933;0.00136744;1.97054;0.997514;-11.6447;4.03367;3.57446e-17;403.367;3.57446e-15;0.999526;4.03559;1.97045;0.999526;3.57446e-17;0.990796;1.00942;0;0.999526;0.04;0.997514;0.84933;4.02594;-0.2789;
50.8607;0.851316;0.849205;0.851392;0.84928;0.00136745;1.97056;0.99752;-11.984;4.03372;1.88426e-16;403.372;1.88426e-14;0.999531;4.03561;1.97045;0.999531;1.88443e-16;0.990784;1.00942;0;0.999531;0.04;0.99752;0.84928;3.70366;-1.60283;
51.078;0.851319;0.849209;0.851375;0.849265;0.00136743;1.97054;0.997522;-12.1533;4.03374;-2.22044e-16;403.374;-2.22044e-14;0.999535;4.03562;1.97046;0.999535;-2.22044e-16;0.99078;1.00942;0;0.999535;0.04;0.997522;0.849265;3.38062;-2.20401;
51.5127;0.851326;0.849218;0.851355;0.849247;0.00136744;1.97055;0.997524;-12.4917;4.03378;-2.2198e-16;403.378;-2.2198e-14;0.999539;4.03564;1.97046;0.999539;-2.21985e-16;0.990773;1.00942;0;0.999539;0.04;0.997524;0.849247;2.45744;-3.20115;
51.7301;0.851328;0.849221;0.85135;0.849243;0.00136742;1.97052;0.997525;-12.6607;4.0338;2.44409e-16;403.38;2.44409e-14;0.999542;4.03565;1.97047;0.999542;2.44409e-16;0.99077;1.00942;0;0.999542;0.04;0.997525;0.849243;1.8839;-3.56895;
52.1648;0.851335;0.849229;0.851346;0.84924;0.00136743;1.97054;0.997526;-12.9987;4.03383;-6.7675e-20;403.383;-6.7675e-18;0.999545;4.03566;1.97047;0.999545;-6.58346e-20;0.990766;1.00942;0;0.999545;0.04;0.997526;0.84924;0.594092;-3.9917;
52.3821;0.851337;0.849231;0.851348;0.849242;0.00136742;1.97051;0.997526;-13.1676;4.03385;-3.49463e-22;403.385;-3.49463e-20;0.999548;4.03567;1.97048;0.999548;-5.63858e-22;0.990765;1.00942;0;0.999548;0.04;0.997526;0.849242;-0.0853481;-4.03477;
52.8168;0.851338;0.849232;0.851351;0.849246;0.00136739;1.97048;0.997527;-13.5053;4.03387;2.58813e-20;403.387;2.58813e-18;0.999551;4.03569;1.97048;0.999551;2.15575e-20;0.990765;1.00942;0;0.999551;0.04;0.997527;0.849246;-1.41731;-3.77861;
53.0341;0.851342;0.849237;0.851353;0.849248;0.00136744;1.97055;0.997527;-13.6741;4.03387;8.80252e-22;403.387;8.80252e-20;0.999551;4.03569;1.97048;0.999551;1.70144e-21;0.990763;1.00942;0;0.999551;0.04;0.997527;0.849248;-2.03207;-3.48675;
53.4688;0.851343;0.849239;0.851356;0.849252;0.0013674;1.97049;0.997528;-14.0116;4.0339;1.00538e-16;403.39;1.00538e-14;0.999555;4.0357;1.97048;0.999555;1.00576e-16;0.990763;1.00942;0;0.999555;0.04;0.997528;0.849252;-3.07216;-2.61699;
53.6862;0.851347;0.849243;0.851358;0.849254;0.00136744;1.97055;0.997528;-14.1804;4.0339;2.22045e-16;403.39;2.22045e-14;0.999554;4.0357;1.97049;0.999554;2.22045e-16;0.990762;1.00942;0;0.999554;0.04;0.997528;0.849254;-3.46807;-2.06382;
54.1209;0.851347;0.849244;0.85136;0.849257;0.00136739;1.97048;0.997529;-14.5178;4.03392;1.06195e-16;403.392;1.06195e-14;0.999558;4.03571;1.97049;0.999558;1.00278e-16;0.990763;1.00942;0;0.999558;0.04;0.997529;0.849257;-3.95576;-0.799308;
54.3382;0.851351;0.849247;0.851362;0.849258;0.00136744;1.97054;0.997529;-14.6865;4.03393;-6.93153e-19;403.393;-6.93153e-17;0.999557;4.03571;1.97049;0.999557;-6.93265e-19;0.990762;1.00942;0;0.999557;0.04;0.997529;0.849258;-4.03381;-0.123824;
54.7729;0.851351;0.849248;0.851364;0.849261;0.00136739;1.97048;0.99753;-15.0238;4.03394;8.55589e-17;403.394;8.55589e-15;0.99956;4.03572;1.97049;0.99956;8.56223e-17;0.990763;1.00942;0;0.99956;0.04;0.99753;0.849261;-3.84751;1.21806;
54.9903;0.851354;0.849251;0.851365;0.849262;0.00136744;1.97054;0.99753;-15.1924;4.03394;1.36351e-17;403.394;1.36351e-15;0.99956;4.03572;1.9705;0.99956;1.36347e-17;0.990763;1.00942;0;0.99956;0.04;0.99753;0.849262;-3.58852;1.8465;
55.425;0.851353;0.849252;0.851366;0.849264;0.00136739;1.97048;0.997531;-15.5296;4.03396;3.55104e-18;403.396;3.55104e-16;0.999562;4.03573;1.9705;0.999562;3.58555e-18;0.990764;1.00942;0;0.999562;0.04;0.997531;0.849264;-2.77564;2.92965;
55.6423;0.851356;0.849255;0.851366;0.849264;0.00136744;1.97054;0.997531;-15.6981;4.03396;-5.87047e-17;403.396;-5.87047e-15;0.999561;4.03573;1.9705;0.999561;-5.87046e-17;0.990763;1.00942;0;0.999561;0.04;0.997531;0.849264;-2.24482;3.35379;
56.077;0.851356;0.849254;0.851367;0.849266;0.00136739;1.97048;0.997532;-16.0352;4.03397;2.06139e-17;403.397;2.06139e-15;0.999564;4.03574;1.9705;0.999564;2.07077e-17;0.990765;1.00942;0;0.999564;0.04;0.997532;0.849266;-1.00945;3.90744;
56.2943;0.851358;0.849257;0.851367;0.849266;0.00136744;1.97054;0.997532;-16.2037;4.03397;3.14766e-17;403.397;3.14766e-15;0.999563;4.03574;1.9705;0.999563;3.14763e-17;0.990764;1.00942;0;0.999563;0.04;0.997532;0.849266;-0.33985;4.0214;
56.729;0.851357;0.849257;0.851367;0.849267;0.00136739;1.97048;0.997533;-16.5406;4.03398;-1.17939e-16;403.398;-1.17939e-14;0.999565;4.03574;1.9705;0.999565;-1.17911e-16;0.990765;1.00942;0;0.999565;0.04;0.997533;0.849267;1.00871;3.90764;
56.9464;0.851359;0.849259;0.851367;0.849267;0.00136744;1.97054;0.997533;-16.7091;4.03398;2.69104e-17;403.398;2.69104e-15;0.999564;4.03574;1.9705;0.999564;2.69106e-17;0.990765;1.00942;0;0.999564;0.04;0.997533;0.849267;1.64957;3.68322;
57.3811;0.851358;0.849258;0.851367;0.849267;0.0013674;1.97048;0.997533;-17.0459;4.03399;-1.18806e-16;403.399;-1.18806e-14;0.999566;4.03575;1.9705;0.999566;-1.18807e-16;0.990766;1.00942;0;0.999566;0.04;0.997533;0.849267;2.77419;2.93105;
57.5984;0.851361;0.849261;0.851367;0.849267;0.00136744;1.97055;0.997534;-17.2143;4.03399;-1.60431e-16;403.399;-1.60431e-14;0.999565;4.03574;1.97051;0.999565;-1.60431e-16;0.990765;1.00942;0;0.999565;0.04;0.997534;0.849267;3.22622;2.4246;
58.0331;0.851359;0.84926;0.851367;0.849267;0.0013674;1.97048;0.997534;-17.5511;4.034;-1.56675e-16;403.4;-1.56675e-14;0.999567;4.03575;1.9705;0.999567;-1.56657e-16;0.990766;1.00942;0;0.999567;0.04;0.997534;0.849267;3.84617;1.22238;
58.2505;0.851362;0.849262;0.851367;0.849267;0.00136744;1.97055;0.997534;-17.7194;4.034;-4.33393e-18;403.4;-4.33393e-16;0.999566;4.03575;1.97051;0.999566;-4.33432e-18;0.990766;1.00942;0;0.999566;0.04;0.997534;0.849267;3.99663;0.560575;
58.6852;0.85136;0.849261;0.851366;0.849267;0.0013674;1.97049;0.997535;-18.0561;4.034;8.06468e-18;403.4;8.06468e-16;0.999568;4.03575;1.9705;0.999568;8.05167e-18;0.990767;1.00942;0;0.999568;0.04;0.997535;0.849267;3.95742;-0.79125;
58.9025;0.851362;0.849263;0.851366;0.849267;0.00136744;1.97055;0.997535;-18.2245;4.034;4.95164e-23;403.4;4.95164e-21;0.999567;4.03575;1.97051;0.999567;1.33153e-23;0.990766;1.00942;0;0.999567;0.04;0.997535;0.849267;3.76892;-1.44311;
59.3372;0.851361;0.849262;0.851366;0.849267;0.0013674;1.97049;0.997535;-18.5611;4.03401;8.28855e-17;403.401;8.28855e-15;0.999568;4.03576;1.97051;0.999568;8.28573e-17;0.990767;1.00942;0;0.999568;0.04;0.997535;0.849267;3.08069;-2.60703;
59.5029;0.851362;0.849264;0.851366;0.849267;0.00136744;1.97055;0.997535;-18.6894;4.034;1.05389e-16;403.4;1.05389e-14;0.999567;4.03575;1.97051;0.999567;1.05381e-16;0.990766;1.00942;0;0.999567;0.04;0.997535;0.849267;2.72176;-2.97982;
59.8343;0.851361;0.849263;0.851366;0.849267;0.0013674;1.97049;0.997535;-18.946;4.034;1.26618e-19;403.4;1.26618e-17;0.999569;4.03576;1.97051;0.999569;5.03561e-20;0.990767;1.00942;0;0.999569;0.04;0.997535;0.849267;1.87634;-3.57304;
60;0.851363;0.849265;0.851366;0.849267;0.00136744;1.97055;0.997535;-19.0743;4.03401;2.22047e-16;403.401;2.22047e-14;0.999567;4.03575;1.97051;0.999567;2.22044e-16;0.990767;1.00942;0;0.999567;0.04;0.997535;0.849267;1.40374;-3.78376;
