time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_energyConversion_storageSys_sOCcontrol_soc;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_PInjPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_QInjPu;
5.093513;0.640108;0.866102;0.762505;-0.200000;1.000000;0.800000;45.741514;0.926026;0.649480;
5.094530;0.624142;0.880659;0.775319;-0.200000;1.000000;0.800000;45.740732;0.923916;0.600238;
5.096057;0.595994;0.899900;0.792258;-0.200000;1.000000;0.800000;45.739537;0.921076;0.530706;
5.096065;0.595807;0.900000;0.792346;-0.200000;1.000000;0.800000;45.739530;0.921060;0.530316;
5.096065;0.595807;0.900000;0.792346;-0.200000;1.000000;0.800000;45.739530;0.921060;0.530314;
5.096074;0.595619;0.900100;0.792433;-0.200000;1.000000;0.800000;45.739522;0.920968;0.529753;
5.096266;0.591578;0.902250;0.794298;-0.200000;1.000000;0.800000;45.739370;0.919002;0.517670;
5.096458;0.587417;0.904355;0.796096;-0.200000;1.000000;0.800000;45.739218;0.917039;0.505806;
5.096841;0.578833;0.908462;0.799541;-0.200000;1.000000;0.800000;45.738912;0.913145;0.482558;
5.097607;0.560480;0.916180;0.805701;-0.200000;1.000000;0.800000;45.738297;0.905470;0.438413;
5.099140;0.520134;0.929842;0.815408;-0.200000;1.000000;0.800000;45.737055;0.890785;0.358688;
5.100673;0.476134;0.941357;0.821990;-0.200000;1.000000;0.800000;45.735801;0.877160;0.289355;
5.102206;0.429987;0.951030;0.825961;-0.200000;1.000000;0.800000;45.734538;0.864789;0.229135;
5.103739;0.382966;0.959138;0.827824;-0.200000;1.000000;0.800000;45.733272;0.853799;0.176865;
5.106805;0.290903;0.971828;0.827483;-0.200000;1.000000;0.800000;45.730737;0.836098;0.091419;
5.109871;0.204162;0.980692;0.823442;-0.200000;1.000000;0.800000;45.728209;0.823646;0.027028;
5.109919;0.202850;0.980801;0.823350;-0.200000;1.000000;0.800000;45.728170;0.823492;0.026181;
5.110015;0.200232;0.981016;0.823165;-0.200000;1.000000;0.800000;45.728091;0.823187;0.024499;
5.110207;0.195024;0.981438;0.822792;-0.200000;1.000000;0.800000;45.727933;0.822590;0.021180;
5.110303;0.192433;0.981646;0.822603;-0.200000;1.000000;0.800000;45.727855;0.822299;0.019542;
5.110494;0.187281;0.982054;0.822224;-0.200000;1.000000;0.800000;45.727697;0.821731;0.016312;
5.110590;0.184719;0.982254;0.822033;-0.200000;1.000000;0.800000;45.727618;0.821453;0.014718;
5.110782;0.179623;0.982649;0.821649;-0.200000;1.000000;0.800000;45.727461;0.820912;0.011573;
5.110877;0.177090;0.982842;0.821456;-0.200000;1.000000;0.800000;45.727382;0.820647;0.010021;
5.111069;0.172051;0.983223;0.821069;-0.200000;1.000000;0.800000;45.727225;0.820132;0.006960;
5.111165;0.169546;0.983410;0.820874;-0.200000;1.000000;0.800000;45.727146;0.819881;0.005450;
5.111356;0.164566;0.983778;0.820483;-0.200000;1.000000;0.800000;45.726989;0.819392;0.002470;
5.111740;0.154722;0.984490;0.819697;-0.200000;1.000000;0.800000;45.726674;0.818462;-0.003334;
5.111931;0.149858;0.984833;0.819302;-0.200000;1.000000;0.800000;45.726517;0.818022;-0.006158;
5.112027;0.147441;0.985002;0.819104;-0.200000;1.000000;0.800000;45.726439;0.817808;-0.007551;
5.112219;0.142636;0.985334;0.818708;-0.200000;1.000000;0.800000;45.726282;0.817392;-0.010300;
5.112602;0.133145;0.985975;0.817917;-0.200000;1.000000;0.800000;45.725968;0.816605;-0.015653;
5.112650;0.131970;0.986053;0.817818;-0.200000;1.000000;0.800000;45.725929;0.816511;-0.016308;
5.112746;0.129627;0.986208;0.817620;-0.200000;1.000000;0.800000;45.725851;0.816326;-0.017610;
5.112937;0.124970;0.986512;0.817224;-0.200000;1.000000;0.800000;45.725694;0.815966;-0.020180;
5.113321;0.115776;0.987099;0.816436;-0.200000;1.000000;0.800000;45.725381;0.815289;-0.025185;
5.113512;0.111239;0.987383;0.816044;-0.200000;1.000000;0.800000;45.725225;0.814972;-0.027620;
5.113608;0.108985;0.987522;0.815848;-0.200000;1.000000;0.800000;45.725147;0.814818;-0.028822;
5.113800;0.104508;0.987796;0.815458;-0.200000;1.000000;0.800000;45.724990;0.814521;-0.031192;
5.114183;0.095672;0.988325;0.814683;-0.200000;1.000000;0.800000;45.724678;0.813965;-0.035808;
5.114949;0.078476;0.989313;0.813163;-0.200000;1.000000;0.800000;45.724054;0.812998;-0.044565;
5.116482;0.045959;0.991038;0.810274;-0.200000;1.000000;0.800000;45.722810;0.811577;-0.060351;
5.119548;-0.011922;0.993690;0.805269;-0.200000;1.000000;0.800000;45.720332;0.810290;-0.086186;
5.122614;-0.060841;0.995490;0.801378;-0.200000;1.000000;0.800000;45.717869;0.810544;-0.105616;
5.126603;-0.113541;0.997103;0.797815;-0.200000;1.000000;0.800000;45.714676;0.811695;-0.125026;
5.126603;-0.113541;0.997103;0.797815;-0.200000;1.000000;0.800000;45.714676;0.811673;-0.125098;
5.126604;-0.113549;0.997103;0.797814;-0.200000;1.000000;0.800000;45.714675;0.811673;-0.125101;
5.126605;-0.113565;0.997103;0.797814;-0.200000;1.000000;0.800000;45.714674;0.811674;-0.125106;
5.126608;-0.113597;0.997104;0.797812;-0.200000;1.000000;0.800000;45.714672;0.811676;-0.125116;
5.126613;-0.113660;0.997105;0.797808;-0.200000;1.000000;0.800000;45.714667;0.811679;-0.125136;
5.126625;-0.113787;0.997108;0.797801;-0.200000;1.000000;0.800000;45.714658;0.811685;-0.125176;
5.126647;-0.114041;0.997113;0.797786;-0.200000;1.000000;0.800000;45.714640;0.811698;-0.125256;
5.126692;-0.114547;0.997123;0.797758;-0.200000;1.000000;0.800000;45.714605;0.811724;-0.125414;
5.126782;-0.115553;0.997144;0.797701;-0.200000;1.000000;0.800000;45.714533;0.811777;-0.125717;
5.126962;-0.117541;0.997184;0.797592;-0.200000;1.000000;0.800000;45.714390;0.811881;-0.126283;
5.127321;-0.121417;0.997260;0.797387;-0.200000;1.000000;0.800000;45.714103;0.812092;-0.127258;
5.128039;-0.128755;0.997399;0.797030;-0.200000;1.000000;0.800000;45.713530;0.812516;-0.128644;
5.129477;-0.141747;0.997639;0.796504;-0.200000;1.000000;0.800000;45.712386;0.813341;-0.129629;
5.132351;-0.161440;0.998024;0.796001;-0.200000;1.000000;0.800000;45.710098;0.814792;-0.127262;
5.135226;-0.175678;0.998349;0.795883;-0.200000;1.000000;0.800000;45.707810;0.816049;-0.122409;
5.138100;-0.185446;0.998634;0.796010;-0.200000;1.000000;0.800000;45.705522;0.816975;-0.116876;
5.143849;-0.197464;0.999134;0.796537;-0.200000;1.000000;0.800000;45.700944;0.818304;-0.106088;
5.149598;-0.200714;0.999535;0.797247;-0.200000;1.000000;0.800000;45.696362;0.818958;-0.097171;
5.156480;-0.200814;0.999900;0.797915;-0.200000;1.000000;0.800000;45.690873;0.819288;-0.090319;
5.156480;-0.200814;0.999900;0.797915;-0.200000;1.000000;0.800000;45.690873;0.819288;-0.090318;
5.156487;-0.200807;0.999900;0.797915;-0.200000;1.000000;0.800000;45.690868;0.819288;-0.090312;
5.156502;-0.200794;0.999901;0.797917;-0.200000;1.000000;0.800000;45.690856;0.819288;-0.090302;
5.156531;-0.200767;0.999902;0.797920;-0.200000;1.000000;0.800000;45.690833;0.819287;-0.090282;
5.156588;-0.200713;0.999904;0.797927;-0.200000;1.000000;0.800000;45.690787;0.819285;-0.090241;
5.156704;-0.200607;0.999909;0.797939;-0.200000;1.000000;0.800000;45.690695;0.819281;-0.090160;
5.156934;-0.200395;0.999919;0.797964;-0.200000;1.000000;0.800000;45.690511;0.819273;-0.090008;
5.157395;-0.199976;0.999937;0.798011;-0.200000;1.000000;0.800000;45.690143;0.819256;-0.089732;
5.158317;-0.199169;0.999973;0.798094;-0.200000;1.000000;0.800000;45.689408;0.819218;-0.089286;
5.160160;-0.197710;1.000034;0.798223;-0.200000;1.000000;0.800000;45.687936;0.819137;-0.088727;
5.162775;-0.196126;1.000100;0.798330;-0.200000;1.000000;0.800000;45.685849;0.819031;-0.088499;
5.164612;-0.195083;1.000144;0.798396;-0.200000;1.000000;0.800000;45.684382;0.818959;-0.088398;
5.166449;-0.194203;1.000180;0.798443;-0.200000;1.000000;0.800000;45.682915;0.818893;-0.088429;
5.170124;-0.192786;1.000240;0.798502;-0.200000;1.000000;0.800000;45.679981;0.818787;-0.088635;
5.177472;-0.191231;1.000309;0.798530;-0.200000;1.000000;0.800000;45.674113;0.818674;-0.089303;
5.192170;-0.190289;1.000359;0.798537;-0.200000;1.000000;0.800000;45.662377;0.818691;-0.089929;
5.221566;-0.189724;1.000372;0.798710;-0.200000;1.000000;0.800000;45.638898;0.818972;-0.088514;
5.250961;-0.188375;1.000405;0.798901;-0.200000;1.000000;0.800000;45.615414;0.819166;-0.086922;
5.309753;-0.185242;1.000484;0.799189;-0.200000;1.000000;0.800000;45.568429;0.819405;-0.083874;
5.387223;-0.181243;1.000584;0.799420;-0.200000;1.000000;0.800000;45.506488;0.819586;-0.080073;
5.387324;-0.181238;1.000584;0.799420;-0.200000;1.000000;0.800000;45.506407;0.819586;-0.080068;
5.387526;-0.181227;1.000584;0.799421;-0.200000;1.000000;0.800000;45.506246;0.819587;-0.080058;
5.387929;-0.181206;1.000585;0.799422;-0.200000;1.000000;0.800000;45.505924;0.819588;-0.080039;
5.388735;-0.181165;1.000586;0.799425;-0.200000;1.000000;0.800000;45.505279;0.819590;-0.080004;
5.390348;-0.181084;1.000588;0.799431;-0.200000;1.000000;0.800000;45.503990;0.819595;-0.079944;
5.390915;-0.181059;1.000589;0.799433;-0.200000;1.000000;0.800000;45.503536;0.819596;-0.079927;
5.390940;-0.181058;1.000589;0.799433;-0.200000;1.000000;0.800000;45.503516;0.819596;-0.079927;
5.390991;-0.181055;1.000589;0.799433;-0.200000;1.000000;0.800000;45.503476;0.819596;-0.079925;
5.391091;-0.181050;1.000589;0.799433;-0.200000;1.000000;0.800000;45.503396;0.819597;-0.079921;
5.391292;-0.181041;1.000589;0.799434;-0.200000;1.000000;0.800000;45.503235;0.819597;-0.079914;
5.391695;-0.181021;1.000590;0.799435;-0.200000;1.000000;0.800000;45.502913;0.819598;-0.079899;
5.392499;-0.180983;1.000591;0.799438;-0.200000;1.000000;0.800000;45.502270;0.819601;-0.079868;
5.394108;-0.180908;1.000592;0.799444;-0.200000;1.000000;0.800000;45.500984;0.819605;-0.079802;
5.397326;-0.180757;1.000596;0.799454;-0.200000;1.000000;0.800000;45.498411;0.819614;-0.079660;
5.403763;-0.180449;1.000604;0.799475;-0.200000;1.000000;0.800000;45.493265;0.819632;-0.079351;
5.416635;-0.179801;1.000620;0.799515;-0.200000;1.000000;0.800000;45.482973;0.819664;-0.078711;
5.442381;-0.178484;1.000653;0.799586;-0.200000;1.000000;0.800000;45.462388;0.819718;-0.077448;
5.493871;-0.175952;1.000717;0.799695;-0.200000;1.000000;0.800000;45.421211;0.819797;-0.075057;
5.596853;-0.171593;1.000826;0.799832;-0.200000;1.000000;0.800000;45.338843;0.819883;-0.070979;
5.802816;-0.165798;1.000971;0.799948;-0.200000;1.000000;0.800000;45.174083;0.819934;-0.065614;
6.008779;-0.162350;1.001058;0.799992;-0.200000;1.000000;0.800000;45.009315;0.819919;-0.062545;
6.420704;-0.160078;1.001115;0.800005;-0.200000;1.000000;0.800000;44.679772;0.819929;-0.060403;
6.832630;-0.159618;1.001126;0.800003;-0.200000;1.000000;0.800000;44.350231;0.819905;-0.060089;
7.000000;-0.159596;1.001127;0.800002;-0.200000;1.000000;0.800000;44.216334;0.819921;-0.059998;
