time;WT4B_WT_controlMeasurements_PGenNomPu;WT4B_WT_controlMeasurements_QGenNomPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
0.048326;1.000002;-0.210262;1.000103;0.976114;0.217733;-0.930143;-0.422886;
0.056983;0.999998;-0.210272;1.000100;0.976111;0.217732;-0.930140;-0.422895;
0.074295;0.999996;-0.210284;1.000097;0.976108;0.217732;-0.930139;-0.422909;
0.108921;0.999996;-0.210303;1.000091;0.976101;0.217733;-0.930139;-0.422932;
0.178173;0.999997;-0.210337;1.000080;0.976090;0.217734;-0.930141;-0.422973;
0.316675;0.999998;-0.210390;1.000064;0.976073;0.217736;-0.930143;-0.423038;
0.593681;0.999998;-0.210460;1.000042;0.976050;0.217738;-0.930145;-0.423122;
1.147692;0.999999;-0.210529;1.000020;0.976028;0.217741;-0.930148;-0.423205;
2.000000;1.000000;-0.210563;1.000010;0.976016;0.217742;-0.930150;-0.423246;
2.000000;1.000000;-0.210563;1.000010;0.976016;0.217742;-0.930150;-0.423246;
2.000184;0.999998;-0.210563;1.000010;0.976016;0.217742;-0.930148;-0.423246;
2.000554;0.999980;-0.210568;1.000009;0.976017;0.217737;-0.930132;-0.423242;
2.001292;0.999809;-0.210607;1.000007;0.976024;0.217694;-0.929977;-0.423204;
2.002769;0.998441;-0.210902;0.999995;0.976089;0.217351;-0.928736;-0.422875;
2.004000;0.994469;-0.211654;0.999993;0.976308;0.216351;-0.925130;-0.421800;
2.004000;0.994469;-0.211653;0.999993;0.976308;0.216351;-0.925130;-0.421799;
2.004147;0.994178;-0.211710;0.999992;0.976324;0.216278;-0.924866;-0.421722;
2.004442;0.993541;-0.211834;0.999991;0.976358;0.216117;-0.924288;-0.421555;
2.004736;0.992849;-0.211968;0.999989;0.976395;0.215943;-0.923660;-0.421372;
2.005326;0.991247;-0.212272;0.999987;0.976482;0.215540;-0.922205;-0.420944;
2.005915;0.989436;-0.212609;0.999987;0.976582;0.215084;-0.920561;-0.420454;
2.006505;0.987428;-0.212974;0.999988;0.976695;0.214578;-0.918738;-0.419901;
2.007683;0.982723;-0.213784;1.000006;0.976973;0.213391;-0.914463;-0.418560;
2.008862;0.977427;-0.214639;1.000041;0.977300;0.212054;-0.909650;-0.416999;
2.011220;0.965128;-0.216379;1.000189;0.978122;0.208941;-0.898462;-0.413143;
2.013577;0.951638;-0.218033;1.000416;0.979078;0.205519;-0.886180;-0.408710;
2.018293;0.922511;-0.220774;1.001107;0.981310;0.198109;-0.859626;-0.398522;
2.023008;0.892853;-0.222889;1.001942;0.983657;0.190548;-0.832552;-0.387869;
2.032438;0.837048;-0.225797;1.003634;0.988028;0.176303;-0.781527;-0.367988;
2.041869;0.786920;-0.227966;1.005079;0.991669;0.163511;-0.735628;-0.351175;
2.051299;0.743091;-0.229813;1.006188;0.994547;0.152338;-0.695455;-0.337598;
2.060730;0.705419;-0.231404;1.007011;0.996785;0.142743;-0.660897;-0.326793;
2.070160;0.673371;-0.232775;1.007609;0.998516;0.134588;-0.631477;-0.318237;
2.079590;0.646278;-0.233960;1.008040;0.999853;0.127700;-0.606593;-0.311468;
2.089021;0.623459;-0.234993;1.008344;1.000886;0.121903;-0.585625;-0.306111;
2.098451;0.604283;-0.235903;1.008554;1.001683;0.117034;-0.567997;-0.301871;
2.107882;0.588185;-0.236720;1.008691;1.002295;0.112951;-0.553197;-0.298519;
2.117312;0.574678;-0.237464;1.008772;1.002763;0.109528;-0.540778;-0.295877;
2.126743;0.563345;-0.238154;1.008810;1.003116;0.106658;-0.530355;-0.293805;
2.145603;0.546956;-0.239170;1.008811;1.003589;0.102510;-0.515282;-0.290948;
2.164464;0.534975;-0.240402;1.008684;1.003765;0.099494;-0.504275;-0.289485;
2.183325;0.526201;-0.241541;1.008515;1.003811;0.097293;-0.496220;-0.288720;
2.202186;0.519719;-0.242613;1.008319;1.003769;0.095674;-0.490275;-0.288433;
2.221047;0.514881;-0.243632;1.008106;1.003670;0.094473;-0.485845;-0.288473;
2.258769;0.508992;-0.245507;1.007658;1.003355;0.093031;-0.480473;-0.289236;
2.296490;0.505374;-0.247244;1.007210;1.002985;0.092162;-0.477190;-0.290356;
2.334212;0.503178;-0.248857;1.006773;1.002593;0.091652;-0.475215;-0.291655;
2.409656;0.501456;-0.251664;1.005976;1.001824;0.091300;-0.473715;-0.294377;
2.485099;0.500910;-0.254118;1.005261;1.001112;0.091237;-0.473289;-0.296969;
2.635986;0.500797;-0.257957;1.004128;0.999966;0.091326;-0.473306;-0.301193;
2.786873;0.500797;-0.260962;1.003238;0.999064;0.091418;-0.473401;-0.304524;
3.088647;0.500793;-0.264831;1.002089;0.997900;0.091537;-0.473519;-0.308824;
3.390421;0.500792;-0.267323;1.001348;0.997148;0.091613;-0.473596;-0.311599;
3.993969;0.500784;-0.269692;1.000642;0.996433;0.091685;-0.473663;-0.314241;
4.597517;0.500771;-0.270820;1.000306;0.996092;0.091716;-0.473686;-0.315497;
5.804613;0.500737;-0.271526;1.000096;0.995880;0.091729;-0.473677;-0.316279;
5.999999;0.500732;-0.271547;1.000089;0.995874;0.091729;-0.473673;-0.316301;
5.999999;0.369324;-0.178102;0.719882;0.712897;0.100044;-0.473673;-0.316301;
6.000072;0.369242;-0.178207;0.719843;0.712861;0.100022;-0.473573;-0.316436;
6.000219;0.369115;-0.178336;0.719797;0.712819;0.099985;-0.473417;-0.316589;
6.000365;0.369024;-0.178384;0.719782;0.712807;0.099957;-0.473304;-0.316628;
6.000659;0.368976;-0.178178;0.719865;0.712895;0.099934;-0.473238;-0.316275;
6.000770;0.369007;-0.177992;0.719938;0.712968;0.099937;-0.473272;-0.315988;
6.000770;0.369007;-0.177992;0.719938;0.712968;0.099937;-0.473272;-0.315988;
6.000770;0.369007;-0.177991;0.719939;0.712968;0.099937;-0.473272;-0.315986;
6.000770;0.369007;-0.177991;0.719939;0.712968;0.099937;-0.473272;-0.315986;
6.000770;0.369007;-0.177991;0.719939;0.712968;0.099937;-0.473272;-0.315986;
6.000770;0.369007;-0.177991;0.719939;0.712968;0.099937;-0.473272;-0.315986;
6.000986;0.369034;-0.177612;0.720088;0.713120;0.099932;-0.473296;-0.315388;
6.001419;0.369185;-0.176318;0.720595;0.713632;0.099932;-0.473450;-0.313370;
6.001851;0.369430;-0.174528;0.721293;0.714335;0.099945;-0.473709;-0.310601;
6.002715;0.370250;-0.169282;0.723327;0.716379;0.100016;-0.474594;-0.302561;
6.002996;0.370614;-0.167128;0.724158;0.717212;0.100054;-0.474990;-0.299288;
6.002996;0.370609;-0.167129;0.724158;0.717213;0.100052;-0.474984;-0.299287;
6.003334;0.371023;-0.164661;0.725107;0.718165;0.100095;-0.475435;-0.295544;
6.003501;0.371269;-0.163255;0.725646;0.718705;0.100122;-0.475703;-0.293421;
6.003501;0.371266;-0.163256;0.725646;0.718706;0.100121;-0.475700;-0.293421;
6.003843;0.371752;-0.160457;0.726716;0.719779;0.100175;-0.476230;-0.289205;
6.004527;0.372881;-0.154150;0.729115;0.722182;0.100308;-0.477466;-0.279768;
6.004632;0.373092;-0.153028;0.729540;0.722607;0.100335;-0.477699;-0.278102;
6.004632;0.373087;-0.153029;0.729540;0.722607;0.100333;-0.477694;-0.278101;
6.004649;0.373118;-0.152864;0.729602;0.722670;0.100337;-0.477727;-0.277856;
6.004649;0.373118;-0.152865;0.729602;0.722670;0.100337;-0.477726;-0.277856;
6.004649;0.373118;-0.152864;0.729602;0.722670;0.100337;-0.477727;-0.277856;
6.004649;0.373118;-0.152864;0.729602;0.722670;0.100337;-0.477727;-0.277856;
6.004999;0.373794;-0.149143;0.731007;0.724076;0.100419;-0.478467;-0.272333;
6.005700;0.375413;-0.140290;0.734325;0.727399;0.100618;-0.480237;-0.259294;
6.005769;0.375611;-0.139231;0.734719;0.727793;0.100643;-0.480454;-0.257745;
6.005769;0.375608;-0.139231;0.734719;0.727794;0.100642;-0.480449;-0.257744;
6.006109;0.376469;-0.134572;0.736450;0.729526;0.100750;-0.481389;-0.250947;
6.006548;0.377710;-0.127908;0.738910;0.731987;0.100908;-0.482743;-0.241290;
6.006548;0.377705;-0.127909;0.738909;0.731987;0.100907;-0.482738;-0.241289;
6.006566;0.377757;-0.127635;0.739010;0.732088;0.100913;-0.482794;-0.240893;
6.006566;0.377756;-0.127635;0.739010;0.732088;0.100913;-0.482793;-0.240893;
6.006567;0.377759;-0.127620;0.739016;0.732093;0.100913;-0.482796;-0.240872;
6.006567;0.377759;-0.127620;0.739016;0.732093;0.100913;-0.482796;-0.240872;
6.006567;0.377759;-0.127620;0.739016;0.732094;0.100913;-0.482796;-0.240871;
6.006567;0.377759;-0.127620;0.739016;0.732094;0.100913;-0.482796;-0.240871;
6.006898;0.378716;-0.122497;0.740894;0.733972;0.101036;-0.483839;-0.233500;
6.007560;0.380785;-0.111486;0.744896;0.737975;0.101306;-0.486088;-0.217797;
6.008884;0.385339;-0.087538;0.753443;0.746518;0.101914;-0.491022;-0.184296;
6.010208;0.390181;-0.062464;0.762174;0.755239;0.102582;-0.496244;-0.150110;
6.012856;0.399816;-0.013637;0.778595;0.771622;0.103969;-0.506572;-0.085929;
6.015504;0.408940;0.030985;0.792996;0.785966;0.105359;-0.516309;-0.029789;
6.018152;0.417088;0.069338;0.804959;0.797860;0.106666;-0.524993;0.016718;
6.020800;0.424109;0.100579;0.814439;0.807264;0.107864;-0.532506;0.053441;
6.023448;0.430015;0.124766;0.821619;0.814364;0.108948;-0.538890;0.081112;
6.026097;0.434918;0.142541;0.826805;0.819464;0.109930;-0.544275;0.100930;
6.028745;0.438975;0.154864;0.830346;0.822917;0.110825;-0.548828;0.114277;
6.031393;0.442355;0.162802;0.832591;0.825071;0.111651;-0.552722;0.122523;
6.034041;0.445219;0.167388;0.833857;0.826244;0.112423;-0.556116;0.126921;
6.036689;0.447710;0.169540;0.834419;0.826711;0.113158;-0.559151;0.128543;
6.039337;0.449945;0.170024;0.834499;0.826694;0.113866;-0.561937;0.128268;
6.044633;0.453970;0.168114;0.833828;0.825827;0.115236;-0.567081;0.124441;
6.049929;0.457881;0.165408;0.832923;0.824721;0.116596;-0.572115;0.119679;
6.055226;0.461810;0.162868;0.832061;0.823658;0.117956;-0.577162;0.115082;
6.060522;0.465812;0.160827;0.831341;0.822733;0.119323;-0.582279;0.111030;
6.071114;0.474073;0.158411;0.830374;0.821350;0.122085;-0.592759;0.104759;
6.081706;0.482458;0.156909;0.829663;0.820215;0.124857;-0.603349;0.099458;
6.093637;0.491963;0.155736;0.829007;0.819063;0.127982;-0.615328;0.093992;
6.093637;0.491976;0.155770;0.829011;0.819073;0.127985;-0.615343;0.094028;
6.099941;0.495121;0.154920;0.828652;0.818544;0.129035;-0.619325;0.091633;
6.112549;0.498023;0.153237;0.828051;0.817777;0.130034;-0.623039;0.088313;
6.125158;0.499356;0.151609;0.827519;0.817161;0.130523;-0.624781;0.085736;
6.150374;0.500102;0.148420;0.826539;0.816112;0.130874;-0.625856;0.081498;
6.175591;0.500266;0.145270;0.825589;0.815124;0.131035;-0.626197;0.077554;
6.226024;0.500279;0.139185;0.823758;0.813235;0.131248;-0.626476;0.070043;
6.249999;0.500300;0.136500;0.822947;0.812397;0.131347;-0.626618;0.066710;
6.249999;0.682709;0.152242;1.109998;1.102875;0.125544;-0.626621;0.066711;
6.250077;0.682664;0.152395;1.110036;1.102915;0.125528;-0.626573;0.066861;
6.250234;0.682462;0.152381;1.110036;1.102922;0.125477;-0.626387;0.066899;
6.250390;0.682153;0.152058;1.109964;1.102857;0.125407;-0.626115;0.066680;
6.250703;0.681141;0.150250;1.109546;1.102460;0.125201;-0.625251;0.065280;
6.251017;0.679767;0.147360;1.108872;1.101812;0.124933;-0.624094;0.062978;
6.251524;0.676548;0.139628;1.107057;1.100052;0.124334;-0.621422;0.056691;
6.251524;0.676545;0.139628;1.107057;1.100053;0.124333;-0.621419;0.056693;
6.251644;0.675771;0.137821;1.106632;1.099642;0.124188;-0.620775;0.055226;
6.251644;0.675770;0.137821;1.106632;1.099642;0.124188;-0.620774;0.055226;
6.251920;0.673920;0.133519;1.105619;1.098662;0.123839;-0.619232;0.051730;
6.252471;0.669735;0.123922;1.103355;1.096473;0.123048;-0.615737;0.043920;
6.253288;0.662540;0.107614;1.099488;1.092733;0.121683;-0.609720;0.030585;
6.253288;0.662524;0.107617;1.099489;1.092735;0.121679;-0.609706;0.030591;
6.253288;0.662524;0.107616;1.099488;1.092735;0.121679;-0.609706;0.030591;
6.253288;0.662524;0.107616;1.099488;1.092735;0.121679;-0.609706;0.030591;
6.253587;0.659907;0.101673;1.098072;1.091365;0.121183;-0.607516;0.025704;
6.253935;0.656684;0.094381;1.096329;1.089679;0.120571;-0.604819;0.019691;
6.253935;0.656678;0.094382;1.096330;1.089680;0.120570;-0.604813;0.019694;
6.253938;0.656657;0.094334;1.096318;1.089668;0.120566;-0.604796;0.019654;
6.253938;0.656657;0.094334;1.096318;1.089668;0.120566;-0.604795;0.019654;
6.253938;0.656657;0.094333;1.096318;1.089668;0.120566;-0.604795;0.019653;
6.253938;0.656657;0.094333;1.096318;1.089668;0.120566;-0.604795;0.019653;
6.254243;0.653829;0.087935;1.094784;1.088184;0.120030;-0.602428;0.014360;
6.254853;0.647949;0.074660;1.091588;1.085091;0.118915;-0.597502;0.003325;
6.256073;0.635759;0.047158;1.084904;1.078620;0.116605;-0.587282;-0.019768;
6.257293;0.623563;0.019559;1.078110;1.072034;0.114300;-0.577049;-0.043280;
6.259733;0.600657;-0.032543;1.065035;1.059340;0.109989;-0.557807;-0.088636;
6.261930;0.582100;-0.075064;1.054108;1.048712;0.106516;-0.542198;-0.126648;
6.264126;0.565867;-0.112528;1.044277;1.039135;0.103495;-0.528527;-0.160930;
6.266322;0.551977;-0.144805;1.035644;1.030715;0.100923;-0.516817;-0.191094;
6.268519;0.540327;-0.172073;1.028228;1.023473;0.098776;-0.506987;-0.217057;
6.270715;0.530724;-0.194724;1.021978;1.017363;0.097016;-0.498878;-0.238974;
6.272911;0.522936;-0.213247;1.016803;1.012300;0.095595;-0.492299;-0.257145;
6.275108;0.516718;-0.228167;1.012592;1.008176;0.094467;-0.487045;-0.271953;
6.279500;0.508809;-0.247452;1.007090;1.002782;0.093044;-0.480365;-0.291337;
6.283454;0.504345;-0.258580;1.003883;0.999635;0.092249;-0.476600;-0.302656;
6.287407;0.501700;-0.265368;1.001914;0.997701;0.091784;-0.474372;-0.309620;
6.291360;0.500256;-0.269239;1.000786;0.996591;0.091536;-0.473161;-0.313619;
6.295314;0.499572;-0.271225;1.000206;0.996019;0.091423;-0.472592;-0.315688;
6.299267;0.499343;-0.272055;0.999962;0.995777;0.091390;-0.472407;-0.316566;
6.307174;0.499530;-0.271971;0.999984;0.995795;0.091436;-0.472577;-0.316512;
6.315081;0.499857;-0.271424;1.000141;0.995947;0.091502;-0.472861;-0.315972;
6.322987;0.500143;-0.270901;1.000292;0.996093;0.091559;-0.473109;-0.315451;
6.338801;0.500454;-0.270393;1.000439;0.996234;0.091622;-0.473380;-0.314951;
6.354614;0.500617;-0.270218;1.000488;0.996281;0.091658;-0.473525;-0.314791;
6.386241;0.500777;-0.270224;1.000483;0.996272;0.091699;-0.473672;-0.314833;
6.449495;0.500904;-0.270379;1.000435;0.996220;0.091736;-0.473794;-0.315033;
6.576002;0.500889;-0.270653;1.000353;0.996138;0.091741;-0.473790;-0.315337;
6.829017;0.500826;-0.271029;1.000242;0.996027;0.091737;-0.473744;-0.315743;
7.335047;0.500801;-0.271419;1.000126;0.995910;0.091742;-0.473732;-0.316174;
8.347107;0.500770;-0.271695;1.000045;0.995827;0.091743;-0.473713;-0.316475;
9.359167;0.500740;-0.271793;1.000016;0.995799;0.091738;-0.473687;-0.316578;
11.383287;0.500682;-0.271837;1.000003;0.995788;0.091725;-0.473636;-0.316615;
11.999998;0.500667;-0.271840;1.000003;0.995788;0.091721;-0.473622;-0.316615;
11.999998;0.290117;-0.145781;0.569917;0.565567;0.070280;-0.473622;-0.316615;
12.000099;0.290073;-0.145825;0.569905;0.565557;0.070270;-0.473551;-0.316681;
12.000302;0.290059;-0.145727;0.569935;0.565587;0.070265;-0.473527;-0.316485;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473611;-0.316023;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473611;-0.316023;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473612;-0.316022;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473612;-0.316022;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473612;-0.316022;
12.000484;0.290111;-0.145478;0.570008;0.565659;0.070275;-0.473612;-0.316022;
12.000659;0.290171;-0.145132;0.570109;0.565760;0.070285;-0.473707;-0.315375;
12.001007;0.290349;-0.143978;0.570448;0.566097;0.070316;-0.473992;-0.313209;
12.001356;0.290585;-0.142392;0.570912;0.566561;0.070355;-0.474369;-0.310233;
12.002054;0.291265;-0.137712;0.572280;0.567925;0.070465;-0.475453;-0.301474;
12.002722;0.292099;-0.131962;0.573950;0.569591;0.070601;-0.476780;-0.290775;
12.002722;0.292100;-0.131962;0.573950;0.569591;0.070601;-0.476781;-0.290775;
12.002722;0.292100;-0.131962;0.573950;0.569591;0.070601;-0.476781;-0.290775;
12.002722;0.292100;-0.131962;0.573950;0.569591;0.070601;-0.476781;-0.290775;
12.002723;0.292101;-0.131955;0.573952;0.569593;0.070602;-0.476783;-0.290763;
12.002723;0.292101;-0.131955;0.573952;0.569593;0.070602;-0.476783;-0.290763;
12.002759;0.292149;-0.131623;0.574048;0.569689;0.070610;-0.476860;-0.290148;
12.002759;0.292149;-0.131623;0.574048;0.569689;0.070610;-0.476860;-0.290148;
12.002977;0.292461;-0.129460;0.574674;0.570313;0.070660;-0.477356;-0.286142;
12.003277;0.292982;-0.125792;0.575731;0.571368;0.070744;-0.478184;-0.279365;
12.003277;0.292981;-0.125792;0.575731;0.571368;0.070744;-0.478181;-0.279365;
12.003310;0.293042;-0.125366;0.575854;0.571490;0.070754;-0.478277;-0.278581;
12.003310;0.293041;-0.125366;0.575854;0.571490;0.070754;-0.478277;-0.278581;
12.003523;0.293430;-0.122629;0.576640;0.572275;0.070816;-0.478894;-0.273545;
12.003949;0.294325;-0.116279;0.578455;0.574086;0.070960;-0.480310;-0.261916;
12.004801;0.296512;-0.100654;0.582870;0.578491;0.071310;-0.483762;-0.233628;
12.005654;0.299051;-0.082524;0.587905;0.583514;0.071718;-0.487750;-0.201374;
12.005683;0.299156;-0.081788;0.588107;0.583716;0.071735;-0.487914;-0.200077;
12.005683;0.299154;-0.081788;0.588107;0.583716;0.071734;-0.487911;-0.200077;
12.005687;0.299164;-0.081718;0.588127;0.583735;0.071736;-0.487926;-0.199954;
12.005687;0.299164;-0.081718;0.588127;0.583735;0.071736;-0.487926;-0.199954;
12.005687;0.299164;-0.081716;0.588127;0.583736;0.071736;-0.487927;-0.199949;
12.005687;0.299164;-0.081716;0.588127;0.583736;0.071736;-0.487927;-0.199949;
12.005878;0.299760;-0.077477;0.589290;0.584896;0.071832;-0.488859;-0.192501;
12.006261;0.301010;-0.068569;0.591720;0.587319;0.072033;-0.490813;-0.176946;
12.007026;0.303703;-0.049341;0.596893;0.592478;0.072467;-0.495006;-0.143825;
12.008556;0.309571;-0.007342;0.607883;0.603434;0.073414;-0.504075;-0.073493;
12.009054;0.311573;0.006869;0.611511;0.607049;0.073739;-0.507149;-0.050288;
12.009054;0.311553;0.006867;0.611511;0.607049;0.073734;-0.507118;-0.050284;
12.009066;0.311603;0.007224;0.611602;0.607140;0.073742;-0.507194;-0.049704;
12.009066;0.311603;0.007224;0.611602;0.607140;0.073742;-0.507194;-0.049704;
12.009067;0.311603;0.007225;0.611602;0.607140;0.073742;-0.507194;-0.049702;
12.009067;0.311603;0.007225;0.611602;0.607140;0.073742;-0.507194;-0.049702;
12.009067;0.311603;0.007225;0.611602;0.607140;0.073742;-0.507194;-0.049702;
12.009067;0.311603;0.007225;0.611602;0.607140;0.073742;-0.507194;-0.049702;
12.009234;0.312270;0.012007;0.612813;0.608347;0.073850;-0.508216;-0.041958;
12.009568;0.313619;0.021685;0.615249;0.610774;0.074068;-0.510279;-0.026377;
12.010236;0.316354;0.041355;0.620141;0.615649;0.074510;-0.514448;0.004912;
12.011572;0.321846;0.080972;0.629770;0.625240;0.075398;-0.522771;0.066465;
12.012908;0.327293;0.120341;0.639060;0.634491;0.076280;-0.530964;0.125831;
12.014244;0.332597;0.158754;0.647880;0.643271;0.077140;-0.538886;0.182169;
12.015580;0.337689;0.195639;0.656139;0.651490;0.077968;-0.546445;0.234898;
12.016916;0.342519;0.230547;0.663778;0.659090;0.078755;-0.553579;0.283649;
12.019588;0.350919;0.290239;0.676472;0.671708;0.080140;-0.565925;0.364572;
12.021993;0.357526;0.335850;0.685880;0.681051;0.081249;-0.575601;0.424466;
12.024398;0.363196;0.373334;0.693436;0.688544;0.082223;-0.583906;0.472481;
12.026803;0.368019;0.403251;0.699357;0.694405;0.083076;-0.590993;0.510010;
12.029208;0.372104;0.426432;0.703877;0.698868;0.083826;-0.597037;0.538563;
12.031613;0.375560;0.443645;0.707194;0.702129;0.084491;-0.602201;0.559391;
12.034018;0.378507;0.456156;0.709580;0.704460;0.085084;-0.606658;0.574254;
12.036423;0.381055;0.464861;0.711223;0.706051;0.085624;-0.610565;0.584353;
12.038828;0.383295;0.470576;0.712289;0.707063;0.086122;-0.614048;0.590743;
12.041233;0.385302;0.474002;0.712915;0.707637;0.086589;-0.617212;0.594313;
12.043638;0.387135;0.475727;0.713216;0.707886;0.087033;-0.620141;0.595795;
12.048448;0.390438;0.475518;0.713119;0.707684;0.087873;-0.625503;0.594266;
12.053257;0.393575;0.473538;0.712682;0.707142;0.088694;-0.630642;0.590551;
12.058067;0.396653;0.470925;0.712124;0.706476;0.089507;-0.635702;0.586042;
12.062877;0.399733;0.468270;0.711555;0.705800;0.090322;-0.640765;0.581461;
12.072497;0.406009;0.463922;0.710598;0.704621;0.091968;-0.651053;0.573423;
12.082117;0.412378;0.460475;0.709808;0.703606;0.093627;-0.661465;0.566431;
12.101356;0.425270;0.455197;0.708525;0.701859;0.096964;-0.682493;0.554271;
12.120596;0.438174;0.450518;0.707342;0.700195;0.100297;-0.703518;0.542645;
12.149998;0.457834;0.443810;0.705594;0.697676;0.105371;-0.735525;0.525040;
12.149998;0.827720;0.752918;1.238078;1.229450;0.145904;-0.735561;0.525110;
12.150089;0.827633;0.752869;1.238069;1.229444;0.145883;-0.735483;0.525094;
12.150271;0.827315;0.751829;1.237869;1.229249;0.145830;-0.735235;0.524393;
12.150636;0.826146;0.746260;1.236787;1.228177;0.145682;-0.734401;0.520504;
12.151000;0.824494;0.737478;1.235074;1.226474;0.145496;-0.733260;0.514313;
12.151043;0.824250;0.736105;1.234806;1.226207;0.145471;-0.733094;0.513340;
12.151043;0.824251;0.736105;1.234806;1.226207;0.145471;-0.733096;0.513340;
12.151126;0.823768;0.733739;1.234344;1.225749;0.145412;-0.732754;0.511677;
12.151126;0.823768;0.733739;1.234344;1.225749;0.145412;-0.732754;0.511677;
12.151273;0.822821;0.729269;1.233471;1.224885;0.145291;-0.732075;0.508542;
12.151567;0.820315;0.718464;1.231361;1.222801;0.144942;-0.730234;0.500999;
12.152155;0.813240;0.690457;1.225871;1.217396;0.143894;-0.724925;0.481474;
12.152744;0.804488;0.657152;1.219289;1.210926;0.142563;-0.718292;0.458120;
12.153632;0.787814;0.595720;1.206987;1.198842;0.139979;-0.705547;0.414531;
12.153632;0.787785;0.595720;1.206987;1.198844;0.139972;-0.705520;0.414539;
12.153791;0.784917;0.585256;1.204869;1.196763;0.139526;-0.703321;0.407035;
12.153799;0.784766;0.584716;1.204760;1.196656;0.139502;-0.703205;0.406648;
12.153799;0.784765;0.584716;1.204760;1.196656;0.139502;-0.703204;0.406648;
12.153882;0.783250;0.579252;1.203651;1.195568;0.139264;-0.702039;0.402724;
12.153882;0.783249;0.579253;1.203651;1.195568;0.139264;-0.702038;0.402724;
12.153882;0.783244;0.579233;1.203647;1.195564;0.139263;-0.702034;0.402710;
