time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;Load_load_PPu;Load_load_QPu;Transformer_transformer_terminal1_V_re;Transformer_transformer_terminal1_V_im;Transformer_transformer_terminal2_V_re;Transformer_transformer_terminal2_V_im;Transformer_transformer_terminal1_i_re;Transformer_transformer_terminal1_i_im;Transformer_transformer_terminal2_i_re;Transformer_transformer_terminal2_i_im;Transformer_transformer_P1Pu;Transformer_transformer_Q1Pu;Transformer_transformer_P2Pu;Transformer_transformer_Q2Pu;Transformer_transformer_U1Pu;Transformer_transformer_U2Pu;Bus1_bus_U;Bus1_bus_UPhaseDeg;Bus2_bus_U;Bus2_bus_UPhaseDeg;
6.9000000000;0.9999991895;9.0849087965;1.5087759755;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.9719665872;-0.1488027255;0.9952022614;-0.0978306594;-0.0889361957;0.0239040607;0.0889373165;-0.0239032376;-0.0900000000;-0.0100000000;0.0908490880;0.0150877598;0.9832910544;0.9999991895;0.9832910544;-8.7040859271;0.9999991895;-5.6142683972;
7.0000000000;0.9999991808;9.0849087980;1.5087759846;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.9715695493;-0.1513733505;0.9949399790;-0.1004629277;-0.0888726518;0.0241392406;0.0888737748;-0.0241384204;-0.0900000000;-0.0100000000;0.0908490880;0.0150877598;0.9832910456;0.9999991808;0.9832910456;-8.8556508516;0.9999991808;-5.7658332673;
7.1000000000;0.9999991739;9.0849087993;1.5087759920;0.0908490880;0.0150877599;0.0900000000;0.0100000000;0.9711610736;-0.1539721908;0.9946676280;-0.1031244762;-0.0888077511;0.0243769284;0.0888088763;-0.0243761113;-0.0900000000;-0.0100000000;0.0908490880;0.0150877599;0.9832910385;0.9999991739;0.9832910385;-9.0089428722;0.9999991739;-5.9191252442;
7.2000000000;0.9999991686;9.0849088002;1.5087759976;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9707409569;-0.1565990114;0.9943849891;-0.1058150773;-0.0887414771;0.0246171004;0.0887426045;-0.0246162862;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910331;0.9999991686;0.9832910331;-9.1639514028;0.9999991686;-6.0741337411;
7.3000000000;0.9999991647;9.0849088009;1.5087760017;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9703089952;-0.1592535771;0.9940918423;-0.1085345035;-0.0886738133;0.0248597324;0.0886749429;-0.0248589213;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910292;0.9999991647;0.9832910292;-9.3206659223;0.9999991647;-6.2308482363;
7.4000000000;0.9999991622;9.0849088013;1.5087760043;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9698649841;-0.1619356526;0.9937879671;-0.1112825269;-0.0886047431;0.0251048005;0.0886058749;-0.0251039925;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910266;0.9999991622;0.9832910266;-9.4790759745;0.9999991622;-6.3892582728;
7.5000000000;0.9999991610;9.0849088015;1.5087760056;0.0908490880;0.0150877601;0.0900000000;0.0100000000;0.9694087187;-0.1646450020;0.9934731425;-0.1140589192;-0.0885342499;0.0253522805;0.0885353839;-0.0253514757;-0.0900000000;-0.0100000000;0.0908490880;0.0150877601;0.9832910254;0.9999991610;0.9832910254;-9.6391711671;0.9999991610;-6.5493534577;
7.6000000000;0.9999991609;9.0849088016;1.5087760057;0.0908490880;0.0150877601;0.0900000000;0.0100000000;0.9689399934;-0.1673813893;0.9931471469;-0.1168634520;-0.0884623170;0.0256021484;0.0884634533;-0.0256013469;-0.0900000000;-0.0100000000;0.0908490880;0.0150877601;0.9832910253;0.9999991609;0.9832910253;-9.8009411714;0.9999991609;-6.7111234613;
7.7000000000;0.9999991618;9.0849088014;1.5087760047;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9684586025;-0.1701445780;0.9928097582;-0.1196958964;-0.0883889277;0.0258543801;0.0883900663;-0.0258535818;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910262;0.9999991618;0.9832910262;-9.9643757217;0.9999991618;-6.8745580174;
7.8000000000;0.9999991636;9.0849088011;1.5087760028;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9679643397;-0.1729343313;0.9924607541;-0.1225560232;-0.0883140654;0.0261089513;0.0883152063;-0.0261081563;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910281;0.9999991636;0.9832910281;-10.1294646147;0.9999991636;-7.0396469219;
7.9000000000;0.9999991662;9.0849088006;1.5087760001;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9674569984;-0.1757504119;0.9920999118;-0.1254436027;-0.0882377132;0.0263658379;0.0882388564;-0.0263650462;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910307;0.9999991662;0.9832910307;-10.2961977094;0.9999991662;-7.2063800331;
8.0000000000;0.9999991696;9.0849088001;1.5087759965;0.0908490880;0.0150877600;0.0900000000;0.0100000000;0.9669363719;-0.1785925823;0.9917270083;-0.1283584051;-0.0881598543;0.0266250157;0.0881609999;-0.0266242273;-0.0900000000;-0.0100000000;0.0908490880;0.0150877600;0.9832910341;0.9999991696;0.9832910341;-10.4645649263;0.9999991696;-7.3747472710;
8.1000000000;0.9999991735;9.0849087994;1.5087759924;0.0908490880;0.0150877599;0.0900000000;0.0100000000;0.9664022531;-0.1814606043;0.9913418202;-0.1313001998;-0.0880804721;0.0268864602;0.0880816200;-0.0268856752;-0.0900000000;-0.0100000000;0.0908490880;0.0150877599;0.9832910381;0.9999991735;0.9832910381;-10.6345562473;0.9999991735;-7.5447386166;
8.2000000000;0.9999991779;9.0849087986;1.5087759877;0.0908490880;0.0150877599;0.0900000000;0.0100000000;0.9658544347;-0.1843542394;0.9909441240;-0.1342687560;-0.0879995496;0.0271501472;0.0880006999;-0.0271493657;-0.0900000000;-0.0100000000;0.0908490880;0.0150877599;0.9832910426;0.9999991779;0.9832910426;-10.8061617148;0.9999991779;-7.7163441120;
8.3000000000;0.9999991828;9.0849087978;1.5087759826;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.9652927093;-0.1872732486;0.9905336961;-0.1372638423;-0.0879170702;0.0274160522;0.0879182227;-0.0274152742;-0.0900000000;-0.0100000000;0.0908490880;0.0150877598;0.9832910476;0.9999991828;0.9832910476;-10.9793714322;0.9999991828;-7.8895538600;
8.4000000000;0.9999991880;9.0849087969;1.5087759771;0.0908490880;0.0150877598;0.0900000000;0.0100000000;0.9647168695;-0.1902173923;0.9901103126;-0.1402852269;-0.0878330168;0.0276841509;0.0878341717;-0.0276833764;-0.0900000000;-0.0100000000;0.0908490880;0.0150877598;0.9832910529;0.9999991880;0.9832910529;-11.1541755625;0.9999991880;-8.0643580231;
8.5000000000;0.9999991935;9.0849087959;1.5087759713;0.0908490880;0.0150877597;0.0900000000;0.0100000000;0.9641267078;-0.1931864307;0.9896737495;-0.1433326774;-0.0877473728;0.0279544188;0.0877485301;-0.0279536478;-0.0900000000;-0.0100000000;0.0908490880;0.0150877597;0.9832910585;0.9999991935;0.9832910585;-11.3305643287;0.9999991935;-8.2407468239;
8.6000000000;0.9999991992;9.0849087949;1.5087759653;0.0908490879;0.0150877597;0.0900000000;0.0100000000;0.9635220166;-0.1961801231;0.9892237830;-0.1464059609;-0.0876601212;0.0282268312;0.0876612809;-0.0282260639;-0.0900000000;-0.0100000000;0.0908490879;0.0150877597;0.9832910643;0.9999991992;0.9832910643;-11.5085280131;0.9999991992;-8.4187105443;
8.7000000000;0.9999992050;9.0849087939;1.5087759591;0.0908490879;0.0150877596;0.0900000000;0.0100000000;0.9629025884;-0.1991982284;0.9887601892;-0.1495048439;-0.0875712454;0.0285013638;0.0875724075;-0.0285006001;-0.0900000000;-0.0100000000;0.0908490879;0.0150877596;0.9832910703;0.9999992050;0.9832910703;-11.6880569572;0.9999992050;-8.5982395254;
8.8000000000;0.9999992110;9.0849087928;1.5087759528;0.0908490879;0.0150877595;0.0900000000;0.0100000000;0.9622682158;-0.2022405051;0.9882827441;-0.1526290925;-0.0874807284;0.0287779917;0.0874818929;-0.0287772316;-0.0900000000;-0.0100000000;0.0908490879;0.0150877595;0.9832910764;0.9999992110;0.9832910764;-11.8691415611;0.9999992110;-8.7793241671;
8.9000000000;0.9999992171;9.0849087918;1.5087759463;0.0908490879;0.0150877595;0.0900000000;0.0100000000;0.9616186914;-0.2053067108;0.9877912238;-0.1557784719;-0.0873885535;0.0290566903;0.0873897205;-0.0290559340;-0.0900000000;-0.0100000000;0.0908490879;0.0150877595;0.9832910826;0.9999992171;0.9832910826;-12.0517722832;0.9999992171;-8.9619549275;
9.0000000000;0.9999992232;9.0849087907;1.5087759399;0.0908490879;0.0150877594;0.0900000000;0.0100000000;0.9609538081;-0.2083966029;0.9872854048;-0.1589527471;-0.0872947040;0.0293374349;0.0872958734;-0.0293366823;-0.0900000000;-0.0100000000;0.0908490879;0.0150877594;0.9832910889;0.9999992232;0.9832910889;-12.2359396403;0.9999992232;-9.1461223230;
9.1000000000;0.9999992293;9.0849087896;1.5087759335;0.0908490879;0.0150877593;0.0900000000;0.0100000000;0.9602733589;-0.2115099379;0.9867650635;-0.1621516822;-0.0871991631;0.0296202006;0.0872003348;-0.0296194519;-0.0900000000;-0.0100000000;0.0908490879;0.0150877593;0.9832910951;0.9999992293;0.9832910951;-12.4216342066;0.9999992293;-9.3318169278;
9.2000000000;0.9999992354;9.0849087886;1.5087759270;0.0908490879;0.0150877593;0.0900000000;0.0100000000;0.9595771371;-0.2146464718;0.9862299766;-0.1653750406;-0.0871019140;0.0299049627;0.0871030882;-0.0299042178;-0.0900000000;-0.0100000000;0.0908490879;0.0150877593;0.9832911013;0.9999992354;0.9832911013;-12.6088466139;0.9999992354;-9.5190293734;
9.3000000000;0.9999992414;9.0849087875;1.5087759207;0.0908490879;0.0150877592;0.0900000000;0.0100000000;0.9588649362;-0.2178059599;0.9856799210;-0.1686225853;-0.0870029401;0.0301916962;0.0870041168;-0.0301909552;-0.0900000000;-0.0100000000;0.0908490879;0.0150877592;0.9832911074;0.9999992414;0.9832911074;-12.7975675511;0.9999992414;-9.7077503486;
9.4000000000;0.9999992474;9.0849087865;1.5087759144;0.0908490879;0.0150877591;0.0900000000;0.0100000000;0.9581365500;-0.2209881569;0.9851146738;-0.1718940785;-0.0869022248;0.0304803762;0.0869034039;-0.0304796390;-0.0900000000;-0.0100000000;0.0908490879;0.0150877591;0.9832911135;0.9999992474;0.9832911135;-12.9877877639;0.9999992474;-9.8979705991;
9.5000000000;0.9999992533;9.0849087855;1.5087759081;0.0908490879;0.0150877591;0.0900000000;0.0100000000;0.9573917728;-0.2241928170;0.9845340127;-0.1751892816;-0.0867997514;0.0307709776;0.0868009330;-0.0307702444;-0.0900000000;-0.0100000000;0.0908490879;0.0150877591;0.9832911196;0.9999992533;0.9832911196;-13.1794980544;0.9999992533;-10.0896809267;
9.6000000000;0.9999992591;9.0849087845;1.5087759020;0.0908490878;0.0150877590;0.0900000000;0.0100000000;0.9566303991;-0.2274196934;0.9839377155;-0.1785079555;-0.0866955034;0.0310634753;0.0866966874;-0.0310627461;-0.0900000000;-0.0100000000;0.0908490878;0.0150877590;0.9832911255;0.9999992591;0.9832911255;-13.3726892811;0.9999992591;-10.2828721899;
9.7000000000;0.9999992648;9.0849087835;1.5087758960;0.0908490878;0.0150877590;0.0900000000;0.0100000000;0.9558522240;-0.2306685388;0.9833255605;-0.1818498603;-0.0865894642;0.0313578443;0.0865906507;-0.0313571191;-0.0900000000;-0.0100000000;0.0908490878;0.0150877590;0.9832911313;0.9999992648;0.9832911313;-13.5673523580;0.9999992648;-10.4775353027;
9.8000000000;0.9999992704;9.0849087825;1.5087758901;0.0908490878;0.0150877589;0.0900000000;0.0100000000;0.9550570428;-0.2339391053;0.9826973263;-0.1852147553;-0.0864816173;0.0316540592;0.0864828063;-0.0316533381;-0.0900000000;-0.0100000000;0.0908490878;0.0150877589;0.9832911370;0.9999992704;0.9832911370;-13.7634782549;0.9999992704;-10.6736612350;
9.9000000000;0.9999992759;9.0849087815;1.5087758843;0.0908490878;0.0150877588;0.0900000000;0.0100000000;0.9542446517;-0.2372311442;0.9820527923;-0.1886023992;-0.0863719465;0.0319520949;0.0863731379;-0.0319513779;-0.0900000000;-0.0100000000;0.0908490878;0.0150877588;0.9832911426;0.9999992759;0.9832911426;-13.9610579969;0.9999992759;-10.8712410115;
10.0000000000;0.9999992813;9.0849087806;1.5087758786;0.0908490878;0.0150877588;0.0900000000;0.0100000000;0.9534148471;-0.2405444059;0.9813917379;-0.1920125498;-0.0862604352;0.0322519260;0.0862616291;-0.0322512132;-0.0900000000;-0.0100000000;0.0908490878;0.0150877588;0.9832911481;0.9999992813;0.9832911481;-14.1600826638;0.9999992813;-11.0702657122;
10.1000000000;0.9999992865;9.0849087797;1.5087758731;0.0908490878;0.0150877587;0.0900000000;0.0100000000;0.9525674260;-0.2438786405;0.9807139435;-0.1954449641;-0.0861470672;0.0325535272;0.0861482636;-0.0325528185;-0.0900000000;-0.0100000000;0.0908490878;0.0150877587;0.9832911534;0.9999992865;0.9832911534;-14.3605433900;0.9999992865;-11.2707264716;
10.2000000000;0.9999992917;9.0849087788;1.5087758676;0.0908490878;0.0150877587;0.0900000000;0.0100000000;0.9517021863;-0.2472335968;0.9800191899;-0.1988993986;-0.0860318262;0.0328568730;0.0860330252;-0.0328561685;-0.0900000000;-0.0100000000;0.0908490878;0.0150877587;0.9832911587;0.9999992917;0.9832911587;-14.5624313644;0.9999992917;-11.4726144785;
10.3000000000;0.9999992967;9.0849087779;1.5087758623;0.0908490878;0.0150877586;0.0900000000;0.0100000000;0.9508189261;-0.2506090235;0.9793072584;-0.2023756087;-0.0859146962;0.0331619378;0.0859158976;-0.0331612376;-0.0900000000;-0.0100000000;0.0908490878;0.0150877586;0.9832911638;0.9999992967;0.9832911638;-14.7657378298;0.9999992967;-11.6759209756;
10.4000000000;0.9999993016;9.0849087771;1.5087758571;0.0908490878;0.0150877586;0.0900000000;0.0100000000;0.9499174446;-0.2540046679;0.9785779312;-0.2058733490;-0.0857956609;0.0334686962;0.0857968648;-0.0334680003;-0.0900000000;-0.0100000000;0.0908490878;0.0150877586;0.9832911689;0.9999993016;0.9832911689;-14.9704540824;0.9999993016;-11.8806372593;
10.5000000000;0.9999993065;9.0849087762;1.5087758520;0.0908490878;0.0150877585;0.0900000000;0.0100000000;0.9489975414;-0.2574202770;0.9778309909;-0.2093923736;-0.0856747044;0.0337771224;0.0856759108;-0.0337764308;-0.0900000000;-0.0100000000;0.0908490878;0.0150877585;0.9832911738;0.9999993065;0.9832911738;-15.1765714722;0.9999993065;-12.0867546795;
10.6000000000;0.9999993112;9.0849087754;1.5087758470;0.0908490878;0.0150877585;0.0900000000;0.0100000000;0.9480590170;-0.2608555967;0.9770662211;-0.2129324354;-0.0855518106;0.0340871908;0.0855530196;-0.0340865036;-0.0900000000;-0.0100000000;0.0908490878;0.0150877585;0.9832911786;0.9999993112;0.9832911786;-15.3840814018;0.9999993112;-12.2942646390;
10.7000000000;0.9999993158;9.0849087746;1.5087758421;0.0908490877;0.0150877584;0.0900000000;0.0100000000;0.9471016726;-0.2643103725;0.9762834059;-0.2164932866;-0.0854269639;0.0343988756;0.0854281753;-0.0343981928;-0.0900000000;-0.0100000000;0.0908490877;0.0150877584;0.9832911834;0.9999993158;0.9832911834;-15.5929753268;0.9999993158;-12.5031585932;
10.8000000000;0.9999993204;9.0849087738;1.5087758373;0.0908490877;0.0150877584;0.0900000000;0.0100000000;0.9461253104;-0.2677843487;0.9754823302;-0.2200746786;-0.0853001483;0.0347121510;0.0853013622;-0.0347114727;-0.0900000000;-0.0100000000;0.0908490877;0.0150877584;0.9832911880;0.9999993204;0.9832911880;-15.8032447551;0.9999993204;-12.7134280502;
10.9000000000;0.9999993249;9.0849087730;1.5087758326;0.0908490877;0.0150877583;0.0900000000;0.0100000000;0.9451297333;-0.2712772689;0.9746627801;-0.2236763619;-0.0851713481;0.0350269911;0.0851725645;-0.0350263172;-0.0900000000;-0.0100000000;0.0908490877;0.0150877583;0.9832911926;0.9999993249;0.9832911926;-16.0148812467;0.9999993249;-12.9250645699;
11.0000000000;0.9999993293;9.0849087723;1.5087758279;0.0908490877;0.0150877583;0.0900000000;0.0100000000;0.9441147450;-0.2747888762;0.9738245420;-0.2272980862;-0.0850405478;0.0353433698;0.0850417667;-0.0353427005;-0.0900000000;-0.0100000000;0.0908490877;0.0150877583;0.9832911971;0.9999993293;0.9832911971;-16.2278764133;0.9999993293;-13.1380597642;
11.1000000000;0.9999993336;9.0849087715;1.5087758234;0.0908490877;0.0150877582;0.0900000000;0.0100000000;0.9430801503;-0.2783189124;0.9729674035;-0.2309396001;-0.0849077319;0.0356612612;0.0849089533;-0.0356605965;-0.0900000000;-0.0100000000;0.0908490877;0.0150877582;0.9832912015;0.9999993336;0.9832912015;-16.4422219182;0.9999993336;-13.3524052964;
11.2000000000;0.9999993378;9.0849087708;1.5087758189;0.0908490877;0.0150877582;0.0900000000;0.0100000000;0.9420257548;-0.2818671189;0.9720911531;-0.2346006515;-0.0847728849;0.0359806392;0.0847741088;-0.0359799791;-0.0900000000;-0.0100000000;0.0908490877;0.0150877582;0.9832912058;0.9999993378;0.9832912058;-16.6579094758;0.9999993378;-13.5680928808;
11.3000000000;0.9999993420;9.0849087701;1.5087758145;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.9409513652;-0.2854332360;0.9711955802;-0.2382809874;-0.0846359915;0.0363014776;0.0846372179;-0.0363008221;-0.0900000000;-0.0100000000;0.0908490877;0.0150877581;0.9832912101;0.9999993420;0.9832912101;-16.8749308514;0.9999993420;-13.7851142827;
11.4000000000;0.9999993461;9.0849087693;1.5087758101;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.9398567891;-0.2890170032;0.9702804752;-0.2419803539;-0.0844970366;0.0366237502;0.0844982654;-0.0366230994;-0.0900000000;-0.0100000000;0.0908490877;0.0150877581;0.9832912143;0.9999993461;0.9832912143;-17.0932778606;0.9999993461;-14.0034613180;
11.5000000000;0.9999993502;9.0849087686;1.5087758058;0.0908490877;0.0150877581;0.0900000000;0.0100000000;0.9387418352;-0.2926181593;0.9693456295;-0.2456984960;-0.0843560049;0.0369474307;0.0843572363;-0.0369467846;-0.0900000000;-0.0100000000;0.0908490877;0.0150877581;0.9832912184;0.9999993502;0.9832912184;-17.3129423696;0.9999993502;-14.2231258526;
11.6000000000;0.9999993542;9.0849087679;1.5087758016;0.0908490877;0.0150877580;0.0900000000;0.0100000000;0.9376063133;-0.2962364421;0.9683908356;-0.2494351580;-0.0842128815;0.0372724926;0.0842141154;-0.0372718513;-0.0900000000;-0.0100000000;0.0908490877;0.0150877580;0.9832912225;0.9999993542;0.9832912225;-17.5339162942;0.9999993542;-14.4440998026;
11.7000000000;0.9999993582;9.0849087673;1.5087757974;0.0908490877;0.0150877580;0.0900000000;0.0100000000;0.9364500342;-0.2998715886;0.9674158869;-0.2531900832;-0.0840676516;0.0375989097;0.0840688879;-0.0375982731;-0.0900000000;-0.0100000000;0.0908490877;0.0150877580;0.9832912266;0.9999993582;0.9832912266;-17.7561916000;0.9999993582;-14.6663751335;
11.8000000000;0.9999993622;9.0849087666;1.5087757932;0.0908490877;0.0150877579;0.0900000000;0.0100000000;0.9352728101;-0.3035233351;0.9664205781;-0.2569630140;-0.0839203003;0.0379266553;0.0839215391;-0.0379260235;-0.0900000000;-0.0100000000;0.0908490877;0.0150877579;0.9832912306;0.9999993622;0.9832912306;-17.9797603019;0.9999993622;-14.8899438601;
11.9000000000;0.9999993661;9.0849087659;1.5087757891;0.0908490877;0.0150877579;0.0900000000;0.0100000000;0.9340744540;-0.3071914167;0.9654047050;-0.2607536917;-0.0837708130;0.0382557028;0.0837720543;-0.0382550760;-0.0900000000;-0.0100000000;0.0908490877;0.0150877579;0.9832912346;0.9999993661;0.9832912346;-18.2046144636;0.9999993661;-15.1147980464;
12.0000000000;0.9999993699;9.0849087652;1.5087757850;0.0908490877;0.0150877579;0.0900000000;0.0100000000;0.9328547802;-0.3108755680;0.9643680644;-0.2645618570;-0.0836191752;0.0385860258;0.0836204190;-0.0385854038;-0.0900000000;-0.0100000000;0.0908490877;0.0150877579;0.9832912385;0.9999993699;0.9832912385;-18.4307461978;0.9999993699;-15.3409298049;
12.1000000000;0.9999993737;9.0849087646;1.5087757810;0.0908490876;0.0150877578;0.0900000000;0.0100000000;0.9316136045;-0.3145755224;0.9633104546;-0.2683872492;-0.0834653725;0.0389175973;0.0834666186;-0.0389169803;-0.0900000000;-0.0100000000;0.0908490876;0.0150877578;0.9832912424;0.9999993737;0.9832912424;-18.6581476654;0.9999993737;-15.5683312966;
12.2000000000;0.9999993775;9.0849087639;1.5087757770;0.0908490876;0.0150877578;0.0900000000;0.0100000000;0.9303507437;-0.3182910127;0.9622316749;-0.2722296071;-0.0833093905;0.0392503908;0.0833106391;-0.0392497787;-0.0900000000;-0.0100000000;0.0908490876;0.0150877578;0.9832912463;0.9999993775;0.9832912463;-18.8868110755;0.9999993775;-15.7969947307;
12.3000000000;0.9999993813;9.0849087633;1.5087757730;0.0908490876;0.0150877577;0.0900000000;0.0100000000;0.9290660159;-0.3220217707;0.9611315258;-0.2760886682;-0.0831512151;0.0395843792;0.0831524662;-0.0395837722;-0.0900000000;-0.0100000000;0.0908490876;0.0150877577;0.9832912502;0.9999993813;0.9832912502;-19.1167286851;0.9999993813;-16.0269123640;
12.4000000000;0.9999993850;9.0849087626;1.5087757690;0.0908490876;0.0150877577;0.0900000000;0.0100000000;0.9277592405;-0.3257675273;0.9600098094;-0.2799641692;-0.0829908323;0.0399195358;0.0829920858;-0.0399189338;-0.0900000000;-0.0100000000;0.0908490876;0.0150877577;0.9832912540;0.9999993850;0.9832912540;-19.3478927986;0.9999993850;-16.2580765010;
12.5000000000;0.9999993888;9.0849087620;1.5087757651;0.0908490876;0.0150877577;0.0900000000;0.0100000000;0.9264302383;-0.3295280126;0.9588663287;-0.2838558458;-0.0828282282;0.0402558335;0.0828294842;-0.0402552366;-0.0900000000;-0.0100000000;0.0908490876;0.0150877577;0.9832912578;0.9999993888;0.9832912578;-19.5802957675;0.9999993888;-16.4904794933;
12.6000000000;0.9999993925;9.0849087613;1.5087757612;0.0908490876;0.0150877576;0.0900000000;0.0100000000;0.9250788316;-0.3333029558;0.9577008884;-0.2877634327;-0.0826633891;0.0405932453;0.0826646474;-0.0405926535;-0.0900000000;-0.0100000000;0.0908490876;0.0150877576;0.9832912615;0.9999993925;0.9832912615;-19.8139299905;0.9999993925;-16.7241137396;
12.7000000000;0.9999993961;9.0849087607;1.5087757574;0.0908490876;0.0150877576;0.0900000000;0.0100000000;0.9237048438;-0.3370920852;0.9565132944;-0.2916866637;-0.0824963013;0.0409317440;0.0824975621;-0.0409311574;-0.0900000000;-0.0100000000;0.0908490876;0.0150877576;0.9832912653;0.9999993961;0.9832912653;-20.0487879128;0.9999993961;-16.9589716850;
12.8000000000;0.9999993998;9.0849087601;1.5087757535;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.9223080999;-0.3408951283;0.9553033541;-0.2956252717;-0.0823269513;0.0412713025;0.0823282145;-0.0412707211;-0.0900000000;-0.0100000000;0.0908490876;0.0150877575;0.9832912690;0.9999993998;0.9832912690;-20.2848620260;0.9999993998;-17.1950458212;
12.9000000000;0.9999994034;9.0849087595;1.5087757497;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.9208884264;-0.3447118115;0.9540708760;-0.2995789884;-0.0821553259;0.0416118936;0.0821565915;-0.0416113174;-0.0900000000;-0.0100000000;0.0908490876;0.0150877575;0.9832912727;0.9999994034;0.9832912727;-20.5221448677;0.9999994034;-17.4323286857;
13.0000000000;0.9999994070;9.0849087588;1.5087757459;0.0908490876;0.0150877575;0.0900000000;0.0100000000;0.9194456512;-0.3485418606;0.9528156706;-0.3035475446;-0.0819814118;0.0419534899;0.0819826798;-0.0419529190;-0.0900000000;-0.0100000000;0.0908490876;0.0150877575;0.9832912764;0.9999994070;0.9832912764;-20.7606290214;0.9999994070;-17.6708128622;
13.1000000000;0.9999994106;9.0849087582;1.5087757421;0.0908490876;0.0150877574;0.0900000000;0.0100000000;0.9179796037;-0.3523850004;0.9515375494;-0.3075306703;-0.0818051961;0.0422960640;0.0818064664;-0.0422954984;-0.0900000000;-0.0100000000;0.0908490876;0.0150877574;0.9832912800;0.9999994106;0.9832912800;-21.0003071161;0.9999994106;-17.9104909795;
13.2000000000;0.9999994141;9.0849087576;1.5087757383;0.0908490876;0.0150877574;0.0900000000;0.0100000000;0.9164901149;-0.3562409547;0.9502363257;-0.3115280944;-0.0816266658;0.0426395885;0.0816279385;-0.0426390282;-0.0900000000;-0.0100000000;0.0908490876;0.0150877574;0.9832912837;0.9999994141;0.9832912837;-21.2411718260;0.9999994141;-18.1513557118;
13.3000000000;0.9999994177;9.0849087570;1.5087757346;0.0908490876;0.0150877573;0.0900000000;0.0100000000;0.9149770173;-0.3601094466;0.9489118142;-0.3155395448;-0.0814458082;0.0429840359;0.0814470833;-0.0429834810;-0.0900000000;-0.0100000000;0.0908490876;0.0150877573;0.9832912873;0.9999994177;0.9832912873;-21.4832158701;0.9999994177;-18.3933997782;
13.4000000000;0.9999994212;9.0849087564;1.5087757309;0.0908490876;0.0150877573;0.0900000000;0.0100000000;0.9134401449;-0.3639901983;0.9475638311;-0.3195647483;-0.0812626107;0.0433293785;0.0812638882;-0.0433288291;-0.0900000000;-0.0100000000;0.0908490876;0.0150877573;0.9832912909;0.9999994212;0.9832912909;-21.7264320122;0.9999994212;-18.6366159426;
13.5000000000;0.9999994247;9.0849087558;1.5087757272;0.0908490876;0.0150877573;0.0900000000;0.0100000000;0.9118793335;-0.3678829311;0.9461921944;-0.3236034311;-0.0810770610;0.0436755889;0.0810783408;-0.0436750449;-0.0900000000;-0.0100000000;0.0908490876;0.0150877573;0.9832912945;0.9999994247;0.9832912945;-21.9708130607;0.9999994247;-18.8809970132;
13.6000000000;0.9999994282;9.0849087552;1.5087757235;0.0908490876;0.0150877572;0.0900000000;0.0100000000;0.9102944204;-0.3717873654;0.9447967236;-0.3276553181;-0.0808891468;0.0440226391;0.0808904289;-0.0440221006;-0.0900000000;-0.0100000000;0.0908490876;0.0150877572;0.9832912980;0.9999994282;0.9832912980;-22.2163518677;0.9999994282;-19.1265358422;
13.7000000000;0.9999994317;9.0849087546;1.5087757198;0.0908490875;0.0150877572;0.0900000000;0.0100000000;0.9086852446;-0.3757032206;0.9433772398;-0.3317201333;-0.0806988560;0.0443705016;0.0807001403;-0.0443699686;-0.0900000000;-0.0100000000;0.0908490875;0.0150877572;0.9832913016;0.9999994317;0.9832913016;-22.4630413295;0.9999994317;-19.3732253259;
13.8000000000;0.9999994352;9.0849087540;1.5087757162;0.0908490875;0.0150877572;0.0900000000;0.0100000000;0.9070516468;-0.3796302157;0.9419335658;-0.3357975998;-0.0805061766;0.0447191484;0.0805074633;-0.0447186210;-0.0900000000;-0.0100000000;0.0908490875;0.0150877572;0.9832913051;0.9999994352;0.9832913051;-22.7108743858;0.9999994352;-19.6210584040;
13.9000000000;0.9999994386;9.0849087534;1.5087757125;0.0908490875;0.0150877571;0.0900000000;0.0100000000;0.9053934695;-0.3835680682;0.9404655260;-0.3398874396;-0.0803110970;0.0450685516;0.0803123859;-0.0450680298;-0.0900000000;-0.0100000000;0.0908490875;0.0150877571;0.9832913086;0.9999994386;0.9832913086;-22.9598440197;0.9999994386;-19.8700280595;
