time;Generator_generator_cePu;Generator_generator_PePu;Generator_generator_cmPu;Generator_generator_PmPu;Generator_generator_ufPu;Generator_generator_efdPu;Generator_generator_omegaPu;Generator_generator_theta;Generator_generator_PGenPu;Generator_generator_QGenPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_UPu;Generator_generator_IStatorPu;Generator_generator_IRotorPu;Generator_generator_UStatorPu;Generator_generator_QStatorPu;Generator_generator_thetaInternal;Generator_voltageRegulator_VrefPu;Generator_voltageRegulator_VsPu;Generator_voltageRegulator_VcPu;
0.045055;0;0;0;0;0.000424573;0.61183;1;0;0;-9.98652e-06;0;-0.000998652;0.998652;1e-05;0.992152;0.998652;-9.98652e-06;0;1.005;0;0.998652;
0.047103;0;0;0;0;0.000418552;0.603153;1;0;0;-9.98539e-06;0;-0.000998539;0.998539;1e-05;0.991659;0.998539;-9.98539e-06;0;1.005;0;0.998539;
0.049151;0;0;0;0;0.000412965;0.595102;1;0;0;-9.98422e-06;0;-0.000998422;0.998422;1e-05;0.991166;0.998422;-9.98422e-06;0;1.005;0;0.998422;
0.051199;0;0;0;0;0.0004078;0.58766;1;0;0;-9.98301e-06;0;-0.000998301;0.998301;1e-05;0.990675;0.998301;-9.98301e-06;0;1.005;0;0.998301;
0.053247;0;0;0;0;0.000403047;0.58081;1;0;0;-9.98177e-06;0;-0.000998177;0.998177;1e-05;0.990187;0.998177;-9.98177e-06;0;1.005;0;0.998177;
0.055295;0;0;0;0;0.000398693;0.574536;1;0;0;-9.98051e-06;0;-0.000998051;0.998051;1e-05;0.989702;0.998051;-9.98051e-06;0;1.005;0;0.998051;
0.057343;0;0;0;0;0.000394729;0.568823;1;0;0;-9.97921e-06;0;-0.000997921;0.997921;1e-05;0.989222;0.997921;-9.97921e-06;0;1.005;0;0.997921;
0.059391;0;0;0;0;0.000391143;0.563655;1;0;0;-9.97789e-06;0;-0.000997789;0.997789;1e-05;0.988748;0.997789;-9.97789e-06;0;1.005;0;0.997789;
0.061439;0;0;0;0;0.000387924;0.559018;1;0;0;-9.97654e-06;0;-0.000997654;0.997654;1e-05;0.988279;0.997654;-9.97654e-06;0;1.005;0;0.997654;
0.063487;0;0;0;0;0.000385063;0.554895;1;0;0;-9.97517e-06;0;-0.000997517;0.997517;1e-05;0.987817;0.997517;-9.97517e-06;0;1.005;0;0.997517;
0.065535;0;0;0;0;0.000382549;0.551272;1;0;0;-9.97377e-06;0;-0.000997377;0.997377;1e-05;0.987363;0.997377;-9.97377e-06;0;1.005;0;0.997377;
0.069631;0;0;0;0;0.000378832;0.545915;1;0;0;-9.9709e-06;0;-0.00099709;0.99709;1e-05;0.986487;0.99709;-9.9709e-06;0;1.005;0;0.99709;
0.0733174;0;0;0;0;0.000376488;0.542538;1;0;0;-9.96826e-06;0;-0.000996826;0.996826;1e-05;0.985727;0.996826;-9.96826e-06;0;1.005;0;0.996826;
0.0770038;0;0;0;0;0.000375096;0.540531;1;0;0;-9.96557e-06;0;-0.000996557;0.996557;1e-05;0.984999;0.996557;-9.96557e-06;0;1.005;0;0.996557;
0.0806902;0;0;0;0;0.0003746;0.539817;1;0;0;-9.96284e-06;0;-0.000996284;0.996284;1e-05;0.984303;0.996284;-9.96284e-06;0;1.005;0;0.996284;
0.0843766;0;0;0;0;0.000374951;0.540322;1;0;0;-9.96008e-06;0;-0.000996008;0.996008;1e-05;0.983642;0.996008;-9.96008e-06;0;1.005;0;0.996008;
0.088063;0;0;0;0;0.000376096;0.541973;1;0;0;-9.95729e-06;0;-0.000995729;0.995729;1e-05;0.983017;0.995729;-9.95729e-06;0;1.005;0;0.995729;
0.0917494;0;0;0;0;0.000377989;0.5447;1;0;0;-9.95449e-06;0;-0.000995449;0.995449;1e-05;0.982428;0.995449;-9.95449e-06;0;1.005;0;0.995449;
0.0954358;0;0;0;0;0.000380579;0.548434;1;0;0;-9.95167e-06;0;-0.000995167;0.995167;1e-05;0.981876;0.995167;-9.95167e-06;0;1.005;0;0.995167;
0.0991222;0;0;0;0;0.000383823;0.553108;1;0;0;-9.94886e-06;0;-0.000994886;0.994886;1e-05;0.981361;0.994886;-9.94886e-06;0;1.005;0;0.994886;
0.102809;0;0;0;0;0.000387674;0.558657;1;0;0;-9.94604e-06;0;-0.000994604;0.994604;1e-05;0.980883;0.994604;-9.94604e-06;0;1.005;0;0.994604;
0.106495;0;0;0;0;0.000392089;0.565019;1;0;0;-9.94324e-06;0;-0.000994324;0.994324;1e-05;0.980444;0.994324;-9.94324e-06;0;1.005;0;0.994324;
0.110181;0;0;0;0;0.000397025;0.572132;1;0;0;-9.94045e-06;0;-0.000994045;0.994045;1e-05;0.980041;0.994045;-9.94045e-06;0;1.005;0;0.994045;
0.113868;0;0;0;0;0.000402463;0.579969;1;0;0;-9.93768e-06;0;-0.000993768;0.993768;1e-05;0.979677;0.993768;-9.93768e-06;0;1.005;0;0.993768;
0.117554;0;0;0;0;0.000408337;0.588433;1;0;0;-9.93494e-06;0;-0.000993494;0.993494;1e-05;0.97935;0.993494;-9.93494e-06;0;1.005;0;0.993494;
0.121241;0;0;0;0;0.000414609;0.597472;1;0;0;-9.93223e-06;0;-0.000993223;0.993223;1e-05;0.979058;0.993223;-9.93223e-06;0;1.005;0;0.993223;
0.124927;0;0;0;0;0.000421242;0.607031;1;0;0;-9.92955e-06;0;-0.000992955;0.992955;1e-05;0.978802;0.992955;-9.92955e-06;0;1.005;0;0.992955;
0.1323;0;0;0;0;0.000435658;0.627805;1;0;0;-9.92438e-06;0;-0.000992438;0.992438;1e-05;0.97842;0.992438;-9.92438e-06;0;1.005;0;0.992438;
0.138935;0;0;0;0;0.000449401;0.647608;1;0;0;-9.91989e-06;0;-0.000991989;0.991989;1e-05;0.978179;0.991989;-9.91989e-06;0;1.005;0;0.991989;
0.145571;0;0;0;0;0.000463735;0.668265;1;0;0;-9.91558e-06;0;-0.000991558;0.991558;1e-05;0.978036;0.991558;-9.91558e-06;0;1.005;0;0.991558;
0.152206;0;0;0;0;0.000478499;0.68954;1;0;0;-9.91147e-06;0;-0.000991147;0.991147;1e-05;0.977983;0.991147;-9.91147e-06;0;1.005;0;0.991147;
0.158842;0;0;0;0;0.000493541;0.711216;1;0;0;-9.90758e-06;0;-0.000990758;0.990758;1e-05;0.978014;0.990758;-9.90758e-06;0;1.005;0;0.990758;
0.172113;0;0;0;0;0.000523726;0.754715;1;0;0;-9.90069e-06;0;-0.000990069;0.990069;1e-05;0.978356;0.990069;-9.90069e-06;0;1.005;0;0.990069;
0.183888;0;0;0;0;0.000549999;0.792575;1;0;0;-9.89532e-06;0;-0.000989532;0.989532;1e-05;0.978842;0.989532;-9.89532e-06;0;1.005;0;0.989532;
0.195662;0;0;0;0;0.00057528;0.829007;1;0;0;-9.89069e-06;0;-0.000989069;0.989069;1e-05;0.979475;0.989069;-9.89069e-06;0;1.005;0;0.989069;
0.207437;0;0;0;0;0.000599189;0.86346;1;0;0;-9.88679e-06;0;-0.000988679;0.988679;1e-05;0.980219;0.988679;-9.88679e-06;0;1.005;0;0.988679;
0.219211;0;0;0;0;0.000621434;0.895516;1;0;0;-9.8836e-06;0;-0.00098836;0.98836;1e-05;0.981044;0.98836;-9.8836e-06;0;1.005;0;0.98836;
0.230986;0;0;0;0;0.000641807;0.924874;1;0;0;-9.88107e-06;0;-0.000988107;0.988107;1e-05;0.98192;0.988107;-9.88107e-06;0;1.005;0;0.988107;
0.241583;0;0;0;0;0.000658528;0.94897;1;0;0;-9.8793e-06;0;-0.00098793;0.98793;1e-05;0.982733;0.98793;-9.8793e-06;0;1.005;0;0.98793;
0.25218;0;0;0;0;0.000673474;0.970509;1;0;0;-9.87803e-06;0;-0.000987803;0.987803;1e-05;0.98355;0.987803;-9.87803e-06;0;1.005;0;0.987803;
0.262777;0;0;0;0;0.000686731;0.989613;1;0;0;-9.87719e-06;0;-0.000987719;0.987719;1e-05;0.98436;0.987719;-9.87719e-06;0;1.005;0;0.987719;
0.273375;0;0;0;0;0.000698307;1.00629;1;0;0;-9.87674e-06;0;-0.000987674;0.987674;1e-05;0.985149;0.987674;-9.87674e-06;0;1.005;0;0.987674;
0.283972;0;0;0;0;0.000708244;1.02061;1;0;0;-9.87663e-06;0;-0.000987663;0.987663;1e-05;0.985907;0.987663;-9.87663e-06;0;1.005;0;0.987663;
0.294569;0;0;0;0;0.000716606;1.03266;1;0;0;-9.87683e-06;0;-0.000987683;0.987683;1e-05;0.986628;0.987683;-9.87683e-06;0;1.005;0;0.987683;
0.305166;0;0;0;0;0.000723475;1.04256;1;0;0;-9.8773e-06;0;-0.00098773;0.98773;1e-05;0.987304;0.98773;-9.8773e-06;0;1.005;0;0.98773;
0.315763;0;0;0;0;0.000728947;1.05045;1;0;0;-9.87799e-06;0;-0.000987799;0.987799;1e-05;0.987931;0.987799;-9.87799e-06;0;1.005;0;0.987799;
0.32636;0;0;0;0;0.000733129;1.05647;1;0;0;-9.87887e-06;0;-0.000987887;0.987887;1e-05;0.988505;0.987887;-9.87887e-06;0;1.005;0;0.987887;
0.336957;0;0;0;0;0.000736182;1.06087;1;0;0;-9.87989e-06;0;-0.000987989;0.987989;1e-05;0.989029;0.987989;-9.87989e-06;0;1.005;0;0.987989;
0.347555;0;0;0;0;0.000738162;1.06373;1;0;0;-9.88104e-06;0;-0.000988104;0.988104;1e-05;0.989499;0.988104;-9.88104e-06;0;1.005;0;0.988104;
0.358152;0;0;0;0;0.000739189;1.06521;1;0;0;-9.88227e-06;0;-0.000988227;0.988227;1e-05;0.989913;0.988227;-9.88227e-06;0;1.005;0;0.988227;
0.368749;0;0;0;0;0.000739381;1.06548;1;0;0;-9.88357e-06;0;-0.000988357;0.988357;1e-05;0.990275;0.988357;-9.88357e-06;0;1.005;0;0.988357;
0.379346;0;0;0;0;0.000738854;1.06472;1;0;0;-9.88491e-06;0;-0.000988491;0.988491;1e-05;0.990586;0.988491;-9.88491e-06;0;1.005;0;0.988491;
0.389943;0;0;0;0;0.00073772;1.06309;1;0;0;-9.88626e-06;0;-0.000988626;0.988626;1e-05;0.990848;0.988626;-9.88626e-06;0;1.005;0;0.988626;
0.40054;0;0;0;0;0.000736086;1.06074;1;0;0;-9.88761e-06;0;-0.000988761;0.988761;1e-05;0.991065;0.988761;-9.88761e-06;0;1.005;0;0.988761;
0.411138;0;0;0;0;0.000734052;1.0578;1;0;0;-9.88894e-06;0;-0.000988894;0.988894;1e-05;0.991239;0.988894;-9.88894e-06;0;1.005;0;0.988894;
0.432332;0;0;0;0;0.000729056;1.05061;1;0;0;-9.89142e-06;0;-0.000989142;0.989142;1e-05;0.991448;0.989142;-9.89142e-06;0;1.005;0;0.989142;
0.453526;0;0;0;0;0.00072368;1.04286;1;0;0;-9.89366e-06;0;-0.000989366;0.989366;1e-05;0.991548;0.989366;-9.89366e-06;0;1.005;0;0.989366;
0.495915;0;0;0;0;0.00071394;1.02882;1;0;0;-9.89716e-06;0;-0.000989716;0.989716;1e-05;0.991508;0.989716;-9.89716e-06;0;1.005;0;0.989716;
0.538303;0;0;0;0;0.000706366;1.01791;1;0;0;-9.89978e-06;0;-0.000989978;0.989978;1e-05;0.991371;0.989978;-9.89978e-06;0;1.005;0;0.989978;
0.576453;0;0;0;0;0.000701515;1.01092;1;0;0;-9.90158e-06;0;-0.000990158;0.990158;1e-05;0.991239;0.990158;-9.90158e-06;0;1.005;0;0.990158;
0.610788;0;0;0;0;0.000698635;1.00677;1;0;0;-9.90286e-06;0;-0.000990286;0.990286;1e-05;0.991145;0.990286;-9.90286e-06;0;1.005;0;0.990286;
0.645123;0;0;0;0;0.000696989;1.0044;1;0;0;-9.90392e-06;0;-0.000990392;0.990392;1e-05;0.991089;0.990392;-9.90392e-06;0;1.005;0;0.990392;
0.679457;0;0;0;0;0.000696274;1.00337;1;0;0;-9.90486e-06;0;-0.000990486;0.990486;1e-05;0.991076;0.990486;-9.90486e-06;0;1.005;0;0.990486;
0.713792;0;0;0;0;0.000696192;1.00325;1;0;0;-9.90573e-06;0;-0.000990573;0.990573;1e-05;0.991103;0.990573;-9.90573e-06;0;1.005;0;0.990573;
0.748127;0;0;0;0;0.000696487;1.00367;1;0;0;-9.9066e-06;0;-0.00099066;0.99066;1e-05;0.991162;0.99066;-9.9066e-06;0;1.005;0;0.99066;
0.816796;0;0;0;0;0.000697425;1.00502;1;0;0;-9.90841e-06;0;-0.000990841;0.990841;1e-05;0.99135;0.990841;-9.90841e-06;0;1.005;0;0.990841;
0.885466;0;0;0;0;0.000698141;1.00605;1;0;0;-9.91032e-06;0;-0.000991032;0.991032;1e-05;0.991563;0.991032;-9.91032e-06;0;1.005;0;0.991032;
1.0228;0;0;0;0;0.000698541;1.00663;1;0;0;-9.91422e-06;0;-0.000991422;0.991422;1e-05;0.991968;0.991422;-9.91422e-06;0;1.005;0;0.991422;
1.16014;0;0;0;0;0.000698463;1.00652;1;0;0;-9.91802e-06;0;-0.000991802;0.991802;1e-05;0.992337;0.991802;-9.91802e-06;0;1.005;0;0.991802;
1.29748;0;0;0;0;0.000698248;1.00621;1;0;0;-9.92166e-06;0;-0.000992166;0.992166;1e-05;0.992679;0.992166;-9.92166e-06;0;1.005;0;0.992166;
1.57216;0;0;0;0;0.000697847;1.00563;1;0;0;-9.92829e-06;0;-0.000992829;0.992829;1e-05;0.993298;0.992829;-9.92829e-06;0;1.005;0;0.992829;
2.12152;0;0;0;0;0.000697227;1.00474;1;0;0;-9.93948e-06;0;-0.000993948;0.993948;1e-05;0.994342;0.993948;-9.93948e-06;0;1.005;0;0.993948;
2.67087;0;0;0;0;0.000696713;1.004;1;0;0;-9.94892e-06;0;-0.000994892;0.994892;1e-05;0.995224;0.994892;-9.94892e-06;0;1.005;0;0.994892;
3.76959;0;0;0;0;0.000695964;1.00292;1;0;0;-9.9627e-06;0;-0.00099627;0.99627;1e-05;0.996512;0.99627;-9.9627e-06;0;1.005;0;0.99627;
4.8683;0;0;0;0;0.000695417;1.00213;1;0;0;-9.97277e-06;0;-0.000997277;0.997277;1e-05;0.997452;0.997277;-9.97277e-06;0;1.005;0;0.997277;
5.96701;0;0;0;0;0.000695017;1.00155;1;0;0;-9.98012e-06;0;-0.000998012;0.998012;1e-05;0.998138;0.998012;-9.98012e-06;0;1.005;0;0.998012;
7.06572;0;0;0;0;0.000694726;1.00113;1;0;0;-9.98548e-06;0;-0.000998548;0.998548;1e-05;0.99864;0.998548;-9.98548e-06;0;1.005;0;0.998548;
9.26315;0;0;0;0;0.00069439;1.00065;1;0;0;-9.99165e-06;0;-0.000999165;0.999165;1e-05;0.999216;0.999165;-9.99165e-06;0;1.005;0;0.999165;
11.4606;0;0;0;0;0.000694197;1.00037;1;0;0;-9.9952e-06;0;-0.00099952;0.99952;1e-05;0.999548;0.99952;-9.9952e-06;0;1.005;0;0.99952;
13.658;0;0;0;0;0.000694086;1.00021;1;0;0;-9.99724e-06;0;-0.000999724;0.999724;1e-05;0.999738;0.999724;-9.99724e-06;0;1.005;0;0.999724;
18.0528;0;0;0;0;0.000693997;1.00008;1;0;0;-9.99889e-06;0;-0.000999889;0.999889;1e-05;0.999892;0.999889;-9.99889e-06;0;1.005;0;0.999889;
22.4477;0;0;0;0;0.000693961;1.00003;1;0;0;-9.99955e-06;0;-0.000999955;0.999955;1e-05;0.999954;0.999955;-9.99955e-06;0;1.005;0;0.999955;
31.2374;0;0;0;0;0.000693943;1;1;0;0;-9.99989e-06;0;-0.000999989;0.999989;1e-05;0.999985;0.999989;-9.99989e-06;0;1.005;0;0.999989;
33.7374;0;0;0;0;0.00069394;1;1;0;0;-9.99994e-06;0;-0.000999994;0.999994;1e-05;0.99999;0.999994;-9.99994e-06;0;1.005;0;0.999994;
38.7374;0;0;0;0;0.000693938;0.999998;1;0;0;-9.99998e-06;0;-0.000999998;0.999998;1e-05;0.999994;0.999998;-9.99998e-06;0;1.005;0;0.999998;
39.3624;0;0;0;0;0.000693937;0.999998;1;0;0;-9.99998e-06;0;-0.000999998;0.999998;1e-05;0.999994;0.999998;-9.99998e-06;0;1.005;0;0.999998;
39.6749;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99998e-06;0;-0.000999998;0.999998;1e-05;0.999994;0.999998;-9.99998e-06;0;1.005;0;0.999998;
39.8311;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99998e-06;0;-0.000999998;0.999998;1e-05;0.999994;0.999998;-9.99998e-06;0;1.005;0;0.999998;
39.9093;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99998e-06;0;-0.000999998;0.999998;1e-05;0.999995;0.999998;-9.99998e-06;0;1.005;0;0.999998;
40.0655;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.0851;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.0948;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.0997;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.0999;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.0999;0;0;0;0;0.000693937;0.999997;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.005;0;0.999999;
40.1;0;0;0;0;0.000696272;1.00336;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.0453;0;0.999999;
40.1;0;0;0;0;0.000696314;1.00342;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1;0;0;0;0;0.000696397;1.00354;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1;0;0;0;0;0.000696563;1.00378;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1;0;0;0;0;0.000696896;1.00426;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1;0;0;0;0;0.000697561;1.00522;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1001;0;0;0;0;0.00069889;1.00713;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999995;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1001;0;0;0;0;0.000701545;1.01096;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999996;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1003;0;0;0;0;0.000706842;1.01859;1;0;0;-9.99999e-06;0;-0.000999999;0.999999;1e-05;0.999998;0.999999;-9.99999e-06;0;1.055;0;0.999999;
40.1005;0;0;0;0;0.000717382;1.03378;1;0;0;-1e-05;0;-0.001;1;1e-05;1.00001;1;-1e-05;0;1.055;0;1;
40.101;0;0;0;0;0.000738249;1.06385;1;0;0;-1e-05;0;-0.001;1;1e-05;1.00004;1;-1e-05;0;1.055;0;1;
40.102;0;0;0;0;0.000779146;1.12279;1;0;0;-1.00002e-05;0;-0.00100002;1.00002;1e-05;1.00016;1.00002;-1.00002e-05;0;1.055;0;1.00002;
40.1031;0;0;0;0;0.000819217;1.18053;1;0;0;-1.00003e-05;0;-0.00100003;1.00003;1e-05;1.00034;1.00003;-1.00003e-05;0;1.055;0;1.00003;
40.1041;0;0;0;0;0.000858472;1.2371;1;0;0;-1.00006e-05;0;-0.00100006;1.00006;1e-05;1.00057;1.00006;-1.00006e-05;0;1.055;0;1.00006;
40.1051;0;0;0;0;0.000896924;1.29251;1;0;0;-1.00009e-05;0;-0.00100009;1.00009;1e-05;1.00085;1.00009;-1.00009e-05;0;1.055;0;1.00009;
40.1061;0;0;0;0;0.000934583;1.34678;1;0;0;-1.00013e-05;0;-0.00100013;1.00013;1e-05;1.00118;1.00013;-1.00013e-05;0;1.055;0;1.00013;
40.1072;0;0;0;0;0.00097146;1.39992;1;0;0;-1.00017e-05;0;-0.00100017;1.00017;1e-05;1.00156;1.00017;-1.00017e-05;0;1.055;0;1.00017;
40.1082;0;0;0;0;0.00100757;1.45195;1;0;0;-1.00022e-05;0;-0.00100022;1.00022;1e-05;1.00198;1.00022;-1.00022e-05;0;1.055;0;1.00022;
40.1092;0;0;0;0;0.00104291;1.50288;1;0;0;-1.00028e-05;0;-0.00100028;1.00028;1e-05;1.00244;1.00028;-1.00028e-05;0;1.055;0;1.00028;
40.1102;0;0;0;0;0.0010775;1.55273;1;0;0;-1.00034e-05;0;-0.00100034;1.00034;1e-05;1.00294;1.00034;-1.00034e-05;0;1.055;0;1.00034;
40.1113;0;0;0;0;0.00111136;1.60152;1;0;0;-1.00041e-05;0;-0.00100041;1.00041;1e-05;1.00349;1.00041;-1.00041e-05;0;1.055;0;1.00041;
40.1123;0;0;0;0;0.00114448;1.64925;1;0;0;-1.00048e-05;0;-0.00100048;1.00048;1e-05;1.00407;1.00048;-1.00048e-05;0;1.055;0;1.00048;
40.1133;0;0;0;0;0.00117688;1.69594;1;0;0;-1.00056e-05;0;-0.00100056;1.00056;1e-05;1.00468;1.00056;-1.00056e-05;0;1.055;0;1.00056;
