time;WTG4B_WTG4B_injector_PInjPu;WTG4B_WTG4B_injector_QInjPu;WTG4B_WTG4B_injector_terminal_V_re;WTG4B_WTG4B_injector_terminal_i_re;WTG4B_WTG4B_injector_terminal_V_im;WTG4B_WTG4B_injector_terminal_i_im;WTG4B_WTG4B_pll_omegaPLLPu;
1.0000000000;0.4272059998;0.1705771811;0.6227693526;-0.7120099997;0.1068029710;0.1517935932;1.0000018100;
1.0000100000;0.4272093784;0.1705990428;0.6227741530;-0.7120156306;0.1068038157;0.1518255954;1.0000017999;
1.0000200000;0.4272128565;0.1706210282;0.6227789738;-0.7120214275;0.1068046852;0.1518577340;1.0000017900;
1.0000400000;0.4272200543;0.1706652992;0.6227886651;-0.7120334239;0.1068064847;0.1519223414;1.0000017702;
1.0000800000;0.4272356095;0.1707552787;0.6228082847;-0.7120593491;0.1068103736;0.1520531372;1.0000017312;
1.0001600000;0.4272714039;0.1709410225;0.6228484768;-0.7121190065;0.1068193223;0.1523210803;1.0000016559;
1.0003200000;0.4273617344;0.1713354804;0.6229326297;-0.7122695573;0.1068419052;0.1528820924;1.0000015149;
1.0006400000;0.4276160042;0.1722132499;0.6231154020;-0.7126933403;0.1069054735;0.1541005576;1.0000012676;
1.0010127353;0.4280311946;0.1733749755;0.6233506148;-0.7133853243;0.1070092726;0.1556686214;1.0000010260;
1.0010127353;0.4280311946;0.1733749755;0.6233506148;-0.7133853243;0.1070092726;0.1556686214;1.0000010260;
1.0010227353;0.4280441975;0.1734084581;0.6233573052;-0.7134069958;0.1070125233;0.1557132233;1.0000010204;
1.0010327353;0.4280573259;0.1734420367;0.6233640073;-0.7134288765;0.1070158055;0.1557579034;1.0000010149;
1.0010527353;0.4280837981;0.1735094407;0.6233774504;-0.7134729969;0.1070224236;0.1558475227;1.0000010039;
1.0010927353;0.4281378079;0.1736454890;0.6234045340;-0.7135630131;0.1070359263;0.1560280776;1.0000009822;
1.0011727353;0.4282501026;0.1739225026;0.6234594790;-0.7137501711;0.1070640003;0.1563943726;1.0000009404;
1.0013240241;0.4284780513;0.1744641742;0.6235661918;-0.7141300856;0.1071209883;0.1571057812;1.0000008663;
1.0013240241;0.4284780513;0.1744641742;0.6235661918;-0.7141300856;0.1071209883;0.1571057812;1.0000008663;
1.0013340241;0.4284939168;0.1745010884;0.6235734351;-0.7141565281;0.1071249547;0.1571540691;1.0000008617;
1.0013440241;0.4285099066;0.1745383397;0.6235807460;-0.7141831776;0.1071289522;0.1572028079;1.0000008570;
1.0013640241;0.4285421869;0.1746136602;0.6235955319;-0.7142369782;0.1071370224;0.1573013790;1.0000008478;
1.0014040241;0.4286081909;0.1747682173;0.6236258890;-0.7143469849;0.1071535236;0.1575037574;1.0000008298;
1.0014840241;0.4287460220;0.1750930968;0.6236897632;-0.7145767034;0.1071879819;0.1579295795;1.0000007949;
1.0016440241;0.4290449286;0.1758054931;0.6238300454;-0.7150748811;0.1072627096;0.1588647814;1.0000007297;
1.0019640241;0.4297336083;0.1774728852;0.6241589820;-0.7162226805;0.1074348819;0.1610576617;1.0000006160;
1.0026040241;0.4314573082;0.1817156979;0.6249964562;-0.7190955136;0.1078658128;0.1666407463;1.0000004410;
1.0038840241;0.4361597505;0.1933790434;0.6272876724;-0.7269329175;0.1090414395;0.1819153105;1.0000002297;
1.0051640241;0.4423782661;0.2087678001;0.6302788311;-0.7372971101;0.1105960898;0.2018560935;1.0000001403;
1.0056156957;0.4448832402;0.2149246243;0.6314645205;-0.7414720669;0.1112223420;0.2097605807;1.0000001235;
1.0056156957;0.4448799920;0.2149251388;0.6314649094;-0.7414666534;0.1112215300;0.2097631733;1.0000001235;
1.0056166095;0.4448853043;0.2149382335;0.6314674267;-0.7414755071;0.1112228580;0.2097799551;1.0000001235;
1.0056166095;0.4448853043;0.2149382335;0.6314674267;-0.7414755071;0.1112228580;0.2097799551;1.0000001235;
1.0056266095;0.4449434412;0.2150815162;0.6314949688;-0.7415724020;0.1112373925;0.2099635666;1.0000001234;
1.0056366095;0.4450016461;0.2152249256;0.6315225309;-0.7416694102;0.1112519439;0.2101473115;1.0000001233;
1.0056566095;0.4451182179;0.2155120393;0.6315776995;-0.7418636966;0.1112810873;0.2105150968;1.0000001231;
1.0056966095;0.4453521347;0.2160876667;0.6316882531;-0.7422535578;0.1113395672;0.2112521108;1.0000001228;
1.0057766095;0.4458230660;0.2172444720;0.6319102131;-0.7430384433;0.1114573017;0.2127318237;1.0000001222;
1.0059366095;0.4467772180;0.2195798219;0.6323574365;-0.7446286966;0.1116958430;0.2157132723;1.0000001211;
1.0062566095;0.4487329527;0.2243322297;0.6332639679;-0.7478882546;0.1121847834;0.2217567318;1.0000001197;
1.0068966095;0.4528204170;0.2341236097;0.6351168103;-0.7547006950;0.1132066635;0.2341088437;1.0000001190;
1.0081766095;0.4615962319;0.2545647493;0.6389217150;-0.7693270532;0.1154006475;0.2594745261;1.0000001224;
1.0094566095;0.4710490852;0.2758215124;0.6427906973;-0.7850818087;0.1177638934;0.2852673860;1.0000001292;
1.0107366095;0.4810099287;0.2974747603;0.6466421365;-0.8016832146;0.1202541385;0.3109432940;1.0000001366;
1.0111228113;0.4840832531;0.3040131844;0.6477875286;-0.8068054218;0.1210224802;0.3185791360;1.0000001386;
1.0111228113;0.4840795047;0.3040144104;0.6477881191;-0.8067991745;0.1210215431;0.3185830725;1.0000001386;
1.0111328113;0.4841598959;0.3041850296;0.6478179179;-0.8069331599;0.1210416412;0.3187817284;1.0000001386;
1.0111428113;0.4842401995;0.3043556451;0.6478477198;-0.8070669992;0.1210617174;0.3189804051;1.0000001387;
1.0111628113;0.4844006185;0.3046968709;0.6479073278;-0.8073343642;0.1211018227;0.3193777861;1.0000001388;
1.0112028113;0.4847204978;0.3053792429;0.6480265655;-0.8078674964;0.1211817936;0.3201726931;1.0000001390;
1.0112828113;0.4853564447;0.3067436288;0.6482651183;-0.8089274079;0.1213407825;0.3217630230;1.0000001393;
1.0114428113;0.4866131779;0.3094706064;0.6487424531;-0.8110219632;0.1216549701;0.3249452117;1.0000001398;
1.0117628113;0.4890681115;0.3149149448;0.6496973755;-0.8151135191;0.1222687120;0.3313112732;1.0000001401;
1.0124028113;0.4937603337;0.3257470297;0.6516032615;-0.8229338894;0.1234417837;0.3440170051;1.0000001387;
1.0136828113;0.5023971681;0.3470600008;0.6553647428;-0.8373286136;0.1256010220;0.3690932016;1.0000001317;
1.0149628113;0.5101814108;0.3677596919;0.6590215153;-0.8503023513;0.1275471095;0.3934713491;1.0000001218;
1.0162428113;0.5173005717;0.3876726244;0.6625275731;-0.8621676195;0.1293269243;0.4168447460;1.0000001117;
1.0175228113;0.5239212168;0.4066576703;0.6658458392;-0.8732020280;0.1309821083;0.4389662149;1.0000001030;
1.0181893903;0.5272559259;0.4161300412;0.6674846413;-0.8787598765;0.1318157971;0.4498914117;1.0000000991;
1.0181893903;0.5272595247;0.4161282857;0.6674839603;-0.8787658746;0.1318166968;0.4498868718;1.0000000992;
1.0181993903;0.5273078152;0.4162686294;0.6675082720;-0.8788463587;0.1318287696;0.4500489476;1.0000000991;
1.0182093903;0.5273560619;0.4164089531;0.6675325815;-0.8789267698;0.1318408314;0.4502110089;1.0000000990;
1.0182293903;0.5274524021;0.4166895792;0.6675812040;-0.8790873368;0.1318649168;0.4505351542;1.0000000989;
1.0182693903;0.5276443996;0.4172506778;0.6676784548;-0.8794073326;0.1319129168;0.4511834841;1.0000000987;
1.0183493903;0.5280255383;0.4183722745;0.6678729943;-0.8800425638;0.1320082028;0.4524803964;1.0000000982;
1.0185093903;0.5287764884;0.4206128500;0.6682621745;-0.8812941474;0.1321959429;0.4550748954;1.0000000972;
1.0188293903;0.5302342750;0.4250823655;0.6690406141;-0.8837237917;0.1325603946;0.4602644210;1.0000000950;
1.0194693903;0.5329830716;0.4339662140;0.6705953385;-0.8883051193;0.1332476032;0.4706291079;1.0000000902;
1.0207493903;0.5378871057;0.4514524936;0.6736785383;-0.8964785095;0.1344736286;0.4911834897;1.0000000799;
1.0233093903;0.5458345410;0.4849259209;0.6796293165;-0.9097242350;0.1364605148;0.5308547978;1.0000000607;
1.0258693903;0.5518721668;0.5160065305;0.6851835157;-0.9197869447;0.1379699421;0.5678822828;1.0000000455;
1.0284293903;0.5566961769;0.5443028867;0.6902263566;-0.9278269616;0.1391759612;0.6015007591;1.0000000354;
1.0296093933;0.5586962119;0.5563424556;0.6923558835;-0.9311603531;0.1396759768;0.6156974092;1.0000000322;
1.0296093933;0.5586962119;0.5563424556;0.6923558835;-0.9311603531;0.1396759768;0.6156974092;1.0000000322;
1.0296093933;0.5586962119;0.5563424556;0.6923558835;-0.9311603531;0.1396759768;0.6156974092;1.0000000322;
1.0296093933;0.5586962119;0.5563424556;0.6923558835;-0.9311603531;0.1396759768;0.6156974092;1.0000000322;
1.0296193933;0.5587250677;0.5564425514;0.6923724488;-0.9312084461;0.1396831909;0.6158078430;1.0000000323;
1.0296293933;0.5587405725;0.5565418562;0.6923900503;-0.9312342876;0.1396870672;0.6159251848;1.0000000323;
1.0296493933;0.5587707537;0.5567403098;0.6924252948;-0.9312845895;0.1396946126;0.6161601448;1.0000000322;
1.0296669524;0.5587979094;0.5569144230;0.6924561536;-0.9313298490;0.1397014016;0.6163658674;1.0000000322;
1.0296669524;0.5587979094;0.5569144230;0.6924561536;-0.9313298490;0.1397014016;0.6163658674;1.0000000322;
1.0296769524;0.5588142522;0.5570135451;0.6924736417;-0.9313570871;0.1397054873;0.6164824531;1.0000000322;
1.0296869524;0.5588297293;0.5571125712;0.6924911877;-0.9313828821;0.1397093567;0.6165994247;1.0000000322;
1.0297069524;0.5588606195;0.5573105095;0.6925262611;-0.9314343659;0.1397170793;0.6168332443;1.0000000321;
1.0297469524;0.5589225026;0.5577058230;0.6925962813;-0.9315375043;0.1397325503;0.6173000395;1.0000000320;
1.0298269524;0.5590459454;0.5584941525;0.6927358726;-0.9317432424;0.1397634114;0.6182306350;1.0000000319;
1.0299869524;0.5592919910;0.5600615330;0.6930132031;-0.9321533184;0.1398249237;0.6200794796;1.0000000315;
1.0303069524;0.5597810377;0.5631591845;0.6935604478;-0.9329683962;0.1399471870;0.6237277274;1.0000000309;
1.0309469524;0.5607492866;0.5692063831;0.6946252741;-0.9345821443;0.1401892526;0.6308264717;1.0000000299;
1.0322269524;0.5626621209;0.5807142226;0.6966371096;-0.9377702015;0.1406674677;0.6442385237;1.0000000285;
1.0347869524;0.5664793255;0.6014604007;0.7002044148;-0.9441322091;0.1416217820;0.6680202308;1.0000000272;
1.0373469524;0.5703554102;0.6192907202;0.7031907075;-0.9505923503;0.1425908166;0.6879285742;1.0000000273;
1.0399069524;0.5743449121;0.6344095380;0.7056416751;-0.9572415201;0.1435882058;0.7042681337;1.0000000281;
1.0424669524;0.5784564145;0.6470646521;0.7076116039;-0.9640940242;0.1446160955;0.7174008111;1.0000000291;
1.0450269524;0.5826637182;0.6575259617;0.7091590219;-0.9711061971;0.1456679360;0.7277167890;1.0000000299;
1.0475869524;0.5869204143;0.6660685158;0.7103429506;-0.9782006904;0.1467321246;0.7356095387;1.0000000303;
1.0527069524;0.5952979555;0.6787662446;0.7119065433;-0.9921632591;0.1488265388;0.7460333464;1.0000000301;
1.0573149524;0.6024882294;0.6860470030;0.7125782820;-1.0041470490;0.1506241320;0.7505115422;1.0000000286;
1.0619229524;0.6091110525;0.6905926609;0.7127967660;-1.0151850875;0.1522798606;0.7519680824;1.0000000263;
1.0665309524;0.6150415942;0.6932446519;0.7127289893;-1.0250693237;0.1537625164;0.7515162441;1.0000000234;
1.0711389524;0.6202143998;0.6946618653;0.7125026471;-1.0336906664;0.1550557357;0.7500073169;1.0000000203;
1.0757469524;0.6246230060;0.6953216291;0.7122067327;-1.0410383433;0.1561579024;0.7480345814;1.0000000171;
1.0803549524;0.6283045178;0.6955531361;0.7118990378;-1.0471741963;0.1570782930;0.7459833103;1.0000000142;
1.0849629524;0.6313241911;0.6955697903;0.7116133863;-1.0522069851;0.1578332217;0.7440789931;1.0000000116;
1.0941789524;0.6358004232;0.6954745142;0.7111651516;-1.0596673720;0.1589522952;0.7410908030;1.0000000074;
1.1033949524;0.6386194071;0.6953688652;0.7108727207;-1.0643656784;0.1596570508;0.7391412903;1.0000000044;
1.1126109524;0.6403050350;0.6953561404;0.7107063954;-1.0671750584;0.1600784636;0.7380324703;1.0000000025;
1.1218269524;0.6412682368;0.6954234536;0.7106247525;-1.0687803946;0.1603192674;0.7374881918;1.0000000013;
1.1310429524;0.6417995491;0.6955260451;0.7105916076;-1.0696659152;0.1604520973;0.7372672291;1.0000000007;
1.1402589524;0.6420870589;0.6956261921;0.7105818058;-1.0701450981;0.1605239757;0.7372018845;1.0000000004;
1.1494749524;0.6422432495;0.6957044565;0.7105808340;-1.0704054158;0.1605630239;0.7371954056;1.0000000002;
1.1679069524;0.6424125679;0.6957924106;0.7105803446;-1.0706876131;0.1606053541;0.7371921434;1.0000000000;
1.1805983535;0.6424619587;0.6958183469;0.7105802522;-1.0707699312;0.1606177020;0.7371915270;1.0000000000;
1.1805983535;0.6424619587;0.6958183469;0.7105802522;-1.0707699312;0.1606177020;0.7371915270;1.0000000000;
1.1806083535;0.6424619720;0.6958184247;0.7105802651;-1.0707699533;0.1606177053;0.7371916131;1.0000000000;
1.1806183535;0.6424619694;0.6958184286;0.7105802661;-1.0707699489;0.1606177047;0.7371916196;1.0000000000;
1.1806383535;0.6424619709;0.6958184680;0.7105802731;-1.0707699515;0.1606177050;0.7371916666;1.0000000000;
1.1806783535;0.6424619537;0.6958184517;0.7105802718;-1.0707699229;0.1606177007;0.7371916579;1.0000000000;
1.1807583535;0.6424619333;0.6958184819;0.7105802793;-1.0707698889;0.1606176956;0.7371917080;1.0000000000;
1.1809183535;0.6424618941;0.6958185399;0.7105802937;-1.0707698235;0.1606176858;0.7371918042;1.0000000000;
1.1812383535;0.6424618217;0.6958186471;0.7105803204;-1.0707697028;0.1606176677;0.7371919819;1.0000000000;
1.1818783535;0.6424616999;0.6958188278;0.7105803653;-1.0707694999;0.1606176373;0.7371922814;1.0000000000;
1.1831583535;0.6424615388;0.6958190694;0.7105804252;-1.0707692314;0.1606175970;0.7371926806;1.0000000000;
1.1857183535;0.6424614783;0.6958191710;0.7105804497;-1.0707691305;0.1606175819;0.7371928439;1.0000000000;
1.1908383535;0.6424620059;0.6958184277;0.7105802623;-1.0707700098;0.1606177138;0.7371915946;1.0000000000;
1.2010783535;0.6424639218;0.6958156773;0.7105795725;-1.0707732031;0.1606181928;0.7371869961;1.0000000000;
1.2113183535;0.6424658764;0.6958128578;0.7105788663;-1.0707764606;0.1606186814;0.7371822881;1.0000000000;
1.2215583535;0.6424671773;0.6958109794;0.7105783960;-1.0707786289;0.1606190067;0.7371791525;1.0000000000;
1.2317983535;0.6424677984;0.6958100836;0.7105781716;-1.0707796640;0.1606191619;0.7371776566;1.0000000000;
1.2522783535;0.6424681063;0.6958096431;0.7105780610;-1.0707801771;0.1606192389;0.7371769194;1.0000000000;
1.2707103535;0.6424679133;0.6958099249;0.7105781313;-1.0707798555;0.1606191907;0.7371773884;1.0000000000;
1.2891423535;0.6424677291;0.6958101926;0.7105781982;-1.0707795485;0.1606191446;0.7371778344;1.0000000000;
1.3075743535;0.6424676487;0.6958103091;0.7105782274;-1.0707794145;0.1606191245;0.7371780288;1.0000000000;
1.3260063535;0.6424676392;0.6958103227;0.7105782308;-1.0707793987;0.1606191221;0.7371780515;1.0000000000;
1.3444383535;0.6424676533;0.6958103021;0.7105782257;-1.0707794222;0.1606191257;0.7371780173;1.0000000000;
1.3628703535;0.6424676656;0.6958102842;0.7105782212;-1.0707794426;0.1606191287;0.7371779875;1.0000000000;
1.3813023535;0.6424676704;0.6958102772;0.7105782194;-1.0707794507;0.1606191299;0.7371779758;1.0000000000;
1.4181663535;0.6424676711;0.6958102762;0.7105782192;-1.0707794518;0.1606191301;0.7371779742;1.0000000000;
1.4550303535;0.6424676691;0.6958102791;0.7105782199;-1.0707794485;0.1606191296;0.7371779790;1.0000000000;
1.4918943535;0.6424676683;0.6958102803;0.7105782202;-1.0707794471;0.1606191294;0.7371779810;1.0000000000;
1.5287583535;0.6424676682;0.6958102804;0.7105782202;-1.0707794470;0.1606191294;0.7371779811;1.0000000000;
1.5656223535;0.6424676683;0.6958102802;0.7105782202;-1.0707794472;0.1606191294;0.7371779808;1.0000000000;
1.6024863535;0.6424676684;0.6958102801;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.6762143535;0.6424676684;0.6958102801;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.7499423535;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8236703535;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8754289209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8754289209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8754389209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8754489209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8754689209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8755089209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8755889209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8757489209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8760689209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8767089209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8779889209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8805489209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8856689209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.8959089209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.9163889209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
1.9573489209;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
2.0000000000;0.6424676684;0.6958102802;0.7105782202;-1.0707794473;0.1606191294;0.7371779807;1.0000000000;
2.0000000000;1.0004980251;1.0835670883;1.1245112208;-1.0004980251;0.1500767709;0.8300633717;0.9999951182;
2.0000100000;1.0004981927;1.0835657571;1.1245110548;-1.0004981927;0.1500767960;0.8300622656;0.9999951638;
2.0000200000;1.0004994977;1.0835641793;1.1245108183;-1.0004994977;0.1500769918;0.8300606887;0.9999952090;
2.0000400000;1.0005034707;1.0835588805;1.1245100387;-1.0005034707;0.1500775877;0.8300554917;0.9999952983;
2.0000800000;1.0005195041;1.0835398258;1.1245071724;-1.0005195041;0.1500799928;0.8300363828;0.9999954722;
2.0001600000;1.0005807013;1.0834644055;1.1244959085;-1.0005807013;0.1500891725;0.8299612911;0.9999958016;
2.0003200000;1.0008166814;1.0831672272;1.1244517079;-1.0008166814;0.1501245700;0.8296666248;0.9999963932;
2.0004577119;1.0011298913;1.0827602828;1.1243915314;-1.0011298913;0.1501715521;0.8292654534;0.9999968431;
2.0004577119;1.0011299088;1.0827603048;1.1243915334;-1.0011299088;0.1501715547;0.8292654669;0.9999968431;
2.0004578809;1.0011303756;1.0827597024;1.1243914442;-1.0011303756;0.1501716248;0.8292648722;0.9999968436;
2.0004578809;1.0011303756;1.0827597024;1.1243914442;-1.0011303756;0.1501716248;0.8292648722;0.9999968436;
2.0004678809;1.0011571300;1.0827240386;1.1243861950;-1.0011571300;0.1501756380;0.8292298785;0.9999968732;
2.0004778809;1.0011835232;1.0826876564;1.1243808726;-1.0011835232;0.1501795970;0.8291943958;0.9999969026;
2.0004978809;1.0012354351;1.0826131507;1.1243700498;-1.0012354351;0.1501873839;0.8291222451;0.9999969606;
2.0005378809;1.0013350777;1.0824557974;1.1243475522;-1.0013350777;0.1502023305;0.8289722633;0.9999970736;
2.0006178809;1.0015175968;1.0821075132;1.1242991249;-1.0015175968;0.1502297088;0.8286494188;0.9999972873;
2.0007778809;1.0018165447;1.0812775982;1.1241886197;-1.0018165447;0.1502745516;0.8279127274;0.9999976705;
2.0010978809;1.0021624237;1.0791019464;1.1239146454;-1.0021624237;0.1503264341;0.8260862573;0.9999982901;
2.0017378809;1.0019388822;1.0728269175;1.1231679530;-1.0019388822;0.1502929024;0.8211083769;0.9999991191;
2.0030178809;0.9984656136;1.0536211839;1.1209780439;-0.9984656136;0.1497719050;0.8065091835;0.9999999063;
2.0034498734;0.9965384031;1.0454185945;1.1200563166;-0.9965384031;0.1494828194;0.8003644201;1.0000000322;
2.0034498734;0.9965384031;1.0454185945;1.1200563166;-0.9965384031;0.1494828194;0.8003644201;1.0000000322;
2.0034498734;0.9965384031;1.0454185945;1.1200563166;-0.9965384031;0.1494828194;0.8003644201;1.0000000322;
2.0034498734;0.9965384031;1.0454185945;1.1200563166;-0.9965384031;0.1494828194;0.8003644201;1.0000000322;
2.0034598734;0.9964843975;1.0452131078;1.1200334138;-0.9964843975;0.1494747185;0.8002117365;1.0000000316;
2.0034698734;0.9964319096;1.0450069004;1.1200103679;-0.9964319096;0.1494668452;0.8000580996;1.0000000310;
2.0034898734;0.9963266130;1.0445934787;1.1199641631;-0.9963266130;0.1494510505;0.7997500717;1.0000000297;
2.0035298734;0.9961135760;1.0437617062;1.1198712339;-0.9961135760;0.1494190945;0.7991305523;1.0000000273;
2.0036098734;0.9956792816;1.0420783784;1.1196832317;-0.9956792816;0.1493539494;0.7978772211;1.0000000228;
2.0037698734;0.9947774685;1.0386335355;1.1192987672;-0.9947774685;0.1492186756;0.7953141603;1.0000000144;
2.0040898734;0.9928477011;1.0314445067;1.1184972906;-0.9928477011;0.1489292065;0.7899710565;1.0000000001;
2.0047298734;0.9885341471;1.0159723647;1.1167741511;-0.9885341471;0.1482821645;0.7784836180;0.9999999788;
2.0060098734;0.9784431364;0.9814085965;1.1129211425;-0.9784431364;0.1467684920;0.7527972476;0.9999999531;
2.0072898734;0.9667954197;0.9429344519;1.1086139462;-0.9667954197;0.1450213105;0.7240830011;0.9999999408;
2.0085698734;0.9540632889;0.9016917030;1.1039658328;-0.9540632889;0.1431114645;0.6930960051;0.9999999345;
2.0098498734;0.9406430158;0.8586924804;1.0990800355;-0.9406430158;0.1410983958;0.6605244717;0.9999999310;
2.0106087274;0.9325146093;0.8327742995;1.0961138296;-0.9325146093;0.1398791181;0.6407500384;0.9999999297;
2.0106087274;0.9325074307;0.8327759660;1.0961142920;-0.9325074307;0.1398780413;0.6407531206;0.9999999297;
2.0106187274;0.9323987255;0.8324305211;1.0960746539;-0.9323987255;0.1398617353;0.6404888708;0.9999999297;
2.0106287274;0.9322900491;0.8320851731;1.0960350240;-0.9322900491;0.1398454336;0.6402246749;0.9999999296;
2.0106487274;0.9320727140;0.8313947819;1.0959557927;-0.9320727140;0.1398128329;0.6396964732;0.9999999296;
2.0106887274;0.9316381080;0.8300154775;1.0957974768;-0.9316381080;0.1397476411;0.6386410485;0.9999999296;
2.0107687274;0.9307691948;0.8272627710;1.0954814302;-0.9307691948;0.1396173023;0.6365341006;0.9999999295;
2.0109287274;0.9290327220;0.8217812571;1.0948517135;-0.9290327220;0.1393568278;0.6323360466;0.9999999294;
2.0112487274;0.9255665001;0.8109142880;1.0936018340;-0.9255665001;0.1388368873;0.6240036317;0.9999999292;
2.0118404572;0.9191889497;0.7911594853;1.0913244426;-0.9191889497;0.1378802416;0.6088212313;0.9999999291;
2.0118404572;0.9191889590;0.7911594873;1.0913244425;-0.9191889590;0.1378802430;0.6088212308;0.9999999291;
2.0118404572;0.9191889587;0.7911594867;1.0913244424;-0.9191889587;0.1378802429;0.6088212303;0.9999999291;
2.0118404572;0.9191889587;0.7911594867;1.0913244424;-0.9191889587;0.1378802429;0.6088212303;0.9999999291;
2.0118504572;0.9190815775;0.7908294419;1.0912863353;-0.9190815775;0.1378641355;0.6085671865;0.9999999292;
2.0118604572;0.9189742839;0.7904995222;1.0912482381;-0.9189742839;0.1378480413;0.6083132086;0.9999999292;
2.0118804572;0.9187599124;0.7898399986;1.0911720676;-0.9187599124;0.1378158851;0.6078054120;0.9999999292;
2.0119204572;0.9183321922;0.7885224192;1.0910198423;-0.9183321922;0.1377517262;0.6067905906;0.9999999292;
2.0120004572;0.9174808817;0.7858932061;1.0907158637;-0.9174808817;0.1376240279;0.6047640945;0.9999999292;
