time;Load2_load_PPu;Load2_load_QPu;Bus1_bus_U;
0.7577600000;0.0400821513;0.0050205589;1.9697902798;
0.8167424000;0.0400792844;0.0050198407;1.9696493791;
0.8757248000;0.0400766824;0.0050191890;1.9695215041;
0.9347072000;0.0400743319;0.0050186002;1.9694059856;
0.9936896000;0.0400722192;0.0050180711;1.9693021564;
1.0526720000;0.0400703308;0.0050175981;1.9692093553;
1.1116544000;0.0400686535;0.0050171781;1.9691269293;
1.1706368000;0.0400671743;0.0050168077;1.9690542369;
1.2296192000;0.0400658803;0.0050164836;1.9689906501;
1.2886016000;0.0400647591;0.0050162029;1.9689355565;
1.3475840000;0.0400637986;0.0050159624;1.9688883612;
1.4065664000;0.0400629870;0.0050157591;1.9688484881;
1.5245312000;0.0400617522;0.0050154500;1.9687879134;
1.6306995200;0.0400610423;0.0050152722;1.9687530406;
1.7368678400;0.0400606515;0.0050151744;1.9687341070;
1.8430361600;0.0400605308;0.0050151441;1.9687282259;
1.9492044800;0.0400606332;0.0050151698;1.9687332580;
2.0553728000;0.0400609166;0.0050152407;1.9687472394;
2.1615411200;0.0400613430;0.0050153475;1.9687682700;
2.2677094400;0.0400618790;0.0050154817;1.9687946838;
2.3738777600;0.0400624954;0.0050156361;1.9688250465;
2.5862144000;0.0400638477;0.0050159747;1.9688908931;
2.7985510400;0.0400652706;0.0050163310;1.9689611538;
3.0108876800;0.0400666592;0.0050166787;1.9690299465;
3.2232243200;0.0400679400;0.0050169995;1.9690931380;
3.4355609600;0.0400690695;0.0050172823;1.9691485687;
3.6478976000;0.0400700276;0.0050175223;1.9691951601;
3.8602342400;0.0400708109;0.0050177185;1.9692327214;
4.0725708800;0.0400714284;0.0050178731;1.9692616830;
4.2849075200;0.0400718963;0.0050179904;1.9692828674;
4.4972441600;0.0400722352;0.0050180752;1.9692973048;
4.7095808000;0.0400724671;0.0050181333;1.9693060997;
4.9219174400;0.0400726133;0.0050181699;1.9693103334;
5.1342540800;0.0400726940;0.0050181902;1.9693109978;
5.3465907200;0.0400727266;0.0050181983;1.9693089604;
5.5589273600;0.0400727262;0.0050181982;1.9693049476;
5.7712640000;0.0400727047;0.0050181928;1.9692995385;
5.9836006400;0.0400726719;0.0050181846;1.9692931756;
6.1959372800;0.0400726347;0.0050181753;1.9692861849;
6.4082739200;0.0400725984;0.0050181662;1.9692787836;
6.6206105600;0.0400725662;0.0050181581;1.9692710940;
6.8329472000;0.0400725402;0.0050181516;1.9692631945;
7.0452838400;0.0400725214;0.0050181469;1.9692551276;
7.2576204800;0.0400725097;0.0050181439;1.9692468242;
7.4699571200;0.0400725049;0.0050181427;1.9692381980;
7.6822937600;0.0400725060;0.0050181430;1.9692294504;
7.8946304000;0.0400725120;0.0050181445;1.9692206519;
8.1069670400;0.0400725220;0.0050181470;1.9692106044;
8.3193036800;0.0400725353;0.0050181503;1.9691989472;
8.5316403200;0.0400725494;0.0050181538;1.9691917892;
8.7439769600;0.0400725611;0.0050181568;1.9691914300;
8.9563136000;0.0400725787;0.0050181612;1.9691616985;
9.1033584738;0.0400701911;0.0050175632;1.9692026336;
9.2302334651;0.0400704634;0.0050176314;1.9692161153;
9.3571084564;0.0400707385;0.0050177003;1.9692294808;
9.4839834477;0.0400710368;0.0050177750;1.9692453375;
9.6108584389;0.0400712513;0.0050178287;1.9692547226;
9.8646084215;0.0400716713;0.0050179339;1.9692753749;
9.9999999998;0.0400719198;0.0050179961;1.9692648592;
9.9999999998;0.0415176170;0.0053866016;2.0403347019;
10.0000009998;0.0415175833;0.0053865929;2.0403330263;
10.0000019998;0.0415175511;0.0053865845;2.0403314447;
10.0000039998;0.0415174868;0.0053865678;2.0403282872;
10.0000079998;0.0415173580;0.0053865344;2.0403219557;
10.0000159998;0.0415171006;0.0053864676;2.0403093069;
10.0000319998;0.0415165861;0.0053863341;2.0402840205;
10.0000639998;0.0415155579;0.0053860673;2.0402334918;
10.0001279998;0.0415135051;0.0053855347;2.0401326112;
10.0002559998;0.0415094139;0.0053844733;2.0399315549;
10.0005119998;0.0415012886;0.0053823655;2.0395322443;
10.0010239998;0.0414852632;0.0053782096;2.0387446927;
10.0020479998;0.0414540913;0.0053701303;2.0372127901;
10.0040959998;0.0413950970;0.0053548564;2.0343135834;
10.0061439998;0.0413403460;0.0053407006;2.0316229439;
10.0081919998;0.0412895550;0.0053275853;2.0291269378;
10.0102399998;0.0412424544;0.0053154374;2.0268122725;
10.0122879998;0.0411987911;0.0053041885;2.0246665242;
10.0143359998;0.0411583305;0.0052937752;2.0226781591;
10.0163839998;0.0411208550;0.0052841394;2.0208364903;
10.0184319998;0.0410861631;0.0052752272;2.0191316148;
10.0204799998;0.0410540680;0.0052669887;2.0175543510;
10.0225279998;0.0410243964;0.0052593781;2.0160961801;
10.0245759998;0.0409969871;0.0052523526;2.0147491917;
10.0266239998;0.0409716907;0.0052458729;2.0135060345;
10.0286719998;0.0409483680;0.0052399023;2.0123598718;
10.0307199998;0.0409268896;0.0052344068;2.0113043409;
10.0327679998;0.0409071348;0.0052293549;2.0103335162;
10.0348159998;0.0408889914;0.0052247172;2.0094418755;
10.0368639998;0.0408723544;0.0052204664;2.0086242695;
10.0389119998;0.0408571262;0.0052165771;2.0078758938;
10.0409599998;0.0408432154;0.0052130255;2.0071922631;
10.0430079998;0.0408305369;0.0052097895;2.0065691882;
10.0450559998;0.0408190109;0.0052068486;2.0060027545;
10.0471039998;0.0408085631;0.0052041835;2.0054893020;
10.0491519998;0.0407991237;0.0052017763;2.0050254073;
10.0511999998;0.0407906275;0.0051996100;2.0046078675;
10.0532479998;0.0407830135;0.0051976691;2.0042336839;
10.0552959998;0.0407762247;0.0051959388;2.0039000490;
10.0573439998;0.0407702074;0.0051944055;2.0036043328;
10.0614399998;0.0407602418;0.0051918666;2.0031143658;
10.0651263998;0.0407534411;0.0051901343;2.0027801511;
10.0688127998;0.0407484568;0.0051888648;2.0025352054;
10.0724991998;0.0407450792;0.0051880046;2.0023692199;
10.0761855998;0.0407431206;0.0051875059;2.0022729642;
10.0798719998;0.0407424129;0.0051873257;2.0022381890;
10.0835583998;0.0407428064;0.0051874259;2.0022575270;
10.0872447998;0.0407441672;0.0051877724;2.0023243990;
10.0909311998;0.0407463756;0.0051883348;2.0024329292;
10.0946175998;0.0407493249;0.0051890859;2.0025778697;
10.0983039998;0.0407529133;0.0051899998;2.0027544591;
10.1019903998;0.0407570641;0.0051910571;2.0029584679;
10.1056767998;0.0407617001;0.0051922381;2.0031862754;
10.1093631998;0.0407667530;0.0051935255;2.0034346022;
10.1130495998;0.0407721626;0.0051949039;2.0037004577;
10.1167359998;0.0407778749;0.0051963596;2.0039811802;
10.1204223998;0.0407838416;0.0051978804;2.0042744060;
10.1241087998;0.0407900198;0.0051994554;2.0045780270;
10.1277951998;0.0407963714;0.0052010748;2.0048901659;
10.1314815998;0.0408028624;0.0052027300;2.0052091553;
10.1388543998;0.0408161192;0.0052061112;2.0058603970;
10.1454899198;0.0408282647;0.0052092100;2.0064572816;
10.1521254398;0.0408404894;0.0052123300;2.0070585185;
10.1587609598;0.0408527056;0.0052154487;2.0076589798;
10.1653964798;0.0408648395;0.0052185473;2.0082553051;
10.1720319998;0.0408768331;0.0052216110;2.0088447775;
10.1786675198;0.0408886415;0.0052246282;2.0094251392;
10.1853030398;0.0409002308;0.0052275903;2.0099947058;
10.1919385598;0.0409115758;0.0052304908;2.0105522616;
10.1985740798;0.0409226588;0.0052333251;2.0110969372;
10.2052095998;0.0409334680;0.0052360901;2.0116281473;
10.2118451198;0.0409439961;0.0052387840;2.0121455406;
10.2184806398;0.0409542398;0.0052414057;2.0126489502;
10.2317516798;0.0409738774;0.0052464332;2.0136132381;
10.2436956158;0.0409906001;0.0052507166;2.0144352051;
10.2556395518;0.0410064513;0.0052547783;2.0152142223;
10.2675834878;0.0410214681;0.0052586277;2.0159521955;
10.2795274238;0.0410356921;0.0052622751;2.0166512080;
10.2914713598;0.0410491663;0.0052657315;2.0173133681;
10.3034152958;0.0410619336;0.0052690076;2.0179407757;
10.3153592318;0.0410740352;0.0052721137;2.0185354512;
10.3273031678;0.0410855063;0.0052750588;2.0190990994;
10.3392471038;0.0410963888;0.0052778537;2.0196338976;
10.3511910398;0.0411067131;0.0052805058;2.0201412648;
10.3631349758;0.0411165096;0.0052830230;2.0206226822;
10.3870228478;0.0411346551;0.0052876870;2.0215144702;
10.4085219326;0.0411494257;0.0052914851;2.0222403957;
10.4300210174;0.0411628352;0.0052949344;2.0228993080;
10.4515201022;0.0411749765;0.0052980584;2.0234960088;
10.4730191870;0.0411859377;0.0053008796;2.0240346868;
10.4945182718;0.0411957874;0.0053034153;2.0245187635;
10.5160173566;0.0412045866;0.0053056811;2.0249512609;
10.5375164414;0.0412123892;0.0053076907;2.0253348143;
10.5590155262;0.0412192432;0.0053094562;2.0256716961;
10.5805146110;0.0412251906;0.0053109886;2.0259637314;
10.6020136958;0.0412308628;0.0053124497;2.0262118420;
10.6235127806;0.0412359422;0.0053137593;2.0264175067;
10.6450118654;0.0412404959;0.0053149335;2.0265820228;
10.6665109502;0.0412445904;0.0053159893;2.0267062882;
10.6880100350;0.0412482893;0.0053169431;2.0267911815;
10.7095091198;0.0412516517;0.0053178102;2.0268378156;
10.7310082046;0.0412547321;0.0053186044;2.0268466950;
10.7525072894;0.0412575794;0.0053193384;2.0268173747;
10.7740063742;0.0412602344;0.0053200228;2.0267509990;
10.7955054590;0.0412627263;0.0053206650;2.0266523827;
10.7989248499;0.0412385758;0.0053144379;2.0266215325;
10.8057636318;0.0412381418;0.0053143261;2.0266002020;
10.8126024137;0.0412376905;0.0053142098;2.0265663742;
10.8194411955;0.0412371840;0.0053140792;2.0265498668;
10.8331187593;0.0412358093;0.0053137249;2.0264855744;
10.8467963230;0.0412346102;0.0053134157;2.0264056385;
10.8741514505;0.0412302513;0.0053122926;2.0262124325;
10.9015065780;0.0412254046;0.0053110437;2.0259740976;
10.9288617054;0.0412197715;0.0053095924;2.0256974134;
10.9562168329;0.0412134102;0.0053079538;2.0253845568;
10.9835719604;0.0412064000;0.0053061481;2.0250402821;
11.0109270878;0.0411987586;0.0053041805;2.0246643829;
11.0382822153;0.0411905598;0.0053020694;2.0242618314;
11.0656373428;0.0411818013;0.0052998152;2.0238308434;
11.0929924703;0.0411725656;0.0052974380;2.0233775265;
11.1203475977;0.0411628327;0.0052949342;2.0228983908;
11.1477027252;0.0411527007;0.0052923274;2.0224012851;
11.1750578527;0.0411421280;0.0052896090;2.0218805205;
11.2024129801;0.0411312335;0.0052868074;2.0213462962;
11.2297681076;0.0411199484;0.0052839075;2.0207900437;
11.2571232351;0.0411084182;0.0052809439;2.0202250552;
11.2844783626;0.0410965402;0.0052778936;2.0196390402;
11.3118334900;0.0410844939;0.0052747989;2.0190493052;
11.3391886175;0.0410721635;0.0052716333;2.0184458281;
11.3665437450;0.0410596458;0.0052684204;2.0178282283;
11.4212539999;0.0410341636;0.0052618835;2.0165758586;
11.4759642549;0.0410082090;0.0052552291;2.0153004552;
11.5306745098;0.0409819372;0.0052484988;2.0140093906;
11.5853847647;0.0409555086;0.0052417325;2.0127106133;
11.6400950197;0.0409290661;0.0052349675;2.0114111584;
11.6948052746;0.0409027420;0.0052282379;2.0101175127;
11.7495155296;0.0408766555;0.0052215742;2.0088355169;
11.7631930933;0.0408702216;0.0052199219;2.0085191952;
11.7905482208;0.0408573631;0.0052166379;2.0078872766;
11.8452584757;0.0408319793;0.0052101583;2.0066398958;
11.8589360395;0.0408257088;0.0052085578;2.0063316664;
11.8862911669;0.0408132664;0.0052053835;2.0057201946;
11.9410014219;0.0407888240;0.0051991513;2.0045191376;
11.9546789856;0.0407828146;0.0051976187;2.0042236783;
11.9820341131;0.0407709135;0.0051945856;2.0036388106;
12.0367443680;0.0407476314;0.0051886562;2.0024948804;
12.0504219318;0.0407419351;0.0051872040;2.0022147000;
12.0777770592;0.0407306689;0.0051843357;2.0016610358;
12.1324873142;0.0407087058;0.0051787493;2.0005820878;
12.1461648779;0.0407033621;0.0051773866;2.0003190720;
12.1735200054;0.0406927986;0.0051746997;1.9997999345;
12.1871975691;0.0406875956;0.0051733764;1.9995442568;
12.2145526966;0.0406773470;0.0051707705;1.9990405963;
12.2282302603;0.0406723026;0.0051694881;1.9987926975;
12.2555853878;0.0406623751;0.0051669649;1.9983048190;
12.2692629515;0.0406574930;0.0051657242;1.9980648967;
12.2966180790;0.0406478926;0.0051632850;1.9975930911;
12.3102956427;0.0406431753;0.0051620866;1.9973612718;
12.3376507702;0.0406339063;0.0051597324;1.9969057493;
12.3513283340;0.0406293556;0.0051585767;1.9966821197;
12.3786834614;0.0406204207;0.0051563081;1.9962430158;
12.3923610252;0.0406160378;0.0051551954;1.9960276281;
12.4197161526;0.0406074384;0.0051530128;1.9956050137;
12.4333937164;0.0406032236;0.0051519430;1.9953978900;
12.4607488438;0.0405949601;0.0051498463;1.9949917786;
12.4744264076;0.0405909133;0.0051488195;1.9947929143;
12.5017815350;0.0405829849;0.0051468085;1.9944032674;
12.5154590988;0.0405791055;0.0051458244;1.9942126333;
12.5428142263;0.0405715104;0.0051438985;1.9938393646;
12.5564917900;0.0405677973;0.0051429568;1.9936569090;
12.5838469175;0.0405605330;0.0051411153;1.9932998881;
12.5975244812;0.0405569848;0.0051402157;1.9931255387;
12.6248796087;0.0405500477;0.0051384577;1.9927845946;
12.6385571724;0.0405466625;0.0051375995;1.9926182602;
12.6659122999;0.0405400484;0.0051359239;1.9922931850;
12.6795898636;0.0405368239;0.0051351066;1.9921347574;
12.7069449911;0.0405305280;0.0051335120;1.9918253091;
12.7206225548;0.0405274618;0.0051327349;1.9916746646;
12.7479776823;0.0405214785;0.0051312199;1.9913805704;
12.7616552460;0.0405185676;0.0051304823;1.9912375715;
12.7890103735;0.0405128909;0.0051290453;1.9909585310;
12.8026879372;0.0405101323;0.0051283463;1.9908230279;
12.8300430647;0.0405047556;0.0051269857;1.9905587155;
12.8437206284;0.0405021460;0.0051263245;1.9904305479;
12.8710757559;0.0404970622;0.0051250384;1.9901806156;
12.8847533196;0.0404945980;0.0051244140;1.9900596138;
12.9121084471;0.0404897998;0.0051232006;1.9898236942;
12.9257860109;0.0404874774;0.0051226120;1.9897096804;
12.9531411383;0.0404829570;0.0051214692;1.9894873886;
12.9668187021;0.0404807726;0.0051209155;1.9893801787;
12.9941738295;0.0404765219;0.0051198414;1.9891711147;
13.0078513933;0.0404744715;0.0051193214;1.9890705194;
13.0352065207;0.0404704822;0.0051183138;1.9888742703;
13.0488840845;0.0404685619;0.0051178266;1.9887800961;
13.0762392120;0.0404648255;0.0051168833;1.9885962383;
13.0899167757;0.0404630310;0.0051164278;1.9885082887;
13.1172719032;0.0404595389;0.0051155467;1.9883363895;
13.1309494669;0.0404578662;0.0051151217;1.9882544666;
13.1583045944;0.0404546095;0.0051143006;1.9880940858;
13.1719821581;0.0404530543;0.0051139051;1.9880179910;
13.1993372856;0.0404500398;0.0051131430;1.9878698951;
13.2130148493;0.0404485895;0.0051127763;1.9877985740;
13.2403699768;0.0404457928;0.0051120694;1.9876611877;
13.2540475405;0.0404444489;0.0051117296;1.9875950888;
13.2814026680;0.0404418608;0.0051110756;1.9874679637;
13.2950802317;0.0404406196;0.0051107617;1.9874068996;
13.3224353592;0.0404382321;0.0051101585;1.9872896460;
13.3361129229;0.0404370896;0.0051098695;1.9872334202;
13.3634680504;0.0404348945;0.0051093150;1.9871256346;
13.3771456141;0.0404338466;0.0051090500;1.9870740425;
13.4045007416;0.0404318354;0.0051085420;1.9869753103;
13.4181783053;0.0404308778;0.0051082998;1.9869281446;
13.4455334328;0.0404290421;0.0051078363;1.9868380488;
13.4592109966;0.0404281707;0.0051076157;1.9867951025;
13.4865661240;0.0404265019;0.0051071945;1.9867132281;
13.5002436878;0.0404257125;0.0051069946;1.9866742969;
13.5275988152;0.0404242023;0.0051066136;1.9866002343;
13.5412763790;0.0404234909;0.0051064334;1.9865651170;
13.5686315064;0.0404221311;0.0051060905;1.9864984629;
13.5823090702;0.0404214937;0.0051059288;1.9864669626;
13.6096641976;0.0404202761;0.0051056220;1.9864073211;
13.6233417614;0.0404197089;0.0051054780;1.9863792452;
13.6506968889;0.0404186255;0.0051052052;1.9863262289;
13.6643744526;0.0404181247;0.0051050778;1.9863013896;
13.6917295801;0.0404171679;0.0051048372;1.9862546194;
13.7054071438;0.0404167299;0.0051047255;1.9862328343;
13.7327622713;0.0404158919;0.0051045151;1.9861919403;
13.7464398350;0.0404155131;0.0051044182;1.9861730324;
13.7737949625;0.0404147867;0.0051042362;1.9861376542;
13.7874725262;0.0404144637;0.0051041532;1.9861214523;
13.8148276537;0.0404138416;0.0051039977;1.9860912394;
13.8285052174;0.0404135711;0.0051039278;1.9860775783;
13.8558603449;0.0404130463;0.0051037972;1.9860521899;
13.8695379086;0.0404128251;0.0051037394;1.9860409107;
13.8763766905;0.0404127181;0.0051037118;1.9860357241;
13.8900542542;0.0404125109;0.0051036595;1.9860255406;
13.9174093817;0.0404121346;0.0051035649;1.9860071620;
13.9310869454;0.0404119681;0.0051035231;1.9859987810;
13.9379257273;0.0404118929;0.0051035034;1.9859951681;
13.9516032910;0.0404117475;0.0051034667;1.9859880208;
13.9789584185;0.0404114900;0.0051034023;1.9859755085;
13.9926359823;0.0404113816;0.0051033750;1.9859699385;
13.9994747641;0.0404113354;0.0051033626;1.9859677691;
14.0131523279;0.0404112461;0.0051033400;1.9859633822;
14.0405074553;0.0404110960;0.0051033029;1.9859561680;
14.0541850191;0.0404110397;0.0051032888;1.9859531152;
14.0610238009;0.0404110196;0.0051032828;1.9859522507;
14.0747013647;0.0404109806;0.0051032730;1.9859503319;
14.1020564921;0.0404109256;0.0051032600;1.9859478239;
14.1157340559;0.0404109156;0.0051032577;1.9859469908;
14.1225728377;0.0404109187;0.0051032574;1.9859472940;
14.1362504015;0.0404109241;0.0051032587;1.9859475558;
14.1636055290;0.0404109525;0.0051032670;1.9859491800;
14.1772830927;0.0404109832;0.0051032749;1.9859502823;
14.1841218746;0.0404110069;0.0051032796;1.9859516247;
14.1977994383;0.0404110510;0.0051032908;1.9859537956;
14.2251545658;0.0404111517;0.0051033176;1.9859590106;
14.2388321295;0.0404112179;0.0051033344;1.9859617817;
14.2456709114;0.0404112596;0.0051033434;1.9859640454;
14.2593484751;0.0404113375;0.0051033631;1.9859678724;
14.2867036026;0.0404115000;0.0051034059;1.9859761720;
14.3003811663;0.0404115968;0.0051034304;1.9859803635;
14.3072199482;0.0404116543;0.0051034431;1.9859834412;
14.3208975119;0.0404117611;0.0051034701;1.9859886900;
14.3482526394;0.0404119758;0.0051035264;1.9859996027;
14.3619302031;0.0404120988;0.0051035575;1.9860049845;
14.3687689850;0.0404121699;0.0051035734;1.9860087795;
14.3824465487;0.0404123012;0.0051036065;1.9860152344;
14.3892853306;0.0404123690;0.0051036237;1.9860185679;
14.4029628943;0.0404125075;0.0051036586;1.9860253690;
14.4098016762;0.0404125783;0.0051036765;1.9860288528;
14.4234792399;0.0404127227;0.0051037130;1.9860359473;
14.4303180218;0.0404127965;0.0051037316;1.9860395736;
14.4439955855;0.0404129465;0.0051037695;1.9860469475;
14.4508343674;0.0404130231;0.0051037889;1.9860507113;
14.4645119311;0.0404131786;0.0051038282;1.9860583536;
14.4713507130;0.0404132579;0.0051038482;1.9860622492;
14.4850282767;0.0404134186;0.0051038888;1.9860701470;
14.4918670586;0.0404135004;0.0051039094;1.9860741672;
14.5055446223;0.0404136660;0.0051039513;1.9860823058;
14.5123834042;0.0404137502;0.0051039725;1.9860864431;
14.5260609680;0.0404139204;0.0051040155;1.9860948068;
14.5328997498;0.0404140068;0.0051040373;1.9860990530;
14.5465773136;0.0404141813;0.0051040814;1.9861076254;
14.5534160954;0.0404142697;0.0051041037;1.9861119725;
14.5670936592;0.0404144481;0.0051041488;1.9861207373;
14.5739324410;0.0404145384;0.0051041716;1.9861251771;
14.5876100048;0.0404147203;0.0051042176;1.9861341181;
14.5944487866;0.0404148124;0.0051042408;1.9861386426;
14.6081263504;0.0404149976;0.0051042876;1.9861477439;
14.6149651322;0.0404150912;0.0051043112;1.9861523452;
14.6286426960;0.0404152794;0.0051043588;1.9861615913;
14.6354814778;0.0404153744;0.0051043828;1.9861662619;
14.6491590416;0.0404155652;0.0051044310;1.9861756378;
14.6559978234;0.0404156615;0.0051044553;1.9861803702;
14.6696753872;0.0404158546;0.0051045041;1.9861898612;
14.6765141690;0.0404159520;0.0051045287;1.9861946484;
14.6901917328;0.0404161472;0.0051045780;1.9862042404;
14.6970305146;0.0404162456;0.0051046028;1.9862090754;
14.7107080784;0.0404164426;0.0051046526;1.9862187549;
14.7175468603;0.0404165418;0.0051046777;1.9862236311;
14.7312244240;0.0404167403;0.0051047278;1.9862333848;
14.7380632059;0.0404168402;0.0051047530;1.9862382957;
14.7517407696;0.0404170399;0.0051048035;1.9862481110;
14.7585795515;0.0404171404;0.0051048289;1.9862530505;
14.7722571152;0.0404173412;0.0051048796;1.9862629153;
14.7790958971;0.0404174421;0.0051049051;1.9862678775;
14.7927734608;0.0404176437;0.0051049560;1.9862777800;
14.7996122427;0.0404177449;0.0051049816;1.9862827591;
14.8132898064;0.0404179470;0.0051050327;1.9862926881;
14.8201285883;0.0404180485;0.0051050583;1.9862976787;
14.8338061520;0.0404182509;0.0051051094;1.9863076233;
14.8406449339;0.0404183526;0.0051051351;1.9863126201;
14.8543224976;0.0404185551;0.0051051863;1.9863225701;
14.8611612795;0.0404186567;0.0051052119;1.9863275682;
14.8748388432;0.0404188592;0.0051052631;1.9863375135;
14.8816776251;0.0404189607;0.0051052887;1.9863425080;
14.8953551888;0.0404191629;0.0051053398;1.9863524392;
14.9021939707;0.0404192643;0.0051053654;1.9863574255;
14.9158715344;0.0404194660;0.0051054164;1.9863673336;
14.9227103163;0.0404195671;0.0051054419;1.9863723072;
14.9363878800;0.0404197681;0.0051054927;1.9863821834;
14.9432266619;0.0404198689;0.0051055181;1.9863871403;
14.9569042256;0.0404200692;0.0051055688;1.9863969763;
14.9637430075;0.0404201695;0.0051055941;1.9864019124;
14.9774205712;0.0404203688;0.0051056445;1.9864117004;
14.9842593531;0.0404204686;0.0051056696;1.9864166119;
14.9979369168;0.0404206668;0.0051057198;1.9864263444;
15.0047756987;0.0404207660;0.0051057448;1.9864312277;
15.0184532624;0.0404209629;0.0051057946;1.9864408974;
15.0252920443;0.0404210615;0.0051058194;1.9864457491;
15.0389696080;0.0404212570;0.0051058689;1.9864553492;
15.0458083899;0.0404213549;0.0051058935;1.9864601660;
15.0594859536;0.0404215488;0.0051059426;1.9864696902;
15.0663247355;0.0404216459;0.0051059671;1.9864744691;
15.0800022993;0.0404218382;0.0051060157;1.9864839111;
15.0868410811;0.0404219345;0.0051060400;1.9864886491;
15.1005186449;0.0404221249;0.0051060882;1.9864980032;
15.1073574267;0.0404222203;0.0051061122;1.9865026977;
15.1210349905;0.0404224089;0.0051061599;1.9865119585;
15.1278737723;0.0404225034;0.0051061837;1.9865166067;
15.1415513361;0.0404226899;0.0051062309;1.9865257690;
15.1483901179;0.0404227834;0.0051062544;1.9865303687;
15.1620676817;0.0404229679;0.0051063011;1.9865394276;
15.1689064635;0.0404230603;0.0051063244;1.9865439764;
15.1825840273;0.0404232426;0.0051063705;1.9865529274;
15.1894228091;0.0404233339;0.0051063935;1.9865574232;
15.2031003729;0.0404235139;0.0051064391;1.9865662620;
15.2099391547;0.0404236041;0.0051064618;1.9865707028;
15.2236167185;0.0404237818;0.0051065068;1.9865794255;
15.2304555003;0.0404238708;0.0051065292;1.9865838095;
15.2441330641;0.0404240461;0.0051065736;1.9865924122;
15.2509718459;0.0404241339;0.0051065956;1.9865967377;
15.2646494097;0.0404243066;0.0051066394;1.9866052171;
15.2714881916;0.0404243932;0.0051066612;1.9866094825;
15.2851657553;0.0404245634;0.0051067043;1.9866178353;
15.2920045372;0.0404246487;0.0051067257;1.9866220392;
15.3056821009;0.0404248163;0.0051067682;1.9866302625;
15.3125208828;0.0404249003;0.0051067893;1.9866344034;
15.3261984465;0.0404250652;0.0051068311;1.9866424945;
15.3330372284;0.0404251479;0.0051068518;1.9866465714;
15.3467147921;0.0404253101;0.0051068929;1.9866545276;
15.3535535740;0.0404253915;0.0051069134;1.9866585394;
15.3672311377;0.0404255508;0.0051069538;1.9866663586;
15.3740699196;0.0404256309;0.0051069738;1.9866703042;
15.3877474833;0.0404257874;0.0051070135;1.9866779844;
15.3945862652;0.0404258661;0.0051070333;1.9866818629;
15.4082638289;0.0404260198;0.0051070723;1.9866894021;
15.4151026108;0.0404260970;0.0051070916;1.9866932129;
15.4287801745;0.0404262478;0.0051071299;1.9867006095;
15.4356189564;0.0404263237;0.0051071489;1.9867043518;
15.4492965201;0.0404264716;0.0051071864;1.9867116043;
15.4561353020;0.0404265460;0.0051072051;1.9867152776;
15.4698128657;0.0404266909;0.0051072419;1.9867223848;
15.4766516476;0.0404267640;0.0051072601;1.9867259885;
15.4903292113;0.0404269059;0.0051072962;1.9867329492;
15.4971679932;0.0404269775;0.0051073141;1.9867364832;
15.5108455569;0.0404271165;0.0051073494;1.9867432964;
15.5176843388;0.0404271866;0.0051073669;1.9867467602;
15.5313619025;0.0404273226;0.0051074015;1.9867534253;
