time;SVarC_SVarC_UPu;SVarC_SVarC_BPu;SVarC_SVarC_QInjPu;SVarC_SVarC_modeHandling_mode;SVarC_SVarC_modeHandling_URefPu;
0.000000;1.000000;0.000000;0.000000;2.000000;1.000000;
10.000000;1.000000;0.000000;0.000000;2.000000;1.000000;
10.000000;0.956639;0.000000;0.000000;2.000000;1.000000;
20.000000;0.956639;0.000000;0.000000;2.000000;1.000000;
20.000000;0.972462;0.562141;0.531607;3.000000;0.977778;
30.000000;0.972462;0.562141;0.531607;3.000000;0.977778;
30.000000;0.939429;1.067800;0.942362;3.000000;0.977778;
40.000000;0.939429;1.067800;0.942362;3.000000;0.977778;
