"time","bus_1041.U","bus_1042.U","bus_4012.U","bus_4032.U","bus_4062.U","line_4032_4044.P1Pu"
0.72,1.012402421899123,1.014497490697192,1.023549600661903,1.048656850988036,1.056021229298796,7.415516972588613
0.7300000000000001,1.012402407762081,1.014497510663437,1.023549611878757,1.048656782781588,1.056021279012195,7.415518814450973
0.74,1.01240239362504,1.01449753062973,1.023549623095611,1.048656714575141,1.056021328725652,7.415520656313035
0.75,1.012402379487999,1.01449755059607,1.023549634312465,1.048656646368694,1.056021378439167,7.415522498174795
0.7600000000000001,1.012402365350957,1.014497570562458,1.02354964552932,1.048656578162247,1.056021428152742,7.415524340036255
0.77,1.012402351213916,1.014497590528893,1.023549656746174,1.048656509955799,1.056021477866376,7.415526181897414
0.7800000000000001,1.012402337076875,1.014497610495376,1.023549667963028,1.048656441749352,1.056021527580068,7.415528023758272
0.79,1.012402322939833,1.014497630461906,1.023549679179882,1.048656373542905,1.056021577293819,7.41552986561883
0.8,1.012402308802792,1.014497650428484,1.023549690396736,1.048656305336458,1.056021627007628,7.415531707479087
0.8100000000000001,1.01240229466575,1.01449767039511,1.02354970161359,1.048656237130011,1.056021676721497,7.415533549339042
0.8200000000000001,1.012402280528709,1.014497690361783,1.023549712830444,1.048656168923564,1.056021726435424,7.415535391198697
0.8300000000000001,1.012402266391668,1.014497710328504,1.023549724047298,1.048656100717117,1.05602177614941,7.415537233058052
0.8400000000000001,1.012402252254627,1.014497730295272,1.023549735264152,1.04865603251067,1.056021825863455,7.415539074917104
0.8500000000000001,1.012402238117585,1.014497750262088,1.023549746481007,1.048655964304223,1.056021875577559,7.415540916775857
0.8600000000000001,1.012402223980544,1.014497770228951,1.023549757697861,1.048655896097776,1.056021925291721,7.415542758634309
0.87,1.012402209843503,1.014497790195861,1.023549768914715,1.048655827891329,1.056021975005942,7.415544600492461
0.8800000000000001,1.012402195706461,1.01449781016282,1.023549780131569,1.048655759684882,1.056022024720222,7.415546442350309
0.89,1.01240218156942,1.014497830129826,1.023549791348423,1.048655691478435,1.056022074434561,7.41554828420786
0.9000000000000001,1.012402167432378,1.014497850096879,1.023549802565277,1.048655623271988,1.056022124148958,7.415550126065108
0.91,1.012402153295337,1.01449787006398,1.023549813782131,1.048655555065541,1.056022173863415,7.415551967922056
0.92,1.012402139158296,1.014497890031129,1.023549824998985,1.048655486859094,1.05602222357793,7.415553809778704
0.93,1.012402125021254,1.014497909998324,1.02354983621584,1.048655418652648,1.056022273292503,7.415555651635049
0.9400000000000001,1.012402110884213,1.014497929965568,1.023549847432694,1.048655350446201,1.056022323007136,7.415557493491095
0.9500000000000001,1.012402096747172,1.014497949932859,1.023549858649548,1.048655282239754,1.056022372721827,7.41555933534684
0.9600000000000001,1.012402082610131,1.014497969900198,1.023549869866402,1.048655214033307,1.056022422436578,7.415561177202283
0.97,1.012402068473089,1.014497989867584,1.023549881083256,1.04865514582686,1.056022472151386,7.415563019057426
0.9800000000000001,1.012402054336048,1.014498009835018,1.02354989230011,1.048655077620414,1.056022521866254,7.415564860912268
0.99,1.012402040199006,1.014498029802499,1.023549903516964,1.048655009413967,1.05602257158118,7.41556670276681
1,1.012402026061965,1.014498049770028,1.023549914733818,1.048654941207521,1.056022621296166,7.415568544621051
1.000001000000533,1.012402026060551,1.014498049772025,1.02354991473494,1.0486549412007,1.056022621301137,7.415568544805236
1.000001000000533,0.8776434804967627,0.9399848067930995,0.9720598973077232,0.7403721259709282,0.9813030159291996,3.321432608879917
1.002340342910306,0.8750535391675599,0.9380678947377531,0.9714330583304689,0.738611743615438,0.9794586476465914,3.317476956332118
1.002340342910306,0.8750535261282461,0.9380678947377531,0.9714330583304689,0.738611743615438,0.9794586476465914,3.317476956332118
1.01,0.8673168736323187,0.9323437709953399,0.9696668917984291,0.7334039150071643,0.9739673887271432,3.306695914507271
1.013611680790518,0.8642176760857461,0.9300395154668932,0.9690542433468841,0.7313402864101286,0.9717646900253459,3.30345811168301
1.013611680790518,0.8642176632078992,0.9300395154668932,0.9690542433468841,0.7313402864101286,0.9717646900253459,3.30345811168301
1.014051812811234,0.863818885351764,0.929743366561315,0.9689694755310904,0.7310730741104198,0.9714807352580102,3.302987116348187
1.014051812811234,0.8638188724798596,0.929743366561315,0.9689694755310904,0.7310730741104198,0.9714807352580102,3.302987116348187
1.014184339463558,0.8636984438559459,0.929653999713443,0.9689443412688598,0.730992603207401,0.9713952097741262,3.302843234769167
1.014184339463558,0.8636984309858361,0.929653999713443,0.9689443412688598,0.730992603207401,0.9713952097741262,3.302843234769167
1.014690827815856,0.8632413193306995,0.9293147427088475,0.9688495700087142,0.7306873362424027,0.9710705883595663,3.302303923775268
1.014690827815856,0.8632413064674014,0.9293147427088475,0.9688495700087142,0.7306873362424027,0.9710705883595663,3.302303923775268
1.018470812113748,0.859992397124861,0.9269001202349439,0.9682087953861762,0.7285253462364075,0.9687626334043258,3.298834404830453
1.018470812113748,0.8599923843099756,0.9269001202349439,0.9682087953861762,0.7285253462364075,0.9687626334043258,3.298834404830453
1.019302671284727,0.859295659937071,0.9263819566158196,0.9680752544304699,0.7280625931204977,0.9682676039666935,3.298130897554113
1.019302671284727,0.8592956471325679,0.9263819566158196,0.9680752544304699,0.7280625931204977,0.9682676039666935,3.298130897554113
1.02,0.8587183434740094,0.9259525014030332,0.9679662818497272,0.7276795775703753,0.9678574784850148,3.297563831577616
1.021663678305944,0.8573808102754986,0.9249567804032284,0.9677227108497092,0.7267941432678324,0.9669071649916448,3.296350805676705
1.021663678305944,0.857380797499529,0.9249567804032284,0.9677227108497092,0.7267941432678324,0.9669071649916448,3.296350805676705
1.03,0.8512897503784971,0.9204141621768204,0.9667519015691172,0.7227896274036509,0.9625788535925225,3.292415744359753
1.034330060197782,0.8486697516689459,0.9184571391427113,0.9664590307703496,0.7210863724161054,0.9607171508293578,3.292310231163164
1.034330060197782,0.8486697390227811,0.9184571391427113,0.9664590307703496,0.7210863724161054,0.9607171508293578,3.292310231163164
1.04,0.845228319606139,0.9158872662281435,0.9660733417066578,0.7188499931314054,0.9582723015895293,3.292066204173823
1.041294786470638,0.8445386277225505,0.9153724220812145,0.9660210554023945,0.7184047308488061,0.9577825506412304,3.292352356309554
1.041294786470638,0.8445386151379443,0.9153724220812145,0.9660210554023945,0.7184047308488061,0.9577825506412304,3.292352356309554
1.043491017149689,0.8433124155843168,0.9144569311531234,0.9659122902654819,0.7176117390517929,0.9569117969727506,3.292624081871221
1.043491017149689,0.8433124030179826,0.9144569311531234,0.9659122902654819,0.7176117390517929,0.9569117969727506,3.292624081871221
1.045894412195173,0.8420322469231726,0.9135014355600188,0.965816407653177,0.7167859624274343,0.956003016442565,3.293134755772219
1.045894412195173,0.8420322343759143,0.9135014355600188,0.965816407653177,0.7167859624274343,0.956003016442565,3.293134755772219
1.05,0.8399835596142797,0.9119732506902638,0.9657023563222673,0.7154683829944981,0.9545489912127263,3.294483899202234
1.0534350827945,0.8384484197351986,0.9108301910745628,0.9656687458130996,0.7144847740893361,0.9534598607892592,3.296235500729755
1.0534350827945,0.8384484072413435,0.9108301910745628,0.9656687458130996,0.7144847740893361,0.9534598607892592,3.296235500729755
1.055067937171192,0.8377239042607987,0.910290887909776,0.9656546987251431,0.7140207684828086,0.9529459262233388,3.29707899411642
1.055067937171192,0.8377238917777398,0.910290887909776,0.9656546987251431,0.7140207684828086,0.9529459262233388,3.29707899411642
1.059761984246257,0.8357977009717192,0.9088604202746793,0.9656667723715238,0.7127874300608348,0.9515803910266147,3.300011887882953
1.059761984246257,0.835797688517363,0.9088604202746793,0.9656667723715238,0.7127874300608348,0.9515803910266147,3.300011887882953
1.06,0.8357033855139498,0.9087904613256624,0.9656684702428735,0.7127270275074916,0.9515135395109819,3.300170988699764
1.065538894346812,0.8337030656341085,0.907313166477119,0.9657692102914072,0.7114411704942699,0.9500974476697681,3.304471018862314
1.065538894346812,0.8337030532109647,0.907313166477119,0.9657692102914072,0.7114411704942699,0.9500974476697681,3.304471018862314
1.07,0.8322437081340576,0.9062414917622239,0.9658961153767064,0.7104978503370453,0.9490657814149976,3.308380131260666
1.072555010846032,0.8315199554829544,0.9057155521473803,0.9660005594745054,0.7100241269267344,0.9485553377596188,3.310952842657331
1.072555010846032,0.8315199430923416,0.9057155521473803,0.9660005594745054,0.7100241269267344,0.9485553377596188,3.310952842657331
1.08,0.8295605345990236,0.9043038222277644,0.9663470021857203,0.7087289420483892,0.9471787763074706,3.318877040739856
1.09,0.8277158756124378,0.9030470931736985,0.9670075422808089,0.7074223421896,0.9459097004093923,3.331847561579743
1.094362886196904,0.8271743836744785,0.9027166920963312,0.9673516911099398,0.7069898375417558,0.9455515991718676,3.338274368165869
1.094362886196904,0.8271743713486197,0.9027166920963312,0.9673516911099398,0.7069898375417558,0.9455515991718676,3.338274368165869
1.095160584448025,0.8270443987454814,0.902630141251584,0.9674079459263132,0.7068961222870472,0.9454625592857896,3.339365789123647
1.095160584448025,0.8270443864215595,0.902630141251584,0.9674079459263132,0.7068961222870472,0.9454625592857896,3.339365789123647
1.096174528548345,0.826882510018463,0.9025236896014491,0.9674805794029031,0.7067769194698903,0.9453527917991692,3.340746883394085
1.096174528548345,0.8268824976969534,0.9025236896014491,0.9674805794029031,0.7067769194698903,0.9453527917991692,3.340746883394085
1.1,0.8263240528823298,0.902167329126202,0.9677670011320066,0.7063550792751701,0.9449797926310243,3.34612358232287
1.10000105000054,0.8263239061344045,0.9021672370059273,0.9677670812735448,0.7063549669799019,0.9449796954242252,3.34612507868234
1.10000105000054,0.9265818689885779,0.9566129166340088,1.021164891685828,0.9932049720517335,1.002536786928409,-3.343770987831618e-79
1.100637260196393,0.9270918714553648,0.9569885507792993,1.021397992002025,0.9936383452326252,1.002906272871807,-7.109575797131369e-22
1.100637260196393,0.9270918852701102,0.9569885507792993,1.021397992002025,0.9936383452326252,1.002906272871807,-7.109575797131369e-22
1.102134496868444,0.9282590274065537,0.9578575022004844,1.0219400075051,0.994637190229256,1.00376168153642,0
1.102134496868444,0.9282590412386912,0.9578575022004844,1.0219400075051,0.994637190229256,1.00376168153642,0
1.102134721239886,0.928259200424346,0.957857631217195,1.02194008797947,0.9946373381560402,1.003761808514492,0
1.102134721239886,0.9282592142564859,0.957857631217195,1.02194008797947,0.9946373381560402,1.003761808514492,0
1.106919448396651,0.9318275660816819,0.9605323707745476,1.023602124905491,0.9976766906101459,1.006392077203704,0
1.106919448396651,0.9318275799669947,0.9605323707745476,1.023602124905491,0.9976766906101459,1.006392077203704,0
1.11,0.9339863385387808,0.9621669527355521,1.024605288802697,0.9995004162756633,1.007997120165057,-2.671997873707968e-20
1.113956393593498,0.9365743782502121,0.9641494889908372,1.025794144866305,1.001662827337219,1.009940772781641,-5.526464272918176e-25
1.113956393593498,0.9365743922062578,0.9641494889908372,1.025794144866305,1.001662827337219,1.009940772781641,-5.526464272918176e-25
1.119234619678676,0.9398778292450537,0.9666996002102364,1.027297914991835,1.004402882905017,1.012439133675264,0
1.119234619678676,0.9398778432503248,0.9666996002102364,1.027297914991835,1.004402882905017,1.012439133675264,0
1.12,0.9403444757203158,0.9670615119904867,1.027509064007651,1.004788204305022,1.012793533166784,0
1.12034332464053,0.9405510278606558,0.9672220789202249,1.027602241845089,1.004958334408873,1.012950740936526,0
1.12034332464053,0.9405510418759583,0.9672220789202249,1.027602241845089,1.004958334408873,1.012950740936526,0
1.127412953890873,0.9445613329450002,0.9703720123566371,1.029382121368293,1.008224688314582,1.016030355050758,0
1.127412953890873,0.9445613470200609,0.9703720123566371,1.029382121368293,1.008224688314582,1.016030355050758,0
1.13,0.9459662636799169,0.971484260166109,1.029997551343941,1.009359302517332,1.017116723610796,0
1.132376061671589,0.9472035050043935,0.9724711640148109,1.030532147376159,1.010349508033281,1.018079597822188,0
1.132376061671589,0.9472035191188256,0.9724711640148109,1.030532147376159,1.010349508033281,1.018079597822188,0
1.134058413077615,0.9480695038367369,0.9731633868897417,1.030904940634189,1.011040945632811,1.018754840461472,-2.56332426965157e-21
1.134058413077615,0.9480695179640735,0.9731633868897417,1.030904940634189,1.011040945632811,1.018754840461472,-2.56332426965157e-21
1.136146017229368,0.9491180645430992,0.9740052617470457,1.031352418894581,1.011873547122702,1.019575497872629,0
1.136146017229368,0.9491180786860605,0.9740052617470457,1.031352418894581,1.011873547122702,1.019575497872629,0
1.138207304233215,0.9501296862269231,0.9748208944354685,1.031780435970638,1.012672571547459,1.020370037384411,1.300083974483963e-20
1.138207304233215,0.9501297003849587,0.9748208944354685,1.031780435970638,1.012672571547459,1.020370037384411,1.300083974483963e-20
1.14,0.9509904337723946,0.975517645262291,1.032141575274159,1.01334891300783,1.021048325650631,0
1.141942160182496,0.9518958571543025,0.9762544567376557,1.032516872732973,1.01405512112117,1.021764866907555,0
1.141942160182496,0.9518958713386561,0.9762544567376557,1.032516872732973,1.01405512112117,1.021764866907555,0
1.15,0.9554270943494706,0.979159893211035,1.033940677173809,1.016763752269631,1.024583830140563,0
1.153759880644253,0.9568922683857779,0.9803902544094046,1.034494905953495,1.017846490136816,1.025770828720356,0
1.153759880644253,0.9568922826445838,0.9803902544094046,1.034494905953495,1.017846490136816,1.025770828720356,0
1.156663652738217,0.9580515149543127,0.9813597359519952,1.034939831008691,1.018710964395764,1.026707580698529,0
1.156663652738217,0.9580515292303928,0.9813597359519952,1.034939831008691,1.018710964395764,1.026707580698529,0
1.16,0.9593347347930946,0.9824402242920944,1.035422448386106,1.019655721760308,1.027749882519033,0
1.166769610073473,0.961721912905685,0.9844810853559763,1.036269821528815,1.021357954341568,1.029708930225294,0
1.166769610073473,0.9617219272364582,0.9844810853559763,1.036269821528815,1.021357954341568,1.029708930225294,0
1.167107656449431,0.9618416138232768,0.9845832677361153,1.036312108217287,1.021443682060317,1.029806985702715,0
1.167107656449431,0.9618416281558337,0.9845832677361153,1.036312108217287,1.021443682060317,1.029806985702715,0
1.167960667025217,0.9621387123764615,0.9848378680006306,1.036416768920254,1.021654560630481,1.03005127264226,5.364506531170148e-22
1.167960667025217,0.9621387267134456,0.9848378680006306,1.036416768920254,1.021654560630481,1.03005127264226,5.364506531170148e-22
1.168954214703831,0.962481156524103,0.985131883311986,1.03653648625232,1.021896619879053,1.030333206240906,0
1.168954214703831,0.9624811708661899,0.985131883311986,1.03653648625232,1.021896619879053,1.030333206240906,0
1.17,0.9628373758417111,0.9854383804042911,1.036659932591093,1.022147220214489,1.030626904183471,-7.794569665530402e-22
1.171830137034752,0.9634448362607925,0.9859634739776459,1.036866206902155,1.022569983799199,1.031129241206858,1.273994219721234e-20
1.171830137034752,0.9634448506172393,0.9859634739776459,1.036866206902155,1.022569983799199,1.031129241206858,1.273994219721234e-20
1.173111870391473,0.9638661209701851,0.9863282850135013,1.037008152426734,1.02286199660146,1.031478041668831,-1.435137438151587e-21
1.173111870391473,0.9638661353329095,0.9863282850135013,1.037008152426734,1.02286199660146,1.031478041668831,-1.435137438151587e-21
1.174601849591932,0.9643479369931582,0.9867467542691916,1.037168364248149,1.023193605687248,1.031877736954752,5.31305297163202e-22
1.174601849591932,0.9643479513630623,0.9867467542691916,1.037168364248149,1.023193605687248,1.031877736954752,5.31305297163202e-22
1.18,0.9660145018716408,0.9882062768614917,1.037700250176938,1.024316852612722,1.03326738139008,0
1.181324028678643,0.9663927342862713,0.988542117178824,1.037811797832397,1.024562109344605,1.033585255275009,0
1.181324028678643,0.9663927486866452,0.988542117178824,1.037811797832397,1.024562109344605,1.033585255275009,0
1.182736419668333,0.9668087951580969,0.9889095522635969,1.037938592117557,1.024836352650491,1.033933911171018,0
1.182736419668333,0.9668088095646706,0.9889095522635969,1.037938592117557,1.024836352650491,1.033933911171018,0
1.19,0.9688213338389033,0.9907067680635496,1.038512895334156,1.026120813221915,1.035631327156559,-1.030216825452117e-20
1.2,0.971201479996984,0.9928903506659833,1.039062439647263,1.027505517222255,1.037665846776101,1.236275457333031e-23
1.206403124758829,0.9725327409504472,0.9941423383534961,1.039296381162738,1.028204130650747,1.038816222765217,5.926815321552321e-23
1.206403124758829,0.9725327554423143,0.9941423383534961,1.039296381162738,1.028204130650747,1.038816222765217,5.926815321552321e-23
1.21,0.9733149373725781,0.994871877319621,1.039448511665761,1.028630978350176,1.039489704173611,-6.152521404576326e-21
1.22,0.9752402838365291,0.9967104590311344,1.039723326766029,1.029573073708192,1.041165508415871,-1.990365299385234e-20
1.226439127809739,0.9762652072306313,0.9977263996663659,1.039772734865694,1.029972918560903,1.042069547337058,-1.715566991153385e-23
1.226439127809739,0.9762652217781165,0.9977263996663659,1.039772734865694,1.029972918560903,1.042069547337058,-1.715566991153385e-23
1.229255186269411,0.9767427915152089,0.9981940412245853,1.03981123070415,1.030176567391361,1.04248884064833,0
1.229255186269411,0.9767428060698107,0.9981940412245853,1.03981123070415,1.030176567391361,1.04248884064833,0
1.23,0.9768663966303124,0.9983156303900025,1.039820025214083,1.030227662341702,1.042597684027569,0
1.24,0.978360342130896,0.9998179500646064,1.039840602928719,1.030754997502665,1.043923401791544,0
1.248561793085355,0.9794013105499854,1.000913758156456,1.039721691981159,1.030980809734873,1.044860065301636,0
1.248561793085355,0.9794013251442022,1.000913758156456,1.039721691981159,1.030980809734873,1.044860065301636,0
1.25,0.9795823877328763,1.001103053783446,1.039704970902901,1.031024948081842,1.04502243317657,-3.382741339846351e-22
1.252287752457675,0.9798555815654696,1.001392031919398,1.039670596179647,1.031080544075269,1.04526879626939,7.339149341540285e-21
1.252287752457675,0.9798555961664556,1.001392031919398,1.039670596179647,1.031080544075269,1.04526879626939,7.339149341540285e-21
1.252680504620631,0.9799024464298514,1.001441624827937,1.039664662953142,1.031090070842752,1.045311053131952,7.853295890479831e-23
1.252680504620631,0.9799024610315357,1.001441624827937,1.039664662953142,1.031090070842752,1.045311053131952,7.853295890479831e-23
1.258497191103471,0.9805484849755792,1.00213721249383,1.039550025518726,1.031185739314646,1.045896721118215,1.67661014318884e-20
1.258497191103471,0.9805484995868903,1.00213721249383,1.039550025518726,1.031185739314646,1.045896721118215,1.67661014318884e-20
1.26,0.9807083766672199,1.002311280654452,1.039516482764298,1.031203893493607,1.046042125867819,0
1.268356706240617,0.9814925603744236,1.003193323158041,1.039272602934697,1.031206903366437,1.046761642705382,0
1.268356706240617,0.9814925749998025,1.003193323158041,1.039272602934697,1.031206903366437,1.046761642705382,0
1.27,0.9816394343356466,1.003360862645815,1.039220655746176,1.03120073918448,1.046896876693409,8.643190874306556e-22
1.270168465461688,0.9816539541768913,1.003377587159928,1.039215047258911,1.031199602074683,1.046910286906958,1.435560852618246e-24
1.270168465461688,0.981653968804675,1.003377587159928,1.039215047258911,1.031199602074683,1.046910286906958,1.435560852618246e-24
1.279454077232006,0.9823773100692931,1.004235757675376,1.038865263733527,1.031066119620321,1.047583316002381,-1.833499513507629e-22
1.279454077232006,0.9823773247078558,1.004235757675376,1.038865263733527,1.031066119620321,1.047583316002381,-1.833499513507629e-22
1.28,0.982417132863086,1.004284004439949,1.038843274371182,1.031055802372532,1.047620551969598,-1.728572798340397e-22
