time;WPP3A_WPP_wT3ACurrentSource_controlMeasurements_PPuSnRef;WPP3A_WPP_wT3ACurrentSource_controlMeasurements_QPuSnRef;WPP3A_WPP_wT3ACurrentSource_controlMeasurements_UPu;InfBus_infiniteBus_PPu;InfBus_infiniteBus_QPu;InfBus_infiniteBus_UPu;WPP3A_WPP_terminal_V_re;WPP3A_WPP_terminal_V_im;WPP3A_WPP_terminal_i_re;WPP3A_WPP_terminal_i_im;
0.015747;0.599944;0.100000;1.000000;0.599944;0.100000;1.000000;1.000000;0.000000;-0.599944;0.100000;
0.015833;0.599944;0.100000;1.000000;0.599944;0.100000;1.000000;1.000000;0.000000;-0.599944;0.100000;
0.015920;0.599944;0.100000;1.000000;0.599944;0.100000;1.000000;1.000000;0.000000;-0.599944;0.100000;
0.016006;0.599944;0.100000;1.000000;0.599944;0.100000;1.000000;1.000000;0.000000;-0.599944;0.100000;
0.016093;0.599943;0.100000;1.000000;0.599943;0.100000;1.000000;1.000000;0.000000;-0.599943;0.100000;
0.016179;0.599943;0.100000;1.000000;0.599943;0.100000;1.000000;1.000000;0.000000;-0.599943;0.100000;
0.016266;0.599943;0.100000;1.000000;0.599943;0.100000;1.000000;1.000000;0.000000;-0.599943;0.100000;
0.016352;0.599943;0.100000;1.000000;0.599943;0.100000;1.000000;1.000000;0.000000;-0.599943;0.100000;
0.016439;0.599943;0.100000;1.000000;0.599943;0.100000;1.000000;1.000000;0.000000;-0.599943;0.100000;
0.016525;0.599942;0.100000;1.000000;0.599942;0.100000;1.000000;1.000000;0.000000;-0.599942;0.100000;
0.016611;0.599942;0.100000;1.000000;0.599942;0.100000;1.000000;1.000000;0.000000;-0.599942;0.100000;
0.016698;0.599942;0.100000;1.000000;0.599942;0.100000;1.000000;1.000000;0.000000;-0.599942;0.100000;
0.016784;0.599942;0.100000;1.000000;0.599942;0.100000;1.000000;1.000000;0.000000;-0.599942;0.100000;
0.016871;0.599942;0.100000;1.000000;0.599942;0.100000;1.000000;1.000000;0.000000;-0.599942;0.100000;
0.016957;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017044;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017130;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017216;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017303;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017389;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.017476;0.599940;0.100000;1.000000;0.599940;0.100000;1.000000;1.000000;0.000000;-0.599940;0.100000;
0.017562;0.599940;0.100000;1.000000;0.599940;0.100000;1.000000;1.000000;0.000000;-0.599940;0.100000;
0.017649;0.599940;0.100000;1.000000;0.599940;0.100000;1.000000;1.000000;0.000000;-0.599940;0.100000;
0.017735;0.599940;0.100000;1.000000;0.599940;0.100000;1.000000;1.000000;0.000000;-0.599940;0.100000;
0.017821;0.599940;0.100000;1.000000;0.599940;0.100000;1.000000;1.000000;0.000000;-0.599940;0.100000;
0.017908;0.599939;0.100000;1.000000;0.599939;0.100000;1.000000;1.000000;0.000000;-0.599939;0.100000;
0.017994;0.599939;0.100000;1.000000;0.599939;0.100000;1.000000;1.000000;0.000000;-0.599939;0.100000;
0.018167;0.599939;0.100000;1.000000;0.599939;0.100000;1.000000;1.000000;0.000000;-0.599939;0.100000;
0.018320;0.599939;0.100000;1.000000;0.599939;0.100000;1.000000;1.000000;0.000000;-0.599939;0.100000;
0.018473;0.599938;0.100000;1.000000;0.599938;0.100000;1.000000;1.000000;0.000000;-0.599938;0.100000;
0.018626;0.599938;0.100000;1.000000;0.599938;0.100000;1.000000;1.000000;0.000000;-0.599938;0.100000;
0.018779;0.599938;0.100000;1.000000;0.599938;0.100000;1.000000;1.000000;0.000000;-0.599938;0.100000;
0.018932;0.599938;0.100000;1.000000;0.599938;0.100000;1.000000;1.000000;0.000000;-0.599938;0.100000;
0.019085;0.599937;0.100000;1.000000;0.599937;0.100000;1.000000;1.000000;0.000000;-0.599937;0.100000;
0.019238;0.599937;0.100000;1.000000;0.599937;0.100000;1.000000;1.000000;0.000000;-0.599937;0.100000;
0.019391;0.599937;0.100000;1.000000;0.599937;0.100000;1.000000;1.000000;0.000000;-0.599937;0.100000;
0.019544;0.599937;0.100000;1.000000;0.599937;0.100000;1.000000;1.000000;0.000000;-0.599937;0.100000;
0.019697;0.599936;0.100000;1.000000;0.599936;0.100000;1.000000;1.000000;0.000000;-0.599936;0.100000;
0.019849;0.599936;0.100000;1.000000;0.599936;0.100000;1.000000;1.000000;0.000000;-0.599936;0.100000;
0.020002;0.599936;0.100000;1.000000;0.599936;0.100000;1.000000;1.000000;0.000000;-0.599936;0.100000;
0.020155;0.599936;0.100000;1.000000;0.599936;0.100000;1.000000;1.000000;0.000000;-0.599936;0.100000;
0.020308;0.599935;0.100000;1.000000;0.599935;0.100000;1.000000;1.000000;0.000000;-0.599935;0.100000;
0.020461;0.599935;0.100000;1.000000;0.599935;0.100000;1.000000;1.000000;0.000000;-0.599935;0.100000;
0.020614;0.599935;0.100000;1.000000;0.599935;0.100000;1.000000;1.000000;0.000000;-0.599935;0.100000;
0.020767;0.599935;0.100000;1.000000;0.599935;0.100000;1.000000;1.000000;0.000000;-0.599935;0.100000;
0.020920;0.599934;0.100000;1.000000;0.599934;0.100000;1.000000;1.000000;0.000000;-0.599934;0.100000;
0.021073;0.599934;0.100000;1.000000;0.599934;0.100000;1.000000;1.000000;0.000000;-0.599934;0.100000;
0.021226;0.599934;0.100000;1.000000;0.599934;0.100000;1.000000;1.000000;0.000000;-0.599934;0.100000;
0.021379;0.599934;0.100000;1.000000;0.599934;0.100000;1.000000;1.000000;0.000000;-0.599934;0.100000;
0.021532;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.021685;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.021838;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.021991;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.022143;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.022296;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.022449;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.022602;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.022755;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.022908;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.023061;0.599932;0.100000;1.000000;0.599932;0.100000;1.000000;1.000000;0.000000;-0.599932;0.100000;
0.023214;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.023367;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.023520;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.023673;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.023826;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.024132;0.599930;0.100000;1.000000;0.599930;0.100000;1.000000;1.000000;0.000000;-0.599930;0.100000;
0.024407;0.599930;0.100000;1.000000;0.599930;0.100000;1.000000;1.000000;0.000000;-0.599930;0.100000;
0.024682;0.599930;0.100000;1.000000;0.599930;0.100000;1.000000;1.000000;0.000000;-0.599930;0.100000;
0.024957;0.599930;0.100000;1.000000;0.599930;0.100000;1.000000;1.000000;0.000000;-0.599930;0.100000;
0.025233;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.025508;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.025783;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.026059;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.026334;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.026609;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.026884;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.027160;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.027435;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.027710;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.027986;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.028261;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.028536;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.028811;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.029087;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.029362;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.029637;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.029913;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.030463;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.030959;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.031454;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.031950;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.032445;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.032941;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.033436;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.033932;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.034427;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.034923;0.599926;0.100000;1.000000;0.599926;0.100000;1.000000;1.000000;0.000000;-0.599926;0.100000;
0.035418;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.035914;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.036905;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.037797;0.599927;0.100000;1.000000;0.599927;0.100000;1.000000;1.000000;0.000000;-0.599927;0.100000;
0.038689;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.039581;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.040473;0.599928;0.100000;1.000000;0.599928;0.100000;1.000000;1.000000;0.000000;-0.599928;0.100000;
0.041364;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.042256;0.599929;0.100000;1.000000;0.599929;0.100000;1.000000;1.000000;0.000000;-0.599929;0.100000;
0.043148;0.599930;0.100000;1.000000;0.599930;0.100000;1.000000;1.000000;0.000000;-0.599930;0.100000;
0.044932;0.599931;0.100000;1.000000;0.599931;0.100000;1.000000;1.000000;0.000000;-0.599931;0.100000;
0.046716;0.599933;0.100000;1.000000;0.599933;0.100000;1.000000;1.000000;0.000000;-0.599933;0.100000;
0.048500;0.599934;0.100000;1.000000;0.599934;0.100000;1.000000;1.000000;0.000000;-0.599934;0.100000;
0.050284;0.599936;0.100000;1.000000;0.599936;0.100000;1.000000;1.000000;0.000000;-0.599936;0.100000;
0.052067;0.599937;0.100000;1.000000;0.599937;0.100000;1.000000;1.000000;0.000000;-0.599937;0.100000;
0.055635;0.599941;0.100000;1.000000;0.599941;0.100000;1.000000;1.000000;0.000000;-0.599941;0.100000;
0.059203;0.599944;0.100000;1.000000;0.599944;0.100000;1.000000;1.000000;0.000000;-0.599944;0.100000;
0.062771;0.599948;0.100000;1.000000;0.599948;0.100000;1.000000;1.000000;0.000000;-0.599948;0.100000;
0.069906;0.599954;0.100000;1.000000;0.599954;0.100000;1.000000;1.000000;0.000000;-0.599954;0.100000;
0.077041;0.599960;0.100000;1.000000;0.599960;0.100000;1.000000;1.000000;0.000000;-0.599960;0.100000;
0.091312;0.599967;0.100000;1.000000;0.599967;0.100000;1.000000;1.000000;0.000000;-0.599967;0.100000;
0.105583;0.599970;0.100000;1.000000;0.599970;0.100000;1.000000;1.000000;0.000000;-0.599970;0.100000;
0.134124;0.599971;0.100000;1.000000;0.599971;0.100000;1.000000;1.000000;0.000000;-0.599971;0.100000;
0.162666;0.599970;0.100000;1.000000;0.599970;0.100000;1.000000;1.000000;0.000000;-0.599970;0.100000;
0.219749;0.599969;0.100000;1.000000;0.599969;0.100000;1.000000;1.000000;0.000000;-0.599969;0.100000;
0.333915;0.599971;0.100000;1.000000;0.599971;0.100000;1.000000;1.000000;0.000000;-0.599971;0.100000;
0.448080;0.599974;0.100000;1.000000;0.599974;0.100000;1.000000;1.000000;0.000000;-0.599974;0.100000;
0.575000;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575008;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575023;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575053;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575114;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575235;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575477;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.575962;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.576932;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.578871;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.582749;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.590505;0.599977;0.100000;1.000000;0.599977;0.100000;1.000000;1.000000;0.000000;-0.599977;0.100000;
0.606017;0.599978;0.100000;1.000000;0.599978;0.100000;1.000000;1.000000;0.000000;-0.599978;0.100000;
0.637041;0.599978;0.100000;1.000000;0.599978;0.100000;1.000000;1.000000;0.000000;-0.599978;0.100000;
0.699090;0.599980;0.100000;1.000000;0.599980;0.100000;1.000000;1.000000;0.000000;-0.599980;0.100000;
0.823188;0.599983;0.100000;1.000000;0.599983;0.100000;1.000000;1.000000;0.000000;-0.599983;0.100000;
1.000000;0.599986;0.100000;1.000000;0.599986;0.100000;1.000000;1.000000;0.000000;-0.599986;0.100000;
1.000000;0.119997;0.420000;0.200000;0.119997;0.420000;0.200000;0.200000;0.000000;-0.599986;2.100000;
1.000000;0.119997;0.420000;0.200000;0.119997;0.420000;0.200000;0.200000;0.000000;-0.599986;2.099998;
1.000000;0.119997;0.419999;0.200000;0.119997;0.419999;0.200000;0.200000;0.000000;-0.599986;2.099993;
1.000000;0.119997;0.419997;0.200000;0.119997;0.419997;0.200000;0.200000;0.000000;-0.599986;2.099984;
1.000000;0.119997;0.419993;0.200000;0.119997;0.419993;0.200000;0.200000;0.000000;-0.599986;2.099966;
1.000001;0.119997;0.419986;0.200000;0.119997;0.419986;0.200000;0.200000;0.000000;-0.599986;2.099929;
1.000002;0.119997;0.419971;0.200000;0.119997;0.419971;0.200000;0.200000;0.000000;-0.599986;2.099856;
1.000003;0.119997;0.419942;0.200000;0.119997;0.419942;0.200000;0.200000;0.000000;-0.599986;2.099710;
1.000007;0.119997;0.419883;0.200000;0.119997;0.419883;0.200000;0.200000;0.000000;-0.599986;2.099417;
1.000009;0.119997;0.419854;0.200000;0.119997;0.419854;0.200000;0.200000;0.000000;-0.599986;2.099271;
1.000011;0.119997;0.419825;0.200000;0.119997;0.419825;0.200000;0.200000;0.000000;-0.599985;2.099124;
1.000014;0.119997;0.419766;0.200000;0.119997;0.419766;0.200000;0.200000;0.000000;-0.599984;2.098832;
1.000018;0.119997;0.419708;0.200000;0.119997;0.419708;0.200000;0.200000;0.000000;-0.599984;2.098539;
1.000022;0.119996;0.419649;0.200000;0.119996;0.419649;0.200000;0.200000;0.000000;-0.599982;2.098247;
1.000025;0.119996;0.419591;0.200000;0.119996;0.419591;0.200000;0.200000;0.000000;-0.599981;2.097954;
1.000029;0.119996;0.419532;0.200000;0.119996;0.419532;0.200000;0.200000;0.000000;-0.599980;2.097661;
1.000033;0.119996;0.419474;0.200000;0.119996;0.419474;0.200000;0.200000;0.000000;-0.599978;2.097369;
1.000036;0.119995;0.419415;0.200000;0.119995;0.419415;0.200000;0.200000;0.000000;-0.599976;2.097076;
1.000040;0.119995;0.419357;0.200000;0.119995;0.419357;0.200000;0.200000;0.000000;-0.599974;2.096783;
1.000044;0.119994;0.419298;0.200000;0.119994;0.419298;0.200000;0.200000;0.000000;-0.599972;2.096490;
1.000047;0.119994;0.419240;0.200000;0.119994;0.419240;0.200000;0.200000;0.000000;-0.599969;2.096198;
1.000051;0.119993;0.419181;0.200000;0.119993;0.419181;0.200000;0.200000;0.000000;-0.599967;2.095905;
1.000055;0.119993;0.419122;0.200000;0.119993;0.419122;0.200000;0.200000;0.000000;-0.599964;2.095612;
1.000058;0.119992;0.419064;0.200000;0.119992;0.419064;0.200000;0.200000;0.000000;-0.599961;2.095320;
1.000062;0.119992;0.419005;0.200000;0.119992;0.419005;0.200000;0.200000;0.000000;-0.599958;2.095027;
1.000066;0.119991;0.418947;0.200000;0.119991;0.418947;0.200000;0.200000;0.000000;-0.599954;2.094734;
1.000069;0.119990;0.418888;0.200000;0.119990;0.418888;0.200000;0.200000;0.000000;-0.599951;2.094441;
1.000073;0.119989;0.418830;0.200000;0.119989;0.418830;0.200000;0.200000;0.000000;-0.599947;2.094148;
1.000077;0.119989;0.418771;0.200000;0.119989;0.418771;0.200000;0.200000;0.000000;-0.599943;2.093856;
1.000080;0.119988;0.418713;0.200000;0.119988;0.418713;0.200000;0.200000;0.000000;-0.599939;2.093563;
1.000084;0.119987;0.418654;0.200000;0.119987;0.418654;0.200000;0.200000;0.000000;-0.599935;2.093270;
1.000088;0.119986;0.418595;0.200000;0.119986;0.418595;0.200000;0.200000;0.000000;-0.599931;2.092977;
1.000091;0.119985;0.418537;0.200000;0.119985;0.418537;0.200000;0.200000;0.000000;-0.599926;2.092684;
1.000095;0.119984;0.418478;0.200000;0.119984;0.418478;0.200000;0.200000;0.000000;-0.599921;2.092391;
1.000099;0.119983;0.418420;0.200000;0.119983;0.418420;0.200000;0.200000;0.000000;-0.599916;2.092099;
1.000102;0.119982;0.418361;0.200000;0.119982;0.418361;0.200000;0.200000;0.000000;-0.599911;2.091806;
1.000106;0.119981;0.418303;0.200000;0.119981;0.418303;0.200000;0.200000;0.000000;-0.599906;2.091513;
1.000113;0.119979;0.418185;0.200000;0.119979;0.418185;0.200000;0.200000;0.000000;-0.599895;2.090927;
1.000120;0.119977;0.418081;0.200000;0.119977;0.418081;0.200000;0.200000;0.000000;-0.599884;2.090403;
1.000126;0.119975;0.417976;0.200000;0.119975;0.417976;0.200000;0.200000;0.000000;-0.599873;2.089879;
1.000133;0.119972;0.417871;0.200000;0.119972;0.417871;0.200000;0.200000;0.000000;-0.599862;2.089354;
1.000139;0.119970;0.417766;0.200000;0.119970;0.417766;0.200000;0.200000;0.000000;-0.599849;2.088830;
1.000146;0.119967;0.417661;0.200000;0.119967;0.417661;0.200000;0.200000;0.000000;-0.599837;2.088306;
1.000152;0.119965;0.417556;0.200000;0.119965;0.417556;0.200000;0.200000;0.000000;-0.599823;2.087782;
1.000159;0.119962;0.417451;0.200000;0.119962;0.417451;0.200000;0.200000;0.000000;-0.599810;2.087257;
1.000166;0.119959;0.417347;0.200000;0.119959;0.417347;0.200000;0.200000;0.000000;-0.599796;2.086733;
1.000172;0.119956;0.417242;0.200000;0.119956;0.417242;0.200000;0.200000;0.000000;-0.599781;2.086209;
1.000179;0.119953;0.417137;0.200000;0.119953;0.417137;0.200000;0.200000;0.000000;-0.599766;2.085684;
1.000185;0.119950;0.417032;0.200000;0.119950;0.417032;0.200000;0.200000;0.000000;-0.599750;2.085160;
1.000192;0.119947;0.416927;0.200000;0.119947;0.416927;0.200000;0.200000;0.000000;-0.599734;2.084635;
1.000198;0.119943;0.416822;0.200000;0.119943;0.416822;0.200000;0.200000;0.000000;-0.599717;2.084111;
1.000205;0.119940;0.416717;0.200000;0.119940;0.416717;0.200000;0.200000;0.000000;-0.599700;2.083586;
1.000211;0.119936;0.416612;0.200000;0.119936;0.416612;0.200000;0.200000;0.000000;-0.599682;2.083062;
1.000218;0.119933;0.416507;0.200000;0.119933;0.416507;0.200000;0.200000;0.000000;-0.599664;2.082537;
1.000224;0.119929;0.416402;0.200000;0.119929;0.416402;0.200000;0.200000;0.000000;-0.599645;2.082012;
1.000231;0.119925;0.416298;0.200000;0.119925;0.416298;0.200000;0.200000;0.000000;-0.599626;2.081488;
1.000237;0.119921;0.416193;0.200000;0.119921;0.416193;0.200000;0.200000;0.000000;-0.599606;2.080963;
1.000244;0.119917;0.416088;0.200000;0.119917;0.416088;0.200000;0.200000;0.000000;-0.599586;2.080438;
1.000251;0.119913;0.415983;0.200000;0.119913;0.415983;0.200000;0.200000;0.000000;-0.599565;2.079914;
1.000257;0.119909;0.415878;0.200000;0.119909;0.415878;0.200000;0.200000;0.000000;-0.599544;2.079389;
1.000264;0.119905;0.415773;0.200000;0.119905;0.415773;0.200000;0.200000;0.000000;-0.599523;2.078864;
1.000270;0.119900;0.415668;0.200000;0.119900;0.415668;0.200000;0.200000;0.000000;-0.599501;2.078339;
1.000277;0.119896;0.415563;0.200000;0.119896;0.415563;0.200000;0.200000;0.000000;-0.599478;2.077814;
1.000283;0.119891;0.415458;0.200000;0.119891;0.415458;0.200000;0.200000;0.000000;-0.599456;2.077289;
1.000290;0.119886;0.415353;0.200000;0.119886;0.415353;0.200000;0.200000;0.000000;-0.599432;2.076764;
1.000296;0.119882;0.415248;0.200000;0.119882;0.415248;0.200000;0.200000;0.000000;-0.599409;2.076240;
1.000303;0.119877;0.415143;0.200000;0.119877;0.415143;0.200000;0.200000;0.000000;-0.599384;2.075715;
1.000309;0.119872;0.415038;0.200000;0.119872;0.415038;0.200000;0.200000;0.000000;-0.599360;2.075190;
1.000316;0.119867;0.414933;0.200000;0.119867;0.414933;0.200000;0.200000;0.000000;-0.599335;2.074665;
1.000323;0.119862;0.414828;0.200000;0.119862;0.414828;0.200000;0.200000;0.000000;-0.599309;2.074140;
1.000329;0.119857;0.414723;0.200000;0.119857;0.414723;0.200000;0.200000;0.000000;-0.599283;2.073614;
1.000336;0.119851;0.414618;0.200000;0.119851;0.414618;0.200000;0.200000;0.000000;-0.599257;2.073089;
1.000342;0.119846;0.414513;0.200000;0.119846;0.414513;0.200000;0.200000;0.000000;-0.599230;2.072564;
1.000349;0.119841;0.414408;0.200000;0.119841;0.414408;0.200000;0.200000;0.000000;-0.599203;2.072039;
1.000355;0.119835;0.414303;0.200000;0.119835;0.414303;0.200000;0.200000;0.000000;-0.599175;2.071514;
1.000362;0.119829;0.414198;0.200000;0.119829;0.414198;0.200000;0.200000;0.000000;-0.599147;2.070989;
1.000368;0.119824;0.414093;0.200000;0.119824;0.414093;0.200000;0.200000;0.000000;-0.599119;2.070463;
1.000375;0.119818;0.413988;0.200000;0.119818;0.413988;0.200000;0.200000;0.000000;-0.599090;2.069938;
1.000381;0.119812;0.413883;0.200000;0.119812;0.413883;0.200000;0.200000;0.000000;-0.599061;2.069413;
1.000388;0.119806;0.413778;0.200000;0.119806;0.413778;0.200000;0.200000;0.000000;-0.599031;2.068888;
1.000395;0.119800;0.413672;0.200000;0.119800;0.413672;0.200000;0.200000;0.000000;-0.599001;2.068362;
1.000401;0.119794;0.413567;0.200000;0.119794;0.413567;0.200000;0.200000;0.000000;-0.598971;2.067837;
1.000408;0.119788;0.413462;0.200000;0.119788;0.413462;0.200000;0.200000;0.000000;-0.598940;2.067312;
1.000414;0.119782;0.413357;0.200000;0.119782;0.413357;0.200000;0.200000;0.000000;-0.598909;2.066786;
1.000421;0.119775;0.413252;0.200000;0.119775;0.413252;0.200000;0.200000;0.000000;-0.598877;2.066261;
1.000427;0.119769;0.413147;0.200000;0.119769;0.413147;0.200000;0.200000;0.000000;-0.598845;2.065735;
1.000434;0.119763;0.413042;0.200000;0.119763;0.413042;0.200000;0.200000;0.000000;-0.598813;2.065210;
1.000440;0.119756;0.412937;0.200000;0.119756;0.412937;0.200000;0.200000;0.000000;-0.598780;2.064684;
1.000447;0.119749;0.412832;0.200000;0.119749;0.412832;0.200000;0.200000;0.000000;-0.598747;2.064159;
1.000453;0.119743;0.412727;0.200000;0.119743;0.412727;0.200000;0.200000;0.000000;-0.598714;2.063633;
1.000460;0.119736;0.412622;0.200000;0.119736;0.412622;0.200000;0.200000;0.000000;-0.598680;2.063108;
1.000467;0.119729;0.412516;0.200000;0.119729;0.412516;0.200000;0.200000;0.000000;-0.598646;2.062582;
1.000473;0.119722;0.412411;0.200000;0.119722;0.412411;0.200000;0.200000;0.000000;-0.598611;2.062057;
1.000480;0.119715;0.412306;0.200000;0.119715;0.412306;0.200000;0.200000;0.000000;-0.598576;2.061531;
1.000486;0.119708;0.412201;0.200000;0.119708;0.412201;0.200000;0.200000;0.000000;-0.598541;2.061005;
1.000493;0.119701;0.412096;0.200000;0.119701;0.412096;0.200000;0.200000;0.000000;-0.598506;2.060480;
1.000499;0.119694;0.411991;0.200000;0.119694;0.411991;0.200000;0.200000;0.000000;-0.598470;2.059954;
1.000506;0.119687;0.411886;0.200000;0.119687;0.411886;0.200000;0.200000;0.000000;-0.598433;2.059428;
1.000512;0.119679;0.411780;0.200000;0.119679;0.411780;0.200000;0.200000;0.000000;-0.598397;2.058902;
1.000519;0.119672;0.411675;0.200000;0.119672;0.411675;0.200000;0.200000;0.000000;-0.598360;2.058377;
