time;Converter_Converter_gridMeasurement_QMeasPu;Converter_Converter_gridMeasurement_UMeasPu;Converter_Converter_gridMeasurement_PMeasPu;Converter_Converter_qCmdPu;Converter_Converter_uCmdPu;Converter_Converter_pCmdPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_PInjPu;Converter_Converter_injectorCurrentSource_currentSourceIEC63406_QInjPu;
1.142958;-0.000018;1.000062;0.899383;0.000000;1.000000;0.800000;0.918129;0.119902;
1.143089;-0.000018;1.000062;0.899314;0.000000;1.000000;0.800000;0.918061;0.119885;
1.143155;-0.000018;1.000062;0.899280;0.000000;1.000000;0.800000;0.918027;0.119876;
1.143286;-0.000018;1.000062;0.899211;0.000000;1.000000;0.800000;0.917958;0.119859;
1.143352;-0.000018;1.000062;0.899177;0.000000;1.000000;0.800000;0.917924;0.119850;
1.143483;-0.000018;1.000062;0.899108;0.000000;1.000000;0.800000;0.917855;0.119833;
1.143549;-0.000017;1.000062;0.899074;0.000000;1.000000;0.800000;0.917821;0.119824;
1.143680;-0.000017;1.000062;0.899005;0.000000;1.000000;0.800000;0.917753;0.119807;
1.143746;-0.000017;1.000062;0.898971;0.000000;1.000000;0.800000;0.917719;0.119798;
1.143877;-0.000017;1.000062;0.898903;0.000000;1.000000;0.800000;0.917650;0.119781;
1.143943;-0.000017;1.000062;0.898868;0.000000;1.000000;0.800000;0.917616;0.119773;
1.144074;-0.000017;1.000062;0.898800;0.000000;1.000000;0.800000;0.917548;0.119755;
1.144140;-0.000017;1.000062;0.898766;0.000000;1.000000;0.800000;0.917514;0.119747;
1.144271;-0.000017;1.000062;0.898698;0.000000;1.000000;0.800000;0.917446;0.119730;
1.144337;-0.000016;1.000062;0.898663;0.000000;1.000000;0.800000;0.917412;0.119721;
1.144468;-0.000016;1.000062;0.898595;0.000000;1.000000;0.800000;0.917343;0.119704;
1.144534;-0.000016;1.000062;0.898561;0.000000;1.000000;0.800000;0.917309;0.119696;
1.144665;-0.000016;1.000062;0.898493;0.000000;1.000000;0.800000;0.917241;0.119678;
1.144731;-0.000016;1.000062;0.898459;0.000000;1.000000;0.800000;0.917207;0.119670;
1.144863;-0.000016;1.000062;0.898391;0.000000;1.000000;0.800000;0.917139;0.119653;
1.144928;-0.000016;1.000062;0.898357;0.000000;1.000000;0.800000;0.917105;0.119644;
1.145060;-0.000016;1.000063;0.898289;0.000000;1.000000;0.800000;0.917038;0.119627;
1.145125;-0.000015;1.000063;0.898255;0.000000;1.000000;0.800000;0.917004;0.119619;
1.145257;-0.000015;1.000063;0.898187;0.000000;1.000000;0.800000;0.916936;0.119602;
1.145322;-0.000015;1.000063;0.898153;0.000000;1.000000;0.800000;0.916902;0.119593;
1.145454;-0.000015;1.000063;0.898085;0.000000;1.000000;0.800000;0.916834;0.119576;
1.145519;-0.000015;1.000063;0.898051;0.000000;1.000000;0.800000;0.916800;0.119568;
1.145651;-0.000015;1.000063;0.897983;0.000000;1.000000;0.800000;0.916733;0.119551;
1.145716;-0.000015;1.000063;0.897949;0.000000;1.000000;0.800000;0.916699;0.119542;
1.145848;-0.000015;1.000063;0.897882;0.000000;1.000000;0.800000;0.916631;0.119525;
1.145913;-0.000014;1.000063;0.897848;0.000000;1.000000;0.800000;0.916597;0.119517;
1.146045;-0.000014;1.000063;0.897780;0.000000;1.000000;0.800000;0.916530;0.119500;
1.146110;-0.000014;1.000063;0.897746;0.000000;1.000000;0.800000;0.916496;0.119491;
1.146242;-0.000014;1.000063;0.897679;0.000000;1.000000;0.800000;0.916429;0.119474;
1.146307;-0.000014;1.000063;0.897645;0.000000;1.000000;0.800000;0.916395;0.119466;
1.146439;-0.000014;1.000063;0.897577;0.000000;1.000000;0.800000;0.916328;0.119449;
1.146504;-0.000014;1.000063;0.897544;0.000000;1.000000;0.800000;0.916294;0.119440;
1.146636;-0.000014;1.000063;0.897476;0.000000;1.000000;0.800000;0.916227;0.119423;
1.146701;-0.000013;1.000063;0.897442;0.000000;1.000000;0.800000;0.916193;0.119415;
1.146833;-0.000013;1.000063;0.897375;0.000000;1.000000;0.800000;0.916126;0.119398;
1.146898;-0.000013;1.000063;0.897341;0.000000;1.000000;0.800000;0.916092;0.119390;
1.147030;-0.000013;1.000063;0.897274;0.000000;1.000000;0.800000;0.916025;0.119373;
1.147095;-0.000013;1.000063;0.897240;0.000000;1.000000;0.800000;0.915991;0.119364;
1.147227;-0.000013;1.000063;0.897173;0.000000;1.000000;0.800000;0.915924;0.119348;
1.147292;-0.000013;1.000063;0.897140;0.000000;1.000000;0.800000;0.915891;0.119339;
1.147424;-0.000012;1.000063;0.897072;0.000000;1.000000;0.800000;0.915824;0.119322;
1.147489;-0.000012;1.000063;0.897039;0.000000;1.000000;0.800000;0.915790;0.119314;
1.147621;-0.000012;1.000063;0.896972;0.000000;1.000000;0.800000;0.915723;0.119297;
1.147686;-0.000012;1.000063;0.896938;0.000000;1.000000;0.800000;0.915690;0.119289;
1.147818;-0.000012;1.000063;0.896871;0.000000;1.000000;0.800000;0.915623;0.119272;
1.147883;-0.000012;1.000063;0.896838;0.000000;1.000000;0.800000;0.915589;0.119264;
1.148015;-0.000012;1.000063;0.896771;0.000000;1.000000;0.800000;0.915522;0.119247;
1.148080;-0.000012;1.000063;0.896737;0.000000;1.000000;0.800000;0.915489;0.119238;
1.148212;-0.000011;1.000064;0.896670;0.000000;1.000000;0.800000;0.915422;0.119222;
1.148277;-0.000011;1.000064;0.896637;0.000000;1.000000;0.800000;0.915389;0.119213;
1.148409;-0.000011;1.000064;0.896570;0.000000;1.000000;0.800000;0.915322;0.119197;
1.148474;-0.000011;1.000064;0.896537;0.000000;1.000000;0.800000;0.915289;0.119188;
1.148606;-0.000011;1.000064;0.896470;0.000000;1.000000;0.800000;0.915222;0.119171;
1.148671;-0.000011;1.000064;0.896437;0.000000;1.000000;0.800000;0.915189;0.119163;
1.148803;-0.000011;1.000064;0.896370;0.000000;1.000000;0.800000;0.915122;0.119146;
1.148868;-0.000011;1.000064;0.896336;0.000000;1.000000;0.800000;0.915089;0.119138;
1.149000;-0.000010;1.000064;0.896270;0.000000;1.000000;0.800000;0.915023;0.119121;
1.149065;-0.000010;1.000064;0.896237;0.000000;1.000000;0.800000;0.914989;0.119113;
1.149197;-0.000010;1.000064;0.896170;0.000000;1.000000;0.800000;0.914923;0.119096;
1.149262;-0.000010;1.000064;0.896137;0.000000;1.000000;0.800000;0.914890;0.119088;
1.149394;-0.000010;1.000064;0.896070;0.000000;1.000000;0.800000;0.914823;0.119071;
1.149459;-0.000010;1.000064;0.896037;0.000000;1.000000;0.800000;0.914790;0.119063;
1.149591;-0.000010;1.000064;0.895971;0.000000;1.000000;0.800000;0.914724;0.119047;
1.149656;-0.000009;1.000064;0.895937;0.000000;1.000000;0.800000;0.914691;0.119038;
1.149788;-0.000009;1.000064;0.895871;0.000000;1.000000;0.800000;0.914625;0.119022;
1.149854;-0.000009;1.000064;0.895838;0.000000;1.000000;0.800000;0.914591;0.119013;
1.149985;-0.000009;1.000064;0.895772;0.000000;1.000000;0.800000;0.914525;0.118997;
1.150051;-0.000009;1.000064;0.895739;0.000000;1.000000;0.800000;0.914492;0.118989;
1.150182;-0.000009;1.000064;0.895672;0.000000;1.000000;0.800000;0.914426;0.118972;
1.150248;-0.000009;1.000064;0.895639;0.000000;1.000000;0.800000;0.914393;0.118964;
1.150379;-0.000008;1.000064;0.895573;0.000000;1.000000;0.800000;0.914327;0.118947;
1.150445;-0.000008;1.000064;0.895540;0.000000;1.000000;0.800000;0.914294;0.118939;
1.150576;-0.000008;1.000064;0.895474;0.000000;1.000000;0.800000;0.914228;0.118922;
1.150642;-0.000008;1.000064;0.895441;0.000000;1.000000;0.800000;0.914195;0.118914;
1.150773;-0.000008;1.000064;0.895375;0.000000;1.000000;0.800000;0.914129;0.118898;
1.150839;-0.000008;1.000064;0.895342;0.000000;1.000000;0.800000;0.914096;0.118889;
1.150970;-0.000008;1.000064;0.895276;0.000000;1.000000;0.800000;0.914031;0.118873;
1.151036;-0.000007;1.000064;0.895243;0.000000;1.000000;0.800000;0.913998;0.118865;
1.151167;-0.000007;1.000064;0.895177;0.000000;1.000000;0.800000;0.913932;0.118848;
1.151233;-0.000007;1.000064;0.895144;0.000000;1.000000;0.800000;0.913899;0.118840;
1.151364;-0.000007;1.000065;0.895078;0.000000;1.000000;0.800000;0.913834;0.118824;
1.151430;-0.000007;1.000065;0.895046;0.000000;1.000000;0.800000;0.913801;0.118815;
1.151561;-0.000007;1.000065;0.894980;0.000000;1.000000;0.800000;0.913735;0.118799;
1.151627;-0.000007;1.000065;0.894947;0.000000;1.000000;0.800000;0.913702;0.118791;
1.151758;-0.000006;1.000065;0.894881;0.000000;1.000000;0.800000;0.913637;0.118774;
1.151824;-0.000006;1.000065;0.894849;0.000000;1.000000;0.800000;0.913604;0.118766;
1.151955;-0.000006;1.000065;0.894783;0.000000;1.000000;0.800000;0.913539;0.118750;
1.152021;-0.000006;1.000065;0.894750;0.000000;1.000000;0.800000;0.913506;0.118742;
1.152152;-0.000006;1.000065;0.894685;0.000000;1.000000;0.800000;0.913441;0.118725;
1.152218;-0.000006;1.000065;0.894652;0.000000;1.000000;0.800000;0.913408;0.118717;
1.152349;-0.000006;1.000065;0.894586;0.000000;1.000000;0.800000;0.913342;0.118701;
1.152415;-0.000005;1.000065;0.894554;0.000000;1.000000;0.800000;0.913310;0.118692;
1.152546;-0.000005;1.000065;0.894488;0.000000;1.000000;0.800000;0.913245;0.118676;
1.152612;-0.000005;1.000065;0.894456;0.000000;1.000000;0.800000;0.913212;0.118668;
1.152743;-0.000005;1.000065;0.894390;0.000000;1.000000;0.800000;0.913147;0.118652;
1.152809;-0.000005;1.000065;0.894358;0.000000;1.000000;0.800000;0.913114;0.118644;
1.152940;-0.000005;1.000065;0.894292;0.000000;1.000000;0.800000;0.913049;0.118627;
1.153006;-0.000005;1.000065;0.894260;0.000000;1.000000;0.800000;0.913017;0.118619;
1.153137;-0.000004;1.000065;0.894195;0.000000;1.000000;0.800000;0.912951;0.118603;
1.153203;-0.000004;1.000065;0.894162;0.000000;1.000000;0.800000;0.912919;0.118595;
1.153334;-0.000004;1.000065;0.894097;0.000000;1.000000;0.800000;0.912854;0.118578;
1.153400;-0.000004;1.000065;0.894064;0.000000;1.000000;0.800000;0.912822;0.118570;
1.153531;-0.000004;1.000065;0.893999;0.000000;1.000000;0.800000;0.912757;0.118554;
1.153597;-0.000004;1.000065;0.893967;0.000000;1.000000;0.800000;0.912724;0.118546;
1.153728;-0.000004;1.000065;0.893902;0.000000;1.000000;0.800000;0.912659;0.118530;
1.153794;-0.000003;1.000065;0.893869;0.000000;1.000000;0.800000;0.912627;0.118522;
1.153925;-0.000003;1.000065;0.893804;0.000000;1.000000;0.800000;0.912562;0.118505;
1.153991;-0.000003;1.000065;0.893772;0.000000;1.000000;0.800000;0.912530;0.118497;
1.154122;-0.000003;1.000065;0.893707;0.000000;1.000000;0.800000;0.912465;0.118481;
1.154188;-0.000003;1.000065;0.893675;0.000000;1.000000;0.800000;0.912433;0.118473;
1.154319;-0.000003;1.000065;0.893610;0.000000;1.000000;0.800000;0.912368;0.118457;
1.154385;-0.000003;1.000065;0.893578;0.000000;1.000000;0.800000;0.912336;0.118449;
1.154516;-0.000002;1.000066;0.893513;0.000000;1.000000;0.800000;0.912271;0.118433;
1.154582;-0.000002;1.000066;0.893481;0.000000;1.000000;0.800000;0.912239;0.118425;
1.154713;-0.000002;1.000066;0.893416;0.000000;1.000000;0.800000;0.912174;0.118409;
1.154779;-0.000002;1.000066;0.893384;0.000000;1.000000;0.800000;0.912142;0.118401;
1.154910;-0.000002;1.000066;0.893319;0.000000;1.000000;0.800000;0.912078;0.118384;
1.154976;-0.000002;1.000066;0.893287;0.000000;1.000000;0.800000;0.912045;0.118376;
1.155107;-0.000002;1.000066;0.893222;0.000000;1.000000;0.800000;0.911981;0.118360;
1.155173;-0.000001;1.000066;0.893190;0.000000;1.000000;0.800000;0.911949;0.118352;
1.155304;-0.000001;1.000066;0.893126;0.000000;1.000000;0.800000;0.911885;0.118336;
1.155370;-0.000001;1.000066;0.893093;0.000000;1.000000;0.800000;0.911852;0.118328;
1.155501;-0.000001;1.000066;0.893029;0.000000;1.000000;0.800000;0.911788;0.118312;
1.155567;-0.000001;1.000066;0.892997;0.000000;1.000000;0.800000;0.911756;0.118304;
1.155698;-0.000001;1.000066;0.892932;0.000000;1.000000;0.800000;0.911692;0.118288;
1.155764;-0.000001;1.000066;0.892900;0.000000;1.000000;0.800000;0.911660;0.118280;
1.155895;-0.000000;1.000066;0.892836;0.000000;1.000000;0.800000;0.911596;0.118264;
1.155961;-0.000000;1.000066;0.892804;0.000000;1.000000;0.800000;0.911564;0.118256;
1.156092;-0.000000;1.000066;0.892740;0.000000;1.000000;0.800000;0.911500;0.118240;
1.156158;0.000000;1.000066;0.892708;0.000000;1.000000;0.800000;0.911468;0.118232;
1.156289;0.000000;1.000066;0.892644;0.000000;1.000000;0.800000;0.911404;0.118216;
1.156355;0.000000;1.000066;0.892612;0.000000;1.000000;0.800000;0.911372;0.118208;
1.156486;0.000001;1.000066;0.892547;0.000000;1.000000;0.800000;0.911308;0.118192;
1.156552;0.000001;1.000066;0.892515;0.000000;1.000000;0.800000;0.911276;0.118184;
1.156683;0.000001;1.000066;0.892451;0.000000;1.000000;0.800000;0.911212;0.118168;
1.156749;0.000001;1.000066;0.892419;0.000000;1.000000;0.800000;0.911180;0.118160;
1.156880;0.000001;1.000066;0.892356;0.000000;1.000000;0.800000;0.911116;0.118144;
1.156946;0.000001;1.000066;0.892324;0.000000;1.000000;0.800000;0.911084;0.118136;
1.157077;0.000001;1.000066;0.892260;0.000000;1.000000;0.800000;0.911021;0.118120;
1.157143;0.000002;1.000066;0.892228;0.000000;1.000000;0.800000;0.910989;0.118113;
1.157274;0.000002;1.000066;0.892164;0.000000;1.000000;0.800000;0.910925;0.118097;
1.157340;0.000002;1.000066;0.892132;0.000000;1.000000;0.800000;0.910893;0.118089;
1.157471;0.000002;1.000066;0.892069;0.000000;1.000000;0.800000;0.910830;0.118073;
1.157537;0.000002;1.000066;0.892037;0.000000;1.000000;0.800000;0.910798;0.118065;
1.157668;0.000002;1.000066;0.891973;0.000000;1.000000;0.800000;0.910735;0.118049;
1.157734;0.000002;1.000067;0.891941;0.000000;1.000000;0.800000;0.910703;0.118041;
1.157865;0.000003;1.000067;0.891878;0.000000;1.000000;0.800000;0.910639;0.118025;
1.157931;0.000003;1.000067;0.891846;0.000000;1.000000;0.800000;0.910608;0.118017;
1.158062;0.000003;1.000067;0.891782;0.000000;1.000000;0.800000;0.910544;0.118002;
1.158128;0.000003;1.000067;0.891751;0.000000;1.000000;0.800000;0.910513;0.117994;
1.158259;0.000003;1.000067;0.891687;0.000000;1.000000;0.800000;0.910449;0.117978;
1.158325;0.000003;1.000067;0.891655;0.000000;1.000000;0.800000;0.910418;0.117970;
1.158456;0.000003;1.000067;0.891592;0.000000;1.000000;0.800000;0.910354;0.117954;
1.158522;0.000004;1.000067;0.891560;0.000000;1.000000;0.800000;0.910323;0.117946;
1.158653;0.000004;1.000067;0.891497;0.000000;1.000000;0.800000;0.910260;0.117931;
1.158719;0.000004;1.000067;0.891465;0.000000;1.000000;0.800000;0.910228;0.117923;
1.158850;0.000004;1.000067;0.891402;0.000000;1.000000;0.800000;0.910165;0.117907;
1.158916;0.000004;1.000067;0.891370;0.000000;1.000000;0.800000;0.910133;0.117899;
1.159047;0.000004;1.000067;0.891307;0.000000;1.000000;0.800000;0.910070;0.117883;
1.159113;0.000004;1.000067;0.891276;0.000000;1.000000;0.800000;0.910039;0.117876;
1.159244;0.000005;1.000067;0.891213;0.000000;1.000000;0.800000;0.909976;0.117860;
1.159310;0.000005;1.000067;0.891181;0.000000;1.000000;0.800000;0.909944;0.117852;
1.159441;0.000005;1.000067;0.891118;0.000000;1.000000;0.800000;0.909881;0.117836;
1.159507;0.000005;1.000067;0.891086;0.000000;1.000000;0.800000;0.909850;0.117828;
1.159638;0.000005;1.000067;0.891023;0.000000;1.000000;0.800000;0.909787;0.117813;
1.159704;0.000005;1.000067;0.890992;0.000000;1.000000;0.800000;0.909756;0.117805;
1.159835;0.000006;1.000067;0.890929;0.000000;1.000000;0.800000;0.909693;0.117789;
1.159901;0.000006;1.000067;0.890898;0.000000;1.000000;0.800000;0.909662;0.117782;
1.160032;0.000006;1.000067;0.890835;0.000000;1.000000;0.800000;0.909599;0.117766;
1.160098;0.000006;1.000067;0.890803;0.000000;1.000000;0.800000;0.909568;0.117758;
1.160230;0.000006;1.000067;0.890741;0.000000;1.000000;0.800000;0.909505;0.117742;
1.160295;0.000006;1.000067;0.890709;0.000000;1.000000;0.800000;0.909474;0.117735;
1.160427;0.000007;1.000067;0.890646;0.000000;1.000000;0.800000;0.909411;0.117719;
1.160492;0.000007;1.000067;0.890615;0.000000;1.000000;0.800000;0.909380;0.117711;
1.160624;0.000007;1.000067;0.890552;0.000000;1.000000;0.800000;0.909317;0.117696;
1.160689;0.000007;1.000067;0.890521;0.000000;1.000000;0.800000;0.909286;0.117688;
1.160821;0.000007;1.000067;0.890458;0.000000;1.000000;0.800000;0.909223;0.117672;
1.160886;0.000007;1.000067;0.890427;0.000000;1.000000;0.800000;0.909192;0.117665;
1.161018;0.000007;1.000068;0.890365;0.000000;1.000000;0.800000;0.909130;0.117649;
1.161083;0.000008;1.000068;0.890333;0.000000;1.000000;0.800000;0.909099;0.117641;
1.161215;0.000008;1.000068;0.890271;0.000000;1.000000;0.800000;0.909036;0.117626;
1.161280;0.000008;1.000068;0.890240;0.000000;1.000000;0.800000;0.909005;0.117618;
1.161412;0.000008;1.000068;0.890177;0.000000;1.000000;0.800000;0.908943;0.117602;
1.161477;0.000008;1.000068;0.890146;0.000000;1.000000;0.800000;0.908912;0.117595;
1.161609;0.000008;1.000068;0.890084;0.000000;1.000000;0.800000;0.908850;0.117579;
1.161674;0.000008;1.000068;0.890053;0.000000;1.000000;0.800000;0.908818;0.117572;
1.161806;0.000009;1.000068;0.889990;0.000000;1.000000;0.800000;0.908756;0.117556;
1.161871;0.000009;1.000068;0.889959;0.000000;1.000000;0.800000;0.908725;0.117548;
1.162003;0.000009;1.000068;0.889897;0.000000;1.000000;0.800000;0.908663;0.117533;
1.162068;0.000009;1.000068;0.889866;0.000000;1.000000;0.800000;0.908632;0.117525;
1.162200;0.000009;1.000068;0.889804;0.000000;1.000000;0.800000;0.908570;0.117510;
1.162265;0.000009;1.000068;0.889773;0.000000;1.000000;0.800000;0.908539;0.117502;
1.162397;0.000010;1.000068;0.889711;0.000000;1.000000;0.800000;0.908477;0.117487;
1.162462;0.000010;1.000068;0.889680;0.000000;1.000000;0.800000;0.908446;0.117479;
1.162594;0.000010;1.000068;0.889618;0.000000;1.000000;0.800000;0.908384;0.117463;
1.162659;0.000010;1.000068;0.889587;0.000000;1.000000;0.800000;0.908354;0.117456;
1.162791;0.000010;1.000068;0.889525;0.000000;1.000000;0.800000;0.908292;0.117440;
1.162856;0.000010;1.000068;0.889494;0.000000;1.000000;0.800000;0.908261;0.117433;
1.162988;0.000010;1.000068;0.889432;0.000000;1.000000;0.800000;0.908199;0.117417;
1.163053;0.000011;1.000068;0.889401;0.000000;1.000000;0.800000;0.908168;0.117410;
1.163185;0.000011;1.000068;0.889339;0.000000;1.000000;0.800000;0.908107;0.117394;
1.163250;0.000011;1.000068;0.889308;0.000000;1.000000;0.800000;0.908076;0.117387;
1.163382;0.000011;1.000068;0.889246;0.000000;1.000000;0.800000;0.908014;0.117371;
1.163447;0.000011;1.000068;0.889215;0.000000;1.000000;0.800000;0.907983;0.117364;
1.163579;0.000011;1.000068;0.889154;0.000000;1.000000;0.800000;0.907922;0.117348;
1.163644;0.000011;1.000068;0.889123;0.000000;1.000000;0.800000;0.907891;0.117341;
1.163776;0.000012;1.000068;0.889061;0.000000;1.000000;0.800000;0.907829;0.117325;
1.163841;0.000012;1.000068;0.889030;0.000000;1.000000;0.800000;0.907799;0.117318;
1.163973;0.000012;1.000068;0.888969;0.000000;1.000000;0.800000;0.907737;0.117302;
1.164038;0.000012;1.000068;0.888938;0.000000;1.000000;0.800000;0.907707;0.117295;
1.164170;0.000012;1.000068;0.888877;0.000000;1.000000;0.800000;0.907645;0.117280;
1.164235;0.000012;1.000068;0.888846;0.000000;1.000000;0.800000;0.907615;0.117272;
1.164367;0.000013;1.000069;0.888784;0.000000;1.000000;0.800000;0.907553;0.117257;
1.164432;0.000013;1.000069;0.888754;0.000000;1.000000;0.800000;0.907523;0.117249;
1.164564;0.000013;1.000069;0.888692;0.000000;1.000000;0.800000;0.907461;0.117234;
1.164629;0.000013;1.000069;0.888662;0.000000;1.000000;0.800000;0.907431;0.117226;
1.164761;0.000013;1.000069;0.888600;0.000000;1.000000;0.800000;0.907370;0.117211;
1.164826;0.000013;1.000069;0.888570;0.000000;1.000000;0.800000;0.907339;0.117203;
1.164958;0.000013;1.000069;0.888508;0.000000;1.000000;0.800000;0.907278;0.117188;
1.165023;0.000014;1.000069;0.888478;0.000000;1.000000;0.800000;0.907247;0.117181;
1.165155;0.000014;1.000069;0.888417;0.000000;1.000000;0.800000;0.907186;0.117165;
1.165220;0.000014;1.000069;0.888386;0.000000;1.000000;0.800000;0.907156;0.117158;
1.165352;0.000014;1.000069;0.888325;0.000000;1.000000;0.800000;0.907095;0.117143;
1.165418;0.000014;1.000069;0.888294;0.000000;1.000000;0.800000;0.907064;0.117135;
1.165549;0.000014;1.000069;0.888233;0.000000;1.000000;0.800000;0.907003;0.117120;
1.165615;0.000014;1.000069;0.888203;0.000000;1.000000;0.800000;0.906973;0.117112;
1.165746;0.000015;1.000069;0.888142;0.000000;1.000000;0.800000;0.906912;0.117097;
1.165812;0.000015;1.000069;0.888111;0.000000;1.000000;0.800000;0.906882;0.117090;
1.165943;0.000015;1.000069;0.888050;0.000000;1.000000;0.800000;0.906821;0.117075;
1.166009;0.000015;1.000069;0.888020;0.000000;1.000000;0.800000;0.906791;0.117067;
1.166140;0.000015;1.000069;0.887959;0.000000;1.000000;0.800000;0.906730;0.117052;
1.166206;0.000015;1.000069;0.887929;0.000000;1.000000;0.800000;0.906700;0.117045;
1.166337;0.000016;1.000069;0.887868;0.000000;1.000000;0.800000;0.906639;0.117029;
1.166403;0.000016;1.000069;0.887837;0.000000;1.000000;0.800000;0.906609;0.117022;
1.166534;0.000016;1.000069;0.887777;0.000000;1.000000;0.800000;0.906548;0.117007;
1.166600;0.000016;1.000069;0.887746;0.000000;1.000000;0.800000;0.906518;0.116999;
1.166731;0.000016;1.000069;0.887686;0.000000;1.000000;0.800000;0.906457;0.116984;
1.166797;0.000016;1.000069;0.887655;0.000000;1.000000;0.800000;0.906427;0.116977;
1.166928;0.000017;1.000069;0.887595;0.000000;1.000000;0.800000;0.906366;0.116962;
1.166994;0.000017;1.000069;0.887564;0.000000;1.000000;0.800000;0.906336;0.116954;
1.167125;0.000017;1.000069;0.887504;0.000000;1.000000;0.800000;0.906276;0.116939;
1.167191;0.000017;1.000069;0.887473;0.000000;1.000000;0.800000;0.906246;0.116932;
1.167322;0.000017;1.000069;0.887413;0.000000;1.000000;0.800000;0.906185;0.116917;
1.167388;0.000017;1.000069;0.887383;0.000000;1.000000;0.800000;0.906155;0.116909;
1.167519;0.000017;1.000069;0.887322;0.000000;1.000000;0.800000;0.906095;0.116894;
1.167585;0.000018;1.000069;0.887292;0.000000;1.000000;0.800000;0.906065;0.116887;
1.167716;0.000018;1.000070;0.887232;0.000000;1.000000;0.800000;0.906004;0.116872;
1.167782;0.000018;1.000070;0.887202;0.000000;1.000000;0.800000;0.905974;0.116864;
1.167913;0.000018;1.000070;0.887141;0.000000;1.000000;0.800000;0.905914;0.116849;
1.167979;0.000018;1.000070;0.887111;0.000000;1.000000;0.800000;0.905884;0.116842;
1.168110;0.000018;1.000070;0.887051;0.000000;1.000000;0.800000;0.905824;0.116827;
1.168176;0.000018;1.000070;0.887021;0.000000;1.000000;0.800000;0.905794;0.116820;
1.168307;0.000019;1.000070;0.886961;0.000000;1.000000;0.800000;0.905734;0.116805;
1.168373;0.000019;1.000070;0.886931;0.000000;1.000000;0.800000;0.905704;0.116797;
1.168504;0.000019;1.000070;0.886870;0.000000;1.000000;0.800000;0.905644;0.116782;
1.168570;0.000019;1.000070;0.886840;0.000000;1.000000;0.800000;0.905614;0.116775;
1.168701;0.000019;1.000070;0.886780;0.000000;1.000000;0.800000;0.905554;0.116760;
1.168767;0.000019;1.000070;0.886750;0.000000;1.000000;0.800000;0.905524;0.116753;
1.168898;0.000020;1.000070;0.886690;0.000000;1.000000;0.800000;0.905464;0.116738;
1.168964;0.000020;1.000070;0.886660;0.000000;1.000000;0.800000;0.905434;0.116730;
1.169095;0.000020;1.000070;0.886600;0.000000;1.000000;0.800000;0.905375;0.116716;
1.169161;0.000020;1.000070;0.886570;0.000000;1.000000;0.800000;0.905345;0.116708;
1.169292;0.000020;1.000070;0.886511;0.000000;1.000000;0.800000;0.905285;0.116693;
1.169358;0.000020;1.000070;0.886481;0.000000;1.000000;0.800000;0.905255;0.116686;
1.169489;0.000020;1.000070;0.886421;0.000000;1.000000;0.800000;0.905195;0.116671;
1.169555;0.000021;1.000070;0.886391;0.000000;1.000000;0.800000;0.905166;0.116664;
1.169686;0.000021;1.000070;0.886331;0.000000;1.000000;0.800000;0.905106;0.116649;
1.169752;0.000021;1.000070;0.886301;0.000000;1.000000;0.800000;0.905076;0.116642;
1.169883;0.000021;1.000070;0.886242;0.000000;1.000000;0.800000;0.905017;0.116627;
1.169949;0.000021;1.000070;0.886212;0.000000;1.000000;0.800000;0.904987;0.116619;
1.170080;0.000021;1.000070;0.886152;0.000000;1.000000;0.800000;0.904928;0.116605;
1.170146;0.000021;1.000070;0.886122;0.000000;1.000000;0.800000;0.904898;0.116597;
1.170277;0.000022;1.000070;0.886063;0.000000;1.000000;0.800000;0.904838;0.116583;
1.170343;0.000022;1.000070;0.886033;0.000000;1.000000;0.800000;0.904809;0.116575;
1.170474;0.000022;1.000070;0.885974;0.000000;1.000000;0.800000;0.904749;0.116560;
1.170540;0.000022;1.000070;0.885944;0.000000;1.000000;0.800000;0.904720;0.116553;
1.170671;0.000022;1.000070;0.885884;0.000000;1.000000;0.800000;0.904660;0.116538;
1.170737;0.000022;1.000070;0.885855;0.000000;1.000000;0.800000;0.904631;0.116531;
1.170868;0.000023;1.000070;0.885795;0.000000;1.000000;0.800000;0.904572;0.116516;
1.170934;0.000023;1.000070;0.885766;0.000000;1.000000;0.800000;0.904542;0.116509;
1.171065;0.000023;1.000070;0.885706;0.000000;1.000000;0.800000;0.904483;0.116494;
1.171131;0.000023;1.000071;0.885677;0.000000;1.000000;0.800000;0.904453;0.116487;
1.171262;0.000023;1.000071;0.885617;0.000000;1.000000;0.800000;0.904394;0.116472;
1.171328;0.000023;1.000071;0.885588;0.000000;1.000000;0.800000;0.904365;0.116465;
1.171459;0.000023;1.000071;0.885529;0.000000;1.000000;0.800000;0.904306;0.116450;
1.171525;0.000024;1.000071;0.885499;0.000000;1.000000;0.800000;0.904276;0.116443;
1.171656;0.000024;1.000071;0.885440;0.000000;1.000000;0.800000;0.904217;0.116429;
1.171722;0.000024;1.000071;0.885410;0.000000;1.000000;0.800000;0.904188;0.116421;
1.171853;0.000024;1.000071;0.885351;0.000000;1.000000;0.800000;0.904129;0.116407;
1.171919;0.000024;1.000071;0.885322;0.000000;1.000000;0.800000;0.904099;0.116399;
1.172050;0.000024;1.000071;0.885263;0.000000;1.000000;0.800000;0.904040;0.116385;
1.172116;0.000024;1.000071;0.885233;0.000000;1.000000;0.800000;0.904011;0.116377;
