time;WT4A_WT_controlMeasurements_PGenNomPu;WT4A_WT_controlMeasurements_QGenNomPu;WT4A_WT_controlMeasurements_UPu;WT4A_WT_terminal_V_re;WT4A_WT_terminal_V_im;WT4A_WT_terminal_i_re;WT4A_WT_terminal_i_im;WT4A_WT_gridProtection_fOCB;
2.341441;0.520194;-0.218113;1.015447;1.010989;0.095045;-0.489927;-0.261802;-1.000000;
2.342187;0.520044;-0.218109;1.015451;1.010996;0.095007;-0.489789;-0.261764;-1.000000;
2.343680;0.519747;-0.218100;1.015458;1.011011;0.094931;-0.489515;-0.261689;-1.000000;
2.344427;0.519600;-0.218096;1.015462;1.011019;0.094894;-0.489379;-0.261651;-1.000000;
2.344800;0.519527;-0.218093;1.015464;1.011022;0.094875;-0.489312;-0.261633;-1.000000;
2.345546;0.519382;-0.218089;1.015468;1.011029;0.094838;-0.489178;-0.261596;-1.000000;
2.347039;0.519095;-0.218080;1.015475;1.011044;0.094765;-0.488913;-0.261523;-1.000000;
2.347786;0.518953;-0.218075;1.015479;1.011051;0.094728;-0.488782;-0.261487;-1.000000;
2.348159;0.518883;-0.218073;1.015481;1.011055;0.094710;-0.488716;-0.261469;-1.000000;
2.348906;0.518743;-0.218068;1.015485;1.011062;0.094674;-0.488587;-0.261433;-1.000000;
2.350399;0.518465;-0.218059;1.015492;1.011076;0.094603;-0.488331;-0.261362;-1.000000;
2.351145;0.518328;-0.218055;1.015496;1.011083;0.094568;-0.488204;-0.261327;-1.000000;
2.351518;0.518260;-0.218052;1.015498;1.011086;0.094551;-0.488141;-0.261309;-1.000000;
2.352265;0.518124;-0.218048;1.015501;1.011093;0.094516;-0.488016;-0.261275;-1.000000;
2.353758;0.517856;-0.218038;1.015509;1.011107;0.094448;-0.487768;-0.261206;-1.000000;
2.354504;0.517723;-0.218034;1.015512;1.011114;0.094414;-0.487645;-0.261171;-1.000000;
2.355997;0.517461;-0.218024;1.015520;1.011127;0.094346;-0.487403;-0.261104;-1.000000;
2.358983;0.516947;-0.218006;1.015534;1.011154;0.094215;-0.486929;-0.260971;-1.000000;
2.360476;0.516697;-0.217996;1.015541;1.011167;0.094151;-0.486697;-0.260905;-1.000000;
2.361223;0.516573;-0.217991;1.015544;1.011174;0.094119;-0.486583;-0.260873;-1.000000;
2.361596;0.516511;-0.217989;1.015546;1.011177;0.094103;-0.486526;-0.260857;-1.000000;
2.362343;0.516388;-0.217984;1.015550;1.011183;0.094072;-0.486412;-0.260825;-1.000000;
2.363836;0.516146;-0.217974;1.015557;1.011196;0.094010;-0.486188;-0.260762;-1.000000;
2.364582;0.516026;-0.217970;1.015560;1.011202;0.093979;-0.486077;-0.260730;-1.000000;
2.366075;0.515789;-0.217960;1.015567;1.011215;0.093919;-0.485858;-0.260668;-1.000000;
2.366821;0.515671;-0.217955;1.015570;1.011221;0.093889;-0.485750;-0.260637;-1.000000;
2.368314;0.515439;-0.217945;1.015577;1.011233;0.093829;-0.485536;-0.260576;-1.000000;
2.371300;0.514986;-0.217926;1.015590;1.011258;0.093713;-0.485116;-0.260455;-1.000000;
2.372793;0.514764;-0.217916;1.015597;1.011269;0.093656;-0.484911;-0.260396;-1.000000;
2.373540;0.514654;-0.217911;1.015600;1.011275;0.093628;-0.484810;-0.260367;-1.000000;
2.375033;0.514437;-0.217901;1.015607;1.011287;0.093573;-0.484610;-0.260309;-1.000000;
2.375779;0.514330;-0.217896;1.015610;1.011293;0.093545;-0.484511;-0.260280;-1.000000;
2.377272;0.514118;-0.217886;1.015617;1.011304;0.093491;-0.484315;-0.260223;-1.000000;
2.380258;0.513703;-0.217866;1.015630;1.011327;0.093384;-0.483931;-0.260111;-1.000000;
2.381751;0.513500;-0.217856;1.015636;1.011338;0.093333;-0.483744;-0.260056;-1.000000;
2.382498;0.513400;-0.217850;1.015639;1.011344;0.093307;-0.483651;-0.260029;-1.000000;
2.383991;0.513202;-0.217840;1.015645;1.011355;0.093256;-0.483468;-0.259975;-1.000000;
2.384737;0.513104;-0.217835;1.015648;1.011360;0.093231;-0.483377;-0.259948;-1.000000;
2.386230;0.512910;-0.217825;1.015655;1.011371;0.093181;-0.483198;-0.259895;-1.000000;
2.389216;0.512531;-0.217804;1.015667;1.011393;0.093084;-0.482848;-0.259790;-1.000000;
2.390709;0.512345;-0.217794;1.015673;1.011403;0.093036;-0.482676;-0.259739;-1.000000;
2.391456;0.512254;-0.217789;1.015676;1.011408;0.093013;-0.482592;-0.259713;-1.000000;
2.392949;0.512072;-0.217778;1.015682;1.011419;0.092966;-0.482424;-0.259663;-1.000000;
2.393695;0.511983;-0.217773;1.015685;1.011424;0.092943;-0.482341;-0.259637;-1.000000;
2.395188;0.511806;-0.217763;1.015691;1.011434;0.092898;-0.482177;-0.259588;-1.000000;
2.398174;0.511459;-0.217741;1.015703;1.011454;0.092809;-0.481857;-0.259490;-1.000000;
2.399667;0.511289;-0.217731;1.015709;1.011464;0.092766;-0.481700;-0.259442;-1.000000;
2.400414;0.511206;-0.217726;1.015712;1.011469;0.092744;-0.481622;-0.259418;-1.000000;
2.401907;0.511040;-0.217715;1.015718;1.011479;0.092702;-0.481469;-0.259371;-1.000000;
2.402653;0.510958;-0.217710;1.015721;1.011484;0.092680;-0.481393;-0.259347;-1.000000;
2.404146;0.510796;-0.217699;1.015726;1.011493;0.092639;-0.481243;-0.259301;-1.000000;
2.407132;0.510479;-0.217677;1.015738;1.011512;0.092557;-0.480950;-0.259209;-1.000000;
2.408625;0.510324;-0.217667;1.015744;1.011521;0.092518;-0.480807;-0.259164;-1.000000;
2.409372;0.510247;-0.217661;1.015746;1.011526;0.092498;-0.480736;-0.259142;-1.000000;
2.410865;0.510096;-0.217650;1.015752;1.011535;0.092459;-0.480596;-0.259097;-1.000000;
2.411611;0.510021;-0.217645;1.015755;1.011540;0.092440;-0.480527;-0.259075;-1.000000;
2.413104;0.509873;-0.217634;1.015761;1.011549;0.092402;-0.480390;-0.259031;-1.000000;
2.413851;0.509799;-0.217629;1.015763;1.011554;0.092383;-0.480322;-0.259010;-1.000000;
2.415344;0.509654;-0.217618;1.015769;1.011563;0.092346;-0.480188;-0.258967;-1.000000;
2.416090;0.509583;-0.217612;1.015772;1.011567;0.092327;-0.480121;-0.258945;-1.000000;
2.417583;0.509441;-0.217601;1.015777;1.011576;0.092291;-0.479990;-0.258903;-1.000000;
2.418330;0.509371;-0.217596;1.015780;1.011580;0.092273;-0.479926;-0.258882;-1.000000;
2.419823;0.509232;-0.217585;1.015785;1.011589;0.092237;-0.479797;-0.258840;-1.000000;
2.420569;0.509164;-0.217579;1.015788;1.011593;0.092220;-0.479734;-0.258820;-1.000000;
2.422062;0.509028;-0.217568;1.015794;1.011602;0.092185;-0.479609;-0.258779;-1.000000;
2.422809;0.508962;-0.217563;1.015796;1.011606;0.092168;-0.479547;-0.258758;-1.000000;
2.424302;0.508829;-0.217552;1.015802;1.011615;0.092133;-0.479424;-0.258718;-1.000000;
2.425048;0.508764;-0.217546;1.015804;1.011619;0.092117;-0.479363;-0.258698;-1.000000;
2.426541;0.508634;-0.217535;1.015810;1.011627;0.092083;-0.479244;-0.258658;-1.000000;
2.427288;0.508570;-0.217530;1.015812;1.011632;0.092067;-0.479184;-0.258638;-1.000000;
2.428781;0.508443;-0.217518;1.015818;1.011640;0.092034;-0.479067;-0.258599;-1.000000;
2.429527;0.508381;-0.217513;1.015820;1.011644;0.092018;-0.479009;-0.258579;-1.000000;
2.431020;0.508257;-0.217502;1.015826;1.011652;0.091986;-0.478894;-0.258541;-1.000000;
2.431767;0.508196;-0.217496;1.015828;1.011656;0.091970;-0.478838;-0.258522;-1.000000;
2.433260;0.508074;-0.217485;1.015833;1.011664;0.091939;-0.478726;-0.258483;-1.000000;
2.434006;0.508015;-0.217479;1.015836;1.011668;0.091924;-0.478670;-0.258465;-1.000000;
2.435499;0.507896;-0.217468;1.015841;1.011676;0.091893;-0.478561;-0.258427;-1.000000;
2.436246;0.507838;-0.217462;1.015844;1.011680;0.091878;-0.478506;-0.258408;-1.000000;
2.437739;0.507722;-0.217451;1.015849;1.011688;0.091848;-0.478399;-0.258371;-1.000000;
2.438485;0.507664;-0.217445;1.015852;1.011692;0.091834;-0.478346;-0.258353;-1.000000;
2.439978;0.507551;-0.217434;1.015857;1.011700;0.091804;-0.478241;-0.258316;-1.000000;
2.440725;0.507495;-0.217428;1.015859;1.011704;0.091790;-0.478189;-0.258298;-1.000000;
2.442218;0.507384;-0.217417;1.015864;1.011711;0.091761;-0.478087;-0.258262;-1.000000;
2.442964;0.507330;-0.217411;1.015867;1.011715;0.091747;-0.478036;-0.258244;-1.000000;
2.444457;0.507221;-0.217400;1.015872;1.011723;0.091719;-0.477936;-0.258209;-1.000000;
2.445204;0.507168;-0.217394;1.015874;1.011727;0.091706;-0.477886;-0.258191;-1.000000;
2.446697;0.507062;-0.217383;1.015879;1.011734;0.091678;-0.477788;-0.258156;-1.000000;
2.447443;0.507010;-0.217377;1.015882;1.011738;0.091665;-0.477740;-0.258139;-1.000000;
2.448936;0.506906;-0.217366;1.015887;1.011745;0.091638;-0.477644;-0.258105;-1.000000;
2.449683;0.506855;-0.217360;1.015889;1.011749;0.091625;-0.477596;-0.258087;-1.000000;
2.451176;0.506754;-0.217349;1.015894;1.011756;0.091599;-0.477503;-0.258053;-1.000000;
2.451922;0.506704;-0.217343;1.015897;1.011760;0.091586;-0.477456;-0.258036;-1.000000;
2.453415;0.506605;-0.217331;1.015902;1.011767;0.091560;-0.477364;-0.258003;-1.000000;
2.454162;0.506556;-0.217326;1.015904;1.011771;0.091548;-0.477319;-0.257986;-1.000000;
2.455655;0.506459;-0.217314;1.015909;1.011778;0.091523;-0.477229;-0.257953;-1.000000;
2.456401;0.506411;-0.217308;1.015912;1.011782;0.091510;-0.477185;-0.257937;-1.000000;
2.457894;0.506316;-0.217297;1.015917;1.011789;0.091486;-0.477097;-0.257904;-1.000000;
2.458640;0.506269;-0.217291;1.015919;1.011792;0.091474;-0.477054;-0.257888;-1.000000;
2.460133;0.506177;-0.217279;1.015924;1.011799;0.091450;-0.476968;-0.257855;-1.000000;
2.460880;0.506131;-0.217274;1.015926;1.011803;0.091438;-0.476926;-0.257839;-1.000000;
2.462373;0.506041;-0.217262;1.015931;1.011810;0.091414;-0.476842;-0.257807;-1.000000;
2.463119;0.505996;-0.217256;1.015933;1.011813;0.091403;-0.476800;-0.257792;-1.000000;
2.464612;0.505907;-0.217244;1.015938;1.011820;0.091380;-0.476718;-0.257760;-1.000000;
2.465359;0.505864;-0.217239;1.015941;1.011824;0.091369;-0.476678;-0.257745;-1.000000;
2.466852;0.505777;-0.217227;1.015945;1.011831;0.091346;-0.476597;-0.257714;-1.000000;
2.467598;0.505734;-0.217221;1.015948;1.011834;0.091335;-0.476558;-0.257698;-1.000000;
2.469091;0.505650;-0.217209;1.015953;1.011841;0.091313;-0.476479;-0.257667;-1.000000;
2.469838;0.505608;-0.217204;1.015955;1.011844;0.091302;-0.476440;-0.257652;-1.000000;
2.471331;0.505525;-0.217192;1.015960;1.011851;0.091281;-0.476364;-0.257622;-1.000000;
2.472077;0.505484;-0.217186;1.015962;1.011854;0.091270;-0.476326;-0.257607;-1.000000;
2.473570;0.505403;-0.217174;1.015967;1.011861;0.091249;-0.476251;-0.257577;-1.000000;
2.474317;0.505363;-0.217169;1.015969;1.011864;0.091239;-0.476214;-0.257562;-1.000000;
2.475810;0.505284;-0.217157;1.015974;1.011870;0.091219;-0.476140;-0.257533;-1.000000;
2.476556;0.505245;-0.217151;1.015976;1.011874;0.091208;-0.476104;-0.257518;-1.000000;
2.478049;0.505167;-0.217139;1.015981;1.011880;0.091188;-0.476032;-0.257489;-1.000000;
2.478796;0.505129;-0.217133;1.015983;1.011883;0.091178;-0.475997;-0.257474;-1.000000;
2.480289;0.505053;-0.217121;1.015988;1.011890;0.091159;-0.475926;-0.257445;-1.000000;
2.481035;0.505016;-0.217116;1.015990;1.011893;0.091149;-0.475892;-0.257431;-1.000000;
2.482528;0.504942;-0.217104;1.015995;1.011899;0.091130;-0.475823;-0.257403;-1.000000;
2.483275;0.504905;-0.217098;1.015997;1.011903;0.091120;-0.475789;-0.257388;-1.000000;
2.484768;0.504833;-0.217086;1.016001;1.011909;0.091102;-0.475722;-0.257360;-1.000000;
2.485514;0.504797;-0.217080;1.016004;1.011912;0.091092;-0.475689;-0.257346;-1.000000;
2.487007;0.504727;-0.217068;1.016008;1.011918;0.091074;-0.475623;-0.257318;-1.000000;
2.487754;0.504692;-0.217062;1.016011;1.011921;0.091065;-0.475591;-0.257305;-1.000000;
2.489247;0.504622;-0.217051;1.016015;1.011927;0.091047;-0.475526;-0.257277;-1.000000;
2.489993;0.504588;-0.217045;1.016017;1.011931;0.091038;-0.475495;-0.257263;-1.000000;
2.491486;0.504521;-0.217033;1.016022;1.011937;0.091020;-0.475432;-0.257236;-1.000000;
2.492233;0.504487;-0.217027;1.016024;1.011940;0.091012;-0.475401;-0.257223;-1.000000;
2.493726;0.504421;-0.217015;1.016029;1.011946;0.090994;-0.475339;-0.257196;-1.000000;
2.494472;0.504388;-0.217009;1.016031;1.011949;0.090986;-0.475309;-0.257182;-1.000000;
2.495965;0.504324;-0.216997;1.016035;1.011955;0.090969;-0.475249;-0.257156;-1.000000;
2.496712;0.504292;-0.216991;1.016038;1.011958;0.090961;-0.475219;-0.257143;-1.000000;
2.498205;0.504228;-0.216979;1.016042;1.011964;0.090944;-0.475160;-0.257116;-1.000000;
2.498951;0.504197;-0.216973;1.016044;1.011967;0.090936;-0.475131;-0.257103;-1.000000;
2.500444;0.504135;-0.216961;1.016049;1.011973;0.090920;-0.475074;-0.257077;-1.000000;
2.501191;0.504105;-0.216955;1.016051;1.011976;0.090912;-0.475045;-0.257064;-1.000000;
2.502684;0.504044;-0.216944;1.016055;1.011981;0.090896;-0.474989;-0.257039;-1.000000;
2.505670;0.503926;-0.216920;1.016064;1.011993;0.090865;-0.474879;-0.256988;-1.000000;
2.511642;0.503699;-0.216872;1.016082;1.012016;0.090806;-0.474669;-0.256888;-1.000000;
2.523586;0.503284;-0.216776;1.016116;1.012060;0.090698;-0.474282;-0.256696;-1.000000;
2.547474;0.502583;-0.216583;1.016183;1.012144;0.090513;-0.473629;-0.256340;-1.000000;
2.571361;0.502029;-0.216390;1.016247;1.012222;0.090366;-0.473112;-0.256014;-1.000000;
2.619137;0.501227;-0.216006;1.016371;1.012365;0.090150;-0.472359;-0.255431;-1.000000;
2.666913;0.500733;-0.215628;1.016488;1.012494;0.090013;-0.471891;-0.254919;-1.000000;
2.714689;0.500435;-0.215259;1.016599;1.012614;0.089926;-0.471604;-0.254459;-1.000000;
2.762464;0.500260;-0.214902;1.016704;1.012724;0.089870;-0.471430;-0.254037;-1.000000;
2.810240;0.500157;-0.214559;1.016805;1.012828;0.089834;-0.471324;-0.253646;-1.000000;
2.858016;0.500097;-0.214231;1.016900;1.012926;0.089809;-0.471258;-0.253280;-1.000000;
2.953567;0.500032;-0.213625;1.017075;1.013106;0.089773;-0.471179;-0.252614;-1.000000;
3.049119;0.500011;-0.213085;1.017231;1.013264;0.089752;-0.471142;-0.252029;-1.000000;
3.240222;0.499997;-0.212192;1.017488;1.013525;0.089721;-0.471100;-0.251064;-1.000000;
3.431325;0.500001;-0.211521;1.017681;1.013720;0.089702;-0.471081;-0.250343;-1.000000;
3.622428;0.500003;-0.211034;1.017821;1.013861;0.089687;-0.471068;-0.249820;-1.000000;
3.813531;0.500004;-0.210690;1.017919;1.013962;0.089677;-0.471057;-0.249451;-1.000000;
4.004634;0.500003;-0.210454;1.017987;1.014030;0.089670;-0.471049;-0.249196;-1.000000;
4.386840;0.500001;-0.210165;1.018070;1.014115;0.089660;-0.471038;-0.248885;-1.000000;
4.730825;0.500000;-0.210052;1.018103;1.014147;0.089657;-0.471033;-0.248764;-1.000000;
5.074810;0.500000;-0.210008;1.018115;1.014160;0.089655;-0.471031;-0.248716;-1.000000;
5.418796;0.500000;-0.209994;1.018119;1.014164;0.089655;-0.471031;-0.248702;-1.000000;
5.762781;0.500000;-0.209993;1.018120;1.014165;0.089655;-0.471031;-0.248701;-1.000000;
5.999999;0.500000;-0.209993;1.018120;1.014165;0.089655;-0.471031;-0.248700;-1.000000;
5.999999;0.368200;-0.135320;0.736458;0.729896;0.098095;-0.471031;-0.248700;-1.000000;
6.000000;0.368199;-0.135321;0.736457;0.729895;0.098094;-0.471030;-0.248702;-1.000000;
6.000001;0.368198;-0.135323;0.736457;0.729895;0.098094;-0.471029;-0.248705;-1.000000;
6.000003;0.368196;-0.135326;0.736456;0.729893;0.098094;-0.471026;-0.248709;-1.000000;
6.000007;0.368192;-0.135333;0.736453;0.729891;0.098093;-0.471022;-0.248717;-1.000000;
6.000015;0.368185;-0.135346;0.736449;0.729887;0.098091;-0.471013;-0.248734;-1.000000;
6.000031;0.368170;-0.135371;0.736440;0.729878;0.098087;-0.470996;-0.248767;-1.000000;
6.000063;0.368142;-0.135419;0.736422;0.729862;0.098080;-0.470962;-0.248829;-1.000000;
6.000127;0.368092;-0.135506;0.736392;0.729832;0.098066;-0.470901;-0.248941;-1.000000;
6.000191;0.368047;-0.135580;0.736365;0.729807;0.098055;-0.470847;-0.249037;-1.000000;
6.000255;0.368008;-0.135642;0.736343;0.729786;0.098044;-0.470800;-0.249116;-1.000000;
6.000319;0.367976;-0.135693;0.736325;0.729769;0.098036;-0.470761;-0.249180;-1.000000;
6.000383;0.367949;-0.135731;0.736311;0.729757;0.098028;-0.470729;-0.249228;-1.000000;
6.000447;0.367928;-0.135758;0.736302;0.729748;0.098023;-0.470703;-0.249261;-1.000000;
6.000511;0.367913;-0.135773;0.736297;0.729743;0.098018;-0.470685;-0.249278;-1.000000;
6.000575;0.367904;-0.135777;0.736296;0.729743;0.098016;-0.470674;-0.249280;-1.000000;
6.000639;0.367901;-0.135769;0.736299;0.729746;0.098014;-0.470669;-0.249267;-1.000000;
6.000703;0.367903;-0.135751;0.736306;0.729753;0.098014;-0.470672;-0.249240;-1.000000;
6.000777;0.367913;-0.135715;0.736319;0.729766;0.098016;-0.470683;-0.249189;-1.000000;
6.000777;0.367913;-0.135715;0.736319;0.729766;0.098016;-0.470683;-0.249189;-1.000000;
6.000778;0.367913;-0.135715;0.736319;0.729766;0.098016;-0.470683;-0.249188;-1.000000;
6.000779;0.367913;-0.135714;0.736319;0.729766;0.098016;-0.470684;-0.249188;-1.000000;
6.000781;0.367914;-0.135713;0.736320;0.729767;0.098016;-0.470684;-0.249186;-1.000000;
6.000785;0.367915;-0.135710;0.736320;0.729767;0.098017;-0.470685;-0.249183;-1.000000;
6.000793;0.367916;-0.135706;0.736322;0.729769;0.098017;-0.470687;-0.249176;-1.000000;
6.000809;0.367919;-0.135695;0.736326;0.729773;0.098018;-0.470690;-0.249162;-1.000000;
6.000841;0.367926;-0.135673;0.736334;0.729781;0.098019;-0.470698;-0.249130;-1.000000;
6.000905;0.367940;-0.135621;0.736353;0.729800;0.098022;-0.470714;-0.249057;-1.000000;
6.001033;0.367973;-0.135488;0.736402;0.729848;0.098028;-0.470752;-0.248867;-1.000000;
6.001161;0.368013;-0.135317;0.736465;0.729911;0.098034;-0.470797;-0.248621;-1.000000;
6.001289;0.368060;-0.135108;0.736542;0.729988;0.098042;-0.470849;-0.248321;-1.000000;
6.001417;0.368112;-0.134863;0.736633;0.730078;0.098050;-0.470907;-0.247967;-1.000000;
6.001545;0.368171;-0.134583;0.736736;0.730181;0.098058;-0.470973;-0.247563;-1.000000;
6.001673;0.368236;-0.134268;0.736853;0.730298;0.098068;-0.471045;-0.247108;-1.000000;
6.001801;0.368307;-0.133920;0.736981;0.730426;0.098078;-0.471123;-0.246605;-1.000000;
6.002057;0.368466;-0.133127;0.737274;0.730718;0.098101;-0.471299;-0.245460;-1.000000;
6.002156;0.368534;-0.132789;0.737398;0.730843;0.098110;-0.471373;-0.244972;-1.000000;
6.002156;0.368534;-0.132789;0.737398;0.730843;0.098110;-0.471373;-0.244972;-1.000000;
6.002157;0.368534;-0.132786;0.737400;0.730844;0.098110;-0.471374;-0.244967;-1.000000;
6.002158;0.368535;-0.132782;0.737401;0.730845;0.098110;-0.471375;-0.244961;-1.000000;
6.002160;0.368537;-0.132775;0.737404;0.730848;0.098111;-0.471376;-0.244951;-1.000000;
6.002164;0.368539;-0.132761;0.737409;0.730853;0.098111;-0.471379;-0.244931;-1.000000;
6.002172;0.368545;-0.132732;0.737419;0.730863;0.098112;-0.471386;-0.244890;-1.000000;
6.002188;0.368556;-0.132675;0.737440;0.730885;0.098113;-0.471398;-0.244807;-1.000000;
6.002220;0.368579;-0.132559;0.737483;0.730927;0.098117;-0.471424;-0.244640;-1.000000;
6.002284;0.368627;-0.132322;0.737571;0.731014;0.098123;-0.471475;-0.244298;-1.000000;
6.002348;0.368675;-0.132078;0.737661;0.731104;0.098130;-0.471529;-0.243945;-1.000000;
6.002412;0.368725;-0.131826;0.737753;0.731197;0.098137;-0.471584;-0.243582;-1.000000;
6.002476;0.368776;-0.131568;0.737849;0.731292;0.098144;-0.471640;-0.243208;-1.000000;
6.002540;0.368829;-0.131302;0.737947;0.731390;0.098151;-0.471698;-0.242825;-1.000000;
6.002603;0.368882;-0.131033;0.738046;0.731489;0.098159;-0.471756;-0.242436;-1.000000;
6.002603;0.368882;-0.131033;0.738046;0.731489;0.098159;-0.471756;-0.242436;-1.000000;
6.002604;0.368883;-0.131028;0.738047;0.731491;0.098159;-0.471757;-0.242430;-1.000000;
6.002605;0.368884;-0.131024;0.738049;0.731492;0.098159;-0.471758;-0.242424;-1.000000;
6.002607;0.368885;-0.131015;0.738052;0.731496;0.098159;-0.471760;-0.242411;-1.000000;
6.002611;0.368889;-0.130998;0.738059;0.731502;0.098160;-0.471764;-0.242387;-1.000000;
6.002619;0.368896;-0.130963;0.738071;0.731515;0.098161;-0.471772;-0.242337;-1.000000;
6.002635;0.368909;-0.130894;0.738097;0.731540;0.098163;-0.471787;-0.242236;-1.000000;
6.002667;0.368937;-0.130753;0.738149;0.731592;0.098166;-0.471817;-0.242034;-1.000000;
6.002731;0.368994;-0.130468;0.738254;0.731697;0.098174;-0.471879;-0.241622;-1.000000;
6.002859;0.369111;-0.129877;0.738471;0.731914;0.098191;-0.472008;-0.240771;-1.000000;
6.003115;0.369359;-0.128622;0.738932;0.732375;0.098225;-0.472281;-0.238964;-1.000000;
6.003627;0.369912;-0.125844;0.739951;0.733392;0.098303;-0.472889;-0.234977;-1.000000;
6.004139;0.370534;-0.122743;0.741084;0.734523;0.098391;-0.473574;-0.230543;-1.000000;
6.004195;0.370605;-0.122392;0.741212;0.734651;0.098402;-0.473652;-0.230041;-1.000000;
6.004195;0.370605;-0.122392;0.741212;0.734651;0.098401;-0.473652;-0.230041;-1.000000;
6.004195;0.370606;-0.122390;0.741213;0.734652;0.098402;-0.473652;-0.230039;-1.000000;
6.004195;0.370606;-0.122390;0.741213;0.734652;0.098402;-0.473652;-0.230039;-1.000000;
6.004196;0.370607;-0.122384;0.741215;0.734654;0.098402;-0.473654;-0.230029;-1.000000;
6.004197;0.370608;-0.122377;0.741217;0.734657;0.098402;-0.473655;-0.230020;-1.000000;
6.004199;0.370611;-0.122365;0.741222;0.734661;0.098402;-0.473658;-0.230002;-1.000000;
6.004203;0.370616;-0.122339;0.741232;0.734671;0.098403;-0.473664;-0.229965;-1.000000;
6.004211;0.370626;-0.122287;0.741250;0.734689;0.098405;-0.473675;-0.229892;-1.000000;
6.004227;0.370647;-0.122184;0.741288;0.734727;0.098408;-0.473698;-0.229744;-1.000000;
6.004259;0.370689;-0.121977;0.741364;0.734803;0.098414;-0.473744;-0.229449;-1.000000;
6.004323;0.370774;-0.121559;0.741516;0.734955;0.098426;-0.473837;-0.228853;-1.000000;
6.004451;0.370945;-0.120711;0.741824;0.735263;0.098450;-0.474026;-0.227646;-1.000000;
6.004455;0.370951;-0.120684;0.741835;0.735273;0.098451;-0.474032;-0.227606;-1.000000;
6.004455;0.370951;-0.120684;0.741835;0.735273;0.098451;-0.474032;-0.227606;-1.000000;
6.004456;0.370952;-0.120677;0.741837;0.735275;0.098451;-0.474034;-0.227597;-1.000000;
6.004457;0.370954;-0.120670;0.741839;0.735278;0.098452;-0.474035;-0.227587;-1.000000;
6.004459;0.370956;-0.120657;0.741844;0.735282;0.098452;-0.474038;-0.227568;-1.000000;
6.004463;0.370962;-0.120630;0.741854;0.735292;0.098453;-0.474044;-0.227530;-1.000000;
6.004471;0.370973;-0.120576;0.741874;0.735312;0.098454;-0.474056;-0.227454;-1.000000;
6.004487;0.370995;-0.120469;0.741913;0.735351;0.098457;-0.474080;-0.227301;-1.000000;
6.004519;0.371038;-0.120254;0.741991;0.735429;0.098464;-0.474128;-0.226994;-1.000000;
6.004583;0.371126;-0.119820;0.742149;0.735586;0.098477;-0.474225;-0.226378;-1.000000;
6.004711;0.371305;-0.118942;0.742468;0.735905;0.098503;-0.474422;-0.225130;-1.000000;
6.004967;0.371673;-0.117146;0.743120;0.736555;0.098556;-0.474827;-0.222581;-1.000000;
6.005223;0.372054;-0.115300;0.743788;0.737222;0.098612;-0.475246;-0.219967;-1.000000;
6.005479;0.372446;-0.113409;0.744472;0.737904;0.098671;-0.475678;-0.217297;-1.000000;
6.005511;0.372496;-0.113168;0.744559;0.737991;0.098678;-0.475734;-0.216958;-1.000000;
6.005511;0.372496;-0.113168;0.744559;0.737991;0.098678;-0.475734;-0.216958;-1.000000;
6.005511;0.372496;-0.113168;0.744559;0.737991;0.098678;-0.475734;-0.216957;-1.000000;
6.005511;0.372496;-0.113168;0.744559;0.737991;0.098678;-0.475734;-0.216957;-1.000000;
6.005512;0.372498;-0.113158;0.744562;0.737994;0.098678;-0.475736;-0.216943;-1.000000;
6.005513;0.372500;-0.113148;0.744566;0.737998;0.098679;-0.475738;-0.216929;-1.000000;
6.005515;0.372504;-0.113128;0.744573;0.738005;0.098679;-0.475742;-0.216901;-1.000000;
6.005519;0.372511;-0.113089;0.744587;0.738019;0.098680;-0.475750;-0.216845;-1.000000;
6.005527;0.372527;-0.113009;0.744616;0.738048;0.098682;-0.475767;-0.216733;-1.000000;
6.005543;0.372557;-0.112850;0.744674;0.738105;0.098687;-0.475801;-0.216507;-1.000000;
6.005575;0.372620;-0.112529;0.744789;0.738221;0.098695;-0.475868;-0.216053;-1.000000;
6.005639;0.372745;-0.111881;0.745024;0.738455;0.098712;-0.476005;-0.215136;-1.000000;
6.005767;0.373001;-0.110554;0.745502;0.738933;0.098747;-0.476284;-0.213261;-1.000000;
6.005895;0.373265;-0.109190;0.745993;0.739424;0.098783;-0.476571;-0.211337;-1.000000;
6.006151;0.373811;-0.106357;0.747012;0.740442;0.098857;-0.477166;-0.207347;-1.000000;
6.006407;0.374383;-0.103392;0.748074;0.741503;0.098935;-0.477788;-0.203184;-1.000000;
6.006663;0.374979;-0.100305;0.749177;0.742605;0.099016;-0.478435;-0.198865;-1.000000;
6.006919;0.375596;-0.097109;0.750315;0.743742;0.099100;-0.479105;-0.194407;-1.000000;
6.007175;0.376234;-0.093814;0.751485;0.744910;0.099188;-0.479796;-0.189827;-1.000000;
6.007687;0.377558;-0.086988;0.753895;0.747318;0.099371;-0.481232;-0.180389;-1.000000;
6.008199;0.378941;-0.079900;0.756381;0.749799;0.099563;-0.482728;-0.170661;-1.000000;
6.008711;0.380369;-0.072627;0.758913;0.752327;0.099765;-0.484272;-0.160754;-1.000000;
6.009223;0.381828;-0.065244;0.761466;0.754874;0.099973;-0.485848;-0.150774;-1.000000;
6.009735;0.383306;-0.057822;0.764013;0.757416;0.100186;-0.487445;-0.140817;-1.000000;
