time;WT4B_WT_measurementsPQ_PPu;WT4B_WT_measurementsPQ_QPu;WT4B_WT_control4B_UWTPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
2.117485;0.575214;-0.218775;1.014119;1.008179;0.109096;-0.540661;-0.275911;
2.129691;0.561117;-0.218831;1.014409;1.008861;0.105501;-0.527673;-0.272436;
2.141897;0.549805;-0.218858;1.014637;1.009395;0.102618;-0.517248;-0.269696;
2.154103;0.540712;-0.218863;1.014819;1.009818;0.100299;-0.508866;-0.267518;
2.178516;0.528399;-0.218817;1.015098;1.010437;0.097157;-0.497519;-0.264395;
2.202928;0.519932;-0.218744;1.015267;1.010812;0.094998;-0.489705;-0.262437;
2.227341;0.514051;-0.218637;1.015399;1.011084;0.093497;-0.484276;-0.261034;
2.251753;0.509911;-0.218508;1.015506;1.011288;0.092438;-0.480453;-0.259997;
2.300578;0.505359;-0.218195;1.015673;1.011564;0.091269;-0.476244;-0.258671;
2.349403;0.502909;-0.217847;1.015813;1.011761;0.090635;-0.473971;-0.257774;
2.398228;0.501672;-0.217477;1.015940;1.011918;0.090309;-0.472818;-0.257112;
2.495878;0.501009;-0.216711;1.016171;1.012167;0.090116;-0.472181;-0.256146;
2.593527;0.500889;-0.215961;1.016389;1.012391;0.090063;-0.472046;-0.255311;
2.788827;0.500863;-0.214650;1.016767;1.012775;0.090016;-0.471979;-0.253892;
2.984127;0.500841;-0.213562;1.017081;1.013093;0.089978;-0.471923;-0.252716;
3.374726;0.500815;-0.212140;1.017490;1.013508;0.089928;-0.471853;-0.251180;
4.155924;0.500783;-0.210881;1.017852;1.013876;0.089881;-0.471783;-0.249819;
5.718321;0.500732;-0.210218;1.018043;1.014071;0.089848;-0.471714;-0.249096;
5.999999;0.500725;-0.210201;1.018048;1.014076;0.089846;-0.471706;-0.249076;
5.999999;0.368735;-0.135424;0.736400;0.729814;0.098272;-0.471706;-0.249076;
6.000092;0.368531;-0.136554;0.735981;0.729394;0.098247;-0.471484;-0.250724;
6.000279;0.368186;-0.138585;0.735226;0.728637;0.098210;-0.471113;-0.253697;
6.000466;0.367904;-0.140396;0.734550;0.727959;0.098185;-0.470813;-0.256365;
6.000792;0.367615;-0.142872;0.733621;0.727021;0.098183;-0.470525;-0.260061;
6.000792;0.367615;-0.142872;0.733621;0.727021;0.098183;-0.470525;-0.260061;
6.000792;0.367615;-0.142875;0.733619;0.727020;0.098183;-0.470525;-0.260066;
6.000792;0.367615;-0.142875;0.733619;0.727020;0.098183;-0.470525;-0.260066;
6.000792;0.367615;-0.142875;0.733619;0.727020;0.098183;-0.470525;-0.260066;
6.000792;0.367615;-0.142875;0.733619;0.727020;0.098183;-0.470525;-0.260066;
6.001004;0.367439;-0.144311;0.733080;0.726475;0.098179;-0.470348;-0.262210;
6.001427;0.367201;-0.146375;0.732301;0.725690;0.098178;-0.470110;-0.265305;
6.001851;0.367063;-0.147729;0.731789;0.725173;0.098183;-0.469977;-0.267348;
6.002697;0.367134;-0.148235;0.731593;0.724970;0.098224;-0.470081;-0.268161;
6.003212;0.367350;-0.147514;0.731861;0.725234;0.098268;-0.470330;-0.267132;
6.003212;0.367348;-0.147515;0.731861;0.725234;0.098267;-0.470328;-0.267131;
6.003533;0.367482;-0.147073;0.732025;0.725396;0.098295;-0.470484;-0.266501;
6.003997;0.367779;-0.145864;0.732476;0.725844;0.098346;-0.470820;-0.264750;
6.003997;0.367778;-0.145864;0.732476;0.725844;0.098346;-0.470819;-0.264750;
6.004338;0.368015;-0.144881;0.732842;0.726208;0.098386;-0.471087;-0.263326;
6.005020;0.368617;-0.142258;0.733819;0.727180;0.098485;-0.471764;-0.259523;
6.005354;0.368997;-0.140593;0.734436;0.727794;0.098547;-0.472191;-0.257120;
6.005354;0.368991;-0.140598;0.734436;0.727794;0.098545;-0.472184;-0.257118;
6.005381;0.369019;-0.140476;0.734481;0.727839;0.098550;-0.472216;-0.256942;
6.005381;0.369019;-0.140476;0.734481;0.727839;0.098550;-0.472216;-0.256942;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256938;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256938;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256937;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256937;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256937;
6.005381;0.369020;-0.140473;0.734482;0.727841;0.098550;-0.472217;-0.256937;
6.005532;0.369178;-0.139782;0.734738;0.728096;0.098576;-0.472394;-0.255940;
6.005532;0.369177;-0.139782;0.734738;0.728096;0.098576;-0.472394;-0.255940;
6.005532;0.369177;-0.139782;0.734738;0.728096;0.098576;-0.472394;-0.255940;
6.005532;0.369177;-0.139782;0.734738;0.728096;0.098576;-0.472394;-0.255940;
6.005962;0.369699;-0.137386;0.735626;0.728981;0.098657;-0.472976;-0.252474;
6.006822;0.371026;-0.131047;0.737967;0.731316;0.098855;-0.474449;-0.243327;
6.008540;0.374311;-0.115397;0.743677;0.737011;0.099348;-0.478085;-0.221019;
6.009766;0.376883;-0.103575;0.747918;0.741236;0.099752;-0.480932;-0.204481;
6.009766;0.376863;-0.103597;0.747918;0.741236;0.099746;-0.480908;-0.204477;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.009768;0.376867;-0.103575;0.747925;0.741244;0.099747;-0.480913;-0.204447;
6.010262;0.377968;-0.098435;0.749757;0.743069;0.099918;-0.482128;-0.197301;
6.011248;0.380407;-0.086904;0.753833;0.747132;0.100291;-0.484806;-0.181394;
6.013222;0.385787;-0.061429;0.762677;0.755944;0.101120;-0.490688;-0.146899;
6.015195;0.391379;-0.035318;0.771522;0.764749;0.102001;-0.496777;-0.112442;
6.019142;0.401673;0.010615;0.786580;0.779712;0.103716;-0.507978;-0.053957;
6.022694;0.409822;0.044457;0.797296;0.790329;0.105175;-0.516878;-0.012531;
6.026247;0.416678;0.069998;0.805175;0.798099;0.106510;-0.524451;0.017709;
6.029799;0.422339;0.087905;0.810585;0.803395;0.107727;-0.530817;0.038227;
6.033351;0.427017;0.099533;0.814033;0.806724;0.108843;-0.536205;0.051020;
6.036903;0.430954;0.106423;0.816030;0.808598;0.109882;-0.540859;0.058102;
6.040455;0.434372;0.109998;0.817023;0.809466;0.110867;-0.545001;0.061233;
6.047560;0.440271;0.111216;0.817227;0.809413;0.112738;-0.552361;0.060469;
6.054664;0.445853;0.110422;0.816822;0.808747;0.114575;-0.559406;0.057296;
6.068873;0.457004;0.108941;0.816024;0.807412;0.118243;-0.573472;0.050943;
6.097291;0.479755;0.108971;0.815281;0.805545;0.125624;-0.602021;0.041391;
6.113198;0.492548;0.109586;0.815009;0.804605;0.129757;-0.618036;0.036459;
6.113198;0.492561;0.109575;0.815017;0.804621;0.129761;-0.618056;0.036523;
6.122048;0.496395;0.109542;0.814864;0.804264;0.131007;-0.622863;0.034744;
6.139747;0.499249;0.109506;0.814747;0.803993;0.131935;-0.626443;0.033403;
6.157445;0.500290;0.109527;0.814715;0.803907;0.132273;-0.627747;0.032961;
6.192843;0.500682;0.109562;0.814711;0.803881;0.132399;-0.628237;0.032820;
6.228241;0.500726;0.109573;0.814713;0.803880;0.132413;-0.628291;0.032815;
6.249999;0.500742;0.109575;0.814713;0.803879;0.132418;-0.628312;0.032810;
6.249999;0.683034;0.115480;1.101022;1.093710;0.126683;-0.628311;0.032809;
6.250094;0.682987;0.115669;1.101070;1.093760;0.126666;-0.628261;0.032997;
6.250286;0.682726;0.115583;1.101054;1.093751;0.126601;-0.628024;0.032982;
6.250477;0.682307;0.115050;1.100931;1.093638;0.126510;-0.627658;0.032594;
6.250859;0.680895;0.112338;1.100292;1.093027;0.126228;-0.626458;0.030431;
6.251242;0.678967;0.108111;1.099289;1.092061;0.125858;-0.624840;0.026989;
6.252006;0.673441;0.094615;1.096060;1.088927;0.124838;-0.620254;0.015780;
6.252771;0.666623;0.077020;1.091814;1.084794;0.123608;-0.614625;0.000965;
6.253536;0.658821;0.056139;1.086741;1.079846;0.122224;-0.608209;-0.016795;
6.253797;0.655795;0.047745;1.084658;1.077809;0.121697;-0.605727;-0.024121;
6.253797;0.655768;0.047720;1.084658;1.077810;0.121691;-0.605704;-0.024113;
6.253797;0.655768;0.047719;1.084658;1.077810;0.121691;-0.605704;-0.024113;
6.253797;0.655768;0.047719;1.084658;1.077810;0.121691;-0.605704;-0.024113;
6.253926;0.654413;0.044091;1.083765;1.076938;0.121451;-0.604588;-0.027244;
6.253926;0.654412;0.044088;1.083765;1.076939;0.121451;-0.604587;-0.027243;
6.253926;0.654408;0.044077;1.083762;1.076936;0.121450;-0.604584;-0.027253;
6.253926;0.654408;0.044077;1.083762;1.076936;0.121450;-0.604584;-0.027253;
6.253926;0.654408;0.044077;1.083762;1.076936;0.121450;-0.604584;-0.027253;
6.253926;0.654408;0.044077;1.083762;1.076936;0.121450;-0.604584;-0.027253;
6.254154;0.651999;0.037650;1.082178;1.075389;0.121023;-0.602600;-0.032806;
6.254609;0.647080;0.024685;1.078968;1.072258;0.120147;-0.598539;-0.044045;
6.255520;0.637046;-0.001294;1.072481;1.065931;0.118348;-0.590232;-0.066746;
6.257340;0.617351;-0.051282;1.059774;1.053538;0.114799;-0.573862;-0.111207;
6.259161;0.598967;-0.097596;1.047699;1.041750;0.111487;-0.558530;-0.153514;
6.259501;0.595847;-0.105423;1.045608;1.039707;0.110926;-0.555919;-0.160850;
6.259501;0.595765;-0.105566;1.045610;1.039712;0.110908;-0.555854;-0.160828;
6.259829;0.592681;-0.113030;1.043633;1.037783;0.110345;-0.553267;-0.167742;
6.260484;0.586985;-0.125814;1.040237;1.034481;0.109276;-0.548452;-0.179555;
6.261794;0.577125;-0.145098;1.035093;1.029512;0.107341;-0.540015;-0.197243;
6.263104;0.568564;-0.159713;1.031171;1.025750;0.105600;-0.532612;-0.210561;
6.264415;0.561058;-0.170909;1.028164;1.022888;0.104025;-0.526064;-0.220623;
6.267035;0.549121;-0.185121;1.024378;1.019346;0.101412;-0.515529;-0.232896;
6.269656;0.539646;-0.194246;1.021952;1.017118;0.099275;-0.507091;-0.240484;
6.272276;0.532035;-0.200237;1.020375;1.015703;0.097518;-0.500267;-0.245192;
6.277518;0.521721;-0.206308;1.018820;1.014374;0.095075;-0.490952;-0.249400;
6.282759;0.514777;-0.209481;1.018027;1.013733;0.093403;-0.484650;-0.251297;
6.288000;0.510101;-0.211191;1.017612;1.013420;0.092264;-0.480391;-0.252137;
6.298482;0.505342;-0.212469;1.017323;1.013237;0.091090;-0.476041;-0.252489;
6.308965;0.502951;-0.212952;1.017223;1.013190;0.090496;-0.473850;-0.252502;
6.319447;0.501765;-0.213116;1.017195;1.013187;0.090199;-0.472761;-0.252429;
6.340412;0.501030;-0.213118;1.017206;1.013215;0.090012;-0.472083;-0.252277;
6.361377;0.500849;-0.213037;1.017232;1.013246;0.089964;-0.471913;-0.252152;
6.403307;0.500898;-0.212834;1.017289;1.013303;0.089970;-0.471952;-0.251944;
6.487166;0.500971;-0.212460;1.017396;1.013409;0.089977;-0.472008;-0.251557;
6.654884;0.500911;-0.211874;1.017565;1.013582;0.089944;-0.471933;-0.250914;
6.990321;0.500853;-0.211139;1.017777;1.013798;0.089907;-0.471856;-0.250111;
7.661195;0.500823;-0.210487;1.017965;1.013989;0.089880;-0.471807;-0.249404;
9.002942;0.500778;-0.210130;1.018068;1.014095;0.089857;-0.471753;-0.249010;
11.686438;0.500699;-0.210020;1.018101;1.014130;0.089834;-0.471677;-0.248875;
11.999998;0.500692;-0.210019;1.018101;1.014131;0.089832;-0.471670;-0.248873;
11.999998;0.289011;-0.110565;0.580232;0.576050;0.069536;-0.471670;-0.248873;
12.000103;0.288852;-0.111838;0.579871;0.575690;0.069512;-0.471419;-0.251189;
12.000315;0.288619;-0.114064;0.579238;0.575055;0.069483;-0.471054;-0.255269;
12.000498;0.288558;-0.115500;0.578826;0.574640;0.069486;-0.470963;-0.257947;
12.000498;0.288559;-0.115501;0.578826;0.574640;0.069486;-0.470965;-0.257947;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000500;0.288558;-0.115517;0.578821;0.574635;0.069486;-0.470963;-0.257976;
12.000645;0.288459;-0.116738;0.578472;0.574284;0.069477;-0.470811;-0.260234;
12.000934;0.288314;-0.118692;0.577911;0.573721;0.069466;-0.470585;-0.263860;
12.001514;0.288204;-0.120945;0.577262;0.573067;0.069468;-0.470420;-0.268072;
12.002093;0.288252;-0.121795;0.577015;0.572815;0.069491;-0.470501;-0.269704;
12.003122;0.288784;-0.119705;0.577607;0.573398;0.069599;-0.471352;-0.265977;
12.003122;0.288784;-0.119705;0.577607;0.573398;0.069598;-0.471352;-0.265977;
12.003229;0.288842;-0.119465;0.577674;0.573465;0.069610;-0.471445;-0.265549;
12.003229;0.288842;-0.119465;0.577674;0.573465;0.069610;-0.471445;-0.265549;
12.003229;0.288842;-0.119465;0.577674;0.573465;0.069610;-0.471445;-0.265548;
12.003229;0.288842;-0.119465;0.577674;0.573465;0.069610;-0.471445;-0.265548;
12.003463;0.289002;-0.118674;0.577899;0.573688;0.069640;-0.471701;-0.264122;
12.003774;0.289309;-0.116863;0.578414;0.574200;0.069694;-0.472187;-0.260837;
12.003774;0.289308;-0.116864;0.578414;0.574200;0.069694;-0.472186;-0.260837;
12.004013;0.289557;-0.115372;0.578838;0.574621;0.069738;-0.472582;-0.258134;
12.004491;0.290183;-0.111388;0.579967;0.575746;0.069845;-0.473574;-0.250916;
12.005207;0.291410;-0.103248;0.582258;0.578029;0.070049;-0.475511;-0.236265;
12.005207;0.291405;-0.103259;0.582258;0.578029;0.070048;-0.475504;-0.236264;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005208;0.291407;-0.103248;0.582261;0.578032;0.070048;-0.475507;-0.236243;
12.005453;0.291839;-0.100377;0.583065;0.578833;0.070121;-0.476190;-0.231100;
12.005760;0.292464;-0.096150;0.584244;0.580008;0.070224;-0.477174;-0.223556;
12.005760;0.292462;-0.096156;0.584244;0.580008;0.070224;-0.477171;-0.223556;
12.005768;0.292479;-0.096042;0.584276;0.580040;0.070226;-0.477198;-0.223354;
12.005768;0.292479;-0.096042;0.584276;0.580040;0.070226;-0.477197;-0.223354;
12.005768;0.292479;-0.096039;0.584276;0.580041;0.070226;-0.477198;-0.223349;
12.005768;0.292479;-0.096039;0.584276;0.580041;0.070226;-0.477198;-0.223349;
12.005768;0.292479;-0.096039;0.584276;0.580041;0.070226;-0.477198;-0.223349;
12.005768;0.292479;-0.096039;0.584276;0.580041;0.070226;-0.477198;-0.223349;
12.006007;0.292976;-0.092676;0.585212;0.580973;0.070309;-0.477981;-0.217362;
12.006486;0.294081;-0.085109;0.587306;0.583060;0.070490;-0.479716;-0.203966;
12.007444;0.296650;-0.067279;0.592179;0.587918;0.070910;-0.483737;-0.172780;
12.008402;0.299522;-0.047266;0.597561;0.593283;0.071379;-0.488214;-0.138342;
12.010317;0.305932;-0.002209;0.609297;0.604977;0.072424;-0.498116;-0.063282;
12.012232;0.312701;0.045344;0.621222;0.616855;0.073532;-0.508474;0.012946;
12.014147;0.319506;0.093404;0.632788;0.628370;0.074646;-0.518775;0.086836;
12.016063;0.326110;0.140111;0.643629;0.639158;0.075730;-0.528685;0.156048;
12.017978;0.332351;0.184085;0.653519;0.648996;0.076759;-0.537985;0.219153;
12.019893;0.338131;0.224385;0.662344;0.657768;0.077720;-0.546551;0.275411;
12.021809;0.343397;0.260453;0.670064;0.665438;0.078605;-0.554333;0.324589;
12.023724;0.348137;0.292050;0.676702;0.672026;0.079413;-0.561328;0.366816;
12.025639;0.352366;0.319183;0.682314;0.677590;0.080148;-0.567573;0.402468;
12.027555;0.356114;0.342047;0.686984;0.682214;0.080815;-0.573123;0.432076;
12.029470;0.359426;0.360957;0.690807;0.685992;0.081421;-0.578049;0.456255;
12.033301;0.364632;0.385447;0.695853;0.690953;0.082437;-0.585939;0.487942;
12.037131;0.368926;0.401568;0.698999;0.694014;0.083327;-0.592504;0.507425;
12.040962;0.372523;0.411042;0.700818;0.695751;0.084123;-0.598101;0.518400;
12.044792;0.375656;0.416037;0.701756;0.696607;0.084856;-0.603059;0.523713;
12.052454;0.381123;0.418155;0.702087;0.696773;0.086217;-0.611873;0.524419;
12.060115;0.386330;0.417497;0.701866;0.696384;0.087547;-0.620334;0.521551;
12.075437;0.396708;0.415562;0.701287;0.695461;0.090204;-0.637208;0.514885;
12.106082;0.417823;0.414667;0.700691;0.694142;0.095574;-0.671449;0.504930;
12.149998;0.448243;0.415443;0.700169;0.692491;0.103287;-0.720695;0.492203;
12.149998;0.809310;0.703608;1.228576;1.220279;0.142537;-0.720734;0.492409;
12.150096;0.809231;0.703576;1.228571;1.220276;0.142518;-0.720662;0.492404;
12.150292;0.808909;0.702450;1.228350;1.220061;0.142466;-0.720414;0.491627;
12.150684;0.807668;0.696282;1.227134;1.218854;0.142316;-0.719537;0.487245;
12.151076;0.805888;0.686521;1.225205;1.216934;0.142125;-0.718319;0.480258;
12.151423;0.803548;0.672663;1.222441;1.214177;0.141904;-0.716758;0.470215;
12.151423;0.803536;0.672633;1.222441;1.214177;0.141901;-0.716749;0.470216;
12.151567;0.802591;0.667649;1.221449;1.213191;0.141795;-0.716093;0.466629;
12.151855;0.800152;0.656042;1.219137;1.210899;0.141487;-0.714344;0.458314;
12.152432;0.793420;0.627231;1.213376;1.205208;0.140552;-0.709372;0.437707;
12.153009;0.785176;0.593762;1.206638;1.198563;0.139359;-0.703200;0.413677;
12.153578;0.775009;0.554634;1.198613;1.190661;0.137837;-0.695477;0.385126;
12.153578;0.774956;0.554417;1.198613;1.190662;0.137828;-0.695443;0.385135;
12.153589;0.774780;0.553729;1.198472;1.190523;0.137801;-0.695310;0.384632;
12.153589;0.774780;0.553728;1.198472;1.190523;0.137801;-0.695310;0.384632;
12.153589;0.774779;0.553724;1.198471;1.190522;0.137801;-0.695309;0.384629;
12.153589;0.774779;0.553724;1.198471;1.190522;0.137801;-0.695309;0.384629;
12.153589;0.774779;0.553724;1.198471;1.190522;0.137801;-0.695309;0.384629;
12.153589;0.774779;0.553724;1.198471;1.190522;0.137801;-0.695309;0.384629;
12.153749;0.772119;0.543339;1.196338;1.188421;0.137407;-0.693295;0.377034;
12.154071;0.766480;0.521592;1.191851;1.184001;0.136565;-0.689010;0.361062;
12.154713;0.754216;0.475138;1.182163;1.174462;0.134715;-0.679642;0.326601;
12.155303;0.741985;0.429831;1.172487;1.164936;0.132851;-0.670228;0.292191;
12.155303;0.741905;0.429425;1.172487;1.164938;0.132838;-0.670182;0.292204;
12.155303;0.741904;0.429424;1.172487;1.164938;0.132838;-0.670182;0.292203;
12.155303;0.741904;0.429424;1.172487;1.164938;0.132838;-0.670182;0.292203;
12.155448;0.739029;0.418768;1.170211;1.162696;0.132400;-0.667969;0.284106;
12.155738;0.733241;0.397632;1.165671;1.158229;0.131511;-0.663498;0.267974;
12.156319;0.721609;0.356225;1.156686;1.149392;0.129698;-0.654457;0.236076;
12.157481;0.698701;0.277792;1.139310;1.132315;0.126056;-0.636479;0.174474;
12.158643;0.676717;0.204939;1.122694;1.115989;0.122513;-0.619067;0.115596;
12.159805;0.655921;0.137836;1.106956;1.100527;0.119128;-0.602470;0.059841;
12.160967;0.636490;0.076498;1.092177;1.086005;0.115943;-0.586860;0.007479;
12.162129;0.618524;0.020796;1.078405;1.072469;0.112984;-0.572343;-0.041328;
12.163291;0.602063;-0.029498;1.065662;1.059941;0.110264;-0.558977;-0.086509;
12.164453;0.587105;-0.074677;1.053947;1.048420;0.107788;-0.546778;-0.128064;
12.165458;0.575439;-0.109616;1.044691;1.039313;0.105856;-0.537228;-0.160920;
12.165458;0.575297;-0.110375;1.044692;1.039317;0.105834;-0.537150;-0.160897;
12.165723;0.572344;-0.118917;1.042412;1.037076;0.105337;-0.534719;-0.168978;
12.166254;0.566975;-0.133558;1.038485;1.033223;0.104407;-0.530267;-0.182847;
12.167316;0.557969;-0.155520;1.032553;1.027425;0.102772;-0.522704;-0.203654;
12.168377;0.550394;-0.171937;1.028075;1.023069;0.101338;-0.516265;-0.219233;
12.169439;0.543969;-0.184254;1.024705;1.019806;0.100074;-0.510747;-0.230847;
12.171562;0.534332;-0.199024;1.020686;1.015964;0.098066;-0.502347;-0.244385;
12.173685;0.527072;-0.207706;1.018324;1.013743;0.096481;-0.495934;-0.252097;
12.175808;0.521510;-0.212746;1.016969;1.012501;0.095217;-0.490967;-0.256305;
12.180055;0.514431;-0.216602;1.015982;1.011668;0.093531;-0.484562;-0.258903;
12.184301;0.509872;-0.217860;1.015695;1.011483;0.092409;-0.480397;-0.259275;
12.192794;0.505381;-0.217949;1.015743;1.011635;0.091267;-0.476255;-0.258409;
12.201287;0.503101;-0.217628;1.015873;1.011818;0.090677;-0.474141;-0.257576;
12.209780;0.501913;-0.217326;1.015979;1.011952;0.090365;-0.473035;-0.257001;
12.226765;0.501033;-0.216942;1.016104;1.012099;0.090130;-0.472211;-0.256400;
12.243751;0.500700;-0.216663;1.016190;1.012193;0.090036;-0.471894;-0.256028;
12.277722;0.500632;-0.216211;1.016321;1.012328;0.090005;-0.471816;-0.255527;
12.311693;0.500759;-0.215801;1.016437;1.012443;0.090025;-0.471921;-0.255111;
12.379635;0.501056;-0.215083;1.016639;1.012641;0.090079;-0.472171;-0.254400;
12.515519;0.501216;-0.213960;1.016960;1.012962;0.090085;-0.472282;-0.253223;
12.787288;0.501171;-0.212516;1.017376;1.013385;0.090030;-0.472194;-0.251659;
13.330825;0.501119;-0.211162;1.017766;1.013781;0.089975;-0.472101;-0.250192;
14.417900;0.501065;-0.210345;1.018002;1.014021;0.089937;-0.472025;-0.249302;
15.504975;0.501017;-0.210102;1.018073;1.014094;0.089917;-0.471973;-0.249030;
17.679124;0.500932;-0.210018;1.018098;1.014122;0.089893;-0.471892;-0.248922;
19.999996;0.500856;-0.210009;1.018102;1.014127;0.089873;-0.471821;-0.248897;
19.999996;0.500856;-0.210009;1.018102;1.014127;0.089873;-0.471821;-0.248897;
20.003197;0.499185;-0.211834;1.017604;1.014477;0.079315;-0.472828;-0.245773;
20.003197;0.499186;-0.211834;1.017603;1.014507;0.079320;-0.472832;-0.245774;
20.007108;0.497538;-0.213327;1.017200;1.015025;0.066482;-0.474372;-0.241239;
20.011020;0.496475;-0.213864;1.017062;1.015637;0.053760;-0.476373;-0.235797;
20.018842;0.495460;-0.213939;1.017056;1.016656;0.028523;-0.481060;-0.223930;
20.026665;0.494965;-0.213782;1.017109;1.017100;0.003396;-0.485937;-0.211822;
20.042311;0.494636;-0.213445;1.017211;1.016139;-0.046690;-0.495386;-0.187293;
20.057957;0.494516;-0.213170;1.017288;1.012691;-0.096614;-0.503811;-0.162445;
20.089249;0.494505;-0.212689;1.017430;0.998452;-0.195596;-0.517155;-0.111709;
20.120540;0.494311;-0.212354;1.017472;0.974509;-0.292726;-0.525353;-0.060118;
20.183124;0.494521;-0.211614;1.017738;0.898739;-0.477555;-0.526655;0.044384;
20.245707;0.494506;-0.211102;1.017885;0.788241;-0.644033;-0.507458;0.146828;
20.370874;0.494570;-0.210428;1.018075;0.481368;-0.897085;-0.411832;0.330327;
20.621207;0.494438;-0.209812;1.018194;-0.295023;-0.974528;-0.056623;0.524713;
20.746374;0.494599;-0.209688;1.018257;-0.645951;-0.787148;0.148909;0.506237;
20.996708;0.494526;-0.209592;1.018256;-1.013463;-0.098794;0.463576;0.252167;
20.999996;0.494616;-0.209631;1.018270;-1.014365;-0.088313;0.466124;0.247312;
20.999996;0.494731;-0.209737;1.018275;-1.014439;-0.088305;0.466159;0.247330;
21.002211;0.495954;-0.208264;1.018678;-1.014820;-0.088572;0.467240;0.246004;
21.002211;0.495955;-0.208267;1.018678;-1.014820;-0.088572;0.467241;0.246005;
21.006209;0.497709;-0.206500;1.019157;-1.015266;-0.088965;0.468803;0.244475;
21.006877;0.497848;-0.206441;1.019172;-1.015278;-0.088999;0.468928;0.244440;
21.006877;0.497848;-0.206441;1.019172;-1.015278;-0.088999;0.468928;0.244440;
