time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load2_zP;NETWORK_Load2_zQ;NETWORK_line1_P1;NETWORK_line1_Q1;NETWORK_line1_P2;NETWORK_line1_Q2;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
146.000000;1.420726;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208940;0.109096;1.017943;1.035936;-0.532566;0.094035;0.591060;0.490904;1.420726;49.724718;
147.000000;1.420725;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208952;0.109109;1.018001;1.036056;-0.532557;0.094023;0.591048;0.490892;1.420725;49.723484;
148.000000;1.420723;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208963;0.109121;1.018059;1.036174;-0.532548;0.094011;0.591037;0.490879;1.420723;49.722264;
149.000000;1.420721;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208975;0.109133;1.018117;1.036291;-0.532539;0.093999;0.591025;0.490867;1.420721;49.721057;
150.000000;1.420720;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208986;0.109145;1.018173;1.036407;-0.532530;0.093987;0.591014;0.490855;1.420720;49.719863;
151.000000;1.420718;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.208998;0.109157;1.018229;1.036522;-0.532521;0.093976;0.591002;0.490843;1.420718;49.718682;
152.000000;1.420717;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209009;0.109169;1.018285;1.036635;-0.532512;0.093964;0.590991;0.490832;1.420717;49.717514;
153.000000;1.420715;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209020;0.109180;1.018340;1.036748;-0.532503;0.093953;0.590980;0.490820;1.420715;49.716359;
154.000000;1.420713;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209031;0.109192;1.018394;1.036859;-0.532494;0.093942;0.590969;0.490809;1.420713;49.715216;
155.000000;1.420712;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209041;0.109203;1.018448;1.036969;-0.532486;0.093931;0.590959;0.490797;1.420712;49.714085;
156.000000;1.420710;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209052;0.109214;1.018501;1.037078;-0.532477;0.093920;0.590948;0.490786;1.420710;49.712967;
157.000000;1.420709;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209063;0.109225;1.018554;1.037186;-0.532469;0.093909;0.590937;0.490775;1.420709;49.711861;
158.000000;1.420707;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209073;0.109236;1.018606;1.037293;-0.532461;0.093898;0.590927;0.490764;1.420707;49.710767;
159.000000;1.420705;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209084;0.109247;1.018657;1.037398;-0.532452;0.093888;0.590916;0.490753;1.420705;49.709685;
160.000000;1.420704;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209094;0.109258;1.018708;1.037503;-0.532444;0.093877;0.590906;0.490742;1.420704;49.708615;
161.000000;1.420702;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209104;0.109269;1.018759;1.037607;-0.532436;0.093867;0.590896;0.490732;1.420702;49.707556;
162.000000;1.420701;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209114;0.109279;1.018809;1.037709;-0.532428;0.093857;0.590886;0.490721;1.420701;49.706509;
163.000000;1.420699;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209124;0.109290;1.018858;1.037810;-0.532420;0.093847;0.590876;0.490711;1.420699;49.705473;
164.000000;1.420698;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209134;0.109300;1.018907;1.037911;-0.532413;0.093837;0.590866;0.490700;1.420698;49.704448;
165.000000;1.420696;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209143;0.109310;1.018955;1.038010;-0.532405;0.093827;0.590857;0.490690;1.420696;49.703435;
166.000000;1.420695;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209153;0.109320;1.019003;1.038108;-0.532397;0.093817;0.590847;0.490680;1.420695;49.702432;
167.000000;1.420694;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209163;0.109330;1.019051;1.038206;-0.532390;0.093808;0.590838;0.490670;1.420694;49.701441;
168.000000;1.420692;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209172;0.109340;1.019098;1.038302;-0.532382;0.093798;0.590828;0.490660;1.420692;49.700460;
169.000000;1.420691;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209181;0.109350;1.019144;1.038397;-0.532375;0.093789;0.590819;0.490650;1.420691;49.699489;
170.000000;1.420689;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209190;0.109360;1.019190;1.038491;-0.532368;0.093779;0.590810;0.490640;1.420689;49.698530;
171.000000;1.420688;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209200;0.109369;1.019235;1.038585;-0.532360;0.093770;0.590800;0.490631;1.420688;49.697580;
172.000000;1.420686;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209209;0.109379;1.019280;1.038677;-0.532353;0.093761;0.590791;0.490621;1.420686;49.696642;
173.000000;1.420685;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209217;0.109388;1.019325;1.038769;-0.532346;0.093752;0.590783;0.490612;1.420685;49.695713;
174.000000;1.420684;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209226;0.109398;1.019369;1.038859;-0.532339;0.093743;0.590774;0.490603;1.420684;49.694794;
175.000000;1.420682;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209235;0.109407;1.019412;1.038949;-0.532332;0.093734;0.590765;0.490593;1.420682;49.693885;
176.000000;1.420681;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209244;0.109416;1.019455;1.039037;-0.532325;0.093725;0.590756;0.490584;1.420681;49.692986;
177.000000;1.420680;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209252;0.109425;1.019498;1.039125;-0.532319;0.093717;0.590748;0.490575;1.420680;49.692097;
178.000000;1.420678;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209261;0.109434;1.019540;1.039212;-0.532312;0.093708;0.590739;0.490566;1.420678;49.691218;
179.000000;1.420677;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209269;0.109443;1.019582;1.039298;-0.532305;0.093700;0.590731;0.490557;1.420677;49.690347;
180.000000;1.420676;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209277;0.109452;1.019623;1.039383;-0.532299;0.093691;0.590723;0.490549;1.420676;49.689487;
181.000000;1.420674;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209286;0.109460;1.019664;1.039467;-0.532292;0.093683;0.590714;0.490540;1.420674;49.688636;
182.000000;1.420673;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209294;0.109469;1.019704;1.039550;-0.532286;0.093675;0.590706;0.490531;1.420673;49.687794;
183.000000;1.420672;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209302;0.109477;1.019744;1.039633;-0.532279;0.093667;0.590698;0.490523;1.420672;49.686961;
184.000000;1.420670;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209310;0.109486;1.019784;1.039715;-0.532273;0.093659;0.590690;0.490515;1.420670;49.686137;
185.000000;1.420669;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209317;0.109494;1.019823;1.039795;-0.532267;0.093651;0.590683;0.490506;1.420669;49.685322;
186.000000;1.420668;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209325;0.109502;1.019862;1.039875;-0.532261;0.093643;0.590675;0.490498;1.420668;49.684516;
187.000000;1.420667;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209333;0.109510;1.019900;1.039954;-0.532255;0.093635;0.590667;0.490490;1.420667;49.683718;
188.000000;1.420665;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209341;0.109518;1.019938;1.040033;-0.532249;0.093628;0.590660;0.490482;1.420665;49.682929;
189.000000;1.420664;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209348;0.109526;1.019976;1.040110;-0.532243;0.093620;0.590652;0.490474;1.420664;49.682149;
190.000000;1.420663;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209356;0.109534;1.020013;1.040187;-0.532237;0.093612;0.590645;0.490466;1.420663;49.681377;
191.000000;1.420662;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209363;0.109542;1.020050;1.040263;-0.532231;0.093605;0.590637;0.490458;1.420662;49.680614;
192.000000;1.420660;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209370;0.109550;1.020086;1.040338;-0.532225;0.093598;0.590630;0.490450;1.420660;49.679859;
193.000000;1.420659;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209377;0.109557;1.020122;1.040413;-0.532219;0.093591;0.590623;0.490443;1.420659;49.679112;
194.000000;1.420658;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209385;0.109565;1.020158;1.040486;-0.532214;0.093583;0.590616;0.490435;1.420658;49.678373;
195.000000;1.420657;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209392;0.109573;1.020193;1.040559;-0.532208;0.093576;0.590608;0.490428;1.420657;49.677642;
196.000000;1.420656;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209399;0.109580;1.020228;1.040631;-0.532203;0.093569;0.590601;0.490420;1.420656;49.676919;
197.000000;1.420655;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209405;0.109587;1.020262;1.040703;-0.532197;0.093562;0.590595;0.490413;1.420655;49.676204;
198.000000;1.420653;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209412;0.109595;1.020297;1.040773;-0.532192;0.093555;0.590588;0.490406;1.420653;49.675496;
199.000000;1.420652;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209419;0.109602;1.020330;1.040843;-0.532186;0.093549;0.590581;0.490398;1.420652;49.674796;
200.000000;1.420651;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209426;0.109609;1.020364;1.040912;-0.532181;0.093542;0.590574;0.490391;1.420651;49.674104;
201.000000;1.420650;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209432;0.109616;1.020397;1.040981;-0.532176;0.093535;0.590568;0.490384;1.420650;49.673419;
202.000000;1.420649;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209439;0.109623;1.020430;1.041049;-0.532170;0.093529;0.590561;0.490377;1.420649;49.672742;
203.000000;1.420648;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209445;0.109630;1.020462;1.041116;-0.532165;0.093522;0.590555;0.490370;1.420648;49.672072;
204.000000;1.420647;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209452;0.109637;1.020494;1.041182;-0.532160;0.093516;0.590548;0.490364;1.420647;49.671409;
205.000000;1.420646;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209458;0.109643;1.020526;1.041248;-0.532155;0.093510;0.590542;0.490357;1.420646;49.670754;
206.000000;1.420645;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209465;0.109650;1.020557;1.041313;-0.532150;0.093503;0.590536;0.490350;1.420645;49.670105;
207.000000;1.420643;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209471;0.109657;1.020588;1.041378;-0.532145;0.093497;0.590529;0.490344;1.420643;49.669463;
208.000000;1.420642;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209477;0.109663;1.020619;1.041441;-0.532140;0.093491;0.590523;0.490337;1.420642;49.668829;
209.000000;1.420641;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209483;0.109670;1.020649;1.041504;-0.532136;0.093485;0.590517;0.490330;1.420641;49.668201;
210.000000;1.420640;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209489;0.109676;1.020679;1.041567;-0.532131;0.093479;0.590511;0.490324;1.420640;49.667580;
211.000000;1.420639;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209495;0.109682;1.020709;1.041629;-0.532126;0.093473;0.590505;0.490318;1.420639;49.666966;
212.000000;1.420638;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209501;0.109689;1.020739;1.041690;-0.532121;0.093467;0.590499;0.490311;1.420638;49.666358;
213.000000;1.420637;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209507;0.109695;1.020768;1.041750;-0.532117;0.093461;0.590493;0.490305;1.420637;49.665757;
214.000000;1.420636;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209512;0.109701;1.020797;1.041810;-0.532112;0.093455;0.590488;0.490299;1.420636;49.665163;
215.000000;1.420635;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209518;0.109707;1.020825;1.041870;-0.532108;0.093450;0.590482;0.490293;1.420635;49.664574;
216.000000;1.420634;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209524;0.109713;1.020854;1.041928;-0.532103;0.093444;0.590476;0.490287;1.420634;49.663993;
217.000000;1.420633;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209529;0.109719;1.020882;1.041986;-0.532099;0.093439;0.590471;0.490281;1.420633;49.663417;
218.000000;1.420632;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209535;0.109725;1.020909;1.042044;-0.532094;0.093433;0.590465;0.490275;1.420632;49.662848;
219.000000;1.420631;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209540;0.109731;1.020937;1.042101;-0.532090;0.093428;0.590460;0.490269;1.420631;49.662285;
220.000000;1.420630;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209546;0.109737;1.020964;1.042157;-0.532086;0.093422;0.590454;0.490263;1.420630;49.661728;
221.000000;1.420629;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209551;0.109742;1.020990;1.042213;-0.532081;0.093417;0.590449;0.490258;1.420629;49.661177;
222.000000;1.420628;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209556;0.109748;1.021017;1.042268;-0.532077;0.093412;0.590444;0.490252;1.420628;49.660631;
223.000000;1.420627;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209562;0.109754;1.021043;1.042323;-0.532073;0.093406;0.590438;0.490246;1.420627;49.660092;
224.000000;1.420626;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209567;0.109759;1.021069;1.042377;-0.532069;0.093401;0.590433;0.490241;1.420626;49.659559;
225.000000;1.420626;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209572;0.109765;1.021095;1.042430;-0.532065;0.093396;0.590428;0.490235;1.420626;49.659031;
226.000000;1.420625;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209577;0.109770;1.021120;1.042483;-0.532061;0.093391;0.590423;0.490230;1.420625;49.658509;
227.000000;1.420624;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209582;0.109776;1.021146;1.042536;-0.532057;0.093386;0.590418;0.490225;1.420624;49.657993;
228.000000;1.420623;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209587;0.109781;1.021170;1.042588;-0.532053;0.093381;0.590413;0.490219;1.420623;49.657482;
229.000000;1.420622;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209592;0.109786;1.021195;1.042639;-0.532049;0.093376;0.590408;0.490214;1.420622;49.656977;
230.000000;1.420621;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209597;0.109791;1.021219;1.042690;-0.532045;0.093372;0.590403;0.490209;1.420621;49.656477;
231.000000;1.420620;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209602;0.109797;1.021244;1.042740;-0.532041;0.093367;0.590398;0.490204;1.420620;49.655982;
232.000000;1.420619;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209607;0.109802;1.021267;1.042790;-0.532037;0.093362;0.590393;0.490198;1.420619;49.655493;
233.000000;1.420618;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209611;0.109807;1.021291;1.042839;-0.532034;0.093357;0.590389;0.490193;1.420618;49.655010;
234.000000;1.420618;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209616;0.109812;1.021315;1.042888;-0.532030;0.093353;0.590384;0.490188;1.420618;49.654531;
235.000000;1.420617;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209621;0.109817;1.021338;1.042936;-0.532026;0.093348;0.590379;0.490183;1.420617;49.654057;
236.000000;1.420616;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209625;0.109822;1.021361;1.042984;-0.532023;0.093344;0.590375;0.490179;1.420616;49.653589;
237.000000;1.420615;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209630;0.109826;1.021383;1.043031;-0.532019;0.093339;0.590370;0.490174;1.420615;49.653126;
238.000000;1.420614;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209634;0.109831;1.021406;1.043078;-0.532015;0.093335;0.590366;0.490169;1.420614;49.652668;
239.000000;1.420613;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209639;0.109836;1.021428;1.043125;-0.532012;0.093330;0.590361;0.490164;1.420613;49.652214;
240.000000;1.420612;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209643;0.109841;1.021450;1.043170;-0.532008;0.093326;0.590357;0.490159;1.420612;49.651766;
241.000000;1.420612;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209647;0.109845;1.021471;1.043216;-0.532005;0.093322;0.590353;0.490155;1.420612;49.651322;
242.000000;1.420611;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209652;0.109850;1.021493;1.043261;-0.532002;0.093318;0.590348;0.490150;1.420611;49.650883;
243.000000;1.420610;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209656;0.109854;1.021514;1.043305;-0.531998;0.093313;0.590344;0.490146;1.420610;49.650449;
244.000000;1.420609;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209660;0.109859;1.021535;1.043349;-0.531995;0.093309;0.590340;0.490141;1.420609;49.650020;
245.000000;1.420608;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209664;0.109863;1.021556;1.043393;-0.531992;0.093305;0.590336;0.490137;1.420608;49.649595;
246.000000;1.420608;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209668;0.109868;1.021577;1.043436;-0.531988;0.093301;0.590332;0.490132;1.420608;49.649174;
247.000000;1.420607;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209672;0.109872;1.021597;1.043479;-0.531985;0.093297;0.590328;0.490128;1.420607;49.648759;
248.000000;1.420606;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209676;0.109877;1.021617;1.043521;-0.531982;0.093293;0.590324;0.490124;1.420606;49.648347;
249.000000;1.420605;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209680;0.109881;1.021637;1.043563;-0.531979;0.093289;0.590320;0.490119;1.420605;49.647941;
250.000000;1.420605;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209684;0.109885;1.021657;1.043604;-0.531976;0.093285;0.590316;0.490115;1.420605;49.647538;
251.000000;1.420604;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209688;0.109889;1.021677;1.043645;-0.531973;0.093282;0.590312;0.490111;1.420604;49.647140;
252.000000;1.420603;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209692;0.109893;1.021696;1.043686;-0.531969;0.093278;0.590308;0.490107;1.420603;49.646746;
253.000000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209696;0.109898;1.021715;1.043726;-0.531966;0.093274;0.590304;0.490103;1.420602;49.646357;
254.000000;1.420602;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209700;0.109902;1.021734;1.043766;-0.531963;0.093270;0.590300;0.490098;1.420602;49.645971;
255.000000;1.420601;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209703;0.109906;1.021753;1.043805;-0.531960;0.093267;0.590297;0.490094;1.420601;49.645590;
256.000000;1.420600;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209707;0.109910;1.021771;1.043844;-0.531958;0.093263;0.590293;0.490090;1.420600;49.645213;
257.000000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209711;0.109914;1.021790;1.043882;-0.531955;0.093260;0.590289;0.490087;1.420599;49.644840;
258.000000;1.420599;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209714;0.109918;1.021808;1.043920;-0.531952;0.093256;0.590286;0.490083;1.420599;49.644471;
259.000000;1.420598;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209718;0.109921;1.021826;1.043958;-0.531949;0.093253;0.590282;0.490079;1.420598;49.644105;
260.000000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209722;0.109925;1.021844;1.043996;-0.531946;0.093249;0.590278;0.490075;1.420597;49.643744;
261.000000;1.420597;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209725;0.109929;1.021861;1.044033;-0.531943;0.093246;0.590275;0.490071;1.420597;49.643387;
262.000000;1.420596;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209729;0.109933;1.021879;1.044069;-0.531940;0.093242;0.590271;0.490067;1.420596;49.643034;
263.000000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209732;0.109936;1.021896;1.044105;-0.531938;0.093239;0.590268;0.490064;1.420595;49.642684;
264.000000;1.420595;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209735;0.109940;1.021913;1.044141;-0.531935;0.093236;0.590265;0.490060;1.420595;49.642338;
265.000000;1.420594;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209739;0.109944;1.021930;1.044177;-0.531932;0.093232;0.590261;0.490056;1.420594;49.641996;
266.000000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209742;0.109947;1.021947;1.044212;-0.531930;0.093229;0.590258;0.490053;1.420593;49.641657;
267.000000;1.420593;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209745;0.109951;1.021963;1.044247;-0.531927;0.093226;0.590255;0.490049;1.420593;49.641322;
268.000000;1.420592;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209749;0.109954;1.021980;1.044281;-0.531925;0.093223;0.590251;0.490046;1.420592;49.640991;
269.000000;1.420591;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209752;0.109958;1.021996;1.044315;-0.531922;0.093219;0.590248;0.490042;1.420591;49.640663;
270.000000;1.420591;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209755;0.109961;1.022012;1.044349;-0.531919;0.093216;0.590245;0.490039;1.420591;49.640339;
271.000000;1.420590;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209758;0.109965;1.022028;1.044382;-0.531917;0.093213;0.590242;0.490035;1.420590;49.640019;
272.000000;1.420589;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209761;0.109968;1.022043;1.044415;-0.531914;0.093210;0.590239;0.490032;1.420589;49.639701;
273.000000;1.420589;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209764;0.109971;1.022059;1.044448;-0.531912;0.093207;0.590236;0.490029;1.420589;49.639388;
274.000000;1.420588;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209768;0.109975;1.022074;1.044480;-0.531910;0.093204;0.590232;0.490025;1.420588;49.639077;
275.000000;1.420587;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209771;0.109978;1.022089;1.044512;-0.531907;0.093201;0.590229;0.490022;1.420587;49.638770;
276.000000;1.420587;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209774;0.109981;1.022104;1.044544;-0.531905;0.093198;0.590226;0.490019;1.420587;49.638466;
277.000000;1.420586;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209777;0.109985;1.022119;1.044575;-0.531902;0.093196;0.590223;0.490016;1.420586;49.638166;
278.000000;1.420586;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209779;0.109988;1.022134;1.044606;-0.531900;0.093193;0.590221;0.490012;1.420586;49.637868;
279.000000;1.420585;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209782;0.109991;1.022149;1.044637;-0.531898;0.093190;0.590218;0.490009;1.420585;49.637574;
280.000000;1.420584;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209785;0.109994;1.022163;1.044668;-0.531895;0.093187;0.590215;0.490006;1.420584;49.637283;
281.000000;1.420584;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209788;0.109997;1.022177;1.044698;-0.531893;0.093184;0.590212;0.490003;1.420584;49.636995;
282.000000;1.420583;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209791;0.110000;1.022192;1.044727;-0.531891;0.093182;0.590209;0.490000;1.420583;49.636710;
283.000000;1.420583;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209794;0.110003;1.022205;1.044757;-0.531889;0.093179;0.590206;0.489997;1.420583;49.636429;
284.000000;1.420582;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209796;0.110006;1.022219;1.044786;-0.531887;0.093176;0.590204;0.489994;1.420582;49.636150;
285.000000;1.420582;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209799;0.110009;1.022233;1.044815;-0.531884;0.093174;0.590201;0.489991;1.420582;49.635874;
286.000000;1.420581;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209802;0.110012;1.022247;1.044844;-0.531882;0.093171;0.590198;0.489988;1.420581;49.635602;
287.000000;1.420580;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209805;0.110015;1.022260;1.044872;-0.531880;0.093168;0.590195;0.489985;1.420580;49.635332;
288.000000;1.420580;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209807;0.110018;1.022273;1.044900;-0.531878;0.093166;0.590193;0.489982;1.420580;49.635065;
289.000000;1.420579;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209810;0.110021;1.022286;1.044928;-0.531876;0.093163;0.590190;0.489980;1.420579;49.634801;
290.000000;1.420579;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209812;0.110023;1.022299;1.044955;-0.531874;0.093161;0.590188;0.489977;1.420579;49.634540;
291.000000;1.420578;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209815;0.110026;1.022312;1.044982;-0.531872;0.093158;0.590185;0.489974;1.420578;49.634281;
292.000000;1.420578;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209817;0.110029;1.022325;1.045009;-0.531870;0.093156;0.590183;0.489971;1.420578;49.634026;
293.000000;1.420577;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209820;0.110032;1.022338;1.045036;-0.531868;0.093154;0.590180;0.489968;1.420577;49.633773;
294.000000;1.420577;1.000000;0.600000;0.800000;1.000000;0.000000;0.000000;0.209822;0.110034;1.022350;1.045062;-0.531866;0.093151;0.590178;0.489966;1.420577;49.633523;
