time;SVarC_SVarC_URegulatedPu;SVarC_SVarC_BPu;SVarC_SVarC_QInjPu;SVarC_SVarC_URefPu;Load_load_UPu_value;
0.000000;1.000000;0.000000;0.000000;1.000000;1.000000;
10.000000;1.000000;0.000000;0.000000;1.000000;1.000000;
10.000000;1.000000;0.493086;0.506914;1.000000;1.000000;
20.000000;1.000000;0.493181;0.506914;1.000000;1.000000;
30.000000;1.000000;0.493181;0.506914;1.000000;1.000000;
30.000000;0.940393;1.067800;1.002637;1.000000;0.940393;
40.000000;0.940393;1.067800;1.002637;1.000000;0.940393;
