time;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_PPuSnRef;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_QPuSnRef;WPP3B_WPP_wT3BCurrentSource_controlMeasurements_UPu;InfBus_infiniteBus_PPu;InfBus_infiniteBus_QPu;InfBus_infiniteBus_UPu;WPP3B_WPP_terminal_V_re;WPP3B_WPP_terminal_V_im;WPP3B_WPP_terminal_i_re;WPP3B_WPP_terminal_i_im;WPP3B_WPP_wPPControl_qControl_xPDRefPu;WPP3B_WPP_wPPControl_qControl_absLimRateLimFeedthroughFreezeLimDetection_u;WPP3B_WPP_wPPControl_qControl_absLimRateLimFeedthroughFreezeLimDetection_Y0;
1.011019;0.081193;0.010460;0.200000;0.081193;0.010460;0.200000;0.200000;0.000000;-0.405963;0.052302;0.108267;0.108357;0.100000;
1.011212;0.080799;0.010111;0.200000;0.080799;0.010111;0.200000;0.200000;0.000000;-0.403996;0.050554;0.108440;0.108530;0.100000;
1.011405;0.080414;0.009768;0.200000;0.080414;0.009768;0.200000;0.200000;0.000000;-0.402069;0.048839;0.108614;0.108704;0.100000;
1.011598;0.080037;0.009431;0.200000;0.080037;0.009431;0.200000;0.200000;0.000000;-0.400183;0.047156;0.108789;0.108879;0.100000;
1.011791;0.079667;0.009101;0.200000;0.079667;0.009101;0.200000;0.200000;0.000000;-0.398336;0.045505;0.108964;0.109055;0.100000;
1.011984;0.079306;0.008777;0.200000;0.079306;0.008777;0.200000;0.200000;0.000000;-0.396528;0.043886;0.109140;0.109231;0.100000;
1.012177;0.078951;0.008459;0.200000;0.078951;0.008459;0.200000;0.200000;0.000000;-0.394757;0.042297;0.109316;0.109408;0.100000;
1.012370;0.078605;0.008148;0.200000;0.078605;0.008148;0.200000;0.200000;0.000000;-0.393024;0.040738;0.109493;0.109585;0.100000;
1.012563;0.078265;0.007842;0.200000;0.078265;0.007842;0.200000;0.200000;0.000000;-0.391327;0.039209;0.109671;0.109763;0.100000;
1.012756;0.077933;0.007542;0.200000;0.077933;0.007542;0.200000;0.200000;0.000000;-0.389667;0.037709;0.109849;0.109941;0.100000;
1.012949;0.077608;0.007247;0.200000;0.077608;0.007247;0.200000;0.200000;0.000000;-0.388041;0.036237;0.110028;0.110120;0.100000;
1.013142;0.077290;0.006959;0.200000;0.077290;0.006959;0.200000;0.200000;0.000000;-0.386449;0.034793;0.110207;0.110300;0.100000;
1.013336;0.076978;0.006675;0.200000;0.076978;0.006675;0.200000;0.200000;0.000000;-0.384892;0.033376;0.110387;0.110480;0.100000;
1.013529;0.076673;0.006397;0.200000;0.076673;0.006397;0.200000;0.200000;0.000000;-0.383367;0.031987;0.110567;0.110661;0.100000;
1.013722;0.076375;0.006125;0.200000;0.076375;0.006125;0.200000;0.200000;0.000000;-0.381876;0.030623;0.110748;0.110842;0.100000;
1.013915;0.076083;0.005857;0.200000;0.076083;0.005857;0.200000;0.200000;0.000000;-0.380416;0.029286;0.110930;0.111024;0.100000;
1.014108;0.075797;0.005595;0.200000;0.075797;0.005595;0.200000;0.200000;0.000000;-0.378987;0.027974;0.111112;0.111206;0.100000;
1.014301;0.075518;0.005337;0.200000;0.075518;0.005337;0.200000;0.200000;0.000000;-0.377589;0.026686;0.111294;0.111389;0.100000;
1.014401;0.075377;0.005207;0.200000;0.075377;0.005207;0.200000;0.200000;0.000000;-0.376883;0.026035;0.111389;0.111483;0.100000;
1.014401;0.075377;0.005207;0.200000;0.075377;0.005207;0.200000;0.200000;0.000000;-0.376883;0.026035;0.111294;0.111483;0.100000;
1.014405;0.075370;0.005201;0.200000;0.075370;0.005201;0.200000;0.200000;0.000000;-0.376849;0.026003;0.111299;0.111487;0.100000;
1.014415;0.075356;0.005188;0.200000;0.075356;0.005188;0.200000;0.200000;0.000000;-0.376779;0.025939;0.111308;0.111494;0.100000;
1.014435;0.075328;0.005162;0.200000;0.075328;0.005162;0.200000;0.200000;0.000000;-0.376640;0.025811;0.111326;0.111509;0.100000;
1.014473;0.075273;0.005111;0.200000;0.075273;0.005111;0.200000;0.200000;0.000000;-0.376364;0.025556;0.111363;0.111538;0.100000;
1.014551;0.075163;0.005010;0.200000;0.075163;0.005010;0.200000;0.200000;0.000000;-0.375817;0.025050;0.111342;0.111596;0.100000;
1.014707;0.074948;0.004811;0.200000;0.074948;0.004811;0.200000;0.200000;0.000000;-0.374741;0.024054;0.111342;0.111712;0.100000;
1.014862;0.074737;0.004615;0.200000;0.074737;0.004615;0.200000;0.200000;0.000000;-0.373685;0.023073;0.111342;0.111828;0.100000;
1.015018;0.074529;0.004422;0.200000;0.074529;0.004422;0.200000;0.200000;0.000000;-0.372647;0.022108;0.111342;0.111944;0.100000;
1.015173;0.074325;0.004231;0.200000;0.074325;0.004231;0.200000;0.200000;0.000000;-0.371627;0.021157;0.111342;0.112060;0.100000;
1.015329;0.074125;0.004044;0.200000;0.074125;0.004044;0.200000;0.200000;0.000000;-0.370625;0.020220;0.111342;0.112175;0.100000;
1.015484;0.073928;0.003860;0.200000;0.073928;0.003860;0.200000;0.200000;0.000000;-0.369641;0.019298;0.111342;0.112291;0.100000;
1.015640;0.073735;0.003678;0.200000;0.073735;0.003678;0.200000;0.200000;0.000000;-0.368674;0.018390;0.111342;0.112407;0.100000;
1.015795;0.073545;0.003499;0.200000;0.073545;0.003499;0.200000;0.200000;0.000000;-0.367725;0.017496;0.111342;0.112522;0.100000;
1.015951;0.073358;0.003323;0.200000;0.073358;0.003323;0.200000;0.200000;0.000000;-0.366792;0.016616;0.111342;0.112638;0.100000;
1.016106;0.073175;0.003150;0.200000;0.073175;0.003150;0.200000;0.200000;0.000000;-0.365876;0.015750;0.111342;0.112753;0.100000;
1.016262;0.072995;0.002979;0.200000;0.072995;0.002979;0.200000;0.200000;0.000000;-0.364977;0.014896;0.111342;0.112868;0.100000;
1.016418;0.072819;0.002811;0.200000;0.072819;0.002811;0.200000;0.200000;0.000000;-0.364093;0.014056;0.111342;0.112983;0.100000;
1.016573;0.072645;0.002646;0.200000;0.072645;0.002646;0.200000;0.200000;0.000000;-0.363226;0.013228;0.111342;0.113098;0.100000;
1.016729;0.072475;0.002483;0.200000;0.072475;0.002483;0.200000;0.200000;0.000000;-0.362374;0.012413;0.111342;0.113213;0.100000;
1.016884;0.072308;0.002322;0.200000;0.072308;0.002322;0.200000;0.200000;0.000000;-0.361538;0.011611;0.111342;0.113328;0.100000;
1.017040;0.072143;0.002164;0.200000;0.072143;0.002164;0.200000;0.200000;0.000000;-0.360716;0.010821;0.111342;0.113443;0.100000;
1.017195;0.071982;0.002009;0.200000;0.071982;0.002009;0.200000;0.200000;0.000000;-0.359910;0.010043;0.111342;0.113557;0.100000;
1.017351;0.071824;0.001855;0.200000;0.071824;0.001855;0.200000;0.200000;0.000000;-0.359119;0.009277;0.111342;0.113672;0.100000;
1.017506;0.071668;0.001705;0.200000;0.071668;0.001705;0.200000;0.200000;0.000000;-0.358342;0.008523;0.111342;0.113786;0.100000;
1.017662;0.071516;0.001556;0.200000;0.071516;0.001556;0.200000;0.200000;0.000000;-0.357579;0.007780;0.111342;0.113901;0.100000;
1.017817;0.071366;0.001410;0.200000;0.071366;0.001410;0.200000;0.200000;0.000000;-0.356830;0.007049;0.111342;0.114015;0.100000;
1.018128;0.071078;0.001126;0.200000;0.071078;0.001126;0.200000;0.200000;0.000000;-0.355388;0.005631;0.111342;0.114242;0.100000;
1.018402;0.070832;0.000883;0.200000;0.070832;0.000883;0.200000;0.200000;0.000000;-0.354161;0.004417;0.111342;0.114442;0.100000;
1.018675;0.070595;0.000647;0.200000;0.070595;0.000647;0.200000;0.200000;0.000000;-0.352974;0.003236;0.111342;0.114641;0.100000;
1.018948;0.070365;0.000417;0.200000;0.070365;0.000417;0.200000;0.200000;0.000000;-0.351825;0.002086;0.111342;0.114840;0.100000;
1.019222;0.070143;0.000194;0.200000;0.070143;0.000194;0.200000;0.200000;0.000000;-0.350715;0.000968;0.111342;0.115039;0.100000;
1.019495;0.069928;-0.000024;0.200000;0.069928;-0.000024;0.200000;0.200000;0.000000;-0.349641;-0.000122;0.111342;0.115236;0.100000;
1.019768;0.069721;-0.000236;0.200000;0.069721;-0.000236;0.200000;0.200000;0.000000;-0.348604;-0.001182;0.111342;0.115434;0.100000;
1.020042;0.069520;-0.000443;0.200000;0.069520;-0.000443;0.200000;0.200000;0.000000;-0.347601;-0.002214;0.111342;0.115630;0.100000;
1.020315;0.069326;-0.000644;0.200000;0.069326;-0.000644;0.200000;0.200000;0.000000;-0.346632;-0.003218;0.111342;0.115827;0.100000;
1.020589;0.069139;-0.000839;0.200000;0.069139;-0.000839;0.200000;0.200000;0.000000;-0.345696;-0.004196;0.111342;0.116023;0.100000;
1.020862;0.068959;-0.001029;0.200000;0.068959;-0.001029;0.200000;0.200000;0.000000;-0.344793;-0.005147;0.111342;0.116218;0.100000;
1.021135;0.068784;-0.001215;0.200000;0.068784;-0.001215;0.200000;0.200000;0.000000;-0.343920;-0.006073;0.111342;0.116412;0.100000;
1.021409;0.068616;-0.001395;0.200000;0.068616;-0.001395;0.200000;0.200000;0.000000;-0.343079;-0.006975;0.111342;0.116606;0.100000;
1.021682;0.068453;-0.001571;0.200000;0.068453;-0.001571;0.200000;0.200000;0.000000;-0.342266;-0.007853;0.111342;0.116800;0.100000;
1.021955;0.068297;-0.001741;0.200000;0.068297;-0.001741;0.200000;0.200000;0.000000;-0.341483;-0.008707;0.111342;0.116993;0.100000;
1.022229;0.068146;-0.001908;0.200000;0.068146;-0.001908;0.200000;0.200000;0.000000;-0.340728;-0.009538;0.111342;0.117185;0.100000;
1.022502;0.068000;-0.002069;0.200000;0.068000;-0.002069;0.200000;0.200000;0.000000;-0.340000;-0.010347;0.111342;0.117377;0.100000;
1.022775;0.067860;-0.002227;0.200000;0.067860;-0.002227;0.200000;0.200000;0.000000;-0.339299;-0.011135;0.111342;0.117568;0.100000;
1.023049;0.067725;-0.002380;0.200000;0.067725;-0.002380;0.200000;0.200000;0.000000;-0.338624;-0.011902;0.111342;0.117759;0.100000;
1.023107;0.067697;-0.002412;0.200000;0.067697;-0.002412;0.200000;0.200000;0.000000;-0.338486;-0.012060;0.111342;0.117799;0.100000;
1.023107;0.067697;-0.002412;0.200000;0.067697;-0.002412;0.200000;0.200000;0.000000;-0.338486;-0.012060;0.111342;0.117799;0.100000;
1.023112;0.067695;-0.002415;0.200000;0.067695;-0.002415;0.200000;0.200000;0.000000;-0.338473;-0.012075;0.111342;0.117802;0.100000;
1.023123;0.067689;-0.002421;0.200000;0.067689;-0.002421;0.200000;0.200000;0.000000;-0.338447;-0.012105;0.111342;0.117810;0.100000;
1.023144;0.067679;-0.002433;0.200000;0.067679;-0.002433;0.200000;0.200000;0.000000;-0.338394;-0.012165;0.111342;0.117825;0.100000;
1.023188;0.067658;-0.002457;0.200000;0.067658;-0.002457;0.200000;0.200000;0.000000;-0.338289;-0.012284;0.111342;0.117855;0.100000;
1.023274;0.067616;-0.002504;0.200000;0.067616;-0.002504;0.200000;0.200000;0.000000;-0.338082;-0.012521;0.111342;0.117915;0.100000;
1.023447;0.067536;-0.002598;0.200000;0.067536;-0.002598;0.200000;0.200000;0.000000;-0.337679;-0.012988;0.111342;0.118035;0.100000;
1.023620;0.067457;-0.002689;0.200000;0.067457;-0.002689;0.200000;0.200000;0.000000;-0.337285;-0.013446;0.111342;0.118155;0.100000;
1.023793;0.067380;-0.002779;0.200000;0.067380;-0.002779;0.200000;0.200000;0.000000;-0.336900;-0.013896;0.111342;0.118274;0.100000;
1.023965;0.067305;-0.002868;0.200000;0.067305;-0.002868;0.200000;0.200000;0.000000;-0.336525;-0.014339;0.111342;0.118393;0.100000;
1.024138;0.067232;-0.002955;0.200000;0.067232;-0.002955;0.200000;0.200000;0.000000;-0.336160;-0.014774;0.111342;0.118512;0.100000;
1.024311;0.067161;-0.003040;0.200000;0.067161;-0.003040;0.200000;0.200000;0.000000;-0.335803;-0.015202;0.111342;0.118631;0.100000;
1.024484;0.067091;-0.003124;0.200000;0.067091;-0.003124;0.200000;0.200000;0.000000;-0.335456;-0.015622;0.111342;0.118749;0.100000;
1.024657;0.067023;-0.003207;0.200000;0.067023;-0.003207;0.200000;0.200000;0.000000;-0.335117;-0.016036;0.111342;0.118867;0.100000;
1.024830;0.066957;-0.003288;0.200000;0.066957;-0.003288;0.200000;0.200000;0.000000;-0.334787;-0.016442;0.111342;0.118985;0.100000;
1.025003;0.066893;-0.003368;0.200000;0.066893;-0.003368;0.200000;0.200000;0.000000;-0.334466;-0.016841;0.111342;0.119102;0.100000;
1.025176;0.066831;-0.003447;0.200000;0.066831;-0.003447;0.200000;0.200000;0.000000;-0.334153;-0.017234;0.111342;0.119220;0.100000;
1.025348;0.066770;-0.003524;0.200000;0.066770;-0.003524;0.200000;0.200000;0.000000;-0.333848;-0.017620;0.111342;0.119336;0.100000;
1.025521;0.066710;-0.003600;0.200000;0.066710;-0.003600;0.200000;0.200000;0.000000;-0.333551;-0.017999;0.111342;0.119453;0.100000;
1.025694;0.066653;-0.003674;0.200000;0.066653;-0.003674;0.200000;0.200000;0.000000;-0.333263;-0.018372;0.111342;0.119570;0.100000;
1.025867;0.066596;-0.003748;0.200000;0.066596;-0.003748;0.200000;0.200000;0.000000;-0.332982;-0.018739;0.111342;0.119686;0.100000;
1.026040;0.066542;-0.003820;0.200000;0.066542;-0.003820;0.200000;0.200000;0.000000;-0.332709;-0.019099;0.111342;0.119802;0.100000;
1.026213;0.066489;-0.003891;0.200000;0.066489;-0.003891;0.200000;0.200000;0.000000;-0.332443;-0.019453;0.111342;0.119917;0.100000;
1.026386;0.066437;-0.003960;0.200000;0.066437;-0.003960;0.200000;0.200000;0.000000;-0.332185;-0.019802;0.111342;0.120033;0.100000;
1.026559;0.066387;-0.004029;0.200000;0.066387;-0.004029;0.200000;0.200000;0.000000;-0.331934;-0.020144;0.111342;0.120148;0.100000;
1.026731;0.066338;-0.004096;0.200000;0.066338;-0.004096;0.200000;0.200000;0.000000;-0.331691;-0.020480;0.111342;0.120262;0.100000;
1.026904;0.066291;-0.004162;0.200000;0.066291;-0.004162;0.200000;0.200000;0.000000;-0.331454;-0.020811;0.111342;0.120377;0.100000;
1.027077;0.066245;-0.004227;0.200000;0.066245;-0.004227;0.200000;0.200000;0.000000;-0.331225;-0.021136;0.111342;0.120491;0.100000;
1.027250;0.066200;-0.004291;0.200000;0.066200;-0.004291;0.200000;0.200000;0.000000;-0.331002;-0.021456;0.111342;0.120605;0.100000;
1.027423;0.066157;-0.004354;0.200000;0.066157;-0.004354;0.200000;0.200000;0.000000;-0.330786;-0.021770;0.111342;0.120719;0.100000;
1.027596;0.066115;-0.004416;0.200000;0.066115;-0.004416;0.200000;0.200000;0.000000;-0.330576;-0.022079;0.111342;0.120832;0.100000;
1.027942;0.066037;-0.004535;0.200000;0.066037;-0.004535;0.200000;0.200000;0.000000;-0.330183;-0.022676;0.111342;0.121058;0.100000;
1.028253;0.065970;-0.004639;0.200000;0.065970;-0.004639;0.200000;0.200000;0.000000;-0.329849;-0.023196;0.111342;0.121260;0.100000;
1.028564;0.065907;-0.004740;0.200000;0.065907;-0.004740;0.200000;0.200000;0.000000;-0.329536;-0.023701;0.111342;0.121461;0.100000;
1.028875;0.065848;-0.004838;0.200000;0.065848;-0.004838;0.200000;0.200000;0.000000;-0.329241;-0.024190;0.111342;0.121661;0.100000;
1.029186;0.065793;-0.004933;0.200000;0.065793;-0.004933;0.200000;0.200000;0.000000;-0.328965;-0.024664;0.111342;0.121860;0.100000;
1.029497;0.065741;-0.005025;0.200000;0.065741;-0.005025;0.200000;0.200000;0.000000;-0.328706;-0.025124;0.111342;0.122058;0.100000;
1.029808;0.065693;-0.005114;0.200000;0.065693;-0.005114;0.200000;0.200000;0.000000;-0.328465;-0.025571;0.111342;0.122255;0.100000;
1.030119;0.065648;-0.005201;0.200000;0.065648;-0.005201;0.200000;0.200000;0.000000;-0.328240;-0.026003;0.111342;0.122452;0.100000;
1.030430;0.065606;-0.005285;0.200000;0.065606;-0.005285;0.200000;0.200000;0.000000;-0.328031;-0.026423;0.111342;0.122647;0.100000;
1.030741;0.065568;-0.005366;0.200000;0.065568;-0.005366;0.200000;0.200000;0.000000;-0.327838;-0.026830;0.111342;0.122841;0.100000;
1.031052;0.065532;-0.005445;0.200000;0.065532;-0.005445;0.200000;0.200000;0.000000;-0.327660;-0.027225;0.111342;0.123035;0.100000;
1.031363;0.065499;-0.005522;0.200000;0.065499;-0.005522;0.200000;0.200000;0.000000;-0.327497;-0.027608;0.111342;0.123227;0.100000;
1.031674;0.065470;-0.005596;0.200000;0.065470;-0.005596;0.200000;0.200000;0.000000;-0.327348;-0.027979;0.111342;0.123419;0.100000;
1.031985;0.065443;-0.005668;0.200000;0.065443;-0.005668;0.200000;0.200000;0.000000;-0.327213;-0.028339;0.111342;0.123609;0.100000;
1.032296;0.065418;-0.005738;0.200000;0.065418;-0.005738;0.200000;0.200000;0.000000;-0.327091;-0.028688;0.111342;0.123799;0.100000;
1.032607;0.065397;-0.005805;0.200000;0.065397;-0.005805;0.200000;0.200000;0.000000;-0.326983;-0.029027;0.111342;0.123987;0.100000;
1.032918;0.065377;-0.005871;0.200000;0.065377;-0.005871;0.200000;0.200000;0.000000;-0.326887;-0.029356;0.111342;0.124175;0.100000;
1.033229;0.065361;-0.005935;0.200000;0.065361;-0.005935;0.200000;0.200000;0.000000;-0.326803;-0.029674;0.111342;0.124362;0.100000;
1.033541;0.065346;-0.005997;0.200000;0.065346;-0.005997;0.200000;0.200000;0.000000;-0.326731;-0.029983;0.111342;0.124547;0.100000;
1.033852;0.065334;-0.006057;0.200000;0.065334;-0.006057;0.200000;0.200000;0.000000;-0.326671;-0.030283;0.111342;0.124732;0.100000;
1.034163;0.065324;-0.006115;0.200000;0.065324;-0.006115;0.200000;0.200000;0.000000;-0.326622;-0.030574;0.111342;0.124916;0.100000;
1.034474;0.065317;-0.006171;0.200000;0.065317;-0.006171;0.200000;0.200000;0.000000;-0.326583;-0.030856;0.111342;0.125099;0.100000;
1.034785;0.065311;-0.006226;0.200000;0.065311;-0.006226;0.200000;0.200000;0.000000;-0.326556;-0.031129;0.111342;0.125281;0.100000;
1.035096;0.065308;-0.006279;0.200000;0.065308;-0.006279;0.200000;0.200000;0.000000;-0.326538;-0.031394;0.111342;0.125461;0.100000;
1.035718;0.065308;-0.006379;0.200000;0.065308;-0.006379;0.200000;0.200000;0.000000;-0.326540;-0.031894;0.111342;0.125820;0.100000;
1.036278;0.065314;-0.006464;0.200000;0.065314;-0.006464;0.200000;0.200000;0.000000;-0.326572;-0.032320;0.111342;0.126139;0.100000;
1.036838;0.065326;-0.006545;0.200000;0.065326;-0.006545;0.200000;0.200000;0.000000;-0.326632;-0.032724;0.111342;0.126455;0.100000;
1.037398;0.065344;-0.006621;0.200000;0.065344;-0.006621;0.200000;0.200000;0.000000;-0.326718;-0.033106;0.111342;0.126768;0.100000;
1.037957;0.065366;-0.006694;0.200000;0.065366;-0.006694;0.200000;0.200000;0.000000;-0.326829;-0.033468;0.111342;0.127078;0.100000;
1.038517;0.065393;-0.006762;0.200000;0.065393;-0.006762;0.200000;0.200000;0.000000;-0.326964;-0.033810;0.111342;0.127385;0.100000;
1.039077;0.065424;-0.006827;0.200000;0.065424;-0.006827;0.200000;0.200000;0.000000;-0.327121;-0.034135;0.111342;0.127688;0.100000;
1.039637;0.065460;-0.006888;0.200000;0.065460;-0.006888;0.200000;0.200000;0.000000;-0.327300;-0.034442;0.111342;0.127989;0.100000;
1.040197;0.065500;-0.006947;0.200000;0.065500;-0.006947;0.200000;0.200000;0.000000;-0.327499;-0.034733;0.111342;0.128287;0.100000;
1.040757;0.065543;-0.007002;0.200000;0.065543;-0.007002;0.200000;0.200000;0.000000;-0.327717;-0.035008;0.111342;0.128582;0.100000;
1.041317;0.065591;-0.007054;0.200000;0.065591;-0.007054;0.200000;0.200000;0.000000;-0.327953;-0.035269;0.111342;0.128874;0.100000;
1.041877;0.065641;-0.007103;0.200000;0.065641;-0.007103;0.200000;0.200000;0.000000;-0.328206;-0.035516;0.111342;0.129163;0.100000;
1.042437;0.065695;-0.007150;0.200000;0.065695;-0.007150;0.200000;0.200000;0.000000;-0.328476;-0.035750;0.111342;0.129449;0.100000;
1.042996;0.065752;-0.007194;0.200000;0.065752;-0.007194;0.200000;0.200000;0.000000;-0.328761;-0.035972;0.111342;0.129732;0.100000;
1.043556;0.065812;-0.007236;0.200000;0.065812;-0.007236;0.200000;0.200000;0.000000;-0.329060;-0.036181;0.111342;0.130012;0.100000;
1.044116;0.065875;-0.007276;0.200000;0.065875;-0.007276;0.200000;0.200000;0.000000;-0.329373;-0.036380;0.111342;0.130289;0.100000;
1.044676;0.065940;-0.007314;0.200000;0.065940;-0.007314;0.200000;0.200000;0.000000;-0.329700;-0.036568;0.111342;0.130563;0.100000;
1.045236;0.066008;-0.007349;0.200000;0.066008;-0.007349;0.200000;0.200000;0.000000;-0.330038;-0.036746;0.111342;0.130835;0.100000;
1.045796;0.066078;-0.007383;0.200000;0.066078;-0.007383;0.200000;0.200000;0.000000;-0.330388;-0.036915;0.111342;0.131104;0.100000;
1.046356;0.066150;-0.007415;0.200000;0.066150;-0.007415;0.200000;0.200000;0.000000;-0.330750;-0.037074;0.111342;0.131370;0.100000;
1.047476;0.066303;-0.007472;0.200000;0.066303;-0.007472;0.200000;0.200000;0.000000;-0.331513;-0.037361;0.111342;0.131890;0.100000;
1.048483;0.066446;-0.007519;0.200000;0.066446;-0.007519;0.200000;0.200000;0.000000;-0.332228;-0.037596;0.111342;0.132350;0.100000;
1.049491;0.066594;-0.007562;0.200000;0.066594;-0.007562;0.200000;0.200000;0.000000;-0.332971;-0.037809;0.111342;0.132802;0.100000;
1.050499;0.066747;-0.007601;0.200000;0.066747;-0.007601;0.200000;0.200000;0.000000;-0.333737;-0.038003;0.111342;0.133244;0.100000;
1.051507;0.066905;-0.007636;0.200000;0.066905;-0.007636;0.200000;0.200000;0.000000;-0.334526;-0.038179;0.111342;0.133679;0.100000;
1.051640;0.066927;-0.007640;0.200000;0.066927;-0.007640;0.200000;0.200000;0.000000;-0.334633;-0.038200;0.111342;0.133735;0.100000;
1.051640;0.066927;-0.007640;0.200000;0.066927;-0.007640;0.200000;0.200000;0.000000;-0.334633;-0.038200;0.111342;0.133735;0.100000;
1.051669;0.066931;-0.007641;0.200000;0.066931;-0.007641;0.200000;0.200000;0.000000;-0.334655;-0.038205;0.111342;0.133747;0.100000;
1.051725;0.066940;-0.007643;0.200000;0.066940;-0.007643;0.200000;0.200000;0.000000;-0.334700;-0.038215;0.111342;0.133772;0.100000;
1.051839;0.066958;-0.007647;0.200000;0.066958;-0.007647;0.200000;0.200000;0.000000;-0.334790;-0.038234;0.111342;0.133820;0.100000;
1.052066;0.066994;-0.007654;0.200000;0.066994;-0.007654;0.200000;0.200000;0.000000;-0.334970;-0.038272;0.111342;0.133917;0.100000;
1.052520;0.067067;-0.007669;0.200000;0.067067;-0.007669;0.200000;0.200000;0.000000;-0.335335;-0.038343;0.111342;0.134109;0.100000;
1.053429;0.067216;-0.007695;0.200000;0.067216;-0.007695;0.200000;0.200000;0.000000;-0.336079;-0.038475;0.111342;0.134487;0.100000;
1.054337;0.067367;-0.007719;0.200000;0.067367;-0.007719;0.200000;0.200000;0.000000;-0.336837;-0.038596;0.111342;0.134858;0.100000;
1.055246;0.067521;-0.007741;0.200000;0.067521;-0.007741;0.200000;0.200000;0.000000;-0.337607;-0.038706;0.111342;0.135222;0.100000;
1.056154;0.067678;-0.007762;0.200000;0.067678;-0.007762;0.200000;0.200000;0.000000;-0.338389;-0.038808;0.111342;0.135580;0.100000;
1.057063;0.067836;-0.007780;0.200000;0.067836;-0.007780;0.200000;0.200000;0.000000;-0.339181;-0.038901;0.111342;0.135932;0.100000;
1.057971;0.067997;-0.007797;0.200000;0.067997;-0.007797;0.200000;0.200000;0.000000;-0.339983;-0.038986;0.111342;0.136278;0.100000;
1.058880;0.068159;-0.007813;0.200000;0.068159;-0.007813;0.200000;0.200000;0.000000;-0.340794;-0.039064;0.111342;0.136618;0.100000;
1.059788;0.068322;-0.007827;0.200000;0.068322;-0.007827;0.200000;0.200000;0.000000;-0.341612;-0.039136;0.111342;0.136951;0.100000;
1.060697;0.068488;-0.007840;0.200000;0.068488;-0.007840;0.200000;0.200000;0.000000;-0.342438;-0.039201;0.111342;0.137279;0.100000;
1.061605;0.068654;-0.007852;0.200000;0.068654;-0.007852;0.200000;0.200000;0.000000;-0.343271;-0.039262;0.111342;0.137602;0.100000;
1.062514;0.068822;-0.007863;0.200000;0.068822;-0.007863;0.200000;0.200000;0.000000;-0.344110;-0.039317;0.111342;0.137918;0.100000;
1.063422;0.068991;-0.007873;0.200000;0.068991;-0.007873;0.200000;0.200000;0.000000;-0.344955;-0.039367;0.111342;0.138229;0.100000;
1.064331;0.069161;-0.007883;0.200000;0.069161;-0.007883;0.200000;0.200000;0.000000;-0.345805;-0.039414;0.111342;0.138535;0.100000;
1.065239;0.069332;-0.007891;0.200000;0.069332;-0.007891;0.200000;0.200000;0.000000;-0.346660;-0.039456;0.111342;0.138835;0.100000;
1.066148;0.069504;-0.007899;0.200000;0.069504;-0.007899;0.200000;0.200000;0.000000;-0.347519;-0.039495;0.111342;0.139130;0.100000;
1.067056;0.069677;-0.007906;0.200000;0.069677;-0.007906;0.200000;0.200000;0.000000;-0.348383;-0.039531;0.111342;0.139419;0.100000;
1.067964;0.069850;-0.007913;0.200000;0.069850;-0.007913;0.200000;0.200000;0.000000;-0.349249;-0.039563;0.111342;0.139704;0.100000;
1.068873;0.070024;-0.007919;0.200000;0.070024;-0.007919;0.200000;0.200000;0.000000;-0.350120;-0.039593;0.111342;0.139983;0.100000;
1.069781;0.070199;-0.007924;0.200000;0.070199;-0.007924;0.200000;0.200000;0.000000;-0.350993;-0.039621;0.111342;0.140258;0.100000;
1.070690;0.070374;-0.007929;0.200000;0.070374;-0.007929;0.200000;0.200000;0.000000;-0.351870;-0.039646;0.111342;0.140528;0.100000;
1.071598;0.070550;-0.007934;0.200000;0.070550;-0.007934;0.200000;0.200000;0.000000;-0.352748;-0.039669;0.111342;0.140793;0.100000;
1.072507;0.070726;-0.007938;0.200000;0.070726;-0.007938;0.200000;0.200000;0.000000;-0.353630;-0.039690;0.111342;0.141053;0.100000;
1.073415;0.070903;-0.007942;0.200000;0.070903;-0.007942;0.200000;0.200000;0.000000;-0.354513;-0.039710;0.111342;0.141309;0.100000;
1.074324;0.071080;-0.007946;0.200000;0.071080;-0.007946;0.200000;0.200000;0.000000;-0.355399;-0.039728;0.111342;0.141560;0.100000;
1.075232;0.071257;-0.007949;0.200000;0.071257;-0.007949;0.200000;0.200000;0.000000;-0.356286;-0.039744;0.111342;0.141807;0.100000;
1.076141;0.071435;-0.007952;0.200000;0.071435;-0.007952;0.200000;0.200000;0.000000;-0.357175;-0.039759;0.111342;0.142049;0.100000;
1.077049;0.071613;-0.007955;0.200000;0.071613;-0.007955;0.200000;0.200000;0.000000;-0.358065;-0.039773;0.111342;0.142287;0.100000;
1.077476;0.071697;-0.007956;0.200000;0.071697;-0.007956;0.200000;0.200000;0.000000;-0.358484;-0.039778;0.111342;0.142397;0.100000;
1.077476;0.071697;-0.007956;0.200000;0.071697;-0.007956;0.200000;0.200000;0.000000;-0.358484;-0.039778;0.111342;0.142397;0.100000;
1.077476;0.071697;-0.007956;0.200000;0.071697;-0.007956;0.200000;0.200000;0.000000;-0.358484;-0.039778;0.111342;0.142397;0.100000;
1.077476;0.071697;-0.007956;0.200000;0.071697;-0.007956;0.200000;0.200000;0.000000;-0.358484;-0.039778;0.111342;0.142397;0.100000;
