time;svarc_SVarC_UPu;svarc_SVarC_BPu;svarc_SVarC_QInjPu;svarc_SVarC_URefPu;
0.000000;0.990000;-0.365227;-0.357995;0.990000;
10.000000;0.990000;-0.365264;-0.357995;0.990000;
10.000000;1.030427;1.067800;1.133769;1.044000;
20.000000;1.030427;1.067800;1.133769;1.044000;
20.000000;1.022000;0.778420;0.813047;1.022000;
30.000000;1.022000;0.778420;0.813047;1.022000;
