time;infBus_infiniteBus_omegaPu;infBus_infiniteBus_UPu;Load_load_PPu;Load_load_QPu;Load_load_UPu;
2.038548;1.000000;0.800000;0.711813;0.635537;0.705261;
2.043720;1.000000;0.800000;0.711818;0.635533;0.705261;
2.048891;1.000000;0.800000;0.711819;0.635532;0.705261;
2.054063;1.000000;0.800000;0.711819;0.635532;0.705261;
2.059235;1.000000;0.800000;0.711819;0.635533;0.705261;
2.069578;1.000000;0.800000;0.711817;0.635534;0.705261;
2.079921;1.000000;0.800000;0.711815;0.635535;0.705261;
2.100608;1.000000;0.800000;0.711813;0.635537;0.705261;
2.121295;1.000000;0.800000;0.711811;0.635539;0.705261;
2.141982;1.000000;0.800000;0.711809;0.635540;0.705261;
2.162669;1.000000;0.800000;0.711808;0.635541;0.705260;
2.204042;1.000000;0.800000;0.711806;0.635542;0.705260;
2.245416;1.000000;0.800000;0.711805;0.635543;0.705260;
2.292657;1.000000;0.800000;0.711804;0.635544;0.705260;
2.335174;1.000000;0.800000;0.711803;0.635544;0.705260;
2.377691;1.000000;0.800000;0.711803;0.635544;0.705260;
2.420208;1.000000;0.800000;0.711803;0.635544;0.705260;
2.462725;1.000000;0.800000;0.711803;0.635544;0.705260;
2.547759;1.000000;0.800000;0.711803;0.635544;0.705260;
2.632793;1.000000;0.800000;0.711802;0.635545;0.705260;
2.802862;1.000000;0.800000;0.711802;0.635545;0.705260;
2.972930;1.000000;0.800000;0.711802;0.635545;0.705260;
3.313066;1.000000;0.800000;0.711802;0.635545;0.705260;
3.993339;1.000000;0.800000;0.711802;0.635545;0.705260;
3.999999;1.000000;0.800000;0.711802;0.635545;0.705260;
3.999999;1.000000;1.000000;1.017051;0.986269;0.885502;
4.000000;1.000000;1.000000;1.017050;0.986265;0.885500;
4.000002;1.000000;1.000000;1.017045;0.986269;0.885499;
4.000004;1.000000;1.000000;1.017035;0.986277;0.885499;
4.000009;1.000000;1.000000;1.017016;0.986293;0.885498;
4.000020;1.000000;1.000000;1.016977;0.986324;0.885496;
4.000040;1.000000;1.000000;1.016900;0.986386;0.885492;
4.000081;1.000000;1.000000;1.016746;0.986511;0.885485;
4.000163;1.000000;1.000000;1.016442;0.986756;0.885470;
4.000327;1.000000;1.000000;1.015850;0.987233;0.885441;
4.000655;1.000000;1.000000;1.014729;0.988136;0.885385;
4.000984;1.000000;1.000000;1.013687;0.988976;0.885334;
4.001312;1.000000;1.000000;1.012718;0.989757;0.885286;
4.001640;1.000000;1.000000;1.011818;0.990482;0.885242;
4.002296;1.000000;1.000000;1.010206;0.991781;0.885163;
4.002952;1.000000;1.000000;1.008815;0.992901;0.885094;
4.003608;1.000000;1.000000;1.007613;0.993869;0.885035;
4.004265;1.000000;1.000000;1.006575;0.994706;0.884984;
4.004921;1.000000;1.000000;1.005677;0.995428;0.884940;
4.005577;1.000000;1.000000;1.004901;0.996053;0.884901;
4.006890;1.000000;1.000000;1.003650;0.997061;0.884840;
4.008202;1.000000;1.000000;1.002717;0.997812;0.884794;
4.009514;1.000000;1.000000;1.002020;0.998373;0.884759;
4.010827;1.000000;1.000000;1.001501;0.998791;0.884734;
4.012139;1.000000;1.000000;1.001113;0.999103;0.884715;
4.013452;1.000000;1.000000;1.000824;0.999335;0.884700;
4.014764;1.000000;1.000000;1.000609;0.999509;0.884690;
4.016077;1.000000;1.000000;1.000448;0.999638;0.884682;
4.018702;1.000000;1.000000;1.000241;0.999805;0.884672;
4.021064;1.000000;1.000000;1.000133;0.999891;0.884666;
4.023190;1.000000;1.000000;1.000073;0.999940;0.884663;
4.025316;1.000000;1.000000;1.000035;0.999971;0.884661;
4.027443;1.000000;1.000000;1.000012;0.999989;0.884660;
4.029569;1.000000;1.000000;0.999998;1.000000;0.884660;
4.031695;1.000000;1.000000;0.999990;1.000006;0.884659;
4.035947;1.000000;1.000000;0.999983;1.000013;0.884659;
4.040200;1.000000;1.000000;0.999979;1.000015;0.884659;
4.044452;1.000000;1.000000;0.999979;1.000016;0.884659;
4.048704;1.000000;1.000000;0.999980;1.000015;0.884659;
4.057209;1.000000;1.000000;0.999982;1.000014;0.884659;
4.065714;1.000000;1.000000;0.999983;1.000012;0.884659;
4.074218;1.000000;1.000000;0.999985;1.000011;0.884659;
4.082723;1.000000;1.000000;0.999986;1.000010;0.884659;
4.099732;1.000000;1.000000;0.999988;1.000008;0.884659;
4.116742;1.000000;1.000000;0.999990;1.000007;0.884659;
4.150761;1.000000;1.000000;0.999993;1.000004;0.884659;
4.184779;1.000000;1.000000;0.999995;1.000003;0.884659;
4.218798;1.000000;1.000000;0.999996;1.000002;0.884660;
4.252817;1.000000;1.000000;0.999997;1.000001;0.884660;
4.286836;1.000000;1.000000;0.999998;1.000000;0.884660;
4.320854;1.000000;1.000000;0.999998;1.000000;0.884660;
4.388892;1.000000;1.000000;0.999999;1.000000;0.884660;
4.456929;1.000000;1.000000;0.999999;0.999999;0.884660;
4.524967;1.000000;1.000000;0.999999;0.999999;0.884660;
4.593004;1.000000;1.000000;0.999999;0.999999;0.884660;
4.729080;1.000000;1.000000;0.999999;0.999999;0.884660;
4.865155;1.000000;1.000000;0.999999;0.999999;0.884660;
5.137305;1.000000;1.000000;0.999999;0.999999;0.884660;
5.681605;1.000000;1.000000;0.999999;0.999999;0.884660;
5.999999;1.000000;1.000000;0.999999;0.999999;0.884660;
5.999999;1.050000;1.000000;0.999999;0.999999;0.884660;
6.000022;1.050000;1.000000;1.000557;0.999550;0.884687;
6.000046;1.050000;1.000000;1.001142;0.999079;0.884716;
6.000069;1.050000;1.000000;1.001724;0.998611;0.884745;
6.000116;1.050000;1.000000;1.002882;0.997679;0.884802;
6.000163;1.050000;1.000000;1.004029;0.996756;0.884858;
6.000210;1.050000;1.000000;1.005164;0.995842;0.884914;
6.000303;1.050000;1.000000;1.007400;0.994041;0.885025;
6.000491;1.050000;1.000000;1.011739;0.990546;0.885238;
6.000678;1.050000;1.000000;1.015905;0.987189;0.885443;
6.000866;1.050000;1.000000;1.019903;0.983965;0.885640;
6.001053;1.050000;1.000000;1.023742;0.980869;0.885828;
6.001428;1.050000;1.000000;1.030959;0.975044;0.886182;
6.001803;1.050000;1.000000;1.037603;0.969677;0.886508;
6.002178;1.050000;1.000000;1.043722;0.964732;0.886807;
6.002553;1.050000;1.000000;1.049356;0.960177;0.887082;
6.002928;1.050000;1.000000;1.054542;0.955980;0.887336;
6.003303;1.050000;1.000000;1.059316;0.952116;0.887568;
6.003678;1.050000;1.000000;1.063710;0.948557;0.887782;
6.004428;1.050000;1.000000;1.071473;0.942266;0.888160;
6.005178;1.050000;1.000000;1.078042;0.936938;0.888479;
6.005928;1.050000;1.000000;1.083600;0.932428;0.888749;
6.006678;1.050000;1.000000;1.088299;0.928613;0.888976;
6.007428;1.050000;1.000000;1.092270;0.925387;0.889169;
6.008178;1.050000;1.000000;1.095626;0.922661;0.889331;
6.008928;1.050000;1.000000;1.098459;0.920358;0.889468;
6.009678;1.050000;1.000000;1.100851;0.918413;0.889583;
6.011178;1.050000;1.000000;1.104569;0.915389;0.889763;
6.012452;1.050000;1.000000;1.106867;0.913520;0.889874;
6.013725;1.050000;1.000000;1.108584;0.912123;0.889957;
6.014999;1.050000;1.000000;1.109864;0.911081;0.890018;
6.016272;1.050000;1.000000;1.110814;0.910308;0.890064;
6.017863;1.050000;1.000000;1.111660;0.909619;0.890105;
6.019454;1.050000;1.000000;1.112234;0.909152;0.890133;
6.021045;1.050000;1.000000;1.112619;0.908838;0.890151;
6.022636;1.050000;1.000000;1.112872;0.908632;0.890163;
6.024227;1.050000;1.000000;1.113033;0.908502;0.890171;
6.025818;1.050000;1.000000;1.113128;0.908424;0.890176;
6.027409;1.050000;1.000000;1.113179;0.908383;0.890178;
6.029000;1.050000;1.000000;1.113198;0.908367;0.890179;
6.030591;1.050000;1.000000;1.113196;0.908369;0.890179;
6.033772;1.050000;1.000000;1.113151;0.908405;0.890177;
6.036954;1.050000;1.000000;1.113077;0.908466;0.890173;
6.040136;1.050000;1.000000;1.112990;0.908536;0.890170;
6.043318;1.050000;1.000000;1.112901;0.908608;0.890165;
6.046500;1.050000;1.000000;1.112813;0.908681;0.890160;
6.049682;1.050000;1.000000;1.112724;0.908753;0.890156;
6.052864;1.050000;1.000000;1.112637;0.908823;0.890152;
6.059227;1.050000;1.000000;1.112470;0.908960;0.890144;
6.065591;1.050000;1.000000;1.112320;0.909084;0.890137;
6.071955;1.050000;1.000000;1.112181;0.909200;0.890130;
6.079230;1.050000;1.000000;1.111997;0.909344;0.890121;
6.085777;1.050000;1.000000;1.111877;0.909443;0.890115;
6.092324;1.050000;1.000000;1.111758;0.909540;0.890110;
6.098871;1.050000;1.000000;1.111644;0.909632;0.890104;
6.105419;1.050000;1.000000;1.111537;0.909719;0.890099;
6.111966;1.050000;1.000000;1.111451;0.909795;0.890095;
6.118513;1.050000;1.000000;1.111362;0.909869;0.890091;
6.125060;1.050000;1.000000;1.111274;0.909939;0.890085;
6.131608;1.050000;1.000000;1.111145;0.910039;0.890080;
6.138155;1.050000;1.000000;1.111091;0.910078;0.890077;
6.144702;1.050000;1.000000;1.111033;0.910129;0.890075;
6.151249;1.050000;1.000000;1.110967;0.910183;0.890071;
6.157797;1.050000;1.000000;1.110902;0.910236;0.890068;
6.164344;1.050000;1.000000;1.110857;0.910278;0.890066;
6.170891;1.050000;1.000000;1.110807;0.910321;0.890064;
6.177438;1.050000;1.000000;1.110756;0.910361;0.890061;
6.190533;1.050000;1.000000;1.110620;0.910466;0.890055;
6.201151;1.050000;1.000000;1.110578;0.910499;0.890053;
6.210573;1.050000;1.000000;1.110533;0.910536;0.890051;
6.219995;1.050000;1.000000;1.110581;0.910561;0.890050;
6.229416;1.050000;1.000000;1.110534;0.910606;0.890054;
6.237896;1.050000;1.000000;1.110290;0.910734;0.890039;
6.243471;1.050000;1.000000;1.110345;0.910689;0.890041;
6.249047;1.050000;1.000000;1.110364;0.910674;0.890042;
6.254623;1.050000;1.000000;1.110358;0.910681;0.890040;
6.260199;1.050000;1.000000;1.110337;0.910699;0.890041;
6.265774;1.050000;1.000000;1.110316;0.910715;0.890042;
6.271350;1.050000;1.000000;1.110299;0.910727;0.890034;
6.281386;1.050000;1.000000;1.110251;0.910766;0.890037;
6.291423;1.050000;1.000000;1.110240;0.910775;0.890036;
6.300455;1.050000;1.000000;1.110224;0.910788;0.890036;
6.309488;1.050000;1.000000;1.110277;0.910789;0.890037;
6.318521;1.050000;1.000000;1.110267;0.910807;0.890040;
6.327554;1.050000;1.000000;1.110237;0.910816;0.890033;
6.336586;1.050000;1.000000;1.110203;0.910805;0.890012;
6.342192;1.050000;1.000000;1.109963;0.911000;0.890023;
6.347238;1.050000;1.000000;1.110064;0.910920;0.890028;
6.352283;1.050000;1.000000;1.110101;0.910888;0.890030;
6.356824;1.050000;1.000000;1.110115;0.910876;0.890030;
6.361365;1.050000;1.000000;1.110120;0.910872;0.890031;
6.365905;1.050000;1.000000;1.110120;0.910872;0.890031;
6.374987;1.050000;1.000000;1.110116;0.910876;0.890030;
6.384069;1.050000;1.000000;1.110108;0.910882;0.890030;
6.393150;1.050000;1.000000;1.110100;0.910888;0.890030;
6.411313;1.050000;1.000000;1.110087;0.910899;0.890029;
6.429477;1.050000;1.000000;1.110076;0.910908;0.890028;
6.447640;1.050000;1.000000;1.110067;0.910916;0.890028;
6.465803;1.050000;1.000000;1.110059;0.910922;0.890028;
6.502130;1.050000;1.000000;1.110048;0.910931;0.890027;
6.534824;1.050000;1.000000;1.110041;0.910937;0.890027;
6.551171;1.050000;1.000000;1.110038;0.910939;0.890027;
6.583864;1.050000;1.000000;1.110034;0.910943;0.890027;
6.616558;1.050000;1.000000;1.110031;0.910945;0.890027;
6.649252;1.050000;1.000000;1.110029;0.910947;0.890026;
6.681946;1.050000;1.000000;1.110027;0.910948;0.890026;
6.714640;1.050000;1.000000;1.110026;0.910949;0.890026;
6.747334;1.050000;1.000000;1.110025;0.910950;0.890026;
6.763681;1.050000;1.000000;1.110025;0.910950;0.890026;
6.796375;1.050000;1.000000;1.110025;0.910950;0.890026;
6.812722;1.050000;1.000000;1.110024;0.910950;0.890026;
6.845415;1.050000;1.000000;1.110024;0.910951;0.890026;
6.861762;1.050000;1.000000;1.110024;0.910951;0.890026;
6.894456;1.050000;1.000000;1.110024;0.910951;0.890026;
6.910803;1.050000;1.000000;1.110024;0.910951;0.890026;
6.943497;1.050000;1.000000;1.110024;0.910951;0.890026;
6.959844;1.050000;1.000000;1.110024;0.910951;0.890026;
6.992538;1.050000;1.000000;1.110023;0.910951;0.890026;
7.008885;1.050000;1.000000;1.110024;0.910951;0.890026;
7.041579;1.050000;1.000000;1.110023;0.910951;0.890026;
7.057926;1.050000;1.000000;1.110023;0.910951;0.890026;
7.090620;1.050000;1.000000;1.110023;0.910951;0.890026;
7.106966;1.050000;1.000000;1.110023;0.910951;0.890026;
7.139660;1.050000;1.000000;1.110023;0.910951;0.890026;
7.156007;1.050000;1.000000;1.110023;0.910951;0.890026;
7.188701;1.050000;1.000000;1.110023;0.910951;0.890026;
7.205048;1.050000;1.000000;1.110023;0.910951;0.890026;
7.237742;1.050000;1.000000;1.110023;0.910951;0.890026;
7.241829;1.050000;1.000000;1.110023;0.910951;0.890026;
7.250002;1.050000;1.000000;1.110023;0.910951;0.890026;
7.266349;1.050000;1.000000;1.110023;0.910951;0.890026;
7.274523;1.050000;1.000000;1.110023;0.910951;0.890026;
7.290869;1.050000;1.000000;1.110023;0.910951;0.890026;
7.299043;1.050000;1.000000;1.110023;0.910951;0.890026;
7.315390;1.050000;1.000000;1.110023;0.910951;0.890026;
7.323563;1.050000;1.000000;1.110024;0.910951;0.890026;
7.339910;1.050000;1.000000;1.110023;0.910951;0.890026;
7.348084;1.050000;1.000000;1.110024;0.910951;0.890026;
7.364431;1.050000;1.000000;1.110023;0.910951;0.890026;
7.372604;1.050000;1.000000;1.110023;0.910951;0.890026;
7.388951;1.050000;1.000000;1.110023;0.910951;0.890026;
7.397125;1.050000;1.000000;1.110023;0.910951;0.890026;
7.413472;1.050000;1.000000;1.110023;0.910951;0.890026;
7.421645;1.050000;1.000000;1.110024;0.910951;0.890026;
7.437992;1.050000;1.000000;1.110023;0.910951;0.890026;
7.446165;1.050000;1.000000;1.110024;0.910951;0.890026;
7.462512;1.050000;1.000000;1.110023;0.910951;0.890026;
7.470686;1.050000;1.000000;1.110023;0.910951;0.890026;
7.487033;1.050000;1.000000;1.110023;0.910951;0.890026;
7.495206;1.050000;1.000000;1.110023;0.910951;0.890026;
7.511553;1.050000;1.000000;1.110023;0.910951;0.890026;
7.519727;1.050000;1.000000;1.110024;0.910951;0.890026;
7.536074;1.050000;1.000000;1.110023;0.910951;0.890026;
7.544247;1.050000;1.000000;1.110024;0.910951;0.890026;
7.560594;1.050000;1.000000;1.110023;0.910951;0.890026;
7.568767;1.050000;1.000000;1.110023;0.910951;0.890026;
7.585114;1.050000;1.000000;1.110023;0.910951;0.890026;
7.593288;1.050000;1.000000;1.110023;0.910951;0.890026;
7.609635;1.050000;1.000000;1.110023;0.910951;0.890026;
7.617808;1.050000;1.000000;1.110024;0.910951;0.890026;
7.634155;1.050000;1.000000;1.110023;0.910951;0.890026;
7.642329;1.050000;1.000000;1.110024;0.910951;0.890026;
7.658676;1.050000;1.000000;1.110023;0.910951;0.890026;
7.666849;1.050000;1.000000;1.110023;0.910951;0.890026;
7.683196;1.050000;1.000000;1.110023;0.910951;0.890026;
7.691369;1.050000;1.000000;1.110023;0.910951;0.890026;
7.707716;1.050000;1.000000;1.110023;0.910951;0.890026;
7.715890;1.050000;1.000000;1.110023;0.910951;0.890026;
7.732237;1.050000;1.000000;1.110023;0.910951;0.890026;
7.740410;1.050000;1.000000;1.110024;0.910951;0.890026;
7.756757;1.050000;1.000000;1.110023;0.910951;0.890026;
7.764931;1.050000;1.000000;1.110023;0.910951;0.890026;
7.781278;1.050000;1.000000;1.110023;0.910951;0.890026;
7.789451;1.050000;1.000000;1.110023;0.910951;0.890026;
7.805798;1.050000;1.000000;1.110023;0.910951;0.890026;
7.813971;1.050000;1.000000;1.110023;0.910951;0.890026;
7.830318;1.050000;1.000000;1.110023;0.910951;0.890026;
7.838492;1.050000;1.000000;1.110024;0.910951;0.890026;
7.854839;1.050000;1.000000;1.110023;0.910951;0.890026;
7.863012;1.050000;1.000000;1.110023;0.910951;0.890026;
7.879359;1.050000;1.000000;1.110023;0.910951;0.890026;
7.887533;1.050000;1.000000;1.110023;0.910951;0.890026;
7.903880;1.050000;1.000000;1.110023;0.910951;0.890026;
7.912053;1.050000;1.000000;1.110023;0.910951;0.890026;
7.928400;1.050000;1.000000;1.110023;0.910951;0.890026;
7.936573;1.050000;1.000000;1.110024;0.910951;0.890026;
7.952920;1.050000;1.000000;1.110023;0.910951;0.890026;
7.961094;1.050000;1.000000;1.110023;0.910951;0.890026;
7.977441;1.050000;1.000000;1.110023;0.910951;0.890026;
7.985614;1.050000;1.000000;1.110023;0.910951;0.890026;
7.999998;1.050000;1.000000;1.110023;0.910951;0.886938;
7.999998;1.000000;1.000000;1.110071;0.910919;0.890032;
8.000004;1.000000;1.000000;1.109910;0.911043;0.890021;
8.000010;1.000000;1.000000;1.109756;0.911168;0.890013;
8.000022;1.000000;1.000000;1.109449;0.911419;0.889998;
8.000046;1.000000;1.000000;1.108837;0.911917;0.889969;
8.000094;1.000000;1.000000;1.107622;0.912905;0.889910;
8.000190;1.000000;1.000000;1.105232;0.914850;0.889795;
8.000382;1.000000;1.000000;1.100606;0.918612;0.889572;
8.000766;1.000000;1.000000;1.091930;0.925664;0.889152;
8.001150;1.000000;1.000000;1.083978;0.932121;0.888767;
8.001534;1.000000;1.000000;1.076692;0.938034;0.888414;
8.001918;1.000000;1.000000;1.070016;0.943447;0.888089;
8.002686;1.000000;1.000000;1.058312;0.952928;0.887519;
8.003454;1.000000;1.000000;1.048491;0.960876;0.887040;
8.004493;1.000000;1.000000;1.037666;0.969627;0.886511;
8.005531;1.000000;1.000000;1.029100;0.976544;0.886091;
8.006570;1.000000;1.000000;1.022311;0.982023;0.885758;
8.007608;1.000000;1.000000;1.016925;0.986366;0.885493;
8.008647;1.000000;1.000000;1.012654;0.989808;0.885283;
8.009686;1.000000;1.000000;1.009261;0.992542;0.885116;
8.010724;1.000000;1.000000;1.006568;0.994711;0.884984;
8.012801;1.000000;1.000000;1.002723;0.997807;0.884794;
8.014671;1.000000;1.000000;1.000513;0.999586;0.884685;
8.016946;1.000000;1.000000;0.998894;1.000889;0.884605;
8.018993;1.000000;1.000000;0.998036;1.001579;0.884563;
8.021040;1.000000;1.000000;0.997513;1.002000;0.884537;
8.023087;1.000000;1.000000;0.997197;1.002254;0.884521;
8.025135;1.000000;1.000000;0.997014;1.002401;0.884512;
8.027182;1.000000;1.000000;0.996919;1.002478;0.884508;
8.029229;1.000000;1.000000;0.996881;1.002509;0.884506;
8.033324;1.000000;1.000000;0.996897;1.002495;0.884507;
8.037419;1.000000;1.000000;0.996976;1.002432;0.884510;
8.041513;1.000000;1.000000;0.997084;1.002345;0.884516;
8.045608;1.000000;1.000000;0.997204;1.002248;0.884522;
8.053797;1.000000;1.000000;0.997441;1.002058;0.884533;
8.061986;1.000000;1.000000;0.997652;1.001888;0.884544;
8.070176;1.000000;1.000000;0.997840;1.001737;0.884553;
8.078365;1.000000;1.000000;0.998013;1.001597;0.884562;
8.086554;1.000000;1.000000;0.998175;1.001468;0.884570;
8.102932;1.000000;1.000000;0.998463;1.001236;0.884584;
8.119311;1.000000;1.000000;0.998704;1.001042;0.884596;
8.135689;1.000000;1.000000;0.998905;1.000880;0.884606;
8.152068;1.000000;1.000000;0.999076;1.000742;0.884614;
8.168446;1.000000;1.000000;0.999221;1.000626;0.884621;
8.184825;1.000000;1.000000;0.999343;1.000528;0.884627;
8.201203;1.000000;1.000000;0.999445;1.000445;0.884632;
8.217582;1.000000;1.000000;0.999532;1.000375;0.884637;
8.250339;1.000000;1.000000;0.999667;1.000267;0.884643;
8.279816;1.000000;1.000000;0.999755;1.000196;0.884648;
8.309294;1.000000;1.000000;0.999819;1.000144;0.884651;
8.338771;1.000000;1.000000;0.999867;1.000106;0.884653;
8.368249;1.000000;1.000000;0.999902;1.000078;0.884655;
8.397726;1.000000;1.000000;0.999927;1.000057;0.884656;
8.427204;1.000000;1.000000;0.999946;1.000042;0.884657;
8.456681;1.000000;1.000000;0.999960;1.000031;0.884658;
8.486159;1.000000;1.000000;0.999971;1.000022;0.884658;
8.515636;1.000000;1.000000;0.999978;1.000016;0.884659;
8.545114;1.000000;1.000000;0.999984;1.000012;0.884659;
8.604069;1.000000;1.000000;0.999991;1.000006;0.884659;
8.657129;1.000000;1.000000;0.999994;1.000003;0.884659;
8.710188;1.000000;1.000000;0.999996;1.000002;0.884660;
8.763248;1.000000;1.000000;0.999998;1.000001;0.884660;
8.816308;1.000000;1.000000;0.999998;1.000000;0.884660;
8.869367;1.000000;1.000000;0.999999;1.000000;0.884660;
8.922427;1.000000;1.000000;0.999999;0.999999;0.884660;
9.028546;1.000000;1.000000;0.999999;0.999999;0.884660;
9.134665;1.000000;1.000000;0.999999;0.999999;0.884660;
9.240784;1.000000;1.000000;0.999999;0.999999;0.884660;
9.453023;1.000000;1.000000;0.999999;0.999999;0.884660;
9.877499;1.000000;1.000000;0.999999;0.999999;0.884660;
10.726453;1.000000;1.000000;0.999999;0.999999;0.884660;
12.000000;1.000000;1.000000;0.999999;0.999999;0.884660;
