time;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecD_idCmdPu;BESS_BESS_reecD_iqCmdPu;
1.514861;0.045382;0.756375;0.042052;0.700862;1.000000;-0.045382;0.000000;0.042052;1.000000;1.000000;0.554057;0.738051;
1.514941;0.045325;0.755424;0.042061;0.701009;1.000000;-0.045325;0.000000;0.042061;1.000000;1.000000;0.553548;0.726194;
1.515101;0.045212;0.753528;0.042068;0.701135;1.000000;-0.045212;0.000000;0.042068;1.000000;1.000000;0.552543;0.702763;
1.515421;0.044986;0.749762;0.042045;0.700745;1.000000;-0.044986;0.000000;0.042045;1.000000;1.000000;0.550585;0.657001;
1.516061;0.044540;0.742334;0.041854;0.697561;1.000000;-0.044540;0.000000;0.041854;1.000000;1.000000;0.546867;0.569696;
1.517341;0.043675;0.727910;0.040970;0.682840;1.000000;-0.043675;0.000000;0.040970;1.000000;1.000000;0.540136;0.410581;
1.518621;0.042844;0.714075;0.039507;0.658457;1.000000;-0.042844;0.000000;0.039507;1.000000;1.000000;0.534232;0.270463;
1.519901;0.042050;0.700839;0.037577;0.626281;1.000000;-0.042050;0.000000;0.037577;1.000000;1.000000;0.529026;0.147196;
1.521181;0.041292;0.688205;0.035279;0.587989;1.000000;-0.041292;0.000000;0.035279;1.000000;1.000000;0.524412;0.038797;
1.521682;0.041006;0.683432;0.034306;0.571761;1.000000;-0.041006;0.000000;0.034306;1.000000;1.000000;0.522745;0.000003;
1.521682;0.041006;0.683432;0.034306;0.571761;1.000000;-0.041006;0.000000;0.034306;1.000000;1.000000;0.522745;0.000003;
1.521692;0.041000;0.683337;0.034285;0.571425;1.000000;-0.041000;0.000000;0.034285;1.000000;1.000000;0.522718;-0.000000;
1.521702;0.040995;0.683243;0.034265;0.571089;1.000000;-0.040995;0.000000;0.034265;1.000000;1.000000;0.522686;-0.000000;
1.521722;0.040983;0.683054;0.034225;0.570418;1.000000;-0.040983;0.000000;0.034225;1.000000;1.000000;0.522621;0.000000;
1.521762;0.040961;0.682677;0.034145;0.569077;1.000000;-0.040961;0.000000;0.034145;1.000000;1.000000;0.522493;-0.000000;
1.521842;0.040915;0.681924;0.033984;0.566405;1.000000;-0.040915;0.000000;0.033984;1.000000;1.000000;0.522237;-0.000000;
1.522002;0.040826;0.680426;0.033666;0.561100;1.000000;-0.040826;0.000000;0.033666;1.000000;1.000000;0.521730;-0.000000;
1.522322;0.040647;0.677457;0.033038;0.550636;1.000000;-0.040647;0.000000;0.033038;1.000000;1.000000;0.520737;-0.000000;
1.522962;0.040298;0.671631;0.031817;0.530285;1.000000;-0.040298;0.000000;0.031817;1.000000;1.000000;0.518829;-0.000000;
1.524242;0.039625;0.660413;0.029507;0.491776;1.000000;-0.039625;0.000000;0.029507;1.000000;1.000000;0.515293;-0.000000;
1.526802;0.038378;0.639640;0.025362;0.422694;1.000000;-0.038378;0.000000;0.025362;1.000000;1.000000;0.509143;-0.000000;
1.529362;0.037258;0.620972;0.021792;0.363204;1.000000;-0.037258;0.000000;0.021792;1.000000;1.000000;0.503991;-0.000000;
1.531922;0.036255;0.604243;0.018723;0.312047;1.000000;-0.036255;0.000000;0.018723;1.000000;1.000000;0.499594;-0.000000;
1.534482;0.035357;0.589279;0.016085;0.268081;1.000000;-0.035357;0.000000;0.016085;1.000000;1.000000;0.495769;-0.000000;
1.537042;0.034554;0.575906;0.013818;0.230305;1.000000;-0.034554;0.000000;0.013818;1.000000;1.000000;0.492378;-0.000000;
1.539602;0.033837;0.563955;0.011871;0.197850;1.000000;-0.033837;0.000000;0.011871;1.000000;1.000000;0.489319;-0.000000;
1.542162;0.033196;0.553270;0.010198;0.169969;1.000000;-0.033196;0.000000;0.010198;1.000000;1.000000;0.486521;-0.000000;
1.544722;0.032622;0.543708;0.008761;0.146016;1.000000;-0.032622;0.000000;0.008761;1.000000;1.000000;0.483933;-0.000000;
1.547282;0.032108;0.535138;0.007526;0.125438;1.000000;-0.032108;0.000000;0.007526;1.000000;1.000000;0.481521;-0.000000;
1.549842;0.031647;0.527444;0.006466;0.107761;1.000000;-0.031647;0.000000;0.006466;1.000000;1.000000;0.479260;-0.000000;
1.552402;0.031231;0.520523;0.005554;0.092575;1.000000;-0.031231;0.000000;0.005554;1.000000;1.000000;0.477134;-0.000000;
1.554962;0.030857;0.514285;0.004772;0.079529;1.000000;-0.030857;0.000000;0.004772;1.000000;1.000000;0.475131;-0.000000;
1.557522;0.030519;0.508652;0.004099;0.068321;1.000000;-0.030519;0.000000;0.004099;1.000000;1.000000;0.473247;-0.000000;
1.560082;0.030213;0.503554;0.003522;0.058693;1.000000;-0.030213;0.000000;0.003522;1.000000;1.000000;0.471476;-0.000000;
1.562642;0.029936;0.498931;0.003025;0.050421;1.000000;-0.029936;0.000000;0.003025;1.000000;1.000000;0.469816;-0.000000;
1.565202;0.029684;0.494733;0.002599;0.043316;1.000000;-0.029684;0.000000;0.002599;1.000000;1.000000;0.468266;-0.000000;
1.567762;0.029455;0.490915;0.002233;0.037211;1.000000;-0.029455;0.000000;0.002233;1.000000;1.000000;0.466825;-0.000000;
1.570322;0.029246;0.487440;0.001918;0.031967;1.000000;-0.029246;0.000000;0.001918;1.000000;1.000000;0.465494;-0.000000;
1.572882;0.029056;0.484273;0.001648;0.027462;1.000000;-0.029056;0.000000;0.001648;1.000000;1.000000;0.464271;-0.000000;
1.575442;0.028883;0.481387;0.001416;0.023592;1.000000;-0.028883;0.000000;0.001416;1.000000;1.000000;0.463157;-0.000000;
1.578002;0.028725;0.478758;0.001216;0.020267;1.000000;-0.028725;0.000000;0.001216;1.000000;1.000000;0.462151;-0.000000;
1.580074;0.028608;0.476803;0.001075;0.017919;1.000000;-0.028608;0.000000;0.001075;1.000000;1.000000;0.461415;-0.000000;
1.580074;0.028608;0.476803;0.001075;0.017919;1.000000;-0.028608;0.000000;0.001075;1.000000;1.000000;0.461415;-0.000000;
1.580084;0.028608;0.476793;0.001075;0.017909;1.000000;-0.028608;0.000000;0.001075;1.000000;1.000000;0.461412;-0.000000;
1.580094;0.028607;0.476784;0.001074;0.017898;1.000000;-0.028607;0.000000;0.001074;1.000000;1.000000;0.461409;-0.000000;
1.580114;0.028606;0.476766;0.001073;0.017877;1.000000;-0.028606;0.000000;0.001073;1.000000;1.000000;0.461402;-0.000000;
1.580154;0.028604;0.476730;0.001070;0.017835;1.000000;-0.028604;0.000000;0.001070;1.000000;1.000000;0.461389;-0.000000;
1.580234;0.028599;0.476658;0.001065;0.017751;1.000000;-0.028599;0.000000;0.001065;1.000000;1.000000;0.461362;-0.000000;
1.580394;0.028591;0.476515;0.001055;0.017585;1.000000;-0.028591;0.000000;0.001055;1.000000;1.000000;0.461308;-0.000000;
1.580714;0.028574;0.476230;0.001035;0.017257;1.000000;-0.028574;0.000000;0.001035;1.000000;1.000000;0.461202;-0.000000;
1.581354;0.028540;0.475671;0.000997;0.016619;1.000000;-0.028540;0.000000;0.000997;1.000000;1.000000;0.460996;-0.000000;
1.582634;0.028475;0.474592;0.000925;0.015412;1.000000;-0.028475;0.000000;0.000925;1.000000;1.000000;0.460603;-0.000000;
1.585194;0.028355;0.472581;0.000795;0.013247;1.000000;-0.028355;0.000000;0.000795;1.000000;1.000000;0.459894;-0.000000;
1.587754;0.028246;0.470759;0.000683;0.011383;1.000000;-0.028246;0.000000;0.000683;1.000000;1.000000;0.459288;-0.000000;
1.592874;0.028057;0.467624;0.000502;0.008361;1.000000;-0.028057;0.000000;0.000502;1.000000;1.000000;0.458372;-0.000000;
1.597482;0.027921;0.465344;0.000380;0.006326;1.000000;-0.027921;0.000000;0.000380;1.000000;1.000000;0.457875;-0.000000;
1.602090;0.027811;0.463524;0.000287;0.004777;1.000000;-0.027811;0.000000;0.000287;1.000000;1.000000;0.457668;-0.000000;
1.606698;0.027727;0.462122;0.000216;0.003605;1.000000;-0.027727;0.000000;0.000216;1.000000;1.000000;0.457735;-0.000000;
1.611306;0.027666;0.461103;0.000163;0.002720;1.000000;-0.027666;0.000000;0.000163;1.000000;1.000000;0.458054;-0.000000;
1.615914;0.027626;0.460431;0.000123;0.002051;1.000000;-0.027626;0.000000;0.000123;1.000000;1.000000;0.458607;-0.000000;
1.620522;0.027605;0.460079;0.000093;0.001546;1.000000;-0.027605;0.000000;0.000093;1.000000;1.000000;0.459372;-0.000000;
1.625130;0.027601;0.460016;0.000070;0.001166;1.000000;-0.027601;0.000000;0.000070;1.000000;1.000000;0.460326;-0.000000;
1.629738;0.027613;0.460216;0.000053;0.000879;1.000000;-0.027613;0.000000;0.000053;1.000000;1.000000;0.461450;-0.000000;
1.634346;0.027639;0.460656;0.000040;0.000663;1.000000;-0.027639;0.000000;0.000040;1.000000;1.000000;0.462723;-0.000000;
1.638954;0.027679;0.461309;0.000030;0.000500;1.000000;-0.027679;0.000000;0.000030;1.000000;1.000000;0.464123;-0.000000;
1.643562;0.027729;0.462155;0.000023;0.000377;1.000000;-0.027729;0.000000;0.000023;1.000000;1.000000;0.465632;-0.000000;
1.648170;0.027790;0.463169;0.000017;0.000284;1.000000;-0.027790;0.000000;0.000017;1.000000;1.000000;0.467231;-0.000000;
1.652778;0.027860;0.464332;0.000013;0.000214;1.000000;-0.027860;0.000000;0.000013;1.000000;1.000000;0.468902;-0.000000;
1.657386;0.027937;0.465623;0.000010;0.000161;1.000000;-0.027937;0.000000;0.000010;1.000000;1.000000;0.470628;-0.000000;
1.661994;0.028021;0.467023;0.000007;0.000122;1.000000;-0.028021;0.000000;0.000007;1.000000;1.000000;0.472394;-0.000000;
1.666602;0.028111;0.468514;0.000005;0.000092;1.000000;-0.028111;0.000000;0.000005;1.000000;1.000000;0.474185;-0.000000;
1.675818;0.028301;0.471680;0.000003;0.000050;1.000000;-0.028301;0.000000;0.000003;1.000000;1.000000;0.477773;-0.000000;
1.685034;0.028501;0.475011;0.000002;0.000027;1.000000;-0.028501;0.000000;0.000002;1.000000;1.000000;0.481311;-0.000000;
1.694250;0.028704;0.478405;0.000001;0.000014;1.000000;-0.028704;0.000000;0.000001;1.000000;1.000000;0.484724;-0.000000;
1.703466;0.028906;0.481770;0.000000;0.000007;1.000000;-0.028906;0.000000;0.000000;1.000000;1.000000;0.487951;-0.000000;
1.712682;0.029102;0.485029;0.000000;0.000003;1.000000;-0.029102;0.000000;0.000000;1.000000;1.000000;0.490943;-0.000000;
1.721898;0.029287;0.488120;0.000000;0.000002;1.000000;-0.029287;0.000000;0.000000;1.000000;1.000000;0.493667;-0.000000;
1.731114;0.029460;0.490995;0.000000;0.000001;1.000000;-0.029460;0.000000;0.000000;1.000000;1.000000;0.496099;-0.000000;
1.749546;0.029757;0.495951;-0.000000;-0.000000;1.000000;-0.029757;0.000000;-0.000000;1.000000;1.000000;0.500056;-0.000000;
1.764939;0.029955;0.499245;-0.000000;-0.000000;1.000000;-0.029955;0.000000;-0.000000;1.000000;1.000000;0.502469;-0.000000;
1.764939;0.029955;0.499245;-0.000000;-0.000000;1.000000;-0.029955;0.000000;-0.000000;1.000000;1.000000;0.502469;-0.000000;
1.764949;0.029955;0.499247;-0.000000;-0.000000;1.000000;-0.029955;0.000000;-0.000000;1.000000;1.000000;0.502471;-0.000000;
1.764959;0.029955;0.499249;-0.000000;-0.000000;1.000000;-0.029955;0.000000;-0.000000;1.000000;1.000000;0.502472;-0.000000;
1.764979;0.029955;0.499253;-0.000000;-0.000000;1.000000;-0.029955;0.000000;-0.000000;1.000000;1.000000;0.502475;-0.000000;
1.765019;0.029956;0.499260;-0.000000;-0.000000;1.000000;-0.029956;0.000000;-0.000000;1.000000;1.000000;0.502480;-0.000000;
1.765099;0.029957;0.499275;-0.000000;-0.000000;1.000000;-0.029957;0.000000;-0.000000;1.000000;1.000000;0.502490;-0.000000;
1.765259;0.029958;0.499305;-0.000000;-0.000000;1.000000;-0.029958;0.000000;-0.000000;1.000000;1.000000;0.502511;-0.000000;
1.765579;0.029962;0.499366;-0.000000;-0.000000;1.000000;-0.029962;0.000000;-0.000000;1.000000;1.000000;0.502552;-0.000000;
1.766219;0.029969;0.499485;-0.000000;-0.000000;1.000000;-0.029969;0.000000;-0.000000;1.000000;1.000000;0.502633;-0.000000;
1.767499;0.029983;0.499719;-0.000000;-0.000000;1.000000;-0.029983;0.000000;-0.000000;1.000000;1.000000;0.502791;-0.000000;
1.770059;0.030010;0.500170;-0.000000;-0.000000;1.000000;-0.030010;0.000000;-0.000000;1.000000;1.000000;0.503092;-0.000000;
1.775179;0.030060;0.501006;-0.000000;-0.000000;1.000000;-0.030060;0.000000;-0.000000;1.000000;1.000000;0.503630;-0.000000;
1.785419;0.030145;0.502419;-0.000000;-0.000000;1.000000;-0.030145;0.000000;-0.000000;1.000000;1.000000;0.504476;-0.000000;
1.805899;0.030260;0.504327;-0.000000;-0.000000;1.000000;-0.030260;0.000000;-0.000000;1.000000;1.000000;0.505388;-0.000000;
1.846859;0.030330;0.505507;-0.000000;-0.000000;1.000000;-0.030330;0.000000;-0.000000;1.000000;1.000000;0.505195;-0.000000;
1.887819;0.030265;0.504416;-0.000000;-0.000000;1.000000;-0.030265;0.000000;-0.000000;1.000000;1.000000;0.503493;-0.000000;
1.928779;0.030150;0.502492;-0.000000;-0.000000;1.000000;-0.030150;0.000000;-0.000000;1.000000;1.000000;0.501521;-0.000000;
1.969739;0.030043;0.500711;-0.000000;-0.000000;1.000000;-0.030043;0.000000;-0.000000;1.000000;1.000000;0.500002;-0.000000;
2.010699;0.029972;0.499539;-0.000000;-0.000000;1.000000;-0.029972;0.000000;-0.000000;1.000000;1.000000;0.499180;-0.000000;
2.051659;0.029943;0.499043;-0.000000;-0.000000;1.000000;-0.029943;0.000000;-0.000000;1.000000;1.000000;0.498977;-0.000000;
2.133579;0.029947;0.499119;-0.000000;-0.000000;1.000000;-0.029947;0.000000;-0.000000;1.000000;1.000000;0.499316;-0.000000;
2.215499;0.029983;0.499714;-0.000000;-0.000000;1.000000;-0.029983;0.000000;-0.000000;1.000000;1.000000;0.499891;-0.000000;
2.297419;0.030007;0.500121;-0.000000;-0.000000;1.000000;-0.030007;0.000000;-0.000000;1.000000;1.000000;0.500186;-0.000000;
2.379339;0.030012;0.500205;-0.000000;-0.000000;1.000000;-0.030012;0.000000;-0.000000;1.000000;1.000000;0.500189;-0.000000;
2.543179;0.030006;0.500093;-0.000000;-0.000000;1.000000;-0.030006;0.000000;-0.000000;1.000000;1.000000;0.500050;-0.000000;
2.870859;0.030000;0.499997;-0.000000;-0.000000;1.000000;-0.030000;0.000000;-0.000000;1.000000;1.000000;0.499992;-0.000000;
3.000000;0.030000;0.499994;-0.000000;-0.000000;1.000000;-0.030000;0.000000;-0.000000;1.000000;1.000000;0.499994;-0.000000;
