"time","infiniteBusWithVariations.QPu","infiniteBusWithVariations.PPu","infiniteBusWithVariations.UPu"
0.102,-8.622859357129071e-16,0.5999999999999996,1
0.103,-8.595419740679082e-16,0.5999999999999996,1
0.104,-8.567980124229096e-16,0.5999999999999996,1
0.105,-8.540540507779106e-16,0.5999999999999996,1
0.106,-8.513100891329119e-16,0.5999999999999996,1
0.107,-8.485661274879131e-16,0.5999999999999996,1
0.108,-8.458221658429144e-16,0.5999999999999996,1
0.109,-8.430782041979156e-16,0.5999999999999996,1
0.11,-8.403342425529168e-16,0.5999999999999996,1
0.111,-8.375902809079181e-16,0.5999999999999996,1
0.112,-8.348463192629194e-16,0.5999999999999996,1
0.113,-8.321023576179205e-16,0.5999999999999996,1
0.114,-8.293583959729218e-16,0.5999999999999996,1
0.115,-8.266144343279231e-16,0.5999999999999996,1
0.116,-8.238704726829242e-16,0.5999999999999996,1
0.117,-8.211265110379254e-16,0.5999999999999996,1
0.118,-8.183825493929267e-16,0.5999999999999996,1
0.119,-8.15638587747928e-16,0.5999999999999996,1
0.12,-8.128946261029292e-16,0.5999999999999996,1
0.121,-8.101506644579304e-16,0.5999999999999996,1
0.122,-8.074067028129317e-16,0.5999999999999996,1
0.123,-8.04662741167933e-16,0.5999999999999996,1
0.124,-8.019187795229341e-16,0.5999999999999996,1
0.125,-7.991748178779354e-16,0.5999999999999996,1
0.126,-7.964308562329367e-16,0.5999999999999996,1
0.127,-7.936868945879378e-16,0.5999999999999996,1
0.128,-7.90942932942939e-16,0.5999999999999996,1
0.129,-7.881989712979403e-16,0.5999999999999996,1
0.13,-7.854550096529415e-16,0.5999999999999996,1
0.131,-7.827110480079429e-16,0.5999999999999996,1
0.132,-7.79967086362944e-16,0.5999999999999996,1
0.133,-7.772231247179452e-16,0.5999999999999996,1
0.134,-7.744791630729466e-16,0.5999999999999996,1
0.135,-7.717352014279477e-16,0.5999999999999996,1
0.136,-7.689912397829489e-16,0.5999999999999996,1
0.137,-7.662472781379501e-16,0.5999999999999996,1
0.138,-7.635033164929514e-16,0.5999999999999996,1
0.139,-7.607593548479527e-16,0.5999999999999996,1
0.14,-7.580153932029538e-16,0.5999999999999996,1
0.141,-7.552714315579552e-16,0.5999999999999996,1
0.142,-7.525274699129565e-16,0.5999999999999996,1
0.143,-7.497835082679577e-16,0.5999999999999996,1
0.144,-7.470395466229588e-16,0.5999999999999996,1
0.145,-7.442955849779602e-16,0.5999999999999996,1
0.146,-7.415516233329613e-16,0.5999999999999998,1
0.147,-7.388076616879626e-16,0.5999999999999998,1
0.148,-7.360637000429639e-16,0.5999999999999998,1
0.149,-7.33319738397965e-16,0.5999999999999998,1
0.15,-7.305757767529663e-16,0.5999999999999998,1
0.151,-7.278318151079676e-16,0.5999999999999998,1
0.152,-7.250878534629687e-16,0.5999999999999998,1
0.153,-7.2234389181797e-16,0.5999999999999998,1
0.154,-7.195999301729712e-16,0.5999999999999998,1
0.155,-7.168559685279724e-16,0.5999999999999998,1
0.156,-7.141120068829736e-16,0.5999999999999998,1
0.157,-7.113680452379749e-16,0.5999999999999998,1
0.158,-7.086240835929762e-16,0.5999999999999998,1
0.159,-7.058801219479773e-16,0.5999999999999998,1
0.16,-7.031361603029786e-16,0.5999999999999998,1
0.161,-7.003921986579799e-16,0.5999999999999998,1
0.162,-6.976482370129811e-16,0.5999999999999998,1
0.163,-6.949042753679823e-16,0.5999999999999998,1
0.164,-6.921603137229836e-16,0.5999999999999998,1
0.165,-6.894163520779848e-16,0.5999999999999998,1
0.166,-6.86672390432986e-16,0.5999999999999998,1
0.167,-6.839284287879873e-16,0.5999999999999998,1
0.168,-6.811844671429885e-16,0.5999999999999998,1
0.169,-6.784405054979898e-16,0.5999999999999998,1
0.17,-6.75696543852991e-16,0.5999999999999998,1
0.171,-6.729525822079921e-16,0.5999999999999998,1
0.172,-6.702086205629935e-16,0.5999999999999998,1
0.173,-6.674646589179947e-16,0.5999999999999998,1
0.174,-6.64720697272996e-16,0.5999999999999998,1
0.175,-6.619767356279972e-16,0.5999999999999998,1
0.176,-6.592327739829984e-16,0.5999999999999998,1
0.177,-6.564888123379997e-16,0.5999999999999998,1
0.178,-6.53744850693001e-16,0.5999999999999998,1
0.179,-6.510008890480021e-16,0.5999999999999998,1
0.18,-6.487437434652832e-16,0.5999999999999998,1
0.181,-6.469758561951841e-16,0.5999999999999998,1
0.182,-6.452079689250851e-16,0.5999999999999998,1
0.183,-6.43440081654986e-16,0.5999999999999998,1
0.184,-6.416721943848869e-16,0.5999999999999998,1
0.185,-6.399043071147877e-16,0.5999999999999998,1
0.186,-6.381364198446889e-16,0.5999999999999998,1
0.187,-6.363685325745898e-16,0.5999999999999998,1
0.188,-6.346006453044906e-16,0.5999999999999998,1
0.189,-6.328327580343916e-16,0.5999999999999998,1
0.19,-6.310648707642926e-16,0.5999999999999998,1
0.191,-6.292969834941935e-16,0.5999999999999998,1
0.192,-6.275290962240943e-16,0.5999999999999998,1
0.193,-6.257612089539953e-16,0.5999999999999998,1
0.194,-6.239933216838963e-16,0.5999999999999998,1
0.195,-6.222254344137973e-16,0.5999999999999998,1
0.196,-6.20457547143698e-16,0.5999999999999998,1
0.197,-6.18689659873599e-16,0.5999999999999998,1
0.198,-6.169217726034999e-16,0.5999999999999998,1
0.199,-6.151538853334009e-16,0.5999999999999998,1
0.2,-6.133859980633018e-16,0.5999999999999998,1
0.201,-6.116181107932028e-16,0.5999999999999998,1
0.202,-6.098502235231037e-16,0.5999999999999998,1
0.203,-6.080823362530046e-16,0.5999999999999998,1
0.204,-6.063144489829055e-16,0.5999999999999998,1
0.205,-6.045465617128065e-16,0.5999999999999998,1
0.206,-6.027786744427075e-16,0.5999999999999998,1
0.207,-6.010107871726084e-16,0.5999999999999998,1
0.208,-5.992428999025094e-16,0.5999999999999998,1
0.209,-5.974750126324102e-16,0.5999999999999998,1
0.21,-5.957071253623111e-16,0.5999999999999998,1
0.211,-5.939392380922121e-16,0.5999999999999998,1
0.212,-5.92171350822113e-16,0.5999999999999998,1
0.213,-5.904034635520139e-16,0.5999999999999998,1
0.214,-5.886355762819148e-16,0.5999999999999998,1
0.215,-5.868676890118158e-16,0.5999999999999998,1
0.216,-5.850998017417167e-16,0.5999999999999998,1
0.217,-5.833319144716177e-16,0.5999999999999998,1
0.218,-5.815640272015185e-16,0.5999999999999998,1
0.219,-5.797961399314197e-16,0.5999999999999998,1
0.22,-5.780282526613204e-16,0.5999999999999998,1
0.221,-5.762603653912213e-16,0.5999999999999996,1
0.222,-5.744924781211224e-16,0.5999999999999996,1
0.223,-5.727245908510233e-16,0.5999999999999996,1
0.224,-5.709567035809241e-16,0.5999999999999996,1
0.225,-5.691888163108251e-16,0.5999999999999996,1
0.226,-5.67420929040726e-16,0.5999999999999996,1
0.227,-5.65653041770627e-16,0.5999999999999996,1
0.228,-5.638851545005278e-16,0.5999999999999996,1
0.229,-5.621172672304287e-16,0.5999999999999996,1
0.23,-5.603493799603297e-16,0.5999999999999996,1
0.231,-5.585814926902307e-16,0.5999999999999996,1
0.232,-5.568136054201316e-16,0.5999999999999996,1
0.233,-5.550457181500325e-16,0.5999999999999996,1
0.234,-5.532778308799334e-16,0.5999999999999996,1
0.235,-5.515099436098344e-16,0.5999999999999996,1
0.236,-5.497420563397354e-16,0.5999999999999996,1
0.237,-5.479741690696363e-16,0.5999999999999996,1
0.238,-5.462062817995372e-16,0.5999999999999996,1
0.239,-5.444383945294382e-16,0.5999999999999996,1
0.24,-5.426705072593391e-16,0.5999999999999996,1
0.241,-5.4090261998924e-16,0.5999999999999996,1
0.242,-5.391347327191409e-16,0.5999999999999996,1
0.243,-5.373668454490419e-16,0.5999999999999996,1
0.244,-5.355989581789428e-16,0.5999999999999996,1
0.245,-5.338310709088437e-16,0.5999999999999996,1
0.246,-5.320631836387446e-16,0.5999999999999996,1
0.247,-5.302952963686456e-16,0.5999999999999996,1
0.248,-5.285274090985466e-16,0.5999999999999996,1
0.249,-5.267595218284474e-16,0.5999999999999996,1
0.25,-5.249916345583483e-16,0.5999999999999996,1
0.251,-5.232237472882493e-16,0.5999999999999996,1
0.252,-5.214558600181503e-16,0.5999999999999996,1
0.253,-5.196879727480511e-16,0.5999999999999996,1
0.254,-5.179200854779521e-16,0.5999999999999996,1
0.255,-5.16152198207853e-16,0.5999999999999996,1
0.256,-5.14384310937754e-16,0.5999999999999996,1
0.257,-5.126164236676548e-16,0.5999999999999996,1
0.258,-5.108485363975558e-16,0.5999999999999996,1
0.259,-5.090806491274567e-16,0.5999999999999996,1
0.26,-5.073127618573577e-16,0.5999999999999996,1
0.261,-5.055448745872585e-16,0.5999999999999996,1
0.262,-5.037769873171595e-16,0.5999999999999996,1
0.263,-5.020091000470605e-16,0.5999999999999996,1
0.264,-5.002412127769614e-16,0.5999999999999996,1
0.265,-4.984733255068622e-16,0.5999999999999996,1
0.266,-4.967054382367632e-16,0.5999999999999996,1
0.267,-4.949375509666642e-16,0.5999999999999996,1
0.268,-4.931696636965651e-16,0.5999999999999996,1
0.269,-4.91401776426466e-16,0.5999999999999996,1
0.27,-4.896338891563669e-16,0.5999999999999996,1
0.271,-4.878660018862679e-16,0.5999999999999996,1
0.272,-4.860981146161688e-16,0.5999999999999996,1
0.273,-4.843302273460698e-16,0.5999999999999996,1
0.274,-4.825623400759706e-16,0.5999999999999996,1
0.275,-4.807944528058716e-16,0.5999999999999996,1
0.276,-4.790265655357725e-16,0.5999999999999996,1
0.277,-4.772586782656735e-16,0.5999999999999996,1
0.278,-4.754907909955744e-16,0.5999999999999996,1
0.279,-4.737229037254753e-16,0.5999999999999996,1
0.28,-4.719550164553762e-16,0.5999999999999996,1
0.281,-4.701871291852772e-16,0.5999999999999996,1
0.282,-4.684192419151782e-16,0.5999999999999996,1
0.283,-4.666513546450791e-16,0.5999999999999996,1
0.284,-4.648834673749801e-16,0.5999999999999996,1
0.285,-4.63115580104881e-16,0.5999999999999996,1
0.286,-4.613476928347819e-16,0.5999999999999996,1
0.287,-4.595798055646828e-16,0.5999999999999996,1
0.288,-4.578119182945838e-16,0.5999999999999996,1
0.289,-4.560440310244847e-16,0.5999999999999996,1
0.29,-4.542761437543856e-16,0.5999999999999996,1
0.291,-4.525082564842865e-16,0.5999999999999996,1
0.292,-4.507403692141875e-16,0.5999999999999996,1
0.293,-4.489724819440884e-16,0.5999999999999996,1
0.294,-4.472045946739893e-16,0.5999999999999996,1
0.295,-4.454367074038902e-16,0.5999999999999996,1
0.296,-4.436688201337912e-16,0.5999999999999996,1
0.297,-4.419009328636922e-16,0.5999999999999996,1
0.298,-4.40133045593593e-16,0.5999999999999996,1
0.299,-4.38365158323494e-16,0.5999999999999996,1
0.3,-4.365972710533949e-16,0.5999999999999996,1
0.301,-4.348293837832958e-16,0.5999999999999996,1
0.302,-4.330614965131967e-16,0.5999999999999996,1
0.303,-4.312936092430977e-16,0.5999999999999996,1
0.304,-4.295257219729986e-16,0.5999999999999996,1
0.305,-4.277578347028996e-16,0.5999999999999996,1
0.306,-4.259899474328005e-16,0.5999999999999996,1
0.307,-4.242220601627014e-16,0.5999999999999996,1
0.308,-4.224541728926024e-16,0.5999999999999996,1
0.309,-4.206862856225033e-16,0.5999999999999996,1
0.31,-4.189183983524042e-16,0.5999999999999996,1
0.311,-4.171505110823051e-16,0.5999999999999996,1
0.312,-4.153826238122061e-16,0.5999999999999996,1
0.313,-4.13614736542107e-16,0.5999999999999996,1
0.314,-4.118468492720079e-16,0.5999999999999996,1
0.315,-4.100789620019088e-16,0.5999999999999996,1
0.316,-4.083110747318098e-16,0.5999999999999996,1
0.317,-4.065431874617107e-16,0.5999999999999996,1
0.318,-4.047753001916117e-16,0.5999999999999996,1
0.319,-4.030074129215126e-16,0.5999999999999996,1
0.32,-4.012395256514136e-16,0.5999999999999996,1
0.321,-3.994716383813144e-16,0.5999999999999996,1
0.322,-3.977037511112154e-16,0.5999999999999996,1
0.323,-3.959358638411163e-16,0.5999999999999996,1
0.324,-3.941679765710172e-16,0.5999999999999996,1
0.325,-3.924000893009181e-16,0.5999999999999996,1
0.326,-3.906322020308191e-16,0.5999999999999996,1
0.327,-3.8886431476072e-16,0.5999999999999996,1
0.328,-3.870964274906209e-16,0.5999999999999996,1
0.329,-3.853285402205218e-16,0.5999999999999996,1
0.33,-3.835606529504228e-16,0.5999999999999996,1
0.331,-3.817927656803238e-16,0.5999999999999996,1
0.332,-3.800248784102247e-16,0.5999999999999996,1
0.333,-3.782569911401256e-16,0.5999999999999996,1
0.334,-3.764891038700265e-16,0.5999999999999996,1
0.335,-3.747212165999275e-16,0.5999999999999996,1
0.336,-3.729533293298284e-16,0.5999999999999996,1
0.337,-3.711854420597293e-16,0.5999999999999996,1
0.338,-3.694175547896303e-16,0.5999999999999996,1
0.339,-3.676496675195311e-16,0.5999999999999996,1
0.34,-3.658817802494321e-16,0.5999999999999996,1
0.341,-3.64113892979333e-16,0.5999999999999996,1
0.342,-3.62346005709234e-16,0.5999999999999996,1
0.343,-3.605781184391348e-16,0.5999999999999996,1
0.344,-3.588102311690359e-16,0.5999999999999996,1
0.345,-3.570423438989368e-16,0.5999999999999996,1
0.346,-3.552744566288378e-16,0.5999999999999996,1
0.347,-3.535065693587387e-16,0.5999999999999996,1
0.348,-3.517386820886397e-16,0.5999999999999996,1
0.349,-3.499707948185405e-16,0.5999999999999996,1
0.35,-3.484784416590232e-16,0.5999999999999996,1
0.351,-3.477008725709106e-16,0.5999999999999996,1
0.352,-3.46923303482798e-16,0.5999999999999996,1
0.353,-3.461457343946854e-16,0.5999999999999996,1
0.354,-3.453681653065728e-16,0.5999999999999996,1
0.355,-3.445905962184601e-16,0.5999999999999996,1
0.356,-3.438130271303475e-16,0.5999999999999996,1
0.357,-3.430354580422348e-16,0.5999999999999996,1
0.358,-3.422578889541222e-16,0.5999999999999996,1
0.359,-3.414803198660096e-16,0.5999999999999996,1
0.36,-3.40702750777897e-16,0.5999999999999996,1
0.361,-3.399251816897843e-16,0.5999999999999996,1
0.362,-3.391476126016717e-16,0.5999999999999996,1
0.363,-3.383700435135591e-16,0.5999999999999996,1
0.364,-3.375924744254465e-16,0.5999999999999996,1
0.365,-3.368149053373338e-16,0.5999999999999996,1
0.366,-3.360373362492212e-16,0.5999999999999996,1
0.367,-3.352597671611086e-16,0.5999999999999996,1
0.368,-3.344821980729959e-16,0.5999999999999996,1
0.369,-3.337046289848833e-16,0.5999999999999996,1
0.37,-3.329270598967707e-16,0.5999999999999996,1
0.371,-3.321494908086581e-16,0.5999999999999996,1
0.372,-3.313719217205455e-16,0.5999999999999996,1
0.373,-3.305943526324328e-16,0.5999999999999996,1
0.374,-3.298167835443201e-16,0.5999999999999996,1
0.375,-3.290392144562075e-16,0.5999999999999996,1
0.376,-3.282616453680949e-16,0.5999999999999996,1
0.377,-3.274840762799822e-16,0.5999999999999996,1
0.378,-3.267065071918697e-16,0.5999999999999996,1
0.379,-3.25928938103757e-16,0.5999999999999996,1
0.38,-3.251513690156444e-16,0.5999999999999996,1
0.381,-3.243737999275318e-16,0.5999999999999996,1
0.382,-3.235962308394192e-16,0.5999999999999996,1
0.383,-3.228186617513065e-16,0.5999999999999996,1
0.384,-3.220410926631939e-16,0.5999999999999996,1
0.385,-3.212635235750813e-16,0.5999999999999996,1
0.386,-3.204859544869686e-16,0.5999999999999996,1
0.387,-3.19708385398856e-16,0.5999999999999996,1
0.388,-3.189308163107433e-16,0.5999999999999996,1
0.389,-3.181532472226308e-16,0.5999999999999996,1
0.39,-3.173756781345182e-16,0.5999999999999996,1
0.391,-3.165981090464055e-16,0.5999999999999996,1
0.392,-3.158205399582928e-16,0.5999999999999996,1
0.393,-3.150429708701802e-16,0.5999999999999996,1
0.394,-3.142654017820676e-16,0.5999999999999996,1
0.395,-3.13487832693955e-16,0.5999999999999996,1
0.396,-3.127102636058423e-16,0.5999999999999996,1
0.397,-3.119326945177297e-16,0.5999999999999996,1
0.398,-3.111551254296172e-16,0.5999999999999996,1
0.399,-3.103775563415044e-16,0.5999999999999996,1
0.4,-3.095999872533918e-16,0.5999999999999996,1
0.401,-3.088224181652792e-16,0.5999999999999996,1
0.402,-3.080448490771666e-16,0.5999999999999996,1
0.403,-3.072672799890539e-16,0.5999999999999996,1
0.404,-3.064897109009413e-16,0.5999999999999996,1
0.405,-3.057121418128287e-16,0.5999999999999996,1
0.406,-3.04934572724716e-16,0.5999999999999996,1
0.407,-3.041570036366035e-16,0.5999999999999996,1
0.408,-3.033794345484909e-16,0.5999999999999996,1
0.409,-3.026018654603783e-16,0.5999999999999996,1
0.41,-3.018242963722656e-16,0.5999999999999996,1
0.411,-3.01046727284153e-16,0.5999999999999996,1
0.412,-3.002691581960403e-16,0.5999999999999996,1
0.413,-2.994915891079277e-16,0.5999999999999996,1
0.414,-2.98714020019815e-16,0.5999999999999996,1
0.415,-2.979364509317024e-16,0.5999999999999996,1
0.416,-2.971588818435899e-16,0.5999999999999996,1
0.417,-2.963813127554772e-16,0.5999999999999996,1
0.418,-2.956037436673646e-16,0.5999999999999996,1
0.419,-2.94826174579252e-16,0.5999999999999996,1
0.42,-2.940486054911393e-16,0.5999999999999996,1
0.421,-2.932710364030267e-16,0.5999999999999996,1
0.422,-2.92493467314914e-16,0.5999999999999996,1
0.423,-2.917158982268014e-16,0.5999999999999996,1
0.424,-2.909383291386887e-16,0.5999999999999996,1
0.425,-2.901607600505762e-16,0.5999999999999996,1
0.426,-2.893831909624636e-16,0.5999999999999996,1
0.427,-2.88605621874351e-16,0.5999999999999996,1
0.428,-2.878280527862383e-16,0.5999999999999996,1
0.429,-2.870504836981257e-16,0.5999999999999996,1
0.43,-2.86272914610013e-16,0.5999999999999996,1
0.431,-2.854953455219004e-16,0.5999999999999996,1
0.432,-2.847177764337878e-16,0.5999999999999996,1
0.433,-2.839402073456751e-16,0.5999999999999996,1
0.434,-2.831626382575625e-16,0.5999999999999996,1
0.435,-2.823850691694499e-16,0.5999999999999996,1
0.436,-2.816075000813373e-16,0.5999999999999996,1
0.437,-2.808299309932247e-16,0.5999999999999996,1
0.438,-2.80052361905112e-16,0.5999999999999996,1
0.439,-2.792747928169994e-16,0.5999999999999996,1
0.44,-2.784972237288867e-16,0.5999999999999996,1
0.441,-2.777196546407741e-16,0.5999999999999996,1
0.442,-2.769420855526615e-16,0.5999999999999996,1
0.443,-2.761645164645489e-16,0.5999999999999996,1
0.444,-2.753869473764363e-16,0.5999999999999996,1
0.445,-2.746093782883236e-16,0.5999999999999996,1
0.446,-2.73831809200211e-16,0.5999999999999996,1
0.447,-2.730542401120984e-16,0.5999999999999996,1
0.448,-2.722766710239857e-16,0.5999999999999996,1
0.449,-2.714991019358731e-16,0.5999999999999996,1
0.45,-2.707215328477605e-16,0.5999999999999996,1
0.451,-2.699439637596478e-16,0.5999999999999996,1
0.452,-2.691663946715352e-16,0.5999999999999996,1
0.453,-2.683888255834226e-16,0.5999999999999996,1
0.454,-2.6761125649531e-16,0.5999999999999996,1
0.455,-2.668336874071973e-16,0.5999999999999996,1
0.456,-2.660561183190847e-16,0.5999999999999996,1
0.457,-2.652785492309721e-16,0.5999999999999996,1
0.458,-2.645009801428594e-16,0.5999999999999996,1
0.459,-2.637234110547468e-16,0.5999999999999996,1
0.46,-2.629458419666342e-16,0.5999999999999996,1
0.461,-2.621682728785216e-16,0.5999999999999996,1
0.462,-2.61390703790409e-16,0.5999999999999996,1
0.463,-2.606131347022964e-16,0.5999999999999996,1
0.464,-2.598355656141837e-16,0.5999999999999996,1
0.465,-2.590579965260711e-16,0.5999999999999996,1
0.466,-2.582804274379584e-16,0.5999999999999996,1
0.467,-2.575028583498458e-16,0.5999999999999996,1
0.468,-2.567252892617332e-16,0.5999999999999996,1
0.469,-2.559477201736206e-16,0.5999999999999996,1
0.47,-2.551701510855079e-16,0.5999999999999996,1
0.471,-2.543925819973953e-16,0.5999999999999996,1
0.472,-2.536150129092827e-16,0.5999999999999996,1
0.473,-2.528374438211701e-16,0.5999999999999996,1
0.474,-2.520598747330575e-16,0.5999999999999996,1
0.475,-2.512823056449448e-16,0.5999999999999996,1
0.476,-2.505047365568322e-16,0.5999999999999996,1
0.477,-2.497271674687195e-16,0.5999999999999996,1
0.478,-2.489495983806069e-16,0.5999999999999996,1
0.479,-2.481720292924943e-16,0.5999999999999996,1
0.48,-2.473944602043817e-16,0.5999999999999996,1
0.481,-2.466168911162691e-16,0.5999999999999996,1
0.482,-2.458393220281564e-16,0.5999999999999996,1
0.483,-2.450617529400438e-16,0.5999999999999996,1
0.484,-2.442841838519312e-16,0.5999999999999996,1
0.485,-2.435066147638185e-16,0.5999999999999998,1
0.486,-2.427290456757059e-16,0.5999999999999998,1
0.487,-2.419514765875933e-16,0.5999999999999998,1
0.488,-2.411739074994807e-16,0.5999999999999998,1
0.489,-2.40396338411368e-16,0.5999999999999998,1
0.49,-2.396187693232554e-16,0.5999999999999998,1
0.491,-2.388412002351428e-16,0.5999999999999998,1
0.492,-2.380636311470302e-16,0.5999999999999998,1
0.493,-2.372860620589175e-16,0.5999999999999998,1
0.494,-2.365084929708049e-16,0.5999999999999998,1
0.495,-2.357309238826922e-16,0.5999999999999998,1
0.496,-2.349533547945796e-16,0.5999999999999998,1
0.497,-2.34175785706467e-16,0.5999999999999998,1
0.498,-2.333982166183544e-16,0.5999999999999998,1
0.499,-2.326206475302418e-16,0.5999999999999998,1
0.5,-2.318430784421292e-16,0.5999999999999998,1
0.501,-2.310655093540165e-16,0.5999999999999998,1
0.502,-2.302879402659039e-16,0.5999999999999998,1
0.503,-2.295103711777912e-16,0.5999999999999998,1
0.504,-2.287328020896786e-16,0.5999999999999998,1
0.505,-2.27955233001566e-16,0.5999999999999998,1
0.506,-2.271776639134534e-16,0.5999999999999998,1
0.507,-2.264000948253407e-16,0.5999999999999998,1
0.508,-2.256225257372281e-16,0.5999999999999998,1
0.509,-2.248449566491155e-16,0.5999999999999998,1
0.51,-2.240673875610028e-16,0.5999999999999998,1
0.511,-2.232898184728902e-16,0.5999999999999998,1
0.512,-2.225122493847776e-16,0.5999999999999998,1
0.513,-2.217346802966649e-16,0.5999999999999998,1
0.514,-2.209571112085523e-16,0.5999999999999998,1
0.515,-2.201795421204397e-16,0.5999999999999998,1
0.516,-2.194019730323271e-16,0.5999999999999998,1
0.517,-2.186244039442144e-16,0.5999999999999998,1
