"time","infiniteBusWithVariations.QPu","infiniteBusWithVariations.PPu","infiniteBusWithVariations.UPu"
1.984,-0.0004862512898480785,0.8731267749918218,1
1.985,-0.0004821464112264335,0.8741257759908229,1
1.986,-0.0004780553248751155,0.8751247769898238,1
1.987,-0.0004739767694164965,0.8761237779888249,1
1.988,-0.0004699133781002402,0.8771227789878258,1
1.989,-0.0004658651509263446,0.8781217799868271,1
1.99,-0.0004618320878948118,0.8791207809858278,1
1.991,-0.0004578141890056398,0.880119781984829,1
1.992,-0.0004538114542588305,0.88111878298383,1
1.99268,-0.0004511039569273336,0.8817966745401846,1
1.99268,-0.0004511039569273336,0.8817966745401846,1
1.993,-0.0004498252205888405,0.8821170369364112,1
1.994,-0.0004458567100948047,0.8830800144652396,1
1.995,-0.0004419028861049626,0.8839619564843916,1
1.996,-0.0004379636373130391,0.8847488015091399,1
1.997,-0.0004340388579970215,0.885439693744975,1
1.998,-0.0004301284105460816,0.8860423077479752,1
1.999,-0.0004262322270849883,0.8865624898748152,1
2,-0.0004223502429368493,0.887006032028543,1
2,-0.0004223502313121314,0.8870060332572353,1
2,-0.0004223502313121314,0.8870060332572353,1
2.001,-0.0004184824101427261,0.8873772345349145,1
2.002,-0.0004146286114791544,0.8876873672570742,1
2.003,-0.0004107887667179051,0.88794474046439,1
2.004,-0.0004069628701859526,0.8881499413727204,1
2.005,-0.0004031508414849344,0.8883112247786531,1
2.006,-0.0003993526954154513,0.8884270707971628,1
2.007,-0.000395568341699409,0.8885065703252661,1
2.008,-0.00039179778851684,0.8885488986660213,1
2.009,-0.000388040965593223,0.8885607810016082,1
2.01,-0.0003842978712257913,0.888542381426387,1
2.011,-0.0003805684501832728,0.8884985277203726,1
2.012,-0.0003768526929561998,0.888430066817391,1
2.013,-0.0003731505555203852,0.8883403548323964,1
2.014,-0.0003694620219493109,0.888230654570254,1
2.015,-0.0003657870565862189,0.8881032294867555,1
2.016,-0.000362125637693033,0.887959560804899,1
2.017,-0.0003584777362162847,0.887801119193986,1
2.018,-0.0003548433246757938,0.8876294676841713,1
2.019,-0.0003512223796671637,0.887445511214925,1
2.02,-0.0003476148677502324,0.8872508041560002,1
2.021,-0.0003440207707435712,0.8870458541625439,1
2.022,-0.0003404400489211532,0.8868321497356546,1
2.023,-0.0003368726892067893,0.8866099247184256,1
2.024,-0.0003333186452681054,0.8863805679197198,1
2.025,-0.0003297779091711617,0.8861441290366334,1
2.026,-0.0003262504277263213,0.8859018795094801,1
2.027,-0.0003227361756453007,0.8856540568184774,1
2.028,-0.0003192350437489344,0.8854024749189052,1
2.029,-0.0003157470811080614,0.8851463185241893,1
2.03,-0.0003122722877226817,0.8848855876343301,1
2.031,-0.0003088106102620451,0.884620872061852,1
2.032,-0.0003053619092836982,0.8843537139734831,1
2.033,-0.0003019262905393701,0.8840829438057705,1
2.034,-0.0002985037540290609,0.8838085615587143,1
2.035,-0.0002950942489688866,0.8835310187248641,1
2.036,-0.0002916975247652378,0.8832525431990317,1
2.037,-0.0002883137538976967,0.8829716015567758,1
2.038,-0.0002849429363662634,0.8826881937980958,1
2.039,-0.0002815850469733568,0.8824024752403736,1
2.04,-0.0002782397757793915,0.882116356345051,1
2.041,-0.0002749073212295611,0.8818286138999029,1
2.042,-0.0002715876833238654,0.8815392479049284,1
2.043,-0.0002682808620623031,0.8812482583601282,1
2.044,-0.0002649865000443441,0.8809571435720949,1
2.045,-0.0002617048107920555,0.8806650084063945,1
2.046,-0.0002584357965844602,0.8803718433088313,1
2.047,-0.0002551794574215569,0.8800776482794053,1
2.048,-0.0002519354692996653,0.8797833394393016,1
2.049,-0.0002487039813426191,0.8794884951405203,1
2.05,-0.0002454850235799798,0.8791930304744057,1
2.051,-0.000242278596011746,0.8788969454409573,1
2.052,-0.0002390844108125582,0.8786007880816306,1
2.053,-0.0002359025516640341,0.8783043990602353,1
2.054,-0.0002327330757720795,0.878007669452362,1
2.055,-0.000229575983136693,0.8777105992580108,1
2.056,-0.0002264308284114587,0.8774136564564288,1
2.057,-0.0002232976453077364,0.8771168056230174,1
2.058,-0.0002201765819488454,0.8768198911067239,1
2.059,-0.0002170676383347844,0.8765229129075478,1
2.06,-0.000213970814465556,0.8762258710254898,1
2.061,-0.000210886110341159,0.8759287654605494,1
2.062,-0.0002078135259615933,0.8756315962127268,1
2.063,-0.0002047530613268575,0.8753343632820216,1
2.064,-0.0002017042765290024,0.8750372967558737,1
2.065,-0.00019866704328852,0.8747404637290075,1
2.066,-0.0001956417324434483,0.8744436702399953,1
2.067,-0.0001926283439937861,0.874146916288837,1
2.068,-0.000189626877939536,0.8738502018755331,1
2.069,-0.0001866373342806967,0.8735535270000833,1
2.07,-0.0001836597130172682,0.8732568916624875,1
2.071,-0.0001806940141492492,0.8729602958627458,1
2.072,-0.0001777398518333808,0.8726638878251798,1
2.073,-0.0001747966059088512,0.8723679057887952,1
2.074,-0.0001718649992652529,0.8720720720506234,1
2.075,-0.0001689450319025846,0.8717763866106646,1
2.076,-0.000166036703820849,0.8714808494689185,1
2.077,-0.0001631400150200446,0.8711854606253855,1
2.078,-0.0001602549655001715,0.8708902200800652,1
2.079,-0.0001573815552612284,0.8705951278329579,1
2.08,-0.0001545196313230507,0.8703002155324707,1
2.081,-0.0001516681449270321,0.8700057001448933,1
2.082,-0.0001488280110518661,0.86971139238021,1
2.083,-0.0001459992296975516,0.8694172922384212,1
2.084,-0.0001431818008640909,0.8691233997195269,1
2.085,-0.0001403757245514829,0.8688297148235272,1
2.086,-0.0001375810007597276,0.868536237550422,1
2.087,-0.0001347976294888236,0.8682429679002109,1
2.088,-0.0001320256107387736,0.8679499058728947,1
2.089,-0.0001292628127430529,0.8676572104530843,1
2.09,-0.0001265107391722787,0.8673647694988141,1
2.091,-0.0001237695192542684,0.8670725733724272,1
2.092,-0.0001210391529890245,0.866780622073923,1
2.093,-0.0001183196403765457,0.8664889156033021,1
2.094,-0.000115610981416832,0.8661974539605644,1
2.095,-0.0001129131761098824,0.8659062371457094,1
2.096,-0.000110226224455699,0.8656152651587377,1
2.097,-0.0001075501264542808,0.865324537999649,1
2.098,-0.0001048848821056278,0.8650340556684434,1
2.099,-0.0001022304914097387,0.8647438181651207,1
2.1,-9.9586954366616e-05,0.8644538254896813,1
2.101,-9.695427097625839e-05,0.8641640776421248,1
2.102,-9.433244123866594e-05,0.8638745746224514,1
2.103,-9.172146515383751e-05,0.8635853164306608,1
2.104,-8.912134272177536e-05,0.8632963030667538,1
2.105,-8.653038716147298e-05,0.8630075599651248,1
2.106,-8.394863806759742e-05,0.8627190865287396,1
2.107,-8.137738197478946e-05,0.8624308633583813,1
2.108,-7.881661888305137e-05,0.86214289045405,1
2.109,-7.626634879238201e-05,0.8618551678157457,1
2.11,-7.372657170278139e-05,0.8615676954434683,1
2.111,-7.119728761424837e-05,0.8612804733372177,1
2.112,-6.867849652678522e-05,0.8609935014969942,1
2.113,-6.617019844039077e-05,0.8607067799227978,1
2.114,-6.367239335506508e-05,0.8604203086146279,1
2.115,-6.118508127080701e-05,0.8601340875724851,1
2.116,-5.870826218761878e-05,0.8598481167963694,1
2.117,-5.624193610549927e-05,0.8595623962862803,1
2.118,-5.378610302444851e-05,0.8592769260422185,1
2.119,-5.134076294446538e-05,0.8589917060641833,1
2.12,-4.890591586555207e-05,0.8587067363521752,1
2.121,-4.648085526536986e-05,0.8584220240030227,1
2.122,-4.406250146396844e-05,0.8581375999512898,1
2.123,-4.165413360327328e-05,0.8578534312588696,1
2.124,-3.925575168328652e-05,0.8575695179257627,1
2.125,-3.686735570400707e-05,0.8572858599519692,1
2.126,-3.448894566543497e-05,0.8570024573374884,1
2.127,-3.212052156757017e-05,0.8567193100823208,1
2.128,-2.976208341041167e-05,0.8564364181864663,1
2.129,-2.741363119396153e-05,0.8561537816499249,1
2.13,-2.507516491821872e-05,0.8558714004726966,1
2.131,-2.274668458318324e-05,0.8555892746547814,1
2.132,-2.042819018885405e-05,0.8553074041961791,1
2.133,-1.811968173523322e-05,0.8550257890968901,1
2.134,-1.582115922231972e-05,0.8547444293569142,1
2.135,-1.353262265011354e-05,0.8544633249762513,1
2.136,-1.125407201861368e-05,0.8541824759549015,1
2.137,-8.985507327822152e-06,0.853901882292865,1
2.138,-6.723569634085408e-06,0.8536215487904828,1
2.139,-4.470249622302701e-06,0.853341472602823,1
2.14,-2.226416710912214e-06,0.8530616524873803,1
2.141,7.929100084056568e-09,0.8527820884441545,1
2.142,2.23278781068712e-06,0.8525027804731455,1
2.143,4.448159420896967e-06,0.8522237285743538,1
2.144,6.654043930714577e-06,0.8519449327477786,1
2.145,8.850441340137992e-06,0.8516663929934208,1
2.146,1.103735164916819e-05,0.8513881093112796,1
2.147,1.321477485780518e-05,0.8511100817013555,1
2.148,1.538271096604991e-05,0.8508323101636484,1
2.149,1.754115997390047e-05,0.8505547946981581,1
2.15,1.969012188135781e-05,0.8502775353048848,1
2.151,2.182959668842193e-05,0.8500005319838286,1
2.152,2.395958439509379e-05,0.8497237847349892,1
2.153,2.608008500137149e-05,0.8494472935583667,1
2.154,2.81927152148057e-05,0.849171056263837,1
2.155,3.02986156203471e-05,0.8488950713062704,1
2.156,3.239550998485004e-05,0.8486193417692383,1
2.157,3.448339830831267e-05,0.8483438676527407,1
2.158,3.656228059073593e-05,0.8480686489567779,1
2.159,3.86321568321198e-05,0.8477936856813497,1
2.16,4.069302703246521e-05,0.847518977826456,1
2.161,4.274489119177031e-05,0.8472445253920969,1
2.162,4.478774931003605e-05,0.8469703283782726,1
2.163,4.68216013872624e-05,0.8466963867849827,1
2.164,4.884644742345027e-05,0.8464227006122275,1
2.165,5.086228741859785e-05,0.8461492698600068,1
2.166,5.286912137270606e-05,0.845876094528321,1
2.167,5.48669492857749e-05,0.8456031746171694,1
2.168,5.685577115780523e-05,0.8453305101265527,1
2.169,5.883558698879529e-05,0.8450581010564705,1
2.17,6.080645913550472e-05,0.8447859472890256,1
2.171,6.277227462862885e-05,0.8445140414750378,1
2.172,6.472954475159156e-05,0.8442423902105975,1
2.173,6.667826950439112e-05,0.8439709934957051,1
2.174,6.861844888702839e-05,0.8436998513303603,1
2.175,7.055008289950338e-05,0.8434289637145632,1
2.176,7.247317154181692e-05,0.8431583306483136,1
2.177,7.438771481396734e-05,0.8428879521316117,1
2.178,7.629371271595546e-05,0.8426178281644575,1
2.179,7.81911652477813e-05,0.8423479587468506,1
2.18,8.008007240944569e-05,0.8420783438787917,1
2.181,8.196043420094695e-05,0.8418089835602802,1
2.182,8.383225062228594e-05,0.8415398777913164,1
2.183,8.569552167346263e-05,0.8412710265719003,1
2.184,8.755024735447786e-05,0.8410024299020318,1
2.185,8.939642766532998e-05,0.8407340877817109,1
2.186,9.123406260601982e-05,0.8404660002109375,1
2.187,9.306552038695604e-05,0.8401981626116778,1
2.188,9.489016764705011e-05,0.8399305762082944,1
2.189,9.67067095654927e-05,0.8396632435038308,1
2.19,9.851514614228458e-05,0.8393961644982872,1
2.191,0.0001003154773774258,0.8391293391916635,1
2.192,0.0001021077032709171,0.8388627675839593,1
2.193,0.0001038918238227569,0.8385964496751752,1
2.194,0.000105667839032946,0.838330385465311,1
2.195,0.0001074357489014845,0.8380645749543668,1
2.196,0.000109195553428373,0.8377990181423421,1
2.197,0.00011094725261361,0.8375337150292375,1
2.198,0.0001126908464571964,0.8372686656150526,1
2.199,0.0001144263349591321,0.8370038698997877,1
2.2,0.0001161537181194178,0.8367393278834425,1
2.201,0.0001178729959380521,0.8364750395660174,1
2.202,0.0001195841684150356,0.8362110049475121,1
2.203,0.0001212881036928299,0.8359472221917623,1
2.204,0.0001229868196866763,0.8356836870307774,1
2.205,0.0001246778502445014,0.8354204046805912,1
2.206,0.0001263611953663062,0.8351573751412036,1
2.207,0.0001280368550520905,0.8348945984126147,1
2.208,0.000129704829301855,0.8346320744948242,1
2.209,0.0001313651181155983,0.8343698033878327,1
2.21,0.0001330177214933212,0.8341077850916397,1
2.211,0.0001346626394350236,0.8338460196062454,1
2.212,0.0001362998719407063,0.8335845069316499,1
2.213,0.0001379294190103678,0.8333232470678528,1
2.214,0.0001395512806440088,0.8330622400148545,1
2.215,0.0001411654568416293,0.8328014857726548,1
2.216,0.0001427719476032302,0.8325409843412537,1
2.217,0.0001443707529288098,0.8322807357206513,1
2.218,0.000145961872818369,0.8320207399108478,1
2.219,0.0001475453072719077,0.8317609969118427,1
2.22,0.0001491240431054266,0.8315014990800671,1
2.221,0.0001506959344644493,0.8312422519069833,1
2.222,0.0001522605409237906,0.8309832565196845,1
2.223,0.0001538178624834505,0.8307245129181707,1
2.224,0.0001553678991434296,0.8304660211024418,1
2.225,0.0001569106509037267,0.8302077810724982,1
2.226,0.0001584461177643423,0.8299497928283393,1
2.227,0.0001599742997252765,0.8296920563699655,1
2.228,0.00016149519678653,0.8294345716973767,1
2.229,0.0001630088089481014,0.8291773388105728,1
2.23,0.0001645151362099914,0.8289203577095541,1
2.231,0.0001660141785722,0.8286636283943204,1
2.232,0.0001675059360347278,0.8284071508648714,1
2.233,0.0001689904085975736,0.8281509251212077,1
2.234,0.0001704675962607379,0.827894951163329,1
2.235,0.0001719374990242208,0.8276392289912352,1
2.236,0.0001734016651972361,0.8273837536154245,1
2.237,0.0001748605018790645,0.8271285237239998,1
2.238,0.0001763124356344296,0.8268735443874329,1
2.239,0.0001777574664633314,0.8266188156057237,1
2.24,0.0001791955943657705,0.826364337378872,1
2.241,0.0001806268193417456,0.8261101097068783,1
2.242,0.0001820511413912574,0.8258561325897421,1
2.243,0.0001834685605143059,0.8256024060274636,1
2.244,0.0001848790767108917,0.8253489300200428,1
2.245,0.0001862826899810136,0.8250957045674798,1
2.246,0.0001876794003246721,0.8248427296697746,1
2.247,0.0001890692077418673,0.8245900053269271,1
2.248,0.0001904521122325998,0.8243375315389371,1
2.249,0.0001918281137968684,0.824085308305805,1
2.25,0.0001931972124346737,0.8238333356275306,1
2.251,0.0001945594081460156,0.8235816135041139,1
2.252,0.0001959149913065198,0.8233301407628816,1
2.253,0.000197266582103303,0.8230789068222886,1
2.254,0.0001986116341831324,0.8228279219657044,1
2.255,0.0001999501475460086,0.8225771861931291,1
2.256,0.0002012821221919317,0.8223266995045626,1
2.257,0.0002026075581209021,0.8220764619000046,1
2.258,0.0002039264553329187,0.8218264733794556,1
2.259,0.0002052388138279821,0.8215767339429152,1
2.26,0.0002065446336060924,0.8213272435903837,1
2.261,0.00020784391466725,0.8210780023218607,1
2.262,0.0002091366570114539,0.8208290101373468,1
2.263,0.0002104228606387046,0.8205802670368414,1
2.264,0.0002117025255490021,0.8203317730203449,1
2.265,0.000212975651742347,0.8200835280878569,1
2.266,0.0002142422392187381,0.8198355322393779,1
2.267,0.000215502287978176,0.8195877854749076,1
2.268,0.0002167557980206607,0.8193402877944462,1
2.269,0.0002180048850619932,0.8190930287169078,1
2.27,0.0002192485831983842,0.8188460130273021,1
2.271,0.0002204860898379331,0.8185992447016048,1
2.272,0.0002217174049806399,0.8183527237398159,1
2.273,0.000222942528626505,0.8181064501419352,1
2.274,0.0002241614607755276,0.8178604239079629,1
2.275,0.0002253742014277079,0.8176146450378987,1
2.276,0.0002265807505830461,0.8173691135317431,1
2.277,0.0002277811082415428,0.8171238293894953,1
2.278,0.0002289752744031968,0.8168787926111564,1
2.279,0.0002301632490680086,0.8166340031967255,1
2.28,0.0002313450322359784,0.816389461146203,1
2.281,0.0002325206239071065,0.8161451664595888,1
2.282,0.000233690024081392,0.8159011191368829,1
2.283,0.0002348532327588354,0.8156573191780854,1
2.284,0.0002360102499394366,0.815413766583196,1
2.285,0.0002371619851461424,0.815170455957671,1
2.286,0.0002383096050012279,0.814927380382064,1
2.287,0.0002394513643344868,0.8146845502072929,1
2.288,0.0002405872631459189,0.8144419654333581,1
2.289,0.0002417173014355249,0.814199626060259,1
2.29,0.0002428414792033037,0.813957532087996,1
2.291,0.0002439597964492558,0.8137156835165691,1
2.292,0.0002450722531733812,0.8134740803459781,1
2.293,0.0002461788493756805,0.8132327225762233,1
2.294,0.0002472795850561526,0.8129916102073044,1
2.295,0.000248374460214798,0.8127507432392215,1
2.296,0.0002494634748516167,0.8125101216719748,1
2.297,0.0002505466289666092,0.812269745505564,1
2.298,0.0002516239225597747,0.8120296147399891,1
2.299,0.0002526953556311134,0.8117897293752503,1
2.3,0.0002537609281806254,0.8115500894113477,1
2.301,0.0002548206402083112,0.8113106948482809,1
2.302,0.0002558770742559167,0.8110715277589511,1
2.303,0.0002569281051302185,0.8108326028957038,1
2.304,0.0002579735909262461,0.8105939212435942,1
2.30455,0.0002585480368003191,0.8104623389790822,1
2.30455,0.0002585480368003191,0.8104623389790822,1
2.305,0.0002590124386676962,0.8103554905141316,1
2.306,0.0002600444607811772,0.8101173122208281,1
2.307,0.0002610710422489417,0.8098793766648106,1
2.308,0.0002620922007756992,0.8096416836861723,1
2.309,0.0002631079554357358,0.8094042330961753,1
2.31,0.0002641183265290138,0.8091670246910146,1
2.311,0.0002651233340118238,0.8089300582742519,1
2.312,0.0002661229989935488,0.8086933336405189,1
2.313,0.0002671125317714439,0.8084570691064741,1
2.314,0.00026809847672288,0.808220967839707,1
2.315,0.0002690777871649765,0.8079851699382451,1
2.316,0.0002700555266450313,0.8077494438695828,1
2.317,0.0002710127327988628,0.8075146655177742,1
2.318,0.0002719693563241326,0.8072799140572204,1
2.319,0.0002729259798494025,0.8070451625966666,1
2.32,0.0002738780259400879,0.8068106240946518,1
2.321,0.0002748193979788568,0.8065765821875005,1
2.322,0.0002757607700176252,0.8063425402803494,1
2.323,0.0002766969935030918,0.8061087401285559,1
2.324,0.000277621444588564,0.8058754927613231,1
2.325,0.0002785458956740366,0.80564224539409,1
2.326,0.0002794657537804363,0.8054092153114555,1
2.327,0.0002803753124864547,0.8051766724727292,1
2.328,0.0002812848711924731,0.8049441296340029,1
2.329,0.0002821925313833346,0.8047116775489974,1
2.33,0.0002830936060045847,0.8044795402705116,1
2.331,0.0002839910086274356,0.8042475785226332,1
2.332,0.0002848847392518872,0.8040157923053624,1
2.333,0.00028577479787794,0.8037841816186988,1
2.334,0.0002866611845055932,0.803552746462643,1
2.335,0.0002875430126600407,0.8033215312113265,1
2.336,0.0002884187141115428,0.8030906143653829,1
2.337,0.0002892898681523635,0.8028599168704236,1
2.338,0.0002901564747825022,0.8026294387264489,1
2.339,0.0002910185340019593,0.8023991799334586,1
2.34,0.0002918760458107348,0.8021691404914527,1
2.341,0.0002927288150499071,0.8019393331760512,1
2.342,0.0002935765143646382,0.8017097794167688,1
2.343,0.0002944194786405339,0.8014804572911066,1
2.344,0.0002952577078775942,0.8012513667990649,1
2.345,0.0002960912020758196,0.8010225079406433,1
2.346,0.0002969199612352092,0.8007938807158422,1
2.347,0.0002977440707087342,0.8005654872119025,1
2.348,0.0002985636662230813,0.800337330747915,1
2.349,0.0002993786066391882,0.8001094078724333,1
2.35,0.0003001888919570542,0.7998817185854578,1
2.351,0.0003009945221766796,0.7996542628869877,1
2.352,0.0003017954972980645,0.7994270407770234,1
2.353,0.0003025918173212093,0.799200052255565,1
2.354,0.0003033834822461132,0.7989732973226125,1
2.355,0.0003041704920727766,0.7987467759781656,1
2.356,0.0003049528468011994,0.7985204882222245,1
2.357,0.0003057305464313819,0.7982944340547893,1
2.358,0.0003065035909633237,0.79806861347586,1
2.359,0.0003072722641874254,0.797843021077614,1
2.36,0.0003080368882777828,0.7976176507208012,1
2.361,0.0003087969872431749,0.7973925114757635,1
2.362,0.0003095525610836012,0.7971676033425011,1
2.363,0.0003103036097990618,0.7969429263210138,1
2.364,0.0003110501333895568,0.7967184804113018,1
2.365,0.0003117921318550865,0.7964942656133647,1
2.366,0.0003125296051956502,0.7962702819272029,1
2.367,0.0003132625534112485,0.7960465293528164,1
2.368,0.0003139909765018811,0.795823007890205,1
2.369,0.0003147148744675483,0.7955997175393685,1
2.37,0.0003154342473082497,0.7953766583003072,1
2.371,0.0003161494882825646,0.7951538231339135,1
2.372,0.00031686098999271,0.7949312050128272,1
2.373,0.0003175681384051317,0.794708814927905,1
2.374,0.0003182709335198289,0.7944866528791467,1
2.375,0.0003189693753368021,0.7942647188665523,1
2.376,0.0003196634638560511,0.7940430128901217,1
2.377,0.0003203531990775761,0.7938215349498552,1
2.378,0.0003210385810013773,0.7936002850457525,1
2.379,0.000321719609627454,0.7933792631778138,1
2.38,0.0003223962849558067,0.7931584693460392,1
2.381,0.0003230686069864353,0.7929379035504281,1
2.382,0.00032373657571934,0.7927175657909813,1
2.383,0.0003244006100137441,0.792497447601517,1
2.384,0.0003250610755827452,0.7922775415900687,1
2.385,0.0003257173628019209,0.7920578600786545,1
2.386,0.0003263694716712716,0.7918384030672744,1
2.387,0.0003270174021907964,0.7916191705559282,1
2.388,0.0003276611543604958,0.7914001625446162,1
2.389,0.0003283007281803698,0.7911813790333381,1
2.39,0.0003289361236504186,0.7909628200220938,1
2.391,0.0003295673407706417,0.7907444855108838,1
2.392,0.0003301943795410393,0.7905263754997078,1
2.393,0.0003308172399616116,0.790308489988566,1
2.394,0.0003314359220323586,0.790090828977458,1
2.395,0.0003320508554439133,0.789873383142958,1
2.396,0.0003326623659750223,0.7896561454163196,1
2.397,0.0003332698700341683,0.7894391284603096,1
2.398,0.0003338733676213516,0.7892223322749282,1
2.399,0.0003344728587365714,0.7890057568601758,1
2.4,0.0003350683433798282,0.7887894022160518,1
2.401,0.000335659821551122,0.7885732683425566,1
2.402,0.0003362472932504531,0.78835735523969,1
2.403,0.0003368307584778207,0.7881416629074518,1
2.404,0.0003374102172332254,0.7879261913458426,1
2.405,0.000337985669516667,0.7877109405548619,1
2.406,0.0003385571153281458,0.7874959105345097,1
2.407,0.000339124989491241,0.7872810913834848,1
2.408,0.000339689575631554,0.7870664766433914,1
2.409,0.0003402503221525539,0.7868520788745502,1
2.41,0.0003408072290542408,0.7866378980769614,1
2.411,0.0003413602963366141,0.7864239342506248,1
2.412,0.0003419095239996743,0.7862101873955407,1
2.413,0.0003424549120434212,0.7859966575117088,1
2.414,0.0003429964604678551,0.7857833445991291,1
2.415,0.0003435341692729756,0.7855702486578021,1
2.416,0.0003440680384587828,0.7853573696877271,1
2.417,0.0003445980680252768,0.7851447076889045,1
2.418,0.0003451242579724578,0.7849322626613342,1
2.419,0.0003456470457992285,0.7847200242926343,1
2.42,0.0003461666740584621,0.784507986865538,1
2.421,0.0003466826239963571,0.7842961626077043,1
2.422,0.0003471948956129137,0.7840845515191331,1
2.423,0.0003477034889081315,0.7838731535998247,1
2.424,0.0003482084038820106,0.7836619688497788,1
2.425,0.0003487096405345512,0.7834509972689955,1
2.426,0.0003492071988657533,0.7832402388574748,1
2.427,0.0003497010788756167,0.7830296936152167,1
2.428,0.0003501912805641412,0.7828193615422211,1
2.429,0.0003506778039313274,0.7826092426384882,1
2.43,0.0003511606489771749,0.7823993369040179,1
2.431,0.0003516402545900843,0.7821896337452716,1
2.432,0.0003521168242750167,0.7819801282502091,1
2.433,0.000352589871329665,0.7817708321664626,1
2.434,0.0003530593957540293,0.781561745494032,1
2.435,0.0003535253975481094,0.7813528682329174,1
2.436,0.0003539878767119053,0.7811442003831188,1
2.437,0.0003544468332454172,0.7809357419446363,1
2.438,0.0003549022671486451,0.7807274929174698,1
2.439,0.0003553541784215888,0.7805194533016192,1
2.44,0.0003558025670642483,0.7803116230970847,1
2.441,0.0003562474330766237,0.7801040023038662,1
2.442,0.0003566887764587151,0.7798965909219636,1
2.443,0.0003571270366410433,0.7796893781963062,1
2.444,0.0003575623803199369,0.779482360046998,1
2.445,0.0003579943515575774,0.779275547633126,1
2.446,0.0003584229503539648,0.7790689409546905,1
2.447,0.0003588481767090988,0.7788625400116914,1
2.448,0.0003592700306229797,0.7786563448041287,1
2.449,0.0003596885120956073,0.7784503553320026,1
2.45,0.0003601036211269819,0.7782445715953127,1
2.451,0.0003605153577171032,0.7780389935940594,1
2.452,0.0003609237218659713,0.7778336213282424,1
2.453,0.0003613287135735861,0.7776284547978621,1
2.454,0.0003617303328399479,0.7774234940029178,1
2.455,0.0003621290189687172,0.7772187281411046,1
2.456,0.0003625249040787665,0.7770141539636701,1
2.457,0.0003629175615886882,0.7768097819600854,1
2.458,0.0003633069914984824,0.7766056121303503,1
2.459,0.0003636931938081487,0.7764016444744647,1
2.46,0.0003640761685176875,0.7761978789924289,1
2.461,0.0003644559156270987,0.7759943156842425,1
2.462,0.0003648324351363824,0.7757909545499058,1
2.463,0.0003652057270455384,0.7755877955894187,1
2.464,0.0003655757913545667,0.7753848388027812,1
2.465,0.0003659426280634674,0.7751820841899932,1
2.466,0.0003663062371722407,0.7749795317510549,1
2.467,0.0003666670572743462,0.7747771707430627,1
2.468,0.0003670251880689554,0.7745749987239861,1
2.469,0.0003673802309236712,0.7743730254579225,1
2.47,0.0003677321858384936,0.7741712509448724,1
2.471,0.0003680810528134224,0.7739696751848354,1
2.472,0.0003684268318484576,0.7737682981778119,1
2.473,0.0003687695229435993,0.7735671199238016,1
2.474,0.0003691091260988477,0.7733661404228046,1
2.475,0.0003694456413142024,0.773165359674821,1
2.476,0.0003697790685896636,0.7729647776798507,1
2.477,0.0003701094079252312,0.7727643944378936,1
2.478,0.0003704366593209056,0.7725642099489497,1
2.479,0.0003707612601286308,0.7723642136251175,1
2.48,0.0003710832796951958,0.7721644037875725,1
2.481,0.0003714023459689822,0.771964789443354,1
2.482,0.00037171845894999,0.7717653705924616,1
2.483,0.000372031618638219,0.771566147234896,1
2.484,0.0003723418250336694,0.7713671193706564,1
2.485,0.000372649078136341,0.7711682869997433,1
2.486,0.000372953377946234,0.7709696501221565,1
2.487,0.0003732547244633483,0.770771208737896,1
2.488,0.0003735531176876839,0.770572962846962,1
2.489,0.0003738485576192408,0.7703749124493541,1
2.49,0.0003741410442580191,0.7701770575450726,1
2.491,0.0003744310132224004,0.7699793877833558,1
2.492,0.000374718505481261,0.7697819021907391,1
2.493,0.000375003174245888,0.7695846090072955,1
2.494,0.0003752850195162812,0.7693875082330252,1
2.495,0.0003755640412924406,0.769190599867928,1
2.496,0.0003758402395743663,0.7689938839120041,1
2.497,0.0003761136143620581,0.7687973603652534,1
2.498,0.0003763841656555163,0.7686010292276757,1
2.499,0.0003766518934547407,0.7684048904992713,1
2.5,0.0003769167977597312,0.76820894418004,1
2.501,0.0003771788785704882,0.768013190269982,1
2.502,0.0003774381358870112,0.7678176287690971,1
2.503,0.0003776950031358947,0.767622249631172,1
2.504,0.000377949494791606,0.7674270525207086,1
2.505,0.0003782012880631368,0.7672320449195451,1
2.506,0.0003784503829504869,0.7670372268276812,1
2.507,0.0003786967794536566,0.7668425982451167,1
2.508,0.0003789404775726456,0.7666481591718521,1
2.509,0.000379181477307454,0.7664539096078871,1
2.51,0.0003794197786580818,0.7662598495532216,1
2.511,0.0003796553816245291,0.7660659790078558,1
2.512,0.0003798882862067958,0.7658722979717897,1
2.513,0.0003801184924048819,0.7656788064450233,1
2.514,0.0003803460002187873,0.7654855044275565,1
2.515,0.0003805712404561013,0.7652923822299882,1
2.516,0.0003807942028924905,0.7650994400822768,1
2.517,0.0003810145875215469,0.7649066847319408,1
2.518,0.0003812323943432705,0.7647141161789808,1
2.519,0.0003814476233576614,0.764521734423396,1
2.52,0.0003816602745647195,0.7643295394651873,1
2.521,0.0003818703479644449,0.7641375313043541,1
2.522,0.0003820778435568374,0.7639457099408966,1
2.523,0.0003822827613418973,0.7637540753748147,1
2.524,0.0003824851013196244,0.7635626276061086,1
2.525,0.0003826848634900186,0.7633713666347781,1
2.526,0.0003828820478530801,0.7631802924608233,1
2.527,0.0003830770821993648,0.7629893957889177,1
2.528,0.0003832699333167773,0.7627986773407165,1
2.529,0.0003834603228209951,0.7626081431651451,1
