"time","wPP4ACurrentSource.wPPControl.measurements.UPu","wPP4ACurrentSource.wPPControl.measurements.PPu","wPP4ACurrentSource.wPPControl.measurements.QPu"
0.09,1.000187543160553,0.9999977225276109,-0.2099914361796545
0.091,1.000187547639846,0.9999976662803814,-0.209991432344256
0.092,1.000187550541798,0.9999976135712756,-0.2099914329179535
0.093,1.000187551757985,0.9999975646379733,-0.2099914382048659
0.094,1.000187551288406,0.9999975194804744,-0.2099914482049937
0.095,1.000187549438288,0.999997477455853,-0.2099914620572996
0.096,1.000187546234919,0.9999974385066291,-0.2099914796848046
0.097,1.000187541552637,0.9999974028974987,-0.2099915014420019
0.098,1.000187535391441,0.9999973706284612,-0.2099915273288911
0.099,1.000187528247335,0.9999973406725531,-0.2099915559429074
0.1,1.000187519991904,0.9999973132956568,-0.209991587647176
0.101,1.000187510525338,0.9999972887044239,-0.209991622723931
0.102,1.000187499847637,0.9999972668988562,-0.209991661173172
0.103,1.000187488490642,0.9999972468055424,-0.20999170148578
0.104,1.000187476186834,0.9999972289644146,-0.2099917444208501
0.105,1.000187462908355,0.9999972134316988,-0.2099917900574316
0.106,1.000187448687191,0.9999972001441703,-0.20999183830451
0.107,1.000187433969708,0.9999971882195408,-0.2099918878920095
0.108,1.000187418480965,0.9999971782012596,-0.2099919396022373
0.109,1.000187402220962,0.9999971700893255,-0.2099919934351935
0.11,1.000187385267919,0.9999971637314276,-0.2099920491678832
0.111,1.000187367923659,0.9999971585398379,-0.2099921059398377
0.112,1.000187349981015,0.9999971549179656,-0.209992164341672
0.113,1.000187331439986,0.9999971528658107,-0.2099922243733857
0.114,1.000187312412621,0.9999971521670469,-0.2099922857151908
0.115,1.000187293082375,0.9999971524674869,-0.2099923478435039
0.116,1.000187273299675,0.9999971540559027,-0.2099924111852068
0.117,1.000187253064521,0.9999971569322946,-0.2099924757402989
0.118,1.000187232592238,0.9999971606801527,-0.209992540894394
0.119,1.000187212024914,0.9999971650246282,-0.2099926062420665
0.12,1.000187191200295,0.9999971702795745,-0.2099926722462757
0.121,1.000187170118383,0.9999971764449911,-0.2099927389070218
0.122,1.000187148779177,0.9999971835208786,-0.2099928062243044
0.123,1.000187127182676,0.9999971915072366,-0.2099928741981233
0.124,1.000187105328882,0.9999972004040651,-0.2099929428284783
0.125,1.000187083217793,0.9999972102113645,-0.2099930121153694
0.126,1.000187061199832,0.9999972202386386,-0.209993081061315
0.127,1.000187039111357,0.9999972308083374,-0.2099931501321222
0.128,1.000187016869947,0.9999972420828698,-0.2099932195624043
0.129,1.000186994475603,0.9999972540622352,-0.2099932893521609
0.13,1.000186971928324,0.9999972667464342,-0.2099933595013919
0.131,1.00018694922811,0.9999972801354664,-0.2099934300100971
0.132,1.000186926374962,0.9999972942293319,-0.2099935008782765
0.133,1.000186903404254,0.9999973089568175,-0.2099935720055183
0.134,1.000186880793406,0.9999973233568248,-0.2099936420366636
0.135,1.000186858153322,0.9999973382126468,-0.2099937120761634
0.136,1.000186835484002,0.9999973535242828,-0.2099937821240174
0.137,1.000186812785446,0.9999973692917332,-0.209993852180226
0.138,1.000186790057655,0.9999973855149983,-0.209993922244789
0.139,1.000186767300627,0.9999974021940773,-0.2099939923177064
0.14,1.000186744514364,0.9999974193289707,-0.209994062398978
0.141,1.000186721882677,0.9999974364985268,-0.2099941319764609
0.142,1.00018669963888,0.9999974531681791,-0.2099942004000948
0.143,1.000186677493289,0.999997470001649,-0.2099942684770002
0.144,1.000186655445905,0.9999974869989364,-0.2099943362071768
0.145,1.000186633496728,0.9999975041600419,-0.2099944035906245
0.146,1.000186611645757,0.9999975214849648,-0.2099944706273438
0.147,1.000186589892993,0.9999975389737055,-0.2099945373173346
0.148,1.000186568238436,0.9999975566262639,-0.2099946036605969
0.149,1.000186546682085,0.99999757444264,-0.2099946696571306
0.15,1.000186525223941,0.9999975924228339,-0.2099947353069359
0.151,1.000186503864004,0.9999976105668453,-0.2099948006100127
0.152,1.000186482602273,0.9999976288746745,-0.2099948655663614
0.153,1.000186461438749,0.9999976473463213,-0.2099949301759817
0.154,1.000186440373432,0.9999976659817856,-0.2099949944388737
0.154088,1.000186438527249,0.9999976676269956,-0.2099950000686777
0.154088,1.000186438527249,0.9999976676269956,-0.2099950000686777
0.155,1.000186419099979,0.9999976855034675,-0.2099950592047195
0.155544,1.000186407585588,0.9999976961576712,-0.2099950942431034
0.155544,1.000186407585588,0.9999976961576712,-0.2099950942431034
0.156,1.000186397971824,0.9999977050874435,-0.209995123491431
0.157,1.000186377024219,0.9999977246492138,-0.2099951872014902
0.158,1.000186356260187,0.999997744174998,-0.2099952503277648
0.159,1.000186335681372,0.999997763654938,-0.2099953128668179
0.16,1.000186315291095,0.9999977830582616,-0.2099953748137547
0.161,1.000186295090473,0.9999978023748657,-0.2099954361668732
0.162,1.000186275078653,0.9999978216124772,-0.2099954969274754
0.163,1.000186255255632,0.9999978407710964,-0.2099955570955613
0.164,1.000186235631757,0.9999978597051765,-0.2099956166652156
0.165,1.000186216201271,0.9999978784956957,-0.2099956756397294
0.166,1.000186196964041,0.9999978971445371,-0.2099957340191793
0.167,1.000186177920066,0.9999979156517007,-0.209995791803566
0.168,1.000186159069347,0.9999979340171867,-0.2099958489928889
0.169,1.000186140411884,0.9999979522409945,-0.2099959055871486
0.17,1.000186121947676,0.999997970323125,-0.2099959615863448
0.171,1.000186103675692,0.9999979881460811,-0.2099960170158882
0.172,1.000186085595595,0.9999980056717224,-0.2099960718840271
0.173,1.000186067708249,0.9999980229981569,-0.2099961261695444
0.174,1.000186050013653,0.9999980401253842,-0.2099961798724406
0.175,1.000186032511807,0.9999980570534046,-0.2099962329927153
0.176,1.000186015202711,0.9999980737822178,-0.2099962855303688
0.177,1.000185998086365,0.9999980903118241,-0.2099963374854013
0.178,1.00018598116277,0.9999981066422233,-0.2099963888578127
0.179,1.000185964431924,0.9999981227734159,-0.2099964396476032
0.18,1.000185947893829,0.999998138705401,-0.209996489854773
0.181,1.000185931548484,0.9999981544381791,-0.209996539479322
0.182,1.000185915395889,0.9999981699717503,-0.2099965885212504
0.183,1.000185899436044,0.9999981853061144,-0.2099966369805582
0.184,1.000185883668949,0.9999982004412715,-0.2099966848572457
0.185,1.000185868094604,0.9999982153772214,-0.2099967321513128
0.186,1.000185852619315,0.9999982302035713,-0.2099967791473246
0.187,1.000185837248588,0.9999982449150534,-0.2099968258285551
0.188,1.000185822049313,0.9999982594476988,-0.2099968719918541
0.189,1.000185807021489,0.9999982738015067,-0.2099969176372218
0.19,1.000185792165116,0.9999982879764775,-0.2099969627646583
0.191,1.000185777480193,0.9999983019726112,-0.2099970073741636
0.192,1.000185762966722,0.9999983157899076,-0.209997051465738
0.193,1.000185748624702,0.9999983294283668,-0.2099970950393813
0.194,1.000185734454133,0.9999983428879885,-0.2099971380950938
0.195,1.000185720455014,0.999998356168773,-0.2099971806328754
0.196,1.000185706627347,0.9999983692707203,-0.2099972226527261
0.197,1.00018569297113,0.9999983821938305,-0.2099972641546463
0.198,1.000185679486365,0.9999983949381032,-0.2099973051386357
0.199,1.00018566617305,0.9999984075035389,-0.2099973456046945
0.2,1.000185653031187,0.9999984198901369,-0.2099973855528229
0.201,1.000185640060775,0.9999984320978981,-0.209997424983021
0.202,1.000185627261813,0.9999984441268216,-0.2099974638952884
0.203,1.000185614634302,0.9999984559769081,-0.2099975022896258
0.204,1.000185602178243,0.9999984676481573,-0.2099975401660327
0.205,1.000185589893634,0.9999984791405689,-0.2099975775245096
0.206,1.000185577780476,0.9999984904541436,-0.2099976143650565
0.207,1.000185565838769,0.9999985015888809,-0.2099976506876732
0.208,1.000185554068514,0.9999985125447804,-0.2099976864923598
0.209,1.000185542469709,0.9999985233218434,-0.2099977217791165
0.21,1.000185531042355,0.9999985339200684,-0.2099977565479434
0.211,1.000185519786452,0.9999985443394566,-0.2099977907988406
0.212,1.000185508702,0.9999985545800069,-0.2099978245318079
0.213,1.000185497788999,0.9999985646417202,-0.2099978577468456
0.214,1.000185487047449,0.9999985745245963,-0.2099978904439536
0.215,1.00018547647735,0.9999985842286349,-0.2099979226231319
0.216,1.0001854655327,0.9999985943427486,-0.2099979559301269
0.217,1.000185454456355,0.9999986046049967,-0.2099979896329312
0.218,1.000185443498793,0.9999986147452149,-0.2099980229765559
0.219,1.000185432660014,0.9999986247634023,-0.209998055961001
0.22,1.000185421940018,0.9999986346595596,-0.2099980885862666
0.221,1.000185411338805,0.9999986444336862,-0.2099981208523526
0.222,1.000185400856376,0.9999986540857828,-0.2099981527592592
0.223,1.00018539049273,0.9999986636158489,-0.2099981843069862
0.224,1.000185380247867,0.9999986730238845,-0.2099982154955338
0.225,1.000185370121788,0.9999986823098898,-0.209998246324902
0.226,1.000185360114491,0.9999986914738648,-0.2099982767950908
0.227,1.000185350225978,0.999998700515809,-0.2099983069061004
0.228,1.000185340456248,0.9999987094357232,-0.2099983366579306
0.229,1.000185330805301,0.9999987182336071,-0.2099983660505814
0.23,1.000185321273138,0.9999987269094606,-0.2099983950840532
0.231,1.000185311859757,0.9999987354632832,-0.2099984237583459
0.232,1.00018530256516,0.9999987438950758,-0.2099984520734592
0.233,1.000185293389346,0.9999987522048382,-0.2099984800293936
0.234,1.000185284332316,0.9999987603925697,-0.2099985076261487
0.235,1.000185275394068,0.9999987684582712,-0.2099985348637248
0.236,1.000185266574604,0.999998776401942,-0.2099985617421219
0.237,1.000185257873923,0.9999987842235826,-0.2099985882613401
0.238,1.000185249292025,0.9999987919231927,-0.2099986144213792
0.239,1.00018524082891,0.9999987995007724,-0.2099986402222395
0.24,1.000185232484579,0.9999988069563215,-0.2099986656639208
0.241,1.000185224259031,0.9999988142898405,-0.2099986907464232
0.242,1.000185216152265,0.9999988215013289,-0.2099987154697467
0.243,1.000185208164283,0.9999988285907868,-0.2099987398338915
0.244,1.000185200295085,0.9999988355582147,-0.2099987638388573
0.245,1.000185192544669,0.9999988424036119,-0.2099987874846445
0.246,1.000185184913037,0.9999988491269785,-0.2099988107712531
0.247,1.000185177400188,0.9999988557283145,-0.2099988336986827
0.248,1.000185170006122,0.9999988622076204,-0.2099988562669338
0.249,1.000185162730839,0.9999988685648962,-0.2099988784760061
0.25,1.00018515557434,0.9999988748001408,-0.2099989003258999
0.251,1.000185148536623,0.9999988809133553,-0.2099989218166149
0.252,1.00018514161769,0.9999988869045395,-0.2099989429481514
0.253,1.00018513481754,0.9999988927736932,-0.2099989637205095
0.254,1.000185128136173,0.9999988985208164,-0.209998984133689
0.255,1.00018512157359,0.9999989041459092,-0.2099990041876899
0.256,1.000185115129789,0.9999989096489715,-0.2099990238825122
0.257,1.000185108804772,0.9999989150300035,-0.2099990432181562
0.258,1.000185102598538,0.9999989202890048,-0.2099990621946217
0.259,1.000185096511087,0.9999989254259757,-0.2099990808119087
0.26,1.000185090542419,0.9999989304409164,-0.2099990990700174
0.261,1.000185084692535,0.9999989353338264,-0.2099991169689477
0.262,1.000185078961433,0.9999989401047058,-0.2099991345086996
0.263,1.000185073349116,0.9999989447535549,-0.2099991516892733
0.264,1.000185067855581,0.9999989492803737,-0.2099991685106684
0.265,1.000185062480829,0.9999989536851619,-0.2099991849728853
0.266,1.00018505722486,0.9999989579679196,-0.209999201075924
0.267,1.000185052087675,0.9999989621286469,-0.2099992168197843
0.268,1.000185047069272,0.9999989661673437,-0.2099992322044665
0.269,1.000185042169654,0.9999989700840102,-0.2099992472299703
0.27,1.000185037388817,0.999998973878646,-0.209999261896296
0.271,1.000185032726765,0.9999989775512514,-0.2099992762034434
0.272,1.000185028183495,0.9999989811018263,-0.2099992901514127
0.273,1.000185023759009,0.9999989845303708,-0.2099993037402038
0.274,1.000185019453306,0.9999989878368849,-0.2099993169698166
0.275,1.000185015266386,0.9999989910213684,-0.2099993298402515
0.276,1.000185010015093,0.9999989965896351,-0.2099993456865729
0.277,1.000185004710755,0.9999990023997865,-0.2099993616580624
0.278,1.000184999481896,0.999999008179623,-0.2099993773924408
0.279,1.000184994328514,0.999999013929145,-0.2099993928897081
0.28,1.000184989250611,0.9999990196483517,-0.2099994081498644
0.281,1.000184984248187,0.9999990253372437,-0.2099994231729097
0.282,1.000184979321241,0.9999990309958213,-0.2099994379588438
0.283,1.000184974469773,0.9999990366240835,-0.2099994525076671
0.284,1.000184969693783,0.9999990422220312,-0.2099994668193793
0.285,1.000184964993272,0.9999990477896638,-0.2099994808939805
0.286,1.000184960368239,0.9999990533269817,-0.2099994947314707
0.287,1.000184955818684,0.9999990588339848,-0.20999950833185
0.288,1.000184951344608,0.9999990643106728,-0.2099995216951183
0.289,1.00018494694601,0.9999990697570462,-0.2099995348212757
0.29,1.00018494262289,0.9999990751731045,-0.2099995477103221
0.291,1.000184938375249,0.9999990805588481,-0.2099995603622574
0.292,1.000184934203086,0.999999085914277,-0.209999572777082
0.293,1.000184930106401,0.9999990912393911,-0.2099995849547956
0.294,1.000184926085194,0.9999990965341901,-0.2099995968953984
0.295,1.000184922139466,0.9999991017986742,-0.2099996085988901
0.296,1.000184918269216,0.9999991070328438,-0.2099996200652711
0.297,1.000184914474444,0.9999991122366982,-0.2099996312945411
0.298,1.000184910755151,0.9999991174102381,-0.2099996422867003
0.299,1.000184907111336,0.9999991225534628,-0.2099996530417485
0.3,1.000184903542999,0.9999991276663728,-0.2099996635596859
0.301,1.000184900050141,0.9999991327489678,-0.2099996738405125
0.302,1.000184896632761,0.9999991378012481,-0.2099996838842283
0.303,1.000184893290859,0.9999991428232136,-0.209999693690833
0.304,1.000184890024436,0.9999991478148643,-0.2099997032603271
0.305,1.000184886833491,0.9999991527761998,-0.2099997125927104
0.306,1.000184883718024,0.9999991577072206,-0.2099997216879828
0.307,1.000184880678036,0.9999991626079269,-0.2099997305461443
0.308,1.000184877713525,0.9999991674783177,-0.2099997391671952
0.309,1.000184874824493,0.9999991723183941,-0.2099997475511352
0.31,1.00018487201094,0.9999991771281556,-0.2099997556979644
0.311,1.000184869272865,0.999999181907602,-0.2099997636076827
0.312,1.000184866610268,0.9999991866567337,-0.2099997712802904
0.313,1.000184864023149,0.9999991913755505,-0.2099997787157873
0.314,1.000184861511509,0.9999991960640524,-0.2099997859141735
0.315,1.000184859075346,0.9999992007222395,-0.2099997928754488
0.316,1.000184856714663,0.9999992053501121,-0.2099997995996133
0.317,1.000184854429457,0.9999992099476692,-0.2099998060866672
0.318,1.00018485221973,0.9999992145149119,-0.2099998123366103
0.319,1.000184850085481,0.9999992190518394,-0.2099998183494428
0.32,1.000184848026711,0.9999992235584519,-0.2099998241251644
0.321,1.000184846043418,0.9999992280347501,-0.2099998296637752
0.322,1.000184844135604,0.9999992324807332,-0.2099998349652754
0.323,1.000184842303269,0.9999992368964014,-0.2099998400296648
0.324,1.000184840546412,0.9999992412817549,-0.2099998448569437
0.325,1.000184838865033,0.9999992456367934,-0.2099998494471117
0.326,1.000184837259132,0.9999992499615167,-0.209999853800169
0.327,1.000184835728709,0.9999992542559256,-0.2099998579161155
0.328,1.000184834273765,0.9999992585200194,-0.2099998617949515
0.329,1.000184832894299,0.9999992627537986,-0.2099998654366767
0.33,1.000184831590312,0.9999992669572626,-0.2099998688412913
0.331,1.000184830361803,0.9999992711304118,-0.209999872008795
0.332,1.000184829208772,0.9999992752732461,-0.2099998749391882
0.333,1.000184828131219,0.9999992793857658,-0.2099998776324707
0.334,1.000184827129145,0.9999992834679705,-0.2099998800886425
0.335,1.000184826059805,0.9999992874190046,-0.2099998827858651
0.336,1.000184824024223,0.9999992906036992,-0.2099998887355065
0.337,1.0001848220253,0.9999992937306509,-0.2099998945780758
0.338,1.000184820063035,0.9999992967998592,-0.209999900313573
0.339,1.000184818137429,0.9999992998113245,-0.2099999059419979
0.34,1.000184816248481,0.9999993027650469,-0.2099999114633508
0.341,1.000184814396191,0.9999993056610259,-0.2099999168776315
0.342,1.000184812580559,0.999999308499262,-0.20999992218484
0.343,1.000184810801586,0.9999993112797552,-0.2099999273849764
0.344,1.000184809059271,0.9999993140025052,-0.2099999324780405
0.345,1.000184807353614,0.9999993166675117,-0.2099999374640327
0.346,1.000184805684615,0.9999993192747756,-0.2099999423429526
0.347,1.000184804052275,0.9999993218242962,-0.2099999471148002
0.348,1.000184802456593,0.9999993243160739,-0.2099999517795759
0.349,1.000184800897569,0.9999993267501083,-0.2099999563372794
0.35,1.000184799375204,0.9999993291263998,-0.2099999607879107
0.351,1.000184797889496,0.999999331444948,-0.20999996513147
0.352,1.000184796440447,0.9999993337057532,-0.2099999693679571
0.353,1.000184795028056,0.9999993359088153,-0.2099999734973721
0.354,1.000184793652324,0.9999993380541345,-0.2099999775197149
0.355,1.00018479231325,0.9999993401417105,-0.2099999814349857
0.356,1.000184791010834,0.9999993421715433,-0.2099999852431843
0.357,1.000184789745076,0.999999344143633,-0.2099999889443107
0.358,1.000184788515977,0.9999993460579799,-0.2099999925383651
0.359,1.000184787323536,0.9999993479145836,-0.2099999960253473
0.36,1.000184786167753,0.9999993497134442,-0.2099999994052573
0.361,1.000184785048628,0.9999993514545615,-0.2100000026780954
0.362,1.000184783966162,0.999999353137936,-0.2100000058438613
0.363,1.000184782920354,0.9999993547635673,-0.210000008902555
0.364,1.000184781911204,0.9999993563314553,-0.2100000118541767
0.365,1.000184780938712,0.9999993578416004,-0.2100000146987262
0.366,1.000184780002879,0.9999993592940026,-0.2100000174362038
0.367,1.000184779103704,0.9999993606886615,-0.210000020066609
0.368,1.000184778241187,0.9999993620255773,-0.2100000225899422
0.369,1.000184777415329,0.99999936330475,-0.2100000250062033
0.37,1.000184776626128,0.9999993645261798,-0.2100000273153922
0.371,1.000184775873586,0.9999993656898665,-0.2100000295175092
0.372,1.000184775157703,0.99999936679581,-0.2100000316125541
0.373,1.000184774478477,0.9999993678440102,-0.2100000336005267
0.374,1.00018477383591,0.9999993688344675,-0.2100000354814272
0.375,1.000184773230001,0.9999993697671817,-0.2100000372552558
0.376,1.00018477266075,0.9999993706421531,-0.2100000389220121
0.377,1.000184772128158,0.999999371459381,-0.2100000404816964
0.378,1.000184771632224,0.9999993722188659,-0.2100000419343084
0.379,1.000184771172948,0.9999993729206078,-0.2100000432798486
0.38,1.00018477075033,0.9999993735646064,-0.2100000445183166
0.381,1.000184770364371,0.9999993741508622,-0.2100000456497124
0.382,1.00018477001507,0.9999993746793749,-0.2100000466740362
0.383,1.000184769702427,0.9999993751501444,-0.2100000475912879
0.384,1.000184769426443,0.9999993755631708,-0.2100000484014674
0.385,1.000184769187116,0.999999375918454,-0.210000049104575
0.386,1.000184768984448,0.9999993762159944,-0.2100000497006102
0.387,1.000184768818438,0.9999993764557917,-0.2100000501895737
0.388,1.000184768689087,0.9999993766378458,-0.2100000505714648
0.389,1.000184768596394,0.9999993767621569,-0.2100000508462839
0.39,1.000184768540359,0.9999993768287245,-0.2100000510140309
0.391,1.000184768520982,0.9999993768375494,-0.2100000510747058
0.392,1.000184768538263,0.9999993767886309,-0.2100000510283086
0.393,1.000184768592203,0.9999993766819697,-0.2100000508748394
0.394,1.000184768682801,0.9999993765175651,-0.2100000506142979
0.395,1.0001847685674,0.9999993769426032,-0.2100000509056321
0.396,1.000184768012239,0.9999993785805367,-0.2100000523836255
0.397,1.00018476747034,0.999999380223128,-0.2100000538180818
0.398,1.000184766941702,0.9999993818703771,-0.2100000552090009
0.399,1.000184766426325,0.999999383522284,-0.2100000565563831
0.4,1.00018476592421,0.9999993851788489,-0.2100000578602283
0.401,1.000184765435357,0.9999993868400716,-0.2100000591205363
0.402,1.000184764959765,0.9999993885059519,-0.2100000603373073
0.403,1.000184764497434,0.9999993901764904,-0.2100000615105411
0.404,1.000184764048365,0.9999993918516868,-0.2100000626402379
0.405,1.000184763612557,0.999999393531541,-0.2100000637263978
0.406,1.000184763190011,0.9999993952160532,-0.2100000647690205
0.407,1.000184762780726,0.9999993969052231,-0.2100000657681061
0.408,1.000184762384702,0.9999993985990507,-0.2100000667236547
0.409,1.00018476200194,0.9999994002975364,-0.2100000676356663
0.41,1.00018476163244,0.9999994020006799,-0.2100000685041409
0.411,1.000184761276201,0.9999994037084811,-0.2100000693290783
0.412,1.000184760933223,0.9999994054209403,-0.2100000701104786
0.413,1.000184760603507,0.9999994071380576,-0.2100000708483419
0.414,1.000184760287052,0.9999994088598324,-0.2100000715426682
0.415,1.000184759983859,0.9999994105862653,-0.2100000721934573
0.416,1.000184759693927,0.9999994123173559,-0.2100000728007095
0.417,1.000184759417256,0.9999994140531043,-0.2100000733644247
0.418,1.000184759153847,0.9999994157935108,-0.2100000738846025
0.419,1.0001847589037,0.9999994175385751,-0.2100000743612435
0.42,1.000184758666814,0.9999994192882974,-0.2100000747943475
0.421,1.000184758443189,0.9999994210426774,-0.2100000751839143
0.422,1.000184758232825,0.9999994228017154,-0.2100000755299442
0.423,1.000184758035724,0.999999424565411,-0.2100000758324368
0.424,1.000184757851883,0.9999994263337644,-0.2100000760913926
0.425,1.000184757681304,0.999999428106776,-0.2100000763068111
0.426,1.000184757523987,0.9999994298844453,-0.2100000764786927
0.427,1.000184757379931,0.9999994316667725,-0.2100000766070373
0.428,1.000184757249136,0.9999994334537576,-0.2100000766918447
0.429,1.000184757131603,0.9999994352454004,-0.210000076733115
0.43,1.000184757027331,0.9999994370417012,-0.2100000767308483
0.431,1.000184756936321,0.9999994388426598,-0.2100000766850446
0.432,1.000184756858572,0.9999994406482763,-0.2100000765957038
0.433,1.000184756794085,0.9999994424585508,-0.2100000764628261
0.434,1.000184756742859,0.9999994442734828,-0.2100000762864111
0.435,1.000184756704894,0.999999446093073,-0.2100000760664593
0.436,1.000184756680191,0.9999994479173211,-0.2100000758029702
0.437,1.000184756668749,0.9999994497462268,-0.210000075495944
0.438,1.000184756670569,0.9999994515797905,-0.210000075145381
0.439,1.00018475668565,0.9999994534180121,-0.2100000747512807
0.44,1.000184756713993,0.9999994552608913,-0.2100000743136435
0.441,1.000184756755597,0.9999994571084286,-0.2100000738324692
