time;WECCPV_photovoltaics_HvMeasurements_PPu;WECCPV_photovoltaics_HvMeasurements_QPu;WECCPV_photovoltaics_HvMeasurements_UPu;WECCPV_photovoltaics_LvMeasurements_PPu;WECCPV_photovoltaics_LvMeasurements_QPu;WECCPV_photovoltaics_LvMeasurements_UPu;WECCPV_photovoltaics_injector_PInjPu;WECCPV_photovoltaics_injector_QInjPu;WECCPV_photovoltaics_injector_terminal_V_re;WECCPV_photovoltaics_injector_terminal_i_re;WECCPV_photovoltaics_injector_terminal_V_im;WECCPV_photovoltaics_injector_terminal_i_im;WECCPV_photovoltaics_pll_omegaPLLPu;WECCPV_photovoltaics_LvTfo_RPu;WECCPV_photovoltaics_LvTfo_XPu;WECCPV_photovoltaics_HvTfo_RPu;WECCPV_photovoltaics_HvTfo_XPu;
0.262144;0.700000;0.200000;1.000000;0.700000;0.279500;1.035338;0.700005;0.279505;1.030009;-0.700000;0.105006;0.199999;1.000000;0.000010;0.000010;0.000000;0.150000;
0.524288;0.700000;0.200000;1.000000;0.700000;0.279500;1.035338;0.700005;0.279505;1.030009;-0.700000;0.105006;0.199999;1.000000;0.000010;0.000010;0.000000;0.150000;
1.000000;0.700000;0.200000;1.000000;0.700000;0.279500;1.035338;0.700005;0.279505;1.030009;-0.700000;0.105006;0.199999;1.000000;0.000010;0.000010;0.000000;0.150000;
1.000000;0.350000;0.100000;0.500000;0.350000;0.179500;0.540301;0.350005;0.179506;0.530009;-0.700000;0.105006;0.199999;1.152126;0.000010;0.000010;0.000000;0.150000;
1.000001;0.350005;0.099985;0.500000;0.350005;0.179486;0.540297;0.350010;0.179491;0.530005;-0.700010;0.105008;0.199969;1.152056;0.000010;0.000010;0.000000;0.150000;
1.000002;0.350010;0.099970;0.500000;0.350010;0.179471;0.540293;0.350015;0.179476;0.530000;-0.700020;0.105009;0.199938;1.151986;0.000010;0.000010;0.000000;0.150000;
1.000004;0.350020;0.099940;0.500000;0.350020;0.179441;0.540285;0.350025;0.179446;0.529991;-0.700039;0.105012;0.199878;1.151845;0.000010;0.000010;0.000000;0.150000;
1.000008;0.350039;0.099880;0.500000;0.350039;0.179382;0.540268;0.350045;0.179387;0.529973;-0.700079;0.105018;0.199757;1.151565;0.000010;0.000010;0.000000;0.150000;
1.000016;0.350079;0.099760;0.500000;0.350079;0.179264;0.540235;0.350084;0.179269;0.529937;-0.700158;0.105030;0.199517;1.151006;0.000010;0.000010;0.000000;0.150000;
1.000032;0.350157;0.099521;0.500000;0.350157;0.179029;0.540169;0.350162;0.179035;0.529865;-0.700314;0.105054;0.199039;1.149894;0.000010;0.000010;0.000000;0.150000;
1.000064;0.350312;0.099049;0.500000;0.350312;0.178566;0.540040;0.350317;0.178572;0.529724;-0.700623;0.105100;0.198096;1.147694;0.000010;0.000010;0.000000;0.150000;
1.000128;0.350614;0.098129;0.500000;0.350614;0.177665;0.539787;0.350619;0.177670;0.529448;-0.701228;0.105191;0.196256;1.143393;0.000010;0.000010;0.000000;0.150000;
1.000256;0.351193;0.096380;0.500000;0.351193;0.175956;0.539306;0.351198;0.175961;0.528923;-0.702386;0.105364;0.192759;1.135166;0.000010;0.000010;0.000000;0.150000;
1.000512;0.352262;0.093220;0.500000;0.352262;0.172887;0.538439;0.352267;0.172892;0.527975;-0.704524;0.105685;0.186438;1.120098;0.000010;0.000010;0.000000;0.150000;
1.000768;0.353231;0.090479;0.500000;0.353231;0.170254;0.537690;0.353236;0.170259;0.527153;-0.706462;0.105976;0.180955;1.106735;0.000010;0.000010;0.000000;0.150000;
1.000808;0.353376;0.090083;0.500000;0.353376;0.169876;0.537582;0.353381;0.169882;0.527034;-0.706752;0.106019;0.180164;1.104777;0.000010;0.000010;0.000000;0.150000;
1.000809;0.353379;0.090073;0.500000;0.353379;0.169867;0.537579;0.353384;0.169872;0.527031;-0.706758;0.106020;0.180144;1.104730;0.000010;0.000010;0.000000;0.150000;
1.000810;0.353382;0.090063;0.500000;0.353382;0.169858;0.537577;0.353388;0.169863;0.527028;-0.706765;0.106021;0.180125;1.104682;0.000010;0.000010;0.000000;0.150000;
1.000812;0.353390;0.090044;0.500000;0.353390;0.169839;0.537571;0.353395;0.169845;0.527022;-0.706779;0.106024;0.180086;1.104586;0.000010;0.000010;0.000000;0.150000;
1.000816;0.353404;0.090006;0.500000;0.353404;0.169803;0.537561;0.353409;0.169808;0.527011;-0.706807;0.106028;0.180009;1.104395;0.000010;0.000010;0.000000;0.150000;
1.000824;0.353432;0.089929;0.500000;0.353432;0.169730;0.537540;0.353437;0.169735;0.526988;-0.706864;0.106036;0.179856;1.104013;0.000010;0.000010;0.000000;0.150000;
1.000840;0.353488;0.089777;0.500000;0.353488;0.169585;0.537498;0.353494;0.169590;0.526942;-0.706977;0.106053;0.179551;1.103255;0.000010;0.000010;0.000000;0.150000;
1.000872;0.353600;0.089476;0.500000;0.353600;0.169299;0.537417;0.353606;0.169305;0.526852;-0.707201;0.106087;0.178950;1.101755;0.000010;0.000010;0.000000;0.150000;
1.000936;0.353821;0.088892;0.500000;0.353821;0.168746;0.537258;0.353827;0.168751;0.526676;-0.707642;0.106153;0.177781;1.098821;0.000010;0.000010;0.000000;0.150000;
1.001064;0.354251;0.087787;0.500000;0.354251;0.167706;0.536958;0.354256;0.167712;0.526345;-0.708501;0.106282;0.175571;1.093210;0.000010;0.000010;0.000000;0.150000;
1.001320;0.355068;0.085814;0.500000;0.355068;0.165877;0.536427;0.355073;0.165882;0.525753;-0.710135;0.106527;0.171627;1.082933;0.000010;0.000010;0.000000;0.150000;
1.001576;0.355839;0.084137;0.500000;0.355839;0.164357;0.535980;0.355844;0.164362;0.525250;-0.711678;0.106759;0.168271;1.073820;0.000010;0.000010;0.000000;0.150000;
1.001832;0.356576;0.082725;0.500000;0.356576;0.163118;0.535609;0.356581;0.163124;0.524826;-0.713151;0.106980;0.165447;1.065745;0.000010;0.000010;0.000000;0.150000;
1.002088;0.357286;0.081551;0.500000;0.357286;0.162133;0.535306;0.357291;0.162139;0.524474;-0.714572;0.107193;0.163100;1.058595;0.000010;0.000010;0.000000;0.150000;
1.002344;0.357978;0.080591;0.500000;0.357978;0.161377;0.535066;0.357984;0.161382;0.524186;-0.715957;0.107401;0.161180;1.052265;0.000010;0.000010;0.000000;0.150000;
1.002600;0.358659;0.079822;0.500000;0.358659;0.160826;0.534881;0.358664;0.160832;0.523955;-0.717318;0.107605;0.159642;1.046663;0.000010;0.000010;0.000000;0.150000;
1.002856;0.359333;0.079224;0.500000;0.359333;0.160462;0.534746;0.359338;0.160467;0.523776;-0.718666;0.107807;0.158446;1.041706;0.000010;0.000010;0.000000;0.150000;
1.003112;0.360005;0.078780;0.500000;0.360005;0.160265;0.534656;0.360010;0.160271;0.523643;-0.720009;0.108009;0.157557;1.037321;0.000010;0.000010;0.000000;0.150000;
1.003368;0.360678;0.078473;0.500000;0.360678;0.160220;0.534607;0.360684;0.160226;0.523551;-0.721356;0.108211;0.156943;1.033445;0.000010;0.000010;0.000000;0.150000;
1.003880;0.362044;0.078199;0.500000;0.362044;0.160514;0.534609;0.362049;0.160519;0.523469;-0.724087;0.108620;0.156396;1.026933;0.000010;0.000010;0.000000;0.150000;
1.004341;0.363303;0.078299;0.500000;0.363303;0.161171;0.534716;0.363308;0.161176;0.523499;-0.726606;0.108998;0.156596;1.022313;0.000010;0.000010;0.000000;0.150000;
1.004802;0.364601;0.078667;0.500000;0.364601;0.162141;0.534903;0.364606;0.162146;0.523609;-0.729201;0.109387;0.157332;1.018638;0.000010;0.000010;0.000000;0.150000;
1.005262;0.365944;0.079257;0.500000;0.365944;0.163375;0.535159;0.365950;0.163381;0.523786;-0.731888;0.109790;0.158512;1.015726;0.000010;0.000010;0.000000;0.150000;
1.005723;0.367338;0.080029;0.500000;0.367338;0.164834;0.535472;0.367343;0.164840;0.524018;-0.734676;0.110209;0.160056;1.013428;0.000010;0.000010;0.000000;0.150000;
1.006184;0.368785;0.080952;0.500000;0.368785;0.166485;0.535832;0.368791;0.166491;0.524294;-0.737571;0.110643;0.161901;1.011625;0.000010;0.000010;0.000000;0.150000;
1.006317;0.369214;0.081241;0.500000;0.369214;0.166992;0.535943;0.369219;0.166998;0.524381;-0.738428;0.110771;0.162480;1.011179;0.000010;0.000010;0.000000;0.150000;
1.006318;0.369217;0.081243;0.500000;0.369217;0.166996;0.535944;0.369223;0.167002;0.524382;-0.738434;0.110772;0.162484;1.011176;0.000010;0.000010;0.000000;0.150000;
1.006319;0.369220;0.081245;0.500000;0.369220;0.167000;0.535945;0.369226;0.167006;0.524383;-0.738440;0.110773;0.162488;1.011173;0.000010;0.000010;0.000000;0.150000;
1.006321;0.369227;0.081250;0.500000;0.369227;0.167008;0.535947;0.369232;0.167013;0.524384;-0.738453;0.110775;0.162497;1.011166;0.000010;0.000010;0.000000;0.150000;
1.006325;0.369240;0.081259;0.500000;0.369240;0.167023;0.535950;0.369245;0.167029;0.524387;-0.738479;0.110779;0.162515;1.011154;0.000010;0.000010;0.000000;0.150000;
1.006333;0.369266;0.081277;0.500000;0.369266;0.167055;0.535957;0.369271;0.167060;0.524392;-0.738531;0.110787;0.162552;1.011129;0.000010;0.000010;0.000000;0.150000;
1.006349;0.369318;0.081313;0.500000;0.369318;0.167118;0.535971;0.369323;0.167123;0.524403;-0.738635;0.110803;0.162624;1.011079;0.000010;0.000010;0.000000;0.150000;
1.006381;0.369422;0.081387;0.500000;0.369422;0.167245;0.535999;0.369427;0.167251;0.524425;-0.738843;0.110834;0.162772;1.010981;0.000010;0.000010;0.000000;0.150000;
1.006445;0.369632;0.081539;0.500000;0.369632;0.167505;0.536057;0.369637;0.167510;0.524471;-0.739263;0.110897;0.163076;1.010791;0.000010;0.000010;0.000000;0.150000;
1.006573;0.370057;0.081860;0.500000;0.370057;0.168046;0.536177;0.370062;0.168051;0.524567;-0.740113;0.111024;0.163717;1.010428;0.000010;0.000010;0.000000;0.150000;
1.006829;0.370929;0.082566;0.500000;0.370929;0.169209;0.536439;0.370935;0.169215;0.524779;-0.741859;0.111286;0.165130;1.009773;0.000010;0.000010;0.000000;0.150000;
1.007341;0.372763;0.084220;0.500000;0.372763;0.171847;0.537038;0.372768;0.171853;0.525275;-0.745525;0.111836;0.168437;1.008705;0.000010;0.000010;0.000000;0.150000;
1.007853;0.374712;0.086174;0.500000;0.374712;0.174875;0.537734;0.374718;0.174881;0.525861;-0.749425;0.112421;0.172345;1.007913;0.000010;0.000010;0.000000;0.150000;
1.008365;0.376777;0.088400;0.500000;0.376777;0.178265;0.538516;0.376783;0.178271;0.526529;-0.753553;0.113040;0.176797;1.007342;0.000010;0.000010;0.000000;0.150000;
1.008877;0.378953;0.090872;0.500000;0.378953;0.181990;0.539379;0.378959;0.181996;0.527271;-0.757905;0.113693;0.181741;1.006943;0.000010;0.000010;0.000000;0.150000;
1.009389;0.381237;0.093567;0.500000;0.381237;0.186026;0.540314;0.381243;0.186031;0.528080;-0.762475;0.114379;0.187132;1.006680;0.000010;0.000010;0.000000;0.150000;
1.010413;0.386114;0.099523;0.500000;0.386114;0.194916;0.542371;0.386120;0.194922;0.529867;-0.772228;0.115842;0.199043;1.006418;0.000010;0.000010;0.000000;0.150000;
1.011335;0.390839;0.105460;0.500000;0.390839;0.203785;0.544415;0.390845;0.203792;0.531648;-0.781677;0.117259;0.210916;1.006411;0.000010;0.000010;0.000000;0.150000;
1.012256;0.395858;0.111850;0.500000;0.395858;0.213379;0.546612;0.395865;0.213386;0.533565;-0.791717;0.118765;0.223698;1.006534;0.000010;0.000010;0.000000;0.150000;
1.013178;0.401126;0.118504;0.500000;0.401126;0.223471;0.548905;0.401133;0.223478;0.535562;-0.802253;0.120345;0.237006;1.006731;0.000010;0.000010;0.000000;0.150000;
1.014099;0.406603;0.125283;0.500001;0.406603;0.233896;0.551251;0.406611;0.233904;0.537596;-0.813207;0.121988;0.250563;1.006964;0.000010;0.000010;0.000000;0.150000;
1.014818;0.410999;0.130598;0.500001;0.410999;0.242184;0.553098;0.411006;0.242191;0.539190;-0.821997;0.123307;0.261194;1.007154;0.000010;0.000010;0.000000;0.150000;
1.014819;0.411005;0.130606;0.500001;0.411005;0.242195;0.553101;0.411012;0.242203;0.539193;-0.822010;0.123309;0.261209;1.007154;0.000010;0.000010;0.000000;0.150000;
1.014820;0.411011;0.130613;0.500001;0.411011;0.242207;0.553104;0.411018;0.242214;0.539195;-0.822022;0.123311;0.261224;1.007155;0.000010;0.000010;0.000000;0.150000;
1.014822;0.411023;0.130628;0.500001;0.411023;0.242230;0.553109;0.411031;0.242238;0.539199;-0.822047;0.123314;0.261253;1.007155;0.000010;0.000010;0.000000;0.150000;
1.014826;0.411048;0.130658;0.500001;0.411048;0.242277;0.553119;0.411056;0.242284;0.539208;-0.822096;0.123322;0.261313;1.007156;0.000010;0.000010;0.000000;0.150000;
1.014834;0.411098;0.130717;0.500001;0.411098;0.242370;0.553140;0.411105;0.242378;0.539226;-0.822195;0.123337;0.261432;1.007158;0.000010;0.000010;0.000000;0.150000;
1.014850;0.411197;0.130836;0.500001;0.411197;0.242557;0.553181;0.411204;0.242564;0.539262;-0.822393;0.123366;0.261670;1.007162;0.000010;0.000010;0.000000;0.150000;
1.014882;0.411394;0.131074;0.500001;0.411394;0.242930;0.553264;0.411402;0.242937;0.539333;-0.822789;0.123426;0.262146;1.007170;0.000010;0.000010;0.000000;0.150000;
1.014946;0.411788;0.131551;0.500001;0.411788;0.243676;0.553430;0.411795;0.243683;0.539476;-0.823576;0.123544;0.263099;1.007184;0.000010;0.000010;0.000000;0.150000;
1.015074;0.412569;0.132506;0.500001;0.412569;0.245168;0.553761;0.412576;0.245175;0.539763;-0.825137;0.123778;0.265008;1.007203;0.000010;0.000010;0.000000;0.150000;
1.015330;0.414104;0.134423;0.500001;0.414104;0.248154;0.554425;0.414111;0.248161;0.540338;-0.828207;0.124238;0.268843;1.007215;0.000010;0.000010;0.000000;0.150000;
1.015842;0.417066;0.138290;0.500001;0.417066;0.254130;0.555755;0.417074;0.254138;0.541498;-0.834133;0.125127;0.276576;1.007141;0.000010;0.000010;0.000000;0.150000;
1.016866;0.422555;0.146150;0.500001;0.422555;0.266098;0.558424;0.422563;0.266106;0.543857;-0.845111;0.126774;0.292297;1.006712;0.000010;0.000010;0.000000;0.150000;
1.017890;0.427454;0.154178;0.500001;0.427454;0.278070;0.561104;0.427462;0.278078;0.546265;-0.854907;0.128243;0.308352;1.006004;0.000010;0.000010;0.000000;0.150000;
1.018914;0.431752;0.162361;0.500001;0.431752;0.290023;0.563789;0.431761;0.290031;0.548720;-0.863504;0.129533;0.324718;1.005124;0.000010;0.000010;0.000000;0.150000;
1.019886;0.435274;0.170260;0.500001;0.435274;0.301331;0.566338;0.435282;0.301339;0.551090;-0.870547;0.130589;0.340516;1.004200;0.000010;0.000010;0.000000;0.150000;
1.019886;0.435271;0.170261;0.500001;0.435271;0.301331;0.566338;0.435281;0.301339;0.551090;-0.870545;0.130589;0.340517;1.004200;0.000010;0.000010;0.000000;0.150000;
1.019887;0.435276;0.170268;0.500001;0.435276;0.301342;0.566341;0.435284;0.301350;0.551093;-0.870551;0.130590;0.340533;1.004199;0.000010;0.000010;0.000000;0.150000;
1.019888;0.435279;0.170276;0.500001;0.435279;0.301353;0.566344;0.435288;0.301362;0.551095;-0.870558;0.130591;0.340549;1.004198;0.000010;0.000010;0.000000;0.150000;
1.019890;0.435286;0.170293;0.500001;0.435286;0.301377;0.566349;0.435294;0.301385;0.551100;-0.870571;0.130593;0.340582;1.004196;0.000010;0.000010;0.000000;0.150000;
1.019894;0.435299;0.170326;0.500001;0.435299;0.301423;0.566359;0.435308;0.301432;0.551110;-0.870598;0.130597;0.340648;1.004192;0.000010;0.000010;0.000000;0.150000;
1.019902;0.435326;0.170391;0.500001;0.435326;0.301516;0.566380;0.435334;0.301524;0.551130;-0.870651;0.130605;0.340779;1.004184;0.000010;0.000010;0.000000;0.150000;
1.019918;0.435379;0.170522;0.500001;0.435379;0.301701;0.566422;0.435388;0.301710;0.551169;-0.870758;0.130621;0.341041;1.004168;0.000010;0.000010;0.000000;0.150000;
1.019950;0.435485;0.170784;0.500001;0.435485;0.302073;0.566506;0.435494;0.302081;0.551248;-0.870970;0.130653;0.341565;1.004136;0.000010;0.000010;0.000000;0.150000;
1.020014;0.435695;0.171309;0.500001;0.435695;0.302815;0.566674;0.435704;0.302824;0.551405;-0.871390;0.130716;0.342615;1.004072;0.000010;0.000010;0.000000;0.150000;
1.020086;0.435928;0.171897;0.500001;0.435928;0.303646;0.566862;0.435936;0.303655;0.551582;-0.871855;0.130785;0.343791;1.004000;0.000010;0.000010;0.000000;0.150000;
1.020087;0.435931;0.171906;0.500001;0.435931;0.303658;0.566864;0.435940;0.303666;0.551584;-0.871861;0.130786;0.343808;1.003999;0.000010;0.000010;0.000000;0.150000;
1.020088;0.435934;0.171914;0.500001;0.435934;0.303669;0.566867;0.435943;0.303678;0.551586;-0.871868;0.130787;0.343824;1.003998;0.000010;0.000010;0.000000;0.150000;
1.020090;0.435940;0.171930;0.500001;0.435940;0.303692;0.566872;0.435949;0.303701;0.551591;-0.871881;0.130789;0.343857;1.003996;0.000010;0.000010;0.000000;0.150000;
1.020094;0.435953;0.171963;0.500001;0.435953;0.303739;0.566883;0.435962;0.303748;0.551601;-0.871907;0.130793;0.343923;1.003992;0.000010;0.000010;0.000000;0.150000;
1.020102;0.435979;0.172029;0.500001;0.435979;0.303831;0.566904;0.435988;0.303840;0.551621;-0.871958;0.130801;0.344054;1.003984;0.000010;0.000010;0.000000;0.150000;
1.020118;0.436030;0.172160;0.500001;0.436030;0.304017;0.566946;0.436039;0.304026;0.551660;-0.872061;0.130816;0.344317;1.003968;0.000010;0.000010;0.000000;0.150000;
1.020150;0.436133;0.172423;0.500001;0.436133;0.304388;0.567029;0.436141;0.304396;0.551739;-0.872265;0.130847;0.344843;1.003936;0.000010;0.000010;0.000000;0.150000;
1.020214;0.436335;0.172949;0.500001;0.436335;0.305129;0.567197;0.436344;0.305138;0.551897;-0.872671;0.130908;0.345895;1.003872;0.000010;0.000010;0.000000;0.150000;
1.020342;0.436734;0.174003;0.500001;0.436734;0.306611;0.567532;0.436742;0.306619;0.552213;-0.873467;0.131027;0.348002;1.003743;0.000010;0.000010;0.000000;0.150000;
1.020598;0.437502;0.176115;0.500001;0.437502;0.309569;0.568202;0.437511;0.309578;0.552847;-0.875004;0.131258;0.352227;1.003485;0.000010;0.000010;0.000000;0.150000;
1.021110;0.438925;0.180357;0.500001;0.438925;0.315467;0.569539;0.438934;0.315476;0.554120;-0.877851;0.131685;0.360710;1.002968;0.000010;0.000010;0.000000;0.150000;
1.022134;0.441326;0.188894;0.500001;0.441326;0.327163;0.572197;0.441335;0.327173;0.556681;-0.882651;0.132405;0.377785;1.001939;0.000010;0.000010;0.000000;0.150000;
1.023158;0.443136;0.197487;0.500001;0.443136;0.338709;0.574830;0.443146;0.338718;0.559259;-0.886273;0.132948;0.394969;1.000929;0.000010;0.000010;0.000000;0.150000;
1.025206;0.445074;0.214697;0.500001;0.445074;0.361207;0.579988;0.445084;0.361217;0.564422;-0.890148;0.133529;0.429389;0.999009;0.000010;0.000010;0.000000;0.150000;
1.027049;0.444967;0.230114;0.500001;0.444967;0.380683;0.584483;0.444977;0.380693;0.569048;-0.889934;0.133496;0.460224;0.997423;0.000010;0.000010;0.000000;0.150000;
1.028892;0.443249;0.245312;0.500001;0.443249;0.399306;0.588806;0.443260;0.399310;0.573608;-0.886499;0.132981;0.490619;0.996003;0.000010;0.000010;0.000000;0.150000;
1.030736;0.440069;0.260164;0.500001;0.440069;0.416979;0.592935;0.440079;0.416981;0.578064;-0.880138;0.132026;0.520323;0.994766;0.000010;0.000010;0.000000;0.150000;
1.031338;0.438753;0.265007;0.500001;0.438753;0.422654;0.594264;0.438764;0.422657;0.579517;-0.877507;0.131631;0.530010;0.994396;0.000010;0.000010;0.000000;0.150000;
1.031338;0.438761;0.265010;0.500001;0.438761;0.422651;0.594264;0.438768;0.422661;0.579517;-0.877515;0.131632;0.530013;0.994396;0.000010;0.000010;0.000000;0.150000;
1.031339;0.438755;0.265016;0.500001;0.438755;0.422660;0.594266;0.438765;0.422670;0.579519;-0.877510;0.131632;0.530029;0.994395;0.000010;0.000010;0.000000;0.150000;
1.031340;0.438753;0.265024;0.500001;0.438753;0.422669;0.594269;0.438763;0.422679;0.579522;-0.877505;0.131631;0.530045;0.994394;0.000010;0.000010;0.000000;0.150000;
1.031342;0.438748;0.265040;0.500001;0.438748;0.422687;0.594273;0.438758;0.422698;0.579527;-0.877496;0.131630;0.530076;0.994393;0.000010;0.000010;0.000000;0.150000;
1.031346;0.438738;0.265072;0.500001;0.438738;0.422724;0.594282;0.438749;0.422735;0.579536;-0.877477;0.131627;0.530140;0.994391;0.000010;0.000010;0.000000;0.150000;
1.031354;0.438720;0.265136;0.500001;0.438720;0.422798;0.594299;0.438730;0.422809;0.579555;-0.877439;0.131621;0.530267;0.994386;0.000010;0.000010;0.000000;0.150000;
1.031370;0.438682;0.265263;0.500001;0.438682;0.422946;0.594334;0.438692;0.422957;0.579593;-0.877364;0.131610;0.530522;0.994377;0.000010;0.000010;0.000000;0.150000;
1.031402;0.438606;0.265518;0.500001;0.438606;0.423242;0.594403;0.438616;0.423252;0.579670;-0.877212;0.131587;0.531031;0.994358;0.000010;0.000010;0.000000;0.150000;
1.031466;0.438453;0.266027;0.500001;0.438453;0.423833;0.594542;0.438464;0.423844;0.579823;-0.876906;0.131541;0.532049;0.994320;0.000010;0.000010;0.000000;0.150000;
1.031594;0.438144;0.267046;0.500001;0.438144;0.425016;0.594820;0.438154;0.425026;0.580128;-0.876288;0.131448;0.534088;0.994245;0.000010;0.000010;0.000000;0.150000;
1.031850;0.437509;0.269087;0.500001;0.437509;0.427380;0.595375;0.437520;0.427391;0.580741;-0.875019;0.131258;0.538170;0.994098;0.000010;0.000010;0.000000;0.150000;
1.032362;0.436176;0.273179;0.500001;0.436176;0.432104;0.596484;0.436187;0.432114;0.581968;-0.872353;0.130858;0.546353;0.993812;0.000010;0.000010;0.000000;0.150000;
1.033386;0.433253;0.281385;0.500001;0.433253;0.441516;0.598696;0.433264;0.441527;0.584430;-0.866506;0.129981;0.562766;0.993266;0.000010;0.000010;0.000000;0.150000;
1.035434;0.426371;0.297808;0.500001;0.426371;0.460096;0.603065;0.426382;0.460107;0.589358;-0.852741;0.127916;0.595612;0.992240;0.000010;0.000010;0.000000;0.150000;
1.037482;0.418098;0.314139;0.500001;0.418098;0.478234;0.607336;0.418109;0.478242;0.594257;-0.836197;0.125433;0.628273;0.991281;0.000010;0.000010;0.000000;0.150000;
1.039530;0.408446;0.330246;0.500001;0.408446;0.495785;0.611478;0.408457;0.495791;0.599089;-0.816892;0.122537;0.660488;0.990376;0.000010;0.000010;0.000000;0.150000;
1.041578;0.397449;0.346011;0.500001;0.397449;0.512632;0.615465;0.397460;0.512635;0.603819;-0.794897;0.119237;0.692018;0.989525;0.000010;0.000010;0.000000;0.150000;
1.042253;0.393543;0.351106;0.500001;0.393543;0.518007;0.616740;0.393554;0.518008;0.605348;-0.787086;0.118065;0.702208;0.989259;0.000010;0.000010;0.000000;0.150000;
1.042253;0.393551;0.351114;0.500001;0.393551;0.518007;0.616740;0.393558;0.518015;0.605349;-0.787094;0.118067;0.702216;0.989258;0.000010;0.000010;0.000000;0.150000;
