time;GFM_GFM_Control_PFilterPu;GFM_GFM_Control_PFilterRefPu;
14.7590;1.0000;1.0000;
14.7600;1.0000;1.0000;
14.7610;1.0000;1.0000;
14.7620;1.0000;1.0000;
14.7630;1.0000;1.0000;
14.7640;1.0000;1.0000;
14.7650;1.0000;1.0000;
14.7660;1.0000;1.0000;
14.7670;1.0000;1.0000;
14.7680;1.0000;1.0000;
14.7690;1.0000;1.0000;
14.7700;1.0000;1.0000;
14.7710;1.0000;1.0000;
14.7720;1.0000;1.0000;
14.7730;1.0000;1.0000;
14.7740;1.0000;1.0000;
14.7750;1.0000;1.0000;
14.7760;1.0000;1.0000;
14.7770;1.0000;1.0000;
14.7780;1.0000;1.0000;
14.7790;1.0000;1.0000;
14.7800;1.0000;1.0000;
14.7810;1.0000;1.0000;
14.7820;1.0000;1.0000;
14.7830;1.0000;1.0000;
14.7840;1.0000;1.0000;
14.7850;1.0000;1.0000;
14.7860;1.0000;1.0000;
14.7870;1.0000;1.0000;
14.7880;1.0000;1.0000;
14.7890;1.0000;1.0000;
14.7900;1.0000;1.0000;
14.7910;1.0000;1.0000;
14.7920;1.0000;1.0000;
14.7930;1.0000;1.0000;
14.7940;1.0000;1.0000;
14.7950;1.0000;1.0000;
14.7960;1.0000;1.0000;
14.7970;1.0000;1.0000;
14.7980;1.0000;1.0000;
14.7990;1.0000;1.0000;
14.8000;1.0000;1.0000;
14.8010;1.0000;1.0000;
14.8020;1.0000;1.0000;
14.8030;1.0000;1.0000;
14.8040;1.0000;1.0000;
14.8050;1.0000;1.0000;
14.8060;1.0000;1.0000;
14.8070;1.0000;1.0000;
14.8080;1.0000;1.0000;
14.8090;1.0000;1.0000;
14.8100;1.0000;1.0000;
14.8110;1.0000;1.0000;
14.8120;1.0000;1.0000;
14.8130;1.0000;1.0000;
14.8140;1.0000;1.0000;
14.8150;1.0000;1.0000;
14.8160;1.0000;1.0000;
14.8170;1.0000;1.0000;
14.8180;1.0000;1.0000;
14.8190;1.0000;1.0000;
14.8200;1.0000;1.0000;
14.8210;1.0000;1.0000;
14.8220;1.0000;1.0000;
14.8230;1.0000;1.0000;
14.8240;1.0000;1.0000;
14.8250;1.0000;1.0000;
14.8260;1.0000;1.0000;
14.8270;1.0000;1.0000;
14.8280;1.0000;1.0000;
14.8290;1.0000;1.0000;
14.8300;1.0000;1.0000;
14.8310;1.0000;1.0000;
14.8320;1.0000;1.0000;
14.8330;1.0000;1.0000;
14.8340;1.0000;1.0000;
14.8350;1.0000;1.0000;
14.8360;1.0000;1.0000;
14.8370;1.0000;1.0000;
14.8380;1.0000;1.0000;
14.8390;1.0000;1.0000;
14.8400;1.0000;1.0000;
14.8410;1.0000;1.0000;
14.8420;1.0000;1.0000;
14.8430;1.0000;1.0000;
14.8440;1.0000;1.0000;
14.8450;1.0000;1.0000;
14.8460;1.0000;1.0000;
14.8470;1.0000;1.0000;
14.8480;1.0000;1.0000;
14.8490;1.0000;1.0000;
14.8500;1.0000;1.0000;
14.8510;1.0000;1.0000;
14.8520;1.0000;1.0000;
14.8530;1.0000;1.0000;
14.8540;1.0000;1.0000;
14.8550;1.0000;1.0000;
14.8560;1.0000;1.0000;
14.8570;1.0000;1.0000;
14.8580;1.0000;1.0000;
14.8590;1.0000;1.0000;
14.8600;1.0000;1.0000;
14.8610;1.0000;1.0000;
14.8620;1.0000;1.0000;
14.8630;1.0000;1.0000;
14.8640;1.0000;1.0000;
14.8650;1.0000;1.0000;
14.8660;1.0000;1.0000;
14.8670;1.0000;1.0000;
14.8680;1.0000;1.0000;
14.8690;1.0000;1.0000;
14.8700;1.0000;1.0000;
14.8710;1.0000;1.0000;
14.8720;1.0000;1.0000;
14.8730;1.0000;1.0000;
14.8740;1.0000;1.0000;
14.8750;1.0000;1.0000;
14.8760;1.0000;1.0000;
14.8770;1.0000;1.0000;
14.8780;1.0000;1.0000;
14.8790;1.0000;1.0000;
14.8800;1.0000;1.0000;
14.8810;1.0000;1.0000;
14.8820;1.0000;1.0000;
14.8830;1.0000;1.0000;
14.8840;1.0000;1.0000;
14.8850;1.0000;1.0000;
14.8860;1.0000;1.0000;
14.8870;1.0000;1.0000;
14.8880;1.0000;1.0000;
14.8890;1.0000;1.0000;
14.8900;1.0000;1.0000;
14.8910;1.0000;1.0000;
14.8920;1.0000;1.0000;
14.8930;1.0000;1.0000;
14.8940;1.0000;1.0000;
14.8950;1.0000;1.0000;
14.8960;1.0000;1.0000;
14.8970;1.0000;1.0000;
14.8980;1.0000;1.0000;
14.8990;1.0000;1.0000;
14.9000;1.0000;1.0000;
14.9010;1.0000;1.0000;
14.9020;1.0000;1.0000;
14.9030;1.0000;1.0000;
14.9040;1.0000;1.0000;
14.9050;1.0000;1.0000;
14.9060;1.0000;1.0000;
14.9070;1.0000;1.0000;
14.9080;1.0000;1.0000;
14.9090;1.0000;1.0000;
14.9100;1.0000;1.0000;
14.9110;1.0000;1.0000;
14.9120;1.0000;1.0000;
14.9130;1.0000;1.0000;
14.9140;1.0000;1.0000;
14.9150;1.0000;1.0000;
14.9160;1.0000;1.0000;
14.9170;1.0000;1.0000;
14.9180;1.0000;1.0000;
14.9190;1.0000;1.0000;
14.9200;1.0000;1.0000;
14.9210;1.0000;1.0000;
14.9220;1.0000;1.0000;
14.9230;1.0000;1.0000;
14.9240;1.0000;1.0000;
14.9250;1.0000;1.0000;
14.9260;1.0000;1.0000;
14.9270;1.0000;1.0000;
14.9280;1.0000;1.0000;
14.9290;1.0000;1.0000;
14.9300;1.0000;1.0000;
14.9310;1.0000;1.0000;
14.9320;1.0000;1.0000;
14.9330;1.0000;1.0000;
14.9340;1.0000;1.0000;
14.9350;1.0000;1.0000;
14.9360;1.0000;1.0000;
14.9370;1.0000;1.0000;
14.9380;1.0000;1.0000;
14.9390;1.0000;1.0000;
14.9400;1.0000;1.0000;
14.9410;1.0000;1.0000;
14.9420;1.0000;1.0000;
14.9430;1.0000;1.0000;
14.9440;1.0000;1.0000;
14.9450;1.0000;1.0000;
14.9460;1.0000;1.0000;
14.9470;1.0000;1.0000;
14.9480;1.0000;1.0000;
14.9490;1.0000;1.0000;
14.9500;1.0000;1.0000;
14.9510;1.0000;1.0000;
14.9520;1.0000;1.0000;
14.9530;1.0000;1.0000;
14.9540;1.0000;1.0000;
14.9550;1.0000;1.0000;
14.9560;1.0000;1.0000;
14.9570;1.0000;1.0000;
14.9580;1.0000;1.0000;
14.9590;1.0000;1.0000;
14.9600;1.0000;1.0000;
14.9610;1.0000;1.0000;
14.9620;1.0000;1.0000;
14.9630;1.0000;1.0000;
14.9640;1.0000;1.0000;
14.9650;1.0000;1.0000;
14.9660;1.0000;1.0000;
14.9670;1.0000;1.0000;
14.9680;1.0000;1.0000;
14.9690;1.0000;1.0000;
14.9700;1.0000;1.0000;
14.9710;1.0000;1.0000;
14.9720;1.0000;1.0000;
14.9730;1.0000;1.0000;
14.9740;1.0000;1.0000;
14.9750;1.0000;1.0000;
14.9760;1.0000;1.0000;
14.9770;1.0000;1.0000;
14.9780;1.0000;1.0000;
14.9790;1.0000;1.0000;
14.9800;1.0000;1.0000;
14.9810;1.0000;1.0000;
14.9820;1.0000;1.0000;
14.9830;1.0000;1.0000;
14.9840;1.0000;1.0000;
14.9850;1.0000;1.0000;
14.9860;1.0000;1.0000;
14.9870;1.0000;1.0000;
14.9880;1.0000;1.0000;
14.9890;1.0000;1.0000;
14.9900;1.0000;1.0000;
14.9910;1.0000;1.0000;
14.9920;1.0000;1.0000;
14.9930;1.0000;1.0000;
14.9940;1.0000;1.0000;
14.9950;1.0000;1.0000;
14.9960;1.0000;1.0000;
14.9970;1.0000;1.0000;
14.9980;1.0000;1.0000;
14.9990;1.0000;1.0000;
15.0000;1.0000;1.0000;
15.0010;1.0000;1.0000;
15.0020;1.0000;1.0000;
15.0030;1.0000;1.0000;
15.0040;1.0000;1.0000;
15.0050;1.0000;1.0000;
15.0060;1.0000;1.0000;
15.0070;1.0000;1.0000;
15.0080;1.0000;1.0000;
15.0090;1.0000;1.0000;
15.0100;1.0000;1.0000;
15.0110;1.0000;1.0000;
15.0120;1.0000;1.0000;
15.0130;1.0000;1.0000;
15.0140;1.0000;1.0000;
15.0150;1.0000;1.0000;
15.0160;1.0000;1.0000;
15.0170;1.0000;1.0000;
15.0180;1.0000;1.0000;
15.0190;1.0000;1.0000;
15.0200;1.0000;1.0000;
15.0210;1.0000;1.0000;
15.0220;1.0000;1.0000;
15.0230;1.0000;1.0000;
15.0240;1.0000;1.0000;
15.0250;1.0000;1.0000;
15.0260;1.0000;1.0000;
15.0270;1.0000;1.0000;
15.0280;1.0000;1.0000;
15.0290;1.0000;1.0000;
15.0300;1.0000;1.0000;
15.0310;1.0000;1.0000;
15.0320;1.0000;1.0000;
15.0330;1.0000;1.0000;
15.0340;1.0000;1.0000;
15.0350;1.0000;1.0000;
15.0360;1.0000;1.0000;
15.0370;1.0000;1.0000;
15.0380;1.0000;1.0000;
15.0390;1.0000;1.0000;
15.0400;1.0000;1.0000;
15.0410;1.0000;1.0000;
15.0420;1.0000;1.0000;
15.0430;1.0000;1.0000;
15.0440;1.0000;1.0000;
15.0450;1.0000;1.0000;
15.0460;1.0000;1.0000;
15.0470;1.0000;1.0000;
15.0480;1.0000;1.0000;
15.0490;1.0000;1.0000;
15.0500;1.0000;1.0000;
15.0510;1.0000;1.0000;
15.0520;1.0000;1.0000;
15.0530;1.0000;1.0000;
15.0540;1.0000;1.0000;
15.0550;1.0000;1.0000;
15.0560;1.0000;1.0000;
15.0570;1.0000;1.0000;
15.0580;1.0000;1.0000;
15.0590;1.0000;1.0000;
15.0600;1.0000;1.0000;
15.0610;1.0000;1.0000;
15.0620;1.0000;1.0000;
15.0630;1.0000;1.0000;
15.0640;1.0000;1.0000;
15.0650;1.0000;1.0000;
15.0660;1.0000;1.0000;
15.0670;1.0000;1.0000;
15.0680;1.0000;1.0000;
15.0690;1.0000;1.0000;
15.0700;1.0000;1.0000;
15.0710;1.0000;1.0000;
15.0720;1.0000;1.0000;
15.0730;1.0000;1.0000;
15.0740;1.0000;1.0000;
15.0750;1.0000;1.0000;
15.0760;1.0000;1.0000;
15.0770;1.0000;1.0000;
15.0780;1.0000;1.0000;
15.0790;1.0000;1.0000;
15.0800;1.0000;1.0000;
15.0810;1.0000;1.0000;
15.0820;1.0000;1.0000;
15.0830;1.0000;1.0000;
15.0840;1.0000;1.0000;
15.0850;1.0000;1.0000;
15.0860;1.0000;1.0000;
15.0870;1.0000;1.0000;
15.0880;1.0000;1.0000;
15.0890;1.0000;1.0000;
15.0900;1.0000;1.0000;
15.0910;1.0000;1.0000;
15.0920;1.0000;1.0000;
15.0930;1.0000;1.0000;
15.0940;1.0000;1.0000;
15.0950;1.0000;1.0000;
15.0960;1.0000;1.0000;
15.0970;1.0000;1.0000;
15.0980;1.0000;1.0000;
15.0990;1.0000;1.0000;
15.1000;1.0000;1.0000;
15.1010;1.0000;1.0000;
15.1020;1.0000;1.0000;
15.1030;1.0000;1.0000;
15.1040;1.0000;1.0000;
15.1050;1.0000;1.0000;
15.1060;1.0000;1.0000;
15.1070;1.0000;1.0000;
15.1080;1.0000;1.0000;
15.1090;1.0000;1.0000;
15.1100;1.0000;1.0000;
15.1110;1.0000;1.0000;
15.1120;1.0000;1.0000;
15.1130;1.0000;1.0000;
15.1140;1.0000;1.0000;
15.1150;1.0000;1.0000;
15.1160;1.0000;1.0000;
15.1170;1.0000;1.0000;
15.1180;1.0000;1.0000;
15.1190;1.0000;1.0000;
15.1200;1.0000;1.0000;
15.1210;1.0000;1.0000;
15.1220;1.0000;1.0000;
15.1230;1.0000;1.0000;
15.1240;1.0000;1.0000;
15.1250;1.0000;1.0000;
15.1260;1.0000;1.0000;
15.1270;1.0000;1.0000;
15.1280;1.0000;1.0000;
15.1290;1.0000;1.0000;
15.1300;1.0000;1.0000;
15.1310;1.0000;1.0000;
15.1320;1.0000;1.0000;
15.1330;1.0000;1.0000;
15.1340;1.0000;1.0000;
15.1350;1.0000;1.0000;
15.1360;1.0000;1.0000;
15.1370;1.0000;1.0000;
15.1380;1.0000;1.0000;
15.1390;1.0000;1.0000;
15.1400;1.0000;1.0000;
15.1410;1.0000;1.0000;
15.1420;1.0000;1.0000;
15.1430;1.0000;1.0000;
15.1440;1.0000;1.0000;
15.1450;1.0000;1.0000;
15.1460;1.0000;1.0000;
15.1470;1.0000;1.0000;
15.1480;1.0000;1.0000;
15.1490;1.0000;1.0000;
15.1500;1.0000;1.0000;
15.1510;1.0000;1.0000;
15.1520;1.0000;1.0000;
15.1530;1.0000;1.0000;
15.1540;1.0000;1.0000;
15.1550;1.0000;1.0000;
15.1560;1.0000;1.0000;
15.1570;1.0000;1.0000;
15.1580;1.0000;1.0000;
15.1590;1.0000;1.0000;
15.1600;1.0000;1.0000;
15.1610;1.0000;1.0000;
15.1620;1.0000;1.0000;
15.1630;1.0000;1.0000;
15.1640;1.0000;1.0000;
15.1650;1.0000;1.0000;
15.1660;1.0000;1.0000;
15.1670;1.0000;1.0000;
15.1680;1.0000;1.0000;
15.1690;1.0000;1.0000;
15.1700;1.0000;1.0000;
15.1710;1.0000;1.0000;
15.1720;1.0000;1.0000;
15.1730;1.0000;1.0000;
15.1740;1.0000;1.0000;
15.1750;1.0000;1.0000;
15.1760;1.0000;1.0000;
15.1770;1.0000;1.0000;
15.1780;1.0000;1.0000;
15.1790;1.0000;1.0000;
15.1800;1.0000;1.0000;
15.1810;1.0000;1.0000;
15.1820;1.0000;1.0000;
15.1830;1.0000;1.0000;
15.1840;1.0000;1.0000;
15.1850;1.0000;1.0000;
15.1860;1.0000;1.0000;
15.1870;1.0000;1.0000;
15.1880;1.0000;1.0000;
15.1890;1.0000;1.0000;
15.1900;1.0000;1.0000;
15.1910;1.0000;1.0000;
15.1920;1.0000;1.0000;
15.1930;1.0000;1.0000;
15.1940;1.0000;1.0000;
15.1950;1.0000;1.0000;
15.1960;1.0000;1.0000;
15.1970;1.0000;1.0000;
15.1980;1.0000;1.0000;
15.1990;1.0000;1.0000;
15.2000;1.0000;1.0000;
15.2010;1.0000;1.0000;
15.2020;1.0000;1.0000;
15.2030;1.0000;1.0000;
15.2040;1.0000;1.0000;
15.2050;1.0000;1.0000;
15.2060;1.0000;1.0000;
15.2070;1.0000;1.0000;
15.2080;1.0000;1.0000;
15.2090;1.0000;1.0000;
15.2100;1.0000;1.0000;
15.2110;1.0000;1.0000;
15.2120;1.0000;1.0000;
15.2130;1.0000;1.0000;
15.2140;1.0000;1.0000;
15.2150;1.0000;1.0000;
15.2160;1.0000;1.0000;
15.2170;1.0000;1.0000;
15.2180;1.0000;1.0000;
15.2190;1.0000;1.0000;
15.2200;1.0000;1.0000;
15.2210;1.0000;1.0000;
15.2220;1.0000;1.0000;
15.2230;1.0000;1.0000;
15.2240;1.0000;1.0000;
15.2250;1.0000;1.0000;
15.2260;1.0000;1.0000;
15.2270;1.0000;1.0000;
15.2280;1.0000;1.0000;
15.2290;1.0000;1.0000;
15.2300;1.0000;1.0000;
15.2310;1.0000;1.0000;
15.2320;1.0000;1.0000;
15.2330;1.0000;1.0000;
15.2340;1.0000;1.0000;
15.2350;1.0000;1.0000;
15.2360;1.0000;1.0000;
15.2370;1.0000;1.0000;
15.2380;1.0000;1.0000;
15.2390;1.0000;1.0000;
15.2400;1.0000;1.0000;
15.2410;1.0000;1.0000;
15.2420;1.0000;1.0000;
15.2430;1.0000;1.0000;
15.2440;1.0000;1.0000;
15.2450;1.0000;1.0000;
15.2460;1.0000;1.0000;
15.2470;1.0000;1.0000;
15.2480;1.0000;1.0000;
15.2490;1.0000;1.0000;
15.2500;1.0000;1.0000;
15.2510;1.0000;1.0000;
15.2520;1.0000;1.0000;
15.2530;1.0000;1.0000;
15.2540;1.0000;1.0000;
15.2550;1.0000;1.0000;
15.2560;1.0000;1.0000;
15.2570;1.0000;1.0000;
15.2580;1.0000;1.0000;
15.2590;1.0000;1.0000;
15.2600;1.0000;1.0000;
15.2610;1.0000;1.0000;
15.2620;1.0000;1.0000;
15.2630;1.0000;1.0000;
15.2640;1.0000;1.0000;
15.2650;1.0000;1.0000;
15.2660;1.0000;1.0000;
15.2670;1.0000;1.0000;
15.2680;1.0000;1.0000;
15.2690;1.0000;1.0000;
15.2700;1.0000;1.0000;
15.2710;1.0000;1.0000;
15.2720;1.0000;1.0000;
15.2730;1.0000;1.0000;
15.2740;1.0000;1.0000;
15.2750;1.0000;1.0000;
15.2760;1.0000;1.0000;
15.2770;1.0000;1.0000;
15.2780;1.0000;1.0000;
15.2790;1.0000;1.0000;
15.2800;1.0000;1.0000;
15.2810;1.0000;1.0000;
15.2820;1.0000;1.0000;
15.2830;1.0000;1.0000;
15.2840;1.0000;1.0000;
15.2850;1.0000;1.0000;
15.2860;1.0000;1.0000;
15.2870;1.0000;1.0000;
15.2880;1.0000;1.0000;
15.2890;1.0000;1.0000;
15.2900;1.0000;1.0000;
15.2910;1.0000;1.0000;
15.2920;1.0000;1.0000;
15.2930;1.0000;1.0000;
15.2940;1.0000;1.0000;
15.2950;1.0000;1.0000;
15.2960;1.0000;1.0000;
15.2970;1.0000;1.0000;
15.2980;1.0000;1.0000;
15.2990;1.0000;1.0000;
15.3000;1.0000;1.0000;
15.3010;1.0000;1.0000;
15.3020;1.0000;1.0000;
15.3030;1.0000;1.0000;
15.3040;1.0000;1.0000;
15.3050;1.0000;1.0000;
15.3060;1.0000;1.0000;
15.3070;1.0000;1.0000;
15.3080;1.0000;1.0000;
15.3090;1.0000;1.0000;
15.3100;1.0000;1.0000;
15.3110;1.0000;1.0000;
15.3120;1.0000;1.0000;
15.3130;1.0000;1.0000;
15.3140;1.0000;1.0000;
15.3150;1.0000;1.0000;
15.3160;1.0000;1.0000;
15.3170;1.0000;1.0000;
15.3180;1.0000;1.0000;
15.3190;1.0000;1.0000;
15.3200;1.0000;1.0000;
15.3210;1.0000;1.0000;
15.3220;1.0000;1.0000;
15.3230;1.0000;1.0000;
15.3240;1.0000;1.0000;
15.3250;1.0000;1.0000;
15.3260;1.0000;1.0000;
15.3270;1.0000;1.0000;
15.3280;1.0000;1.0000;
15.3290;1.0000;1.0000;
15.3300;1.0000;1.0000;
15.3310;1.0000;1.0000;
15.3320;1.0000;1.0000;
15.3330;1.0000;1.0000;
15.3340;1.0000;1.0000;
15.3350;1.0000;1.0000;
15.3360;1.0000;1.0000;
15.3370;1.0000;1.0000;
15.3380;1.0000;1.0000;
15.3390;1.0000;1.0000;
15.3400;1.0000;1.0000;
15.3410;1.0000;1.0000;
15.3420;1.0000;1.0000;
15.3430;1.0000;1.0000;
15.3440;1.0000;1.0000;
15.3450;1.0000;1.0000;
15.3460;1.0000;1.0000;
15.3470;1.0000;1.0000;
15.3480;1.0000;1.0000;
15.3490;1.0000;1.0000;
15.3500;1.0000;1.0000;
15.3510;1.0000;1.0000;
15.3520;1.0000;1.0000;
15.3530;1.0000;1.0000;
15.3540;1.0000;1.0000;
15.3550;1.0000;1.0000;
15.3560;1.0000;1.0000;
15.3570;1.0000;1.0000;
15.3580;1.0000;1.0000;
15.3590;1.0000;1.0000;
15.3600;1.0000;1.0000;
15.3610;1.0000;1.0000;
15.3620;1.0000;1.0000;
15.3630;1.0000;1.0000;
15.3640;1.0000;1.0000;
15.3650;1.0000;1.0000;
15.3660;1.0000;1.0000;
15.3670;1.0000;1.0000;
15.3680;1.0000;1.0000;
15.3690;1.0000;1.0000;
15.3700;1.0000;1.0000;
15.3710;1.0000;1.0000;
15.3720;1.0000;1.0000;
15.3730;1.0000;1.0000;
15.3740;1.0000;1.0000;
15.3750;1.0000;1.0000;
15.3760;1.0000;1.0000;
15.3770;1.0000;1.0000;
15.3780;1.0000;1.0000;
15.3790;1.0000;1.0000;
15.3800;1.0000;1.0000;
15.3810;1.0000;1.0000;
15.3820;1.0000;1.0000;
15.3830;1.0000;1.0000;
15.3840;1.0000;1.0000;
15.3850;1.0000;1.0000;
15.3860;1.0000;1.0000;
15.3870;1.0000;1.0000;
15.3880;1.0000;1.0000;
15.3890;1.0000;1.0000;
15.3900;1.0000;1.0000;
15.3910;1.0000;1.0000;
15.3920;1.0000;1.0000;
15.3930;1.0000;1.0000;
15.3940;1.0000;1.0000;
15.3950;1.0000;1.0000;
15.3960;1.0000;1.0000;
15.3970;1.0000;1.0000;
15.3980;1.0000;1.0000;
15.3990;1.0000;1.0000;
15.4000;1.0000;1.0000;
15.4010;1.0000;1.0000;
15.4020;1.0000;1.0000;
15.4030;1.0000;1.0000;
15.4040;1.0000;1.0000;
15.4050;1.0000;1.0000;
15.4060;1.0000;1.0000;
15.4070;1.0000;1.0000;
15.4080;1.0000;1.0000;
15.4090;1.0000;1.0000;
15.4100;1.0000;1.0000;
15.4110;1.0000;1.0000;
15.4120;1.0000;1.0000;
15.4130;1.0000;1.0000;
15.4140;1.0000;1.0000;
15.4150;1.0000;1.0000;
15.4160;1.0000;1.0000;
15.4170;1.0000;1.0000;
15.4180;1.0000;1.0000;
15.4190;1.0000;1.0000;
15.4200;1.0000;1.0000;
15.4210;1.0000;1.0000;
15.4220;1.0000;1.0000;
15.4230;1.0000;1.0000;
15.4240;1.0000;1.0000;
15.4250;1.0000;1.0000;
15.4260;1.0000;1.0000;
15.4270;1.0000;1.0000;
15.4280;1.0000;1.0000;
15.4290;1.0000;1.0000;
15.4300;1.0000;1.0000;
15.4310;1.0000;1.0000;
15.4320;1.0000;1.0000;
15.4330;1.0000;1.0000;
15.4340;1.0000;1.0000;
15.4350;1.0000;1.0000;
15.4360;1.0000;1.0000;
15.4370;1.0000;1.0000;
15.4380;1.0000;1.0000;
15.4390;1.0000;1.0000;
15.4400;1.0000;1.0000;
15.4410;1.0000;1.0000;
15.4420;1.0000;1.0000;
15.4430;1.0000;1.0000;
15.4440;1.0000;1.0000;
15.4450;1.0000;1.0000;
15.4460;1.0000;1.0000;
15.4470;1.0000;1.0000;
15.4480;1.0000;1.0000;
15.4490;1.0000;1.0000;
15.4500;1.0000;1.0000;
15.4510;1.0000;1.0000;
15.4520;1.0000;1.0000;
15.4530;1.0000;1.0000;
15.4540;1.0000;1.0000;
15.4550;1.0000;1.0000;
15.4560;1.0000;1.0000;
15.4570;1.0000;1.0000;
15.4580;1.0000;1.0000;
15.4590;1.0000;1.0000;
15.4600;1.0000;1.0000;
15.4610;1.0000;1.0000;
15.4620;1.0000;1.0000;
15.4630;1.0000;1.0000;
15.4640;1.0000;1.0000;
15.4650;1.0000;1.0000;
15.4660;1.0000;1.0000;
15.4670;1.0000;1.0000;
15.4680;1.0000;1.0000;
15.4690;1.0000;1.0000;
15.4700;1.0000;1.0000;
15.4710;1.0000;1.0000;
15.4720;1.0000;1.0000;
15.4730;1.0000;1.0000;
15.4740;1.0000;1.0000;
15.4750;1.0000;1.0000;
15.4760;1.0000;1.0000;
15.4770;1.0000;1.0000;
15.4780;1.0000;1.0000;
15.4790;1.0000;1.0000;
15.4800;1.0000;1.0000;
15.4810;1.0000;1.0000;
15.4820;1.0000;1.0000;
15.4830;1.0000;1.0000;
15.4840;1.0000;1.0000;
15.4850;1.0000;1.0000;
15.4860;1.0000;1.0000;
15.4870;1.0000;1.0000;
15.4880;1.0000;1.0000;
15.4890;1.0000;1.0000;
15.4900;1.0000;1.0000;
15.4910;1.0000;1.0000;
15.4920;1.0000;1.0000;
15.4930;1.0000;1.0000;
15.4940;1.0000;1.0000;
15.4950;1.0000;1.0000;
15.4960;1.0000;1.0000;
15.4970;1.0000;1.0000;
15.4980;1.0000;1.0000;
15.4990;1.0000;1.0000;
15.5000;1.0000;1.0000;
15.5010;1.0000;1.0000;
15.5020;1.0000;1.0000;
15.5030;1.0000;1.0000;
15.5040;1.0000;1.0000;
15.5050;1.0000;1.0000;
15.5060;1.0000;1.0000;
15.5070;1.0000;1.0000;
15.5080;1.0000;1.0000;
15.5090;1.0000;1.0000;
15.5100;1.0000;1.0000;
15.5110;1.0000;1.0000;
15.5120;1.0000;1.0000;
15.5130;1.0000;1.0000;
15.5140;1.0000;1.0000;
15.5150;1.0000;1.0000;
15.5160;1.0000;1.0000;
15.5170;1.0000;1.0000;
15.5180;1.0000;1.0000;
15.5190;1.0000;1.0000;
15.5200;1.0000;1.0000;
15.5210;1.0000;1.0000;
15.5220;1.0000;1.0000;
15.5230;1.0000;1.0000;
15.5240;1.0000;1.0000;
15.5250;1.0000;1.0000;
15.5260;1.0000;1.0000;
15.5270;1.0000;1.0000;
15.5280;1.0000;1.0000;
15.5290;1.0000;1.0000;
15.5300;1.0000;1.0000;
15.5310;1.0000;1.0000;
15.5320;1.0000;1.0000;
15.5330;1.0000;1.0000;
15.5340;1.0000;1.0000;
15.5350;1.0000;1.0000;
15.5360;1.0000;1.0000;
15.5370;1.0000;1.0000;
15.5380;1.0000;1.0000;
15.5390;1.0000;1.0000;
15.5400;1.0000;1.0000;
15.5410;1.0000;1.0000;
15.5420;1.0000;1.0000;
15.5430;1.0000;1.0000;
15.5440;1.0000;1.0000;
15.5450;1.0000;1.0000;
15.5460;1.0000;1.0000;
15.5470;1.0000;1.0000;
15.5480;1.0000;1.0000;
15.5490;1.0000;1.0000;
15.5500;1.0000;1.0000;
15.5510;1.0000;1.0000;
15.5520;1.0000;1.0000;
15.5530;1.0000;1.0000;
15.5540;1.0000;1.0000;
15.5550;1.0000;1.0000;
15.5560;1.0000;1.0000;
15.5570;1.0000;1.0000;
15.5580;1.0000;1.0000;
15.5590;1.0000;1.0000;
15.5600;1.0000;1.0000;
15.5610;1.0000;1.0000;
15.5620;1.0000;1.0000;
15.5630;1.0000;1.0000;
15.5640;1.0000;1.0000;
15.5650;1.0000;1.0000;
15.5660;1.0000;1.0000;
15.5670;1.0000;1.0000;
15.5680;1.0000;1.0000;
15.5690;1.0000;1.0000;
15.5700;1.0000;1.0000;
15.5710;1.0000;1.0000;
15.5720;1.0000;1.0000;
15.5730;1.0000;1.0000;
15.5740;1.0000;1.0000;
15.5750;1.0000;1.0000;
15.5760;1.0000;1.0000;
15.5770;1.0000;1.0000;
15.5780;1.0000;1.0000;
15.5790;1.0000;1.0000;
15.5800;1.0000;1.0000;
15.5810;1.0000;1.0000;
15.5820;1.0000;1.0000;
15.5830;1.0000;1.0000;
15.5840;1.0000;1.0000;
15.5850;1.0000;1.0000;
15.5860;1.0000;1.0000;
15.5870;1.0000;1.0000;
15.5880;1.0000;1.0000;
15.5890;1.0000;1.0000;
15.5900;1.0000;1.0000;
15.5910;1.0000;1.0000;
15.5920;1.0000;1.0000;
15.5930;1.0000;1.0000;
15.5940;1.0000;1.0000;
15.5950;1.0000;1.0000;
15.5960;1.0000;1.0000;
15.5970;1.0000;1.0000;
15.5980;1.0000;1.0000;
15.5990;1.0000;1.0000;
15.6000;1.0000;1.0000;
15.6010;1.0000;1.0000;
15.6020;1.0000;1.0000;
15.6030;1.0000;1.0000;
15.6040;1.0000;1.0000;
15.6050;1.0000;1.0000;
15.6060;1.0000;1.0000;
15.6070;1.0000;1.0000;
15.6080;1.0000;1.0000;
15.6090;1.0000;1.0000;
15.6100;1.0000;1.0000;
15.6110;1.0000;1.0000;
15.6120;1.0000;1.0000;
15.6130;1.0000;1.0000;
15.6140;1.0000;1.0000;
15.6150;1.0000;1.0000;
15.6160;1.0000;1.0000;
15.6170;1.0000;1.0000;
15.6180;1.0000;1.0000;
15.6190;1.0000;1.0000;
15.6200;1.0000;1.0000;
15.6210;1.0000;1.0000;
15.6220;1.0000;1.0000;
15.6230;1.0000;1.0000;
15.6240;1.0000;1.0000;
15.6250;1.0000;1.0000;
15.6260;1.0000;1.0000;
15.6270;1.0000;1.0000;
15.6280;1.0000;1.0000;
15.6290;1.0000;1.0000;
15.6300;1.0000;1.0000;
