time;HVDC1_converter_omegaPu;HVDC1_control_PRefPu;HVDC1_converter_PFilterPu;HVDC1_converter_QFilterPu;HVDC1_converter_IConvPu;HVDC1_converter_UPu;HVDC2_converter_omegaPu;HVDC2_converter_PFilterPu;HVDC2_converter_QFilterPu;HVDC2_converter_IConvPu;HVDC2_converter_UPu;INF_converter_omegaPu;INF_converter_PFilterPu;INF_converter_QFilterPu;INF_converter_IConvPu;INF_converter_UPu;WP1_WPP4A_pll_omegaPLLPu;WP1_WPP4A_injector_PInjPuSn;WP1_WPP4A_injector_QInjPuSn;WP1_WPP4A_injector_UPu;WP2_WPP4A_pll_omegaPLLPu;WP2_WPP4A_PRefPu;WP2_WPP4A_injector_PInjPuSn;WP2_WPP4A_injector_QInjPuSn;WP2_WPP4A_injector_UPu;
2.42100;0.99963;0.87000;0.88915;0.13609;0.87139;1.00292;0.99960;0.88795;0.24072;0.86617;1.00304;1.00005;0.01659;0.18217;0.09761;1.05065;0.99945;0.87096;0.13371;1.02072;0.99896;0.77000;0.84926;0.16093;1.03261;
2.42400;0.99963;0.87000;0.88928;0.13534;0.87146;1.00308;0.99959;0.88807;0.23993;0.86613;1.00321;1.00004;0.01680;0.18173;0.09725;1.05073;0.99945;0.87094;0.13360;1.02097;0.99896;0.77000;0.84833;0.16078;1.03296;
2.42700;0.99963;0.87000;0.88941;0.13460;0.87152;1.00324;0.99959;0.88818;0.23914;0.86608;1.00337;1.00004;0.01700;0.18130;0.09689;1.05080;0.99945;0.87091;0.13349;1.02121;0.99897;0.77000;0.84741;0.16064;1.03331;
2.43000;0.99962;0.87000;0.88953;0.13387;0.87158;1.00339;0.99959;0.88830;0.23835;0.86604;1.00354;1.00003;0.01721;0.18087;0.09653;1.05087;0.99944;0.87088;0.13338;1.02146;0.99897;0.77000;0.84649;0.16049;1.03366;
2.43300;0.99962;0.87000;0.88965;0.13313;0.87164;1.00355;0.99959;0.88841;0.23757;0.86600;1.00370;1.00003;0.01742;0.18045;0.09617;1.05095;0.99944;0.87086;0.13328;1.02170;0.99897;0.77000;0.84558;0.16034;1.03400;
2.43300;0.99962;0.87000;0.88965;0.13313;0.87164;1.00355;0.99959;0.88841;0.23757;0.86600;1.00370;1.00003;0.01742;0.18045;0.09617;1.05095;0.99943;0.87086;0.13327;1.02170;0.99895;0.77000;0.84558;0.16034;1.03401;
2.43600;0.99962;0.87000;0.88977;0.13241;0.87170;1.00370;0.99958;0.88851;0.23679;0.86595;1.00386;1.00002;0.01763;0.18002;0.09582;1.05102;0.99944;0.87083;0.13317;1.02194;0.99898;0.77000;0.84467;0.16019;1.03434;
2.43900;0.99962;0.87000;0.88989;0.13169;0.87175;1.00385;0.99958;0.88862;0.23602;0.86591;1.00402;1.00002;0.01783;0.17960;0.09547;1.05109;0.99944;0.87080;0.13306;1.02218;0.99898;0.77000;0.84377;0.16005;1.03468;
2.44200;0.99961;0.87000;0.89000;0.13097;0.87181;1.00401;0.99958;0.88872;0.23526;0.86586;1.00418;1.00002;0.01804;0.17918;0.09513;1.05116;0.99944;0.87077;0.13296;1.02242;0.99898;0.77000;0.84288;0.15990;1.03502;
2.44500;0.99961;0.87000;0.89012;0.13026;0.87186;1.00416;0.99958;0.88882;0.23450;0.86581;1.00434;1.00001;0.01824;0.17877;0.09479;1.05124;0.99944;0.87075;0.13285;1.02266;0.99899;0.77000;0.84199;0.15976;1.03535;
2.44800;0.99961;0.87000;0.89023;0.12955;0.87191;1.00431;0.99957;0.88892;0.23375;0.86577;1.00450;1.00001;0.01845;0.17836;0.09445;1.05131;0.99944;0.87072;0.13274;1.02289;0.99899;0.77000;0.84111;0.15961;1.03568;
2.45100;0.99961;0.87000;0.89033;0.12885;0.87196;1.00446;0.99957;0.88901;0.23300;0.86572;1.00466;1.00000;0.01865;0.17795;0.09411;1.05138;0.99944;0.87069;0.13264;1.02312;0.99899;0.77000;0.84023;0.15947;1.03601;
2.45400;0.99960;0.87000;0.89044;0.12815;0.87201;1.00460;0.99957;0.88910;0.23226;0.86567;1.00481;1.00000;0.01885;0.17754;0.09378;1.05145;0.99944;0.87067;0.13254;1.02335;0.99900;0.77000;0.83936;0.15933;1.03633;
2.45700;0.99960;0.87000;0.89054;0.12746;0.87206;1.00475;0.99957;0.88920;0.23152;0.86562;1.00497;1.00000;0.01905;0.17714;0.09345;1.05152;0.99944;0.87064;0.13243;1.02358;0.99900;0.77000;0.83849;0.15918;1.03666;
2.46000;0.99960;0.87000;0.89064;0.12678;0.87210;1.00490;0.99957;0.88928;0.23079;0.86557;1.00512;0.99999;0.01926;0.17674;0.09312;1.05159;0.99944;0.87061;0.13233;1.02381;0.99900;0.77000;0.83763;0.15904;1.03697;
2.46300;0.99960;0.87000;0.89074;0.12609;0.87215;1.00504;0.99956;0.88937;0.23007;0.86552;1.00527;0.99999;0.01946;0.17634;0.09280;1.05166;0.99944;0.87058;0.13223;1.02404;0.99901;0.77000;0.83678;0.15890;1.03729;
2.46600;0.99960;0.87000;0.89084;0.12542;0.87219;1.00519;0.99956;0.88945;0.22935;0.86547;1.00542;0.99998;0.01965;0.17595;0.09248;1.05173;0.99944;0.87056;0.13213;1.02426;0.99901;0.77000;0.83593;0.15876;1.03760;
2.46900;0.99959;0.87000;0.89093;0.12475;0.87223;1.00533;0.99956;0.88954;0.22863;0.86542;1.00557;0.99998;0.01985;0.17556;0.09216;1.05179;0.99944;0.87053;0.13203;1.02448;0.99901;0.77000;0.83509;0.15862;1.03791;
2.47200;0.99959;0.87000;0.89102;0.12408;0.87227;1.00547;0.99956;0.88961;0.22792;0.86536;1.00572;0.99998;0.02005;0.17517;0.09185;1.05186;0.99944;0.87050;0.13193;1.02470;0.99902;0.77000;0.83425;0.15848;1.03821;
2.47500;0.99959;0.87000;0.89111;0.12342;0.87231;1.00561;0.99956;0.88969;0.22722;0.86531;1.00587;0.99997;0.02025;0.17479;0.09154;1.05193;0.99944;0.87047;0.13183;1.02492;0.99902;0.77000;0.83342;0.15834;1.03852;
2.47800;0.99959;0.87000;0.89120;0.12277;0.87235;1.00575;0.99955;0.88977;0.22653;0.86526;1.00602;0.99997;0.02044;0.17440;0.09123;1.05200;0.99944;0.87045;0.13173;1.02514;0.99903;0.77000;0.83259;0.15820;1.03882;
2.48100;0.99959;0.87000;0.89129;0.12212;0.87239;1.00589;0.99955;0.88984;0.22584;0.86520;1.00616;0.99996;0.02064;0.17403;0.09093;1.05206;0.99944;0.87042;0.13163;1.02535;0.99903;0.77000;0.83177;0.15806;1.03911;
2.48400;0.99958;0.87000;0.89137;0.12147;0.87242;1.00603;0.99955;0.88991;0.22515;0.86515;1.00631;0.99996;0.02083;0.17365;0.09063;1.05213;0.99944;0.87039;0.13153;1.02557;0.99903;0.77000;0.83096;0.15792;1.03941;
2.48400;0.99958;0.87000;0.89137;0.12148;0.87242;1.00603;0.99955;0.88991;0.22515;0.86515;1.00631;0.99996;0.02083;0.17365;0.09063;1.05214;0.99941;0.87040;0.13153;1.02557;0.99900;0.77000;0.83097;0.15792;1.03941;
2.48700;0.99958;0.87000;0.89145;0.12084;0.87246;1.00617;0.99955;0.88998;0.22447;0.86509;1.00645;0.99996;0.02102;0.17328;0.09033;1.05219;0.99944;0.87037;0.13144;1.02578;0.99904;0.77000;0.83016;0.15779;1.03970;
2.49000;0.99958;0.87000;0.89153;0.12020;0.87249;1.00630;0.99955;0.89005;0.22380;0.86504;1.00659;0.99995;0.02122;0.17291;0.09004;1.05226;0.99944;0.87034;0.13134;1.02599;0.99904;0.77000;0.82936;0.15765;1.03999;
2.49300;0.99958;0.87000;0.89161;0.11957;0.87252;1.00644;0.99955;0.89011;0.22313;0.86498;1.00673;0.99995;0.02141;0.17254;0.08975;1.05232;0.99944;0.87031;0.13124;1.02619;0.99904;0.77000;0.82856;0.15751;1.04027;
2.49600;0.99958;0.87000;0.89169;0.11895;0.87255;1.00657;0.99954;0.89018;0.22247;0.86493;1.00687;0.99994;0.02160;0.17218;0.08946;1.05239;0.99944;0.87028;0.13115;1.02640;0.99905;0.77000;0.82777;0.15738;1.04055;
2.49900;0.99957;0.87000;0.89176;0.11833;0.87258;1.00670;0.99954;0.89024;0.22182;0.86487;1.00701;0.99994;0.02179;0.17182;0.08918;1.05245;0.99944;0.87026;0.13105;1.02660;0.99905;0.77000;0.82699;0.15724;1.04083;
2.50200;0.99957;0.87000;0.89183;0.11772;0.87261;1.00683;0.99954;0.89030;0.22117;0.86481;1.00715;0.99994;0.02197;0.17146;0.08890;1.05252;0.99944;0.87023;0.13096;1.02680;0.99906;0.77000;0.82622;0.15710;1.04111;
2.50500;0.99957;0.87000;0.89190;0.11712;0.87264;1.00696;0.99954;0.89035;0.22052;0.86475;1.00728;0.99993;0.02216;0.17111;0.08862;1.05258;0.99944;0.87020;0.13086;1.02700;0.99906;0.77000;0.82545;0.15697;1.04138;
2.50800;0.99957;0.87000;0.89197;0.11652;0.87266;1.00709;0.99954;0.89041;0.21989;0.86469;1.00742;0.99993;0.02235;0.17076;0.08835;1.05264;0.99944;0.87018;0.13077;1.02720;0.99906;0.77000;0.82468;0.15684;1.04165;
2.51100;0.99957;0.87000;0.89204;0.11592;0.87269;1.00722;0.99954;0.89046;0.21925;0.86464;1.00755;0.99992;0.02253;0.17041;0.08807;1.05270;0.99944;0.87015;0.13068;1.02740;0.99907;0.77000;0.82393;0.15670;1.04192;
2.51400;0.99957;0.87000;0.89210;0.11533;0.87271;1.00735;0.99954;0.89052;0.21863;0.86458;1.00768;0.99992;0.02271;0.17007;0.08781;1.05277;0.99944;0.87012;0.13058;1.02759;0.99907;0.77000;0.82318;0.15657;1.04218;
2.51700;0.99956;0.87000;0.89217;0.11475;0.87273;1.00747;0.99954;0.89057;0.21801;0.86452;1.00782;0.99992;0.02290;0.16973;0.08754;1.05283;0.99944;0.87009;0.13049;1.02778;0.99908;0.77000;0.82243;0.15644;1.04244;
2.52000;0.99956;0.87000;0.89223;0.11417;0.87276;1.00760;0.99953;0.89061;0.21739;0.86446;1.00795;0.99991;0.02308;0.16939;0.08728;1.05289;0.99944;0.87007;0.13040;1.02797;0.99908;0.77000;0.82170;0.15630;1.04270;
2.52300;0.99956;0.87000;0.89229;0.11360;0.87278;1.00772;0.99953;0.89066;0.21679;0.86440;1.00808;0.99991;0.02326;0.16905;0.08702;1.05295;0.99944;0.87004;0.13031;1.02816;0.99909;0.77000;0.82097;0.15617;1.04295;
2.52600;0.99956;0.87000;0.89235;0.11303;0.87280;1.00784;0.99953;0.89070;0.21619;0.86434;1.00820;0.99991;0.02344;0.16872;0.08677;1.05301;0.99944;0.87001;0.13022;1.02834;0.99909;0.77000;0.82024;0.15604;1.04320;
2.52900;0.99956;0.87000;0.89240;0.11247;0.87281;1.00797;0.99953;0.89075;0.21559;0.86428;1.00833;0.99990;0.02362;0.16839;0.08652;1.05307;0.99944;0.86998;0.13012;1.02853;0.99909;0.77000;0.81952;0.15591;1.04345;
2.53200;0.99956;0.87000;0.89246;0.11191;0.87283;1.00809;0.99953;0.89079;0.21500;0.86422;1.00846;0.99990;0.02379;0.16807;0.08627;1.05313;0.99944;0.86996;0.13003;1.02871;0.99910;0.77000;0.81881;0.15578;1.04370;
2.53500;0.99956;0.87000;0.89251;0.11136;0.87285;1.00821;0.99953;0.89083;0.21442;0.86415;1.00858;0.99990;0.02397;0.16775;0.08602;1.05319;0.99944;0.86993;0.12994;1.02889;0.99910;0.77000;0.81811;0.15565;1.04394;
2.53800;0.99956;0.87000;0.89256;0.11081;0.87286;1.00832;0.99953;0.89087;0.21384;0.86409;1.00870;0.99989;0.02414;0.16743;0.08578;1.05324;0.99944;0.86990;0.12985;1.02906;0.99911;0.77000;0.81741;0.15552;1.04418;
2.54100;0.99955;0.87000;0.89261;0.11027;0.87288;1.00844;0.99953;0.89090;0.21326;0.86403;1.00883;0.99989;0.02432;0.16711;0.08554;1.05330;0.99944;0.86987;0.12976;1.02924;0.99911;0.77000;0.81672;0.15540;1.04442;
2.54400;0.99955;0.87000;0.89265;0.10974;0.87289;1.00856;0.99953;0.89094;0.21270;0.86397;1.00895;0.99988;0.02449;0.16680;0.08531;1.05336;0.99945;0.86985;0.12968;1.02941;0.99912;0.77000;0.81603;0.15527;1.04465;
2.54700;0.99955;0.87000;0.89270;0.10921;0.87290;1.00867;0.99952;0.89097;0.21214;0.86390;1.00907;0.99988;0.02466;0.16649;0.08507;1.05341;0.99945;0.86982;0.12959;1.02958;0.99912;0.77000;0.81535;0.15514;1.04488;
2.55000;0.99955;0.87000;0.89274;0.10869;0.87291;1.00879;0.99952;0.89100;0.21158;0.86384;1.00919;0.99988;0.02483;0.16619;0.08485;1.05347;0.99945;0.86979;0.12950;1.02975;0.99912;0.77000;0.81468;0.15502;1.04511;
2.55300;0.99955;0.87000;0.89279;0.10817;0.87292;1.00890;0.99952;0.89103;0.21103;0.86378;1.00930;0.99987;0.02500;0.16589;0.08462;1.05353;0.99945;0.86977;0.12941;1.02992;0.99913;0.77000;0.81401;0.15489;1.04534;
2.55600;0.99955;0.87000;0.89283;0.10765;0.87293;1.00901;0.99952;0.89106;0.21049;0.86371;1.00942;0.99987;0.02517;0.16559;0.08440;1.05358;0.99945;0.86974;0.12932;1.03009;0.99913;0.77000;0.81335;0.15476;1.04556;
2.55900;0.99955;0.87000;0.89287;0.10715;0.87294;1.00912;0.99952;0.89108;0.20996;0.86365;1.00953;0.99987;0.02533;0.16529;0.08418;1.05364;0.99945;0.86971;0.12924;1.03025;0.99914;0.77000;0.81270;0.15464;1.04578;
2.56200;0.99955;0.87000;0.89290;0.10665;0.87294;1.00923;0.99952;0.89111;0.20942;0.86359;1.00965;0.99986;0.02550;0.16500;0.08396;1.05369;0.99945;0.86969;0.12915;1.03041;0.99914;0.77000;0.81206;0.15452;1.04600;
2.56500;0.99955;0.87000;0.89294;0.10615;0.87295;1.00934;0.99952;0.89113;0.20890;0.86352;1.00976;0.99986;0.02566;0.16471;0.08374;1.05374;0.99945;0.86966;0.12906;1.03057;0.99915;0.77000;0.81142;0.15439;1.04621;
2.56800;0.99955;0.87000;0.89298;0.10566;0.87295;1.00944;0.99952;0.89115;0.20838;0.86346;1.00987;0.99986;0.02582;0.16442;0.08353;1.05380;0.99945;0.86963;0.12898;1.03073;0.99915;0.77000;0.81078;0.15427;1.04642;
2.57100;0.99954;0.87000;0.89301;0.10517;0.87296;1.00955;0.99952;0.89118;0.20787;0.86339;1.00998;0.99985;0.02599;0.16414;0.08332;1.05385;0.99945;0.86961;0.12889;1.03089;0.99915;0.77000;0.81016;0.15415;1.04663;
2.57400;0.99954;0.87000;0.89304;0.10469;0.87296;1.00966;0.99952;0.89119;0.20736;0.86333;1.01009;0.99985;0.02615;0.16386;0.08312;1.05390;0.99945;0.86958;0.12881;1.03104;0.99916;0.77000;0.80954;0.15402;1.04684;
2.57700;0.99954;0.87000;0.89307;0.10422;0.87296;1.00976;0.99952;0.89121;0.20686;0.86326;1.01020;0.99985;0.02630;0.16358;0.08292;1.05396;0.99945;0.86956;0.12872;1.03119;0.99916;0.77000;0.80892;0.15390;1.04704;
2.58000;0.99954;0.87000;0.89310;0.10375;0.87296;1.00986;0.99952;0.89123;0.20636;0.86319;1.01031;0.99984;0.02646;0.16330;0.08272;1.05401;0.99945;0.86953;0.12864;1.03134;0.99917;0.77000;0.80832;0.15378;1.04724;
2.58300;0.99954;0.87000;0.89313;0.10328;0.87296;1.00996;0.99952;0.89124;0.20587;0.86313;1.01041;0.99984;0.02662;0.16303;0.08252;1.05406;0.99946;0.86950;0.12855;1.03149;0.99917;0.77000;0.80772;0.15366;1.04744;
2.58600;0.99954;0.87000;0.89315;0.10282;0.87296;1.01006;0.99952;0.89126;0.20538;0.86306;1.01052;0.99984;0.02677;0.16277;0.08233;1.05411;0.99946;0.86948;0.12847;1.03164;0.99918;0.77000;0.80712;0.15354;1.04763;
2.58900;0.99954;0.87000;0.89318;0.10237;0.87296;1.01016;0.99952;0.89127;0.20490;0.86300;1.01062;0.99983;0.02693;0.16250;0.08214;1.05416;0.99946;0.86945;0.12839;1.03178;0.99918;0.77000;0.80654;0.15342;1.04782;
2.59200;0.99954;0.87000;0.89320;0.10192;0.87296;1.01026;0.99952;0.89128;0.20443;0.86293;1.01072;0.99983;0.02708;0.16224;0.08195;1.05421;0.99946;0.86943;0.12831;1.03192;0.99919;0.77000;0.80596;0.15331;1.04801;
2.59500;0.99954;0.87000;0.89322;0.10148;0.87295;1.01036;0.99952;0.89129;0.20396;0.86286;1.01082;0.99983;0.02723;0.16198;0.08177;1.05426;0.99946;0.86940;0.12822;1.03206;0.99919;0.77000;0.80538;0.15319;1.04820;
2.59800;0.99954;0.87000;0.89325;0.10104;0.87295;1.01046;0.99952;0.89130;0.20350;0.86280;1.01092;0.99982;0.02738;0.16172;0.08158;1.05431;0.99946;0.86938;0.12814;1.03220;0.99919;0.77000;0.80482;0.15307;1.04838;
2.60100;0.99954;0.87000;0.89326;0.10061;0.87294;1.01055;0.99952;0.89131;0.20304;0.86273;1.01102;0.99982;0.02753;0.16147;0.08140;1.05436;0.99946;0.86935;0.12806;1.03234;0.99920;0.77000;0.80426;0.15295;1.04856;
2.60400;0.99954;0.87000;0.89328;0.10018;0.87294;1.01064;0.99951;0.89131;0.20259;0.86266;1.01112;0.99982;0.02767;0.16122;0.08123;1.05440;0.99946;0.86933;0.12798;1.03247;0.99920;0.77000;0.80370;0.15284;1.04874;
2.60700;0.99954;0.87000;0.89330;0.09976;0.87293;1.01074;0.99951;0.89132;0.20214;0.86260;1.01122;0.99981;0.02782;0.16098;0.08105;1.05445;0.99946;0.86930;0.12790;1.03260;0.99921;0.77000;0.80315;0.15272;1.04892;
2.61000;0.99954;0.87000;0.89332;0.09934;0.87292;1.01083;0.99951;0.89132;0.20170;0.86253;1.01131;0.99981;0.02796;0.16073;0.08088;1.05450;0.99946;0.86928;0.12782;1.03274;0.99921;0.77000;0.80261;0.15261;1.04909;
2.61300;0.99954;0.87000;0.89333;0.09893;0.87292;1.01092;0.99951;0.89132;0.20127;0.86246;1.01141;0.99981;0.02811;0.16049;0.08071;1.05454;0.99947;0.86926;0.12774;1.03286;0.99922;0.77000;0.80208;0.15249;1.04926;
2.61600;0.99954;0.87000;0.89334;0.09852;0.87291;1.01101;0.99951;0.89132;0.20084;0.86239;1.01150;0.99981;0.02825;0.16025;0.08055;1.05459;0.99947;0.86923;0.12766;1.03299;0.99922;0.77000;0.80155;0.15238;1.04943;
2.61900;0.99954;0.87000;0.89335;0.09812;0.87290;1.01110;0.99951;0.89132;0.20042;0.86232;1.01159;0.99980;0.02839;0.16002;0.08039;1.05464;0.99947;0.86921;0.12758;1.03312;0.99923;0.77000;0.80103;0.15227;1.04959;
2.62200;0.99953;0.87000;0.89337;0.09773;0.87288;1.01119;0.99951;0.89132;0.20000;0.86226;1.01168;0.99980;0.02853;0.15979;0.08023;1.05468;0.99947;0.86919;0.12751;1.03324;0.99923;0.77000;0.80051;0.15215;1.04976;
2.62500;0.99953;0.87000;0.89338;0.09733;0.87287;1.01127;0.99951;0.89132;0.19959;0.86219;1.01177;0.99980;0.02866;0.15956;0.08007;1.05473;0.99947;0.86916;0.12743;1.03336;0.99923;0.77000;0.80000;0.15204;1.04992;
2.62800;0.99953;0.87000;0.89338;0.09695;0.87286;1.01136;0.99951;0.89131;0.19918;0.86212;1.01186;0.99979;0.02880;0.15933;0.07991;1.05477;0.99947;0.86914;0.12735;1.03348;0.99924;0.77000;0.79950;0.15193;1.05007;
2.63100;0.99953;0.87000;0.89339;0.09657;0.87285;1.01144;0.99951;0.89131;0.19878;0.86205;1.01195;0.99979;0.02894;0.15911;0.07976;1.05481;0.99947;0.86912;0.12727;1.03360;0.99924;0.77000;0.79900;0.15182;1.05023;
2.63400;0.99953;0.87000;0.89340;0.09619;0.87283;1.01153;0.99951;0.89130;0.19838;0.86198;1.01204;0.99979;0.02907;0.15889;0.07961;1.05486;0.99947;0.86909;0.12720;1.03372;0.99925;0.77000;0.79851;0.15171;1.05038;
2.63700;0.99953;0.87000;0.89340;0.09582;0.87282;1.01161;0.99951;0.89130;0.19799;0.86192;1.01212;0.99979;0.02920;0.15868;0.07946;1.05490;0.99947;0.86907;0.12712;1.03383;0.99925;0.77000;0.79803;0.15160;1.05053;
2.64000;0.99953;0.87000;0.89341;0.09545;0.87280;1.01169;0.99951;0.89129;0.19760;0.86185;1.01221;0.99978;0.02933;0.15846;0.07932;1.05494;0.99948;0.86905;0.12705;1.03394;0.99926;0.77000;0.79755;0.15149;1.05068;
2.64300;0.99953;0.87000;0.89341;0.09509;0.87279;1.01177;0.99951;0.89128;0.19722;0.86178;1.01229;0.99978;0.02946;0.15825;0.07918;1.05498;0.99948;0.86903;0.12697;1.03406;0.99926;0.77000;0.79708;0.15138;1.05083;
2.64600;0.99953;0.87000;0.89341;0.09473;0.87277;1.01185;0.99951;0.89127;0.19684;0.86171;1.01237;0.99978;0.02959;0.15804;0.07904;1.05503;0.99948;0.86900;0.12690;1.03416;0.99926;0.77000;0.79662;0.15127;1.05097;
2.64900;0.99953;0.87000;0.89341;0.09438;0.87275;1.01193;0.99951;0.89126;0.19647;0.86164;1.01245;0.99977;0.02972;0.15784;0.07890;1.05507;0.99948;0.86898;0.12682;1.03427;0.99927;0.77000;0.79616;0.15117;1.05111;
2.65200;0.99953;0.87000;0.89341;0.09404;0.87273;1.01201;0.99951;0.89125;0.19611;0.86157;1.01254;0.99977;0.02984;0.15764;0.07876;1.05511;0.99948;0.86896;0.12675;1.03438;0.99927;0.77000;0.79570;0.15106;1.05125;
2.65500;0.99953;0.87000;0.89341;0.09369;0.87271;1.01208;0.99951;0.89124;0.19575;0.86151;1.01261;0.99977;0.02997;0.15744;0.07863;1.05515;0.99948;0.86894;0.12667;1.03448;0.99928;0.77000;0.79526;0.15095;1.05138;
2.65800;0.99953;0.87000;0.89341;0.09336;0.87269;1.01216;0.99951;0.89122;0.19539;0.86144;1.01269;0.99977;0.03009;0.15724;0.07850;1.05519;0.99948;0.86892;0.12660;1.03458;0.99928;0.77000;0.79482;0.15085;1.05152;
2.66100;0.99953;0.87000;0.89341;0.09302;0.87267;1.01223;0.99951;0.89121;0.19504;0.86137;1.01277;0.99976;0.03021;0.15705;0.07837;1.05523;0.99948;0.86890;0.12653;1.03468;0.99929;0.77000;0.79438;0.15074;1.05165;
2.66400;0.99953;0.87000;0.89340;0.09270;0.87265;1.01231;0.99951;0.89120;0.19470;0.86130;1.01285;0.99976;0.03033;0.15685;0.07825;1.05527;0.99948;0.86888;0.12646;1.03478;0.99929;0.77000;0.79395;0.15064;1.05177;
2.66700;0.99953;0.87000;0.89340;0.09237;0.87263;1.01238;0.99951;0.89118;0.19436;0.86123;1.01292;0.99976;0.03045;0.15667;0.07812;1.05531;0.99949;0.86886;0.12639;1.03488;0.99929;0.77000;0.79353;0.15053;1.05190;
2.67000;0.99953;0.87000;0.89339;0.09205;0.87261;1.01245;0.99952;0.89116;0.19402;0.86116;1.01299;0.99976;0.03057;0.15648;0.07800;1.05534;0.99949;0.86884;0.12631;1.03498;0.99930;0.77000;0.79312;0.15043;1.05203;
2.67300;0.99953;0.87000;0.89339;0.09174;0.87259;1.01252;0.99952;0.89115;0.19369;0.86110;1.01307;0.99975;0.03068;0.15630;0.07788;1.05538;0.99949;0.86882;0.12624;1.03507;0.99930;0.77000;0.79270;0.15033;1.05215;
2.67600;0.99953;0.87000;0.89338;0.09143;0.87256;1.01259;0.99952;0.89113;0.19336;0.86103;1.01314;0.99975;0.03080;0.15612;0.07777;1.05542;0.99949;0.86880;0.12617;1.03516;0.99931;0.77000;0.79230;0.15022;1.05227;
2.67900;0.99953;0.87000;0.89337;0.09113;0.87254;1.01266;0.99952;0.89111;0.19304;0.86096;1.01321;0.99975;0.03091;0.15594;0.07765;1.05546;0.99949;0.86878;0.12610;1.03525;0.99931;0.77000;0.79190;0.15012;1.05238;
2.68200;0.99953;0.87000;0.89336;0.09083;0.87252;1.01273;0.99952;0.89109;0.19273;0.86089;1.01328;0.99975;0.03103;0.15577;0.07754;1.05549;0.99949;0.86876;0.12603;1.03534;0.99931;0.77000;0.79151;0.15002;1.05250;
2.68500;0.99953;0.87000;0.89335;0.09053;0.87249;1.01279;0.99952;0.89107;0.19242;0.86082;1.01335;0.99974;0.03114;0.15559;0.07743;1.05553;0.99949;0.86874;0.12596;1.03543;0.99932;0.77000;0.79112;0.14992;1.05261;
2.68800;0.99953;0.87000;0.89334;0.09024;0.87247;1.01286;0.99952;0.89105;0.19211;0.86076;1.01342;0.99974;0.03125;0.15542;0.07732;1.05556;0.99950;0.86872;0.12589;1.03552;0.99932;0.77000;0.79074;0.14982;1.05272;
2.69100;0.99953;0.87000;0.89333;0.08995;0.87244;1.01292;0.99952;0.89102;0.19181;0.86069;1.01348;0.99974;0.03135;0.15526;0.07721;1.05560;0.99950;0.86870;0.12583;1.03560;0.99933;0.77000;0.79036;0.14972;1.05283;
2.69400;0.99953;0.87000;0.89332;0.08967;0.87241;1.01299;0.99952;0.89100;0.19151;0.86062;1.01355;0.99974;0.03146;0.15509;0.07711;1.05563;0.99950;0.86868;0.12576;1.03568;0.99933;0.77000;0.78999;0.14962;1.05294;
2.69700;0.99953;0.87000;0.89331;0.08939;0.87239;1.01305;0.99952;0.89098;0.19122;0.86055;1.01362;0.99974;0.03157;0.15493;0.07701;1.05567;0.99950;0.86867;0.12569;1.03576;0.99933;0.77000;0.78963;0.14952;1.05304;
2.70000;0.99953;0.87000;0.89329;0.08912;0.87236;1.01311;0.99952;0.89095;0.19093;0.86048;1.01368;0.99973;0.03167;0.15477;0.07691;1.05570;0.99950;0.86865;0.12562;1.03584;0.99934;0.77000;0.78927;0.14942;1.05314;
2.70300;0.99953;0.87000;0.89328;0.08885;0.87233;1.01317;0.99952;0.89093;0.19065;0.86042;1.01374;0.99973;0.03178;0.15462;0.07681;1.05574;0.99950;0.86863;0.12556;1.03592;0.99934;0.77000;0.78892;0.14932;1.05324;
2.70600;0.99953;0.87000;0.89326;0.08859;0.87230;1.01323;0.99952;0.89090;0.19037;0.86035;1.01380;0.99973;0.03188;0.15446;0.07671;1.05577;0.99950;0.86861;0.12549;1.03600;0.99935;0.77000;0.78857;0.14923;1.05334;
2.70900;0.99953;0.87000;0.89325;0.08833;0.87228;1.01329;0.99952;0.89088;0.19010;0.86028;1.01387;0.99973;0.03198;0.15431;0.07662;1.05580;0.99950;0.86860;0.12542;1.03607;0.99935;0.77000;0.78822;0.14913;1.05344;
2.71200;0.99953;0.87000;0.89323;0.08807;0.87225;1.01335;0.99952;0.89085;0.18983;0.86022;1.01393;0.99972;0.03208;0.15416;0.07653;1.05583;0.99951;0.86858;0.12536;1.03614;0.99935;0.77000;0.78789;0.14903;1.05353;
2.71500;0.99953;0.87000;0.89321;0.08782;0.87222;1.01341;0.99952;0.89083;0.18956;0.86015;1.01398;0.99972;0.03218;0.15401;0.07644;1.05587;0.99951;0.86856;0.12529;1.03622;0.99936;0.77000;0.78756;0.14894;1.05362;
2.71800;0.99953;0.87000;0.89320;0.08757;0.87219;1.01346;0.99952;0.89080;0.18930;0.86008;1.01404;0.99972;0.03227;0.15387;0.07635;1.05590;0.99951;0.86855;0.12523;1.03629;0.99936;0.77000;0.78723;0.14884;1.05371;
2.72100;0.99953;0.87000;0.89318;0.08733;0.87216;1.01352;0.99952;0.89077;0.18905;0.86002;1.01410;0.99972;0.03237;0.15373;0.07626;1.05593;0.99951;0.86853;0.12516;1.03636;0.99937;0.77000;0.78691;0.14875;1.05380;
