2019-08-05 22:50:06 | DEBUG |  ============================================================ 
2019-08-05 22:50:06 | DEBUG | DYNAWO VERSION  :     1.0.1
2019-08-05 22:50:06 | DEBUG | DYNAWO REVISION :  384_ModeFromModelica-093a76f
2019-08-05 22:50:06 | DEBUG |  ============================================================ 
2019-08-05 22:51:03 | DEBUG | connecting Network_tfo_terminal2 with SM_gen_terminal
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_cePu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PePu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_cmPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_PmPu found.( gen_PmPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_ufPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_efdPu found.( gen_efdPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_omegaPu found.( gen_omegaPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_theta found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PGenPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_QGenPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_PGen found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_QGen found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; curve: gen_UPu found. (exact name)
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_IStatorPu found.( gen_IStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_IRotorPu found.( gen_IRotorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_UStatorPu found.( gen_UStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_QStatorPu found.( gen_QStatorPu_value )
2019-08-05 22:51:03 | INFO | adding curve : Id: SM; output: gen_thetaInternal found.( gen_thetaInternal_value )
2019-08-05 22:51:03 | DEBUG | Algebraic mode change for model SM
2019-08-05 22:51:03 | DEBUG | call of SolverReInit ie a new symbolic and numerical factorization will be performed
2019-08-05 22:51:03 | DEBUG | -----------------------------------------------------------------------
2019-08-05 22:51:03 | DEBUG | number of continuous variables : 101 (display limited to 4 variables)
2019-08-05 22:51:03 | DEBUG | number of discrete variables : 23
2019-08-05 22:51:03 | DEBUG | -----------------------------------------------------------------------
2019-08-05 22:51:03 | DEBUG |        1.676  4.891420e-01  7.965883e-01  0.000000e+00  9.008100e-01 |  69 2 1.410555e-02 
2019-08-05 22:51:03 | DEBUG |        1.690  4.894698e-01  7.954528e-01  0.000000e+00  9.008100e-01 |  70 2 1.410555e-02 
2019-08-05 22:51:03 | DEBUG |        1.704  4.896882e-01  7.944475e-01  0.000000e+00  9.008100e-01 |  71 2 1.410555e-02 
2019-08-05 22:51:03 | DEBUG |        1.732  4.897995e-01  7.928269e-01  0.000000e+00  9.008100e-01 |  72 2 2.821110e-02 
2019-08-05 22:51:03 | DEBUG |        1.760  4.894870e-01  7.917156e-01  0.000000e+00  9.008100e-01 |  73 2 2.821110e-02 
2019-08-05 22:51:03 | DEBUG |        1.788  4.887710e-01  7.910908e-01  0.000000e+00  9.008100e-01 |  74 2 2.821110e-02 
2019-08-05 22:51:03 | DEBUG |        1.814  4.878039e-01  7.909174e-01  0.000000e+00  9.008100e-01 |  75 2 2.538999e-02 
2019-08-05 22:51:03 | DEBUG |        1.837  4.866946e-01  7.910486e-01  0.000000e+00  9.008100e-01 |  76 2 2.285099e-02 
2019-08-05 22:51:03 | DEBUG |        1.857  4.855225e-01  7.913753e-01  0.000000e+00  9.008100e-01 |  77 2 2.056589e-02 
2019-08-05 22:51:03 | DEBUG |        1.876  4.843434e-01  7.918181e-01  0.000000e+00  9.008100e-01 |  78 2 1.850930e-02 
2019-08-05 22:51:03 | DEBUG |        1.894  4.830638e-01  7.923814e-01  0.000000e+00  9.008100e-01 |  79 2 1.850930e-02 
2019-08-05 22:51:03 | DEBUG |        1.911  4.818395e-01  7.929755e-01  0.000000e+00  9.008100e-01 |  80 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        1.928  4.805604e-01  7.936361e-01  0.000000e+00  9.008100e-01 |  81 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        1.944  4.792401e-01  7.943478e-01  0.000000e+00  9.008100e-01 |  82 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        1.961  4.778926e-01  7.950950e-01  0.000000e+00  9.008100e-01 |  83 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        1.978  4.765320e-01  7.958626e-01  0.000000e+00  9.008100e-01 |  84 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        1.994  4.751723e-01  7.966355e-01  0.000000e+00  9.008100e-01 |  85 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.011  4.738277e-01  7.973991e-01  0.000000e+00  9.008100e-01 |  86 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.028  4.725121e-01  7.981394e-01  0.000000e+00  9.008100e-01 |  87 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.044  4.712388e-01  7.988430e-01  0.000000e+00  9.008100e-01 |  88 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.061  4.700209e-01  7.994975e-01  0.000000e+00  9.008100e-01 |  89 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.078  4.688704e-01  8.000912e-01  0.000000e+00  9.008100e-01 |  90 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.094  4.677988e-01  8.006137e-01  0.000000e+00  9.008100e-01 |  91 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.111  4.668166e-01  8.010554e-01  0.000000e+00  9.008100e-01 |  92 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.128  4.659331e-01  8.014079e-01  0.000000e+00  9.008100e-01 |  93 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.144  4.651564e-01  8.016642e-01  0.000000e+00  9.008100e-01 |  94 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.161  4.644935e-01  8.018183e-01  0.000000e+00  9.008100e-01 |  95 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.178  4.639499e-01  8.018655e-01  0.000000e+00  9.008100e-01 |  96 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.194  4.635298e-01  8.018023e-01  0.000000e+00  9.008100e-01 |  97 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.211  4.632358e-01  8.016266e-01  0.000000e+00  9.008100e-01 |  98 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.227  4.630692e-01  8.013372e-01  0.000000e+00  9.008100e-01 |  99 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.244  4.630299e-01  8.009345e-01  0.000000e+00  9.008100e-01 | 100 2 1.665837e-02 
2019-08-05 22:51:03 | DEBUG |        2.277  4.633201e-01  7.998005e-01  0.000000e+00  9.008100e-01 | 101 2 3.331674e-02 
2019-08-05 22:51:03 | DEBUG |        2.307  4.639744e-01  7.984359e-01  0.000000e+00  9.008100e-01 | 102 2 2.971268e-02 
2019-08-05 22:51:03 | DEBUG |        2.334  4.648553e-01  7.969454e-01  0.000000e+00  9.008100e-01 | 103 2 2.674142e-02 
2019-08-05 22:51:03 | DEBUG |        2.358  4.658592e-01  7.954134e-01  0.000000e+00  9.008100e-01 | 104 2 2.406727e-02 
2019-08-05 22:51:03 | DEBUG |        2.380  4.669113e-01  7.938994e-01  0.000000e+00  9.008100e-01 | 105 2 2.166055e-02 
2019-08-05 22:51:03 | DEBUG |        2.399  4.679602e-01  7.924435e-01  0.000000e+00  9.008100e-01 | 106 2 1.949449e-02 
2019-08-05 22:51:03 | DEBUG |        2.419  4.690874e-01  7.909159e-01  0.000000e+00  9.008100e-01 | 107 2 1.949449e-02 
2019-08-05 22:51:03 | DEBUG |        2.436  4.701551e-01  7.894925e-01  0.000000e+00  9.008100e-01 | 108 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.454  4.712588e-01  7.880365e-01  0.000000e+00  9.008100e-01 | 109 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.471  4.723853e-01  7.865609e-01  0.000000e+00  9.008100e-01 | 110 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.489  4.735211e-01  7.850787e-01  0.000000e+00  9.008100e-01 | 111 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.506  4.746533e-01  7.836032e-01  0.000000e+00  9.008100e-01 | 112 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.524  4.757692e-01  7.821472e-01  0.000000e+00  9.008100e-01 | 113 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.541  4.768566e-01  7.807238e-01  0.000000e+00  9.008100e-01 | 114 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.559  4.779040e-01  7.793454e-01  0.000000e+00  9.008100e-01 | 115 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.577  4.789004e-01  7.780240e-01  0.000000e+00  9.008100e-01 | 116 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.594  4.798358e-01  7.767710e-01  0.000000e+00  9.008100e-01 | 117 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.612  4.807010e-01  7.755970e-01  0.000000e+00  9.008100e-01 | 118 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.629  4.814878e-01  7.745116e-01  0.000000e+00  9.008100e-01 | 119 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.647  4.821888e-01  7.735236e-01  0.000000e+00  9.008100e-01 | 120 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.664  4.827977e-01  7.726405e-01  0.000000e+00  9.008100e-01 | 121 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.682  4.833096e-01  7.718686e-01  0.000000e+00  9.008100e-01 | 122 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.699  4.837198e-01  7.712130e-01  0.000000e+00  9.008100e-01 | 123 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.717  4.840260e-01  7.706777e-01  0.000000e+00  9.008100e-01 | 124 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.734  4.842264e-01  7.702647e-01  0.000000e+00  9.008100e-01 | 125 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.752  4.843200e-01  7.699749e-01  0.000000e+00  9.008100e-01 | 126 2 1.754504e-02 
2019-08-05 22:51:03 | DEBUG |        2.787  4.841921e-01  7.697583e-01  0.000000e+00  9.008100e-01 | 127 2 3.509009e-02 
2019-08-05 22:51:03 | DEBUG |        2.822  4.836605e-01  7.700050e-01  0.000000e+00  9.008100e-01 | 128 2 3.509009e-02 
2019-08-05 22:51:03 | DEBUG |        2.853  4.828735e-01  7.705826e-01  0.000000e+00  9.008100e-01 | 129 2 3.115687e-02 
2019-08-05 22:51:03 | DEBUG |        2.881  4.819605e-01  7.713387e-01  0.000000e+00  9.008100e-01 | 130 2 2.739824e-02 
2019-08-05 22:51:03 | DEBUG |        2.905  4.809952e-01  7.721802e-01  0.000000e+00  9.008100e-01 | 131 2 2.438807e-02 
2019-08-05 22:51:03 | DEBUG |        2.927  4.800218e-01  7.730510e-01  0.000000e+00  9.008100e-01 | 132 2 2.194926e-02 
2019-08-05 22:51:03 | DEBUG |        2.947  4.790758e-01  7.739088e-01  0.000000e+00  9.008100e-01 | 133 2 1.975434e-02 
2019-08-05 22:51:03 | DEBUG |        2.967  4.780784e-01  7.748193e-01  0.000000e+00  9.008100e-01 | 134 2 1.975434e-02 
2019-08-05 22:51:03 | DEBUG |        2.986  4.770439e-01  7.757660e-01  0.000000e+00  9.008100e-01 | 135 2 1.975434e-02 
2019-08-05 22:51:03 | DEBUG |        3.006  4.759874e-01  7.767323e-01  0.000000e+00  9.008100e-01 | 136 2 1.975434e-02 
2019-08-05 22:51:03 | DEBUG |        3.026  4.749238e-01  7.777016e-01  0.000000e+00  9.008100e-01 | 137 2 1.975434e-02 
2019-08-05 22:51:03 | DEBUG |        3.044  4.739725e-01  7.785641e-01  0.000000e+00  9.008100e-01 | 138 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.061  4.730384e-01  7.794044e-01  0.000000e+00  9.008100e-01 | 139 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.079  4.721324e-01  7.802117e-01  0.000000e+00  9.008100e-01 | 140 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.097  4.712648e-01  7.809756e-01  0.000000e+00  9.008100e-01 | 141 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.115  4.704452e-01  7.816865e-01  0.000000e+00  9.008100e-01 | 142 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.133  4.696830e-01  7.823357e-01  0.000000e+00  9.008100e-01 | 143 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.150  4.689863e-01  7.829151e-01  0.000000e+00  9.008100e-01 | 144 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.168  4.683628e-01  7.834179e-01  0.000000e+00  9.008100e-01 | 145 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.186  4.678189e-01  7.838382e-01  0.000000e+00  9.008100e-01 | 146 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.204  4.673602e-01  7.841711e-01  0.000000e+00  9.008100e-01 | 147 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.221  4.669912e-01  7.844129e-01  0.000000e+00  9.008100e-01 | 148 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.239  4.667150e-01  7.845607e-01  0.000000e+00  9.008100e-01 | 149 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.257  4.665339e-01  7.846131e-01  0.000000e+00  9.008100e-01 | 150 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.275  4.664486e-01  7.845696e-01  0.000000e+00  9.008100e-01 | 151 2 1.777890e-02 
2019-08-05 22:51:03 | DEBUG |        3.310  4.665602e-01  7.842020e-01  0.000000e+00  9.008100e-01 | 152 2 3.555781e-02 
2019-08-05 22:51:03 | DEBUG |        3.346  4.670313e-01  7.834772e-01  0.000000e+00  9.008100e-01 | 153 2 3.555781e-02 
2019-08-05 22:51:03 | DEBUG |        3.378  4.677378e-01  7.825443e-01  0.000000e+00  9.008100e-01 | 154 2 3.200203e-02 
2019-08-05 22:51:03 | DEBUG |        3.407  4.685751e-01  7.815038e-01  0.000000e+00  9.008100e-01 | 155 2 2.880182e-02 
2019-08-05 22:51:03 | DEBUG |        3.432  4.694560e-01  7.804422e-01  0.000000e+00  9.008100e-01 | 156 2 2.560132e-02 
2019-08-05 22:51:03 | DEBUG |        3.455  4.703386e-01  7.793965e-01  0.000000e+00  9.008100e-01 | 157 2 2.304119e-02 
2019-08-05 22:51:03 | DEBUG |        3.476  4.711899e-01  7.783979e-01  0.000000e+00  9.008100e-01 | 158 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.497  4.720798e-01  7.773605e-01  0.000000e+00  9.008100e-01 | 159 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.518  4.729934e-01  7.762991e-01  0.000000e+00  9.008100e-01 | 160 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.538  4.739164e-01  7.752291e-01  0.000000e+00  9.008100e-01 | 161 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.559  4.748342e-01  7.741655e-01  0.000000e+00  9.008100e-01 | 162 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.580  4.757329e-01  7.731234e-01  0.000000e+00  9.008100e-01 | 163 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.600  4.765991e-01  7.721173e-01  0.000000e+00  9.008100e-01 | 164 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.621  4.774202e-01  7.711611e-01  0.000000e+00  9.008100e-01 | 165 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.642  4.781846e-01  7.702679e-01  0.000000e+00  9.008100e-01 | 166 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.663  4.788816e-01  7.694496e-01  0.000000e+00  9.008100e-01 | 167 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.683  4.795020e-01  7.687172e-01  0.000000e+00  9.008100e-01 | 168 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.704  4.800376e-01  7.680799e-01  0.000000e+00  9.008100e-01 | 169 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.725  4.804819e-01  7.675455e-01  0.000000e+00  9.008100e-01 | 170 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.746  4.808295e-01  7.671201e-01  0.000000e+00  9.008100e-01 | 171 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.766  4.810767e-01  7.668081e-01  0.000000e+00  9.008100e-01 | 172 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.787  4.812213e-01  7.666121e-01  0.000000e+00  9.008100e-01 | 173 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.808  4.812624e-01  7.665327e-01  0.000000e+00  9.008100e-01 | 174 2 2.073707e-02 
2019-08-05 22:51:03 | DEBUG |        3.849  4.810440e-01  7.667112e-01  0.000000e+00  9.008100e-01 | 175 2 4.147413e-02 
2019-08-05 22:51:03 | DEBUG |        3.885  4.805451e-01  7.672108e-01  0.000000e+00  9.008100e-01 | 176 2 3.598441e-02 
2019-08-05 22:51:03 | DEBUG |        3.918  4.798729e-01  7.679059e-01  0.000000e+00  9.008100e-01 | 177 2 3.238597e-02 
2019-08-05 22:51:03 | DEBUG |        3.947  4.791097e-01  7.687025e-01  0.000000e+00  9.008100e-01 | 178 2 2.914737e-02 
2019-08-05 22:51:03 | DEBUG |        3.973  4.783149e-01  7.695333e-01  0.000000e+00  9.008100e-01 | 179 2 2.623263e-02 
2019-08-05 22:51:03 | DEBUG |        3.997  4.775293e-01  7.703530e-01  0.000000e+00  9.008100e-01 | 180 2 2.360937e-02 
2019-08-05 22:51:03 | DEBUG |        4.018  4.767791e-01  7.711333e-01  0.000000e+00  9.008100e-01 | 181 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.039  4.760013e-01  7.719385e-01  0.000000e+00  9.008100e-01 | 182 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.060  4.752089e-01  7.727543e-01  0.000000e+00  9.008100e-01 | 183 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.082  4.744150e-01  7.735665e-01  0.000000e+00  9.008100e-01 | 184 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.103  4.736324e-01  7.743613e-01  0.000000e+00  9.008100e-01 | 185 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.124  4.728738e-01  7.751253e-01  0.000000e+00  9.008100e-01 | 186 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.145  4.721513e-01  7.758462e-01  0.000000e+00  9.008100e-01 | 187 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.167  4.714763e-01  7.765123e-01  0.000000e+00  9.008100e-01 | 188 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.188  4.708594e-01  7.771134e-01  0.000000e+00  9.008100e-01 | 189 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.209  4.703101e-01  7.776401e-01  0.000000e+00  9.008100e-01 | 190 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.230  4.698366e-01  7.780847e-01  0.000000e+00  9.008100e-01 | 191 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.252  4.694457e-01  7.784409e-01  0.000000e+00  9.008100e-01 | 192 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.273  4.691428e-01  7.787039e-01  0.000000e+00  9.008100e-01 | 193 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.294  4.689318e-01  7.788704e-01  0.000000e+00  9.008100e-01 | 194 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.315  4.688149e-01  7.789388e-01  0.000000e+00  9.008100e-01 | 195 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.337  4.687925e-01  7.789092e-01  0.000000e+00  9.008100e-01 | 196 2 2.124843e-02 
2019-08-05 22:51:03 | DEBUG |        4.379  4.690204e-01  7.785687e-01  0.000000e+00  9.008100e-01 | 197 2 4.249686e-02 
2019-08-05 22:51:03 | DEBUG |        4.416  4.694993e-01  7.779832e-01  0.000000e+00  9.008100e-01 | 198 2 3.709501e-02 
2019-08-05 22:51:03 | DEBUG |        4.450  4.701285e-01  7.772525e-01  0.000000e+00  9.008100e-01 | 199 2 3.338551e-02 
2019-08-05 22:51:03 | DEBUG |        4.480  4.708311e-01  7.764545e-01  0.000000e+00  9.008100e-01 | 200 2 3.004696e-02 
2019-08-05 22:51:03 | DEBUG |        4.507  4.715526e-01  7.756445e-01  0.000000e+00  9.008100e-01 | 201 2 2.704226e-02 
2019-08-05 22:51:03 | DEBUG |        4.531  4.722568e-01  7.748589e-01  0.000000e+00  9.008100e-01 | 202 2 2.433804e-02 
2019-08-05 22:51:03 | DEBUG |        4.555  4.729959e-01  7.740376e-01  0.000000e+00  9.008100e-01 | 203 2 2.433804e-02 
2019-08-05 22:51:03 | DEBUG |        4.577  4.736780e-01  7.732813e-01  0.000000e+00  9.008100e-01 | 204 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.599  4.743634e-01  7.725225e-01  0.000000e+00  9.008100e-01 | 205 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.621  4.750400e-01  7.717739e-01  0.000000e+00  9.008100e-01 | 206 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.643  4.756965e-01  7.710479e-01  0.000000e+00  9.008100e-01 | 207 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.665  4.763222e-01  7.703562e-01  0.000000e+00  9.008100e-01 | 208 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.687  4.769070e-01  7.697099e-01  0.000000e+00  9.008100e-01 | 209 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.709  4.774416e-01  7.691192e-01  0.000000e+00  9.008100e-01 | 210 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.731  4.779181e-01  7.685934e-01  0.000000e+00  9.008100e-01 | 211 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.753  4.783292e-01  7.681402e-01  0.000000e+00  9.008100e-01 | 212 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.774  4.786691e-01  7.677665e-01  0.000000e+00  9.008100e-01 | 213 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.796  4.789330e-01  7.674773e-01  0.000000e+00  9.008100e-01 | 214 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.818  4.791181e-01  7.672762e-01  0.000000e+00  9.008100e-01 | 215 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.840  4.792224e-01  7.671651e-01  0.000000e+00  9.008100e-01 | 216 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.862  4.792454e-01  7.671444e-01  0.000000e+00  9.008100e-01 | 217 2 2.190423e-02 
2019-08-05 22:51:03 | DEBUG |        4.906  4.790555e-01  7.673633e-01  0.000000e+00  9.008100e-01 | 218 2 4.380846e-02 
2019-08-05 22:51:03 | DEBUG |        4.945  4.786313e-01  7.678378e-01  0.000000e+00  9.008100e-01 | 219 2 3.942762e-02 
2019-08-05 22:51:03 | DEBUG |        4.981  4.780670e-01  7.684621e-01  0.000000e+00  9.008100e-01 | 220 2 3.548486e-02 
2019-08-05 22:51:03 | DEBUG |        5.013  4.774336e-01  7.691569e-01  0.000000e+00  9.008100e-01 | 221 2 3.193637e-02 
2019-08-05 22:51:03 | DEBUG |        5.041  4.767820e-01  7.698663e-01  0.000000e+00  9.008100e-01 | 222 2 2.874273e-02 
2019-08-05 22:51:03 | DEBUG |        5.067  4.761464e-01  7.705535e-01  0.000000e+00  9.008100e-01 | 223 2 2.586846e-02 
2019-08-05 22:51:03 | DEBUG |        5.093  4.754810e-01  7.712679e-01  0.000000e+00  9.008100e-01 | 224 2 2.586846e-02 
2019-08-05 22:51:03 | DEBUG |        5.116  4.748694e-01  7.719202e-01  0.000000e+00  9.008100e-01 | 225 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.140  4.742586e-01  7.725670e-01  0.000000e+00  9.008100e-01 | 226 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.163  4.736606e-01  7.731958e-01  0.000000e+00  9.008100e-01 | 227 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.186  4.730868e-01  7.737944e-01  0.000000e+00  9.008100e-01 | 228 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.210  4.725482e-01  7.743515e-01  0.000000e+00  9.008100e-01 | 229 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.233  4.720548e-01  7.748571e-01  0.000000e+00  9.008100e-01 | 230 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.256  4.716157e-01  7.753019e-01  0.000000e+00  9.008100e-01 | 231 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.279  4.712387e-01  7.756784e-01  0.000000e+00  9.008100e-01 | 232 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.303  4.709303e-01  7.759803e-01  0.000000e+00  9.008100e-01 | 233 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.326  4.706956e-01  7.762029e-01  0.000000e+00  9.008100e-01 | 234 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.349  4.705382e-01  7.763431e-01  0.000000e+00  9.008100e-01 | 235 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.373  4.704599e-01  7.763996e-01  0.000000e+00  9.008100e-01 | 236 2 2.328161e-02 
2019-08-05 22:51:03 | DEBUG |        5.419  4.705364e-01  7.762674e-01  0.000000e+00  9.008100e-01 | 237 2 4.656323e-02 
2019-08-05 22:51:03 | DEBUG |        5.466  4.709050e-01  7.758297e-01  0.000000e+00  9.008100e-01 | 238 2 4.656323e-02 
2019-08-05 22:51:03 | DEBUG |        5.506  4.714366e-01  7.752291e-01  0.000000e+00  9.008100e-01 | 239 2 4.053236e-02 
2019-08-05 22:51:03 | DEBUG |        5.542  4.720337e-01  7.745662e-01  0.000000e+00  9.008100e-01 | 240 2 3.540434e-02 
2019-08-05 22:51:03 | DEBUG |        5.573  4.726405e-01  7.738985e-01  0.000000e+00  9.008100e-01 | 241 2 3.126601e-02 
2019-08-05 22:51:03 | DEBUG |        5.601  4.732310e-01  7.732518e-01  0.000000e+00  9.008100e-01 | 242 2 2.813941e-02 
2019-08-05 22:51:03 | DEBUG |        5.626  4.737837e-01  7.726483e-01  0.000000e+00  9.008100e-01 | 243 2 2.532547e-02 
2019-08-05 22:51:03 | DEBUG |        5.652  4.743425e-01  7.720395e-01  0.000000e+00  9.008100e-01 | 244 2 2.532547e-02 
