time;WT3A_WT_controlMeasurements_PPuSnRef;WT3A_WT_controlMeasurements_QPuSnRef;WT3A_WT_controlMeasurements_UPu;InfBus_infiniteBus_PPu;InfBus_infiniteBus_QPu;InfBus_infiniteBus_UPu;WT3A_WT_terminal_V_re;WT3A_WT_terminal_V_im;WT3A_WT_terminal_i_re;WT3A_WT_terminal_i_im;
1.011486;0.104288;0.262413;0.200000;0.104288;0.262413;0.200000;0.200000;0.000000;-0.521439;1.312066;
1.011504;0.104282;0.262329;0.200000;0.104282;0.262329;0.200000;0.200000;0.000000;-0.521409;1.311643;
1.011521;0.104276;0.262244;0.200000;0.104276;0.262244;0.200000;0.200000;0.000000;-0.521378;1.311220;
1.011539;0.104270;0.262159;0.200000;0.104270;0.262159;0.200000;0.200000;0.000000;-0.521348;1.310797;
1.011556;0.104264;0.262075;0.200000;0.104264;0.262075;0.200000;0.200000;0.000000;-0.521319;1.310374;
1.011574;0.104258;0.261990;0.200000;0.104258;0.261990;0.200000;0.200000;0.000000;-0.521289;1.309952;
1.011592;0.104252;0.261906;0.200000;0.104252;0.261906;0.200000;0.200000;0.000000;-0.521261;1.309529;
1.011609;0.104246;0.261821;0.200000;0.104246;0.261821;0.200000;0.200000;0.000000;-0.521232;1.309107;
1.011627;0.104241;0.261737;0.200000;0.104241;0.261737;0.200000;0.200000;0.000000;-0.521204;1.308684;
1.011644;0.104235;0.261652;0.200000;0.104235;0.261652;0.200000;0.200000;0.000000;-0.521177;1.308262;
1.011662;0.104230;0.261568;0.200000;0.104230;0.261568;0.200000;0.200000;0.000000;-0.521149;1.307840;
1.011679;0.104225;0.261484;0.200000;0.104225;0.261484;0.200000;0.200000;0.000000;-0.521123;1.307418;
1.011697;0.104219;0.261399;0.200000;0.104219;0.261399;0.200000;0.200000;0.000000;-0.521096;1.306996;
1.011714;0.104214;0.261315;0.200000;0.104214;0.261315;0.200000;0.200000;0.000000;-0.521070;1.306574;
1.011732;0.104209;0.261230;0.200000;0.104209;0.261230;0.200000;0.200000;0.000000;-0.521044;1.306152;
1.011750;0.104204;0.261146;0.200000;0.104204;0.261146;0.200000;0.200000;0.000000;-0.521019;1.305730;
1.011767;0.104199;0.261062;0.200000;0.104199;0.261062;0.200000;0.200000;0.000000;-0.520994;1.305308;
1.011785;0.104194;0.260977;0.200000;0.104194;0.260977;0.200000;0.200000;0.000000;-0.520970;1.304887;
1.011802;0.104189;0.260893;0.200000;0.104189;0.260893;0.200000;0.200000;0.000000;-0.520945;1.304465;
1.011820;0.104184;0.260809;0.200000;0.104184;0.260809;0.200000;0.200000;0.000000;-0.520922;1.304044;
1.011837;0.104180;0.260724;0.200000;0.104180;0.260724;0.200000;0.200000;0.000000;-0.520898;1.303622;
1.011855;0.104175;0.260640;0.200000;0.104175;0.260640;0.200000;0.200000;0.000000;-0.520875;1.303201;
1.011872;0.104171;0.260556;0.200000;0.104171;0.260556;0.200000;0.200000;0.000000;-0.520853;1.302780;
1.011890;0.104166;0.260472;0.200000;0.104166;0.260472;0.200000;0.200000;0.000000;-0.520831;1.302359;
1.011908;0.104162;0.260388;0.200000;0.104162;0.260388;0.200000;0.200000;0.000000;-0.520809;1.301938;
1.011925;0.104157;0.260303;0.200000;0.104157;0.260303;0.200000;0.200000;0.000000;-0.520787;1.301517;
1.011943;0.104153;0.260219;0.200000;0.104153;0.260219;0.200000;0.200000;0.000000;-0.520766;1.301096;
1.011960;0.104149;0.260135;0.200000;0.104149;0.260135;0.200000;0.200000;0.000000;-0.520746;1.300676;
1.011978;0.104145;0.260051;0.200000;0.104145;0.260051;0.200000;0.200000;0.000000;-0.520725;1.300255;
1.011995;0.104141;0.259967;0.200000;0.104141;0.259967;0.200000;0.200000;0.000000;-0.520705;1.299835;
1.012013;0.104137;0.259883;0.200000;0.104137;0.259883;0.200000;0.200000;0.000000;-0.520686;1.299414;
1.012030;0.104133;0.259799;0.200000;0.104133;0.259799;0.200000;0.200000;0.000000;-0.520667;1.298994;
1.012048;0.104130;0.259715;0.200000;0.104130;0.259715;0.200000;0.200000;0.000000;-0.520648;1.298574;
1.012066;0.104126;0.259631;0.200000;0.104126;0.259631;0.200000;0.200000;0.000000;-0.520630;1.298153;
1.012083;0.104122;0.259547;0.200000;0.104122;0.259547;0.200000;0.200000;0.000000;-0.520612;1.297733;
1.012101;0.104119;0.259463;0.200000;0.104119;0.259463;0.200000;0.200000;0.000000;-0.520594;1.297313;
1.012118;0.104115;0.259379;0.200000;0.104115;0.259379;0.200000;0.200000;0.000000;-0.520577;1.296894;
1.012136;0.104112;0.259295;0.200000;0.104112;0.259295;0.200000;0.200000;0.000000;-0.520560;1.296474;
1.012153;0.104109;0.259211;0.200000;0.104109;0.259211;0.200000;0.200000;0.000000;-0.520544;1.296054;
1.012171;0.104105;0.259127;0.200000;0.104105;0.259127;0.200000;0.200000;0.000000;-0.520527;1.295634;
1.012188;0.104102;0.259043;0.200000;0.104102;0.259043;0.200000;0.200000;0.000000;-0.520512;1.295215;
1.012206;0.104099;0.258959;0.200000;0.104099;0.258959;0.200000;0.200000;0.000000;-0.520496;1.294796;
1.012224;0.104096;0.258875;0.200000;0.104096;0.258875;0.200000;0.200000;0.000000;-0.520481;1.294376;
1.012241;0.104093;0.258791;0.200000;0.104093;0.258791;0.200000;0.200000;0.000000;-0.520467;1.293957;
1.012259;0.104091;0.258708;0.200000;0.104091;0.258708;0.200000;0.200000;0.000000;-0.520453;1.293538;
1.012276;0.104088;0.258624;0.200000;0.104088;0.258624;0.200000;0.200000;0.000000;-0.520439;1.293119;
1.012294;0.104085;0.258540;0.200000;0.104085;0.258540;0.200000;0.200000;0.000000;-0.520425;1.292700;
1.012311;0.104082;0.258456;0.200000;0.104082;0.258456;0.200000;0.200000;0.000000;-0.520412;1.292281;
1.012329;0.104080;0.258372;0.200000;0.104080;0.258372;0.200000;0.200000;0.000000;-0.520400;1.291862;
1.012346;0.104077;0.258289;0.200000;0.104077;0.258289;0.200000;0.200000;0.000000;-0.520387;1.291444;
1.012364;0.104075;0.258205;0.200000;0.104075;0.258205;0.200000;0.200000;0.000000;-0.520375;1.291025;
1.012382;0.104073;0.258121;0.200000;0.104073;0.258121;0.200000;0.200000;0.000000;-0.520364;1.290606;
1.012399;0.104071;0.258038;0.200000;0.104071;0.258038;0.200000;0.200000;0.000000;-0.520353;1.290188;
1.012417;0.104068;0.257954;0.200000;0.104068;0.257954;0.200000;0.200000;0.000000;-0.520342;1.289770;
1.012434;0.104066;0.257870;0.200000;0.104066;0.257870;0.200000;0.200000;0.000000;-0.520331;1.289352;
1.012452;0.104064;0.257787;0.200000;0.104064;0.257787;0.200000;0.200000;0.000000;-0.520321;1.288933;
1.012469;0.104062;0.257703;0.200000;0.104062;0.257703;0.200000;0.200000;0.000000;-0.520312;1.288515;
1.012487;0.104060;0.257619;0.200000;0.104060;0.257619;0.200000;0.200000;0.000000;-0.520302;1.288097;
1.012505;0.104059;0.257536;0.200000;0.104059;0.257536;0.200000;0.200000;0.000000;-0.520293;1.287680;
1.012522;0.104057;0.257452;0.200000;0.104057;0.257452;0.200000;0.200000;0.000000;-0.520285;1.287262;
1.012540;0.104055;0.257369;0.200000;0.104055;0.257369;0.200000;0.200000;0.000000;-0.520276;1.286844;
1.012557;0.104054;0.257285;0.200000;0.104054;0.257285;0.200000;0.200000;0.000000;-0.520269;1.286427;
1.012575;0.104052;0.257202;0.200000;0.104052;0.257202;0.200000;0.200000;0.000000;-0.520261;1.286009;
1.012592;0.104051;0.257118;0.200000;0.104051;0.257118;0.200000;0.200000;0.000000;-0.520254;1.285592;
1.012610;0.104049;0.257035;0.200000;0.104049;0.257035;0.200000;0.200000;0.000000;-0.520247;1.285175;
1.012627;0.104048;0.256952;0.200000;0.104048;0.256952;0.200000;0.200000;0.000000;-0.520241;1.284758;
1.012645;0.104047;0.256868;0.200000;0.104047;0.256868;0.200000;0.200000;0.000000;-0.520235;1.284340;
1.012663;0.104046;0.256785;0.200000;0.104046;0.256785;0.200000;0.200000;0.000000;-0.520229;1.283923;
1.012680;0.104045;0.256701;0.200000;0.104045;0.256701;0.200000;0.200000;0.000000;-0.520224;1.283507;
1.012698;0.104044;0.256618;0.200000;0.104044;0.256618;0.200000;0.200000;0.000000;-0.520219;1.283090;
1.012715;0.104043;0.256535;0.200000;0.104043;0.256535;0.200000;0.200000;0.000000;-0.520215;1.282673;
1.012733;0.104042;0.256451;0.200000;0.104042;0.256451;0.200000;0.200000;0.000000;-0.520211;1.282257;
1.012750;0.104041;0.256368;0.200000;0.104041;0.256368;0.200000;0.200000;0.000000;-0.520207;1.281840;
1.012768;0.104041;0.256285;0.200000;0.104041;0.256285;0.200000;0.200000;0.000000;-0.520203;1.281424;
1.012785;0.104040;0.256201;0.200000;0.104040;0.256201;0.200000;0.200000;0.000000;-0.520200;1.281007;
1.012803;0.104040;0.256118;0.200000;0.104040;0.256118;0.200000;0.200000;0.000000;-0.520198;1.280591;
1.012821;0.104039;0.256035;0.200000;0.104039;0.256035;0.200000;0.200000;0.000000;-0.520195;1.280175;
1.012838;0.104039;0.255952;0.200000;0.104039;0.255952;0.200000;0.200000;0.000000;-0.520193;1.279759;
1.012856;0.104038;0.255869;0.200000;0.104038;0.255869;0.200000;0.200000;0.000000;-0.520192;1.279343;
1.012873;0.104038;0.255785;0.200000;0.104038;0.255785;0.200000;0.200000;0.000000;-0.520191;1.278927;
1.012891;0.104038;0.255702;0.200000;0.104038;0.255702;0.200000;0.200000;0.000000;-0.520190;1.278512;
1.012908;0.104038;0.255619;0.200000;0.104038;0.255619;0.200000;0.200000;0.000000;-0.520189;1.278096;
1.012926;0.104038;0.255536;0.200000;0.104038;0.255536;0.200000;0.200000;0.000000;-0.520189;1.277680;
1.012943;0.104038;0.255453;0.200000;0.104038;0.255453;0.200000;0.200000;0.000000;-0.520189;1.277265;
1.012961;0.104038;0.255370;0.200000;0.104038;0.255370;0.200000;0.200000;0.000000;-0.520190;1.276850;
1.012979;0.104038;0.255287;0.200000;0.104038;0.255287;0.200000;0.200000;0.000000;-0.520191;1.276434;
1.012996;0.104038;0.255204;0.200000;0.104038;0.255204;0.200000;0.200000;0.000000;-0.520192;1.276019;
1.013014;0.104039;0.255121;0.200000;0.104039;0.255121;0.200000;0.200000;0.000000;-0.520194;1.275604;
1.013031;0.104039;0.255038;0.200000;0.104039;0.255038;0.200000;0.200000;0.000000;-0.520196;1.275189;
1.013049;0.104040;0.254955;0.200000;0.104040;0.254955;0.200000;0.200000;0.000000;-0.520198;1.274774;
1.013066;0.104040;0.254872;0.200000;0.104040;0.254872;0.200000;0.200000;0.000000;-0.520201;1.274360;
1.013084;0.104041;0.254789;0.200000;0.104041;0.254789;0.200000;0.200000;0.000000;-0.520204;1.273945;
1.013101;0.104041;0.254706;0.200000;0.104041;0.254706;0.200000;0.200000;0.000000;-0.520207;1.273531;
1.013119;0.104042;0.254623;0.200000;0.104042;0.254623;0.200000;0.200000;0.000000;-0.520211;1.273116;
1.013137;0.104043;0.254540;0.200000;0.104043;0.254540;0.200000;0.200000;0.000000;-0.520215;1.272702;
1.013154;0.104044;0.254458;0.200000;0.104044;0.254458;0.200000;0.200000;0.000000;-0.520220;1.272288;
1.013172;0.104045;0.254375;0.200000;0.104045;0.254375;0.200000;0.200000;0.000000;-0.520225;1.271873;
1.013189;0.104046;0.254292;0.200000;0.104046;0.254292;0.200000;0.200000;0.000000;-0.520230;1.271459;
1.013207;0.104047;0.254209;0.200000;0.104047;0.254209;0.200000;0.200000;0.000000;-0.520236;1.271045;
1.013224;0.104048;0.254126;0.200000;0.104048;0.254126;0.200000;0.200000;0.000000;-0.520242;1.270632;
1.013242;0.104050;0.254044;0.200000;0.104050;0.254044;0.200000;0.200000;0.000000;-0.520248;1.270218;
1.013259;0.104051;0.253961;0.200000;0.104051;0.253961;0.200000;0.200000;0.000000;-0.520255;1.269804;
1.013277;0.104052;0.253878;0.200000;0.104052;0.253878;0.200000;0.200000;0.000000;-0.520262;1.269391;
1.013295;0.104054;0.253795;0.200000;0.104054;0.253795;0.200000;0.200000;0.000000;-0.520269;1.268977;
1.013312;0.104055;0.253713;0.200000;0.104055;0.253713;0.200000;0.200000;0.000000;-0.520277;1.268564;
1.013330;0.104057;0.253630;0.200000;0.104057;0.253630;0.200000;0.200000;0.000000;-0.520285;1.268151;
1.013347;0.104059;0.253547;0.200000;0.104059;0.253547;0.200000;0.200000;0.000000;-0.520293;1.267737;
1.013365;0.104060;0.253465;0.200000;0.104060;0.253465;0.200000;0.200000;0.000000;-0.520302;1.267324;
1.013382;0.104062;0.253382;0.200000;0.104062;0.253382;0.200000;0.200000;0.000000;-0.520311;1.266911;
1.013400;0.104064;0.253300;0.200000;0.104064;0.253300;0.200000;0.200000;0.000000;-0.520321;1.266499;
1.013417;0.104066;0.253217;0.200000;0.104066;0.253217;0.200000;0.200000;0.000000;-0.520331;1.266086;
1.013435;0.104068;0.253135;0.200000;0.104068;0.253135;0.200000;0.200000;0.000000;-0.520341;1.265673;
1.013453;0.104070;0.253052;0.200000;0.104070;0.253052;0.200000;0.200000;0.000000;-0.520351;1.265261;
1.013470;0.104072;0.252970;0.200000;0.104072;0.252970;0.200000;0.200000;0.000000;-0.520362;1.264848;
1.013488;0.104075;0.252887;0.200000;0.104075;0.252887;0.200000;0.200000;0.000000;-0.520373;1.264436;
1.013505;0.104077;0.252805;0.200000;0.104077;0.252805;0.200000;0.200000;0.000000;-0.520385;1.264024;
1.013523;0.104079;0.252722;0.200000;0.104079;0.252722;0.200000;0.200000;0.000000;-0.520397;1.263612;
1.013540;0.104082;0.252640;0.200000;0.104082;0.252640;0.200000;0.200000;0.000000;-0.520409;1.263199;
1.013558;0.104084;0.252558;0.200000;0.104084;0.252558;0.200000;0.200000;0.000000;-0.520422;1.262788;
1.013575;0.104087;0.252475;0.200000;0.104087;0.252475;0.200000;0.200000;0.000000;-0.520435;1.262376;
1.013593;0.104090;0.252393;0.200000;0.104090;0.252393;0.200000;0.200000;0.000000;-0.520448;1.261964;
1.013611;0.104092;0.252310;0.200000;0.104092;0.252310;0.200000;0.200000;0.000000;-0.520462;1.261552;
1.013628;0.104095;0.252228;0.200000;0.104095;0.252228;0.200000;0.200000;0.000000;-0.520476;1.261141;
1.013646;0.104098;0.252146;0.200000;0.104098;0.252146;0.200000;0.200000;0.000000;-0.520490;1.260729;
1.013663;0.104101;0.252064;0.200000;0.104101;0.252064;0.200000;0.200000;0.000000;-0.520505;1.260318;
1.013681;0.104104;0.251981;0.200000;0.104104;0.251981;0.200000;0.200000;0.000000;-0.520520;1.259907;
1.013698;0.104107;0.251899;0.200000;0.104107;0.251899;0.200000;0.200000;0.000000;-0.520535;1.259496;
1.013716;0.104110;0.251817;0.200000;0.104110;0.251817;0.200000;0.200000;0.000000;-0.520551;1.259085;
1.013733;0.104113;0.251735;0.200000;0.104113;0.251735;0.200000;0.200000;0.000000;-0.520567;1.258674;
1.013751;0.104117;0.251653;0.200000;0.104117;0.251653;0.200000;0.200000;0.000000;-0.520583;1.258263;
1.013769;0.104120;0.251570;0.200000;0.104120;0.251570;0.200000;0.200000;0.000000;-0.520600;1.257852;
1.013786;0.104123;0.251488;0.200000;0.104123;0.251488;0.200000;0.200000;0.000000;-0.520617;1.257442;
1.013804;0.104127;0.251406;0.200000;0.104127;0.251406;0.200000;0.200000;0.000000;-0.520635;1.257031;
1.013821;0.104130;0.251324;0.200000;0.104130;0.251324;0.200000;0.200000;0.000000;-0.520652;1.256621;
1.013839;0.104134;0.251242;0.200000;0.104134;0.251242;0.200000;0.200000;0.000000;-0.520670;1.256211;
1.013856;0.104138;0.251160;0.200000;0.104138;0.251160;0.200000;0.200000;0.000000;-0.520689;1.255801;
1.013874;0.104142;0.251078;0.200000;0.104142;0.251078;0.200000;0.200000;0.000000;-0.520708;1.255391;
1.013891;0.104145;0.250996;0.200000;0.104145;0.250996;0.200000;0.200000;0.000000;-0.520727;1.254981;
1.013909;0.104149;0.250914;0.200000;0.104149;0.250914;0.200000;0.200000;0.000000;-0.520746;1.254571;
1.013927;0.104153;0.250832;0.200000;0.104153;0.250832;0.200000;0.200000;0.000000;-0.520766;1.254161;
1.013944;0.104157;0.250750;0.200000;0.104157;0.250750;0.200000;0.200000;0.000000;-0.520786;1.253751;
1.013962;0.104161;0.250668;0.200000;0.104161;0.250668;0.200000;0.200000;0.000000;-0.520807;1.253342;
1.013979;0.104165;0.250586;0.200000;0.104165;0.250586;0.200000;0.200000;0.000000;-0.520827;1.252932;
1.013997;0.104170;0.250505;0.200000;0.104170;0.250505;0.200000;0.200000;0.000000;-0.520848;1.252523;
1.014014;0.104174;0.250423;0.200000;0.104174;0.250423;0.200000;0.200000;0.000000;-0.520870;1.252114;
1.014032;0.104178;0.250341;0.200000;0.104178;0.250341;0.200000;0.200000;0.000000;-0.520892;1.251705;
1.014067;0.104187;0.250177;0.200000;0.104187;0.250177;0.200000;0.200000;0.000000;-0.520937;1.250887;
1.014098;0.104195;0.250035;0.200000;0.104195;0.250035;0.200000;0.200000;0.000000;-0.520977;1.250177;
1.014128;0.104204;0.249894;0.200000;0.104204;0.249894;0.200000;0.200000;0.000000;-0.521018;1.249468;
1.014158;0.104212;0.249752;0.200000;0.104212;0.249752;0.200000;0.200000;0.000000;-0.521060;1.248759;
1.014189;0.104221;0.249610;0.200000;0.104221;0.249610;0.200000;0.200000;0.000000;-0.521103;1.248051;
1.014219;0.104229;0.249469;0.200000;0.104229;0.249469;0.200000;0.200000;0.000000;-0.521147;1.247343;
1.014250;0.104238;0.249327;0.200000;0.104238;0.249327;0.200000;0.200000;0.000000;-0.521192;1.246635;
1.014280;0.104248;0.249185;0.200000;0.104248;0.249185;0.200000;0.200000;0.000000;-0.521238;1.245927;
1.014311;0.104257;0.249044;0.200000;0.104257;0.249044;0.200000;0.200000;0.000000;-0.521284;1.245220;
1.014341;0.104266;0.248903;0.200000;0.104266;0.248903;0.200000;0.200000;0.000000;-0.521332;1.244513;
1.014372;0.104276;0.248761;0.200000;0.104276;0.248761;0.200000;0.200000;0.000000;-0.521381;1.243806;
1.014402;0.104286;0.248620;0.200000;0.104286;0.248620;0.200000;0.200000;0.000000;-0.521431;1.243100;
1.014433;0.104296;0.248479;0.200000;0.104296;0.248479;0.200000;0.200000;0.000000;-0.521482;1.242394;
1.014463;0.104307;0.248338;0.200000;0.104307;0.248338;0.200000;0.200000;0.000000;-0.521534;1.241689;
1.014494;0.104317;0.248197;0.200000;0.104317;0.248197;0.200000;0.200000;0.000000;-0.521587;1.240983;
1.014524;0.104328;0.248056;0.200000;0.104328;0.248056;0.200000;0.200000;0.000000;-0.521640;1.240278;
1.014555;0.104339;0.247915;0.200000;0.104339;0.247915;0.200000;0.200000;0.000000;-0.521695;1.239574;
1.014585;0.104350;0.247774;0.200000;0.104350;0.247774;0.200000;0.200000;0.000000;-0.521751;1.238869;
1.014616;0.104361;0.247633;0.200000;0.104361;0.247633;0.200000;0.200000;0.000000;-0.521807;1.238166;
1.014646;0.104373;0.247492;0.200000;0.104373;0.247492;0.200000;0.200000;0.000000;-0.521865;1.237462;
1.014677;0.104385;0.247352;0.200000;0.104385;0.247352;0.200000;0.200000;0.000000;-0.521923;1.236759;
1.014707;0.104397;0.247211;0.200000;0.104397;0.247211;0.200000;0.200000;0.000000;-0.521983;1.236056;
1.014738;0.104409;0.247071;0.200000;0.104409;0.247071;0.200000;0.200000;0.000000;-0.522043;1.235353;
1.014768;0.104421;0.246930;0.200000;0.104421;0.246930;0.200000;0.200000;0.000000;-0.522105;1.234651;
1.014799;0.104433;0.246790;0.200000;0.104433;0.246790;0.200000;0.200000;0.000000;-0.522167;1.233949;
1.014829;0.104446;0.246649;0.200000;0.104446;0.246649;0.200000;0.200000;0.000000;-0.522230;1.233247;
1.014859;0.104459;0.246509;0.200000;0.104459;0.246509;0.200000;0.200000;0.000000;-0.522294;1.232546;
1.014890;0.104472;0.246369;0.200000;0.104472;0.246369;0.200000;0.200000;0.000000;-0.522359;1.231845;
1.014920;0.104485;0.246229;0.200000;0.104485;0.246229;0.200000;0.200000;0.000000;-0.522425;1.231145;
1.014951;0.104498;0.246089;0.200000;0.104498;0.246089;0.200000;0.200000;0.000000;-0.522492;1.230444;
1.014981;0.104512;0.245949;0.200000;0.104512;0.245949;0.200000;0.200000;0.000000;-0.522560;1.229744;
1.015012;0.104526;0.245809;0.200000;0.104526;0.245809;0.200000;0.200000;0.000000;-0.522629;1.229045;
1.015042;0.104540;0.245669;0.200000;0.104540;0.245669;0.200000;0.200000;0.000000;-0.522699;1.228346;
1.015073;0.104554;0.245529;0.200000;0.104554;0.245529;0.200000;0.200000;0.000000;-0.522769;1.227647;
1.015103;0.104568;0.245390;0.200000;0.104568;0.245390;0.200000;0.200000;0.000000;-0.522841;1.226948;
1.015134;0.104583;0.245250;0.200000;0.104583;0.245250;0.200000;0.200000;0.000000;-0.522914;1.226250;
1.015164;0.104597;0.245110;0.200000;0.104597;0.245110;0.200000;0.200000;0.000000;-0.522987;1.225552;
1.015195;0.104612;0.244971;0.200000;0.104612;0.244971;0.200000;0.200000;0.000000;-0.523061;1.224855;
1.015225;0.104627;0.244832;0.200000;0.104627;0.244832;0.200000;0.200000;0.000000;-0.523136;1.224158;
1.015256;0.104643;0.244692;0.200000;0.104643;0.244692;0.200000;0.200000;0.000000;-0.523213;1.223461;
1.015286;0.104658;0.244553;0.200000;0.104658;0.244553;0.200000;0.200000;0.000000;-0.523290;1.222764;
1.015317;0.104673;0.244414;0.200000;0.104673;0.244414;0.200000;0.200000;0.000000;-0.523367;1.222068;
1.015347;0.104689;0.244275;0.200000;0.104689;0.244275;0.200000;0.200000;0.000000;-0.523446;1.221373;
1.015378;0.104705;0.244135;0.200000;0.104705;0.244135;0.200000;0.200000;0.000000;-0.523526;1.220677;
1.015408;0.104721;0.243996;0.200000;0.104721;0.243996;0.200000;0.200000;0.000000;-0.523607;1.219982;
1.015439;0.104738;0.243857;0.200000;0.104738;0.243857;0.200000;0.200000;0.000000;-0.523688;1.219287;
1.015469;0.104754;0.243719;0.200000;0.104754;0.243719;0.200000;0.200000;0.000000;-0.523770;1.218593;
1.015500;0.104771;0.243580;0.200000;0.104771;0.243580;0.200000;0.200000;0.000000;-0.523854;1.217899;
1.015530;0.104788;0.243441;0.200000;0.104788;0.243441;0.200000;0.200000;0.000000;-0.523938;1.217206;
1.015560;0.104805;0.243302;0.200000;0.104805;0.243302;0.200000;0.200000;0.000000;-0.524023;1.216512;
1.015591;0.104822;0.243164;0.200000;0.104822;0.243164;0.200000;0.200000;0.000000;-0.524108;1.215819;
1.015621;0.104839;0.243025;0.200000;0.104839;0.243025;0.200000;0.200000;0.000000;-0.524195;1.215127;
1.015652;0.104857;0.242887;0.200000;0.104857;0.242887;0.200000;0.200000;0.000000;-0.524283;1.214435;
1.015682;0.104874;0.242749;0.200000;0.104874;0.242749;0.200000;0.200000;0.000000;-0.524371;1.213743;
1.015713;0.104892;0.242610;0.200000;0.104892;0.242610;0.200000;0.200000;0.000000;-0.524461;1.213051;
1.015743;0.104910;0.242472;0.200000;0.104910;0.242472;0.200000;0.200000;0.000000;-0.524551;1.212360;
1.015774;0.104928;0.242334;0.200000;0.104928;0.242334;0.200000;0.200000;0.000000;-0.524642;1.211669;
1.015804;0.104947;0.242196;0.200000;0.104947;0.242196;0.200000;0.200000;0.000000;-0.524734;1.210979;
1.015835;0.104965;0.242058;0.200000;0.104965;0.242058;0.200000;0.200000;0.000000;-0.524826;1.210289;
1.015865;0.104984;0.241920;0.200000;0.104984;0.241920;0.200000;0.200000;0.000000;-0.524920;1.209599;
1.015896;0.105003;0.241782;0.200000;0.105003;0.241782;0.200000;0.200000;0.000000;-0.525014;1.208910;
1.015926;0.105022;0.241644;0.200000;0.105022;0.241644;0.200000;0.200000;0.000000;-0.525110;1.208221;
1.015957;0.105041;0.241506;0.200000;0.105041;0.241506;0.200000;0.200000;0.000000;-0.525206;1.207532;
1.015987;0.105061;0.241369;0.200000;0.105061;0.241369;0.200000;0.200000;0.000000;-0.525303;1.206844;
1.016018;0.105080;0.241231;0.200000;0.105080;0.241231;0.200000;0.200000;0.000000;-0.525401;1.206156;
1.016048;0.105100;0.241094;0.200000;0.105100;0.241094;0.200000;0.200000;0.000000;-0.525499;1.205469;
1.016079;0.105120;0.240956;0.200000;0.105120;0.240956;0.200000;0.200000;0.000000;-0.525599;1.204782;
1.016109;0.105140;0.240819;0.200000;0.105140;0.240819;0.200000;0.200000;0.000000;-0.525699;1.204095;
1.016140;0.105160;0.240682;0.200000;0.105160;0.240682;0.200000;0.200000;0.000000;-0.525800;1.203408;
1.016170;0.105180;0.240544;0.200000;0.105180;0.240544;0.200000;0.200000;0.000000;-0.525902;1.202722;
1.016201;0.105201;0.240407;0.200000;0.105201;0.240407;0.200000;0.200000;0.000000;-0.526005;1.202037;
1.016231;0.105222;0.240270;0.200000;0.105222;0.240270;0.200000;0.200000;0.000000;-0.526108;1.201351;
1.016261;0.105243;0.240133;0.200000;0.105243;0.240133;0.200000;0.200000;0.000000;-0.526213;1.200666;
1.016292;0.105264;0.239996;0.200000;0.105264;0.239996;0.200000;0.200000;0.000000;-0.526318;1.199982;
1.016322;0.105285;0.239860;0.200000;0.105285;0.239860;0.200000;0.200000;0.000000;-0.526424;1.199298;
1.016353;0.105306;0.239723;0.200000;0.105306;0.239723;0.200000;0.200000;0.000000;-0.526531;1.198614;
1.016383;0.105328;0.239586;0.200000;0.105328;0.239586;0.200000;0.200000;0.000000;-0.526638;1.197930;
1.016414;0.105349;0.239449;0.200000;0.105349;0.239449;0.200000;0.200000;0.000000;-0.526747;1.197247;
1.016444;0.105371;0.239313;0.200000;0.105371;0.239313;0.200000;0.200000;0.000000;-0.526856;1.196565;
1.016475;0.105393;0.239176;0.200000;0.105393;0.239176;0.200000;0.200000;0.000000;-0.526966;1.195882;
1.016505;0.105415;0.239040;0.200000;0.105415;0.239040;0.200000;0.200000;0.000000;-0.527077;1.195200;
1.016536;0.105438;0.238904;0.200000;0.105438;0.238904;0.200000;0.200000;0.000000;-0.527188;1.194519;
1.016566;0.105460;0.238768;0.200000;0.105460;0.238768;0.200000;0.200000;0.000000;-0.527301;1.193838;
1.016597;0.105483;0.238631;0.200000;0.105483;0.238631;0.200000;0.200000;0.000000;-0.527414;1.193157;
1.016627;0.105506;0.238495;0.200000;0.105506;0.238495;0.200000;0.200000;0.000000;-0.527528;1.192476;
1.016658;0.105529;0.238359;0.200000;0.105529;0.238359;0.200000;0.200000;0.000000;-0.527643;1.191796;
1.016688;0.105552;0.238223;0.200000;0.105552;0.238223;0.200000;0.200000;0.000000;-0.527758;1.191117;
1.016719;0.105575;0.238087;0.200000;0.105575;0.238087;0.200000;0.200000;0.000000;-0.527874;1.190437;
1.016749;0.105598;0.237952;0.200000;0.105598;0.237952;0.200000;0.200000;0.000000;-0.527991;1.189758;
1.016780;0.105622;0.237816;0.200000;0.105622;0.237816;0.200000;0.200000;0.000000;-0.528109;1.189080;
1.016810;0.105646;0.237680;0.200000;0.105646;0.237680;0.200000;0.200000;0.000000;-0.528228;1.188402;
1.016841;0.105669;0.237545;0.200000;0.105669;0.237545;0.200000;0.200000;0.000000;-0.528347;1.187724;
1.016871;0.105693;0.237409;0.200000;0.105693;0.237409;0.200000;0.200000;0.000000;-0.528467;1.187046;
1.016902;0.105718;0.237274;0.200000;0.105718;0.237274;0.200000;0.200000;0.000000;-0.528588;1.186369;
1.016932;0.105742;0.237139;0.200000;0.105742;0.237139;0.200000;0.200000;0.000000;-0.528710;1.185693;
1.016962;0.105766;0.237003;0.200000;0.105766;0.237003;0.200000;0.200000;0.000000;-0.528832;1.185017;
