"time","generatorSynchronous.omegaPu.value","generatorSynchronous.PmPu_in","generatorSynchronous.UPu","generatorSynchronous.PmPu.value"
1.86,0.9934084457245836,0.8379237008310072,0.9991442525165702,0.8379237008310072
1.89,0.9933714450036595,0.8385695861839824,0.9991519370400028,0.8385695861839824
1.92,0.9933366586133465,0.8392048227938484,0.9991595106667495,0.8392048227938484
1.95,0.9933041296600793,0.8398295936741249,0.9991669752472153,0.8398295936741249
1.98,0.9932737197028964,0.8404434518198329,0.9991743268875258,0.8404434518198329
2.01,0.993245483854388,0.8410465751812117,0.9991815675922033,0.8410465751812117
2.04,0.9932193293895465,0.8416387473033029,0.9991886946616566,0.8416387473033029
2.07,0.9931952359774795,0.842219920726176,0.9991957076872705,0.842219920726176
2.1,0.9931731815250504,0.8427900819056118,0.9992026061842876,0.8427900819056118
2.13,0.9931530794723413,0.8433490974620804,0.9992093875613344,0.8433490974620804
2.16,0.9931349655638743,0.8438970293795209,0.9992160531689042,0.8438970293795209
2.19,0.9931187026398849,0.8444337624465503,0.9992225993543103,0.8444337624465503
2.22,0.9931043478170291,0.8449593446399859,0.999229027796022,0.8449593446399859
2.25,0.9930917915505793,0.8454737520278328,0.9992353365036286,0.8454737520278328
2.28,0.9930810326239479,0.8459769843443059,0.9992415255066126,0.8459769843443059
2.31,0.9930720313936272,0.8464690662510032,0.9992475947588403,0.8464690662510032
2.34,0.9930647153277194,0.8469500221614255,0.9992535437068859,0.8469500221614255
2.37,0.9930591076525952,0.8474198537257951,0.9992593727422061,0.8474198537257951
2.4,0.9930550820973898,0.8478786665527351,0.9992650823313536,0.8478786665527351
2.43,0.9930526938521954,0.8483264144831448,0.999270672208813,0.8483264144831448
2.46,0.9930518207984599,0.8487632550602173,0.9992761441027898,0.8487632550602173
2.49,0.9930524824496887,0.8491891631098908,0.9992814976450456,0.8491891631098908
2.52,0.9930546219016573,0.8496042411911481,0.9992867342134958,0.8496042411911481
2.55,0.9930581845405339,0.8500085824356463,0.9992918549963888,0.8500085824356463
2.58,0.9930631792963435,0.8504021821847837,0.9992968598615047,0.8504021821847837
2.61,0.9930694959609149,0.8507852705644696,0.9993017521032678,0.8507852705644696
2.64,0.9930771853769175,0.851157741410022,0.9993065299949672,0.851157741410022
2.67,0.9930861169365274,0.8515199138791312,0.9993111982132091,0.8515199138791312
2.7,0.9930963301765506,0.851871691358322,0.999315755132389,0.851871691358322
2.73,0.9931077527075196,0.8522132766817179,0.9993202036371984,0.8522132766817179
2.76,0.9931203491683216,0.8525447680145768,0.9993245450301151,0.8525447680145768
2.79,0.9931341140793787,0.8528661915809188,0.9993287795033751,0.8528661915809188
2.82,0.9931489559533487,0.8531778299816168,0.9993329110836667,0.8531778299816168
2.85,0.9931649179044241,0.85347955058193,0.9993369375957291,0.85347955058193
2.88,0.993181870333015,0.8537717921098257,0.9993408653147011,0.8537717921098257
2.91,0.9931998650325254,0.8540543792313007,0.9993446914518461,0.8540543792313007
2.94,0.9932188187079237,0.854327617431929,0.9993484202660264,0.854327617431929
2.97,0.9932387147764762,0.8545915675290942,0.9993520524414612,0.8545915675290942
3,0.9932595344174132,0.8548463097128476,0.9993555889200573,0.8548463097128476
3.03,0.9932812056231655,0.8550921275439683,0.9993590336048418,0.8550921275439683
3.06,0.9933037580241499,0.8553289065777434,0.9993623846220494,0.8553289065777434
3.09,0.993327081531578,0.8555571090156904,0.9993656484070537,0.8555571090156904
3.12,0.9933512221777553,0.8557765415937921,0.999368821974004,0.8557765415937921
3.15,0.9933760939873953,0.8559875869683541,0.9993719105642238,0.8559875869683541
3.18,0.9934016974168508,0.856190243108254,0.9993749139456337,0.856190243108254
3.21,0.9934280021782668,0.8563846560357734,0.999377833959327,0.8563846560357734
3.24,0.9934549550948816,0.8565710754937051,0.9993806739260832,0.8565710754937051
3.27,0.9934825731274474,0.8567494252598975,0.9993834325589149,0.8567494252598975
3.3,0.9935107658402467,0.8569201518105014,0.9993861158785026,0.8569201518105014
3.33,0.9935395729389466,0.8570830591208278,0.9993887209636512,0.8570830591208278
3.36,0.9935689082321564,0.8572385931045707,0.9993912537464238,0.8572385931045707
3.39,0.9935987866667747,0.8573866764335102,0.9993937129823361,0.8573866764335102
3.42,0.9936291688524362,0.8575275241799774,0.9993961013866605,0.8575275241799774
3.45,0.993660018816356,0.857661330865445,0.9993984214162146,0.857661330865445
3.48,0.9936913423063674,0.8577880697551495,0.9994006725115295,0.8577880697551495
3.51,0.9937230676293148,0.857908145193838,0.9994028598875971,0.857908145193838
3.54,0.9937552280298254,0.85802136968397,0.9994049808849983,0.85802136968397
3.57,0.9937877393466046,0.8581282374300121,0.9994070418115991,0.8581282374300121
3.6,0.9938206280240192,0.8582285931477058,0.9994090404833885,0.8582285931477058
3.63,0.9938538481693101,0.8583227177613006,0.9994109803569966,0.8583227177613006
3.66,0.9938873787625905,0.8584107396002305,0.9994128629418085,0.8584107396002305
3.69,0.9939212161970173,0.8584926858014019,0.9994146884134987,0.8584926858014019
3.72,0.9939553058833299,0.858568902471649,0.9994164610113224,0.858568902471649
3.75,0.9939896733460952,0.8586392281281001,0.9994181785642495,0.8586392281281001
3.78,0.9940242427981414,0.8587041613351719,0.9994198471284308,0.8587041613351719
3.81,0.9940590446453433,0.8587635020684161,0.999421464107819,0.8587635020684161
3.84,0.9940940305889802,0.8588175797850714,0.9994230333927676,0.8588175797850714
3.87,0.9941291919695423,0.8588664535537466,0.9994245555964161,0.8588664535537466
3.9,0.9941645178882633,0.8589102035600777,0.9994260315485788,0.8589102035600777
3.93,0.9941999687611516,0.8589491096558488,0.9994274644892881,0.8589491096558488
3.96,0.994235560745637,0.8589830588945537,0.9994288529696369,0.8589830588945537
3.99,0.9942712343595299,0.8590124870230929,0.9994302019902812,0.8590124870230929
4.02,0.9943070145776303,0.8590372110843187,0.9994315093331576,0.8590372110843187
4.05,0.9943428553134476,0.8590575808919516,0.9994327789175917,0.8590575808919516
4.08,0.9943787575551732,0.8590735889452459,0.9994340105872456,0.8590735889452459
4.11,0.9944147052231378,0.8590853638986664,0.9994352056955752,0.8590853638986664
4.14,0.994450671397335,0.8590931174970162,0.9994363665492566,0.8590931174970162
4.17,0.9944866645737855,0.8590967850690214,0.9994374923492959,0.8590967850690214
4.2,0.994522639620447,0.859096734605783,0.9994385870656639,0.859096734605783
4.23,0.9945586164427456,0.8590928038053214,0.9994396488736702,0.8590928038053214
4.26,0.9945945523801396,0.8590853534267674,0.999440681580404,0.8590853534267674
4.29,0.9946304554028166,0.8590743160701813,0.9994416844257538,0.8590743160701813
4.32,0.9946663062903782,0.8590598617506318,0.9994426591346185,0.8590598617506318
4.35,0.9947020883733907,0.8590421367739529,0.9994436072011889,0.8590421367739529
4.38,0.9947378042378749,0.8590211214868468,0.9994445283683155,0.8590211214868468
4.41,0.9947734209836758,0.8589971158695606,0.9994454256635467,0.8589971158695606
4.44,0.9948089539464297,0.8589699800933324,0.9994462976409741,0.8589699800933324
4.47,0.9948443648700999,0.8589400769466158,0.9994471478803231,0.8589400769466158
4.5,0.9948796662087183,0.8589072883257227,0.9994479751951502,0.8589072883257227
4.53,0.9949148374841418,0.8588718169858095,0.9994487815280145,0.8588718169858095
4.56,0.9949498699210051,0.8588337496018208,0.9994495677087981,0.8588337496018208
4.59,0.9949847618985413,0.8587931062165264,0.999450333898415,0.8587931062165264
4.62,0.9950194905970907,0.8587501219844953,0.9994510823064933,0.8587501219844953
4.65,0.9950540666126653,0.8587046880683687,0.9994518119059491,0.8587046880683687
4.68,0.9950884591002527,0.8586571367668998,0.9994525257384403,0.8586571367668998
4.71,0.9951226804833684,0.8586073342393654,0.9994532225848477,0.8586073342393654
4.74,0.9951567114487876,0.8585554985312045,0.9994539043888889,0.8585554985312045
4.77,0.9951905489089383,0.8585016645009642,0.9994545714709346,0.8585016645009642
4.8,0.9952241886221594,0.858445885283053,0.9994552242852828,0.858445885283053
4.83,0.9952576157637267,0.8583883367795209,0.9994558643635767,0.8583883367795209
4.86,0.9952908363683228,0.8583289486541918,0.9994564911080086,0.8583289486541918
4.89,0.9953238288601463,0.8582679908797601,0.9994571067932483,0.8582679908797601
4.92,0.9953566023360224,0.8582053496298878,0.9994577104875958,0.8582053496298878
4.95,0.9953891405136023,0.8581412406285674,0.9994583039574571,0.8581412406285674
4.98,0.9954214440002794,0.8580756558284734,0.9994588871614397,0.8580756558284734
5.01,0.9954535073544984,0.8580086742075341,0.9994594607314621,0.8580086742075341
5.04,0.9954853217984121,0.8579404195052458,0.999460025662181,0.8579404195052458
5.07,0.9955168901428524,0.8578708545329972,0.9994605816792667,0.8578708545329972
5.1,0.995548198266776,0.8578001923394263,0.9994611304202388,0.8578001923394263
5.13,0.9955792524269149,0.8577283385272445,0.9994616712019557,0.8577283385272445
5.16,0.9956100398184451,0.8576555013535241,0.9994622055701076,0.8576555013535241
5.19,0.9956405630027798,0.8575816391595533,0.9994627332538207,0.8575816391595533
5.22,0.9956708165652067,0.8575068493809914,0.9994632549616923,0.8575068493809914
5.25,0.9957007960126891,0.8574312114973814,0.9994637712838869,0.8574312114973814
5.28,0.9957305021431375,0.857354715564951,0.9994642821716901,0.857354715564951
5.31,0.9957599265981359,0.8572775242234945,0.9994647887522794,0.8572775242234945
5.34,0.9957890732943824,0.8571995612610925,0.9994652905495088,0.8571995612610925
5.37,0.9958179331889526,0.8571210230763111,0.9994657888614397,0.8571210230763111
5.4,0.9958465093267663,0.857041843538129,0.9994662833000488,0.857041843538129
5.43,0.9958747973380142,0.8569621314029245,0.999466774567413,0.8569621314029245
5.46,0.995902795467674,0.8568819300516262,0.9994672629673624,0.8568819300516262
5.49,0.9959305035601227,0.8568012507303377,0.9994677485910154,0.8568012507303377
5.52,0.9959579174873443,0.8567202127584005,0.9994682321724596,0.8567202127584005
5.55,0.9959850391752011,0.8566387613514757,0.9994687134288418,0.8566387613514757
5.58,0.9960118639016027,0.8565570626200082,0.9994691933161377,0.8565570626200082
5.61,0.9960383935759577,0.8564750493961419,0.9994696715019353,0.8564750493961419
5.64,0.9960646258208836,0.8563928302024268,0.9994701485897658,0.8563928302024268
5.67,0.9960905603016293,0.8563104203195585,0.9994706246979748,0.8563104203195585
5.7,0.9961161968037484,0.8562278462840351,0.9994710999858408,0.8562278462840351
5.73,0.9961415340799303,0.8561451913289164,0.9994715748982245,0.8561451913289164
5.76,0.9961665727579405,0.856062430968017,0.9994720493427808,0.856062430968017
5.79,0.9961913123210029,0.8559797784262683,0.9994725242840595,0.8559797784262683
5.82,0.996215752987917,0.8558971434257066,0.9994729993682298,0.8558971434257066
5.85,0.9962398947586828,0.8558145259663326,0.9994734746331422,0.8558145259663326
5.88,0.9962637376333002,0.8557319260481457,0.9994739501163012,0.8557319260481457
5.91,0.996287282963627,0.8556494519483955,0.9994744262631651,0.8556494519483955
5.94,0.9963105315113376,0.8555671646734971,0.9994749033408038,0.8555671646734971
5.97,0.9963334822092341,0.8554849787460779,0.9994753810635151,0.8554849787460779
6,0.9963561350573163,0.8554028941661376,0.9994758594675111,0.8554028941661376
6.03,0.9963784923712887,0.8553210112493503,0.9994763389203564,0.8553210112493503
6.06,0.9964005580754555,0.8552394999955196,0.9994768200196853,0.8552394999955196
6.09,0.9964223288515108,0.8551582166565319,0.999477302325266,0.8551582166565319
6.12,0.9964438046994546,0.8550771612323874,0.9994777858718155,0.8550771612323874
6.15,0.996464987353429,0.8549963755858141,0.9994782707961271,0.8549963755858141
6.18,0.9964858844602937,0.854916044314377,0.999478757583715,0.854916044314377
6.21,0.9965064906438633,0.8548360376352913,0.9994792459501753,0.8548360376352913
6.24,0.9965268059041377,0.8547563555485571,0.9994797359284538,0.8547563555485571
6.27,0.9965468307690676,0.8546770064622693,0.9994802275647263,0.8546770064622693
6.3,0.9965665784839821,0.8545982013203384,0.9994807212325085,0.8545982013203384
6.33,0.9965860407287641,0.854519807617333,0.9994812167482918,0.854519807617333
6.36,0.9966052175034136,0.8544418253532535,0.9994817141430421,0.8544418253532535
6.39,0.9966241088079305,0.8543642545280999,0.999482213447334,0.8543642545280999
6.42,0.9966427295466619,0.8542872613820146,0.9994827148009942,0.8542872613820146
6.45,0.9966610728572033,0.8542107693730931,0.9994832181822731,0.8542107693730931
6.48,0.9966791373110044,0.8541347625675692,0.9994837236094745,0.8541347625675692
6.51,0.9966969229080653,0.8540592409654425,0.9994842311110641,0.8540592409654425
6.54,0.9967144434366219,0.8539843160661353,0.9994847406648026,0.8539843160661353
6.57,0.9967316965683476,0.8539099690414913,0.999485252305762,0.8539099690414913
6.6,0.9967486784555721,0.8538361687770857,0.9994857660745383,0.8538361687770857
6.63,0.9967653890982953,0.8537629152729179,0.9994862819974197,0.8537629152729179
6.66,0.9967818402435602,0.853690278400655,0.9994867999703225,0.853690278400655
6.69,0.9967980350903501,0.8536182771879171,0.9994873199822887,0.8536182771879171
6.72,0.9968139671294106,0.8535468729175186,0.9994878421296253,0.8535468729175186
6.75,0.9968296363607416,0.8534760655894598,0.9994883664364309,0.8534760655894598
6.78,0.9968450518581331,0.8534058948665563,0.9994888927775462,0.8534058948665563
6.81,0.9968602228836813,0.8533364012347361,0.999489421023352,0.8533364012347361
6.84,0.9968751402046528,0.853267544336421,0.9994899513473697,0.853267544336421
6.87,0.996889803821048,0.8531993241716109,0.9994904837715342,0.8531993241716109
6.9,0.9969042197440303,0.8531317597176746,0.9994910181950051,0.8531317597176746
6.93,0.9969184034596186,0.8530648998642967,0.9994915543227273,0.8530648998642967
6.96,0.996932343095253,0.8529987071295579,0.9994920924163492,0.8529987071295579
6.99,0.9969460386509335,0.8529331815134584,0.9994926324957025,0.8529331815134584
7.02,0.9969594928880573,0.8528683290632069,0.9994931745159658,0.8528683290632069
7.05,0.9969727273771699,0.8528041970163336,0.9994937179930515,0.8528041970163336
7.08,0.9969857278014808,0.8527407540203709,0.9994942632782402,0.8527407540203709
7.11,0.9969984941609895,0.8526780000753185,0.9994948103893513,0.8526780000753185
7.14,0.9970110264556965,0.8526159351811762,0.9994953593438998,0.8526159351811762
7.17,0.9970233504328303,0.8525545953362297,0.9994959095035187,0.8525545953362297
7.2,0.9970354511450924,0.8524939596420309,0.9994964612642298,0.8524939596420309
7.23,0.9970473280807222,0.852434027383066,0.9994970146549641,0.852434027383066
7.26,0.9970589812397196,0.8523747985593346,0.9994975696913538,0.8523747985593346
7.29,0.9970704320329963,0.8523162889110066,0.9994981258104751,0.8523162889110066
7.32,0.9970816731850052,0.8522584930894845,0.9994986832226275,0.8522584930894845
7.35,0.9970927010168265,0.8522014083902214,0.9994992420412171,0.8522014083902214
7.38,0.9971035155284603,0.8521450348132169,0.9994998022801126,0.8521450348132169
7.41,0.9971141337398488,0.8520893752417029,0.9995003634744518,0.8520893752417029
7.44,0.9971245558039473,0.8520344297015908,0.9995009256322183,0.8520344297015908
7.47,0.9971347750798344,0.8519801970678873,0.999501488952433,0.8519801970678873
7.5,0.99714479156751,0.8519266773405927,0.9995020534473296,0.8519266773405927
7.53,0.997154617980203,0.851873866436676,0.9995026187616959,0.851873866436676
7.56,0.9971642614554894,0.8518217620638053,0.9995031847002493,0.8518217620638053
7.59,0.9971737126685269,0.8517703672167838,0.999503751543091,0.8517703672167838
7.62,0.9971829716193156,0.8517196818956113,0.9995043193009531,0.8517196818956113
7.65,0.9971920469066259,0.8516696996299657,0.9995048877315789,0.8516696996299657
7.68,0.9972009520607439,0.8516204102387035,0.999505456446819,0.8516204102387035
7.71,0.997209675401412,0.8515718225108759,0.9995060257993703,0.8515718225108759
7.74,0.99721821692863,0.8515239364464831,0.9995065957985952,0.8515239364464831
7.77,0.9972265814001322,0.8514767466393762,0.999507166312378,0.8514767466393762
7.8,0.9972347880440752,0.8514302312408626,0.999507736778142,0.8514302312408626
7.83,0.9972428231846551,0.8513844057905721,0.9995083076100585,0.8513844057905721
7.86,0.9972506868218717,0.8513392702885048,0.9995088788162486,0.8513392702885048
7.89,0.9972583802039539,0.8512948228854003,0.9995094503674503,0.8512948228854003
7.92,0.9972659274973749,0.8512510277784415,0.999510021550552,0.8512510277784415
7.95,0.9972733134060922,0.8512079076288335,0.9995105928284805,0.8512079076288335
7.98,0.997280537930106,0.8511654624365763,0.9995111642082426,0.8511654624365763
8.01,0.9972876010694163,0.8511236922016697,0.9995117356966919,0.8511236922016697
8.039999999999999,0.9972945254627772,0.8510825562877444,0.9995123066262842,0.8510825562877444
8.07,0.99730130024529,0.8510420741972005,0.9995128773263571,0.8510420741972005
8.1,0.9973079235257059,0.8510022493248131,0.9995134478592211,0.8510022493248131
8.130000000000001,0.9973143953040248,0.8509630816705822,0.9995140182307519,0.8509630816705822
8.16,0.9973207333240706,0.8509245342898383,0.9995145879215536,0.8509245342898383
8.19,0.9973269340900063,0.8508866144613129,0.9995151570400557,0.8508866144613129
8.220000000000001,0.9973329929631543,0.8508493318432638,0.9995157257286086,0.8508493318432638
8.25,0.9973389099435143,0.8508126864356911,0.9995162939922205,0.8508126864356911
8.279999999999999,0.997344698297486,0.8507766471002425,0.9995168614473403,0.8507766471002425
8.31,0.9973503610498443,0.8507412067372887,0.9995174280096739,0.8507412067372887
8.34,0.9973558912148867,0.850706381743387,0.9995179938880264,0.850706381743387
8.369999999999999,0.9973612887926129,0.8506721721185373,0.9995185590866422,0.8506721721185373
8.4,0.9973665630129945,0.8506385539240109,0.999519123343401,0.8506385539240109
8.43,0.9973717225583365,0.8506055046415004,0.9995196864114885,0.8506055046415004
8.460000000000001,0.9973767584935231,0.8505730474449995,0.9995202485522294,0.8505730474449995
8.49,0.9973816708185548,0.8505411823345079,0.9995208097692001,0.8505411823345079
8.52,0.9973864651777067,0.8505098933693017,0.9995213699061192,0.8505098933693017
8.550000000000001,0.9973911550551667,0.8504791424669516,0.9995219285844122,0.8504791424669516
8.58,0.9973957299523111,0.8504489592779713,0.9995224861042147,0.8504489592779713
8.609999999999999,0.99740018986914,0.8504193438023604,0.9995230424685204,0.8504193438023604
8.640000000000001,0.9974045373134306,0.85039028841288,0.9995235976108806,0.85039028841288
8.67,0.9974087897407014,0.8503617400197191,0.9995241510511155,0.8503617400197191
8.699999999999999,0.9974129354560605,0.850333734192122,0.9995247031151435,0.850333734192122
8.73,0.9974169744595079,0.8503062709300887,0.9995252538054532,0.8503062709300887
8.76,0.9974209067510434,0.8502793502336192,0.9995258031244655,0.8502793502336192
8.789999999999999,0.9974247523954693,0.8502529069488318,0.9995263505344369,0.8502529069488318
8.82,0.9974284994153253,0.8502269799686114,0.9995268963596913,0.8502269799686114
8.85,0.9974321476204897,0.8502015699103154,0.9995274406073994,0.8502015699103154
8.880000000000001,0.9974356970109625,0.8501766767739434,0.9995279832795587,0.8501766767739434
8.91,0.9974391632576974,0.8501522466025764,0.9995285239696259,0.8501522466025764
8.94,0.9974425406770475,0.8501282989656729,0.9995290628273515,0.8501282989656729
8.970000000000001,0.9974458268018668,0.8501048423579045,0.9995295999187128,0.8501048423579045
9,0.9974490216321549,0.8500818767792712,0.9995301352453438,0.8500818767792712
9.029999999999999,0.9974521369524628,0.850059359443605,0.9995306685128937,0.850059359443605
9.06,0.9974551724653334,0.8500372914308831,0.9995311997301553,0.8500372914308831
9.09,0.9974581238243109,0.8500156885217826,0.9995317290076208,0.8500156885217826
9.119999999999999,0.9974609910293952,0.8499945507163038,0.9995322563466182,0.8499945507163038
9.15,0.997463782466475,0.8499738460544042,0.9995327815467202,0.8499738460544042
9.18,0.9974665023664796,0.8499535584112976,0.9995333045072424,0.8499535584112976
9.210000000000001,0.9974691448742308,0.8499337101020588,0.9995338253700962,0.8499337101020588
9.24,0.9974717099897286,0.8499143011266876,0.9995343441363513,0.8499143011266876
9.27,0.9974742031629346,0.8498953097637116,0.9995348606823052,0.8498953097637116
9.300000000000001,0.9974766323527987,0.849876704291787,0.9995353748266804,0.849876704291787
9.33,0.9974789905361719,0.8498585127025117,0.9995358867310659,0.8498585127025117
9.359999999999999,0.9974812777130543,0.8498407349958859,0.9995363963963135,0.8498407349958859
9.390000000000001,0.9974834968313318,0.8498233589233732,0.9995369037595476,0.8498233589233732
9.42,0.9974856588402067,0.8498063389907797,0.9995374085848863,0.8498063389907797
9.449999999999999,0.9974877558578328,0.8497897079473626,0.9995379110433035,0.8497897079473626
9.48,0.9974897878842101,0.8497734657931222,0.9995384111354699,0.8497734657931222
9.51,0.9974917557674645,0.8497576088639334,0.9995389088448925,0.8497576088639334
9.539999999999999,0.9974936727749436,0.8497420798414125,0.9995394039040038,0.8497420798414125
9.57,0.9974955304431583,0.8497269152900282,0.9995398964843598,0.8497269152900282
9.6,0.9974973287721087,0.8497121152097806,0.9995403865864833,0.8497121152097806
9.630000000000001,0.9974990677617948,0.8496976796006694,0.9995408742108768,0.8496976796006694
9.66,0.9975007597451723,0.8496835531848101,0.9995413591275355,0.8496835531848101
9.69,0.9975023985693473,0.8496697635402591,0.9995418414518171,0.8496697635402591
9.720000000000001,0.9975039833518533,0.8496563146223448,0.9995423212006112,0.8496563146223448
9.75,0.9975055140926902,0.8496432064310677,0.9995427983743004,0.8496432064310677
9.779999999999999,0.9975070001135726,0.8496303957008957,0.9995432728145179,0.8496303957008957
9.81,0.9975084393239724,0.8496178921347449,0.9995437445571448,0.8496178921347449
9.84,0.9975098294461093,0.8496057063046364,0.9995442136412631,0.8496057063046364
9.869999999999999,0.9975111704799838,0.8495938382105702,0.9995446800671607,0.8495938382105702
9.9,0.997512469167392,0.8495822555007886,0.9995451437324808,0.8495822555007886
9.93,0.997513726758755,0.8495709521749154,0.9995456046184018,0.8495709521749154
9.960000000000001,0.9975149398823577,0.8495599444127491,0.9995460627764646,0.8495599444127491
9.99,0.9975161085382003,0.8495492322142897,0.9995465182068798,0.8495492322142897
10.02,0.9975172372827399,0.8495387930034879,0.9995469708494288,0.8495387930034879
10.05,0.9975183300568586,0.8495286072543098,0.9995474206520101,0.8495286072543098
10.08,0.997519382662962,0.8495186957647323,0.999547867670435,0.8495186957647323
10.11,0.9975203951010502,0.8495090585347553,0.9995483119048516,0.8495090585347553
10.14,0.9975213701002257,0.8494996816181881,0.9995487533250376,0.8494996816181881
10.17,0.997522313710868,0.8494905340965397,0.9995491918637884,0.8494905340965397
10.2,0.9975232211452904,0.8494816404357217,0.9995496275744709,0.8494816404357217
10.23,0.9975240924034928,0.8494730006357341,0.9995500604571855,0.8494730006357341
10.26,0.9975249287093253,0.8494646082522321,0.9995504905012519,0.8494646082522321
10.29,0.9975257377089095,0.8494564230235305,0.9995509176394272,0.8494564230235305
10.32,0.9975265142294105,0.8494484721878892,0.9995513419173154,0.8494484721878892
