time;Generator_generator_UPu;Generator_generator_QGenPu;Generator_generator_QMaxPu;Generator_generator_QMinPu;Generator_generator_PGenPu;Generator_generator_PGenRawPu;Generator_generator_PMinPu;Generator_generator_PMaxPu;Generator_generator_running;Generator_generator_omegaRefPu;
0.916000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.926000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.936000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.946000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.956000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.966000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.976000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.986000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
0.996000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.006000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.016000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.026000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.036000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.046000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.056000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.066000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.076000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.086000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.096000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.106000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.116000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.126000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.136000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.146000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.156000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.166000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.176000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.186000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.196000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.206000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.216000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.226000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.236000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.246000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.256000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.266000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.276000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.286000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.296000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.306000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.316000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.326000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.336000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.346000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.356000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.366000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.376000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.386000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.396000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.406000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.416000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.426000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.436000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.446000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.456000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.466000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.476000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.486000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.496000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.506000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.516000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.526000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.536000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.546000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.556000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.566000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.576000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.586000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.596000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.606000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.616000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.626000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.636000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.646000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.656000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.666000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.676000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.686000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.696000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.706000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.716000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.726000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.736000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.746000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.756000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.766000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.776000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.786000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.796000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.806000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.816000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.826000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.836000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.846000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.856000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.866000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.876000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.886000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.896000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.906000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.916000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.926000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.936000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.946000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.956000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.966000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.976000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.986000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
1.996000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
2.000000;1.013640;0.500000;0.600000;-0.600000;1.500000;1.500000;0.000000;2.000000;1.000000;1.000000;
2.001000;1.013654;0.500500;0.600000;-0.600000;1.501499;1.501499;0.000000;2.000000;1.000000;1.000000;
2.002000;1.013667;0.501000;0.600000;-0.600000;1.502999;1.502999;0.000000;2.000000;1.000000;1.000000;
2.004000;1.013694;0.502000;0.600000;-0.600000;1.505999;1.505999;0.000000;2.000000;1.000000;1.000000;
2.008000;1.013748;0.504000;0.600000;-0.600000;1.511999;1.511999;0.000000;2.000000;1.000000;1.000000;
2.016000;1.013856;0.508000;0.600000;-0.600000;1.523999;1.523999;0.000000;2.000000;1.000000;1.000000;
2.026000;1.013991;0.513000;0.600000;-0.600000;1.538999;1.538999;0.000000;2.000000;1.000000;1.000000;
2.036000;1.014125;0.518000;0.600000;-0.600000;1.553999;1.553999;0.000000;2.000000;1.000000;1.000000;
2.046000;1.014259;0.523000;0.600000;-0.600000;1.568999;1.568999;0.000000;2.000000;1.000000;1.000000;
2.056000;1.014394;0.528000;0.600000;-0.600000;1.583999;1.583999;0.000000;2.000000;1.000000;1.000000;
2.066000;1.014527;0.533000;0.600000;-0.600000;1.598999;1.598999;0.000000;2.000000;1.000000;1.000000;
2.076000;1.014661;0.538000;0.600000;-0.600000;1.613999;1.613999;0.000000;2.000000;1.000000;1.000000;
2.086000;1.014795;0.543000;0.600000;-0.600000;1.628999;1.628999;0.000000;2.000000;1.000000;1.000000;
2.096000;1.014928;0.548000;0.600000;-0.600000;1.643999;1.643999;0.000000;2.000000;1.000000;1.000000;
2.106000;1.015061;0.553000;0.600000;-0.600000;1.658999;1.658999;0.000000;2.000000;1.000000;1.000000;
2.116000;1.015194;0.558000;0.600000;-0.600000;1.673999;1.673999;0.000000;2.000000;1.000000;1.000000;
2.126000;1.015327;0.563000;0.600000;-0.600000;1.688999;1.688999;0.000000;2.000000;1.000000;1.000000;
2.136000;1.015459;0.568000;0.600000;-0.600000;1.703999;1.703999;0.000000;2.000000;1.000000;1.000000;
2.146000;1.015592;0.573000;0.600000;-0.600000;1.718999;1.718999;0.000000;2.000000;1.000000;1.000000;
2.156000;1.015724;0.578000;0.600000;-0.600000;1.733999;1.733999;0.000000;2.000000;1.000000;1.000000;
2.166000;1.015856;0.583000;0.600000;-0.600000;1.748999;1.748999;0.000000;2.000000;1.000000;1.000000;
2.176000;1.015987;0.588000;0.600000;-0.600000;1.763999;1.763999;0.000000;2.000000;1.000000;1.000000;
2.186000;1.016119;0.593000;0.600000;-0.600000;1.778999;1.778999;0.000000;2.000000;1.000000;1.000000;
2.196000;1.016250;0.598000;0.600000;-0.600000;1.793999;1.793999;0.000000;2.000000;1.000000;1.000000;
2.200000;1.016303;0.600000;0.600000;-0.600000;1.799999;1.799999;0.000000;2.000000;1.000000;1.000000;
2.201000;1.016303;0.600000;0.600000;-0.600000;1.801499;1.801499;0.000000;2.000000;1.000000;1.000000;
2.202000;1.016302;0.600000;0.600000;-0.600000;1.802999;1.802999;0.000000;2.000000;1.000000;1.000000;
2.204000;1.016302;0.600000;0.600000;-0.600000;1.805999;1.805999;0.000000;2.000000;1.000000;1.000000;
2.208000;1.016301;0.600000;0.600000;-0.600000;1.811999;1.811999;0.000000;2.000000;1.000000;1.000000;
2.216000;1.016298;0.600000;0.600000;-0.600000;1.823999;1.823999;0.000000;2.000000;1.000000;1.000000;
2.226000;1.016295;0.600000;0.600000;-0.600000;1.838999;1.838999;0.000000;2.000000;1.000000;1.000000;
2.236000;1.016292;0.600000;0.600000;-0.600000;1.853999;1.853999;0.000000;2.000000;1.000000;1.000000;
2.246000;1.016289;0.600000;0.600000;-0.600000;1.868999;1.868999;0.000000;2.000000;1.000000;1.000000;
2.256000;1.016285;0.600000;0.600000;-0.600000;1.883999;1.883999;0.000000;2.000000;1.000000;1.000000;
2.266000;1.016281;0.600000;0.600000;-0.600000;1.898999;1.898999;0.000000;2.000000;1.000000;1.000000;
2.276000;1.016277;0.600000;0.600000;-0.600000;1.913999;1.913999;0.000000;2.000000;1.000000;1.000000;
