time;Measurements_measurements_PPu;WTG4B_WTG4B_HvMeasurements_PPu;Measurements_measurements_QPu;WTG4B_WTG4B_HvMeasurements_QPu;Measurements_measurements_UPu;WTG4B_WTG4B_HvMeasurements_UPu;WTG4B_WTG4B_LvMeasurements_PPu;WTG4B_WTG4B_LvMeasurements_QPu;WTG4B_WTG4B_LvMeasurements_UPu;WTG4B_WTG4B_injector_PInjPuSn;WTG4B_WTG4B_injector_QInjPuSn;WTG4B_WTG4B_injector_UPu;WTG4B_WTG4B_injector_idPu;WTG4B_WTG4B_injector_iqPu;
0.366000;-0.700008;0.352881;-0.199992;0.143155;1.000000;1.004005;0.355143;0.152151;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.369000;-0.700008;0.352881;-0.199992;0.143155;1.000000;1.004005;0.355143;0.152151;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.372000;-0.700008;0.352881;-0.199992;0.143155;1.000000;1.004005;0.355143;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.375000;-0.700008;0.352881;-0.199992;0.143155;1.000000;1.004005;0.355143;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.378000;-0.700008;0.352881;-0.199992;0.143155;1.000000;1.004005;0.355143;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.381000;-0.700008;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355143;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.384000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.387000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.390000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.393000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.396000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.399000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.402000;-0.700007;0.352881;-0.199993;0.143155;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.405000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.408000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.411000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.414000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.417000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.420000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.423000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356128;-0.152574;
0.426000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356127;-0.152574;
0.429000;-0.700007;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355144;0.152153;0.997238;0.356127;-0.152574;
0.432000;-0.700006;0.352881;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.435000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.438000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.441000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.444000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.447000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.450000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.453000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.456000;-0.700006;0.352880;-0.199993;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.459000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.462000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.465000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.468000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.471000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.474000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.477000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.480000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.483000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.486000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152153;0.997238;0.356127;-0.152574;
0.489000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355142;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
0.492000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355141;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
0.495000;-0.700006;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355141;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
0.498000;-0.700005;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355141;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
0.501000;-0.700005;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355141;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
0.504000;-0.700005;0.352880;-0.199994;0.143156;1.000000;1.004005;0.355141;0.152152;0.997233;0.355143;0.152154;0.997238;0.356127;-0.152574;
