time;Measurements_measurements_PPu;WTG4B_WTG4B_HvMeasurements_PPu;Measurements_measurements_QPu;WTG4B_WTG4B_HvMeasurements_QPu;Measurements_measurements_UPu;WTG4B_WTG4B_HvMeasurements_UPu;WTG4B_WTG4B_LvMeasurements_PPu;WTG4B_WTG4B_LvMeasurements_QPu;WTG4B_WTG4B_LvMeasurements_UPu;WTG4B_WTG4B_injector_PInjPuSn;WTG4B_WTG4B_injector_QInjPuSn;WTG4B_WTG4B_injector_UPu;WTG4B_WTG4B_injector_idPu;WTG4B_WTG4B_injector_iqPu;
2.901000;-0.899566;0.454390;-0.195691;0.166944;0.999386;1.008670;0.458005;0.181353;1.004846;0.458007;0.181356;1.004852;0.455796;-0.180479;
2.904000;-0.899570;0.454392;-0.195716;0.166958;0.999387;1.008674;0.458006;0.181367;1.004852;0.458009;0.181370;1.004858;0.455795;-0.180491;
2.907000;-0.899573;0.454393;-0.195740;0.166971;0.999389;1.008679;0.458008;0.181380;1.004857;0.458011;0.181383;1.004864;0.455794;-0.180504;
2.910000;-0.899577;0.454395;-0.195765;0.166984;0.999390;1.008684;0.458010;0.181394;1.004863;0.458013;0.181397;1.004869;0.455794;-0.180516;
2.913000;-0.899580;0.454397;-0.195789;0.166998;0.999391;1.008689;0.458012;0.181407;1.004868;0.458014;0.181410;1.004875;0.455793;-0.180529;
2.916000;-0.899584;0.454399;-0.195813;0.167011;0.999392;1.008694;0.458014;0.181421;1.004874;0.458016;0.181424;1.004880;0.455792;-0.180541;
2.919000;-0.899587;0.454401;-0.195837;0.167024;0.999393;1.008699;0.458016;0.181434;1.004879;0.458018;0.181437;1.004886;0.455792;-0.180554;
2.922000;-0.899590;0.454402;-0.195861;0.167037;0.999395;1.008704;0.458018;0.181448;1.004885;0.458020;0.181450;1.004891;0.455791;-0.180566;
2.925000;-0.899594;0.454404;-0.195885;0.167050;0.999396;1.008709;0.458019;0.181461;1.004890;0.458022;0.181464;1.004897;0.455790;-0.180578;
2.928000;-0.899597;0.454406;-0.195909;0.167063;0.999397;1.008713;0.458021;0.181474;1.004896;0.458023;0.181477;1.004902;0.455790;-0.180590;
2.931000;-0.899600;0.454407;-0.195933;0.167076;0.999398;1.008718;0.458023;0.181487;1.004901;0.458025;0.181490;1.004908;0.455789;-0.180602;
2.934000;-0.899603;0.454409;-0.195957;0.167089;0.999399;1.008723;0.458025;0.181500;1.004907;0.458027;0.181503;1.004913;0.455788;-0.180615;
2.937000;-0.899607;0.454411;-0.195980;0.167102;0.999400;1.008728;0.458026;0.181514;1.004912;0.458029;0.181516;1.004918;0.455787;-0.180627;
2.940000;-0.899610;0.454412;-0.196004;0.167115;0.999402;1.008733;0.458028;0.181527;1.004917;0.458030;0.181529;1.004924;0.455787;-0.180639;
2.943000;-0.899613;0.454414;-0.196027;0.167128;0.999403;1.008737;0.458030;0.181540;1.004923;0.458032;0.181542;1.004929;0.455786;-0.180651;
2.946000;-0.899616;0.454416;-0.196051;0.167140;0.999404;1.008742;0.458031;0.181553;1.004928;0.458034;0.181555;1.004934;0.455785;-0.180663;
2.949000;-0.899619;0.454417;-0.196074;0.167153;0.999405;1.008747;0.458033;0.181566;1.004933;0.458035;0.181568;1.004940;0.455785;-0.180674;
2.952000;-0.899622;0.454419;-0.196097;0.167166;0.999406;1.008751;0.458035;0.181578;1.004939;0.458037;0.181581;1.004945;0.455784;-0.180686;
2.955000;-0.899625;0.454420;-0.196120;0.167178;0.999407;1.008756;0.458036;0.181591;1.004944;0.458039;0.181594;1.004950;0.455783;-0.180698;
2.958000;-0.899628;0.454422;-0.196144;0.167191;0.999408;1.008761;0.458038;0.181604;1.004949;0.458040;0.181607;1.004956;0.455782;-0.180710;
2.961000;-0.899631;0.454424;-0.196167;0.167203;0.999410;1.008765;0.458040;0.181617;1.004955;0.458042;0.181619;1.004961;0.455781;-0.180722;
2.964000;-0.899634;0.454425;-0.196189;0.167216;0.999411;1.008770;0.458041;0.181629;1.004960;0.458044;0.181632;1.004966;0.455781;-0.180733;
2.967000;-0.899637;0.454427;-0.196212;0.167228;0.999412;1.008775;0.458043;0.181642;1.004965;0.458045;0.181645;1.004971;0.455780;-0.180745;
2.970000;-0.899640;0.454428;-0.196235;0.167241;0.999413;1.008779;0.458044;0.181655;1.004970;0.458047;0.181657;1.004976;0.455779;-0.180757;
2.973000;-0.899643;0.454430;-0.196258;0.167253;0.999414;1.008784;0.458046;0.181667;1.004975;0.458048;0.181670;1.004982;0.455778;-0.180768;
2.976000;-0.899646;0.454431;-0.196280;0.167265;0.999415;1.008788;0.458048;0.181680;1.004980;0.458050;0.181682;1.004987;0.455778;-0.180780;
2.979000;-0.899649;0.454433;-0.196303;0.167278;0.999416;1.008793;0.458049;0.181692;1.004986;0.458051;0.181695;1.004992;0.455777;-0.180791;
2.982000;-0.899652;0.454434;-0.196325;0.167290;0.999417;1.008797;0.458051;0.181705;1.004991;0.458053;0.181707;1.004997;0.455776;-0.180803;
2.985000;-0.899654;0.454436;-0.196348;0.167302;0.999419;1.008802;0.458052;0.181717;1.004996;0.458055;0.181720;1.005002;0.455775;-0.180814;
2.988000;-0.899657;0.454437;-0.196370;0.167314;0.999420;1.008806;0.458054;0.181729;1.005001;0.458056;0.181732;1.005007;0.455774;-0.180825;
2.991000;-0.899660;0.454439;-0.196392;0.167326;0.999421;1.008811;0.458055;0.181742;1.005006;0.458058;0.181744;1.005012;0.455774;-0.180837;
2.994000;-0.899663;0.454440;-0.196415;0.167338;0.999422;1.008815;0.458057;0.181754;1.005011;0.458059;0.181757;1.005017;0.455773;-0.180848;
2.997000;-0.899665;0.454441;-0.196437;0.167350;0.999423;1.008820;0.458058;0.181766;1.005016;0.458060;0.181769;1.005022;0.455772;-0.180859;
3.000000;-0.899668;0.454443;-0.196459;0.167362;0.999424;1.008824;0.458059;0.181778;1.005021;0.458062;0.181781;1.005027;0.455771;-0.180870;
3.003000;-0.899671;0.454444;-0.196481;0.167374;0.999425;1.008829;0.458061;0.181790;1.005026;0.458063;0.181793;1.005032;0.455770;-0.180881;
3.006000;-0.899673;0.454446;-0.196503;0.167386;0.999426;1.008833;0.458062;0.181802;1.005031;0.458065;0.181805;1.005037;0.455769;-0.180893;
3.009000;-0.899676;0.454447;-0.196524;0.167398;0.999427;1.008837;0.458064;0.181814;1.005036;0.458066;0.181817;1.005042;0.455769;-0.180904;
3.012000;-0.899679;0.454448;-0.196546;0.167410;0.999428;1.008842;0.458065;0.181826;1.005041;0.458068;0.181829;1.005047;0.455768;-0.180915;
3.015000;-0.899681;0.454450;-0.196568;0.167421;0.999429;1.008846;0.458067;0.181838;1.005046;0.458069;0.181841;1.005052;0.455767;-0.180926;
3.018000;-0.899684;0.454451;-0.196589;0.167433;0.999430;1.008851;0.458068;0.181850;1.005051;0.458070;0.181853;1.005057;0.455766;-0.180937;
3.021000;-0.899686;0.454452;-0.196611;0.167445;0.999431;1.008855;0.458069;0.181862;1.005056;0.458072;0.181865;1.005062;0.455765;-0.180948;
3.024000;-0.899689;0.454454;-0.196632;0.167456;0.999433;1.008859;0.458071;0.181874;1.005060;0.458073;0.181877;1.005067;0.455764;-0.180958;
3.027000;-0.899691;0.454455;-0.196654;0.167468;0.999434;1.008864;0.458072;0.181886;1.005065;0.458075;0.181888;1.005072;0.455764;-0.180969;
3.030000;-0.899694;0.454456;-0.196675;0.167480;0.999435;1.008868;0.458073;0.181897;1.005070;0.458076;0.181900;1.005076;0.455763;-0.180980;
3.033000;-0.899696;0.454458;-0.196696;0.167491;0.999436;1.008872;0.458075;0.181909;1.005075;0.458077;0.181912;1.005081;0.455762;-0.180991;
3.036000;-0.899699;0.454459;-0.196717;0.167502;0.999437;1.008876;0.458076;0.181921;1.005080;0.458079;0.181923;1.005086;0.455761;-0.181002;
3.039000;-0.899701;0.454460;-0.196738;0.167514;0.999438;1.008881;0.458077;0.181932;1.005085;0.458080;0.181935;1.005091;0.455760;-0.181012;
3.042000;-0.899703;0.454461;-0.196759;0.167525;0.999439;1.008885;0.458079;0.181944;1.005089;0.458081;0.181947;1.005096;0.455759;-0.181023;
3.045000;-0.899706;0.454463;-0.196780;0.167537;0.999440;1.008889;0.458080;0.181955;1.005094;0.458082;0.181958;1.005100;0.455758;-0.181034;
3.048000;-0.899708;0.454464;-0.196801;0.167548;0.999441;1.008893;0.458081;0.181967;1.005099;0.458084;0.181970;1.005105;0.455758;-0.181044;
3.051000;-0.899710;0.454465;-0.196822;0.167559;0.999442;1.008897;0.458083;0.181978;1.005103;0.458085;0.181981;1.005110;0.455757;-0.181055;
3.054000;-0.899713;0.454466;-0.196843;0.167570;0.999443;1.008902;0.458084;0.181990;1.005108;0.458086;0.181992;1.005115;0.455756;-0.181065;
3.057000;-0.899715;0.454468;-0.196863;0.167582;0.999444;1.008906;0.458085;0.182001;1.005113;0.458087;0.182004;1.005119;0.455755;-0.181076;
3.060000;-0.899717;0.454469;-0.196884;0.167593;0.999445;1.008910;0.458086;0.182012;1.005118;0.458089;0.182015;1.005124;0.455754;-0.181086;
3.063000;-0.899720;0.454470;-0.196904;0.167604;0.999446;1.008914;0.458088;0.182024;1.005122;0.458090;0.182026;1.005129;0.455753;-0.181096;
3.066000;-0.899722;0.454471;-0.196925;0.167615;0.999447;1.008918;0.458089;0.182035;1.005127;0.458091;0.182038;1.005133;0.455752;-0.181107;
3.069000;-0.899724;0.454472;-0.196945;0.167626;0.999448;1.008922;0.458090;0.182046;1.005131;0.458092;0.182049;1.005138;0.455751;-0.181117;
3.072000;-0.899726;0.454473;-0.196965;0.167637;0.999449;1.008926;0.458091;0.182057;1.005136;0.458094;0.182060;1.005142;0.455750;-0.181127;
3.075000;-0.899728;0.454475;-0.196986;0.167648;0.999450;1.008930;0.458092;0.182068;1.005141;0.458095;0.182071;1.005147;0.455750;-0.181138;
3.078000;-0.899731;0.454476;-0.197006;0.167659;0.999451;1.008934;0.458094;0.182080;1.005145;0.458096;0.182082;1.005152;0.455749;-0.181148;
3.081000;-0.899733;0.454477;-0.197026;0.167670;0.999452;1.008938;0.458095;0.182091;1.005150;0.458097;0.182093;1.005156;0.455748;-0.181158;
3.084000;-0.899735;0.454478;-0.197046;0.167680;0.999453;1.008942;0.458096;0.182102;1.005154;0.458098;0.182104;1.005161;0.455747;-0.181168;
3.087000;-0.899737;0.454479;-0.197066;0.167691;0.999454;1.008946;0.458097;0.182113;1.005159;0.458099;0.182115;1.005165;0.455746;-0.181178;
3.090000;-0.899739;0.454480;-0.197086;0.167702;0.999455;1.008950;0.458098;0.182124;1.005163;0.458101;0.182126;1.005170;0.455745;-0.181188;
3.093000;-0.899741;0.454481;-0.197106;0.167713;0.999456;1.008954;0.458099;0.182134;1.005168;0.458102;0.182137;1.005174;0.455744;-0.181198;
3.096000;-0.899743;0.454482;-0.197125;0.167723;0.999457;1.008958;0.458100;0.182145;1.005172;0.458103;0.182148;1.005179;0.455743;-0.181208;
3.099000;-0.899745;0.454483;-0.197145;0.167734;0.999458;1.008962;0.458102;0.182156;1.005177;0.458104;0.182159;1.005183;0.455742;-0.181218;
3.102000;-0.899747;0.454484;-0.197165;0.167745;0.999459;1.008966;0.458103;0.182167;1.005181;0.458105;0.182169;1.005188;0.455741;-0.181228;
3.105000;-0.899749;0.454486;-0.197184;0.167755;0.999460;1.008970;0.458104;0.182178;1.005186;0.458106;0.182180;1.005192;0.455741;-0.181238;
3.108000;-0.899751;0.454487;-0.197204;0.167766;0.999461;1.008974;0.458105;0.182188;1.005190;0.458107;0.182191;1.005196;0.455740;-0.181248;
3.111000;-0.899753;0.454488;-0.197223;0.167776;0.999462;1.008978;0.458106;0.182199;1.005194;0.458108;0.182201;1.005201;0.455739;-0.181258;
3.114000;-0.899755;0.454489;-0.197242;0.167787;0.999463;1.008982;0.458107;0.182209;1.005199;0.458109;0.182212;1.005205;0.455738;-0.181267;
3.117000;-0.899757;0.454490;-0.197262;0.167797;0.999464;1.008986;0.458108;0.182220;1.005203;0.458111;0.182223;1.005210;0.455737;-0.181277;
3.120000;-0.899759;0.454491;-0.197281;0.167807;0.999465;1.008990;0.458109;0.182231;1.005208;0.458112;0.182233;1.005214;0.455736;-0.181287;
3.123000;-0.899761;0.454492;-0.197300;0.167818;0.999466;1.008993;0.458110;0.182241;1.005212;0.458113;0.182244;1.005218;0.455735;-0.181296;
3.126000;-0.899763;0.454493;-0.197319;0.167828;0.999466;1.008997;0.458111;0.182252;1.005216;0.458114;0.182254;1.005223;0.455734;-0.181306;
3.129000;-0.899765;0.454494;-0.197338;0.167838;0.999467;1.009001;0.458112;0.182262;1.005220;0.458115;0.182265;1.005227;0.455733;-0.181316;
3.132000;-0.899767;0.454495;-0.197357;0.167849;0.999468;1.009005;0.458113;0.182272;1.005225;0.458116;0.182275;1.005231;0.455732;-0.181325;
3.135000;-0.899769;0.454496;-0.197376;0.167859;0.999469;1.009009;0.458114;0.182283;1.005229;0.458117;0.182285;1.005235;0.455731;-0.181335;
3.138000;-0.899770;0.454497;-0.197395;0.167869;0.999470;1.009012;0.458115;0.182293;1.005233;0.458118;0.182296;1.005240;0.455730;-0.181344;
3.141000;-0.899772;0.454498;-0.197414;0.167879;0.999471;1.009016;0.458116;0.182303;1.005238;0.458119;0.182306;1.005244;0.455729;-0.181354;
3.144000;-0.899774;0.454499;-0.197432;0.167889;0.999472;1.009020;0.458117;0.182314;1.005242;0.458120;0.182316;1.005248;0.455729;-0.181363;
3.147000;-0.899776;0.454500;-0.197451;0.167899;0.999473;1.009024;0.458118;0.182324;1.005246;0.458121;0.182326;1.005252;0.455728;-0.181373;
3.150000;-0.899778;0.454500;-0.197469;0.167909;0.999474;1.009027;0.458119;0.182334;1.005250;0.458122;0.182337;1.005257;0.455727;-0.181382;
3.153000;-0.899779;0.454501;-0.197488;0.167919;0.999475;1.009031;0.458120;0.182344;1.005254;0.458123;0.182347;1.005261;0.455726;-0.181391;
3.156000;-0.899781;0.454502;-0.197506;0.167929;0.999476;1.009035;0.458121;0.182354;1.005259;0.458124;0.182357;1.005265;0.455725;-0.181400;
3.159000;-0.899783;0.454503;-0.197525;0.167939;0.999477;1.009038;0.458122;0.182364;1.005263;0.458125;0.182367;1.005269;0.455724;-0.181410;
3.162000;-0.899785;0.454504;-0.197543;0.167949;0.999478;1.009042;0.458123;0.182374;1.005267;0.458126;0.182377;1.005273;0.455723;-0.181419;
3.165000;-0.899786;0.454505;-0.197561;0.167959;0.999478;1.009046;0.458124;0.182384;1.005271;0.458126;0.182387;1.005277;0.455722;-0.181428;
3.168000;-0.899788;0.454506;-0.197579;0.167969;0.999479;1.009049;0.458125;0.182394;1.005275;0.458127;0.182397;1.005281;0.455721;-0.181437;
3.171000;-0.899790;0.454507;-0.197598;0.167978;0.999480;1.009053;0.458126;0.182404;1.005279;0.458128;0.182407;1.005286;0.455720;-0.181446;
3.174000;-0.899791;0.454508;-0.197616;0.167988;0.999481;1.009057;0.458127;0.182414;1.005283;0.458129;0.182417;1.005290;0.455719;-0.181456;
3.177000;-0.899793;0.454509;-0.197634;0.167998;0.999482;1.009060;0.458128;0.182424;1.005287;0.458130;0.182426;1.005294;0.455718;-0.181465;
3.180000;-0.899795;0.454509;-0.197652;0.168007;0.999483;1.009064;0.458129;0.182434;1.005291;0.458131;0.182436;1.005298;0.455717;-0.181474;
3.183000;-0.899796;0.454510;-0.197669;0.168017;0.999484;1.009068;0.458129;0.182443;1.005295;0.458132;0.182446;1.005302;0.455716;-0.181483;
3.186000;-0.899798;0.454511;-0.197687;0.168027;0.999485;1.009071;0.458130;0.182453;1.005299;0.458133;0.182456;1.005306;0.455715;-0.181492;
3.189000;-0.899799;0.454512;-0.197705;0.168036;0.999486;1.009075;0.458131;0.182463;1.005303;0.458134;0.182465;1.005310;0.455714;-0.181500;
3.192000;-0.899801;0.454513;-0.197723;0.168046;0.999486;1.009078;0.458132;0.182473;1.005307;0.458135;0.182475;1.005314;0.455714;-0.181509;
3.195000;-0.899803;0.454514;-0.197740;0.168055;0.999487;1.009082;0.458133;0.182482;1.005311;0.458135;0.182485;1.005318;0.455713;-0.181518;
3.198000;-0.899804;0.454514;-0.197758;0.168065;0.999488;1.009085;0.458134;0.182492;1.005315;0.458136;0.182494;1.005322;0.455712;-0.181527;
3.201000;-0.899806;0.454515;-0.197775;0.168074;0.999489;1.009089;0.458135;0.182501;1.005319;0.458137;0.182504;1.005326;0.455711;-0.181536;
3.204000;-0.899807;0.454516;-0.197793;0.168084;0.999490;1.009092;0.458136;0.182511;1.005323;0.458138;0.182513;1.005330;0.455710;-0.181545;
3.207000;-0.899809;0.454517;-0.197810;0.168093;0.999491;1.009096;0.458136;0.182520;1.005327;0.458139;0.182523;1.005334;0.455709;-0.181553;
3.210000;-0.899810;0.454518;-0.197828;0.168102;0.999492;1.009099;0.458137;0.182530;1.005331;0.458140;0.182532;1.005337;0.455708;-0.181562;
3.213000;-0.899812;0.454518;-0.197845;0.168112;0.999492;1.009103;0.458138;0.182539;1.005335;0.458140;0.182542;1.005341;0.455707;-0.181571;
3.216000;-0.899813;0.454519;-0.197862;0.168121;0.999493;1.009106;0.458139;0.182549;1.005339;0.458141;0.182551;1.005345;0.455706;-0.181579;
3.219000;-0.899815;0.454520;-0.197879;0.168130;0.999494;1.009110;0.458140;0.182558;1.005343;0.458142;0.182561;1.005349;0.455705;-0.181588;
3.222000;-0.899816;0.454521;-0.197896;0.168139;0.999495;1.009113;0.458141;0.182567;1.005347;0.458143;0.182570;1.005353;0.455704;-0.181597;
3.225000;-0.899818;0.454522;-0.197913;0.168148;0.999496;1.009116;0.458141;0.182577;1.005350;0.458144;0.182579;1.005357;0.455703;-0.181605;
3.228000;-0.899819;0.454522;-0.197930;0.168158;0.999497;1.009120;0.458142;0.182586;1.005354;0.458145;0.182589;1.005361;0.455702;-0.181614;
3.231000;-0.899820;0.454523;-0.197947;0.168167;0.999498;1.009123;0.458143;0.182595;1.005358;0.458145;0.182598;1.005364;0.455701;-0.181622;
3.234000;-0.899822;0.454524;-0.197964;0.168176;0.999498;1.009127;0.458144;0.182604;1.005362;0.458146;0.182607;1.005368;0.455700;-0.181631;
3.237000;-0.899823;0.454525;-0.197981;0.168185;0.999499;1.009130;0.458144;0.182614;1.005366;0.458147;0.182616;1.005372;0.455699;-0.181639;
3.240000;-0.899825;0.454525;-0.197998;0.168194;0.999500;1.009133;0.458145;0.182623;1.005369;0.458148;0.182625;1.005376;0.455698;-0.181647;
3.243000;-0.899826;0.454526;-0.198014;0.168203;0.999501;1.009137;0.458146;0.182632;1.005373;0.458148;0.182634;1.005380;0.455697;-0.181656;
3.246000;-0.899827;0.454527;-0.198031;0.168212;0.999502;1.009140;0.458147;0.182641;1.005377;0.458149;0.182643;1.005383;0.455696;-0.181664;
3.249000;-0.899829;0.454528;-0.198048;0.168220;0.999502;1.009143;0.458147;0.182650;1.005381;0.458150;0.182652;1.005387;0.455696;-0.181672;
3.252000;-0.899830;0.454528;-0.198064;0.168229;0.999503;1.009147;0.458148;0.182659;1.005384;0.458151;0.182661;1.005391;0.455695;-0.181681;
3.255000;-0.899831;0.454529;-0.198080;0.168238;0.999504;1.009150;0.458149;0.182668;1.005388;0.458151;0.182670;1.005395;0.455694;-0.181689;
3.258000;-0.899833;0.454530;-0.198097;0.168247;0.999505;1.009153;0.458150;0.182677;1.005392;0.458152;0.182679;1.005398;0.455693;-0.181697;
3.261000;-0.899834;0.454530;-0.198113;0.168256;0.999506;1.009156;0.458150;0.182686;1.005396;0.458153;0.182688;1.005402;0.455692;-0.181705;
3.264000;-0.899835;0.454531;-0.198129;0.168265;0.999507;1.009160;0.458151;0.182695;1.005399;0.458154;0.182697;1.005406;0.455691;-0.181714;
3.267000;-0.899837;0.454532;-0.198146;0.168273;0.999507;1.009163;0.458152;0.182703;1.005403;0.458154;0.182706;1.005409;0.455690;-0.181722;
3.270000;-0.899838;0.454532;-0.198162;0.168282;0.999508;1.009166;0.458153;0.182712;1.005407;0.458155;0.182715;1.005413;0.455689;-0.181730;
3.273000;-0.899839;0.454533;-0.198178;0.168291;0.999509;1.009169;0.458153;0.182721;1.005410;0.458156;0.182724;1.005417;0.455688;-0.181738;
3.276000;-0.899841;0.454534;-0.198194;0.168299;0.999510;1.009173;0.458154;0.182730;1.005414;0.458156;0.182732;1.005420;0.455687;-0.181746;
3.279000;-0.899842;0.454534;-0.198210;0.168308;0.999511;1.009176;0.458155;0.182738;1.005417;0.458157;0.182741;1.005424;0.455686;-0.181754;
3.282000;-0.899843;0.454535;-0.198226;0.168316;0.999511;1.009179;0.458155;0.182747;1.005421;0.458158;0.182750;1.005427;0.455685;-0.181762;
3.285000;-0.899844;0.454536;-0.198242;0.168325;0.999512;1.009182;0.458156;0.182756;1.005425;0.458158;0.182758;1.005431;0.455684;-0.181770;
3.288000;-0.899845;0.454536;-0.198258;0.168333;0.999513;1.009185;0.458157;0.182764;1.005428;0.458159;0.182767;1.005434;0.455683;-0.181778;
3.291000;-0.899847;0.454537;-0.198273;0.168342;0.999514;1.009188;0.458157;0.182773;1.005432;0.458160;0.182776;1.005438;0.455682;-0.181786;
3.294000;-0.899848;0.454538;-0.198289;0.168350;0.999514;1.009192;0.458158;0.182782;1.005435;0.458160;0.182784;1.005442;0.455681;-0.181794;
3.297000;-0.899849;0.454538;-0.198305;0.168359;0.999515;1.009195;0.458159;0.182790;1.005439;0.458161;0.182793;1.005445;0.455680;-0.181801;
3.300000;-0.899850;0.454539;-0.198321;0.168367;0.999516;1.009198;0.458159;0.182799;1.005442;0.458162;0.182801;1.005449;0.455679;-0.181809;
3.303000;-0.899851;0.454540;-0.198336;0.168375;0.999517;1.009201;0.458160;0.182807;1.005446;0.458162;0.182810;1.005452;0.455679;-0.181817;
3.306000;-0.899853;0.454540;-0.198352;0.168384;0.999518;1.009204;0.458161;0.182815;1.005449;0.458163;0.182818;1.005456;0.455678;-0.181825;
3.309000;-0.899854;0.454541;-0.198367;0.168392;0.999518;1.009207;0.458161;0.182824;1.005453;0.458164;0.182826;1.005459;0.455677;-0.181833;
3.312000;-0.899855;0.454541;-0.198382;0.168400;0.999519;1.009210;0.458162;0.182832;1.005456;0.458164;0.182835;1.005463;0.455676;-0.181840;
3.315000;-0.899856;0.454542;-0.198398;0.168409;0.999520;1.009213;0.458163;0.182841;1.005460;0.458165;0.182843;1.005466;0.455675;-0.181848;
3.318000;-0.899857;0.454543;-0.198413;0.168417;0.999521;1.009216;0.458163;0.182849;1.005463;0.458166;0.182851;1.005469;0.455674;-0.181856;
3.321000;-0.899858;0.454543;-0.198428;0.168425;0.999521;1.009219;0.458164;0.182857;1.005467;0.458166;0.182860;1.005473;0.455673;-0.181863;
3.324000;-0.899859;0.454544;-0.198443;0.168433;0.999522;1.009222;0.458164;0.182865;1.005470;0.458167;0.182868;1.005476;0.455672;-0.181871;
3.327000;-0.899860;0.454544;-0.198459;0.168441;0.999523;1.009225;0.458165;0.182874;1.005473;0.458168;0.182876;1.005480;0.455671;-0.181878;
3.330000;-0.899861;0.454545;-0.198474;0.168449;0.999524;1.009228;0.458166;0.182882;1.005477;0.458168;0.182884;1.005483;0.455670;-0.181886;
3.333000;-0.899863;0.454545;-0.198489;0.168457;0.999524;1.009231;0.458166;0.182890;1.005480;0.458169;0.182893;1.005487;0.455669;-0.181893;
3.336000;-0.899864;0.454546;-0.198504;0.168465;0.999525;1.009234;0.458167;0.182898;1.005484;0.458169;0.182901;1.005490;0.455668;-0.181901;
3.339000;-0.899865;0.454547;-0.198519;0.168473;0.999526;1.009237;0.458167;0.182906;1.005487;0.458170;0.182909;1.005493;0.455667;-0.181908;
3.342000;-0.899866;0.454547;-0.198533;0.168481;0.999527;1.009240;0.458168;0.182914;1.005490;0.458171;0.182917;1.005497;0.455666;-0.181916;
3.345000;-0.899867;0.454548;-0.198548;0.168489;0.999527;1.009243;0.458169;0.182922;1.005494;0.458171;0.182925;1.005500;0.455665;-0.181923;
3.348000;-0.899868;0.454548;-0.198563;0.168497;0.999528;1.009246;0.458169;0.182930;1.005497;0.458172;0.182933;1.005503;0.455665;-0.181931;
3.351000;-0.899869;0.454549;-0.198578;0.168505;0.999529;1.009249;0.458170;0.182938;1.005500;0.458172;0.182941;1.005507;0.455664;-0.181938;
3.354000;-0.899870;0.454549;-0.198592;0.168513;0.999529;1.009252;0.458170;0.182946;1.005503;0.458173;0.182949;1.005510;0.455663;-0.181945;
3.357000;-0.899871;0.454550;-0.198607;0.168521;0.999530;1.009255;0.458171;0.182954;1.005507;0.458173;0.182957;1.005513;0.455662;-0.181953;
3.360000;-0.899872;0.454550;-0.198622;0.168529;0.999531;1.009258;0.458172;0.182962;1.005510;0.458174;0.182965;1.005516;0.455661;-0.181960;
3.363000;-0.899873;0.454551;-0.198636;0.168536;0.999532;1.009261;0.458172;0.182970;1.005513;0.458175;0.182973;1.005520;0.455660;-0.181967;
3.366000;-0.899874;0.454552;-0.198651;0.168544;0.999532;1.009264;0.458173;0.182978;1.005517;0.458175;0.182981;1.005523;0.455659;-0.181974;
3.369000;-0.899875;0.454552;-0.198665;0.168552;0.999533;1.009267;0.458173;0.182986;1.005520;0.458176;0.182988;1.005526;0.455658;-0.181981;
3.372000;-0.899876;0.454553;-0.198679;0.168559;0.999534;1.009270;0.458174;0.182994;1.005523;0.458176;0.182996;1.005529;0.455657;-0.181989;
3.375000;-0.899877;0.454553;-0.198694;0.168567;0.999534;1.009272;0.458174;0.183001;1.005526;0.458177;0.183004;1.005533;0.455656;-0.181996;
3.378000;-0.899878;0.454554;-0.198708;0.168575;0.999535;1.009275;0.458175;0.183009;1.005529;0.458177;0.183012;1.005536;0.455655;-0.182003;
3.381000;-0.899879;0.454554;-0.198722;0.168582;0.999536;1.009278;0.458175;0.183017;1.005533;0.458178;0.183019;1.005539;0.455654;-0.182010;
3.384000;-0.899880;0.454555;-0.198736;0.168590;0.999537;1.009281;0.458176;0.183024;1.005536;0.458178;0.183027;1.005542;0.455653;-0.182017;
3.387000;-0.899881;0.454555;-0.198750;0.168597;0.999537;1.009284;0.458176;0.183032;1.005539;0.458179;0.183035;1.005545;0.455653;-0.182024;
3.390000;-0.899881;0.454556;-0.198764;0.168605;0.999538;1.009287;0.458177;0.183040;1.005542;0.458179;0.183042;1.005549;0.455652;-0.182031;
3.393000;-0.899882;0.454556;-0.198778;0.168612;0.999539;1.009289;0.458177;0.183047;1.005545;0.458180;0.183050;1.005552;0.455651;-0.182038;
3.396000;-0.899883;0.454557;-0.198792;0.168620;0.999539;1.009292;0.458178;0.183055;1.005548;0.458180;0.183057;1.005555;0.455650;-0.182045;
3.399000;-0.899884;0.454557;-0.198806;0.168627;0.999540;1.009295;0.458178;0.183062;1.005552;0.458181;0.183065;1.005558;0.455649;-0.182052;
3.402000;-0.899885;0.454558;-0.198820;0.168635;0.999541;1.009298;0.458179;0.183070;1.005555;0.458181;0.183073;1.005561;0.455648;-0.182059;
3.405000;-0.899886;0.454558;-0.198834;0.168642;0.999541;1.009300;0.458179;0.183077;1.005558;0.458182;0.183080;1.005564;0.455647;-0.182066;
3.408000;-0.899887;0.454558;-0.198848;0.168650;0.999542;1.009303;0.458180;0.183085;1.005561;0.458182;0.183088;1.005567;0.455646;-0.182073;
3.411000;-0.899888;0.454559;-0.198862;0.168657;0.999543;1.009306;0.458180;0.183092;1.005564;0.458183;0.183095;1.005570;0.455645;-0.182079;
3.414000;-0.899889;0.454559;-0.198875;0.168664;0.999543;1.009309;0.458181;0.183100;1.005567;0.458183;0.183102;1.005573;0.455644;-0.182086;
3.417000;-0.899889;0.454560;-0.198889;0.168672;0.999544;1.009311;0.458181;0.183107;1.005570;0.458184;0.183110;1.005576;0.455643;-0.182093;
