time;WPP4A_WPP_wPPControl2015_qControl_PWPPu;WPP4A_WPP_wPPControl2015_qControl_QWPPu;WPP4A_WPP_wPPControl2015_qControl_UWPPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;
0.042639;1.000013;-0.210007;1.000182;0.976196;0.217728;-0.930146;-0.422585;
0.053756;1.000002;-0.209999;1.000185;0.976200;0.217725;-0.930136;-0.422570;
0.064789;0.999997;-0.209995;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.065171;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.065553;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422562;
0.066317;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422561;
0.067845;0.999997;-0.209994;1.000187;0.976202;0.217723;-0.930131;-0.422561;
0.070902;0.999996;-0.209993;1.000187;0.976202;0.217723;-0.930130;-0.422560;
0.075689;0.999996;-0.209992;1.000187;0.976203;0.217723;-0.930130;-0.422558;
0.076082;0.999996;-0.209992;1.000187;0.976203;0.217723;-0.930130;-0.422558;
0.076476;0.999996;-0.209992;1.000187;0.976203;0.217723;-0.930130;-0.422558;
0.077262;0.999996;-0.209992;1.000187;0.976203;0.217723;-0.930130;-0.422558;
0.078835;0.999996;-0.209992;1.000188;0.976203;0.217723;-0.930130;-0.422558;
0.081980;0.999995;-0.209992;1.000188;0.976203;0.217723;-0.930129;-0.422557;
0.088271;0.999995;-0.209991;1.000188;0.976203;0.217722;-0.930129;-0.422557;
0.100853;0.999995;-0.209991;1.000188;0.976203;0.217722;-0.930129;-0.422557;
0.126016;0.999995;-0.209992;1.000187;0.976203;0.217723;-0.930129;-0.422558;
0.129532;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.129981;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.130429;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.131013;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.131462;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.131912;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.132811;0.999995;-0.209993;1.000187;0.976203;0.217723;-0.930129;-0.422559;
0.134610;0.999995;-0.209993;1.000187;0.976202;0.217723;-0.930130;-0.422559;
0.138207;0.999996;-0.209993;1.000187;0.976202;0.217723;-0.930130;-0.422560;
0.145402;0.999996;-0.209994;1.000187;0.976202;0.217723;-0.930130;-0.422561;
0.159791;0.999996;-0.209995;1.000186;0.976202;0.217723;-0.930130;-0.422562;
0.188570;0.999997;-0.209997;1.000186;0.976201;0.217723;-0.930131;-0.422565;
0.246128;0.999998;-0.209999;1.000185;0.976200;0.217724;-0.930132;-0.422568;
0.298439;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.299060;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.299680;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.300922;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.303404;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.308369;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.318299;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.338159;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.377880;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.457320;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.581635;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.582545;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.583454;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.585274;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.588913;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.596191;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.610748;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.639861;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
0.698087;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.814539;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.838471;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.839643;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.840815;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.843159;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.847847;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.857223;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
0.875975;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.913480;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
0.988489;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.138507;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
1.438544;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000000;1.000000;-0.210000;1.000185;0.976200;0.217724;-0.930134;-0.422570;
2.000423;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.000822;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422570;
2.001054;0.999999;-0.210000;1.000185;0.976200;0.217724;-0.930133;-0.422569;
2.001533;0.999998;-0.210001;1.000185;0.976200;0.217723;-0.930132;-0.422569;
2.002012;0.999996;-0.210001;1.000185;0.976200;0.217723;-0.930130;-0.422569;
2.002971;0.999992;-0.210002;1.000185;0.976200;0.217722;-0.930127;-0.422568;
2.003929;0.999986;-0.210003;1.000185;0.976200;0.217720;-0.930121;-0.422566;
2.005846;0.999962;-0.210008;1.000184;0.976201;0.217715;-0.930100;-0.422561;
2.007762;0.999923;-0.210015;1.000184;0.976204;0.217705;-0.930064;-0.422550;
2.011596;0.999781;-0.210041;1.000185;0.976212;0.217669;-0.929935;-0.422509;
2.015429;0.999549;-0.210074;1.000187;0.976227;0.217610;-0.929723;-0.422438;
2.019262;0.999213;-0.210122;1.000191;0.976251;0.217525;-0.929417;-0.422328;
2.023096;0.998767;-0.210182;1.000199;0.976284;0.217412;-0.929012;-0.422175;
2.026929;0.998211;-0.210248;1.000212;0.976328;0.217270;-0.928507;-0.421976;
2.034596;0.996770;-0.210389;1.000252;0.976451;0.216904;-0.927195;-0.421425;
2.042262;0.994899;-0.210539;1.000316;0.976622;0.216427;-0.925494;-0.420669;
2.049929;0.992622;-0.210681;1.000404;0.976842;0.215844;-0.923419;-0.419707;
2.057595;0.989959;-0.210810;1.000518;0.977109;0.215162;-0.920991;-0.418544;
2.072929;0.983608;-0.211003;1.000818;0.977774;0.213531;-0.915192;-0.415663;
2.088262;0.975993;-0.211135;1.001207;0.978597;0.211573;-0.908240;-0.412114;
2.103595;0.967280;-0.211199;1.001672;0.979555;0.209331;-0.900280;-0.407997;
2.118928;0.957614;-0.211206;1.002199;0.980622;0.206842;-0.891447;-0.403412;
2.134261;0.947129;-0.211168;1.002774;0.981775;0.204141;-0.881861;-0.398454;
2.149595;0.935940;-0.211097;1.003385;0.982993;0.201259;-0.871628;-0.393206;
2.164928;0.924148;-0.211003;1.004021;0.984259;0.198222;-0.860839;-0.387744;
2.180261;0.911821;-0.210936;1.004673;0.985557;0.195052;-0.849575;-0.382128;
2.195594;0.899088;-0.210784;1.005334;0.986874;0.191770;-0.837902;-0.376409;
2.210927;0.885960;-0.210671;1.005998;0.988200;0.188392;-0.825881;-0.370634;
2.226261;0.872508;-0.210562;1.006659;0.989526;0.184932;-0.813559;-0.364836;
2.227219;0.871656;-0.210555;1.006700;0.989609;0.184713;-0.812779;-0.364474;
2.229135;0.869951;-0.210542;1.006782;0.989774;0.184275;-0.811216;-0.363748;
2.232969;0.866527;-0.210516;1.006946;0.990105;0.183394;-0.808080;-0.362298;
2.240635;0.859633;-0.210465;1.007273;0.990764;0.181622;-0.801763;-0.359403;
2.255969;0.845680;-0.210370;1.007919;0.992071;0.178036;-0.788975;-0.353640;
2.257885;0.843920;-0.210359;1.007999;0.992233;0.177584;-0.787362;-0.352923;
2.261719;0.840391;-0.210336;1.008159;0.992557;0.176678;-0.784127;-0.351491;
2.269385;0.833299;-0.210294;1.008475;0.993200;0.174856;-0.777625;-0.348637;
2.270343;0.832409;-0.210288;1.008514;0.993281;0.174628;-0.776810;-0.348281;
2.272260;0.830628;-0.210278;1.008593;0.993441;0.174170;-0.775176;-0.347571;
2.276093;0.827057;-0.210258;1.008749;0.993760;0.173253;-0.771902;-0.346153;
2.278010;0.825268;-0.210248;1.008827;0.993919;0.172794;-0.770261;-0.345445;
2.278968;0.824372;-0.210243;1.008866;0.993998;0.172564;-0.769440;-0.345092;
2.280885;0.822579;-0.210234;1.008943;0.994157;0.172104;-0.767795;-0.344386;
2.284718;0.818986;-0.210215;1.009098;0.994472;0.171181;-0.764500;-0.342978;
2.286635;0.817186;-0.210205;1.009175;0.994630;0.170719;-0.762849;-0.342276;
2.290468;0.813578;-0.210187;1.009328;0.994944;0.169793;-0.759541;-0.340876;
2.292385;0.811772;-0.210178;1.009404;0.995100;0.169329;-0.757883;-0.340177;
2.293343;0.810867;-0.210174;1.009442;0.995178;0.169097;-0.757054;-0.339828;
2.295260;0.809057;-0.210165;1.009518;0.995333;0.168633;-0.755393;-0.339132;
2.299093;0.805431;-0.210148;1.009668;0.995644;0.167702;-0.752067;-0.337743;
2.301010;0.803614;-0.210140;1.009743;0.995798;0.167236;-0.750400;-0.337050;
2.304843;0.799976;-0.210123;1.009893;0.996106;0.166303;-0.747062;-0.335669;
2.312510;0.792677;-0.210092;1.010188;0.996716;0.164430;-0.740365;-0.332924;
2.313468;0.791762;-0.210089;1.010225;0.996792;0.164196;-0.739526;-0.332582;
2.315385;0.789932;-0.210081;1.010298;0.996943;0.163726;-0.737846;-0.331900;
2.319218;0.786266;-0.210067;1.010444;0.997245;0.162786;-0.734483;-0.330541;
2.326885;0.778916;-0.210039;1.010732;0.997842;0.160901;-0.727736;-0.327840;
2.327843;0.777996;-0.210036;1.010767;0.997917;0.160665;-0.726891;-0.327504;
2.329760;0.776153;-0.210029;1.010839;0.998065;0.160193;-0.725200;-0.326834;
2.333593;0.772464;-0.210016;1.010980;0.998359;0.159247;-0.721814;-0.325497;
2.341259;0.765070;-0.209992;1.011260;0.998943;0.157352;-0.715025;-0.322844;
2.342218;0.764144;-0.209989;1.011295;0.999015;0.157115;-0.714175;-0.322514;
2.344134;0.762291;-0.209983;1.011364;0.999160;0.156640;-0.712474;-0.321855;
2.347968;0.758582;-0.209972;1.011501;0.999448;0.155689;-0.709068;-0.320543;
2.349098;0.757487;-0.209969;1.011542;0.999532;0.155409;-0.708063;-0.320158;
2.349182;0.757406;-0.209968;1.011545;0.999538;0.155388;-0.707988;-0.320129;
2.349266;0.757325;-0.209968;1.011548;0.999545;0.155367;-0.707914;-0.320100;
2.349434;0.757162;-0.209968;1.011554;0.999557;0.155325;-0.707765;-0.320043;
2.349769;0.756837;-0.209967;1.011565;0.999582;0.155242;-0.707466;-0.319929;
2.350440;0.756187;-0.209965;1.011589;0.999632;0.155076;-0.706869;-0.319700;
2.351782;0.754886;-0.209961;1.011637;0.999732;0.154742;-0.705675;-0.319244;
2.354466;0.752283;-0.209954;1.011732;0.999931;0.154075;-0.703284;-0.318334;
2.359833;0.747070;-0.209939;1.011920;1.000326;0.152740;-0.698497;-0.316524;
2.362517;0.744461;-0.209932;1.012013;1.000522;0.152071;-0.696100;-0.315624;
2.367884;0.739235;-0.209919;1.012198;1.000911;0.150733;-0.691300;-0.313835;
2.370568;0.736619;-0.209913;1.012289;1.001105;0.150063;-0.688897;-0.312945;
2.371910;0.735311;-0.209910;1.012335;1.001201;0.149728;-0.687695;-0.312502;
2.374594;0.732692;-0.209904;1.012425;1.001393;0.149057;-0.685289;-0.311617;
2.379961;0.727450;-0.209892;1.012605;1.001773;0.147715;-0.680472;-0.309858;
2.382645;0.724826;-0.209886;1.012694;1.001962;0.147043;-0.678061;-0.308984;
2.388012;0.719573;-0.209875;1.012870;1.002336;0.145699;-0.673235;-0.307247;
2.390696;0.716944;-0.209870;1.012958;1.002522;0.145026;-0.670819;-0.306383;
2.392038;0.715629;-0.209867;1.013001;1.002615;0.144689;-0.669610;-0.305953;
2.394722;0.712998;-0.209862;1.013088;1.002799;0.144016;-0.667192;-0.305094;
2.400089;0.707731;-0.209853;1.013259;1.003165;0.142668;-0.662351;-0.303389;
2.402773;0.705095;-0.209848;1.013344;1.003346;0.141994;-0.659928;-0.302541;
2.408140;0.699820;-0.209839;1.013512;1.003706;0.140644;-0.655079;-0.300857;
2.410824;0.697181;-0.209835;1.013595;1.003884;0.139969;-0.652652;-0.300020;
2.412166;0.695861;-0.209833;1.013636;1.003973;0.139631;-0.651438;-0.299603;
2.414850;0.693219;-0.209829;1.013719;1.004150;0.138955;-0.649010;-0.298772;
2.419320;0.688816;-0.209822;1.013854;1.004442;0.137829;-0.644961;-0.297395;
2.419359;0.688778;-0.209822;1.013856;1.004445;0.137819;-0.644926;-0.297383;
2.419397;0.688740;-0.209822;1.013857;1.004447;0.137809;-0.644891;-0.297372;
2.419475;0.688664;-0.209822;1.013859;1.004452;0.137790;-0.644822;-0.297348;
2.419629;0.688512;-0.209822;1.013864;1.004462;0.137751;-0.644682;-0.297301;
2.419938;0.688208;-0.209821;1.013873;1.004482;0.137673;-0.644402;-0.297206;
2.420246;0.687904;-0.209821;1.013882;1.004502;0.137596;-0.644122;-0.297111;
2.420648;0.687507;-0.209820;1.013895;1.004528;0.137494;-0.643758;-0.296988;
2.420707;0.687450;-0.209820;1.013896;1.004532;0.137480;-0.643705;-0.296970;
2.420765;0.687392;-0.209820;1.013898;1.004536;0.137465;-0.643652;-0.296952;
2.420882;0.687277;-0.209820;1.013902;1.004544;0.137435;-0.643546;-0.296917;
2.421116;0.687047;-0.209819;1.013909;1.004559;0.137376;-0.643335;-0.296845;
2.421583;0.686587;-0.209819;1.013923;1.004589;0.137259;-0.642911;-0.296702;
2.422517;0.685665;-0.209817;1.013951;1.004650;0.137023;-0.642064;-0.296417;
2.423452;0.684744;-0.209816;1.013979;1.004710;0.136788;-0.641217;-0.296132;
2.423704;0.684495;-0.209816;1.013986;1.004726;0.136724;-0.640988;-0.296055;
2.423780;0.684421;-0.209816;1.013988;1.004731;0.136705;-0.640920;-0.296032;
2.423855;0.684347;-0.209816;1.013991;1.004736;0.136686;-0.640852;-0.296009;
2.424006;0.684198;-0.209815;1.013995;1.004746;0.136648;-0.640715;-0.295963;
2.424308;0.683900;-0.209815;1.014004;1.004765;0.136572;-0.640441;-0.295871;
2.424911;0.683305;-0.209814;1.014022;1.004804;0.136420;-0.639894;-0.295688;
2.426118;0.682115;-0.209813;1.014058;1.004881;0.136115;-0.638799;-0.295321;
2.428532;0.679734;-0.209809;1.014129;1.005036;0.135506;-0.636609;-0.294590;
2.430946;0.677352;-0.209806;1.014200;1.005189;0.134897;-0.634419;-0.293863;
2.433359;0.674969;-0.209803;1.014271;1.005342;0.134288;-0.632227;-0.293138;
2.435773;0.672585;-0.209800;1.014341;1.005494;0.133679;-0.630034;-0.292416;
2.438187;0.670201;-0.209797;1.014411;1.005645;0.133069;-0.627841;-0.291697;
2.440601;0.667816;-0.209795;1.014480;1.005795;0.132459;-0.625647;-0.290981;
2.443015;0.665430;-0.209792;1.014548;1.005944;0.131849;-0.623452;-0.290268;
2.445429;0.663043;-0.209789;1.014617;1.006093;0.131239;-0.621256;-0.289558;
2.450256;0.658267;-0.209784;1.014752;1.006388;0.130019;-0.616863;-0.288147;
2.455084;0.653489;-0.209779;1.014885;1.006679;0.128797;-0.612466;-0.286748;
2.459912;0.648708;-0.209775;1.015016;1.006967;0.127576;-0.608067;-0.285361;
2.464740;0.643925;-0.209770;1.015146;1.007252;0.126354;-0.603664;-0.283986;
2.469567;0.639139;-0.209766;1.015274;1.007533;0.125131;-0.599260;-0.282623;
2.474395;0.634351;-0.209762;1.015400;1.007811;0.123908;-0.594853;-0.281272;
2.484050;0.624769;-0.209755;1.015647;1.008358;0.121461;-0.586031;-0.278607;
2.493706;0.615179;-0.209749;1.015886;1.008891;0.119012;-0.577201;-0.275989;
2.499000;0.609919;-0.209746;1.016014;1.009177;0.117669;-0.572357;-0.274575;
2.499210;0.609709;-0.209746;1.016019;1.009189;0.117616;-0.572164;-0.274519;
2.499421;0.609499;-0.209746;1.016024;1.009200;0.117562;-0.571971;-0.274463;
2.499843;0.609080;-0.209745;1.016034;1.009223;0.117455;-0.571585;-0.274351;
2.500686;0.608242;-0.209745;1.016055;1.009268;0.117241;-0.570813;-0.274127;
2.502372;0.606566;-0.209744;1.016095;1.009358;0.116814;-0.569269;-0.273681;
2.504059;0.604889;-0.209743;1.016135;1.009447;0.116386;-0.567725;-0.273237;
2.507432;0.601535;-0.209741;1.016214;1.009625;0.115530;-0.564635;-0.272352;
2.514177;0.594825;-0.209739;1.016370;1.009977;0.113817;-0.558454;-0.270600;
2.527668;0.581395;-0.209734;1.016670;1.010660;0.110391;-0.546081;-0.267168;
2.554650;0.554506;-0.209728;1.017231;1.011948;0.103534;-0.521298;-0.260587;
2.555351;0.553806;-0.209728;1.017244;1.011979;0.103355;-0.520653;-0.260425;
2.555351;0.553807;-0.209729;1.017244;1.011980;0.103355;-0.520654;-0.260421;
2.555560;0.553599;-0.209728;1.017249;1.011990;0.103302;-0.520462;-0.260371;
2.555769;0.553391;-0.209728;1.017253;1.011999;0.103249;-0.520270;-0.260322;
2.556186;0.552975;-0.209728;1.017261;1.012018;0.103143;-0.519886;-0.260223;
2.556444;0.552717;-0.209728;1.017266;1.012030;0.103078;-0.519649;-0.260162;
2.556456;0.552705;-0.209728;1.017266;1.012031;0.103075;-0.519638;-0.260159;
2.556522;0.552639;-0.209728;1.017268;1.012034;0.103058;-0.519577;-0.260144;
2.556588;0.552573;-0.209728;1.017269;1.012037;0.103041;-0.519516;-0.260128;
2.556721;0.552441;-0.209728;1.017271;1.012043;0.103007;-0.519394;-0.260097;
2.556986;0.552176;-0.209728;1.017277;1.012055;0.102940;-0.519150;-0.260034;
2.557516;0.551647;-0.209727;1.017287;1.012079;0.102805;-0.518662;-0.259909;
2.558047;0.551118;-0.209727;1.017297;1.012103;0.102670;-0.518174;-0.259784;
2.559108;0.550060;-0.209727;1.017318;1.012151;0.102400;-0.517199;-0.259534;
2.560168;0.549001;-0.209726;1.017339;1.012199;0.102130;-0.516223;-0.259285;
2.561229;0.547943;-0.209726;1.017359;1.012247;0.101861;-0.515247;-0.259037;
2.563351;0.545826;-0.209725;1.017400;1.012343;0.101321;-0.513295;-0.258541;
2.565472;0.543710;-0.209724;1.017441;1.012437;0.100782;-0.511344;-0.258048;
2.567594;0.541593;-0.209723;1.017481;1.012531;0.100242;-0.509392;-0.257558;
2.569715;0.539477;-0.209722;1.017521;1.012624;0.099703;-0.507440;-0.257070;
2.571837;0.537360;-0.209721;1.017560;1.012717;0.099163;-0.505488;-0.256584;
2.573959;0.535243;-0.209720;1.017599;1.012809;0.098624;-0.503536;-0.256101;
2.576080;0.533126;-0.209720;1.017638;1.012900;0.098084;-0.501584;-0.255620;
2.580323;0.528893;-0.209718;1.017715;1.013081;0.097006;-0.497678;-0.254665;
2.584566;0.524658;-0.209717;1.017790;1.013259;0.095927;-0.493773;-0.253719;
2.588810;0.520424;-0.209716;1.017864;1.013435;0.094848;-0.489866;-0.252783;
2.593053;0.516189;-0.209715;1.017936;1.013608;0.093769;-0.485959;-0.251856;
2.597296;0.511953;-0.209714;1.018007;1.013779;0.092690;-0.482052;-0.250938;
2.603157;0.506102;-0.209713;1.018103;1.014010;0.091200;-0.476653;-0.249686;
2.603216;0.506043;-0.209713;1.018104;1.014012;0.091185;-0.476598;-0.249673;
2.603275;0.505985;-0.209713;1.018105;1.014015;0.091170;-0.476544;-0.249661;
2.603392;0.505867;-0.209713;1.018107;1.014019;0.091140;-0.476436;-0.249636;
2.603627;0.505633;-0.209713;1.018111;1.014028;0.091081;-0.476220;-0.249586;
2.604096;0.505164;-0.209713;1.018118;1.014047;0.090961;-0.475788;-0.249487;
2.605035;0.504227;-0.209713;1.018133;1.014083;0.090723;-0.474923;-0.249288;
2.606913;0.502353;-0.209713;1.018163;1.014156;0.090245;-0.473193;-0.248893;
2.610668;0.498603;-0.209712;1.018222;1.014299;0.089291;-0.469732;-0.248107;
2.618178;0.491103;-0.209711;1.018337;1.014581;0.087381;-0.462810;-0.246557;
2.633199;0.476100;-0.209710;1.018554;1.015121;0.083562;-0.448960;-0.243544;
2.648220;0.461093;-0.209710;1.018755;1.015629;0.079744;-0.435103;-0.240645;
2.678262;0.431071;-0.209709;1.019107;1.016553;0.072109;-0.407369;-0.235191;
2.689016;0.420322;-0.209709;1.019217;1.016853;0.069376;-0.397435;-0.233349;
2.689107;0.420231;-0.209709;1.019218;1.016855;0.069353;-0.397351;-0.233334;
2.689198;0.420140;-0.209709;1.019219;1.016858;0.069330;-0.397267;-0.233318;
2.689380;0.419958;-0.209709;1.019220;1.016863;0.069284;-0.397099;-0.233288;
2.689744;0.419594;-0.209709;1.019224;1.016873;0.069191;-0.396763;-0.233226;
2.689803;0.419535;-0.209709;1.019225;1.016874;0.069176;-0.396708;-0.233217;
2.689895;0.419444;-0.209709;1.019225;1.016877;0.069153;-0.396624;-0.233201;
2.689986;0.419353;-0.209709;1.019226;1.016879;0.069130;-0.396539;-0.233186;
2.690168;0.419171;-0.209709;1.019228;1.016884;0.069084;-0.396371;-0.233155;
2.690533;0.418806;-0.209709;1.019232;1.016894;0.068991;-0.396034;-0.233094;
2.691263;0.418078;-0.209709;1.019239;1.016914;0.068806;-0.395362;-0.232972;
2.692723;0.416630;-0.209708;1.019253;1.016953;0.068438;-0.394023;-0.232729;
2.695643;0.413779;-0.209703;1.019282;1.017030;0.067713;-0.391387;-0.232250;
2.701483;0.408345;-0.209678;1.019339;1.017178;0.066331;-0.386363;-0.231332;
2.707324;0.403334;-0.209648;1.019395;1.017317;0.065059;-0.381738;-0.230478;
2.713164;0.398830;-0.209588;1.019450;1.017444;0.063913;-0.377570;-0.229701;
2.719004;0.394852;-0.209515;1.019501;1.017559;0.062899;-0.373886;-0.229006;
2.724844;0.391398;-0.209440;1.019548;1.017660;0.062019;-0.370687;-0.228396;
2.730684;0.388455;-0.209369;1.019590;1.017748;0.061269;-0.367962;-0.227871;
2.736524;0.386002;-0.209303;1.019627;1.017822;0.060643;-0.365690;-0.227430;
2.746722;0.382790;-0.209211;1.019677;1.017921;0.059825;-0.362718;-0.226846;
2.746983;0.382727;-0.209209;1.019678;1.017923;0.059809;-0.362660;-0.226834;
2.747244;0.382664;-0.209207;1.019679;1.017925;0.059793;-0.362602;-0.226823;
2.747765;0.382542;-0.209203;1.019682;1.017929;0.059762;-0.362489;-0.226800;
2.748808;0.382308;-0.209194;1.019686;1.017936;0.059702;-0.362272;-0.226756;
2.750893;0.381878;-0.209178;1.019693;1.017950;0.059593;-0.361874;-0.226674;
2.755063;0.381170;-0.209149;1.019707;1.017974;0.059412;-0.361219;-0.226538;
2.763404;0.380335;-0.209102;1.019726;1.018006;0.059198;-0.360444;-0.226364;
2.771745;0.380230;-0.209070;1.019735;1.018017;0.059171;-0.360346;-0.226315;
2.780086;0.380807;-0.209041;1.019737;1.018010;0.059315;-0.360873;-0.226379;
2.788427;0.382000;-0.209032;1.019731;1.017987;0.059618;-0.361977;-0.226548;
2.796768;0.383766;-0.209034;1.019718;1.017948;0.060067;-0.363611;-0.226813;
2.797326;0.383903;-0.209034;1.019717;1.017944;0.060102;-0.363738;-0.226834;
2.797326;0.383897;-0.209047;1.019717;1.017944;0.060102;-0.363738;-0.226834;
