time;NETWORK_1011_131_Upu_value;NETWORK_4011_401_Upu_value;NETWORK_B11___21_Upu_value;NETWORK_BG09__11_Upu_value;NETWORK_1012_131_Upu_value;NETWORK_4012_401_Upu_value;NETWORK_B12___21_Upu_value;NETWORK_BG01__11_Upu_value;NETWORK_BG10__11_Upu_value;NETWORK_1013_131_Upu_value;NETWORK_B13___21_Upu_value;NETWORK_BG02__11_Upu_value;NETWORK_1014_131_Upu_value;NETWORK_BG03__11_Upu_value;NETWORK_1021_131_Upu_value;NETWORK_BG04__11_Upu_value;NETWORK_1022_131_Upu_value;NETWORK_4022_401_Upu_value;NETWORK_B22___21_Upu_value;NETWORK_BG05__11_Upu_value;NETWORK_1041_131_Upu_value;NETWORK_B01___21_Upu_value;NETWORK_1042_131_Upu_value;NETWORK_B02___21_Upu_value;NETWORK_BG06__11_Upu_value;NETWORK_1043_131_Upu_value;NETWORK_B03___21_Upu_value;NETWORK_BG07__11_Upu_value;NETWORK_1044_131_Upu_value;NETWORK_4044_401_Upu_value;NETWORK_B04___21_Upu_value;NETWORK_1045_131_Upu_value;NETWORK_4045_401_Upu_value;NETWORK_B05___21_Upu_value;NETWORK_2031_221_Upu_value;NETWORK_4031_401_Upu_value;NETWORK_B31___21_Upu_value;NETWORK_BG12__11_Upu_value;NETWORK_2032_221_Upu_value;NETWORK_B32___21_Upu_value;NETWORK_BG08__11_Upu_value;NETWORK_4021_401_Upu_value;NETWORK_BG11__11_Upu_value;NETWORK_4032_401_Upu_value;NETWORK_4041_401_Upu_value;NETWORK_B41___21_Upu_value;NETWORK_BG13__11_Upu_value;NETWORK_4042_401_Upu_value;NETWORK_B42___21_Upu_value;NETWORK_BG14__11_Upu_value;NETWORK_4043_401_Upu_value;NETWORK_B43___21_Upu_value;NETWORK_4046_401_Upu_value;NETWORK_B46___21_Upu_value;NETWORK_4047_401_Upu_value;NETWORK_B47___21_Upu_value;NETWORK_BG15__11_Upu_value;NETWORK_4051_401_Upu_value;NETWORK_B51___21_Upu_value;NETWORK_BG16__11_Upu_value;NETWORK_4061_401_Upu_value;NETWORK_B61___21_Upu_value;NETWORK_4062_401_Upu_value;NETWORK_B62___21_Upu_value;NETWORK_BG17__11_Upu_value;NETWORK_4063_401_Upu_value;NETWORK_B63___21_Upu_value;NETWORK_BG18__11_Upu_value;NETWORK_4071_401_Upu_value;NETWORK_B71___21_Upu_value;NETWORK_BG19__11_Upu_value;NETWORK_4072_401_Upu_value;NETWORK_B72___21_Upu_value;NETWORK_BG20__11_Upu_value;
28.000000;1.060238;1.020541;1.001110;0.998866;1.062753;1.022324;0.996911;1.068568;1.015832;1.054500;0.995429;1.056666;1.061005;1.059711;1.030571;1.034131;1.045771;0.987866;0.990030;1.029090;0.987364;0.974038;1.005494;0.992278;1.007808;1.004047;0.974635;1.012277;0.976400;1.006814;0.969583;0.985429;1.026498;0.970771;1.009781;1.015206;0.986459;1.018196;1.063921;0.992577;1.049507;1.028047;1.019377;1.024309;1.016078;0.963906;1.008192;1.007238;0.961157;1.042300;1.007675;0.972929;1.011350;0.975471;1.042056;0.978957;1.044189;1.050760;0.983527;1.051902;1.020450;0.977357;1.045477;0.990196;1.008657;1.048376;0.994276;1.030442;1.048069;1.002399;1.030064;1.059007;0.997404;1.018607;
30.000000;1.060054;1.020370;1.000935;0.998633;1.062549;1.022144;0.996719;1.068331;1.015598;1.054282;0.995222;1.056430;1.060780;1.059473;1.030148;1.033657;1.045580;0.987721;0.989849;1.028859;0.987109;0.973786;1.005249;0.992036;1.007566;1.003802;0.974396;1.012036;0.976187;1.006601;0.969371;0.985182;1.026243;0.970526;1.009639;1.015078;0.986321;1.017987;1.063710;0.992380;1.049277;1.027914;1.019166;1.024176;1.015961;0.963795;1.008283;1.007051;0.960978;1.042068;1.007461;0.972722;1.011128;0.975256;1.041821;0.978736;1.043949;1.050505;0.983288;1.051661;1.020111;0.977031;1.045035;0.989776;1.008168;1.047896;0.993821;1.029956;1.048007;1.002340;1.030057;1.058990;0.997388;1.018602;
32.000000;1.059899;1.020225;1.000788;0.998438;1.062378;1.021992;0.996558;1.068134;1.015402;1.054100;0.995050;1.056232;1.060593;1.059274;1.029796;1.033262;1.045418;0.987596;0.989695;1.028666;0.986896;0.973574;1.005046;0.991834;1.007365;1.003597;0.974196;1.011836;0.976007;1.006421;0.969192;0.984974;1.026029;0.970321;1.009518;1.014968;0.986202;1.017811;1.063533;0.992214;1.049084;1.027798;1.018988;1.024061;1.015861;0.963699;1.008358;1.006892;0.960827;1.041873;1.007281;0.972548;1.010941;0.975076;1.041625;0.978551;1.043749;1.050291;0.983087;1.051461;1.019828;0.976760;1.044667;0.989427;1.007762;1.047498;0.993442;1.029552;1.047955;1.002289;1.030052;1.058976;0.997374;1.018597;
32.000000;1.059899;1.020225;1.000788;0.998438;1.062378;1.021992;0.996558;1.068134;1.015402;1.054100;0.995050;1.056232;1.060593;1.059274;1.029796;1.033262;1.045418;0.987596;0.989695;1.028666;0.986896;0.973574;1.005046;0.991834;1.007365;1.003597;0.974196;1.011836;0.976007;1.006421;0.969192;0.984974;1.026029;0.970321;1.009518;1.014968;0.986202;1.017811;1.063533;0.992214;1.049084;1.027798;1.018988;1.024061;1.015861;0.963699;1.008358;1.006892;0.960827;1.041873;1.007281;0.972548;1.010941;0.975076;1.041625;0.978551;1.043749;1.050291;0.983087;1.051461;1.019828;0.976760;1.044667;0.989427;1.007762;1.047498;0.993442;1.029552;1.047955;1.002289;1.030052;1.058976;0.997374;1.018597;
34.000000;1.057565;1.017845;0.998579;0.997224;1.060550;1.019905;0.994839;1.067031;1.014255;1.052605;0.993635;1.055219;1.059241;1.058290;1.027308;1.031377;1.041132;0.983110;0.985627;1.027006;0.977792;0.974339;1.001530;0.988354;1.005635;0.995470;0.975977;1.008788;0.968430;0.998873;0.971487;0.977608;1.018730;0.972799;1.003897;1.008746;0.980696;1.015677;1.060798;0.989656;1.047771;1.021828;1.016919;1.017466;1.008616;0.966123;1.004320;0.999964;0.963577;1.039218;1.000307;0.975384;1.004416;0.978383;1.036499;0.983201;1.041569;1.045282;0.978386;1.049313;1.014049;0.980757;1.040176;0.985163;1.005029;1.044036;0.990151;1.027175;1.047114;1.001483;1.029841;1.058747;0.997158;1.018521;
34.000000;1.057565;1.017845;0.998579;0.997224;1.060550;1.019905;0.994839;1.067031;1.014255;1.052605;0.993635;1.055219;1.059241;1.058290;1.027308;1.031377;1.041132;0.983110;0.985627;1.027006;0.977792;0.974339;1.001530;0.988354;1.005635;0.995470;0.975977;1.008788;0.968430;0.998873;0.971487;0.977608;1.018730;0.972799;1.003897;1.008746;0.980696;1.015677;1.060798;0.989656;1.047771;1.021828;1.016919;1.017466;1.008616;0.966123;1.004320;0.999964;0.963577;1.039218;1.000307;0.975384;1.004416;0.978383;1.036499;0.983201;1.041569;1.045282;0.978386;1.049313;1.014049;0.980757;1.040176;0.985163;1.005029;1.044036;0.990151;1.027175;1.047114;1.001483;1.029841;1.058747;0.997158;1.018521;
36.000000;1.056998;1.017307;0.998042;0.996774;1.060013;1.019385;0.994334;1.066540;1.013785;1.052061;0.993120;1.054699;1.058699;1.057757;1.026261;1.030309;1.040404;0.982436;0.984937;1.026675;0.977822;0.974369;1.001486;0.988311;1.005608;0.995558;0.976063;1.009365;0.968346;0.998764;0.971403;0.977522;1.018630;0.972713;1.003389;1.008241;0.980199;1.015582;1.060357;0.989244;1.047397;1.021316;1.016802;1.016988;1.008381;0.965897;1.004903;0.999819;0.963438;1.039484;1.000244;0.975323;1.004401;0.978368;1.036554;0.983253;1.041747;1.045302;0.978406;1.049469;1.013620;0.980341;1.039663;0.984675;1.004546;1.043413;0.989558;1.026485;1.046940;1.001316;1.029859;1.058715;0.997128;1.018522;
36.000000;1.056998;1.017307;0.998042;0.996774;1.060013;1.019385;0.994334;1.066540;1.013785;1.052061;0.993120;1.054699;1.058699;1.057757;1.026261;1.030309;1.040404;0.982436;0.984937;1.026675;0.977822;0.974369;1.001486;0.988311;1.005608;0.995558;0.976063;1.009365;0.968346;0.998764;0.971403;0.977522;1.018630;0.972713;1.003389;1.008241;0.980199;1.015582;1.060357;0.989244;1.047397;1.021316;1.016802;1.016988;1.008381;0.965897;1.004903;0.999819;0.963438;1.039484;1.000244;0.975323;1.004401;0.978368;1.036554;0.983253;1.041747;1.045302;0.978406;1.049469;1.013620;0.980341;1.039663;0.984675;1.004546;1.043413;0.989558;1.026485;1.046940;1.001316;1.029859;1.058715;0.997128;1.018522;
38.000000;1.056773;1.017091;0.997829;0.996594;1.059803;1.019178;0.994136;1.066353;1.013600;1.051856;0.992926;1.054509;1.058496;1.057564;1.025873;1.029918;1.040108;0.982157;0.984655;1.026529;0.977721;0.974269;1.001369;0.988195;1.005497;0.995474;0.975982;1.009422;0.968225;0.998634;0.971282;0.977395;1.018496;0.972588;1.003158;1.008010;0.979973;1.015476;1.060156;0.989056;1.047226;1.021060;1.016686;1.016755;1.008297;0.965816;1.005370;0.999672;0.963297;1.039479;1.000122;0.975204;1.004291;0.978262;1.036461;0.983166;1.041691;1.045201;0.978310;1.049410;1.013406;0.980135;1.039392;0.984419;1.004266;1.043099;0.989260;1.026145;1.046871;1.001250;1.029870;1.058701;0.997115;1.018522;
38.000000;1.056773;1.017091;0.997829;0.996594;1.059803;1.019178;0.994136;1.066353;1.013600;1.051856;0.992926;1.054509;1.058496;1.057564;1.025873;1.029918;1.040108;0.982157;0.984655;1.026529;0.977721;0.974269;1.001369;0.988195;1.005497;0.995474;0.975982;1.009422;0.968225;0.998634;0.971282;0.977395;1.018496;0.972588;1.003158;1.008010;0.979973;1.015476;1.060156;0.989056;1.047226;1.021060;1.016686;1.016755;1.008297;0.965816;1.005370;0.999672;0.963297;1.039479;1.000122;0.975204;1.004291;0.978262;1.036461;0.983166;1.041691;1.045201;0.978310;1.049410;1.013406;0.980135;1.039392;0.984419;1.004266;1.043099;0.989260;1.026145;1.046871;1.001250;1.029870;1.058701;0.997115;1.018522;
40.000000;1.056697;1.017014;0.997758;0.996564;1.059747;1.019112;0.994083;1.066325;1.013569;1.051810;0.992883;1.054481;1.058456;1.057536;1.025792;1.029855;1.039988;0.982030;0.984542;1.026515;0.977723;0.974270;1.001370;0.988196;1.005504;0.995482;0.975988;1.009494;0.968209;0.998615;0.971265;0.977386;1.018486;0.972578;1.003065;1.007912;0.979882;1.015478;1.060110;0.989013;1.047206;1.020933;1.016681;1.016650;1.008309;0.965828;1.005755;0.999626;0.963251;1.039527;1.000102;0.975184;1.004281;0.978251;1.036464;0.983168;1.041717;1.045209;0.978318;1.049438;1.013398;0.980125;1.039378;0.984406;1.004247;1.043075;0.989238;1.026111;1.046849;1.001229;1.029881;1.058699;0.997113;1.018524;
42.000000;1.056703;1.017014;0.997763;0.996613;1.059771;1.019122;0.994106;1.066377;1.013617;1.051845;0.992916;1.054533;1.058496;1.057588;1.025869;1.029955;1.039973;0.981994;0.984527;1.026579;0.977808;0.974354;1.001448;0.988273;1.005581;0.995566;0.976070;1.009606;0.968274;0.998678;0.971329;0.977464;1.018565;0.972655;1.003063;1.007902;0.979881;1.015553;1.060152;0.989052;1.047265;1.020898;1.016751;1.016636;1.008390;0.965905;1.006086;0.999660;0.963284;1.039628;1.000161;0.975241;1.004347;0.978315;1.036540;0.983240;1.041804;1.045295;0.978399;1.049527;1.013512;0.980235;1.039511;0.984532;1.004381;1.043211;0.989367;1.026241;1.046852;1.001232;1.029891;1.058702;0.997116;1.018526;
42.000000;1.056703;1.017014;0.997763;0.996613;1.059771;1.019122;0.994106;1.066377;1.013617;1.051845;0.992916;1.054533;1.058496;1.057588;1.025869;1.029955;1.039973;0.981994;0.984527;1.026579;0.977808;0.974354;1.001448;0.988273;1.005581;0.995566;0.976070;1.009606;0.968274;0.998678;0.971329;0.977464;1.018565;0.972655;1.003063;1.007902;0.979881;1.015553;1.060152;0.989052;1.047265;1.020898;1.016751;1.016636;1.008390;0.965905;1.006086;0.999660;0.963284;1.039628;1.000161;0.975241;1.004347;0.978315;1.036540;0.983240;1.041804;1.045295;0.978399;1.049527;1.013512;0.980235;1.039511;0.984532;1.004381;1.043211;0.989367;1.026241;1.046852;1.001232;1.029891;1.058702;0.997116;1.018526;
44.000000;1.054531;1.014774;0.995707;0.995672;1.058152;1.017200;0.992583;1.065556;1.012745;1.050591;0.991730;1.053804;1.057399;1.056892;1.023855;1.028631;1.035783;0.977530;0.980551;1.025189;0.968811;0.975244;0.998168;0.985026;1.004134;0.987559;0.978008;1.006831;0.960775;0.991209;0.973752;0.970230;1.011410;0.975318;0.997441;1.001638;0.974374;1.013660;1.057613;0.986678;1.046225;1.014877;1.014923;1.009987;1.001146;0.968375;1.002150;0.992769;0.966124;1.037234;0.993281;0.978226;0.997944;0.981809;1.031595;0.988156;1.039900;1.040498;0.973898;1.047659;1.008048;0.984616;1.035496;0.980719;1.002226;1.040300;0.986599;1.024452;1.046073;1.000485;1.029704;1.058501;0.996926;1.018467;
44.000000;1.054531;1.014774;0.995707;0.995672;1.058152;1.017200;0.992583;1.065556;1.012745;1.050591;0.991730;1.053804;1.057399;1.056892;1.023855;1.028631;1.035783;0.977530;0.980551;1.025189;0.968811;0.975244;0.998168;0.985026;1.004134;0.987559;0.978008;1.006831;0.960775;0.991209;0.973752;0.970230;1.011410;0.975318;0.997441;1.001638;0.974374;1.013660;1.057613;0.986678;1.046225;1.014877;1.014923;1.009987;1.001146;0.968375;1.002150;0.992769;0.966124;1.037234;0.993281;0.978226;0.997944;0.981809;1.031595;0.988156;1.039900;1.040498;0.973898;1.047659;1.008048;0.984616;1.035496;0.980719;1.002226;1.040300;0.986599;1.024452;1.046073;1.000485;1.029704;1.058501;0.996926;1.018467;
46.000000;1.054132;1.014390;0.995330;0.995465;1.057813;1.016848;0.992265;1.065310;1.012517;1.050264;0.991420;1.053528;1.057083;1.056605;1.023238;1.028053;1.035220;0.976966;0.980017;1.025112;0.969139;0.975574;0.998402;0.985258;1.004380;0.987933;0.978379;1.007698;0.960938;0.991346;0.973917;0.970429;1.011604;0.975518;0.997070;1.001252;0.974011;1.013823;1.057397;0.986475;1.046101;1.014470;1.015060;1.009630;1.001090;0.968320;1.002915;0.992827;0.966180;1.037784;0.993461;0.978403;0.998183;0.982044;1.031919;0.988467;1.040357;1.040815;0.974195;1.048095;1.008010;0.984578;1.035474;0.980699;1.002275;1.040202;0.986506;1.024287;1.045955;1.000372;1.029732;1.058482;0.996908;1.018472;
46.000000;1.054132;1.014390;0.995330;0.995465;1.057813;1.016848;0.992265;1.065310;1.012517;1.050264;0.991420;1.053528;1.057083;1.056605;1.023238;1.028053;1.035220;0.976966;0.980017;1.025112;0.969139;0.975574;0.998402;0.985258;1.004380;0.987933;0.978379;1.007698;0.960938;0.991346;0.973917;0.970429;1.011604;0.975518;0.997070;1.001252;0.974011;1.013823;1.057397;0.986475;1.046101;1.014470;1.015060;1.009630;1.001090;0.968320;1.002915;0.992827;0.966180;1.037784;0.993461;0.978403;0.998183;0.982044;1.031919;0.988467;1.040357;1.040815;0.974195;1.048095;1.008010;0.984578;1.035474;0.980699;1.002275;1.040202;0.986506;1.024287;1.045955;1.000372;1.029732;1.058482;0.996908;1.018472;
48.000000;1.054071;1.014324;0.995272;0.995509;1.057791;1.016803;0.992245;1.065350;1.012556;1.050262;0.991418;1.053564;1.057092;1.056638;1.023247;1.028109;1.035089;0.976804;0.979892;1.025200;0.969293;0.975730;0.998525;0.985380;1.004505;0.988097;0.978541;1.007999;0.961033;0.991434;0.974013;0.970551;1.011726;0.975640;0.996974;1.001143;0.973917;1.013948;1.057404;0.986482;1.046159;1.014324;1.015174;1.009519;1.001167;0.968395;1.003520;0.992862;0.966213;1.038023;0.993551;0.978493;0.998295;0.982154;1.032061;0.988602;1.040540;1.040968;0.974339;1.048276;1.008145;0.984710;1.035643;0.980858;1.002468;1.040358;0.986654;1.024419;1.045942;1.000359;1.029755;1.058486;0.996912;1.018478;
50.000000;1.054159;1.014398;0.995355;0.995691;1.057918;1.016897;0.992363;1.065537;1.012737;1.050413;0.991560;1.053751;1.057254;1.056827;1.023541;1.028465;1.035138;0.976802;0.979938;1.025403;0.969541;0.975974;0.998752;0.985605;1.004730;0.988340;0.978778;1.008297;0.961226;0.991625;0.974205;0.970779;1.011960;0.975865;0.997021;1.001172;0.973962;1.014159;1.057551;0.986620;1.046346;1.014316;1.015378;1.009544;1.001341;0.968560;1.004030;0.992994;0.966340;1.038291;0.993737;0.978672;0.998496;0.982348;1.032283;0.988812;1.040784;1.041216;0.974571;1.048524;1.008457;0.985010;1.036023;0.981220;1.002870;1.040753;0.987030;1.024803;1.045983;1.000399;1.029787;1.058512;0.996936;1.018498;
50.000000;1.054159;1.014398;0.995355;0.995691;1.057918;1.016897;0.992363;1.065537;1.012737;1.050413;0.991560;1.053751;1.057254;1.056827;1.023541;1.028465;1.035138;0.976802;0.979938;1.025403;0.969541;0.975974;0.998752;0.985605;1.004730;0.988340;0.978778;1.008297;0.961226;0.991625;0.974205;0.970779;1.011960;0.975865;0.997021;1.001172;0.973962;1.014159;1.057551;0.986620;1.046346;1.014316;1.015378;1.009544;1.001341;0.968560;1.004030;0.992994;0.966340;1.038291;0.993737;0.978672;0.998496;0.982348;1.032283;0.988812;1.040784;1.041216;0.974571;1.048524;1.008457;0.985010;1.036023;0.981220;1.002870;1.040753;0.987030;1.024803;1.045983;1.000399;1.029787;1.058512;0.996936;1.018498;
52.000000;1.053997;1.014212;0.995202;0.995779;1.057864;1.016771;0.992313;1.065643;1.012833;1.050429;0.991576;1.053870;1.057301;1.056950;1.023655;1.028732;1.034697;0.976270;0.979520;1.025453;0.968770;0.975201;0.998546;0.985401;1.004781;0.987666;0.978113;1.008254;0.960454;0.990799;0.973424;0.969880;1.011005;0.974962;0.996382;1.000430;0.973337;1.014156;1.057416;0.986494;1.046441;1.013571;1.015377;1.008748;1.000588;0.967835;1.003890;0.992265;0.965632;1.038256;0.993088;0.978036;0.997968;0.981832;1.031934;0.988481;1.040812;1.039967;0.982781;1.048283;1.008154;0.984720;1.035933;0.981134;1.003069;1.040847;0.987119;1.025051;1.045913;1.000332;1.029766;1.058483;0.996909;1.018479;
52.000000;1.053997;1.014212;0.995202;0.995779;1.057864;1.016771;0.992313;1.065643;1.012833;1.050429;0.991576;1.053870;1.057301;1.056950;1.023655;1.028732;1.034697;0.976270;0.979520;1.025453;0.968770;0.975201;0.998546;0.985401;1.004781;0.987666;0.978113;1.008254;0.960454;0.990799;0.973424;0.969880;1.011005;0.974962;0.996382;1.000430;0.973337;1.014156;1.057416;0.986494;1.046441;1.013571;1.015377;1.008748;1.000588;0.967835;1.003890;0.992265;0.965632;1.038256;0.993088;0.978036;0.997968;0.981832;1.031934;0.988481;1.040812;1.039967;0.982781;1.048283;1.008154;0.984720;1.035933;0.981134;1.003069;1.040847;0.987119;1.025051;1.045913;1.000332;1.029766;1.058483;0.996909;1.018479;
54.000000;1.052127;1.012265;0.993432;0.995114;1.056532;1.015133;0.991060;1.065088;1.012228;1.049447;0.990647;1.053395;1.056472;1.056505;1.022137;1.027899;1.030958;0.972227;0.975971;1.024399;0.960288;0.976632;0.995687;0.982570;1.003694;0.980169;0.980602;1.005931;0.953474;0.983875;0.976426;0.963179;1.004411;0.978218;0.991270;0.994705;0.968331;1.012652;1.055256;0.984473;1.045698;1.007995;1.013914;1.002616;0.994046;0.971035;1.000444;0.985883;0.969024;1.036298;0.986739;0.981608;0.992096;0.985924;1.027534;0.984256;1.039319;1.035732;0.978771;1.046942;1.004011;0.980663;1.032864;0.978220;1.001636;1.038742;0.985117;1.023901;1.045239;0.999685;1.029607;1.058308;0.996744;1.018427;
54.000000;1.052127;1.012265;0.993432;0.995114;1.056532;1.015133;0.991060;1.065088;1.012228;1.049447;0.990647;1.053395;1.056472;1.056505;1.022137;1.027899;1.030958;0.972227;0.975971;1.024399;0.960288;0.976632;0.995687;0.982570;1.003694;0.980169;0.980602;1.005931;0.953474;0.983875;0.976426;0.963179;1.004411;0.978218;0.991270;0.994705;0.968331;1.012652;1.055256;0.984473;1.045698;1.007995;1.013914;1.002616;0.994046;0.971035;1.000444;0.985883;0.969024;1.036298;0.986739;0.981608;0.992096;0.985924;1.027534;0.984256;1.039319;1.035732;0.978771;1.046942;1.004011;0.980663;1.032864;0.978220;1.001636;1.038742;0.985117;1.023901;1.045239;0.999685;1.029607;1.058308;0.996744;1.018427;
56.000000;1.051879;1.012021;0.993197;0.995086;1.056355;1.014926;0.990894;1.065024;1.012180;1.049291;0.990499;1.053302;1.056331;1.056402;1.021854;1.027686;1.030563;0.971797;0.975596;1.024502;0.960810;0.977166;0.996104;0.982983;1.004116;0.980733;0.981169;1.006970;0.953811;0.984189;0.976772;0.963573;1.004806;0.978620;0.991038;0.994450;0.968103;1.012982;1.055210;0.984430;1.045750;1.007715;1.014225;1.002392;0.994133;0.971120;1.001287;0.986099;0.969238;1.037021;0.987089;0.981957;0.992504;0.986332;1.028029;0.984732;1.039936;1.036257;0.979268;1.047581;1.004216;0.980863;1.033132;0.978475;1.001978;1.038955;0.985320;1.024050;1.045169;0.999618;1.029641;1.058301;0.996737;1.018434;
56.000000;1.051876;1.012019;0.993194;0.995084;1.056352;1.014923;0.990891;1.065021;1.012177;1.049289;0.990497;1.053299;1.056328;1.056399;1.021850;1.027682;1.030561;0.971795;0.975594;1.024500;0.960809;0.977163;0.996101;0.982980;1.004113;0.980731;0.981165;1.006966;0.953809;0.984187;0.976768;0.963571;1.004804;0.978616;0.991036;0.994448;0.968102;1.012981;1.055209;0.984429;1.045750;1.007713;1.014224;1.002390;0.994131;0.971117;1.001286;0.986097;0.969234;1.037019;0.987087;0.981954;0.992502;0.986329;1.028027;0.984729;1.039934;1.036254;0.979265;1.047578;1.004214;0.980861;1.033131;0.978473;1.001978;1.038954;0.985319;1.024050;1.045166;0.999616;1.029638;1.058299;0.996735;1.018432;
58.000000;1.051638;1.011689;0.992970;0.995490;1.056382;1.014723;0.990919;1.065487;1.012600;1.049533;0.990728;1.053804;1.056652;1.056921;1.022346;1.028673;1.029011;0.969860;0.974123;1.024682;0.960225;0.976568;0.996224;0.983103;1.004616;0.980194;0.980627;1.007451;0.952881;0.983147;0.975816;0.962954;1.004149;0.977988;0.987451;0.990240;0.964590;0.998048;1.054296;0.983575;1.046009;1.005710;1.014328;0.998876;0.991621;0.968659;1.000417;0.984794;0.967950;1.037274;0.986240;0.981110;0.991896;0.985725;1.027776;0.984488;1.040382;1.036131;0.979149;1.048060;1.003644;0.980303;1.033449;0.978775;1.002932;1.039674;0.986004;1.025067;1.045087;0.999540;1.029653;1.058296;0.996732;1.018447;
58.000000;1.051638;1.011689;0.992970;0.995490;1.056382;1.014723;0.990919;1.065487;1.012600;1.049533;0.990728;1.053804;1.056652;1.056921;1.022346;1.028673;1.029011;0.969860;0.974123;1.024682;0.960225;0.976568;0.996224;0.983103;1.004616;0.980194;0.980627;1.007451;0.952881;0.983147;0.975816;0.962954;1.004149;0.977988;0.987451;0.990240;0.964590;0.998048;1.054296;0.983575;1.046009;1.005710;1.014328;0.998876;0.991621;0.968659;1.000417;0.984794;0.967950;1.037274;0.986240;0.981110;0.991896;0.985725;1.027776;0.984488;1.040382;1.036131;0.979149;1.048060;1.003644;0.980303;1.033449;0.978775;1.002932;1.039674;0.986004;1.025067;1.045087;0.999540;1.029653;1.058296;0.996732;1.018447;
60.000000;1.051863;1.011892;0.993182;0.995870;1.056659;1.014949;0.991179;1.065851;1.012969;1.049833;0.991012;1.054148;1.056966;1.057264;1.022938;1.029361;1.029187;0.969926;0.974290;1.025174;0.960819;0.977173;0.996733;0.983606;1.005102;0.980779;0.981214;1.008104;0.953369;0.983634;0.976316;0.963505;1.004716;0.978550;0.987510;0.990233;0.964648;0.997205;1.054648;0.983905;1.046466;1.005855;1.014880;0.998941;0.991975;0.969005;1.001244;0.985197;0.968347;1.037936;0.986722;0.981591;0.992400;0.986226;1.028311;0.985002;1.040937;1.036710;0.979697;1.048618;1.004325;0.980970;1.034286;0.979570;1.003852;1.040538;0.986825;1.025910;1.045164;0.999614;1.029684;1.058316;0.996752;1.018452;
60.000000;1.051863;1.011892;0.993182;0.995870;1.056659;1.014949;0.991179;1.065851;1.012969;1.049833;0.991012;1.054148;1.056966;1.057264;1.022938;1.029361;1.029187;0.969926;0.974290;1.025174;0.960819;0.977173;0.996733;0.983606;1.005102;0.980779;0.981214;1.008104;0.953369;0.983634;0.976316;0.963505;1.004716;0.978550;0.987510;0.990233;0.964648;0.997205;1.054648;0.983905;1.046466;1.005855;1.014880;0.998941;0.991975;0.969005;1.001244;0.985197;0.968347;1.037936;0.986722;0.981591;0.992400;0.986226;1.028311;0.985002;1.040937;1.036710;0.979697;1.048618;1.004325;0.980970;1.034286;0.979570;1.003852;1.040538;0.986825;1.025910;1.045164;0.999614;1.029684;1.058316;0.996752;1.018452;
62.000000;1.051781;1.011780;0.993104;0.996062;1.056691;1.014899;0.991210;1.066056;1.013167;1.049940;0.991113;1.054362;1.057106;1.057483;1.023210;1.029807;1.028796;0.969415;0.973920;1.025343;0.960125;0.976466;0.996606;0.983480;1.005236;0.980183;0.980616;1.008162;0.952661;0.982874;0.975590;0.962675;1.003832;0.977704;0.986815;0.989405;0.963967;0.996448;1.054570;0.983831;1.046660;1.005144;1.014999;0.998099;0.991250;0.968295;1.001254;0.984528;0.967689;1.038024;0.986143;0.981013;0.991946;0.985774;1.028045;0.984746;1.041059;1.035526;0.988098;1.048462;1.004128;0.980777;1.034336;0.979618;1.004227;1.040783;0.987059;1.026312;1.045128;0.999579;1.029677;1.058307;0.996743;1.018448;
62.000000;1.051781;1.011780;0.993104;0.996062;1.056691;1.014899;0.991210;1.066056;1.013167;1.049940;0.991113;1.054362;1.057106;1.057483;1.023210;1.029807;1.028796;0.969415;0.973920;1.025343;0.960125;0.976466;0.996606;0.983480;1.005236;0.980183;0.980616;1.008162;0.952661;0.982874;0.975590;0.962675;1.003832;0.977704;0.986815;0.989405;0.963967;0.996448;1.054570;0.983831;1.046660;1.005144;1.014999;0.998099;0.991250;0.968295;1.001254;0.984528;0.967689;1.038024;0.986143;0.981013;0.991946;0.985774;1.028045;0.984746;1.041059;1.035526;0.988098;1.048462;1.004128;0.980777;1.034336;0.979618;1.004227;1.040783;0.987059;1.026312;1.045128;0.999579;1.029677;1.058307;0.996743;1.018448;
64.000000;1.050158;1.010062;0.991568;0.995652;1.055604;1.013482;0.990188;1.065756;1.012815;1.049213;0.990425;1.054141;1.056531;1.057292;1.022134;1.029461;1.025196;0.965435;0.970502;1.024537;0.952079;0.978375;0.994102;0.981001;1.004440;0.973119;0.983595;1.006169;0.946156;0.976454;0.979138;0.956435;0.997724;0.981496;0.981418;0.983298;0.958681;0.991338;1.052496;0.981892;1.046145;0.999786;1.013807;0.991823;0.984787;0.971611;0.997951;0.978622;0.971609;1.036417;0.980492;0.985356;0.987082;0.980929;1.024359;0.981207;1.039969;1.031712;0.984451;1.047440;1.000352;0.977079;1.031766;0.977178;1.003308;1.039196;0.985550;1.025666;1.044542;0.999017;1.029542;1.058159;0.996603;1.018408;
