time;WT4B_WT4B_injector_PInjPu;WT4B_WT4B_injector_QInjPu;WT4B_WT4B_injector_terminal_V_re;WT4B_WT4B_injector_terminal_i_re;WT4B_WT4B_injector_terminal_V_im;WT4B_WT4B_injector_terminal_i_im;WT4B_WT4B_pll_omegaPLLPu;
2.003486;0.998571;1.041445;1.119502;-0.998571;0.149788;0.796668;0.989103;
2.003742;0.996624;1.036772;1.119006;-0.996624;0.149496;0.793365;0.991156;
2.003998;0.994696;1.031671;1.118458;-0.994696;0.149206;0.789709;0.992736;
2.004254;0.992764;1.026193;1.117863;-0.992764;0.148917;0.785743;0.993946;
2.004510;0.990813;1.020377;1.117227;-0.990813;0.148624;0.781504;0.994867;
2.004766;0.988830;1.014258;1.116555;-0.988830;0.148326;0.777023;0.995563;
2.005278;0.984735;1.001258;1.115119;-0.984735;0.147712;0.767452;0.996513;
2.005790;0.980453;0.987352;1.113576;-0.980453;0.147070;0.757162;0.997022;
2.006302;0.975975;0.972685;1.111941;-0.975975;0.146398;0.746266;0.997257;
2.006814;0.971307;0.957378;1.110230;-0.971307;0.145698;0.734857;0.997334;
2.007326;0.966463;0.941534;1.108453;-0.966463;0.144971;0.723011;0.997323;
2.008350;0.956347;0.908667;1.104750;-0.956347;0.143454;0.698325;0.997219;
2.009374;0.945775;0.874587;1.100885;-0.945775;0.141868;0.672560;0.997070;
2.010398;0.934897;0.839756;1.096908;-0.934897;0.140237;0.646042;0.996938;
2.010681;0.931867;0.830082;1.095798;-0.931867;0.139782;0.638643;0.996908;
2.010681;0.931866;0.830083;1.095798;-0.931866;0.139782;0.638644;0.996908;
2.010682;0.931855;0.830048;1.095794;-0.931855;0.139780;0.638617;0.996908;
2.010683;0.931845;0.830014;1.095790;-0.931845;0.139779;0.638591;0.996908;
2.010685;0.931823;0.829945;1.095782;-0.931823;0.139775;0.638538;0.996908;
2.010689;0.931780;0.829807;1.095766;-0.931780;0.139769;0.638433;0.996907;
2.010697;0.931693;0.829531;1.095735;-0.931693;0.139756;0.638222;0.996906;
2.010713;0.931520;0.828981;1.095671;-0.931520;0.139730;0.637800;0.996905;
2.010745;0.931175;0.827880;1.095545;-0.931175;0.139678;0.636957;0.996901;
2.010809;0.930483;0.825683;1.095292;-0.930483;0.139574;0.635274;0.996895;
2.010937;0.929101;0.821304;1.094789;-0.929101;0.139367;0.631919;0.996882;
2.011193;0.926339;0.812607;1.093789;-0.926339;0.138953;0.625248;0.996860;
2.011705;0.920836;0.795463;1.091812;-0.920836;0.138127;0.612074;0.996824;
2.011834;0.919454;0.791195;1.091320;-0.919454;0.137920;0.608789;0.996817;
2.011834;0.919454;0.791195;1.091320;-0.919454;0.137920;0.608789;0.996817;
2.011834;0.919454;0.791195;1.091320;-0.919454;0.137920;0.608789;0.996817;
2.011834;0.919454;0.791195;1.091320;-0.919454;0.137920;0.608789;0.996817;
2.011835;0.919443;0.791162;1.091316;-0.919443;0.137918;0.608764;0.996817;
2.011836;0.919433;0.791129;1.091312;-0.919433;0.137917;0.608738;0.996817;
2.011838;0.919411;0.791063;1.091304;-0.919411;0.137914;0.608688;0.996817;
2.011842;0.919368;0.790931;1.091289;-0.919368;0.137907;0.608586;0.996816;
2.011850;0.919283;0.790667;1.091259;-0.919283;0.137894;0.608383;0.996816;
2.011866;0.919111;0.790139;1.091198;-0.919111;0.137869;0.607977;0.996815;
2.011898;0.918769;0.789085;1.091076;-0.918769;0.137817;0.607165;0.996814;
2.011962;0.918084;0.786981;1.090833;-0.918084;0.137715;0.605544;0.996810;
2.012090;0.916716;0.782788;1.090348;-0.916716;0.137509;0.602313;0.996805;
2.012346;0.913988;0.774465;1.089385;-0.913988;0.137100;0.595893;0.996795;
2.012858;0.908565;0.758068;1.087484;-0.908565;0.136287;0.583220;0.996781;
2.013882;0.897881;0.726273;1.083783;-0.897881;0.134684;0.558546;0.996777;
2.014906;0.887444;0.695798;1.080216;-0.887444;0.133118;0.534766;0.996799;
2.015930;0.877289;0.666631;1.076783;-0.877289;0.131595;0.511881;0.996842;
2.016954;0.867444;0.638752;1.073484;-0.867444;0.130118;0.489883;0.996901;
2.017978;0.857932;0.612136;1.070316;-0.857932;0.128692;0.468766;0.996974;
2.020026;0.839977;0.562553;1.064366;-0.839977;0.125998;0.429098;0.997145;
2.021869;0.825048;0.521917;1.059439;-0.825048;0.123759;0.396257;0.997321;
2.023712;0.811292;0.484837;1.054903;-0.811292;0.121695;0.366012;0.997509;
2.025555;0.798689;0.451087;1.050737;-0.798689;0.119805;0.338239;0.997701;
2.027398;0.787200;0.420438;1.046922;-0.787200;0.118082;0.312807;0.997892;
2.029242;0.776902;0.393932;1.043608;-0.776902;0.116537;0.290717;0.998078;
2.030797;0.769130;0.374973;1.041236;-0.769130;0.115371;0.274902;0.998230;
2.032352;0.762140;0.358889;1.039226;-0.762140;0.114323;0.261502;0.998374;
2.033907;0.755867;0.345317;1.037534;-0.755867;0.113382;0.250224;0.998512;
2.035462;0.750242;0.333898;1.036116;-0.750242;0.112538;0.240771;0.998640;
2.037017;0.745201;0.324308;1.034932;-0.745201;0.111782;0.232874;0.998761;
2.038572;0.740685;0.316270;1.033945;-0.740685;0.111104;0.226295;0.998872;
2.040127;0.736640;0.309542;1.033125;-0.736640;0.110498;0.220830;0.998976;
2.041682;0.733018;0.303921;1.032446;-0.733018;0.109954;0.216304;0.999071;
2.043237;0.729774;0.299233;1.031886;-0.729774;0.109468;0.212569;0.999158;
2.044792;0.726868;0.295331;1.031425;-0.726868;0.109032;0.209496;0.999237;
2.046347;0.724265;0.292090;1.031047;-0.724265;0.108641;0.206979;0.999310;
2.047902;0.721932;0.289404;1.030739;-0.721932;0.108291;0.204925;0.999376;
2.049457;0.719840;0.287183;1.030489;-0.719840;0.107977;0.203259;0.999436;
2.051012;0.717963;0.285351;1.030288;-0.717963;0.107696;0.201914;0.999490;
2.052567;0.716279;0.283845;1.030126;-0.716279;0.107443;0.200835;0.999539;
2.054122;0.714765;0.282610;1.029997;-0.714765;0.107216;0.199977;0.999584;
2.057232;0.712162;0.280734;1.029810;-0.712162;0.106826;0.198733;0.999661;
2.060342;0.710047;0.279494;1.029699;-0.710047;0.106509;0.197988;0.999724;
2.063452;0.708328;0.278699;1.029638;-0.708328;0.106251;0.197582;0.999775;
2.066562;0.706926;0.278204;1.029610;-0.706926;0.106040;0.197397;0.999816;
2.069673;0.705779;0.277909;1.029603;-0.705779;0.105868;0.197347;0.999850;
2.072783;0.704835;0.277742;1.029607;-0.704835;0.105727;0.197378;0.999877;
2.075893;0.704056;0.277656;1.029618;-0.704056;0.105610;0.197453;0.999900;
2.082113;0.702843;0.277589;1.029645;-0.702843;0.105428;0.197631;0.999934;
2.088333;0.701995;0.277603;1.029672;-0.701995;0.105301;0.197813;0.999957;
2.094553;0.701400;0.277639;1.029695;-0.701400;0.105212;0.197965;0.999972;
2.100773;0.700981;0.277672;1.029712;-0.700981;0.105149;0.198080;0.999983;
2.106993;0.700682;0.277694;1.029724;-0.700682;0.105104;0.198160;0.999990;
2.119434;0.700288;0.277714;1.029739;-0.700288;0.105045;0.198257;0.999999;
2.131874;0.700087;0.277716;1.029745;-0.700087;0.105015;0.198299;1.000004;
2.144314;0.699991;0.277713;1.029748;-0.699991;0.105000;0.198314;1.000005;
2.156754;0.699950;0.277710;1.029748;-0.699950;0.104994;0.198320;1.000006;
2.169195;0.699935;0.277708;1.029749;-0.699935;0.104992;0.198321;1.000006;
2.194075;0.699928;0.277710;1.029749;-0.699928;0.104991;0.198324;1.000005;
2.218956;0.699937;0.277716;1.029750;-0.699937;0.104992;0.198328;1.000005;
2.243836;0.699949;0.277723;1.029750;-0.699949;0.104994;0.198332;1.000004;
2.268717;0.699959;0.277732;1.029751;-0.699959;0.104995;0.198339;1.000003;
2.293597;0.699967;0.277742;1.029752;-0.699967;0.104996;0.198347;1.000003;
2.318478;0.699972;0.277754;1.029754;-0.699972;0.104997;0.198356;1.000002;
2.343358;0.699977;0.277766;1.029755;-0.699977;0.104998;0.198367;1.000002;
2.393119;0.699984;0.277792;1.029759;-0.699984;0.104999;0.198390;1.000001;
2.442880;0.699990;0.277820;1.029763;-0.699990;0.105000;0.198416;1.000001;
2.492641;0.699993;0.277850;1.029767;-0.699993;0.105000;0.198443;1.000001;
2.542403;0.699996;0.277880;1.029771;-0.699996;0.105001;0.198471;1.000000;
2.592164;0.699998;0.277911;1.029775;-0.699998;0.105001;0.198500;1.000000;
2.641925;0.699999;0.277942;1.029780;-0.699999;0.105001;0.198529;1.000000;
2.691686;0.700000;0.277973;1.029784;-0.700000;0.105001;0.198559;1.000000;
2.791208;0.700001;0.278036;1.029793;-0.700001;0.105002;0.198617;1.000000;
2.890730;0.700001;0.278097;1.029802;-0.700001;0.105002;0.198675;1.000000;
2.990252;0.700002;0.278158;1.029810;-0.700002;0.105002;0.198732;1.000000;
3.089774;0.700002;0.278217;1.029819;-0.700002;0.105002;0.198788;1.000000;
3.288818;0.700002;0.278330;1.029835;-0.700002;0.105002;0.198895;1.000000;
3.686907;0.700001;0.278529;1.029863;-0.700001;0.105002;0.199082;1.000000;
4.084995;0.700001;0.278704;1.029888;-0.700001;0.105002;0.199248;1.000000;
4.881172;0.700001;0.278976;1.029926;-0.700001;0.105002;0.199504;1.000000;
5.677349;0.700001;0.279180;1.029955;-0.700001;0.105002;0.199697;1.000000;
5.999999;0.700001;0.279240;1.029963;-0.700001;0.105002;0.199754;1.000000;
5.999999;0.700001;0.279240;1.029963;-0.700001;0.105002;0.199754;1.000000;
6.000000;0.700001;0.279240;1.029963;-0.700001;0.105001;0.199754;0.999998;
6.000001;0.700000;0.279242;1.029963;-0.700001;0.105004;0.199754;1.000007;
6.000003;0.699999;0.279246;1.029963;-0.700001;0.105011;0.199754;1.000027;
6.000007;0.699996;0.279255;1.029963;-0.700001;0.105023;0.199754;1.000064;
6.000015;0.699991;0.279272;1.029963;-0.700001;0.105048;0.199753;1.000138;
6.000031;0.699982;0.279307;1.029963;-0.700001;0.105098;0.199753;1.000285;
6.000063;0.699962;0.279374;1.029963;-0.700002;0.105199;0.199749;1.000572;
6.000127;0.699925;0.279502;1.029961;-0.700005;0.105401;0.199737;1.001122;
6.000255;0.699858;0.279736;1.029953;-0.700018;0.105805;0.199689;1.002130;
6.000511;0.699743;0.280125;1.029927;-0.700064;0.106616;0.199516;1.003834;
6.000767;0.699651;0.280425;1.029886;-0.700133;0.107430;0.199254;1.005180;
6.001023;0.699579;0.280653;1.029833;-0.700222;0.108248;0.198921;1.006237;
6.001279;0.699522;0.280825;1.029772;-0.700325;0.109068;0.198532;1.007067;
6.001791;0.699438;0.281056;1.029631;-0.700561;0.110712;0.197640;1.008269;
6.002303;0.699385;0.281174;1.029469;-0.700826;0.112360;0.196635;1.009008;
6.002815;0.699352;0.281221;1.029295;-0.701109;0.114011;0.195558;1.009451;
6.003327;0.699331;0.281225;1.029112;-0.701401;0.115663;0.194438;1.009712;
6.003839;0.699317;0.281204;1.028922;-0.701699;0.117316;0.193293;1.009864;
6.004351;0.699308;0.281169;1.028727;-0.702000;0.118969;0.192133;1.009952;
6.005375;0.699295;0.281087;1.028328;-0.702600;0.122276;0.189799;1.010046;
6.006399;0.699289;0.280997;1.027917;-0.703199;0.125582;0.187454;1.010057;
6.008447;0.699278;0.280841;1.027066;-0.704376;0.132191;0.182782;1.010063;
6.010495;0.699269;0.280708;1.026175;-0.705524;0.138795;0.178123;1.010064;
6.014591;0.699260;0.280511;1.024277;-0.707740;0.151985;0.168846;1.010064;
6.018687;0.699255;0.280365;1.022216;-0.709842;0.165150;0.159589;1.010061;
6.022783;0.699256;0.280257;1.019991;-0.711830;0.178289;0.150340;1.010060;
6.030975;0.699270;0.280091;1.015041;-0.715461;0.204477;0.131813;1.010061;
6.039167;0.699293;0.279993;1.009429;-0.718628;0.230529;0.113261;1.010052;
6.047359;0.699323;0.279931;1.003152;-0.721324;0.256434;0.094661;1.010053;
6.063743;0.699387;0.279842;0.988614;-0.725282;0.307712;0.057316;1.010048;
6.080127;0.699451;0.279775;0.971460;-0.727313;0.358174;0.019837;1.010043;
6.096511;0.699507;0.279714;0.951733;-0.727404;0.407686;-0.017692;1.010038;
6.112895;0.699554;0.279656;0.929486;-0.725552;0.456115;-0.055169;1.010034;
6.129279;0.699595;0.279603;0.904778;-0.721768;0.503334;-0.092495;1.010031;
6.145663;0.699632;0.279554;0.877674;-0.716063;0.549219;-0.129572;1.010028;
6.162047;0.699665;0.279509;0.848246;-0.708453;0.593648;-0.166299;1.010025;
6.178431;0.699693;0.279469;0.816572;-0.698960;0.636503;-0.202580;1.010022;
6.194815;0.699719;0.279433;0.782736;-0.687610;0.677672;-0.238319;1.010020;
6.211199;0.699741;0.279400;0.746827;-0.674434;0.717045;-0.273422;1.010018;
6.227583;0.699761;0.279371;0.708941;-0.659467;0.754518;-0.307796;1.010016;
6.243967;0.699779;0.279345;0.669178;-0.642751;0.789992;-0.341350;1.010015;
6.276735;0.699826;0.279347;0.584448;-0.604296;0.854580;-0.405634;1.010009;
6.306226;0.699869;0.279341;0.502872;-0.564189;0.904988;-0.459845;1.010010;
6.335717;0.699900;0.279329;0.416983;-0.519226;0.947631;-0.510106;1.010008;
6.365208;0.699903;0.279286;0.327520;-0.469770;0.982139;-0.555974;1.010005;
6.394700;0.699877;0.279225;0.235252;-0.416259;1.008219;-0.597044;1.010005;
6.424191;0.699838;0.279157;0.140970;-0.359174;1.025650;-0.632970;1.010004;
6.453682;0.699803;0.279090;0.045479;-0.299013;1.034284;-0.663458;1.010005;
6.483173;0.699767;0.279020;-0.050400;-0.236288;1.034047;-0.688244;1.010005;
6.499999;0.699742;0.278979;-0.104906;-0.199598;1.029938;-0.699733;1.010005;
6.499999;0.699744;0.278982;-0.104963;-0.199561;1.029935;-0.699744;1.009867;
6.500000;0.699745;0.278980;-0.104963;-0.199559;1.029934;-0.699745;1.009858;
6.500001;0.699746;0.278978;-0.104963;-0.199557;1.029934;-0.699746;1.009848;
6.500003;0.699747;0.278973;-0.104963;-0.199552;1.029933;-0.699747;1.009830;
6.500007;0.699749;0.278965;-0.104964;-0.199544;1.029932;-0.699749;1.009793;
6.500015;0.699754;0.278948;-0.104965;-0.199527;1.029929;-0.699754;1.009720;
6.500031;0.699764;0.278914;-0.104966;-0.199493;1.029924;-0.699764;1.009575;
6.500063;0.699783;0.278848;-0.104969;-0.199427;1.029914;-0.699783;1.009292;
6.500127;0.699819;0.278723;-0.104974;-0.199301;1.029896;-0.699819;1.008750;
6.500255;0.699885;0.278494;-0.104984;-0.199072;1.029861;-0.699885;1.007756;
6.500511;0.699998;0.278113;-0.105001;-0.198691;1.029804;-0.699998;1.006077;
6.501023;0.700162;0.277581;-0.105026;-0.198156;1.029724;-0.700162;1.003642;
6.501535;0.700266;0.277279;-0.105041;-0.197850;1.029678;-0.700266;1.002131;
6.502559;0.700384;0.277008;-0.105059;-0.197571;1.029636;-0.700384;1.000473;
6.503583;0.700431;0.277005;-0.105066;-0.197559;1.029634;-0.700431;0.999926;
6.504607;0.700450;0.277103;-0.105069;-0.197648;1.029648;-0.700450;0.999818;
6.505631;0.700460;0.277224;-0.105070;-0.197760;1.029664;-0.700460;0.999842;
6.507679;0.700480;0.277431;-0.105073;-0.197951;1.029693;-0.700480;0.999905;
6.511775;0.700519;0.277725;-0.105079;-0.198221;1.029734;-0.700519;0.999932;
6.515871;0.700552;0.277943;-0.105084;-0.198420;1.029763;-0.700552;0.999939;
6.519967;0.700578;0.278107;-0.105088;-0.198570;1.029786;-0.700578;0.999942;
6.528159;0.700614;0.278351;-0.105094;-0.198793;1.029819;-0.700614;0.999945;
6.536351;0.700627;0.278493;-0.105096;-0.198925;1.029839;-0.700627;0.999947;
6.544543;0.700623;0.278579;-0.105095;-0.199006;1.029851;-0.700623;0.999949;
6.560927;0.700590;0.278690;-0.105090;-0.199118;1.029868;-0.700590;0.999953;
6.577311;0.700540;0.278760;-0.105082;-0.199194;1.029880;-0.700540;0.999958;
6.593695;0.700486;0.278820;-0.105074;-0.199261;1.029890;-0.700486;0.999962;
6.610079;0.700435;0.278877;-0.105067;-0.199325;1.029899;-0.700435;0.999966;
6.626463;0.700389;0.278931;-0.105060;-0.199385;1.029908;-0.700389;0.999970;
6.642847;0.700348;0.278980;-0.105054;-0.199439;1.029916;-0.700348;0.999973;
6.659231;0.700312;0.279025;-0.105048;-0.199489;1.029924;-0.700312;0.999976;
6.675615;0.700279;0.279065;-0.105043;-0.199533;1.029930;-0.700279;0.999978;
6.691999;0.700250;0.279101;-0.105039;-0.199573;1.029936;-0.700250;0.999981;
6.708383;0.700224;0.279134;-0.105035;-0.199609;1.029942;-0.700224;0.999983;
6.724767;0.700200;0.279163;-0.105032;-0.199641;1.029947;-0.700200;0.999984;
6.741151;0.700179;0.279190;-0.105028;-0.199671;1.029951;-0.700179;0.999986;
6.757535;0.700161;0.279214;-0.105026;-0.199697;1.029955;-0.700161;0.999988;
6.773919;0.700144;0.279236;-0.105023;-0.199721;1.029959;-0.700144;0.999989;
6.790303;0.700129;0.279256;-0.105021;-0.199743;1.029962;-0.700129;0.999990;
6.806687;0.700115;0.279274;-0.105019;-0.199762;1.029965;-0.700115;0.999991;
6.839455;0.700093;0.279305;-0.105015;-0.199797;1.029970;-0.700093;0.999993;
6.868946;0.700076;0.279329;-0.105013;-0.199822;1.029974;-0.700076;0.999994;
6.898437;0.700062;0.279349;-0.105011;-0.199844;1.029977;-0.700062;0.999995;
6.927928;0.700051;0.279366;-0.105009;-0.199863;1.029980;-0.700051;0.999996;
6.957420;0.700042;0.279381;-0.105008;-0.199878;1.029982;-0.700042;0.999997;
6.986911;0.700034;0.279394;-0.105007;-0.199892;1.029984;-0.700034;0.999997;
7.016402;0.700028;0.279405;-0.105006;-0.199904;1.029986;-0.700028;0.999998;
7.045893;0.700023;0.279415;-0.105005;-0.199914;1.029988;-0.700023;0.999998;
7.075384;0.700019;0.279424;-0.105004;-0.199923;1.029989;-0.700019;0.999999;
7.104876;0.700015;0.279432;-0.105004;-0.199931;1.029990;-0.700015;0.999999;
7.163858;0.700010;0.279445;-0.105003;-0.199945;1.029992;-0.700010;0.999999;
7.222840;0.700007;0.279457;-0.105002;-0.199957;1.029994;-0.700007;0.999999;
7.281823;0.700005;0.279466;-0.105002;-0.199966;1.029995;-0.700005;1.000000;
7.340805;0.700003;0.279475;-0.105002;-0.199975;1.029997;-0.700003;1.000000;
7.399788;0.700002;0.279483;-0.105002;-0.199982;1.029998;-0.700002;1.000000;
7.458770;0.700001;0.279490;-0.105002;-0.199989;1.029999;-0.700001;1.000000;
7.517752;0.700001;0.279497;-0.105002;-0.199996;1.030000;-0.700001;1.000000;
7.635717;0.700001;0.279509;-0.105002;-0.200008;1.030002;-0.700001;1.000000;
7.753682;0.700000;0.279521;-0.105001;-0.200018;1.030003;-0.700000;1.000000;
7.871647;0.700000;0.279531;-0.105001;-0.200028;1.030005;-0.700000;1.000000;
8.107576;0.700000;0.279549;-0.105001;-0.200045;1.030007;-0.700000;1.000000;
8.579436;0.700000;0.279573;-0.105001;-0.200067;1.030011;-0.700000;1.000000;
9.523154;0.700000;0.279593;-0.105001;-0.200087;1.030013;-0.700000;1.000000;
10.466872;0.700000;0.279597;-0.105001;-0.200090;1.030014;-0.700000;1.000000;
=======
2.002620;1.005738;1.053252;1.120669;-1.005738;0.150863;0.804451;0.976732;
2.002850;1.003678;1.050835;1.120452;-1.003678;0.150554;0.803004;0.981121;
2.003080;1.001751;1.047856;1.120162;-1.001751;0.150265;0.801070;0.984622;
2.003311;0.999917;1.044389;1.119809;-0.999917;0.149990;0.798718;0.987410;
2.003541;0.998141;1.040491;1.119402;-0.998141;0.149723;0.796002;0.989625;
2.003772;0.996397;1.036211;1.118947;-0.996397;0.149462;0.792967;0.991380;
2.004002;0.994664;1.031595;1.118450;-0.994664;0.149202;0.789655;0.992769;
2.004232;0.992927;1.026673;1.117916;-0.992927;0.148941;0.786093;0.993864;
2.004693;0.989390;1.016057;1.116754;-0.989390;0.148411;0.778346;0.995438;
2.005154;0.985737;1.004527;1.115482;-0.985737;0.147863;0.769868;0.996383;
2.005615;0.981937;0.992226;1.114118;-0.981937;0.147293;0.760775;0.996917;
2.006076;0.977979;0.979269;1.112676;-0.977979;0.146699;0.751162;0.997193;
2.006536;0.973862;0.965754;1.111167;-0.973862;0.146081;0.741105;0.997310;
2.006997;0.969594;0.951764;1.109601;-0.969594;0.145441;0.730663;0.997335;
2.007919;0.960676;0.922695;1.106333;-0.960676;0.144103;0.708880;0.997276;
2.008840;0.951331;0.892460;1.102916;-0.951331;0.142702;0.686094;0.997146;
2.009762;0.941673;0.861428;1.099386;-0.941673;0.141253;0.662564;0.997012;
2.010683;0.931821;0.829941;1.095782;-0.931821;0.139775;0.638536;0.996904;
2.010683;0.931821;0.829941;1.095782;-0.931821;0.139775;0.638536;0.996904;
2.010684;0.931809;0.829907;1.095778;-0.931809;0.139773;0.638510;0.996904;
2.010685;0.931798;0.829872;1.095774;-0.931798;0.139772;0.638483;0.996904;
2.010687;0.931777;0.829804;1.095766;-0.931777;0.139768;0.638431;0.996904;
2.010691;0.931733;0.829666;1.095750;-0.931733;0.139762;0.638325;0.996903;
2.010699;0.931647;0.829390;1.095718;-0.931647;0.139749;0.638114;0.996903;
2.010715;0.931474;0.828840;1.095655;-0.931474;0.139723;0.637693;0.996901;
2.010747;0.931128;0.827739;1.095529;-0.931128;0.139671;0.636850;0.996898;
2.010811;0.930437;0.825543;1.095276;-0.930437;0.139567;0.635168;0.996891;
2.010939;0.929055;0.821165;1.094773;-0.929055;0.139360;0.631813;0.996880;
2.011195;0.926294;0.812470;1.093773;-0.926294;0.138946;0.625144;0.996858;
2.011707;0.920791;0.795331;1.091797;-0.920791;0.138121;0.611973;0.996823;
2.011832;0.919452;0.791195;1.091320;-0.919452;0.137920;0.608789;0.996816;
2.011832;0.919452;0.791195;1.091320;-0.919452;0.137920;0.608789;0.996816;
2.011832;0.919452;0.791195;1.091320;-0.919452;0.137920;0.608789;0.996816;
2.011832;0.919452;0.791195;1.091320;-0.919452;0.137920;0.608789;0.996816;
2.011833;0.919442;0.791162;1.091316;-0.919442;0.137918;0.608764;0.996816;
2.011834;0.919431;0.791129;1.091312;-0.919431;0.137917;0.608739;0.996816;
2.011836;0.919410;0.791063;1.091304;-0.919410;0.137913;0.608688;0.996816;
2.011840;0.919367;0.790931;1.091289;-0.919367;0.137907;0.608586;0.996816;
2.011848;0.919281;0.790667;1.091259;-0.919281;0.137894;0.608383;0.996815;
2.011864;0.919110;0.790139;1.091198;-0.919110;0.137868;0.607977;0.996815;
2.011896;0.918767;0.789085;1.091076;-0.918767;0.137817;0.607165;0.996813;
2.011960;0.918083;0.786981;1.090833;-0.918083;0.137714;0.605545;0.996810;
2.012088;0.916715;0.782789;1.090348;-0.916715;0.137509;0.602314;0.996804;
2.012344;0.913987;0.774466;1.089385;-0.913987;0.137100;0.595894;0.996795;
2.012856;0.908565;0.758071;1.087485;-0.908565;0.136287;0.583222;0.996782;
2.013880;0.897883;0.726277;1.083784;-0.897883;0.134684;0.558549;0.996778;
2.014904;0.887447;0.695805;1.080217;-0.887447;0.133119;0.534771;0.996800;
2.015928;0.877292;0.666639;1.076784;-0.877292;0.131596;0.511886;0.996842;
2.016952;0.867449;0.638761;1.073484;-0.867449;0.130119;0.489890;0.996902;
2.017976;0.857937;0.612146;1.070317;-0.857937;0.128692;0.468773;0.996974;
2.020024;0.839984;0.562564;1.064367;-0.839984;0.125999;0.429107;0.997145;
2.021867;0.825055;0.521929;1.059441;-0.825055;0.123760;0.396266;0.997321;
2.023710;0.811299;0.484849;1.054904;-0.811299;0.121697;0.366021;0.997509;
2.025554;0.798696;0.451099;1.050738;-0.798696;0.119806;0.338249;0.997701;
2.027397;0.787207;0.420449;1.046923;-0.787207;0.118083;0.312815;0.997892;
2.027814;0.784753;0.413909;1.046105;-0.784753;0.117715;0.307361;0.997934;
2.027814;0.784753;0.413909;1.046105;-0.784753;0.117715;0.307361;0.997934;
2.027815;0.784748;0.413894;1.046103;-0.784748;0.117714;0.307348;0.997934;
2.027816;0.784742;0.413878;1.046101;-0.784742;0.117713;0.307335;0.997934;
2.027818;0.784731;0.413847;1.046097;-0.784731;0.117711;0.307310;0.997935;
2.027822;0.784708;0.413786;1.046089;-0.784708;0.117708;0.307258;0.997935;
2.027830;0.784661;0.413662;1.046074;-0.784661;0.117701;0.307155;0.997936;
2.027846;0.784568;0.413416;1.046043;-0.784568;0.117687;0.306949;0.997938;
2.027878;0.784383;0.412924;1.045981;-0.784383;0.117659;0.306539;0.997941;
2.027942;0.784014;0.411945;1.045859;-0.784014;0.117604;0.305722;0.997947;
2.028070;0.783281;0.410009;1.045616;-0.783281;0.117494;0.304106;0.997960;
2.028326;0.781834;0.406215;1.045142;-0.781834;0.117277;0.300939;0.997987;
2.028838;0.779014;0.398936;1.044230;-0.779014;0.116854;0.294863;0.998038;
2.029862;0.773662;0.385520;1.042550;-0.773662;0.116051;0.283666;0.998140;
2.030886;0.768674;0.373520;1.041049;-0.768674;0.115303;0.273657;0.998239;
2.031910;0.764028;0.362796;1.039709;-0.764028;0.114606;0.264722;0.998335;
2.032934;0.759702;0.353218;1.038514;-0.759702;0.113957;0.256756;0.998428;
2.033958;0.755676;0.344669;1.037450;-0.755676;0.113353;0.249661;0.998517;
2.034982;0.751929;0.337040;1.036503;-0.751929;0.112791;0.243347;0.998603;
2.036006;0.748442;0.330237;1.035661;-0.748442;0.112268;0.237734;0.998685;
2.037030;0.745198;0.324174;1.034913;-0.745198;0.111781;0.232749;0.998763;
2.038054;0.742181;0.318773;1.034250;-0.742181;0.111329;0.228327;0.998837;
2.039078;0.739374;0.313965;1.033662;-0.739374;0.110908;0.224409;0.998907;
2.040102;0.736763;0.309688;1.033142;-0.736763;0.110516;0.220941;0.998974;
2.042150;0.732060;0.302448;1.032268;-0.732060;0.109811;0.215118;0.999098;
2.043993;0.728371;0.297255;1.031650;-0.728371;0.109257;0.210997;0.999197;
2.045837;0.725133;0.293081;1.031161;-0.725133;0.108771;0.207734;0.999286;
2.047680;0.722288;0.289739;1.030776;-0.722288;0.108345;0.205168;0.999366;
2.049523;0.719790;0.287071;1.030475;-0.719790;0.107970;0.203164;0.999438;
2.051366;0.717592;0.284950;1.030242;-0.717592;0.107640;0.201611;0.999501;
2.053209;0.715659;0.283271;1.030063;-0.715659;0.107350;0.200419;0.999558;
2.055053;0.713955;0.281947;1.029928;-0.713955;0.107095;0.199515;0.999608;
2.056896;0.712453;0.280908;1.029826;-0.712453;0.106869;0.198838;0.999653;
2.058739;0.711127;0.280098;1.029751;-0.711127;0.106670;0.198340;0.999692;
2.060582;0.709954;0.279469;1.029698;-0.709954;0.106495;0.197983;0.999727;
2.064269;0.707976;0.278581;1.029632;-0.707976;0.106198;0.197542;0.999785;
2.067955;0.706414;0.278067;1.029606;-0.706414;0.105964;0.197370;0.999831;
2.071641;0.705178;0.277791;1.029604;-0.705178;0.105778;0.197356;0.999867;
2.075328;0.704195;0.277658;1.029614;-0.704195;0.105631;0.197427;0.999896;
2.079014;0.703410;0.277606;1.029631;-0.703410;0.105513;0.197534;0.999918;
2.082701;0.702778;0.277597;1.029648;-0.702778;0.105418;0.197651;0.999935;
2.090073;0.701825;0.277615;1.029679;-0.701825;0.105275;0.197858;0.999961;
2.097446;0.701191;0.277652;1.029703;-0.701191;0.105180;0.198019;0.999977;
2.104819;0.700770;0.277682;1.029720;-0.700770;0.105117;0.198131;0.999988;
2.112192;0.700489;0.277700;1.029731;-0.700489;0.105075;0.198203;0.999995;
2.126937;0.700144;0.277712;1.029743;-0.700144;0.105023;0.198283;1.000002;
