time;WECCPVVSource_photovoltaics_HvMeasurements_PPu;WECCPVVSource_photovoltaics_HvMeasurements_QPu;WECCPVVSource_photovoltaics_HvMeasurements_UPu;WECCPVVSource_photovoltaics_LvMeasurements_PPu;WECCPVVSource_photovoltaics_LvMeasurements_QPu;WECCPVVSource_photovoltaics_LvMeasurements_UPu;WECCPVVSource_photovoltaics_injector_PInjPu;WECCPVVSource_photovoltaics_injector_QInjPu;WECCPVVSource_photovoltaics_injector_terminal_V_re;WECCPVVSource_photovoltaics_injector_terminal_i_re;WECCPVVSource_photovoltaics_injector_terminal_V_im;WECCPVVSource_photovoltaics_injector_terminal_i_im;WECCPVVSource_photovoltaics_pll_omegaPLLPu;
0.00000512;0.69998408;0.20000009;1.00000041;0.69998408;0.27949668;1.03533827;0.69998938;0.33249971;1.05000916;-0.69998408;0.17500247;0.19999899;0.99999266;
0.00001024;0.69998404;0.20000009;1.00000041;0.69998404;0.27949668;1.03533827;0.69998934;0.33249971;1.05000916;-0.69998404;0.17500246;0.19999900;0.99999267;
0.00002048;0.69998396;0.20000011;1.00000041;0.69998396;0.27949668;1.03533828;0.69998926;0.33249970;1.05000917;-0.69998396;0.17500244;0.19999902;0.99999271;
0.00004096;0.69998379;0.20000014;1.00000041;0.69998379;0.27949668;1.03533828;0.69998909;0.33249967;1.05000918;-0.69998379;0.17500239;0.19999905;0.99999277;
0.00008192;0.69998345;0.20000021;1.00000041;0.69998345;0.27949668;1.03533828;0.69998875;0.33249963;1.05000919;-0.69998345;0.17500231;0.19999911;0.99999291;
0.00016384;0.69998281;0.20000033;1.00000041;0.69998281;0.27949668;1.03533829;0.69998811;0.33249954;1.05000922;-0.69998281;0.17500215;0.19999924;0.99999317;
0.00032768;0.69998163;0.20000057;1.00000041;0.69998163;0.27949668;1.03533831;0.69998693;0.33249939;1.05000928;-0.69998163;0.17500185;0.19999948;0.99999367;
0.00065536;0.69997959;0.20000100;1.00000041;0.69997959;0.27949671;1.03533834;0.69998489;0.33249915;1.05000939;-0.69997959;0.17500134;0.19999990;0.99999461;
0.00131072;0.69997672;0.20000167;1.00000041;0.69997672;0.27949682;1.03533840;0.69998202;0.33249888;1.05000956;-0.69997672;0.17500063;0.20000058;0.99999623;
0.00262144;0.69997448;0.20000249;1.00000041;0.69997448;0.27949721;1.03533849;0.69997978;0.33249899;1.05000976;-0.69997448;0.17500007;0.20000139;0.99999865;
0.00524288;0.69997736;0.20000286;1.00000041;0.69997736;0.27949821;1.03533859;0.69998266;0.33250042;1.05000985;-0.69997736;0.17500079;0.20000177;1.00000123;
0.01048576;0.69998948;0.20000202;1.00000041;0.69998948;0.27949987;1.03533865;0.69999478;0.33250373;1.05000964;-0.69998948;0.17500382;0.20000093;1.00000229;
0.01572864;0.69999931;0.20000085;1.00000041;0.69999931;0.27950069;1.03533862;0.70000461;0.33250588;1.05000935;-0.69999931;0.17500627;0.19999975;1.00000120;
0.02621440;0.70000458;0.19999997;1.00000041;0.70000458;0.27950086;1.03533857;0.70000988;0.33250676;1.05000913;-0.70000458;0.17500759;0.19999888;1.00000004;
0.03670016;0.70000258;0.19999989;1.00000041;0.70000258;0.27950035;1.03533853;0.70000788;0.33250597;1.05000911;-0.70000258;0.17500709;0.19999879;0.99999974;
0.04718592;0.70000050;0.19999992;1.00000041;0.70000050;0.27949996;1.03533850;0.70000580;0.33250528;1.05000912;-0.70000050;0.17500657;0.19999883;0.99999987;
0.05767168;0.69999985;0.19999990;1.00000041;0.69999985;0.27949980;1.03533849;0.70000515;0.33250503;1.05000911;-0.69999985;0.17500641;0.19999880;0.99999999;
0.07864320;0.70000005;0.19999987;1.00000041;0.70000005;0.27949981;1.03533849;0.70000535;0.33250507;1.05000911;-0.70000005;0.17500646;0.19999878;1.00000000;
0.12058624;0.70000017;0.19999988;1.00000041;0.70000017;0.27949984;1.03533849;0.70000547;0.33250512;1.05000911;-0.70000017;0.17500649;0.19999878;1.00000000;
0.20447232;0.70000028;0.19999986;1.00000041;0.70000028;0.27949985;1.03533849;0.70000558;0.33250514;1.05000911;-0.70000028;0.17500652;0.19999877;1.00000000;
0.37224448;0.70000030;0.19999985;1.00000041;0.70000030;0.27949984;1.03533849;0.70000560;0.33250513;1.05000910;-0.70000030;0.17500652;0.19999876;1.00000000;
0.70778880;0.70000019;0.19999986;1.00000041;0.70000019;0.27949983;1.03533849;0.70000549;0.33250511;1.05000911;-0.70000019;0.17500649;0.19999877;1.00000000;
1.37887744;0.70000006;0.19999989;1.00000041;0.70000006;0.27949983;1.03533849;0.70000536;0.33250509;1.05000911;-0.70000006;0.17500646;0.19999879;1.00000000;
2.72105472;0.70000001;0.19999992;1.00000041;0.70000001;0.27949986;1.03533849;0.70000531;0.33250511;1.05000912;-0.70000001;0.17500645;0.19999883;1.00000000;
3.99999999;0.70000000;0.19999995;1.00000041;0.70000000;0.27949989;1.03533850;0.70000530;0.33250514;1.05000913;-0.70000000;0.17500645;0.19999886;1.00000000;
3.99999999;0.35004000;1.09996218;0.50000455;0.35004000;1.89941452;0.83660687;0.35009330;2.43243604;1.05000913;-0.70008000;0.17500645;2.19990233;1.06088946;
4.00000000;0.35004040;1.09996131;0.50000455;0.35004040;1.89941268;0.83660662;0.35009370;2.43243355;1.05000869;-0.70008080;0.17500665;2.19990060;1.06088943;
4.00000001;0.35004080;1.09996044;0.50000455;0.35004080;1.89941083;0.83660638;0.35009410;2.43243106;1.05000826;-0.70008160;0.17500685;2.19989886;1.06088939;
4.00000003;0.35004160;1.09995871;0.50000455;0.35004160;1.89940715;0.83660590;0.35009490;2.43242607;1.05000739;-0.70008321;0.17500725;2.19989540;1.06088931;
4.00000007;0.35004321;1.09995524;0.50000455;0.35004321;1.89939978;0.83660492;0.35009651;2.43241610;1.05000566;-0.70008642;0.17500805;2.19988846;1.06088917;
4.00000015;0.35004642;1.09994831;0.50000455;0.35004642;1.89938504;0.83660298;0.35009972;2.43239616;1.05000219;-0.70009285;0.17500966;2.19987459;1.06088887;
4.00000031;0.35005285;1.09993444;0.50000455;0.35005285;1.89935556;0.83659909;0.35010614;2.43235627;1.04999526;-0.70010570;0.17501287;2.19984685;1.06088827;
4.00000063;0.35006570;1.09990670;0.50000454;0.35006570;1.89929661;0.83659132;0.35011899;2.43227650;1.04998139;-0.70013140;0.17501930;2.19979137;1.06088708;
4.00000127;0.35009140;1.09985122;0.50000454;0.35009140;1.89917870;0.83657578;0.35014469;2.43211698;1.04995365;-0.70018280;0.17503215;2.19968042;1.06088470;
4.00000255;0.35014279;1.09974027;0.50000454;0.35014279;1.89894292;0.83654469;0.35019607;2.43179797;1.04989817;-0.70028558;0.17505785;2.19945852;1.06087994;
4.00000511;0.35024554;1.09951840;0.50000454;0.35024554;1.89847147;0.83648253;0.35029880;2.43116011;1.04978724;-0.70049107;0.17510923;2.19901479;1.06087041;
4.00001023;0.35045089;1.09907477;0.50000454;0.35045089;1.89752897;0.83635824;0.35050412;2.42988500;1.04956542;-0.70090177;0.17521192;2.19812755;1.06085133;
4.00002047;0.35086102;1.09818797;0.50000454;0.35086102;1.89564566;0.83610979;0.35091418;2.42733728;1.04912201;-0.70172204;0.17541701;2.19635397;1.06081307;
4.00004095;0.35167902;1.09641618;0.50000453;0.35167902;1.89188571;0.83561344;0.35173205;2.42225177;1.04823611;-0.70335804;0.17582607;2.19281045;1.06073616;
4.00008191;0.35330596;1.09287986;0.50000452;0.35330596;1.88439246;0.83462289;0.35335873;2.41212030;1.04646792;-0.70661193;0.17663965;2.18573792;1.06058078;
4.00016383;0.35652361;1.08583622;0.50000449;0.35652361;1.86951179;0.83265040;0.35657585;2.39201441;1.04294605;-0.71304721;0.17824869;2.17165086;1.06026394;
4.00032767;0.36281396;1.07186475;0.50000443;0.36281396;1.84016793;0.82873960;0.36286518;2.35242128;1.03596020;-0.72562791;0.18139430;2.14370833;1.05960703;
4.00065535;0.37481668;1.04438341;0.50000432;0.37481668;1.78310520;0.82105274;0.37486592;2.27563564;1.02221932;-0.74963335;0.18739650;2.08874646;1.05820845;
4.00080813;0.38015305;1.03177958;0.50000426;0.38015305;1.75720270;0.81752858;0.38020141;2.24089276;1.01591730;-0.76030609;0.19006506;2.06353918;1.05752468;
4.00080813;0.38014899;1.03177776;0.50000426;0.38014899;1.75721256;0.81752849;0.38019735;2.24088412;1.01591639;-0.76029798;0.19006303;2.06353554;1.05752466;
4.00080814;0.38014934;1.03177694;0.50000426;0.38014934;1.75721088;0.81752825;0.38019770;2.24088186;1.01591598;-0.76029867;0.19006321;2.06353390;1.05752465;
4.00080815;0.38014968;1.03177612;0.50000426;0.38014968;1.75720920;0.81752802;0.38019804;2.24087961;1.01591557;-0.76029936;0.19006338;2.06353226;1.05752460;
4.00080817;0.38015037;1.03177448;0.50000426;0.38015037;1.75720584;0.81752755;0.38019873;2.24087511;1.01591475;-0.76030073;0.19006372;2.06352898;1.05752452;
4.00080821;0.38015174;1.03177120;0.50000426;0.38015174;1.75719912;0.81752664;0.38020011;2.24086610;1.01591311;-0.76030349;0.19006441;2.06352242;1.05752433;
4.00080829;0.38015450;1.03176464;0.50000426;0.38015450;1.75718569;0.81752481;0.38020286;2.24084809;1.01590982;-0.76030899;0.19006579;2.06350929;1.05752396;
4.00080845;0.38016000;1.03175151;0.50000426;0.38016000;1.75715883;0.81752114;0.38020836;2.24081206;1.01590326;-0.76032000;0.19006854;2.06348304;1.05752323;
4.00080877;0.38017101;1.03172526;0.50000426;0.38017101;1.75710509;0.81751380;0.38021936;2.24074001;1.01589014;-0.76034201;0.19007404;2.06343054;1.05752176;
4.00080941;0.38019302;1.03167276;0.50000426;0.38019302;1.75699764;0.81749913;0.38024137;2.24059591;1.01586388;-0.76038603;0.19008505;2.06332554;1.05751882;
4.00081069;0.38023703;1.03156776;0.50000426;0.38023703;1.75678275;0.81746978;0.38028538;2.24030775;1.01581139;-0.76047406;0.19010706;2.06311555;1.05751295;
4.00081325;0.38032502;1.03135780;0.50000426;0.38032502;1.75635307;0.81741109;0.38037336;2.23973157;1.01570640;-0.76065005;0.19015106;2.06269563;1.05750119;
4.00081837;0.38050087;1.03093799;0.50000426;0.38050087;1.75549407;0.81729375;0.38054918;2.23857977;1.01549649;-0.76100174;0.19023900;2.06185602;1.05747767;
4.00082861;0.38085201;1.03009882;0.50000426;0.38085201;1.75377759;0.81705919;0.38090026;2.23627836;1.01507690;-0.76170403;0.19041460;2.06017770;1.05743054;
4.00084909;0.38155208;1.02842228;0.50000425;0.38155208;1.75035062;0.81659059;0.38160021;2.23168432;1.01423861;-0.76310417;0.19076468;2.05682466;1.05733602;
4.00089005;0.38294337;1.02507640;0.50000424;0.38294337;1.74352059;0.81565543;0.38299127;2.22253128;1.01256565;-0.76588675;0.19146043;2.05013302;1.05714588;
4.00097197;0.38569061;1.01841349;0.50000421;0.38569061;1.72995547;0.81379331;0.38573805;2.20436424;1.00923413;-0.77138123;0.19283425;2.03680737;1.05676131;
4.00113581;0.39104438;1.00520268;0.50000415;0.39104438;1.70319997;0.81010157;0.39109092;2.16857803;1.00262861;-0.78208877;0.19551153;2.01038613;1.05597596;
4.00146349;0.40119512;0.97923907;0.50000405;0.40119512;1.65114821;0.80284627;0.40123991;2.09913243;0.98964656;-0.80239024;0.20058766;1.95845964;1.05434749;
4.00211885;0.41933156;0.92912456;0.50000384;0.41933156;1.55258182;0.78883445;0.41937312;1.96826156;0.96458879;-0.83866311;0.20965732;1.85823194;1.05091118;
4.00342957;0.44759886;0.83595462;0.50000345;0.44759886;1.37544608;0.76270149;0.44763483;1.73514302;0.91800272;-0.89519772;0.22379351;1.67189437;1.04366534;
4.00474029;0.46650912;0.75198770;0.50000311;0.46650912;1.22180065;0.73896616;0.46654045;1.53512555;0.87601809;-0.93301825;0.23325078;1.50396246;1.03629231;
4.00736173;0.48350832;0.60856667;0.50000251;0.48350832;0.97104325;0.69781373;0.48353248;1.21271843;0.80430519;-0.96701663;0.24175365;1.21712335;1.02292623;
4.00972102;0.48229950;0.50494466;0.50000209;0.48229950;0.79752912;0.66735875;0.48231901;0.99254201;0.75249215;-0.96459900;0.24115129;1.00988125;1.01317415;
4.01135438;0.47679350;0.44479107;0.50000184;0.47679350;0.69928948;0.64936707;0.47681051;0.86997612;0.72241405;-0.95358701;0.23839936;0.88957514;1.00800279;
4.01135438;0.47652392;0.44479894;0.50000184;0.47652392;0.69979689;0.64937981;0.47654092;0.86973396;0.72241798;-0.95304784;0.23826456;0.88959086;1.00799208;
4.01135439;0.47652387;0.44479861;0.50000184;0.47652387;0.69974921;0.64937201;0.47654086;0.86973328;0.72241781;-0.95304774;0.23826454;0.88959019;1.00799578;
4.01135440;0.47652382;0.44479827;0.50000184;0.47652382;0.69974867;0.64937191;0.47654081;0.86973260;0.72241765;-0.95304763;0.23826451;0.88958952;1.00799575;
4.01135442;0.47652371;0.44479761;0.50000184;0.47652371;0.69975047;0.64937218;0.47654071;0.86973124;0.72241731;-0.95304743;0.23826446;0.88958819;1.00799546;
4.01135446;0.47652351;0.44479627;0.50000184;0.47652351;0.69974542;0.64937130;0.47654051;0.86972852;0.72241664;-0.95304702;0.23826436;0.88958552;1.00799558;
4.01135454;0.47652310;0.44479360;0.50000184;0.47652310;0.69974109;0.64937050;0.47654010;0.86972308;0.72241531;-0.95304620;0.23826415;0.88958017;1.00799535;
4.01135470;0.47652228;0.44478825;0.50000184;0.47652228;0.69973243;0.64936888;0.47653928;0.86971220;0.72241264;-0.95304456;0.23826374;0.88956949;1.00799490;
4.01135502;0.47652064;0.44477757;0.50000184;0.47652064;0.69971510;0.64936564;0.47653764;0.86969045;0.72240729;-0.95304129;0.23826293;0.88954811;1.00799400;
4.01135566;0.47651737;0.44475620;0.50000184;0.47651737;0.69968045;0.64935917;0.47653436;0.86964695;0.72239661;-0.95303474;0.23826129;0.88950537;1.00799220;
4.01135694;0.47651082;0.44471346;0.50000184;0.47651082;0.69961116;0.64934623;0.47652781;0.86955995;0.72237524;-0.95302164;0.23825801;0.88941989;1.00798859;
4.01135950;0.47649771;0.44462799;0.50000184;0.47649771;0.69947259;0.64932036;0.47651470;0.86938599;0.72233250;-0.95299543;0.23825146;0.88924897;1.00798138;
4.01136462;0.47647149;0.44445713;0.50000184;0.47647149;0.69919558;0.64926862;0.47648847;0.86903821;0.72224706;-0.95294298;0.23823835;0.88890723;1.00796698;
4.01137486;0.47641898;0.44411563;0.50000184;0.47641898;0.69864200;0.64916522;0.47643595;0.86834322;0.72207631;-0.95283796;0.23821210;0.88822425;1.00793821;
4.01139534;0.47631372;0.44343360;0.50000183;0.47631372;0.69753660;0.64895867;0.47633066;0.86695554;0.72173527;-0.95262744;0.23815949;0.88686019;1.00788086;
4.01143630;0.47610225;0.44207335;0.50000183;0.47610225;0.69533282;0.64854665;0.47611913;0.86418935;0.72105512;-0.95220449;0.23805377;0.88413972;1.00776688;
4.01151822;0.47567561;0.43936809;0.50000182;0.47567561;0.69095322;0.64772680;0.47569238;0.85869342;0.71970243;-0.95135122;0.23784050;0.87872924;1.00754180;
4.01168206;0.47480846;0.43401791;0.50000179;0.47480846;0.68230490;0.64610387;0.47482501;0.84784611;0.71702721;-0.94961692;0.23740701;0.86802898;1.00710310;
4.01200974;0.47302549;0.42355463;0.50000175;0.47302549;0.66544393;0.64292421;0.47304162;0.82671958;0.71179533;-0.94605099;0.23651569;0.84710260;1.00627081;
4.01266510;0.46931565;0.40354287;0.50000167;0.46931565;0.63340376;0.63682310;0.46933097;0.78665967;0.70178898;-0.93863129;0.23466108;0.80707942;1.00478032;
4.01305119;0.46709434;0.39228517;0.50000162;0.46709434;0.61550571;0.63338200;0.46710922;0.76436241;0.69615985;-0.93418867;0.23355059;0.78456418;1.00400200;
4.01305119;0.46709057;0.39228597;0.50000162;0.46709057;0.61552287;0.63338212;0.46710546;0.76436033;0.69616026;-0.93418115;0.23354871;0.78456579;1.00400204;
4.01305120;0.46709052;0.39228568;0.50000162;0.46709052;0.61552120;0.63338192;0.46710540;0.76435976;0.69616011;-0.93418103;0.23354868;0.78456522;1.00400200;
4.01305120;0.46709051;0.39228567;0.50000162;0.46709051;0.61552118;0.63338191;0.46710539;0.76435973;0.69616011;-0.93418102;0.23354868;0.78456519;1.00400200;
4.01305121;0.46709045;0.39228538;0.50000162;0.46709045;0.61552072;0.63338183;0.46710534;0.76435917;0.69615996;-0.93418091;0.23354865;0.78456462;1.00400198;
4.01305122;0.46709039;0.39228510;0.50000162;0.46709039;0.61552027;0.63338174;0.46710528;0.76435860;0.69615982;-0.93418079;0.23354862;0.78456405;1.00400196;
4.01305124;0.46709028;0.39228453;0.50000162;0.46709028;0.61551937;0.63338156;0.46710516;0.76435747;0.69615953;-0.93418055;0.23354856;0.78456290;1.00400192;
4.01305128;0.46709004;0.39228338;0.50000162;0.46709004;0.61551755;0.63338121;0.46710492;0.76435521;0.69615896;-0.93418008;0.23354845;0.78456062;1.00400185;
4.01305136;0.46708957;0.39228110;0.50000162;0.46708957;0.61551393;0.63338051;0.46710445;0.76435070;0.69615782;-0.93417914;0.23354821;0.78455605;1.00400170;
4.01305152;0.46708862;0.39227653;0.50000162;0.46708862;0.61550668;0.63337911;0.46710350;0.76434166;0.69615554;-0.93417725;0.23354774;0.78454692;1.00400139;
4.01305184;0.46708673;0.39226740;0.50000162;0.46708673;0.61549218;0.63337632;0.46710161;0.76432359;0.69615097;-0.93417347;0.23354679;0.78452864;1.00400079;
4.01305225;0.46708430;0.39225561;0.50000162;0.46708430;0.61547348;0.63337271;0.46709918;0.76430028;0.69614508;-0.93416859;0.23354557;0.78450507;1.00400000;
4.01305226;0.46708424;0.39225532;0.50000162;0.46708424;0.61547303;0.63337262;0.46709912;0.76429972;0.69614493;-0.93416847;0.23354554;0.78450450;1.00399998;
4.01305227;0.46708418;0.39225504;0.50000162;0.46708418;0.61547258;0.63337253;0.46709906;0.76429915;0.69614479;-0.93416835;0.23354552;0.78450393;1.00399996;
4.01305228;0.46708415;0.39225490;0.50000162;0.46708415;0.61547236;0.63337249;0.46709903;0.76429888;0.69614472;-0.93416830;0.23354550;0.78450366;1.00399996;
4.01305229;0.46708409;0.39225462;0.50000162;0.46708409;0.61547191;0.63337240;0.46709897;0.76429832;0.69614458;-0.93416818;0.23354547;0.78450309;1.00399994;
4.01305230;0.46708403;0.39225433;0.50000162;0.46708403;0.61547146;0.63337231;0.46709891;0.76429775;0.69614444;-0.93416806;0.23354544;0.78450252;1.00399992;
4.01305232;0.46708391;0.39225376;0.50000162;0.46708391;0.61547055;0.63337214;0.46709879;0.76429663;0.69614415;-0.93416783;0.23354538;0.78450137;1.00399988;
4.01305236;0.46708368;0.39225262;0.50000162;0.46708368;0.61546874;0.63337179;0.46709856;0.76429437;0.69614358;-0.93416735;0.23354527;0.78449909;1.00399980;
4.01305244;0.46708320;0.39225034;0.50000162;0.46708320;0.61546512;0.63337109;0.46709809;0.76428985;0.69614244;-0.93416641;0.23354503;0.78449452;1.00399965;
4.01305260;0.46708226;0.39224577;0.50000162;0.46708226;0.61545787;0.63336969;0.46709714;0.76428082;0.69614015;-0.93416452;0.23354456;0.78448539;1.00399935;
4.01305292;0.46708037;0.39223663;0.50000162;0.46708037;0.61544337;0.63336689;0.46709525;0.76426275;0.69613559;-0.93416074;0.23354361;0.78446711;1.00399874;
4.01305356;0.46707659;0.39221836;0.50000162;0.46707659;0.61541439;0.63336130;0.46709147;0.76422661;0.69612645;-0.93415318;0.23354172;0.78443057;1.00399753;
4.01305484;0.46706903;0.39218182;0.50000162;0.46706903;0.61535641;0.63335011;0.46708391;0.76415435;0.69610818;-0.93413806;0.23353794;0.78435750;1.00399510;
4.01305740;0.46705391;0.39210876;0.50000162;0.46705391;0.61524050;0.63332773;0.46706879;0.76400986;0.69607165;-0.93410782;0.23353038;0.78421138;1.00399025;
4.01306252;0.46702367;0.39196269;0.50000162;0.46702367;0.61500876;0.63328298;0.46703854;0.76372101;0.69599861;-0.93404734;0.23351527;0.78391924;1.00398055;
4.01307276;0.46696317;0.39167076;0.50000162;0.46696317;0.61454566;0.63319356;0.46697803;0.76314379;0.69585263;-0.93392634;0.23348502;0.78333537;1.00396120;
4.01309324;0.46684212;0.39108772;0.50000162;0.46684212;0.61362099;0.63301495;0.46685696;0.76199134;0.69556110;-0.93368424;0.23342450;0.78216932;1.00392266;
4.01313420;0.46659982;0.38992499;0.50000161;0.46659982;0.61177770;0.63265869;0.46661461;0.75969429;0.69497971;-0.93319964;0.23330337;0.77984387;1.00384620;
4.01321612;0.46611451;0.38761280;0.50000160;0.46611451;0.60811523;0.63195000;0.46612921;0.75513156;0.69382356;-0.93222903;0.23306075;0.77521952;1.00369581;
4.01337996;0.46514167;0.38304099;0.50000158;0.46514167;0.60088592;0.63054787;0.46515620;0.74613040;0.69153754;-0.93028335;0.23257440;0.76607599;1.00340496;
4.01370764;0.46319196;0.37410396;0.50000155;0.46319196;0.58680299;0.62780378;0.46320614;0.72861652;0.68706881;-0.92638392;0.23159968;0.74820207;1.00286208;
4.01436300;0.45931177;0.35702695;0.50000148;0.45931177;0.56008708;0.62255006;0.45932531;0.69547404;0.67852988;-0.91862355;0.22965983;0.71404831;1.00192380;
4.01567372;0.45186145;0.32584399;0.50000135;0.45186145;0.51205483;0.61293243;0.45187386;0.63620780;0.66293761;-0.90372290;0.22593511;0.65168285;1.00057341;
4.01829516;0.43941031;0.27386943;0.50000113;0.43941031;0.43472023;0.59689998;0.43942103;0.54196482;0.63694900;-0.87882062;0.21971028;0.54773443;0.99948986;
4.01985780;0.43400840;0.24875962;0.50000103;0.43400840;0.39874054;0.58919494;0.43401841;0.49901324;0.62439346;-0.86801680;0.21700970;0.49751511;0.99959804;
4.01985780;0.43398873;0.24876349;0.50000103;0.43398873;0.39890057;0.58919491;0.43399874;0.49900197;0.62439539;-0.86797746;0.21699986;0.49752285;0.99959808;
4.01985781;0.43398870;0.24876335;0.50000103;0.43398870;0.39890037;0.58919486;0.43399871;0.49900172;0.62439532;-0.86797740;0.21699985;0.49752256;0.99959808;
4.01985782;0.43398867;0.24876320;0.50000103;0.43398867;0.39890016;0.58919482;0.43399868;0.49900148;0.62439525;-0.86797734;0.21699983;0.49752227;0.99959808;
4.01985784;0.43398861;0.24876291;0.50000103;0.43398861;0.39889976;0.58919473;0.43399862;0.49900099;0.62439511;-0.86797721;0.21699980;0.49752169;0.99959809;
4.01985788;0.43398848;0.24876234;0.50000103;0.43398848;0.39889894;0.58919455;0.43399849;0.49900002;0.62439482;-0.86797696;0.21699974;0.49752054;0.99959810;
4.01985796;0.43398823;0.24876118;0.50000103;0.43398823;0.39889731;0.58919420;0.43399824;0.49899808;0.62439424;-0.86797646;0.21699961;0.49751823;0.99959813;
4.01985812;0.43398773;0.24875888;0.50000103;0.43398773;0.39889406;0.58919349;0.43399774;0.49899419;0.62439309;-0.86797546;0.21699936;0.49751362;0.99959819;
4.01985844;0.43398673;0.24875427;0.50000103;0.43398673;0.39888755;0.58919207;0.43399674;0.49898641;0.62439078;-0.86797346;0.21699886;0.49750440;0.99959830;
4.01985908;0.43398473;0.24874504;0.50000103;0.43398473;0.39887453;0.58918924;0.43399473;0.49897086;0.62438617;-0.86796945;0.21699786;0.49748595;0.99959852;
4.01986036;0.43398072;0.24872660;0.50000103;0.43398072;0.39884849;0.58918358;0.43399073;0.49893976;0.62437695;-0.86796144;0.21699586;0.49744906;0.99959896;
4.01986292;0.43397271;0.24868971;0.50000103;0.43397271;0.39879643;0.58917226;0.43398272;0.49887758;0.62435850;-0.86794543;0.21699186;0.49737529;0.99959984;
4.01986804;0.43395672;0.24861598;0.50000103;0.43395672;0.39869236;0.58914962;0.43396672;0.49875329;0.62432163;-0.86791343;0.21698386;0.49722782;0.99960161;
4.01987828;0.43392478;0.24846863;0.50000103;0.43392478;0.39848444;0.58910439;0.43393478;0.49850498;0.62424796;-0.86784956;0.21696789;0.49693312;0.99960516;
4.01989876;0.43386114;0.24817443;0.50000103;0.43386114;0.39806944;0.58901410;0.43387114;0.49800944;0.62410085;-0.86772229;0.21693608;0.49634474;0.99961231;
4.01993972;0.43373482;0.24758804;0.50000102;0.43373482;0.39724287;0.58883415;0.43374480;0.49702273;0.62380764;-0.86746965;0.21687293;0.49517196;0.99962679;
4.02002164;0.43348597;0.24642323;0.50000102;0.43348597;0.39560332;0.58847685;0.43349591;0.49506666;0.62322521;-0.86697194;0.21674852;0.49284236;0.99965647;
4.02018548;0.43300322;0.24412541;0.50000101;0.43300322;0.39237821;0.58777253;0.43301310;0.49122329;0.62207623;-0.86600643;0.21650717;0.48824673;0.99971839;
4.02051316;0.43209599;0.23965590;0.50000099;0.43209599;0.38614046;0.58640468;0.43210575;0.48380659;0.61984137;-0.86419197;0.21605363;0.47930777;0.99985038;
4.02116852;0.43049989;0.23121406;0.50000096;0.43049989;0.37448758;0.58382891;0.43050945;0.47001280;0.61562023;-0.86099979;0.21525571;0.46242418;1.00013162;
4.02247924;0.42803773;0.21626543;0.50000089;0.42803773;0.35425716;0.57929205;0.42804693;0.44626085;0.60814555;-0.85607546;0.21402487;0.43252707;1.00066445;
4.02510068;0.42472722;0.19372759;0.50000080;0.42472722;0.32448133;0.57247894;0.42473594;0.41165920;0.59687606;-0.84945445;0.21236999;0.38745158;1.00112624;
