time;SM_gen_cePu;SM_gen_PePu;SM_gen_cmPu;SM_gen_PmPu;SM_gen_ufPu;SM_gen_efdPu;SM_gen_omegaPu;SM_gen_theta;SM_gen_PGenPu;SM_gen_QGenPu;SM_gen_PGen;SM_gen_QGen;SM_gen_UPu;SM_gen_IStatorPu;SM_gen_IRotorPu;SM_gen_UStatorPu;SM_gen_QStatorPu;SM_gen_thetaInternal;Load_load_PPu;Load_load_QPu;Load_load_PRefPu;Load_load_QRefPu;
3.51093;0.903404;0.903381;0.903148;0.903125;0.0010728;2.45262;0.999975;1.21684;19.9871;10.1085;1998.71;1010.85;0.998407;22.4336;2.44886;0.998407;10.1085;0.72129;0;0.498408;0;0.5;
3.56202;0.903042;0.903019;0.903151;0.903128;0.00107228;2.45142;0.999975;1.21644;19.9791;10.107;1997.91;1010.7;0.998466;22.4244;2.44828;0.998466;10.107;0.721142;0;0.498467;0;0.5;
3.608;0.902725;0.902703;0.903141;0.903119;0.00107184;2.45041;0.999976;1.21609;19.9721;10.1056;1997.21;1010.56;0.998517;22.4164;2.44776;0.998517;10.1056;0.72101;0;0.498518;0;0.5;
3.63226;0.902574;0.902554;0.903129;0.90311;0.00107163;2.44994;0.999978;1.21593;19.9688;10.1049;1996.88;1010.49;0.99854;22.4127;2.4475;0.99854;10.1049;0.720945;0;0.498541;0;0.5;
3.65652;0.902441;0.902423;0.903116;0.903098;0.00107145;2.44952;0.99998;1.21578;19.9659;10.1043;1996.59;1010.43;0.998561;22.4094;2.44726;0.998561;10.1043;0.720885;0;0.498562;0;0.5;
3.68078;0.902328;0.902312;0.9031;0.903085;0.0010713;2.44917;0.999983;1.21565;19.9635;10.1038;1996.35;1010.38;0.998579;22.4066;2.44706;0.998579;10.1038;0.720833;0;0.49858;0;0.5;
3.7293;0.902153;0.902144;0.903065;0.903055;0.00107105;2.44861;0.999989;1.21545;19.9598;10.1031;1995.98;1010.31;0.998607;22.4023;2.44674;0.998607;10.1031;0.720745;0;0.498608;0;0.5;
3.77782;0.902067;0.902063;0.903027;0.903023;0.00107092;2.4483;0.999995;1.21533;19.958;10.1028;1995.8;1010.28;0.998622;22.4002;2.44656;0.998622;10.1028;0.720687;0;0.498623;0;0.5;
3.82634;0.902073;0.902075;0.90299;0.902991;0.0010709;2.44825;1;1.21531;19.9583;10.1031;1995.83;1010.31;0.998625;22.4005;2.44653;0.998625;10.1031;0.720661;0;0.498626;0;0.5;
3.87485;0.902167;0.902174;0.902956;0.902963;0.00107098;2.44844;1.00001;1.21538;19.9604;10.1038;1996.04;1010.38;0.998616;22.403;2.44665;0.998616;10.1038;0.720668;0;0.498617;0;0.5;
3.92337;0.902335;0.902346;0.902928;0.902939;0.00107114;2.44881;1.00001;1.21553;19.9642;10.105;1996.42;1010.5;0.998597;22.4074;2.4469;0.998597;10.105;0.720703;0;0.498598;0;0.5;
3.97189;0.902559;0.902573;0.902909;0.902923;0.00107137;2.44932;1.00002;1.21574;19.9692;10.1065;1996.92;1010.65;0.998571;22.4131;2.44726;0.998571;10.1065;0.720759;0;0.498572;0;0.5;
4.02041;0.902814;0.90283;0.902901;0.902916;0.00107162;2.44991;1.00002;1.21598;19.9749;10.1082;1997.49;1010.82;0.998542;22.4196;2.44768;0.998542;10.1082;0.72083;0;0.498543;0;0.5;
4.06893;0.903076;0.903091;0.902903;0.902918;0.00107187;2.45049;1.00002;1.21622;19.9806;10.11;1998.06;1011;0.998513;22.4262;2.44812;0.998513;10.11;0.720907;0;0.498514;0;0.5;
4.11745;0.903318;0.903331;0.902914;0.902928;0.0010721;2.451;1.00001;1.21645;19.9859;10.1117;1998.59;1011.17;0.998487;22.4322;2.44855;0.998487;10.1117;0.720981;0;0.498488;0;0.5;
4.16597;0.903518;0.903529;0.902934;0.902944;0.00107227;2.4514;1.00001;1.21665;19.9903;10.1131;1999.03;1011.31;0.998467;22.4372;2.44892;0.998467;10.1131;0.721043;0;0.498469;0;0.5;
4.21448;0.903661;0.903667;0.90296;0.902966;0.00107237;2.45163;1.00001;1.21678;19.9934;10.1142;1999.34;1011.42;0.998456;22.4407;2.4492;0.998456;10.1142;0.721088;0;0.498457;0;0.5;
4.263;0.903733;0.903735;0.902989;0.90299;0.00107239;2.45167;1;1.21684;19.9949;10.1149;1999.49;1011.49;0.998454;22.4424;2.44936;0.998454;10.1149;0.72111;0;0.498455;0;0.5;
4.31152;0.903733;0.903731;0.903018;0.903015;0.00107233;2.45152;0.999997;1.21683;19.9948;10.1152;1999.48;1011.52;0.998461;22.4423;2.44941;0.998461;10.1152;0.721109;0;0.498462;0;0.5;
4.36004;0.903664;0.903657;0.903044;0.903038;0.00107219;2.4512;0.999993;1.21676;19.9931;10.1151;1999.31;1011.51;0.998477;22.4404;2.44933;0.998477;10.1151;0.721083;0;0.498478;0;0.5;
4.41597;0.903511;0.903501;0.903068;0.903058;0.00107195;2.45066;0.999988;1.21659;19.9897;10.1145;1998.97;1011.45;0.998504;22.4365;2.44912;0.998504;10.1145;0.721028;0;0.498506;0;0.5;
4.47189;0.903303;0.903291;0.903083;0.903071;0.00107166;2.44999;0.999986;1.21637;19.9851;10.1135;1998.51;1011.35;0.998538;22.4311;2.4488;0.998538;10.1135;0.720953;0;0.498539;0;0.5;
4.52782;0.903069;0.903055;0.903088;0.903074;0.00107135;2.44928;0.999985;1.21613;19.9799;10.1124;1997.99;1011.24;0.998573;22.4252;2.44842;0.998573;10.1124;0.720865;0;0.498574;0;0.5;
4.58375;0.902838;0.902825;0.903082;0.903069;0.00107105;2.44861;0.999986;1.21588;19.9748;10.1112;1997.48;1011.12;0.998607;22.4194;2.44803;0.998607;10.1112;0.720777;0;0.498608;0;0.5;
4.61533;0.902724;0.902713;0.903072;0.903061;0.00107091;2.44829;0.999988;1.21576;19.9723;10.1106;1997.23;1011.06;0.998623;22.4165;2.44783;0.998623;10.1106;0.720732;0;0.498624;0;0.5;
4.64691;0.90263;0.90262;0.903061;0.903052;0.0010708;2.44803;0.99999;1.21566;19.9703;10.1101;1997.03;1011.01;0.998636;22.4142;2.44766;0.998636;10.1101;0.720693;0;0.498637;0;0.5;
4.67849;0.902557;0.90255;0.903048;0.903041;0.00107071;2.44783;0.999992;1.21558;19.9687;10.1097;1996.87;1010.97;0.998646;22.4124;2.44753;0.998646;10.1097;0.720661;0;0.498647;0;0.5;
4.74165;0.902466;0.902463;0.90302;0.903017;0.0010706;2.44758;0.999997;1.21548;19.9668;10.1093;1996.68;1010.93;0.998658;22.4102;2.44735;0.998658;10.1093;0.720615;0;0.498659;0;0.5;
4.80481;0.902462;0.902463;0.902992;0.902993;0.0010706;2.44758;1;1.21546;19.9668;10.1093;1996.68;1010.93;0.998658;22.4102;2.44731;0.998658;10.1093;0.720599;0;0.498659;0;0.5;
4.86797;0.902541;0.902546;0.902967;0.902972;0.00107069;2.44779;1.00001;1.21553;19.9686;10.1098;1996.86;1010.98;0.998648;22.4123;2.44741;0.998648;10.1098;0.720613;0;0.498649;0;0.5;
4.93112;0.902686;0.902694;0.90295;0.902957;0.00107086;2.44816;1.00001;1.21567;19.9719;10.1107;1997.19;1011.07;0.998629;22.416;2.44763;0.998629;10.1107;0.720652;0;0.49863;0;0.5;
4.99428;0.90287;0.902879;0.902941;0.90295;0.00107106;2.44862;1.00001;1.21585;19.976;10.1118;1997.6;1011.18;0.998606;22.4207;2.44793;0.998606;10.1118;0.720707;0;0.498607;0;0.5;
5.05744;0.903062;0.903071;0.902943;0.902952;0.00107126;2.44909;1.00001;1.21603;19.9802;10.113;1998.02;1011.3;0.998583;22.4256;2.44825;0.998583;10.113;0.720768;0;0.498584;0;0.5;
5.1206;0.903234;0.903241;0.902953;0.90296;0.00107144;2.44949;1.00001;1.2162;19.984;10.1141;1998.4;1011.41;0.998563;22.4299;2.44855;0.998563;10.1141;0.720825;0;0.498564;0;0.5;
5.18376;0.903359;0.903363;0.902971;0.902975;0.00107155;2.44975;1.00001;1.21633;19.9867;10.115;1998.67;1011.5;0.99855;22.433;2.44879;0.99855;10.115;0.720868;0;0.498551;0;0.5;
5.24692;0.903421;0.903423;0.902992;0.902993;0.00107159;2.44983;1;1.21639;19.988;10.1155;1998.8;1011.55;0.998546;22.4344;2.44892;0.998546;10.1155;0.720891;0;0.498547;0;0.5;
5.31008;0.903415;0.903413;0.903013;0.903011;0.00107155;2.44974;0.999998;1.21638;19.9878;10.1156;1998.78;1011.56;0.998551;22.4342;2.44894;0.998551;10.1156;0.720891;0;0.498552;0;0.5;
5.37324;0.903346;0.903341;0.903031;0.903027;0.00107143;2.44948;0.999995;1.21631;19.9862;10.1153;1998.62;1011.53;0.998563;22.4324;2.44885;0.998563;10.1153;0.720869;0;0.498564;0;0.5;
5.4364;0.903227;0.903221;0.903044;0.903037;0.00107127;2.44911;0.999993;1.21619;19.9835;10.1147;1998.35;1011.47;0.998582;22.4293;2.44868;0.998582;10.1147;0.720829;0;0.498583;0;0.5;
5.49955;0.903082;0.903074;0.903049;0.903042;0.00107109;2.44868;0.999992;1.21604;19.9803;10.114;1998.03;1011.4;0.998603;22.4256;2.44844;0.998603;10.114;0.720778;0;0.498604;0;0.5;
5.56271;0.902932;0.902925;0.903047;0.90304;0.0010709;2.44827;0.999992;1.21588;19.977;10.1132;1997.7;1011.32;0.998624;22.4218;2.44819;0.998624;10.1132;0.720723;0;0.498625;0;0.5;
5.62587;0.902819;0.902814;0.903035;0.90303;0.00107077;2.44797;0.999994;1.21576;19.9746;10.1126;1997.46;1011.26;0.998639;22.4191;2.44799;0.998639;10.1126;0.72068;0;0.49864;0;0.5;
5.67546;0.90276;0.902756;0.903024;0.903021;0.00107071;2.44782;0.999996;1.2157;19.9733;10.1122;1997.33;1011.22;0.998646;22.4176;2.44788;0.998646;10.1122;0.720655;0;0.498647;0;0.5;
5.72009;0.902732;0.90273;0.903014;0.903012;0.00107068;2.44776;0.999998;1.21567;19.9727;10.112;1997.27;1011.2;0.99865;22.4169;2.44782;0.99865;10.112;0.720641;0;0.49865;0;0.5;
5.76026;0.902726;0.902725;0.903004;0.903004;0.00107068;2.44775;0.999999;1.21566;19.9726;10.112;1997.26;1011.2;0.99865;22.4168;2.4478;0.99865;10.112;0.720635;0;0.498651;0;0.5;
5.80043;0.902738;0.902739;0.902996;0.902996;0.00107069;2.44779;1;1.21567;19.9729;10.1121;1997.29;1011.21;0.998648;22.4172;2.44781;0.998648;10.1121;0.720635;0;0.498649;0;0.5;
5.8406;0.902767;0.902769;0.902988;0.90299;0.00107073;2.44787;1;1.2157;19.9736;10.1122;1997.36;1011.22;0.998644;22.4179;2.44785;0.998644;10.1122;0.720642;0;0.498645;0;0.5;
5.92094;0.902849;0.902853;0.902977;0.90298;0.00107083;2.4481;1;1.21577;19.9754;10.1127;1997.54;1011.27;0.998632;22.42;2.44797;0.998632;10.1127;0.720665;0;0.498633;0;0.5;
5.99293;0.902947;0.902951;0.902973;0.902977;0.00107094;2.44835;1;1.21587;19.9776;10.1133;1997.76;1011.33;0.99862;22.4225;2.44813;0.99862;10.1133;0.720695;0;0.498621;0;0.5;
6.06493;0.903046;0.903051;0.902974;0.902978;0.00107105;2.4486;1;1.21597;19.9798;10.1139;1997.98;1011.39;0.998607;22.425;2.4483;0.998607;10.1139;0.720728;0;0.498608;0;0.5;
6.13693;0.903116;0.903119;0.902982;0.902985;0.00107112;2.44876;1;1.21604;19.9813;10.1144;1998.13;1011.44;0.998599;22.4268;2.44842;0.998599;10.1144;0.720752;0;0.4986;0;0.5;
6.20014;0.903149;0.903151;0.902991;0.902992;0.00107114;2.44882;1;1.21607;19.982;10.1146;1998.2;1011.46;0.998596;22.4276;2.44849;0.998596;10.1146;0.720765;0;0.498597;0;0.5;
6.25704;0.903156;0.903156;0.902998;0.902999;0.00107114;2.44881;1;1.21608;19.9821;10.1147;1998.21;1011.47;0.998597;22.4277;2.44851;0.998597;10.1147;0.720768;0;0.498598;0;0.5;
6.31393;0.903143;0.903142;0.903005;0.903004;0.00107112;2.44875;0.999999;1.21606;19.9818;10.1146;1998.18;1011.46;0.9986;22.4273;2.4485;0.9986;10.1146;0.720764;0;0.498601;0;0.5;
6.37083;0.903115;0.903113;0.90301;0.903008;0.00107107;2.44866;0.999998;1.21604;19.9811;10.1145;1998.11;1011.45;0.998604;22.4266;2.44846;0.998604;10.1145;0.720755;0;0.498605;0;0.5;
6.42773;0.903079;0.903077;0.903014;0.903012;0.00107103;2.44855;0.999998;1.216;19.9804;10.1143;1998.04;1011.43;0.99861;22.4257;2.44841;0.99861;10.1143;0.720743;0;0.498611;0;0.5;
6.48462;0.903038;0.903035;0.903016;0.903013;0.00107097;2.44843;0.999997;1.21596;19.9794;10.1141;1997.94;1011.41;0.998616;22.4246;2.44834;0.998616;10.1141;0.720729;0;0.498617;0;0.5;
6.59841;0.902959;0.902957;0.903014;0.903012;0.00107088;2.44821;0.999998;1.21588;19.9777;10.1137;1997.77;1011.37;0.998627;22.4227;2.44821;0.998627;10.1137;0.7207;0;0.498628;0;0.5;
6.67071;0.902927;0.902926;0.903009;0.903008;0.00107084;2.44813;0.999999;1.21584;19.977;10.1135;1997.7;1011.35;0.998631;22.4219;2.44815;0.998631;10.1135;0.720688;0;0.498632;0;0.5;
6.743;0.902917;0.902917;0.903004;0.903003;0.00107083;2.44811;0.999999;1.21583;19.9768;10.1135;1997.68;1011.35;0.998632;22.4216;2.44813;0.998632;10.1135;0.720682;0;0.498633;0;0.5;
6.81529;0.902924;0.902925;0.902999;0.902999;0.00107084;2.44813;1;1.21584;19.977;10.1135;1997.7;1011.35;0.998631;22.4218;2.44813;0.998631;10.1135;0.720682;0;0.498632;0;0.5;
6.95987;0.902961;0.902963;0.902993;0.902994;0.00107089;2.44823;1;1.21587;19.9778;10.1137;1997.78;1011.37;0.998626;22.4228;2.44819;0.998626;10.1137;0.720692;0;0.498627;0;0.5;
7.07824;0.903006;0.903007;0.902992;0.902994;0.00107094;2.44834;1;1.21591;19.9788;10.114;1997.88;1011.4;0.99862;22.4239;2.44826;0.99862;10.114;0.720706;0;0.498621;0;0.5;
7.1966;0.903041;0.903042;0.902995;0.902996;0.00107097;2.44843;1;1.21595;19.9796;10.1142;1997.96;1011.42;0.998616;22.4248;2.44832;0.998616;10.1142;0.720718;0;0.498617;0;0.5;
7.31497;0.903044;0.903045;0.903;0.903;0.00107097;2.44842;1;1.21595;19.9796;10.1143;1997.96;1011.43;0.998616;22.4249;2.44834;0.998616;10.1143;0.72072;0;0.498617;0;0.5;
7.4151;0.903034;0.903033;0.903002;0.903002;0.00107095;2.44838;1;1.21594;19.9794;10.1142;1997.94;1011.42;0.998618;22.4246;2.44832;0.998618;10.1142;0.720717;0;0.498619;0;0.5;
7.51523;0.903017;0.903016;0.903004;0.903003;0.00107093;2.44833;0.999999;1.21592;19.979;10.1141;1997.9;1011.41;0.998621;22.4241;2.4483;0.998621;10.1141;0.720711;0;0.498622;0;0.5;
7.61536;0.903001;0.903001;0.903003;0.903003;0.00107091;2.44829;0.999999;1.21591;19.9787;10.114;1997.87;1011.4;0.998623;22.4238;2.44827;0.998623;10.114;0.720705;0;0.498624;0;0.5;
7.81562;0.90299;0.90299;0.903002;0.903001;0.0010709;2.44826;1;1.2159;19.9784;10.114;1997.84;1011.4;0.998625;22.4235;2.44825;0.998625;10.114;0.720701;0;0.498625;0;0.5;
7.99585;0.902992;0.902992;0.903;0.903;0.0010709;2.44826;1;1.2159;19.9785;10.114;1997.85;1011.4;0.998624;22.4235;2.44825;0.998624;10.114;0.7207;0;0.498625;0;0.5;
8.17608;0.902997;0.902997;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9786;10.114;1997.86;1011.4;0.998624;22.4237;2.44826;0.998624;10.114;0.720702;0;0.498625;0;0.5;
8.53654;0.903001;0.903001;0.903;0.903;0.00107091;2.44828;1;1.21591;19.9787;10.1141;1997.87;1011.41;0.998623;22.4238;2.44827;0.998623;10.1141;0.720703;0;0.498624;0;0.5;
8.89701;0.903001;0.903001;0.903;0.903;0.00107091;2.44827;1;1.21591;19.9787;10.1141;1997.87;1011.41;0.998624;22.4238;2.44827;0.998624;10.1141;0.720702;0;0.498625;0;0.5;
9.61793;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720702;0;0.498625;0;0.5;
11.0598;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720702;0;0.498625;0;0.5;
13.9435;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720701;0;0.498625;0;0.5;
19.7109;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720701;0;0.498625;0;0.5;
29.7109;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720701;0;0.498625;0;0.5;
30;0.903;0.903;0.903;0.903;0.0010709;2.44827;1;1.2159;19.9787;10.1141;1997.87;1011.41;0.998624;22.4237;2.44827;0.998624;10.1141;0.720701;0;0.498625;0;0.5;
