time;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;
2.006171;0.999988;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006175;0.999988;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006183;0.999987;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006199;0.999987;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006231;0.999987;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006295;0.999987;-0.210597;1.000000;0.976007;0.217740;-0.930139;-0.423281;
2.006423;0.999985;-0.210597;1.000000;0.976007;0.217739;-0.930138;-0.423281;
2.006679;0.999983;-0.210598;1.000000;0.976007;0.217739;-0.930135;-0.423280;
2.007191;0.999978;-0.210599;1.000000;0.976007;0.217737;-0.930130;-0.423279;
2.008215;0.999962;-0.210602;1.000000;0.976008;0.217733;-0.930116;-0.423275;
2.010263;0.999908;-0.210613;0.999999;0.976011;0.217720;-0.930067;-0.423261;
2.012311;0.999816;-0.210631;0.999999;0.976016;0.217697;-0.929984;-0.423236;
2.014359;0.999676;-0.210657;1.000000;0.976024;0.217661;-0.929857;-0.423197;
2.016407;0.999479;-0.210691;1.000000;0.976036;0.217612;-0.929677;-0.423140;
2.017916;0.999291;-0.210723;1.000001;0.976048;0.217564;-0.929507;-0.423084;
2.017917;0.999290;-0.210723;1.000001;0.976048;0.217564;-0.929507;-0.423084;
2.017918;0.999290;-0.210723;1.000001;0.976048;0.217564;-0.929506;-0.423084;
2.017920;0.999290;-0.210723;1.000001;0.976048;0.217564;-0.929506;-0.423084;
2.017924;0.999289;-0.210723;1.000001;0.976048;0.217564;-0.929506;-0.423084;
2.017932;0.999288;-0.210723;1.000002;0.976048;0.217564;-0.929505;-0.423083;
2.017948;0.999286;-0.210723;1.000002;0.976048;0.217563;-0.929503;-0.423083;
2.017980;0.999282;-0.210724;1.000002;0.976048;0.217562;-0.929499;-0.423081;
2.018044;0.999273;-0.210726;1.000002;0.976049;0.217560;-0.929491;-0.423079;
2.018172;0.999255;-0.210729;1.000002;0.976050;0.217555;-0.929475;-0.423073;
2.018428;0.999219;-0.210735;1.000002;0.976052;0.217546;-0.929441;-0.423062;
2.018940;0.999142;-0.210747;1.000003;0.976057;0.217527;-0.929372;-0.423039;
2.019964;0.998975;-0.210774;1.000004;0.976068;0.217484;-0.929220;-0.422988;
2.022012;0.998578;-0.210835;1.000008;0.976094;0.217384;-0.928860;-0.422863;
2.024060;0.998097;-0.210906;1.000014;0.976128;0.217262;-0.928422;-0.422708;
2.026108;0.997528;-0.210985;1.000023;0.976169;0.217118;-0.927904;-0.422519;
2.028156;0.996867;-0.211072;1.000034;0.976218;0.216951;-0.927304;-0.422295;
2.030204;0.996115;-0.211166;1.000049;0.976275;0.216760;-0.926620;-0.422033;
2.032252;0.995271;-0.211267;1.000067;0.976341;0.216545;-0.925852;-0.421733;
2.036348;0.993314;-0.211478;1.000114;0.976500;0.216048;-0.924071;-0.421015;
2.040444;0.991014;-0.211699;1.000178;0.976695;0.215462;-0.921977;-0.420141;
2.044540;0.988397;-0.211922;1.000260;0.976925;0.214794;-0.919592;-0.419116;
2.048636;0.985493;-0.212139;1.000358;0.977189;0.214053;-0.916946;-0.417948;
2.052732;0.982336;-0.212347;1.000474;0.977484;0.213246;-0.914068;-0.416649;
2.056828;0.978959;-0.212539;1.000606;0.977806;0.212382;-0.910989;-0.415233;
2.060924;0.975395;-0.212716;1.000751;0.978153;0.211469;-0.907739;-0.413713;
2.069116;0.967848;-0.213021;1.001078;0.978903;0.209535;-0.900851;-0.410440;
2.077308;0.959843;-0.213272;1.001441;0.979712;0.207481;-0.893544;-0.406921;
2.085500;0.951501;-0.213482;1.001828;0.980558;0.205340;-0.885925;-0.403237;
2.093692;0.942903;-0.213668;1.002230;0.981428;0.203132;-0.878070;-0.399450;
2.101884;0.934102;-0.213846;1.002637;0.982309;0.200872;-0.870026;-0.395609;
2.110076;0.925129;-0.214030;1.003044;0.983193;0.198569;-0.861825;-0.391746;
2.118268;0.916006;-0.214228;1.003447;0.984073;0.196229;-0.853485;-0.387884;
2.126460;0.906753;-0.214446;1.003842;0.984946;0.193856;-0.845025;-0.384041;
2.134652;0.897388;-0.214687;1.004228;0.985809;0.191456;-0.836461;-0.380228;
2.148641;0.881209;-0.215156;1.004860;0.987248;0.187312;-0.821664;-0.373830;
2.148642;0.881208;-0.215156;1.004861;0.987248;0.187312;-0.821663;-0.373830;
2.148643;0.881207;-0.215156;1.004861;0.987248;0.187311;-0.821662;-0.373829;
2.148645;0.881204;-0.215156;1.004861;0.987249;0.187311;-0.821659;-0.373828;
2.148649;0.881200;-0.215156;1.004861;0.987249;0.187310;-0.821655;-0.373826;
2.148657;0.881190;-0.215156;1.004861;0.987250;0.187307;-0.821647;-0.373823;
2.148673;0.881172;-0.215157;1.004862;0.987251;0.187302;-0.821630;-0.373815;
2.148705;0.881134;-0.215158;1.004863;0.987255;0.187293;-0.821595;-0.373801;
2.148769;0.881060;-0.215160;1.004866;0.987261;0.187274;-0.821527;-0.373772;
2.148897;0.880910;-0.215165;1.004872;0.987274;0.187235;-0.821391;-0.373714;
2.149153;0.880611;-0.215174;1.004883;0.987300;0.187159;-0.821117;-0.373598;
2.149665;0.880014;-0.215193;1.004906;0.987352;0.187006;-0.820571;-0.373367;
2.150689;0.878818;-0.215230;1.004950;0.987455;0.186700;-0.819477;-0.372904;
2.152737;0.876423;-0.215306;1.005039;0.987662;0.186087;-0.817286;-0.371982;
2.156833;0.871624;-0.215464;1.005215;0.988071;0.184859;-0.812896;-0.370150;
2.165025;0.861996;-0.215797;1.005555;0.988874;0.182396;-0.804088;-0.366537;
2.181409;0.842665;-0.216538;1.006192;0.990420;0.177456;-0.786398;-0.359533;
2.197793;0.823278;-0.217379;1.006769;0.991879;0.172506;-0.768653;-0.352841;
2.230561;0.784532;-0.219329;1.007746;0.994537;0.162629;-0.733174;-0.340425;
2.263329;0.745923;-0.221606;1.008497;0.996853;0.152808;-0.697803;-0.329272;
2.273253;0.734276;-0.222346;1.008684;0.997492;0.149848;-0.687130;-0.326129;
2.273253;0.734275;-0.222345;1.008684;0.997492;0.149848;-0.687129;-0.326128;
2.273254;0.734274;-0.222345;1.008684;0.997492;0.149848;-0.687128;-0.326128;
2.273255;0.734273;-0.222346;1.008684;0.997492;0.149847;-0.687127;-0.326128;
2.273257;0.734270;-0.222346;1.008684;0.997492;0.149847;-0.687124;-0.326127;
2.273261;0.734265;-0.222346;1.008685;0.997492;0.149846;-0.687120;-0.326126;
2.273269;0.734256;-0.222347;1.008685;0.997493;0.149843;-0.687111;-0.326123;
2.273285;0.734237;-0.222348;1.008685;0.997494;0.149838;-0.687094;-0.326118;
2.273317;0.734200;-0.222350;1.008686;0.997496;0.149829;-0.687060;-0.326108;
2.273381;0.734125;-0.222355;1.008687;0.997500;0.149810;-0.686991;-0.326088;
2.273509;0.733975;-0.222365;1.008689;0.997508;0.149772;-0.686853;-0.326049;
2.273765;0.733674;-0.222385;1.008693;0.997524;0.149695;-0.686578;-0.325969;
2.274277;0.733074;-0.222424;1.008702;0.997556;0.149543;-0.686028;-0.325811;
2.275301;0.731873;-0.222503;1.008720;0.997619;0.149238;-0.684927;-0.325495;
2.277349;0.729471;-0.222662;1.008755;0.997746;0.148628;-0.682726;-0.324866;
2.281445;0.724672;-0.222982;1.008823;0.997995;0.147409;-0.678327;-0.323622;
2.289637;0.715087;-0.223633;1.008949;0.998479;0.144976;-0.669540;-0.321189;
2.306021;0.695973;-0.224972;1.009168;0.999392;0.140127;-0.652015;-0.316529;
2.338789;0.657971;-0.227767;1.009478;1.001008;0.130497;-0.617157;-0.307994;
2.371557;0.620267;-0.230681;1.009637;1.002365;0.120955;-0.582551;-0.300432;
2.404325;0.582845;-0.233664;1.009661;1.003486;0.111494;-0.548182;-0.293759;
2.437093;0.545689;-0.236672;1.009569;1.004392;0.102111;-0.514034;-0.287896;
2.469861;0.508783;-0.239665;1.009375;1.005100;0.092798;-0.480094;-0.282775;
2.499000;0.476163;-0.242284;1.009128;1.005578;0.084572;-0.450074;-0.278793;
2.499000;0.476160;-0.242288;1.009127;1.005577;0.084572;-0.450072;-0.278796;
2.499001;0.476159;-0.242288;1.009127;1.005577;0.084571;-0.450071;-0.278796;
2.499002;0.476158;-0.242288;1.009127;1.005577;0.084571;-0.450070;-0.278796;
2.499004;0.476156;-0.242288;1.009127;1.005577;0.084571;-0.450068;-0.278796;
2.499008;0.476151;-0.242289;1.009127;1.005577;0.084569;-0.450064;-0.278795;
2.499016;0.476142;-0.242289;1.009127;1.005577;0.084567;-0.450055;-0.278794;
2.499032;0.476125;-0.242291;1.009127;1.005578;0.084563;-0.450039;-0.278792;
2.499064;0.476089;-0.242294;1.009127;1.005578;0.084554;-0.450006;-0.278788;
2.499128;0.476017;-0.242299;1.009126;1.005579;0.084536;-0.449940;-0.278780;
2.499256;0.475875;-0.242311;1.009125;1.005581;0.084500;-0.449809;-0.278764;
2.499512;0.475589;-0.242334;1.009122;1.005584;0.084428;-0.449546;-0.278731;
2.500024;0.475018;-0.242379;1.009117;1.005591;0.084284;-0.449020;-0.278666;
2.501048;0.473875;-0.242471;1.009107;1.005605;0.083996;-0.447969;-0.278537;
2.502072;0.472734;-0.242562;1.009097;1.005619;0.083708;-0.446917;-0.278408;
2.503096;0.471593;-0.242653;1.009087;1.005633;0.083420;-0.445867;-0.278280;
2.504120;0.470453;-0.242744;1.009077;1.005647;0.083133;-0.444818;-0.278152;
2.505144;0.469315;-0.242834;1.009067;1.005660;0.082846;-0.443770;-0.278026;
2.506168;0.468181;-0.242925;1.009056;1.005673;0.082560;-0.442726;-0.277900;
2.508216;0.465928;-0.243104;1.009036;1.005699;0.081992;-0.440652;-0.277652;
2.510264;0.463703;-0.243280;1.009015;1.005724;0.081432;-0.438603;-0.277409;
2.512312;0.461517;-0.243454;1.008994;1.005747;0.080881;-0.436590;-0.277172;
2.514360;0.459380;-0.243623;1.008974;1.005770;0.080342;-0.434622;-0.276944;
2.516408;0.457301;-0.243789;1.008953;1.005791;0.079818;-0.432708;-0.276725;
2.520504;0.453366;-0.244108;1.008912;1.005827;0.078827;-0.429084;-0.276322;
2.524190;0.450100;-0.244382;1.008874;1.005854;0.078004;-0.426077;-0.276003;
2.527876;0.447124;-0.244645;1.008835;1.005872;0.077255;-0.423336;-0.275731;
2.531563;0.444450;-0.244898;1.008794;1.005883;0.076583;-0.420875;-0.275509;
2.535249;0.442080;-0.245145;1.008751;1.005885;0.075988;-0.418694;-0.275340;
2.538936;0.440006;-0.245388;1.008706;1.005879;0.075467;-0.416785;-0.275223;
2.546308;0.436639;-0.245872;1.008604;1.005840;0.074626;-0.413690;-0.275137;
2.553681;0.434182;-0.246364;1.008490;1.005770;0.074016;-0.411437;-0.275229;
2.561054;0.432447;-0.246870;1.008362;1.005673;0.073591;-0.409850;-0.275468;
2.568427;0.431256;-0.247394;1.008223;1.005554;0.073304;-0.408767;-0.275826;
2.575800;0.430461;-0.247934;1.008074;1.005419;0.073118;-0.408050;-0.276273;
2.583172;0.429952;-0.248486;1.007918;1.005271;0.073006;-0.407597;-0.276784;
2.590545;0.429653;-0.249046;1.007758;1.005114;0.072947;-0.407339;-0.277342;
2.597918;0.429517;-0.249608;1.007595;1.004952;0.072929;-0.407231;-0.277931;
2.605291;0.429515;-0.250168;1.007431;1.004787;0.072946;-0.407247;-0.278542;
2.612664;0.429632;-0.250723;1.007267;1.004619;0.072993;-0.407373;-0.279169;
2.627409;0.430157;-0.251807;1.006944;1.004283;0.073159;-0.407893;-0.280447;
2.642155;0.431013;-0.252854;1.006627;1.003947;0.073409;-0.408717;-0.281745;
2.656900;0.432113;-0.253861;1.006319;1.003615;0.073720;-0.409765;-0.283046;
2.671646;0.433374;-0.254830;1.006020;1.003289;0.074070;-0.410961;-0.284334;
2.686392;0.434730;-0.255758;1.005731;1.002972;0.074443;-0.412244;-0.285598;
2.701137;0.436136;-0.256646;1.005453;1.002665;0.074828;-0.413571;-0.286828;
2.715883;0.437560;-0.257494;1.005187;1.002368;0.075216;-0.414914;-0.288021;
2.745374;0.440393;-0.259075;1.004686;1.001809;0.075985;-0.417580;-0.290280;
2.774865;0.443171;-0.260509;1.004229;1.001293;0.076736;-0.420192;-0.292375;
2.833848;0.448427;-0.262989;1.003429;1.000381;0.078149;-0.425125;-0.296100;
2.892830;0.453251;-0.265010;1.002767;0.999615;0.079439;-0.429644;-0.299256;
2.951812;0.457636;-0.266645;1.002222;0.998976;0.080605;-0.433745;-0.301917;
3.010795;0.461608;-0.267961;1.001776;0.998443;0.081657;-0.437453;-0.304155;
3.069777;0.465204;-0.269014;1.001412;0.997999;0.082604;-0.440806;-0.306038;
3.128760;0.468461;-0.269852;1.001115;0.997630;0.083459;-0.443839;-0.307623;
3.187742;0.471411;-0.270514;1.000873;0.997323;0.084230;-0.446583;-0.308957;
3.246724;0.474085;-0.271035;1.000678;0.997068;0.084927;-0.449068;-0.310082;
3.305707;0.476508;-0.271440;1.000520;0.996855;0.085556;-0.451317;-0.311031;
3.364689;0.478704;-0.271751;1.000393;0.996679;0.086125;-0.453353;-0.311832;
3.423672;0.480694;-0.271987;1.000291;0.996532;0.086639;-0.455197;-0.312509;
3.482654;0.482498;-0.272163;1.000210;0.996410;0.087104;-0.456868;-0.313082;
3.600619;0.485634;-0.272392;1.000091;0.996220;0.087909;-0.459769;-0.313997;
3.706787;0.487975;-0.272487;1.000025;0.996100;0.088509;-0.461932;-0.314599;
3.771653;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771653;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463080;-0.314892;
3.771654;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463080;-0.314892;
3.771655;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771657;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771661;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771669;0.489219;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771685;0.489220;-0.272512;0.999997;0.996044;0.088826;-0.463081;-0.314892;
3.771717;0.489220;-0.272512;0.999997;0.996044;0.088826;-0.463082;-0.314892;
3.771781;0.489221;-0.272512;0.999997;0.996044;0.088827;-0.463083;-0.314892;
3.771909;0.489224;-0.272512;0.999996;0.996044;0.088827;-0.463085;-0.314893;
3.772165;0.489228;-0.272512;0.999996;0.996043;0.088828;-0.463089;-0.314894;
3.772677;0.489237;-0.272512;0.999996;0.996043;0.088831;-0.463097;-0.314896;
3.773701;0.489256;-0.272512;0.999996;0.996042;0.088835;-0.463114;-0.314900;
3.775749;0.489292;-0.272513;0.999995;0.996041;0.088845;-0.463148;-0.314908;
3.779845;0.489364;-0.272513;0.999994;0.996038;0.088863;-0.463215;-0.314923;
3.788037;0.489508;-0.272513;0.999991;0.996032;0.088900;-0.463347;-0.314954;
3.804421;0.489788;-0.272513;0.999987;0.996021;0.088971;-0.463606;-0.315014;
3.837189;0.490328;-0.272511;0.999979;0.996000;0.089108;-0.464104;-0.315127;
3.886807;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886808;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886809;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886811;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886815;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886823;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464809;-0.315282;
3.886839;0.491093;-0.272503;0.999968;0.995973;0.089303;-0.464810;-0.315282;
3.886871;0.491094;-0.272503;0.999968;0.995973;0.089303;-0.464810;-0.315282;
3.886935;0.491095;-0.272503;0.999968;0.995973;0.089304;-0.464811;-0.315282;
3.887063;0.491097;-0.272503;0.999968;0.995973;0.089304;-0.464813;-0.315282;
3.887319;0.491100;-0.272503;0.999968;0.995972;0.089305;-0.464816;-0.315283;
3.887831;0.491108;-0.272503;0.999968;0.995972;0.089307;-0.464823;-0.315284;
3.888855;0.491123;-0.272502;0.999968;0.995972;0.089311;-0.464837;-0.315287;
3.890903;0.491153;-0.272502;0.999968;0.995971;0.089318;-0.464865;-0.315293;
3.894999;0.491213;-0.272501;0.999967;0.995968;0.089334;-0.464920;-0.315305;
3.903191;0.491331;-0.272499;0.999966;0.995964;0.089364;-0.465029;-0.315328;
3.919575;0.491563;-0.272494;0.999963;0.995957;0.089423;-0.465243;-0.315372;
3.952343;0.492009;-0.272483;0.999959;0.995942;0.089536;-0.465654;-0.315456;
4.017879;0.492832;-0.272458;0.999952;0.995917;0.089745;-0.466413;-0.315605;
4.148951;0.494244;-0.272399;0.999946;0.995879;0.090102;-0.467713;-0.315842;
4.280023;0.495382;-0.272333;0.999947;0.995853;0.090390;-0.468761;-0.316015;
4.411095;0.496296;-0.272268;0.999950;0.995836;0.090621;-0.469603;-0.316141;
4.542167;0.497030;-0.272208;0.999956;0.995824;0.090806;-0.470278;-0.316233;
4.673239;0.497619;-0.272155;0.999962;0.995817;0.090954;-0.470820;-0.316301;
4.935383;0.498495;-0.272068;0.999973;0.995807;0.091175;-0.471625;-0.316395;
5.197527;0.499059;-0.272006;0.999981;0.995803;0.091317;-0.472143;-0.316448;
5.459671;0.499416;-0.271963;0.999988;0.995802;0.091406;-0.472471;-0.316479;
5.721815;0.499639;-0.271936;0.999992;0.995801;0.091462;-0.472676;-0.316497;
5.983959;0.499778;-0.271918;0.999995;0.995801;0.091497;-0.472804;-0.316507;
5.999999;0.499784;-0.271917;0.999995;0.995801;0.091499;-0.472810;-0.316507;
5.999999;0.368629;-0.178415;0.719785;0.712828;0.099830;-0.472810;-0.316508;
5.999999;0.368629;-0.178415;0.719785;0.712828;0.099830;-0.472809;-0.316508;
6.000000;0.368628;-0.178417;0.719784;0.712827;0.099830;-0.472808;-0.316510;
6.000001;0.368626;-0.178419;0.719783;0.712827;0.099830;-0.472806;-0.316513;
6.000003;0.368624;-0.178422;0.719782;0.712826;0.099829;-0.472803;-0.316517;
6.000007;0.368619;-0.178429;0.719779;0.712823;0.099828;-0.472797;-0.316526;
6.000015;0.368609;-0.178443;0.719774;0.712818;0.099825;-0.472785;-0.316544;
6.000031;0.368590;-0.178470;0.719764;0.712809;0.099820;-0.472762;-0.316580;
6.000063;0.368552;-0.178525;0.719744;0.712790;0.099810;-0.472716;-0.316652;
6.000127;0.368481;-0.178632;0.719704;0.712752;0.099790;-0.472629;-0.316795;
6.000191;0.368414;-0.178739;0.719664;0.712715;0.099773;-0.472549;-0.316938;
6.000255;0.368353;-0.178844;0.719625;0.712677;0.099757;-0.472474;-0.317082;
6.000319;0.368296;-0.178948;0.719586;0.712639;0.099742;-0.472406;-0.317225;
6.000383;0.368244;-0.179052;0.719547;0.712602;0.099729;-0.472343;-0.317369;
6.000447;0.368196;-0.179154;0.719508;0.712564;0.099718;-0.472287;-0.317514;
6.000511;0.368154;-0.179255;0.719469;0.712527;0.099708;-0.472236;-0.317659;
6.000639;0.368082;-0.179456;0.719392;0.712451;0.099692;-0.472151;-0.317952;
6.000752;0.368033;-0.179631;0.719325;0.712384;0.099683;-0.472095;-0.318213;
6.000753;0.368033;-0.179632;0.719324;0.712384;0.099683;-0.472095;-0.318216;
6.000754;0.368033;-0.179634;0.719324;0.712383;0.099682;-0.472094;-0.318218;
6.000756;0.368032;-0.179637;0.719322;0.712382;0.099682;-0.472093;-0.318223;
6.000760;0.368031;-0.179643;0.719320;0.712380;0.099682;-0.472092;-0.318232;
6.000768;0.368028;-0.179655;0.719315;0.712375;0.099682;-0.472088;-0.318251;
6.000784;0.368022;-0.179680;0.719306;0.712365;0.099681;-0.472082;-0.318288;
6.000816;0.368010;-0.179729;0.719286;0.712346;0.099679;-0.472068;-0.318363;
6.000880;0.367987;-0.179829;0.719248;0.712308;0.099675;-0.472042;-0.318514;
6.001008;0.367942;-0.180029;0.719170;0.712230;0.099668;-0.471991;-0.318817;
6.001136;0.367897;-0.180231;0.719091;0.712152;0.099661;-0.471941;-0.319125;
6.001264;0.367854;-0.180436;0.719011;0.712072;0.099655;-0.471892;-0.319437;
6.001392;0.367812;-0.180643;0.718931;0.711991;0.099649;-0.471844;-0.319754;
6.001520;0.367770;-0.180853;0.718849;0.711909;0.099643;-0.471797;-0.320075;
6.001648;0.367729;-0.181066;0.718765;0.711826;0.099638;-0.471752;-0.320402;
6.001904;0.367650;-0.181502;0.718595;0.711655;0.099628;-0.471664;-0.321073;
6.002066;0.367601;-0.181786;0.718484;0.711544;0.099623;-0.471610;-0.321510;
6.002229;0.367553;-0.182074;0.718371;0.711430;0.099618;-0.471557;-0.321957;
6.002233;0.367552;-0.182083;0.718367;0.711427;0.099618;-0.471556;-0.321970;
6.002234;0.367551;-0.182084;0.718367;0.711426;0.099618;-0.471556;-0.321973;
6.002235;0.367551;-0.182086;0.718366;0.711425;0.099618;-0.471555;-0.321975;
6.002237;0.367550;-0.182090;0.718365;0.711424;0.099618;-0.471555;-0.321981;
6.002241;0.367549;-0.182097;0.718362;0.711421;0.099618;-0.471554;-0.321992;
6.002249;0.367547;-0.182111;0.718356;0.711415;0.099618;-0.471551;-0.322014;
6.002265;0.367542;-0.182140;0.718345;0.711404;0.099617;-0.471546;-0.322059;
6.002297;0.367533;-0.182198;0.718322;0.711381;0.099616;-0.471536;-0.322148;
6.002361;0.367514;-0.182314;0.718277;0.711336;0.099615;-0.471516;-0.322328;
6.002415;0.367499;-0.182411;0.718238;0.711297;0.099613;-0.471499;-0.322480;
6.002416;0.367499;-0.182413;0.718238;0.711296;0.099613;-0.471499;-0.322483;
6.002417;0.367499;-0.182415;0.718237;0.711296;0.099613;-0.471498;-0.322486;
6.002419;0.367498;-0.182419;0.718235;0.711294;0.099613;-0.471498;-0.322491;
6.002423;0.367497;-0.182426;0.718233;0.711291;0.099613;-0.471497;-0.322503;
6.002431;0.367495;-0.182441;0.718227;0.711285;0.099613;-0.471494;-0.322525;
6.002447;0.367490;-0.182470;0.718215;0.711274;0.099613;-0.471489;-0.322571;
6.002479;0.367481;-0.182529;0.718192;0.711251;0.099612;-0.471479;-0.322662;
6.002543;0.367463;-0.182647;0.718146;0.711204;0.099610;-0.471460;-0.322847;
6.002671;0.367427;-0.182887;0.718051;0.711109;0.099608;-0.471422;-0.323219;
6.002927;0.367357;-0.183375;0.717859;0.710916;0.099603;-0.471347;-0.323981;
6.002970;0.367346;-0.183459;0.717826;0.710882;0.099603;-0.471335;-0.324111;
6.002971;0.367346;-0.183461;0.717826;0.710882;0.099603;-0.471334;-0.324114;
6.002972;0.367345;-0.183463;0.717825;0.710881;0.099603;-0.471334;-0.324117;
6.002974;0.367345;-0.183467;0.717823;0.710879;0.099603;-0.471334;-0.324123;
6.002978;0.367344;-0.183474;0.717820;0.710876;0.099603;-0.471332;-0.324136;
6.002986;0.367342;-0.183490;0.717814;0.710870;0.099603;-0.471330;-0.324160;
6.003002;0.367337;-0.183521;0.717802;0.710858;0.099602;-0.471326;-0.324208;
6.003034;0.367329;-0.183583;0.717777;0.710833;0.099602;-0.471317;-0.324306;
6.003098;0.367312;-0.183709;0.717728;0.710783;0.099601;-0.471299;-0.324502;
6.003112;0.367308;-0.183735;0.717717;0.710773;0.099601;-0.471295;-0.324544;
6.003113;0.367308;-0.183737;0.717717;0.710772;0.099601;-0.471295;-0.324547;
6.003114;0.367308;-0.183739;0.717716;0.710771;0.099601;-0.471294;-0.324550;
6.003116;0.367307;-0.183743;0.717714;0.710770;0.099601;-0.471294;-0.324556;
6.003120;0.367306;-0.183751;0.717711;0.710766;0.099601;-0.471293;-0.324568;
6.003128;0.367304;-0.183767;0.717705;0.710760;0.099601;-0.471291;-0.324593;
6.003144;0.367300;-0.183798;0.717692;0.710748;0.099601;-0.471286;-0.324642;
6.003176;0.367292;-0.183862;0.717667;0.710722;0.099600;-0.471277;-0.324741;
6.003240;0.367275;-0.183989;0.717617;0.710672;0.099600;-0.471260;-0.324941;
6.003368;0.367242;-0.184245;0.717516;0.710570;0.099599;-0.471225;-0.325343;
6.003624;0.367178;-0.184767;0.717310;0.710362;0.099597;-0.471158;-0.326162;
6.004136;0.367055;-0.185842;0.716884;0.709932;0.099598;-0.471032;-0.327857;
6.004381;0.366998;-0.186372;0.716674;0.709720;0.099599;-0.470975;-0.328694;
6.004382;0.366998;-0.186374;0.716674;0.709719;0.099599;-0.470975;-0.328697;
6.004383;0.366998;-0.186376;0.716673;0.709718;0.099599;-0.470975;-0.328700;
6.004384;0.366997;-0.186378;0.716672;0.709717;0.099599;-0.470975;-0.328703;
6.004385;0.366997;-0.186380;0.716671;0.709717;0.099599;-0.470974;-0.328706;
6.004386;0.366997;-0.186381;0.716671;0.709716;0.099599;-0.470974;-0.328709;
6.004388;0.366997;-0.186385;0.716669;0.709715;0.099599;-0.470974;-0.328715;
6.004392;0.366996;-0.186392;0.716666;0.709712;0.099599;-0.470973;-0.328726;
6.004400;0.366995;-0.186406;0.716661;0.709706;0.099599;-0.470972;-0.328749;
6.004416;0.366992;-0.186434;0.716650;0.709695;0.099600;-0.470970;-0.328793;
6.004448;0.366987;-0.186489;0.716628;0.709673;0.099600;-0.470965;-0.328880;
6.004512;0.366979;-0.186591;0.716587;0.709632;0.099601;-0.470957;-0.329043;
6.004640;0.366967;-0.186771;0.716516;0.709559;0.099604;-0.470947;-0.329329;
6.004896;0.366961;-0.187032;0.716411;0.709452;0.099612;-0.470946;-0.329753;
6.005408;0.367037;-0.187069;0.716393;0.709431;0.099638;-0.471042;-0.329846;
6.005920;0.367209;-0.186617;0.716568;0.709601;0.099677;-0.471246;-0.329184;
6.006432;0.367483;-0.185636;0.716950;0.709980;0.099729;-0.471564;-0.327706;
6.006944;0.367841;-0.184256;0.717489;0.710515;0.099793;-0.471977;-0.325617;
6.007456;0.368288;-0.182442;0.718196;0.711218;0.099870;-0.472490;-0.322868;
6.008480;0.369400;-0.177835;0.719985;0.712998;0.100059;-0.473761;-0.315904;
6.009402;0.370623;-0.172714;0.721963;0.714967;0.100265;-0.475157;-0.308203;
6.010324;0.372020;-0.166876;0.724203;0.717196;0.100501;-0.476748;-0.299485;
6.011245;0.373557;-0.160496;0.726634;0.719613;0.100762;-0.478497;-0.290031;
6.012167;0.375203;-0.153724;0.729193;0.722158;0.101045;-0.480369;-0.280082;
6.012634;0.376069;-0.150196;0.730519;0.723476;0.101196;-0.481352;-0.274931;
6.012634;0.376069;-0.150196;0.730519;0.723476;0.101196;-0.481352;-0.274932;
6.012635;0.376071;-0.150188;0.730522;0.723479;0.101196;-0.481355;-0.274920;
6.012636;0.376073;-0.150180;0.730525;0.723482;0.101196;-0.481357;-0.274909;
6.012638;0.376076;-0.150165;0.730531;0.723487;0.101197;-0.481361;-0.274887;
6.012642;0.376084;-0.150134;0.730542;0.723499;0.101198;-0.481370;-0.274842;
6.012650;0.376099;-0.150073;0.730565;0.723522;0.101201;-0.481387;-0.274752;
6.012666;0.376129;-0.149949;0.730611;0.723568;0.101206;-0.481421;-0.274573;
6.012698;0.376190;-0.149703;0.730704;0.723659;0.101217;-0.481490;-0.274215;
6.012762;0.376311;-0.149210;0.730888;0.723843;0.101238;-0.481627;-0.273497;
