"time","busA.U","busB.U","busE.U","busF.U"
0.0055,1.395240537235215,1.410495473436194,1.5244037804052752,1.4818604015654993
0.006,1.423430524206229,1.4452607170379446,1.5621714441358294,1.4930479418598441
0.0065,1.4279165736003672,1.4491880699015676,1.6024074942485778,1.5401838950840616
0.007,1.4442935850441683,1.469996110758383,1.5910499976915962,1.5324884666991958
0.0075,1.4277329294296408,1.4502307333262732,1.597312400123518,1.545593606159778
0.008,1.4478141924541956,1.4698973786227025,1.5960295616605256,1.5366488793193613
0.0085,1.4317313247895158,1.4499269715643783,1.6233033305239644,1.5457762245857987
0.008588401328726038,1.43540837832685,1.4536114017321096,1.6226775767428505,1.5466695784404783
0.008588401328726038,1.43540837832685,1.4536114017321096,1.6226775767428505,1.5466695784404783
0.009,1.4498977799339543,1.468638510911828,1.6125935505889777,1.5528145127806958
0.0095,1.4196171911405318,1.4326039927411194,1.619745270936807,1.553600277014635
0.01,1.427122597922643,1.4385589538470092,1.5982010718520436,1.5183162253772868
0.0105,1.3943798958402212,1.3994110417513614,1.5953449441235459,1.5158295835284732
0.011,1.4010860600282318,1.4066806971042223,1.56905798581464,1.4877713575424574
0.0115,1.3774845788304548,1.3791124276201412,1.5744522533939662,1.4981224503586312
0.012,1.3735744004338366,1.3749665930404011,1.5562101433449609,1.4696823123467317
0.0125,1.35339699574638,1.3545223772153316,1.5447098193526474,1.459344773644224
0.013,1.3323103493130355,1.3335279261324604,1.5152294528045516,1.4400308652181057
0.0135,1.324249769589349,1.327961711681567,1.4908605302880102,1.4121411460946944
0.014,1.2966062830147589,1.299757830341307,1.4846697208016104,1.4071328855378278
0.0145,1.2970483590880988,1.304835838602854,1.4496556867475736,1.3768390333263183
0.015,1.259938032162691,1.2677304984304116,1.4442685190881213,1.3782664186303075
0.0155,1.2557019844389512,1.2674899668628128,1.3974274774083577,1.3337595389219397
0.016,1.2165410414857882,1.2275552699594694,1.3861074205799029,1.3210855691368246
0.0165,1.2063803055621136,1.2202051920794652,1.341611617976293,1.2805983412723558
0.017,1.1736404880564197,1.1867078396063635,1.3196421556304494,1.2641252972597736
0.0175,1.1534390874027722,1.166684158775978,1.2880612415461008,1.22909751226285
0.018,1.123490151872525,1.1355277412077187,1.2526517958662384,1.1942615246893344
0.0185,1.0914108642247955,1.1016048219703907,1.2192904946166077,1.162013635704222
0.019,1.064962255669639,1.0739972338526165,1.1735687811275757,1.1151515044443023
0.0195,1.0294901021286382,1.035038469440851,1.1447091825856879,1.085672204632446
0.01994830247101611,1.0098642375057805,1.0144933394226179,1.1051542080718746,1.0417863539358465
0.01994830247101611,1.0098642375057805,1.0144933394226179,1.1051542080718746,1.0417863539358465
0.02,1.0062149668929936,1.0105759127562095,1.101399398744687,1.0378827836691578
0.0205,0.9688364440900062,0.9698321415896628,1.0694691775887926,1.0092980532768596
0.020619099753019458,0.9630842396596118,0.9637253274699756,1.0594664714472535,0.9998773703573083
0.020619099753019458,0.9630842396596118,0.9637253274699756,1.0594664714472535,0.9998773703573083
0.021,0.9445839958780132,0.944416510239831,1.02464376146818,0.9630778310665621
0.02140331401613483,0.9142295737372067,0.9117859321341744,0.9971345831477917,0.9332431772148438
0.02140331401613483,0.9142295737372067,0.9117859321341744,0.9971345831477917,0.9332431772148438
0.02144013542800549,0.9117064074076195,0.909062554624799,0.9946886301839438,0.9308372731912546
0.02144013542800549,0.9117064074076195,0.909062554624799,0.9946886301839438,0.9308372731912546
0.0215,0.9079178976432786,0.9049869273728922,0.9905266812758988,0.9268203882465454
0.022,0.8850247101003913,0.8814237694618745,0.9479479637054975,0.8858847843683951
0.0225,0.8528488444202382,0.8478970381261401,0.913539831853078,0.8517614476063214
0.02253163457588795,0.8510289049898014,0.8460028233935648,0.911493494779,0.8498379958171832
0.02253163457588795,0.8510289049898014,0.8460028233935648,0.911493494779,0.8498379958171832
0.023,0.8317000560092213,0.8266612419047836,0.8759768537512939,0.8168943992246972
0.0235,0.8027188065812053,0.7971108624591081,0.8428508280328706,0.7838743410994825
0.024,0.7816599098145267,0.776560525481294,0.8068184953844048,0.7499316471432008
0.02401728220993299,0.7810538628253191,0.775995891696657,0.8054545765814287,0.7487181412391268
0.02401728220993299,0.7810538628253191,0.775995891696657,0.8054545765814287,0.7487181412391268
0.0245,0.756687195845617,0.7518904706733632,0.7729966974653918,0.7199188124130327
0.025,0.7371853036752289,0.7330237474037737,0.7409690478848336,0.6887433446861644
0.0255,0.717556448085825,0.7141434796279975,0.7112272634536256,0.6610938030209909
0.025527017780770746,0.7161382698342176,0.7127111946772928,0.7098987840360943,0.6599313442956384
0.025527017780770746,0.7161382698342176,0.7127111946772928,0.7098987840360943,0.6599313442956384
0.025705658506533155,0.7073920502637602,0.7039028893427975,0.700787779955556,0.6518752604267918
0.025705658506533155,0.7073920502637602,0.7039028893427975,0.700787779955556,0.6518752604267918
0.026,0.6979407855752409,0.6949389908895633,0.6826675992239275,0.6350116839707655
0.0265,0.6820511336277886,0.6799684259615909,0.6529706719598956,0.606976708386286
0.027,0.6618097636511883,0.6594796487870933,0.628216952191988,0.5837236874076633
0.0275,0.6499616508638424,0.6483643853660948,0.5994260742719938,0.5548743941213248
0.028,0.6312614797953275,0.6290641579156516,0.5793719070033242,0.5361067344362762
0.0285,0.6222468299622671,0.6203881989782524,0.5528279981542077,0.5099119234580473
0.029,0.6056135436219677,0.6027285837610906,0.536428669556711,0.49286832656698193
0.0295,0.5974629414449092,0.59442093134703,0.5133337099569549,0.46945968528511395
0.03,0.5843282072147503,0.5802497270383021,0.49769517194820073,0.4538014077393443
0.0305,0.5775726685750681,0.5730488842052669,0.4804502636978014,0.4357958905283784
0.031,0.5691222686155377,0.5637527629817692,0.4672010075826508,0.42219629305203743
0.0315,0.5636741233758173,0.5577470579508117,0.4558450199635036,0.41047640206055713
0.032,0.5589063577618375,0.5525212632121287,0.4446271658691077,0.3993963234425726
0.0325,0.5549014549077776,0.5480831616548943,0.4376404761813497,0.39265810321818406
0.033,0.5536821644954786,0.5469433320980582,0.4301793402039784,0.3849016974198546
0.03349767869178587,0.5520571838185578,0.5452864940677912,0.4271570463751351,0.38296216250162357
0.03349767869178587,0.5520571838185578,0.5452864940677912,0.4271570463751351,0.38296216250162357
0.0335,0.5520671852433723,0.5452986179795152,0.4271373205437617,0.3829475449889189
0.034,0.5538911992271099,0.5476348106050701,0.4236566648300611,0.3800670150642612
0.0345,0.5542373852918494,0.5482766471466678,0.4240789449096329,0.3811905221925746
0.035,0.5580531090779638,0.5529133153821143,0.42373161685062344,0.381803085428238
0.0355,0.5600088706851595,0.5555115808232381,0.4267262878333132,0.38549754330128666
0.036,0.5655637616762069,0.5621459691128129,0.42908974548191775,0.38885170161767246
0.0365,0.5691578762485793,0.5665049872161633,0.4347535651339574,0.3950363337785964
0.037,0.5757934141209203,0.5742210260784819,0.439478515610848,0.4001064043183437
0.0375,0.5805417416863234,0.5796666824298939,0.4466598893637213,0.4079455700368154
0.038,0.5875278102852919,0.5875028233552158,0.45311549235705856,0.4141792468074899
0.0385,0.5935576930903345,0.5940626503000154,0.46153450611721436,0.4225782964781957
0.039,0.6007520251089994,0.6017613371161206,0.469879420446376,0.4305128186487229
0.0395,0.608188055759567,0.6095458687491682,0.47917672593757416,0.4392823512339708
0.04,0.6154626656056729,0.6169260172801407,0.48943159386162993,0.44891778448950587
0.0405,0.6241137154700754,0.625700029634839,0.4993822711006392,0.45782890734869763
0.041,0.6316970990706242,0.6330895163855771,0.5113405119892213,0.46899628602026094
0.0415,0.6415135643833283,0.6428895938651991,0.5221593628644259,0.4788182338441506
0.042,0.6499658005991591,0.6510336796286705,0.5357249205049832,0.4913944540639493
0.0425,0.6607385577004601,0.6617519833191788,0.5480423140517743,0.5027397126667085
0.043,0.6703638346609126,0.6711371170691016,0.5626444132308402,0.5165063986923489
0.0435,0.6818288359465098,0.6826098292314555,0.576642530754917,0.5296729263654439
0.044,0.6928049165403146,0.6935294660636174,0.5920674024585699,0.5444240603249182
0.0445,0.7048991921224349,0.7057577720294557,0.6077950199601322,0.5594710138317899
0.045,0.7171492574946446,0.7181946414115982,0.6240347945390224,0.5752415211162619
0.0455,0.7297753531750172,0.7310922127215009,0.641101171682731,0.5918661991712535
0.046,0.7429483868064582,0.744637598914223,0.6581595976214559,0.6084354402611492
0.0465,0.7559627131832428,0.7580103796084557,0.6760906297361278,0.6260372827046125
0.047,0.769718585264234,0.7722266859776894,0.6937892293730011,0.6432854791738868
0.0475,0.7829976659564217,0.7858681961370491,0.7122974752345234,0.6613925490209146
0.048,0.7970301429536973,0.8003156828950551,0.7304698548921271,0.6790685498875915
0.0485,0.8103753779024636,0.8139156318425353,0.749265430508425,0.6972917069555743
0.049,0.8244228212574344,0.8282810021225251,0.7675966037589028,0.7150371327436594
0.0495,0.8376638965363314,0.8416776866161204,0.7865009476663416,0.7331790149408074
0.05,0.8515547385941653,0.8556956864950024,0.8048168536667192,0.7507322480016592
0.0505,0.8646896101419054,0.8687248746380587,0.8235551099682137,0.7687319664696223
0.051,0.8782751458255411,0.8822552132543597,0.8417507222523096,0.7860468754692668
0.0515,0.8912402629729355,0.8951137585491157,0.8602385857112719,0.8036947608677484
0.051735913274072634,0.8973102633621879,0.9011037483632549,0.8689050658124289,0.8119692740832973
0.051735913274072634,0.8973102633621879,0.9011037483632549,0.8689050658124289,0.8119692740832973
0.052,0.9043762426530259,0.908234593834642,0.8783461934913485,0.8208381193399885
0.0525,0.9173194322879333,0.9210604223767634,0.8964028164842193,0.8381052058098171
0.053,0.9301101661818217,0.933629529997303,0.9143153884369392,0.8553312503618044
0.0535,0.9430629664109235,0.9464176062411849,0.931866756886,0.8722233025892876
0.054,0.9554517759212817,0.9586641643349018,0.9495961037330687,0.8894152762278232
0.0545,0.9682307190165178,0.9714676370376274,0.9666423628435117,0.9059297004049983
0.055,0.9801661392462049,0.9834999863705362,0.9840580314818734,0.9228873264864207
0.0555,0.9925224576653991,0.996159649406775,1.0006226878023357,0.9390136806011912
0.056,1.0041219391988423,1.0079267251129376,1.0174273119637216,0.95556699634201
0.0565,1.0160275894975752,1.0199665727370528,1.033342994826538,0.9713749388923
0.057,1.027251390648824,1.03127270310618,1.0492686524573316,0.9872589437000794
0.0575,1.0383327578202541,1.0425942527590577,1.0645726938063027,1.002447895757124
0.057893807071800446,1.046518297819663,1.0513233251187082,1.0764235837565768,1.01400906959124
0.057893807071800446,1.046518297819663,1.0513233251187082,1.0764235837565768,1.01400906959124
0.058,1.0487583671034144,1.0534439801504387,1.0795450099395794,1.0172267105911417
0.0585,1.0587781324964916,1.063867778305836,1.0939895293150652,1.0314897061502502
0.058680169042243796,1.0624835318471524,1.0674618878799975,1.0988623224128462,1.0364561192780313
0.058680169042243796,1.0624835318471524,1.0674618878799975,1.0988623224128462,1.0364561192780313
0.058802243265779305,1.0648484125706406,1.0698918770228316,1.10219287737198,1.0397700877180782
0.058802243265779305,1.0648484125706406,1.0698918770228316,1.10219287737198,1.0397700877180782
0.059,1.0684374435072153,1.0737660284298465,1.1076712669856439,1.0450766234321454
0.059337137983436226,1.0745962206830328,1.0798467350881,1.1166659398130856,1.0541296967892437
0.059337137983436226,1.0745962206830328,1.0798467350881,1.1166659398130856,1.0541296967892437
0.0595,1.0774961541332415,1.0828991627736557,1.1208901792214627,1.0582693870055533
0.06,1.0862080543259782,1.0917284650677275,1.1332613192050185,1.0705231389788898
0.0600034381105676,1.08626348039349,1.0917859858182595,1.1333458217241954,1.070606163587031
0.0600034381105676,1.08626348039349,1.0917859858182595,1.1333458217241954,1.070606163587031
0.0605,1.0940644782898865,1.0997212923393147,1.1452131319481909,1.0823091614087736
0.06055793604153859,1.0949777612579177,1.1006269663171195,1.1465198623592552,1.0836157059376952
0.06055793604153859,1.0949777612579177,1.1006269663171195,1.1465198623592552,1.0836157059376952
0.061,1.1015734890969955,1.1074225439520677,1.1562348654688015,1.0930870572651539
0.0615,1.1082366955915663,1.1141389211057684,1.166682850076067,1.1033440298930453
0.062,1.1145716380888289,1.1204913743164133,1.1761533098326205,1.1126537281594227
0.0625,1.120081865754593,1.1259517684934863,1.1850174527789523,1.1213597886544149
0.063,1.1251957764075182,1.1310438530715576,1.192968105103032,1.1291778948106863
0.0635,1.129542721059838,1.1353637811404413,1.2002598525514097,1.1363499363174936
0.06358184049975184,1.1301933461191047,1.1360120537056422,1.2013813746667252,1.1374552702997283
0.06358184049975184,1.1301933461191047,1.1360120537056422,1.2013813746667252,1.1374552702997283
0.06397673497979897,1.133231514585902,1.1390758577372162,1.2063993593048754,1.1423921722670567
0.06397673497979897,1.133231514585902,1.1390758577372162,1.2063993593048754,1.1423921722670567
0.064,1.1334048812319382,1.1392453707383756,1.206675201832472,1.1426683075034725
0.0645,1.1366300017634097,1.1424779464801775,1.2123387571440032,1.1482943387075828
0.065,1.1392864711336084,1.1451263871153736,1.217221735930448,1.1531799797933209
0.0655,1.1414505955960406,1.1473157222384063,1.2212833541210377,1.1572956962595773
0.06570856417500498,1.142095527031,1.1479910612829185,1.222823592161801,1.1588619199263999
0.06570856417500498,1.142095527031,1.1479910612829185,1.222823592161801,1.1588619199263999
0.066,1.1429102497742614,1.1488468529704057,1.224699447542545,1.1607737836478083
0.06612404053283774,1.1432483902336394,1.1491752920678833,1.2253796015526905,1.1614950078101507
0.06612404053283774,1.1432483902336394,1.1491752920678833,1.2253796015526905,1.1614950078101507
0.0665,1.14398074710324,1.1499956295518772,1.2272183844814353,1.1634018108764796
0.067,1.144313038269044,1.1503527811069807,1.2291108706147538,1.165466566345886
0.0675,1.144247360199212,1.1503610676043836,1.230080933585552,1.1665970706979878
0.068,1.1434208869100049,1.1496216224169722,1.230454494821683,1.1671369023750497
0.0685,1.1421895289254254,1.1484859025567098,1.2299445635812105,1.166794016538501
0.069,1.140326173718295,1.146635675612399,1.228786211982014,1.1658439855386327
0.0695,1.1380135015581452,1.1442762109653757,1.2268325186450069,1.1641251820609313
0.07,1.1351417776918076,1.1413669621685534,1.2241913309415664,1.161679274590045
0.0705,1.1317183401256785,1.1379083063391426,1.2209041970970245,1.1585591685836811
0.071,1.127866199290003,1.1340180884520896,1.2168773938206887,1.1546785382525355
0.0715,1.1234487382008473,1.129541829956608,1.2123156110764646,1.1502521248323978
0.072,1.1186722916189593,1.1247662934345872,1.2070447175857608,1.1450692108727876
0.0725,1.1133806888600597,1.1193929732510473,1.2012826619756378,1.139442437829272
0.073,1.1078544956674516,1.1137161829772932,1.1948226894968081,1.1331657514185498
0.0735,1.1018600952349522,1.1075389321425,1.1879276941022359,1.1264821977570942
0.074,1.0956356003872993,1.1011352503343663,1.1804609591018465,1.119237874365236
0.0745,1.0890597205688897,1.094346658343964,1.1725928790619387,1.111627465560978
0.075,1.0822441094694193,1.087409053596825,1.164284977128147,1.1035477532918891
0.0755,1.0750967738331458,1.0802012021927148,1.1556309425164097,1.0951056884579893
0.076,1.06776470831276,1.0728661383404614,1.1466130018325766,1.0863102114954715
0.0765,1.0602506469085013,1.0652762953508152,1.1372332789043984,1.0772301237191497
0.07697198519819892,1.0530785133374194,1.057873081118577,1.1280676311772981,1.0684721199395013
0.07697198519819892,1.0530785133374194,1.057873081118577,1.1280676311772981,1.0684721199395013
0.077,1.0526351207211917,1.057467331147858,1.1275297103376962,1.0679269095982054
0.0775,1.04490976321596,1.0495593511831078,1.1175489211514855,1.0583418665607844
0.078,1.036994495673118,1.0415676537559309,1.1074240730539946,1.0485490887059752
0.0785,1.0290234549037718,1.0335889098880067,1.0970990940503391,1.0385267413124122
0.079,1.0209534709887758,1.025481255203396,1.0866720953195323,1.0284187767594362
0.0795,1.0129408726108915,1.0173857192484095,1.0760781402806046,1.0181677353857792
0.07978441199426722,1.0083876311291426,1.0126784518657341,1.0700182388620034,1.0123560908282498
0.07978441199426722,1.0083876311291426,1.0126784518657341,1.0700182388620034,1.0123560908282498
0.08,1.004894485114319,1.0091912182126814,1.0654531806864191,1.0079010653719798
0.0805,0.9969275101971632,1.0010905884312007,1.054778622147965,0.9975496152012678
0.08081469379616796,0.9919065015081036,0.9960270700422095,1.0480995908923423,0.9910372205259899
0.08081469379616796,0.9919065015081036,0.9960270700422095,1.0480995908923423,0.9910372205259899
0.08086074966709245,0.991176312321952,0.9952816949479871,1.0471230419687179,0.9900892621496001
0.08086074966709245,0.991176312321952,0.9952816949479871,1.0471230419687179,0.9900892621496001
0.081,0.9889775394395882,0.9930282735213534,1.0441690995713122,0.9872283411761176
0.0815,0.9811526299919651,0.9850896398693443,1.0336093778597235,0.9769404931551685
0.082,0.9734732653591802,0.9772601805430282,1.0231534191537315,0.9667563525581969
0.0825,0.9659325118636392,0.9695870892284901,1.0128721409991028,0.9567165179831708
0.083,0.9586273184638336,0.962146758855587,1.0027485143417043,0.9468284448132411
0.0835,0.9515250301825472,0.9548690354872377,0.9928916165883757,0.9372189014883087
0.084,0.9447077945184655,0.947965720050181,0.9832913715704384,0.9278034753610679
0.08438893549596102,0.9395846930837798,0.9427286614870476,0.9760525497762318,0.9207536144323096
0.08438893549596102,0.9395846930837798,0.9427286614870476,0.9760525497762318,0.9207536144323096
0.0845,0.9381381667039748,0.9412892221235211,0.9740469745873399,0.9187685485616266
0.085,0.9319637733710894,0.9349558029546048,0.965109713739363,0.9100711236348081
0.08524701960215494,0.929006995949252,0.9319727030012146,0.9608494593080927,0.9058940168555157
0.08524701960215494,0.929006995949252,0.9319727030012146,0.9608494593080927,0.9058940168555157
0.0855,0.9260738198392089,0.9289580174451858,0.9565858135073538,0.9017529078873238
0.086,0.9205320663578219,0.9233454958800359,0.9484914906097164,0.8938478869631613
0.0865,0.9153951729254194,0.918121327407115,0.9408180356762923,0.8863788853236294
0.08690841909382599,0.9114558829054175,0.91413233866664,0.9349352114044682,0.8806488890686646
0.08690841909382599,0.9114558829054175,0.91413233866664,0.9349352114044682,0.8806488890686646
0.087,0.910618107888433,0.9132776185197934,0.9336591053920665,0.8794119634030394
0.08715577319887868,0.9092304840334989,0.9118733561863306,0.9315334917552395,0.8773465193268305
0.08715577319887868,0.9092304840334989,0.9118733561863306,0.9315334917552395,0.8773465193268305
0.0875,0.9062758378980412,0.9088945533040047,0.9269831296806758,0.8729213483776942
0.088,0.9023032710842449,0.9048808058904231,0.920817944817115,0.86694753536449
0.08828554257730911,0.9002119683054183,0.9027769537688806,0.9175281509614219,0.8637620298235069
0.08828554257730911,0.9002119683054183,0.9027769537688806,0.9175281509614219,0.8637620298235069
0.0885,0.8987408525886111,0.9012986438170382,0.9151713409342477,0.8614820011799319
0.089,0.8955719206320624,0.8981215370326256,0.9100252620834782,0.8565089194907768
0.0895,0.8927921271830838,0.8953448584052509,0.9054053855872811,0.8520530313429932
0.09,0.8904194732443335,0.8929872775968991,0.9013056469295649,0.8481047020550326
0.0905,0.8884407856538921,0.8910322853255923,0.8977351008807659,0.8446697306600486
0.091,0.8868478444086165,0.8894688032956642,0.894692653040186,0.8417453208837546
0.0915,0.8856352283856854,0.8882897524460072,0.8921694553501845,0.8393205867760103
0.092,0.8847966514268284,0.8874875080885654,0.8901583761703141,0.8373873077138689
0.0925,0.8843237950364772,0.8870522470986422,0.8886536781734712,0.8359392020887629
0.093,0.8842102877719308,0.8869767704041731,0.8876506606475594,0.8349716516513587
0.0935,0.8844517976517341,0.8872567178874309,0.8871432964425989,0.8344792637015074
0.094,0.8850428173849914,0.8878868417481572,0.8871240028593687,0.8344556189398344
0.0945,0.8859736037676362,0.8888575879598678,0.8875836118337581,0.8348933324704193
0.095,0.8872319246352686,0.8901570534655892,0.8885107257800274,0.8357831023370533
0.0955,0.8888094081342969,0.8917779250462511,0.8898907314955482,0.837111929025098
0.096,0.8907010946483924,0.8937167633316987,0.8917090641675829,0.8388662863822407
0.09604457178167558,0.8908847421056549,0.8939048374335167,0.8918921106876945,0.8390430437433223
0.09604457178167558,0.8908847421056549,0.8939048374335167,0.8918921106876945,0.8390430437433223
0.0965,0.8929062662372781,0.8959739975497983,0.8939706675278554,0.8410517816887106
0.097,0.8953962746034124,0.8985211468435969,0.8966449447975035,0.8436421145319988
0.0975,0.8981718959137877,0.9013600511273263,0.8997201798907994,0.8466260324267152
0.098,0.9012156170615728,0.9044724170484012,0.9031825079776417,0.8499888381671892
0.0985,0.9045149610726276,0.9078454315309861,0.9070159689761104,0.8537143409800418
0.099,0.9080592504815544,0.9114682430912481,0.9112028597488931,0.8577850926325059
0.0995,0.9118386512995189,0.9153305542282406,0.9157296721304652,0.8621877335060539
0.1,0.9158387235500555,0.9194169351118109,0.9205792714890683,0.8669048647642508
0.1005,0.9200447909714063,0.9237114778522639,0.9257343688149499,0.871918461672323
0.101,0.9244397587517987,0.9281952747113984,0.9311741828099933,0.8772063960663263
0.1015,0.9290003159975732,0.9328418233198155,0.9368719173403612,0.8827393847018128
0.102,0.933700669482087,0.9376216825361627,0.94279710630096,0.8884837627935818
0.1025,0.9385168971871757,0.9425077467100623,0.948917030009964,0.8944035835602743
0.103,0.9434374285397777,0.9474885654034734,0.9552101844004616,0.9004778862251805
0.1035,0.948456596288039,0.952560516081948,0.9616645745042708,0.9066979074001323
0.104,0.9535727712502713,0.957726162477385,0.9682774580178278,0.9130667663877539
0.1045,0.9587824000848897,0.9629864952983233,0.9750421979442997,0.9195833049192056
0.105,0.9640775516868832,0.9683374235108098,0.9819413564556012,0.9262339970891121
0.1055,0.9694415675046204,0.9737636023288084,0.9889477641930015,0.9329946525088408
0.106,0.9748535109612212,0.9792435432474358,0.9960418197721564,0.9398497311216655
0.1065,0.9803002645125863,0.9847632984684613,1.0032157685343046,0.9467916444234825
0.107,0.9857782255860116,0.9903205647335139,1.0104551461222742,0.9538029134999704
0.1075,0.9912711464845012,0.9958995111939347,1.017737863181592,0.9608624484049691
0.108,0.9967552604921688,1.0014757328549457,1.0250386749094162,0.9679490141364775
0.1085,1.0022102056538584,1.0070281321114154,1.0323291408323905,0.9750381411396656
0.109,1.0076301131671566,1.0125510572127225,1.0395821630902455,0.9821009937830986
0.10939914004522533,1.0119289000264202,1.0169359502043438,1.0453359376926292,0.9877075693807449
0.10939914004522533,1.0119289000264202,1.0169359502043438,1.0453359376926292,0.9877075693807449
0.1095,1.0130103849148335,1.0180396770223523,1.0467852466916816,0.9891196345484082
0.11,1.0183222132225347,1.0234610970796225,1.0539534072907528,0.996109246869461
0.11019234011557995,1.0203457446506572,1.0255271696332815,1.0566919119591602,0.998782478879597
0.11019234011557995,1.0203457446506572,1.0255271696332815,1.0566919119591602,0.998782478879597
0.1105,1.0235590111343302,1.0288092448243675,1.0610393552394641,1.0030292784515362
0.111,1.0286914482146272,1.0340523227867637,1.0680085190334965,1.0098417895402083
0.1115,1.0336952409344478,1.0391631418580256,1.0748478832202875,1.0165282356222718
0.1115886255964966,1.0345689001877203,1.0400554484808762,1.0760445964573535,1.0176979458045041
0.1115886255964966,1.0345689001877203,1.0400554484808762,1.0760445964573535,1.0176979458045041
0.112,1.0385708951122146,1.0441428776545962,1.0815322810574146,1.0230604962018028
0.11206946502245316,1.0392380570503015,1.044824266899925,1.0824483210517533,1.0239555707992134
0.11206946502245316,1.0392380570503015,1.044824266899925,1.0824483210517533,1.0239555707992134
0.11210279008106867,1.0395572231138719,1.0451502366116072,1.082886698465909,1.0243839110016608
0.11210279008106867,1.0395572231138719,1.0451502366116072,1.082886698465909,1.0243839110016608
0.1125,1.0433100057979499,1.048982365832884,1.0880576757590512,1.0294378876616663
0.113,1.0478940090618156,1.05366132949448,1.0944104086181021,1.0356500028632734
0.1135,1.052312329497325,1.058168612596027,1.10056735406975,1.0416704257287672
0.114,1.0565478635210368,1.0624862464448965,1.106507935815658,1.0474760369097396
0.1145,1.060588810547356,1.0666025192145117,1.112216039741611,1.0530520309283473
0.115,1.0644290508180203,1.0705124719237824,1.1176751480642777,1.0583852553557185
0.1155,1.0680650147771253,1.0742137560276497,1.1228761051513898,1.063468757161183
0.116,1.0714899798747757,1.0777002083808878,1.1278157336513586,1.0682991156032076
0.116358607813325,1.073811391448869,1.0800635697235597,1.1311931009021479,1.071602827289102
0.116358607813325,1.073811391448869,1.0800635697235597,1.1311931009021479,1.071602827289102
0.1165,1.0746917369802322,1.0809599931468945,1.1324810954620956,1.0728630366635294
0.117,1.0776587214154105,1.0839826047254044,1.1368453712941375,1.0771371693153458
0.11727511341990318,1.0791941761183796,1.08554787525271,1.1391232321903741,1.07937103488054
0.11727511341990318,1.0791941761183796,1.08554787525271,1.1391232321903741,1.07937103488054
0.1175,1.0803897169718835,1.086767399857704,1.1409093318419767,1.0811243593202826
0.118,1.0828859443686345,1.089316630839409,1.1446685290821856,1.0848180685699358
0.1185,1.0851421540521744,1.0916255397151056,1.1481161689352233,1.0882113773533195
0.119,1.0871521895368272,1.0936879042472247,1.1512462392615903,1.0913001775544715
0.1195,1.088911834234308,1.0954992418220555,1.1540512584355582,1.0940771689794215
