"time","WTG4A.injector.PInjPu","WTG4A.injector.PInjPuSn","WTG4A.injector.QInjPu","WTG4A.pll.omegaPLLPu","WTG4A.driveTrainPmConstant.PePu"
0.028,0.7000004096126922,0.7000004096126922,0.2795004048863638,0.9999999896050643,0.7000004096126922
0.029,0.7000003747332332,0.7000003747332332,0.2795004195731992,0.999999991046213,0.7000003747332332
0.03,0.7000003417715005,0.7000003417715005,0.2795004335707382,0.9999999923805036,0.7000003417715005
0.031,0.7000003107274942,0.7000003107274942,0.2795004468789807,0.9999999936079365,0.7000003107274942
0.032,0.7000002816012146,0.7000002816012146,0.2795004594979268,0.9999999947285111,0.7000002816012146
0.033,0.7000002543926614,0.7000002543926614,0.2795004714275764,0.9999999957422281,0.7000002543926614
0.034,0.7000002291018349,0.7000002291018349,0.2795004826679296,0.999999996649087,0.7000002291018349
0.035,0.7000002057287346,0.7000002057287346,0.2795004932189862,0.9999999974490879,0.7000002057287346
0.036,0.7000001842733612,0.7000001842733612,0.2795005030807466,0.9999999981422308,0.7000001842733612
0.037,0.7000001647357141,0.7000001647357141,0.2795005122532104,0.9999999987285157,0.7000001647357141
0.038,0.7000001471157941,0.7000001471157941,0.2795005207363777,0.9999999992079429,0.7000001471157941
0.039,0.7000001314136003,0.7000001314136003,0.2795005285302485,0.9999999995805119,0.7000001314136003
0.04,0.7000001176291333,0.7000001176291333,0.2795005356348228,0.999999999846223,0.7000001176291333
0.041,0.700000105762393,0.700000105762393,0.2795005420501008,1.000000000005076,0.700000105762393
0.042,0.7000000958133793,0.7000000958133793,0.2795005477760821,1.000000000057071,0.7000000958133793
0.043,0.7000000877820923,0.7000000877820923,0.2795005528127671,1.000000000002208,0.7000000877820923
0.044,0.700000083369831,0.700000083369831,0.2795005553196627,0.9999999999170069,0.700000083369831
0.045,0.7000000816816258,0.7000000816816258,0.2795005552690649,0.9999999999000393,0.7000000816816258
0.046,0.7000000799934205,0.7000000799934205,0.2795005552184672,0.9999999998830715,0.7000000799934205
0.047,0.7000000783052154,0.7000000783052154,0.2795005551678695,0.9999999998661038,0.7000000783052154
0.048,0.7000000766170102,0.7000000766170102,0.2795005551172718,0.999999999849136,0.7000000766170102
0.049,0.7000000749288051,0.7000000749288051,0.279500555066674,0.9999999998321683,0.7000000749288051
0.05,0.7000000732405999,0.7000000732405999,0.2795005550160763,0.9999999998152005,0.7000000732405999
0.051,0.7000000715523947,0.7000000715523947,0.2795005549654788,0.9999999997982328,0.7000000715523947
0.052,0.7000000698641892,0.7000000698641892,0.2795005549148808,0.999999999781265,0.7000000698641892
0.053,0.7000000681759844,0.7000000681759844,0.2795005548642832,0.9999999997642973,0.7000000681759844
0.054,0.7000000664877791,0.7000000664877791,0.2795005548136855,0.9999999997473294,0.7000000664877791
0.055,0.7000000647995737,0.7000000647995737,0.2795005547630877,0.9999999997303617,0.7000000647995737
0.056,0.7000000631113688,0.7000000631113688,0.27950055471249,0.9999999997133939,0.7000000631113688
0.057,0.7000000614231636,0.7000000614231636,0.2795005546618923,0.9999999996964263,0.7000000614231636
0.058,0.7000000597349584,0.7000000597349584,0.2795005546112946,0.9999999996794585,0.7000000597349584
0.059,0.7000000580467532,0.7000000580467532,0.2795005545606969,0.9999999996624908,0.7000000580467532
0.06,0.7000000563585482,0.7000000563585482,0.2795005545100993,0.999999999645523,0.7000000563585482
0.061,0.7000000546703428,0.7000000546703428,0.2795005544595014,0.9999999996285552,0.7000000546703428
0.062,0.7000000529821375,0.7000000529821375,0.2795005544089038,0.9999999996115875,0.7000000529821375
0.063,0.7000000512939325,0.7000000512939325,0.279500554358306,0.9999999995946198,0.7000000512939325
0.064,0.7000000496057271,0.7000000496057271,0.2795005543077084,0.999999999577652,0.7000000496057271
0.065,0.7000000479175224,0.7000000479175224,0.2795005542571107,0.9999999995606843,0.7000000479175224
0.066,0.7000000462293171,0.7000000462293171,0.279500554206513,0.9999999995437165,0.7000000462293171
0.067,0.7000000445411115,0.7000000445411115,0.2795005541559151,0.9999999995267488,0.7000000445411115
0.068,0.7000000428529067,0.7000000428529067,0.2795005541053175,0.999999999509781,0.7000000428529067
0.06900000000000001,0.7000000411647015,0.7000000411647015,0.2795005540547199,0.9999999994928133,0.7000000411647015
0.07000000000000001,0.7000000394764964,0.7000000394764964,0.2795005540041221,0.9999999994758456,0.7000000394764964
0.07099999999999999,0.700000037788291,0.700000037788291,0.2795005539535244,0.9999999994588777,0.700000037788291
0.07199999999999999,0.700000036100086,0.700000036100086,0.2795005539029267,0.99999999944191,0.700000036100086
0.073,0.700000034411881,0.700000034411881,0.279500553852329,0.9999999994249422,0.700000034411881
0.074,0.7000000327236755,0.7000000327236755,0.2795005538017312,0.9999999994079745,0.7000000327236755
0.075,0.7000000310354704,0.7000000310354704,0.2795005537511336,0.9999999993910067,0.7000000310354704
0.076,0.7000000293472652,0.7000000293472652,0.2795005537005359,0.9999999993740389,0.7000000293472652
0.077,0.70000002765906,0.70000002765906,0.2795005536499382,0.9999999993570713,0.70000002765906
0.078,0.7000000259708549,0.7000000259708549,0.2795005535993405,0.9999999993401034,0.7000000259708549
0.079,0.7000000242826498,0.7000000242826498,0.2795005535487428,0.9999999993231357,0.7000000242826498
0.08,0.7000000225944445,0.7000000225944445,0.279500553498145,0.999999999306168,0.7000000225944445
0.081,0.7000000209062391,0.7000000209062391,0.2795005534475473,0.9999999992892002,0.7000000209062391
0.082,0.7000000192180342,0.7000000192180342,0.2795005533969497,0.9999999992722325,0.7000000192180342
0.083,0.7000000175298291,0.7000000175298291,0.2795005533463519,0.9999999992552647,0.7000000175298291
0.08400000000000001,0.700000015841624,0.700000015841624,0.2795005532957542,0.999999999238297,0.700000015841624
0.08500000000000001,0.7000000146386282,0.7000000146386282,0.2795005532456009,0.9999999992320736,0.7000000146386282
0.08599999999999999,0.7000000139659877,0.7000000139659877,0.2795005531959334,0.9999999992375944,0.7000000139659877
0.08699999999999999,0.700000013293347,0.700000013293347,0.2795005531462659,0.9999999992431151,0.700000013293347
0.08799999999999999,0.7000000126207063,0.7000000126207063,0.2795005530965984,0.9999999992486359,0.7000000126207063
0.089,0.7000000119480658,0.7000000119480658,0.2795005530469309,0.9999999992541566,0.7000000119480658
0.09,0.7000000112754252,0.7000000112754252,0.2795005529972634,0.9999999992596774,0.7000000112754252
0.091,0.7000000106027846,0.7000000106027846,0.2795005529475958,0.9999999992651981,0.7000000106027846
0.092,0.7000000099301439,0.7000000099301439,0.2795005528979283,0.999999999270719,0.7000000099301439
0.093,0.7000000092575037,0.7000000092575037,0.2795005528482609,0.9999999992762398,0.7000000092575037
0.094,0.700000008584863,0.700000008584863,0.2795005527985934,0.9999999992817605,0.700000008584863
0.095,0.7000000079122226,0.7000000079122226,0.2795005527489259,0.9999999992872813,0.7000000079122226
0.096,0.7000000072395818,0.7000000072395818,0.2795005526992583,0.999999999292802,0.7000000072395818
0.097,0.7000000065669411,0.7000000065669411,0.2795005526495908,0.9999999992983228,0.7000000065669411
0.098,0.7000000058943006,0.7000000058943006,0.2795005525999233,0.9999999993038435,0.7000000058943006
0.099,0.7000000052216601,0.7000000052216601,0.2795005525502559,0.9999999993093643,0.7000000052216601
0.1,0.7000000045490196,0.7000000045490196,0.2795005525005884,0.999999999314885,0.7000000045490196
0.101,0.7000000038763786,0.7000000038763786,0.2795005524509208,0.9999999993204058,0.7000000038763786
0.102,0.7000000032037381,0.7000000032037381,0.2795005524012533,0.9999999993259265,0.7000000032037381
0.103,0.7000000025310976,0.7000000025310976,0.2795005523515858,0.9999999993314473,0.7000000025310976
0.104,0.7000000018584572,0.7000000018584572,0.2795005523019184,0.9999999993369681,0.7000000018584572
0.105,0.7000000011858167,0.7000000011858167,0.2795005522522509,0.999999999342489,0.7000000011858167
0.106,0.700000000513176,0.700000000513176,0.2795005522025833,0.9999999993480098,0.700000000513176
0.107,0.6999999998405353,0.6999999998405353,0.2795005521529158,0.9999999993535305,0.6999999998405353
0.108,0.6999999991678947,0.6999999991678947,0.2795005521032483,0.9999999993590512,0.6999999991678947
0.109,0.6999999984952544,0.6999999984952544,0.2795005520535808,0.9999999993645721,0.6999999984952544
0.11,0.6999999978226137,0.6999999978226137,0.2795005520039133,0.9999999993700928,0.6999999978226137
0.111,0.6999999971499732,0.6999999971499732,0.2795005519542458,0.9999999993756136,0.6999999971499732
0.112,0.6999999964773324,0.6999999964773324,0.2795005519045782,0.9999999993811343,0.6999999964773324
0.113,0.699999995804692,0.699999995804692,0.2795005518549107,0.9999999993866551,0.699999995804692
0.114,0.6999999951320515,0.6999999951320515,0.2795005518052433,0.9999999993921759,0.6999999951320515
0.115,0.6999999944594109,0.6999999944594109,0.2795005517555758,0.9999999993976967,0.6999999944594109
0.116,0.6999999937867702,0.6999999937867702,0.2795005517059083,0.9999999994032174,0.6999999937867702
0.117,0.6999999931141297,0.6999999931141297,0.2795005516562408,0.9999999994087382,0.6999999931141297
0.118,0.6999999924414892,0.6999999924414892,0.2795005516065733,0.999999999414259,0.6999999924414892
0.119,0.6999999917688485,0.6999999917688485,0.2795005515569058,0.9999999994197797,0.6999999917688485
0.12,0.6999999910962078,0.6999999910962078,0.2795005515072383,0.9999999994253004,0.6999999910962078
0.121,0.6999999904235673,0.6999999904235673,0.2795005514575708,0.9999999994308212,0.6999999904235673
0.122,0.6999999897509268,0.6999999897509268,0.2795005514079032,0.999999999436342,0.6999999897509268
0.123,0.6999999890782861,0.6999999890782861,0.2795005513582357,0.9999999994418627,0.6999999890782861
0.124,0.6999999884056455,0.6999999884056455,0.2795005513085682,0.9999999994473835,0.6999999884056455
0.125,0.699999987733005,0.699999987733005,0.2795005512589007,0.9999999994529042,0.699999987733005
0.126,0.6999999870603646,0.6999999870603646,0.2795005512092332,0.999999999458425,0.6999999870603646
0.127,0.6999999863877239,0.6999999863877239,0.2795005511595658,0.9999999994639459,0.6999999863877239
0.128,0.6999999857150832,0.6999999857150832,0.2795005511098982,0.9999999994694666,0.6999999857150832
0.129,0.6999999850424427,0.6999999850424427,0.2795005510602308,0.9999999994749874,0.6999999850424427
0.13,0.6999999843698022,0.6999999843698022,0.2795005510105632,0.9999999994805081,0.6999999843698022
0.131,0.6999999836971615,0.6999999836971615,0.2795005509608958,0.9999999994860288,0.6999999836971615
0.132,0.6999999830245208,0.6999999830245208,0.2795005509112282,0.9999999994915496,0.6999999830245208
0.133,0.6999999823518803,0.6999999823518803,0.2795005508615608,0.9999999994970705,0.6999999823518803
0.134,0.6999999816792396,0.6999999816792396,0.2795005508118932,0.9999999995025911,0.6999999816792396
0.135,0.6999999810065992,0.6999999810065992,0.2795005507622257,0.9999999995081119,0.6999999810065992
0.136,0.6999999803339587,0.6999999803339587,0.2795005507125583,0.9999999995136326,0.6999999803339587
0.137,0.6999999796613182,0.6999999796613182,0.2795005506628907,0.9999999995191536,0.6999999796613182
0.138,0.6999999789886775,0.6999999789886775,0.2795005506132232,0.9999999995246743,0.6999999789886775
0.139,0.6999999783160371,0.6999999783160371,0.2795005505635558,0.9999999995301951,0.6999999783160371
0.14,0.6999999776433964,0.6999999776433964,0.2795005505138882,0.9999999995357158,0.6999999776433964
0.141,0.699999976970756,0.699999976970756,0.2795005504642207,0.9999999995412365,0.699999976970756
0.142,0.6999999762981149,0.6999999762981149,0.2795005504145532,0.9999999995467573,0.6999999762981149
0.143,0.6999999756254747,0.6999999756254747,0.2795005503648857,0.999999999552278,0.6999999756254747
0.144,0.6999999749528341,0.6999999749528341,0.2795005503152182,0.9999999995577988,0.6999999749528341
0.145,0.6999999742801934,0.6999999742801934,0.2795005502655507,0.9999999995633195,0.6999999742801934
0.146,0.6999999736075528,0.6999999736075528,0.2795005502158832,0.9999999995688403,0.6999999736075528
0.147,0.6999999729349121,0.6999999729349121,0.2795005501662157,0.9999999995743611,0.6999999729349121
0.148,0.6999999722622716,0.6999999722622716,0.2795005501165482,0.9999999995798819,0.6999999722622716
0.149,0.6999999715896312,0.6999999715896312,0.2795005500668807,0.9999999995854028,0.6999999715896312
0.15,0.6999999709169906,0.6999999709169906,0.2795005500172132,0.9999999995909233,0.6999999709169906
0.151,0.6999999702443499,0.6999999702443499,0.2795005499675456,0.9999999995964443,0.6999999702443499
0.152,0.6999999695717094,0.6999999695717094,0.2795005499178781,0.9999999996019651,0.6999999695717094
0.153,0.6999999688990687,0.6999999688990687,0.2795005498682107,0.9999999996074856,0.6999999688990687
0.154,0.6999999682264283,0.6999999682264283,0.2795005498185433,0.9999999996130065,0.6999999682264283
0.155,0.6999999675537876,0.6999999675537876,0.2795005497688756,0.9999999996185274,0.6999999675537876
0.156,0.6999999668811471,0.6999999668811471,0.2795005497192082,0.9999999996240481,0.6999999668811471
0.157,0.6999999662085065,0.6999999662085065,0.2795005496695407,0.9999999996295686,0.6999999662085065
0.158,0.699999965535866,0.699999965535866,0.2795005496198731,0.9999999996350896,0.699999965535866
0.159,0.6999999648632255,0.6999999648632255,0.2795005495702058,0.9999999996406104,0.6999999648632255
0.16,0.6999999641905849,0.6999999641905849,0.2795005495205381,0.9999999996461312,0.6999999641905849
0.161,0.6999999635179442,0.6999999635179442,0.2795005494708707,0.9999999996516519,0.6999999635179442
0.162,0.6999999628453036,0.6999999628453036,0.2795005494212032,0.9999999996571726,0.6999999628453036
0.163,0.699999962172663,0.699999962172663,0.2795005493715357,0.9999999996626934,0.699999962172663
0.164,0.6999999615000223,0.6999999615000223,0.2795005493218682,0.9999999996682142,0.6999999615000223
0.165,0.6999999608273819,0.6999999608273819,0.2795005492722006,0.999999999673735,0.6999999608273819
0.166,0.6999999601547414,0.6999999601547414,0.2795005492225332,0.9999999996792558,0.6999999601547414
0.167,0.699999959791424,0.699999959791424,0.2795005492262472,0.9999999996825801,0.699999959791424
0.168,0.6999999596733522,0.6999999596733522,0.2795005492722846,0.9999999996841634,0.6999999596733522
0.169,0.6999999595552802,0.6999999595552802,0.2795005493183219,0.9999999996857466,0.6999999595552802
0.17,0.6999999594372082,0.6999999594372082,0.2795005493643592,0.9999999996873297,0.6999999594372082
0.171,0.6999999593191362,0.6999999593191362,0.2795005494103966,0.9999999996889128,0.6999999593191362
0.172,0.6999999592010643,0.6999999592010643,0.2795005494564339,0.9999999996904959,0.6999999592010643
0.173,0.6999999590829922,0.6999999590829922,0.2795005495024712,0.9999999996920792,0.6999999590829922
0.174,0.6999999589649198,0.6999999589649198,0.2795005495485085,0.9999999996936623,0.6999999589649198
0.175,0.6999999588468478,0.6999999588468478,0.2795005495945458,0.9999999996952454,0.6999999588468478
0.176,0.699999958728776,0.699999958728776,0.2795005496405832,0.9999999996968287,0.699999958728776
0.177,0.699999958610704,0.699999958610704,0.2795005496866205,0.9999999996984118,0.699999958610704
0.178,0.699999958492632,0.699999958492632,0.2795005497326578,0.9999999996999951,0.699999958492632
0.179,0.69999995837456,0.69999995837456,0.2795005497786952,0.999999999701578,0.69999995837456
0.18,0.699999958256488,0.699999958256488,0.2795005498247325,0.9999999997031613,0.699999958256488
0.181,0.6999999581384158,0.6999999581384158,0.2795005498707697,0.9999999997047444,0.6999999581384158
0.182,0.6999999580203438,0.6999999580203438,0.2795005499168071,0.9999999997063276,0.6999999580203438
0.183,0.6999999579022717,0.6999999579022717,0.2795005499628445,0.9999999997079109,0.6999999579022717
0.184,0.6999999577841999,0.6999999577841999,0.2795005500088818,0.999999999709494,0.6999999577841999
0.185,0.6999999576661278,0.6999999576661278,0.2795005500549191,0.9999999997110771,0.6999999576661278
0.186,0.6999999575480556,0.6999999575480556,0.2795005501009563,0.9999999997126603,0.6999999575480556
0.187,0.6999999574299837,0.6999999574299837,0.2795005501469937,0.9999999997142435,0.6999999574299837
0.188,0.6999999573119117,0.6999999573119117,0.2795005501930309,0.9999999997158265,0.6999999573119117
0.189,0.6999999571938393,0.6999999571938393,0.2795005502390683,0.9999999997174097,0.6999999571938393
0.19,0.6999999570757675,0.6999999570757675,0.2795005502851057,0.9999999997189928,0.6999999570757675
0.191,0.6999999569576956,0.6999999569576956,0.279500550331143,0.9999999997205761,0.6999999569576956
0.192,0.6999999568396235,0.6999999568396235,0.2795005503771804,0.9999999997221592,0.6999999568396235
0.193,0.6999999567215515,0.6999999567215515,0.2795005504232176,0.9999999997237424,0.6999999567215515
0.194,0.6999999566034792,0.6999999566034792,0.2795005504692549,0.9999999997253255,0.6999999566034792
0.195,0.6999999564854075,0.6999999564854075,0.2795005505152923,0.9999999997269088,0.6999999564854075
0.196,0.6999999563673354,0.6999999563673354,0.2795005505613296,0.999999999728492,0.6999999563673354
0.197,0.6999999562492634,0.6999999562492634,0.2795005506073669,0.9999999997300751,0.6999999562492634
0.198,0.6999999561311911,0.6999999561311911,0.2795005506534042,0.9999999997316582,0.6999999561311911
0.199,0.6999999560131192,0.6999999560131192,0.2795005506994415,0.9999999997332415,0.6999999560131192
0.2,0.6999999558950472,0.6999999558950472,0.2795005507454789,0.9999999997348246,0.6999999558950472
0.201,0.6999999557769752,0.6999999557769752,0.2795005507915162,0.9999999997364076,0.6999999557769752
0.202,0.6999999556589032,0.6999999556589032,0.2795005508375535,0.9999999997379909,0.6999999556589032
0.203,0.6999999555408313,0.6999999555408313,0.2795005508835909,0.999999999739574,0.6999999555408313
0.204,0.6999999554227591,0.6999999554227591,0.2795005509296282,0.9999999997411574,0.6999999554227591
0.205,0.6999999553046871,0.6999999553046871,0.2795005509756654,0.9999999997427403,0.6999999553046871
0.206,0.699999955186615,0.699999955186615,0.2795005510217028,0.9999999997443234,0.699999955186615
0.207,0.699999955068543,0.699999955068543,0.27950055106774,0.9999999997459066,0.699999955068543
0.208,0.6999999549504708,0.6999999549504708,0.2795005511137775,0.9999999997474897,0.6999999549504708
0.209,0.6999999548323991,0.6999999548323991,0.2795005511598148,0.9999999997490729,0.6999999548323991
0.21,0.6999999547143267,0.6999999547143267,0.279500551205852,0.9999999997506561,0.6999999547143267
0.211,0.6999999545962549,0.6999999545962549,0.2795005512518895,0.9999999997522394,0.6999999545962549
0.212,0.6999999544781826,0.6999999544781826,0.2795005512979267,0.9999999997538225,0.6999999544781826
0.213,0.6999999543601109,0.6999999543601109,0.2795005513439641,0.9999999997554057,0.6999999543601109
0.214,0.6999999542420388,0.6999999542420388,0.2795005513900014,0.9999999997569887,0.6999999542420388
0.215,0.6999999541239667,0.6999999541239667,0.2795005514360386,0.9999999997585719,0.6999999541239667
0.216,0.6999999540058948,0.6999999540058948,0.279500551482076,0.9999999997601551,0.6999999540058948
0.217,0.6999999538878227,0.6999999538878227,0.2795005515281133,0.9999999997617383,0.6999999538878227
0.218,0.6999999537697507,0.6999999537697507,0.2795005515741506,0.9999999997633215,0.6999999537697507
0.219,0.6999999536516786,0.6999999536516786,0.2795005516201879,0.9999999997649046,0.6999999536516786
0.22,0.6999999535336067,0.6999999535336067,0.2795005516662253,0.9999999997664878,0.6999999535336067
0.221,0.6999999534155346,0.6999999534155346,0.2795005517122626,0.9999999997680709,0.6999999534155346
0.222,0.6999999532974627,0.6999999532974627,0.2795005517583,0.999999999769654,0.6999999532974627
0.223,0.6999999531793905,0.6999999531793905,0.2795005518043372,0.9999999997712373,0.6999999531793905
0.224,0.6999999530613185,0.6999999530613185,0.2795005518503746,0.9999999997728204,0.6999999530613185
0.225,0.6999999529432466,0.6999999529432466,0.2795005518964119,0.9999999997744036,0.6999999529432466
0.226,0.6999999528251745,0.6999999528251745,0.2795005519424493,0.9999999997759867,0.6999999528251745
0.227,0.6999999527071026,0.6999999527071026,0.2795005519884866,0.9999999997775698,0.6999999527071026
0.228,0.6999999525890302,0.6999999525890302,0.2795005520345238,0.999999999779153,0.6999999525890302
0.229,0.6999999524709583,0.6999999524709583,0.2795005520805611,0.9999999997807363,0.6999999524709583
0.23,0.6999999523528864,0.6999999523528864,0.2795005521265985,0.9999999997823193,0.6999999523528864
0.231,0.699999952234814,0.699999952234814,0.2795005521726358,0.9999999997839024,0.699999952234814
0.232,0.6999999521167423,0.6999999521167423,0.2795005522186731,0.9999999997854857,0.6999999521167423
0.233,0.6999999519986702,0.6999999519986702,0.2795005522647104,0.9999999997870689,0.6999999519986702
0.234,0.6999999518805984,0.6999999518805984,0.2795005523107478,0.9999999997886521,0.6999999518805984
0.235,0.6999999517625259,0.6999999517625259,0.2795005523567851,0.9999999997902351,0.6999999517625259
0.236,0.6999999516444541,0.6999999516444541,0.2795005524028224,0.9999999997918184,0.6999999516444541
0.237,0.6999999515263819,0.6999999515263819,0.2795005524488597,0.9999999997934015,0.6999999515263819
0.238,0.6999999514083102,0.6999999514083102,0.2795005524948971,0.9999999997949847,0.6999999514083102
0.239,0.699999951290238,0.699999951290238,0.2795005525409343,0.9999999997965677,0.699999951290238
0.24,0.6999999511721661,0.6999999511721661,0.2795005525869717,0.9999999997981509,0.6999999511721661
0.241,0.6999999510540938,0.6999999510540938,0.279500552633009,0.9999999997997342,0.6999999510540938
0.242,0.699999950936022,0.699999950936022,0.2795005526790463,0.9999999998013173,0.699999950936022
0.243,0.6999999508179499,0.6999999508179499,0.2795005527250837,0.9999999998029004,0.6999999508179499
0.244,0.6999999506998777,0.6999999506998777,0.279500552771121,0.9999999998044836,0.6999999506998777
0.245,0.6999999505818059,0.6999999505818059,0.2795005528171583,0.9999999998060668,0.6999999505818059
0.246,0.699999950463734,0.699999950463734,0.2795005528631957,0.9999999998076499,0.699999950463734
0.247,0.6999999503456615,0.6999999503456615,0.2795005529092329,0.9999999998092332,0.6999999503456615
0.248,0.6999999502275898,0.6999999502275898,0.2795005529552702,0.9999999998108162,0.6999999502275898
0.249,0.6999999501095175,0.6999999501095175,0.2795005530013076,0.9999999998123994,0.6999999501095175
0.25,0.6999999499914455,0.6999999499914455,0.2795005530473449,0.9999999998139825,0.6999999499914455
0.251,0.6999999498733738,0.6999999498733738,0.2795005530933823,0.9999999998155658,0.6999999498733738
0.252,0.6999999497553017,0.6999999497553017,0.2795005531394196,0.9999999998171489,0.6999999497553017
0.253,0.6999999496372296,0.6999999496372296,0.2795005531854569,0.9999999998187321,0.6999999496372296
0.254,0.6999999495191576,0.6999999495191576,0.2795005532314942,0.9999999998203153,0.6999999495191576
0.255,0.6999999494010856,0.6999999494010856,0.2795005532775315,0.9999999998218985,0.6999999494010856
0.256,0.6999999492830133,0.6999999492830133,0.2795005533235688,0.9999999998234815,0.6999999492830133
0.257,0.6999999491649415,0.6999999491649415,0.2795005533696061,0.9999999998250647,0.6999999491649415
0.258,0.6999999490468696,0.6999999490468696,0.2795005534156435,0.9999999998266479,0.6999999490468696
0.259,0.6999999489287977,0.6999999489287977,0.2795005534616809,0.9999999998282311,0.6999999489287977
0.26,0.6999999488107252,0.6999999488107252,0.2795005535077181,0.9999999998298142,0.6999999488107252
0.261,0.6999999486926533,0.6999999486926533,0.2795005535537554,0.9999999998313974,0.6999999486926533
0.262,0.6999999485745814,0.6999999485745814,0.2795005535997928,0.9999999998329805,0.6999999485745814
0.263,0.6999999484565093,0.6999999484565093,0.27950055364583,0.9999999998345637,0.6999999484565093
0.264,0.6999999483384373,0.6999999483384373,0.2795005536918674,0.9999999998361467,0.6999999483384373
0.265,0.6999999482203652,0.6999999482203652,0.2795005537379047,0.99999999983773,0.6999999482203652
0.266,0.6999999481022932,0.6999999481022932,0.279500553783942,0.9999999998393132,0.6999999481022932
0.267,0.6999999479842212,0.6999999479842212,0.2795005538299794,0.9999999998408964,0.6999999479842212
0.268,0.6999999478661489,0.6999999478661489,0.2795005538760166,0.9999999998424794,0.6999999478661489
0.269,0.6999999477480772,0.6999999477480772,0.279500553922054,0.9999999998440626,0.6999999477480772
0.27,0.6999999476300051,0.6999999476300051,0.2795005539680914,0.9999999998456458,0.6999999476300051
0.271,0.6999999475119331,0.6999999475119331,0.2795005540141287,0.999999999847229,0.6999999475119331
0.272,0.699999947393861,0.699999947393861,0.2795005540601659,0.999999999848812,0.699999947393861
0.273,0.6999999472757888,0.6999999472757888,0.2795005541062032,0.9999999998503953,0.6999999472757888
0.274,0.6999999471577167,0.6999999471577167,0.2795005541522406,0.9999999998519784,0.6999999471577167
0.275,0.6999999470396449,0.6999999470396449,0.279500554198278,0.9999999998535615,0.6999999470396449
0.276,0.6999999469215729,0.6999999469215729,0.2795005542443153,0.9999999998551448,0.6999999469215729
0.277,0.6999999468035009,0.6999999468035009,0.2795005542903526,0.9999999998567278,0.6999999468035009
0.278,0.6999999466854289,0.6999999466854289,0.2795005543363899,0.9999999998583112,0.6999999466854289
0.279,0.6999999465673566,0.6999999465673566,0.2795005543824273,0.9999999998598943,0.6999999465673566
0.28,0.6999999464492848,0.6999999464492848,0.2795005544284645,0.9999999998614775,0.6999999464492848
