"time","WT3.injector.PInjPu","WT3.injector.QInjPu","WT3.injector.UPu"
0,0.7000002892192677,0.27950008276279087,1.0353385201309362
0.001,0.7000002885607848,0.27950007736005605,1.0353385193797804
0.002,0.7000002866923276,0.27950007042623104,1.0353385184304407
0.003,0.7000002838174859,0.27950006230557034,1.0353385173284593
0.004,0.7000002801469701,0.27950005335742606,1.0353385161214028
0.005,0.700000275627148,0.27950004349036894,1.0353385147971692
0.006,0.7000002708109356,0.27950003358028686,1.0353385134711324
0.007,0.7000002655641955,0.27950002341468916,1.035338512115302
0.008,0.7000002598334475,0.2795000129088572,1.0353385107185196
0.009,0.7000002536186923,0.279500002062791,1.035338509280785
0.01,0.700000246919929,0.2794999908764905,1.0353385078020976
0.011,0.7000002405637716,0.2794999804029617,1.0353385064188385
0.012,0.7000002343101975,0.27949997033644447,1.035338505091407
0.013,0.7000002279425644,0.27949996040096314,1.0353385037840597
0.014,0.7000002214608722,0.2794999505965175,1.0353385024967967
0.015,0.7000002148651212,0.2794999409231078,1.0353385012296186
0.016,0.7000002081553113,0.27949993138073387,1.0353384999825241
0.017,0.7000002013314425,0.2794999219693959,1.0353384987555148
0.018,0.7000001943935148,0.2794999126890937,1.0353384975485893
0.019,0.700000187341528,0.2794999035398273,1.0353384963617485
0.02,0.7000001801754826,0.2794998945215967,1.035338495194992
0.021,0.7000001734780076,0.2794998859832703,1.0353384940890724
0.022,0.7000001673625628,0.27949987799278614,1.0353384930519258
0.023,0.7000001613413197,0.27949987025804046,1.0353384920494306
0.024,0.7000001554142783,0.27949986277903344,1.0353384910815868
0.025,0.7000001495814381,0.2794998555557649,1.0353384901483942
0.026,0.7000001438427994,0.27949984858823484,1.035338489249853
0.027,0.7000001381983623,0.2794998418764434,1.035338488385963
0.028,0.7000001326481265,0.2794998354203905,1.0353384875567246
0.029,0.7000001271920921,0.279499829220076,1.0353384867621374
0.03,0.7000001218302595,0.27949982327550016,1.0353384860022017
0.031,0.7000001165626281,0.2794998175866628,1.035338485276917
0.032,0.7000001113891984,0.279499812153564,1.0353384845862839
0.033,0.7000001063099701,0.27949980697620375,1.0353384839303021
0.034,0.7000001013249433,0.27949980205458197,1.0353384833089718
0.035,0.7000000964341178,0.2794997973886988,1.0353384827222925
0.036,0.700000091637494,0.2794997929785541,1.0353384821702647
0.037,0.7000000869350718,0.27949978882414805,1.0353384816528886
0.038,0.7000000823268506,0.27949978492548033,1.0353384811701634
0.039,0.7000000778128312,0.27949978128255126,1.0353384807220896
0.04,0.7000000733930132,0.2794997778953606,1.0353384803086674
0.041,0.7000000690680098,0.2794997747130281,1.0353384799227243
0.042,0.7000000648526973,0.2794997705008333,1.0353384793902216
0.043,0.7000000607330796,0.2794997664203991,1.0353384788748947
0.044,0.7000000567091573,0.2794997624717256,1.0353384783767443
0.045,0.7000000527809302,0.2794997586548127,1.0353384778957695
0.046,0.7000000489483984,0.27949975496966056,1.0353384774319712
0.047,0.7000000452115616,0.2794997514162689,1.0353384769853484
0.048,0.7000000415704202,0.27949974799463817,1.0353384765559024
0.049,0.7000000380249741,0.279499744704768,1.0353384761436324
0.05,0.700000034575223,0.27949974154665835,1.035338475748538
0.051,0.7000000312211672,0.2794997385203095,1.0353384753706203
0.052,0.7000000279628062,0.2794997356257213,1.035338475009878
0.053,0.7000000248001409,0.2794997328628937,1.0353384746663123
0.054,0.7000000217331709,0.2794997302318269,1.0353384743399228
0.055,0.7000000187618957,0.2794997277325205,1.035338474030709
0.056,0.7000000158863159,0.27949972536497497,1.0353384737386715
0.057,0.7000000131064312,0.27949972312919,1.03533847346381
0.058,0.7000000104222418,0.27949972102516585,1.0353384732061248
0.059,0.7000000078337476,0.27949971905290216,1.0353384729656157
0.06,0.7000000053409483,0.2794997172123992,1.0353384727422825
0.061,0.7000000029438446,0.27949971550365693,1.0353384725361252
0.062,0.700000000642436,0.2794997139266753,1.0353384723471444
0.063,0.6999999984367224,0.2794997124814543,1.0353384721753396
0.064,0.6999999963267043,0.279499711167994,1.0353384720207106
0.065,0.6999999943123812,0.27949970998629425,1.0353384718832581
0.066,0.6999999923937535,0.27949970893635534,1.0353384717629817
0.067,0.699999990570821,0.279499708018177,1.0353384716598812
0.068,0.6999999888435835,0.2794997072317592,1.0353384715739569
0.069,0.6999999872120412,0.2794997065771021,1.0353384715052083
0.07,0.6999999856761938,0.27949970605420565,1.035338471453636
0.071,0.699999984236042,0.2794997056630699,1.0353384714192402
0.072,0.6999999828915856,0.2794997054036949,1.0353384714020202
0.073,0.6999999816428242,0.2794997052760804,1.0353384714019764
0.074,0.699999980489758,0.27949970528022666,1.0353384714191085
0.075,0.6999999794323868,0.27949970541613345,1.0353384714534166
0.076,0.6999999784707109,0.279499705683801,1.035338471504901
0.077,0.6999999776047305,0.27949970608322916,1.0353384715735616
0.078,0.6999999768344449,0.279499706614418,1.035338471659398
0.079,0.6999999761598549,0.2794997072773675,1.035338471762411
0.08,0.6999999755809599,0.2794997080720777,1.0353384718825998
0.081,0.6999999750977601,0.2794997089985485,1.0353384720199645
0.082,0.6999999745977961,0.2794997098826524,1.0353384721516057
0.083,0.6999999728632504,0.27949970883877323,1.0353384720295402
0.084,0.6999999711558945,0.2794997078205831,1.0353384719107013
0.085,0.6999999694757275,0.2794997068280817,1.0353384717950884
0.086,0.6999999678227495,0.27949970586126915,1.0353384716827019
0.087,0.6999999661969614,0.27949970492014564,1.035338471573542
0.088,0.699999964598362,0.279499704004711,1.035338471467608
0.089,0.699999963026952,0.2794997031149652,1.0353384713649008
0.09,0.699999961482731,0.27949970225090837,1.0353384712654194
0.091,0.6999999599656994,0.2794997014125403,1.0353384711691647
0.092,0.6999999584758574,0.27949970059986134,1.0353384710761364
0.093,0.699999957013204,0.2794996998128711,1.0353384709863338
0.094,0.6999999555777402,0.2794996990515699,1.0353384708997582
0.095,0.6999999541694655,0.2794996983159575,1.0353384708164086
0.096,0.6999999527883799,0.27949969760603394,1.0353384707362852
0.097,0.6999999514344839,0.27949969692179943,1.0353384706593884
