"time","reducedOrderSFR.deltaFrequency"
8.94,-1.020629206926693
8.944000000000001,-1.020313607952378
8.948,-1.019998621478456
8.952,-1.019684246732548
8.956,-1.019370482942443
8.960000000000001,-1.019057329336101
8.964,-1.018744785141669
8.968,-1.018432849587478
8.972,-1.018121521902057
8.976000000000001,-1.017810801314135
8.98,-1.017500687052655
8.984,-1.017191178346772
8.988,-1.016882274425867
8.992000000000001,-1.016573974519553
8.996,-1.016266277857678
9,-1.015959183670339
9.004,-1.015652689952404
9.007999999999999,-1.015346792286256
9.012,-1.015041494410964
9.016,-1.01473679554609
9.02,-1.014432694911284
9.023999999999999,-1.014129191726287
9.028,-1.013826285210937
9.032,-1.013523974585179
9.036,-1.013222259069064
9.039999999999999,-1.012921137882759
9.044,-1.012620610246554
9.048,-1.012320675380862
9.052,-1.01202133250623
9.055999999999999,-1.011722580843342
9.06,-1.011424419613026
9.064,-1.011126848036259
9.068,-1.010829865334171
9.071999999999999,-1.010533470728054
9.076000000000001,-1.010237663439367
9.08,-1.009942442689737
9.084,-1.009647807700973
9.087999999999999,-1.009353757695064
9.092000000000001,-1.009060291894188
9.096,-1.008767409520717
9.1,-1.008475109797225
9.103999999999999,-1.008183391946489
9.108000000000001,-1.0078922551915
9.112,-1.007601698755465
9.116,-1.007311721861812
9.119999999999999,-1.007022323734198
9.124000000000001,-1.006733503596517
9.128,-1.006445260672899
9.132,-1.00615759418772
9.135999999999999,-1.005870503365608
9.140000000000001,-1.005583987431448
9.144,-1.005298045610385
9.148,-1.005012677127835
9.151999999999999,-1.004727881209485
9.156000000000001,-1.004443657081302
9.16,-1.00416000396954
9.164,-1.00387692110074
9.167999999999999,-1.003594407701743
9.172000000000001,-1.003312462999689
9.176,-1.003031086222027
9.18,-1.002750276596519
9.183999999999999,-1.002470033351246
9.188000000000001,-1.002190355714614
9.192,-1.001911242915359
9.196,-1.001632694182552
9.199999999999999,-1.001354708745607
9.204000000000001,-1.001077285834284
9.208,-1.000800424678697
9.212,-1.000524124509319
9.215999999999999,-1.000248384556985
9.220000000000001,-0.9999732040529012
9.224,-0.999698582228651
9.228,-0.9994245183161963
9.231999999999999,-0.9991510115478878
9.236000000000001,-0.9988780611564678
9.24,-0.9986056663750771
9.244,-0.9983338264372603
9.247999999999999,-0.9980625405769722
9.252000000000001,-0.9977918080285815
9.256,-0.9975216280268795
9.26,-0.9972519998070829
9.263999999999999,-0.9969829226048409
9.268000000000001,-0.9967143956562398
9.272,-0.996446418197811
9.276,-0.996178985786797
9.279999999999999,-0.9959120996358723
9.284000000000001,-0.9956457603619608
9.288,-0.9953799671934543
9.292,-0.9951147193590509
9.295999999999999,-0.9948500160877586
9.300000000000001,-0.9945858566089003
9.304,-0.994322240152119
9.308,-0.9940591659473804
9.311999999999999,-0.9937966332249794
9.316000000000001,-0.9935346412155424
9.32,-0.9932731891500338
9.324,-0.9930122762597603
9.327999999999999,-0.9927519017763728
9.332000000000001,-0.992492064931874
9.336,-0.9922327649586218
9.34,-0.991974001089332
9.343999999999999,-0.9917157725570866
9.348000000000001,-0.9914580785953335
9.352,-0.9912009184378952
9.356,-0.9909442913189709
9.359999999999999,-0.990688196473141
9.364000000000001,-0.9904326331353732
9.368,-0.990177600541025
9.372,-0.9899230979258493
9.375999999999999,-0.9896691245259983
9.380000000000001,-0.9894156795780286
9.384,-0.9891627623189049
9.388,-0.9889103719860058
9.391999999999999,-0.9886585078171253
9.396000000000001,-0.9884071690504818
9.4,-0.9881563549247181
9.404,-0.9879060646789085
9.407999999999999,-0.9876562975525622
9.412000000000001,-0.9874070527856285
9.416,-0.9871583296185011
9.42,-0.9869101272920215
9.423999999999999,-0.986662445047485
9.428000000000001,-0.9864152821266438
9.432,-0.9861686377717123
9.436,-0.985922511225372
9.44,-0.9856769017307744
9.444000000000001,-0.9854318085315463
9.448,-0.985187230871796
9.452,-0.9849431679961139
9.456,-0.9846996191495804
9.460000000000001,-0.9844565835777683
9.464,-0.9842140605267486
9.468,-0.9839720492430954
9.472,-0.9837305489738875
9.476000000000001,-0.9834895589667153
9.48,-0.9832490784696858
9.484,-0.9830091067314242
9.488,-0.9827696430010817
9.492000000000001,-0.9825306865283374
9.496,-0.9822922365634044
9.5,-0.9820542923570329
9.504,-0.9818168531605159
9.507999999999999,-0.9815799182256928
9.512,-0.9813434868049538
9.516,-0.9811075581512457
9.52,-0.9808721315180748
9.523999999999999,-0.9806372061595123
9.528,-0.9804027813301974
9.532,-0.9801688562853442
9.536,-0.979935430280743
9.539999999999999,-0.9797025025727684
9.544,-0.9794700709541404
9.548,-0.9792381310049613
9.552,-0.9790066867199441
9.555999999999999,-0.9787757373453418
9.56,-0.9785452821278046
9.564,-0.9783153203143808
9.568,-0.9780858511525202
9.571999999999999,-0.9778568738900777
9.576000000000001,-0.977628387775315
9.58,-0.9774003920569043
9.584,-0.9771728859839321
9.587999999999999,-0.9769458688059002
9.592000000000001,-0.9767193397727305
9.596,-0.9764932981347663
9.6,-0.9762677431427766
9.603999999999999,-0.9760426740479582
9.608000000000001,-0.9758180901019388
9.612,-0.9755939905567803
9.616,-0.9753703746649819
9.619999999999999,-0.9751472416794815
9.624000000000001,-0.9749245908536607
9.628,-0.9747024214413463
9.632,-0.9744807326968139
9.635999999999999,-0.9742595238747904
9.640000000000001,-0.974038794230458
9.644,-0.9738185430194553
9.648,-0.9735987694978819
9.651999999999999,-0.9733794729223002
9.656000000000001,-0.9731606525497398
9.66,-0.9729423076376986
9.664,-0.9727244374441466
9.667999999999999,-0.9725070412275296
9.672000000000001,-0.9722901182467704
9.676,-0.9720736677612731
9.68,-0.9718576890309267
9.683999999999999,-0.971642181316105
9.688000000000001,-0.9714271438776736
9.692,-0.9712125759769888
9.696,-0.970998476875904
9.699999999999999,-0.9707848458367712
9.704000000000001,-0.970571682122442
9.708,-0.9703589849962747
9.712,-0.9701467537221338
9.715999999999999,-0.9699349875643939
9.720000000000001,-0.9697236857879431
9.724,-0.9695128476581862
9.728,-0.9693024724410464
9.731999999999999,-0.9690925594029693
9.736000000000001,-0.9688831078109257
9.74,-0.9686741169324125
9.744,-0.9684655860354602
9.747999999999999,-0.9682575143886313
9.752000000000001,-0.9680499012610252
9.756,-0.9678427459222817
9.76,-0.9676360476425826
9.763999999999999,-0.967429805692655
9.768000000000001,-0.9672240193437749
9.772,-0.9670186878677698
9.776,-0.9668138105370206
9.779999999999999,-0.966609386624467
9.784000000000001,-0.9664054154036077
9.788,-0.9662018961485047
9.792,-0.9659988281337863
9.795999999999999,-0.9657962106346505
9.800000000000001,-0.9655940429268655
9.804,-0.9653923242867756
9.808,-0.9651910539913034
9.811999999999999,-0.9649902313179514
9.816000000000001,-0.9647898555448056
9.82,-0.9645899259505391
9.824,-0.9643904418144148
9.827999999999999,-0.9641914024162876
9.832000000000001,-0.9639928070366076
9.836,-0.9637946549564245
9.84,-0.9635969454573881
9.843999999999999,-0.9633996778217526
9.848000000000001,-0.9632028513323801
9.852,-0.9630064652727425
9.856,-0.9628105189269239
9.859999999999999,-0.9626150115796256
9.864000000000001,-0.9624199425161671
9.868,-0.9622253110224903
9.872,-0.9620311163851615
9.875999999999999,-0.9618373578913747
9.880000000000001,-0.9616440348289552
9.884,-0.961451146486361
9.888,-0.9612586921526869
9.891999999999999,-0.9610666711176674
9.896000000000001,-0.9608750826716801
9.9,-0.9606839261057465
9.904,-0.9604932007115373
9.907999999999999,-0.9603029057813741
9.912000000000001,-0.9601130406082333
9.916,-0.9599236044857477
9.92,-0.95973459670821
9.923999999999999,-0.9595460165705773
9.928000000000001,-0.9593578633684703
9.932,-0.9591701363981804
9.936,-0.9589828349566697
9.94,-0.958795958341576
9.944000000000001,-0.9586095058512143
9.948,-0.9584234767845796
9.952,-0.9582378704413517
9.956,-0.9580526861218959
9.960000000000001,-0.9578679231272664
9.964,-0.9576835807592115
9.968,-0.9574996583201731
9.972,-0.9573161551132924
9.976000000000001,-0.9571330704424109
9.98,-0.9569504036120746
9.984,-0.9567681539275364
9.988,-0.95658632069476
9.992000000000001,-0.9564049032204203
9.996,-0.9562239008119096
10,-0.9560433127773383
10.004,-0.9558631384255381
10.008,-0.955683377066066
10.012,-0.9555040280092065
10.016,-0.9553250905659743
10.02,-0.9551465640481179
10.024,-0.9549684477681217
10.028,-0.9547907410392097
10.032,-0.9546134431753484
10.036,-0.954436553491249
10.04,-0.9542600713023712
10.044,-0.954083995924926
10.048,-0.9539083266758772
10.052,-0.9537330628729471
10.056,-0.9535582038346166
10.06,-0.9533837488801302
10.064,-0.9532096973294983
10.068,-0.9530360485034987
10.072,-0.9528628017236822
10.076,-0.9526899563123741
10.08,-0.9525175115926759
10.084,-0.9523454665601424
10.088,-0.9521738198555436
10.092,-0.9520025717657215
10.096,-0.9518317216158814
10.1,-0.9516612687320082
10.104,-0.9514912124408708
10.108,-0.9513215520700229
10.112,-0.9511522869478083
10.116,-0.9509834164033611
10.12,-0.9508149397666117
10.124,-0.9506468563682855
10.128,-0.9504791655399102
10.132,-0.9503118666138157
10.136,-0.950144958923138
10.14,-0.949978441801823
10.144,-0.9498123145846262
10.148,-0.9496465766071198
10.152,-0.9494812272056927
10.156,-0.9493162657175545
10.16,-0.9491516914807371
10.164,-0.9489875038340998
10.168,-0.9488237021173305
10.172,-0.9486602856709487
10.176,-0.9484972538363083
10.18,-0.9483346059556019
10.184,-0.9481723413718626
10.188,-0.9480104594289649
10.192,-0.9478489594716319
10.196,-0.9476878408454353
10.2,-0.9475271028967974
10.204,-0.9473667449729971
10.208,-0.9472067664221699
10.212,-0.9470471665933129
10.216,-0.9468879448362856
10.22,-0.9467291005018146
10.224,-0.9465706329414957
10.228,-0.9464125415077963
10.232,-0.9462548255540594
10.236,-0.9460974844345057
10.24,-0.9459405175042361
10.244,-0.945783924119236
10.248,-0.9456277036363772
10.252,-0.9454718554134193
10.256,-0.9453163788090166
10.26,-0.9451612731827163
10.264,-0.9450065378949646
10.268,-0.9448521723071088
10.272,-0.9446981757813998
10.276,-0.9445445476809942
10.28,-0.944391287369959
10.284,-0.9442383942132736
10.288,-0.9440858675768315
10.292,-0.9439337068274459
10.296,-0.9437819113328496
10.3,-0.9436304804617003
10.304,-0.9434794135835811
10.308,-0.9433287100690064
10.312,-0.9431783692894216
10.316,-0.9430283906172076
10.32,-0.9428787734256848
10.324,-0.9427295170891132
10.328,-0.9425806209826971
10.332,-0.9424320844825881
10.336,-0.9422839069658874
10.34,-0.9421360878106483
10.344,-0.94198862639588
10.348,-0.9418415221015493
10.352,-0.9416947743085855
10.356,-0.9415483823988811
10.36,-0.9414023457552956
10.364,-0.941256663761658
10.368,-0.9411113358027707
10.372,-0.9409663612644109
10.376,-0.9408217395333358
10.38,-0.9406774699972809
10.384,-0.9405335520449691
10.388,-0.9403899850661089
10.392,-0.9402467684513984
10.396,-0.940103901592529
10.4,-0.9399613838821875
10.404,-0.9398192147140604
10.408,-0.9396773934828335
10.412,-0.9395359195841985
10.416,-0.9393947924148541
10.42,-0.9392540113725081
10.424,-0.9391135758558824
10.428,-0.9389734852647144
10.432,-0.938833738999759
10.436,-0.9386943364627947
10.44,-0.9385552770566223
10.444,-0.9384165601850716
10.448,-0.9382781852530014
10.452,-0.9381401516663043
10.456,-0.9380024588319078
10.46,-0.9378651061577793
10.464,-0.9377280930529277
10.468,-0.9375914189274053
10.472,-0.9374550831923134
10.476,-0.9373190852598019
10.48,-0.9371834245430756
10.484,-0.937048100456394
10.488,-0.9369131124150757
10.492,-0.936778459835502
10.496,-0.9366441421351174
10.5,-0.936510158732435
10.504,-0.936376509047038
10.508,-0.9362431924995825
10.512,-0.936110208511801
10.516,-0.9359775565065056
10.52,-0.9358452359075889
10.524,-0.9357132461400298
10.528,-0.9355815866298934
10.532,-0.9354502568043367
10.536,-0.9353192560916087
10.54,-0.9351885839210556
10.544,-0.9350582397231225
10.548,-0.9349282229293565
10.552,-0.9347985329724092
10.556,-0.9346691692860405
10.56,-0.9345401313051203
10.564,-0.9344114184656326
10.568,-0.9342830302046775
10.572,-0.9341549659604743
10.576,-0.9340272251723644
10.58,-0.9338998072808141
10.584,-0.9337727117274179
10.588,-0.9336459379549006
10.592,-0.9335194854071208
10.596,-0.9333933535290739
10.6,-0.9332675417668943
10.604,-0.9331420495678583
10.608,-0.9330168763803878
10.612,-0.9328920216540527
10.616,-0.9327674848395734
10.62,-0.9326432653888241
10.624,-0.9325193428501348
10.628,-0.9323956816006058
10.632,-0.9322723336080716
10.636,-0.9321492982866569
10.64,-0.9320265750512476
10.644,-0.9319041633174902
10.648,-0.9317820625017941
10.652,-0.9316602720213321
10.656,-0.9315387912940422
10.66,-0.9314176197386281
10.664,-0.9312967567745607
10.668,-0.9311762018220791
10.672,-0.9310559543021907
10.676,-0.9309360136366748
10.68,-0.9308163792480809
10.684,-0.930697050559732
10.688,-0.9305780269957239
10.692,-0.9304593079809281
10.696,-0.9303408929409914
10.7,-0.9302227813023382
10.704,-0.9301049724921706
10.708,-0.92998746593847
10.712,-0.9298702610699987
10.716,-0.9297533573162999
10.72,-0.9296367541076995
10.724,-0.9295204508753075
10.728,-0.929404447051019
10.732,-0.9292887420675137
10.736,-0.9291733353582596
10.74,-0.929058226357513
10.744,-0.9289434145003187
10.748,-0.9288288992225122
10.752,-0.9287146799607209
10.756,-0.9286007561523645
10.76,-0.9284871272356563
10.764,-0.928373792649605
10.768,-0.9282607518340148
10.772,-0.9281480042294871
10.776,-0.9280355492774217
10.78,-0.9279233864200179
10.784,-0.9278115151002747
10.788,-0.9276999347619936
10.792,-0.9275886448497781
10.796,-0.9274776448090355
10.8,-0.9273669340859785
10.804,-0.9272565121276253
10.808,-0.9271463783818014
10.812,-0.9270365322971408
10.816,-0.9269269733230864
10.82,-0.9268177009098919
10.824,-0.9267087145086224
10.828,-0.9266000135711558
10.832,-0.9264915975501837
10.836,-0.9263834658992133
10.84,-0.9262756180725663
10.844,-0.926168053525383
10.848,-0.9260607717136218
10.852,-0.9259537720940594
10.856,-0.9258470541242942
10.86,-0.9257406172627457
10.864,-0.9256344609686563
10.868,-0.925528584702092
10.872,-0.9254229879239436
10.876,-0.9253176700959287
10.88,-0.9252126306805913
10.884,-0.9251078691413039
10.888,-0.925003384942269
10.892,-0.9248991775485186
10.896,-0.9247952464259169
10.9,-0.9246915910411613
10.904,-0.9245882108617822
10.908,-0.9244851053561455
10.912,-0.9243822739934526
10.916,-0.9242797162437432
10.92,-0.9241774315778941
10.924,-0.9240754194676227
10.928,-0.9239736793854859
10.932,-0.9238722108048828
10.936,-0.9237710132000552
10.94,-0.9236700860460886
10.944,-0.923569428818914
10.948,-0.9234690409953079
10.952,-0.9233689220528946
10.956,-0.9232690714701463
10.96,-0.9231694887263845
10.964,-0.9230701733017821
10.968,-0.9229711246773632
10.972,-0.9228723423350044
10.976,-0.9227738257574364
10.98,-0.9226755744282453
10.984,-0.9225775878318729
10.988,-0.9224798654536186
10.992,-0.9223824067796397
10.996,-0.9222852112969536
11,-0.9221882784934378
11.004,-0.9220916078578318
11.008,-0.9219951988797376
11.012,-0.9218990510496214
11.016,-0.9218031638588144
11.02,-0.9217075367995144
11.024,-0.9216121693647856
11.028,-0.9215170610485612
11.032,-0.9214222113456438
11.036,-0.9213276197517063
11.04,-0.9212332857632941
11.044,-0.9211392088778245
11.048,-0.9210453885935898
11.052,-0.9209518244097564
11.056,-0.9208585158263676
11.06,-0.9207654623443432
11.064,-0.9206726634654825
11.068,-0.9205801186924636
11.072,-0.9204878275288454
11.076,-0.9203957894790689
11.08,-0.9203040040484571
11.084,-0.9202124707432182
11.088,-0.9201211890704443
11.092,-0.9200301585381145
11.096,-0.9199393786550955
11.1,-0.9198488489311414
11.104,-0.9197585688768964
11.108,-0.9196685380038958
11.112,-0.9195787558245664
11.116,-0.9194892218522271
11.12,-0.9193999356010921
11.124,-0.9193108965862702
11.128,-0.9192221043237663
11.132,-0.9191335583304826
11.136,-0.9190452581242201
11.14,-0.9189572032236791
11.144,-0.9188693931484606
11.148,-0.9187818274190682
11.152,-0.9186945055569071
11.156,-0.9186074270842877
11.16,-0.9185205915244246
11.164,-0.91843398812862
11.168,-0.9183476010766007
11.172,-0.9182614543902107
11.176,-0.9181755475784473
11.18,-0.9180898801510643
11.184,-0.9180044516185694
11.188,-0.9179192614922264
11.192,-0.9178343092840558
11.196,-0.9177495945068347
11.2,-0.9176651166740976
11.204,-0.9175808753001363
11.208,-0.9174968699000019
11.212,-0.9174130999895036
11.216,-0.91732956508521
11.22,-0.91724626470445
11.224,-0.9171631983653128
11.228,-0.917080365586648
11.232,-0.9169977658880673
11.236,-0.9169153987899438
11.24,-0.9168332638134131
11.244,-0.9167513604803744
11.248,-0.9166696883134894
11.252,-0.9165882468361843
11.256,-0.9165070355726497
11.26,-0.9164260540478415
11.264,-0.9163453017874801
11.268,-0.9162647783180531
11.272,-0.9161844831668139
11.276,-0.9161044158617833
11.28,-0.9160245759317495
11.284,-0.9159449629062684
11.288,-0.9158655763156652
11.292,-0.9157864156910339
11.296,-0.9157074805642376
11.3,-0.9156287704679101
11.304,-0.9155502849354556
11.308,-0.9154720235010496
11.312,-0.9153939856996389
11.316,-0.9153161710669427
11.32,-0.9152385791394526
11.324,-0.9151612094544338
11.328,-0.9150840615499246
11.332,-0.9150071349647383
11.336,-0.9149304292384622
11.34,-0.9148539439114589
11.344,-0.9147776785248671
11.348,-0.9147016326206013
11.352,-0.9146258057413531
11.356,-0.9145501974305913
11.36,-0.9144748072325625
11.364,-0.9143996346922907
11.368,-0.9143246793555805
11.372,-0.9142499407690142
11.376,-0.9141754184799545
11.38,-0.9141011120365448
11.384,-0.9140270209877083
11.388,-0.9139531448831508
11.392,-0.9138794832733594
11.396,-0.9138060357096031
11.4,-0.9137328017439342
11.404,-0.913659780929189
11.408,-0.9135869728189868
11.412,-0.9135143769677314
11.416,-0.9134419929306122
11.42,-0.9133698202636032
11.424,-0.9132978585234652
11.428,-0.9132261072677448
11.432,-0.9131545660547759
11.436,-0.9130832344436796
11.44,-0.9130121119943653
11.444,-0.9129411982675308
11.448,-0.912870492824663
11.452,-0.9127999952280379
11.456,-0.9127297050407224
11.46,-0.912659621826573
11.464,-0.9125897451502379
11.468,-0.9125200745771568
11.472,-0.912450609673561
11.476,-0.912381350006475
11.48,-0.9123122951437159
11.484,-0.9122434446538954
11.488,-0.9121747981064179
11.492,-0.9121063550714833
11.496,-0.9120381151200867
11.5,-0.9119700778240184
11.504,-0.9119022427558655
11.508,-0.9118346094890114
11.512,-0.9117671775976364
11.516,-0.9116999466567192
11.52,-0.9116329162420361
11.524,-0.9115660859301626
11.528,-0.9114994552984733
11.532,-0.9114330239251424
11.536,-0.9113667913891444
11.54,-0.9113007572702547
11.544,-0.91123492114905
11.548,-0.9111692826069088
11.552,-0.9111038412260116
11.556,-0.9110385965893421
11.56,-0.9109735482806872
11.564,-0.9109086958846376
11.568,-0.9108440389865887
11.572,-0.9107795771727401
11.576,-0.9107153100300973
11.58,-0.9106512371464713
11.584,-0.9105873581104803
11.588,-0.9105236725115482
11.592,-0.9104601799399076
11.596,-0.9103968799865978
11.6,-0.9103337722434677
11.604,-0.9102708563031742
11.608,-0.9102081317591841
11.612,-0.9101455982057747
11.616,-0.9100832552380325
11.62,-0.9100211024518562
11.624,-0.9099591394439556
11.628,-0.9098973658118523
11.632,-0.9098357811538806
11.636,-0.9097743850691883
11.64,-0.9097131771577357
11.644,-0.9096521570202981
11.648,-0.9095913242584653
11.652,-0.9095306784746415
11.656,-0.9094702192720475
11.66,-0.9094099462547195
11.664,-0.9093498590275102
11.668,-0.9092899571960902
11.672,-0.909230240366947
11.676,-0.9091707081473868
11.68,-0.9091113601455341
11.684,-0.9090521959703328
11.688,-0.9089932152315463
11.692,-0.9089344175397582
11.696,-0.9088758025063733
11.7,-0.9088173697436172
11.704,-0.9087591075681793
11.708,-0.9087010013254925
11.712,-0.9086430750624166
11.716,-0.9085853283769346
11.72,-0.9085277608677063
11.724,-0.9084703721340676
11.728,-0.9084131617760304
11.732,-0.9083561293942827
11.736,-0.9082992745901894
11.74,-0.9082425969657917
11.744,-0.9081860961238055
11.748,-0.9081297716676243
11.752,-0.9080736232013176
11.756,-0.9080176503296297
11.76,-0.9079618526579823
11.764,-0.9079062297924726
11.768,-0.9078507813398736
11.772,-0.9077955069076347
11.776,-0.9077404061038806
11.78,-0.9076854785374124
11.784,-0.9076307238177068
11.788,-0.9075761415549165
11.792,-0.9075217313598696
11.796,-0.9074674928440706
11.8,-0.9074134256196988
11.804,-0.9073595292996104
11.808,-0.9073058034973362
11.812,-0.9072522478270835
11.816,-0.9071988619037343
11.82,-0.9071456453428467
11.824,-0.9070925977606547
11.828,-0.9070397187740672
11.832,-0.9069870080006686
11.836,-0.9069344650587194
11.84,-0.9068820895671549
11.844,-0.9068298811455858
11.848,-0.9067778394142987
11.852,-0.9067259639942551
11.856,-0.9066742545070918
11.86,-0.906622710575121
11.864,-0.9065713318213302
11.868,-0.906520117869382
11.872,-0.9064690683436143
11.876,-0.9064181828690399
11.88,-0.906367461071347
11.884,-0.9063169025768991
11.888,-0.906266507012734
11.892,-0.9062162740065652
11.896,-0.9061662031867811
11.9,-0.9061162941824447
11.904,-0.9060665466232944
11.908,-0.9060169601397435
11.912,-0.9059675343628797
11.916,-0.905918268924466
11.92,-0.9058691634569401
11.924,-0.9058202175934145
11.928,-0.9057714309676763
11.932,-0.9057228032141875
11.936,-0.9056743339680848
11.94,-0.9056260228651797
11.944,-0.9055778695419581
11.948,-0.9055298736355804
11.952,-0.9054820347838816
11.956,-0.905434352625372
11.96,-0.9053868267992353
11.964,-0.9053394569453308
11.968,-0.905292242704191
11.972,-0.9052451837170239
11.976,-0.9051982796257113
11.98,-0.90515153007281
11.984,-0.9051049347015501
11.988,-0.905058493155837
11.992,-0.9050122050802497
11.996,-0.9049660701200422
12,-0.9049200879211419
12.004,-0.9048742581301507
12.008,-0.9048285803943446
12.012,-0.9047830543616741
12.016,-0.9047376796807636
12.02,-0.904692456000911
12.024,-0.904647382972089
12.028,-0.9046024602449441
12.032,-0.9045576874707963
12.036,-0.9045130643016404
12.04,-0.9044685903901442
12.044,-0.9044242653896502
12.048,-0.9043800889541738
12.052,-0.9043360607384056
12.056,-0.9042921803977084
12.06,-0.9042484475881198
12.064,-0.9042048619663513
12.068,-0.9041614231897871
12.072,-0.9041181309164859
12.076,-0.9040749848051796
12.08,-0.9040319845152742
12.084,-0.9039891297068485
12.088,-0.9039464200406558
12.092,-0.9039038551781221
12.096,-0.9038614347813474
12.1,-0.903819158513105
12.104,-0.9037770260368413
12.108,-0.9037350370166769
12.112,-0.9036931911174049
12.116,-0.9036514880044919
12.12,-0.9036099273440787
12.124,-0.9035685088029781
12.128,-0.903527232048677
12.132,-0.9034860967493351
12.136,-0.9034451025737856
12.14,-0.9034042491915345
12.144,-0.9033635362727614
12.148,-0.9033229634883185
12.152,-0.9032825305097313
12.156,-0.9032422370091981
12.16,-0.9032020826595908
12.164,-0.9031620671344537
12.168,-0.903122190108004
12.172,-0.9030824512551323
12.176,-0.9030428502514019
12.18,-0.9030033867730485
12.184,-0.9029640604969813
12.188,-0.9029248711007819
12.192,-0.9028858182627048
12.196,-0.902846901661677
12.2,-0.9028081209772985
12.204,-0.9027694758898416
12.208,-0.9027309660802521
12.212,-0.902692591230147
12.216,-0.9026543510218171
12.22,-0.9026162451382254
12.224,-0.9025782732630073
12.228,-0.9025404350804703
12.232,-0.9025027302755954
12.236,-0.902465158534035
12.24,-0.9024277195421144
12.244,-0.9023904069368355
12.248,-0.9023532139806151
12.252,-0.9023161522679986
12.256,-0.9022792214791937
12.26,-0.9022424212950052
12.264,-0.902205751396837
12.268,-0.9021692114666895
12.272,-0.9021328011871611
12.276,-0.9020965202414469
12.28,-0.9020603683133384
12.284,-0.9020243450872243
12.288,-0.9019884502480883
12.292,-0.9019526834815107
12.296,-0.9019170444736669
12.3,-0.9018815329113274
12.304,-0.9018461484818578
12.308,-0.9018108908732183
12.312,-0.901775759773963
12.316,-0.9017407548732401
12.32,-0.9017058758607917
12.324,-0.9016711224269525
12.328,-0.9016364942626515
12.332,-0.9016019910594095
12.336,-0.9015676125093396
12.34,-0.9015333583051479
12.344,-0.9014992281401318
12.348,-0.90146522170818
12.352,-0.9014313387037729
12.356,-0.9013975788219815
12.36,-0.9013639417584678
12.364,-0.9013304272094836
12.368,-0.9012970348718713
12.372,-0.9012637644430627
12.376,-0.9012306156210789
12.38,-0.9011975881045303
12.384,-0.9011646815926162
12.388,-0.9011318957851242
12.392,-0.9010992303824303
12.396,-0.9010666850854983
12.4,-0.9010342595958793
12.404,-0.9010019536157124
12.408,-0.9009697668477233
12.412,-0.9009376989952244
12.416,-0.9009057497621142
12.42,-0.900873918852878
12.424,-0.9008422059725862
12.428,-0.9008106108268953
12.432,-0.9007791331220463
12.436,-0.9007477725648655
12.44,-0.9007165288627639
12.444,-0.9006854017237368
12.448,-0.9006543908563628
12.452,-0.9006234959698051
12.456,-0.9005927167738096
12.46,-0.9005620529787053
12.464,-0.9005315042954046
12.468,-0.9005010704354018
12.472,-0.9004707511107733
12.476,-0.9004405460341778
12.48,-0.9004104549188552
12.484,-0.9003804774786267
12.488,-0.9003506134278949
12.492,-0.9003208624816422
12.496,-0.900291224355432
12.5,-0.9002616987654078
12.504,-0.9002322854282923
12.508,-0.9002029840613879
12.512,-0.9001737943825767
12.516,-0.9001447161103184
12.52,-0.900115748963653
12.524,-0.9000868926621967
12.528,-0.9000581469261451
12.532,-0.900029511476271
12.536,-0.9000009860339244
12.54,-0.8999725703210323
12.544,-0.8999442640600986
12.548,-0.8999160669742037
12.552,-0.899887978787004
12.556,-0.8998599992227317
12.56,-0.8998321280061941
12.564,-0.8998043648627745
12.568,-0.8997767095184306
12.572,-0.8997491616996947
12.576,-0.8997217211336739
12.58,-0.8996943875480484
12.584,-0.8996671606710732
12.588,-0.8996400402315757
12.592,-0.8996130259589569
12.596,-0.8995861175831907
12.6,-0.8995593148348232
12.604,-0.8995326174449727
12.608,-0.8995060251453295
12.612,-0.8994795376681554
12.616,-0.8994531547462838
12.62,-0.8994268761131186
12.624,-0.8994007015026345
12.628,-0.8993746306493768
12.632,-0.8993486632884609
12.636,-0.8993227991555712
12.64,-0.8992970379869629
12.644,-0.8992713795194591
12.648,-0.8992458234904528
12.652,-0.8992203696379045
12.656,-0.8991950177003437
12.66,-0.899169767416868
12.664,-0.8991446185271421
12.668,-0.8991195707713978
12.672,-0.8990946238904353
12.676,-0.8990697776256198
12.68,-0.8990450317188844
12.684,-0.8990203859127276
12.688,-0.8989958399502138
12.692,-0.898971393574973
12.696,-0.8989470465312005
12.7,-0.8989227985636565
12.704,-0.8988986494176661
12.708,-0.8988745988391179
12.712,-0.8988506465744653
12.716,-0.8988267923707255
12.72,-0.8988030359754782
12.724,-0.8987793771368675
12.728,-0.8987558156035994
12.732,-0.8987323511249422
12.736,-0.8987089834507277
12.74,-0.8986857123313482
12.744,-0.8986625375177583
12.748,-0.8986394587614741
12.752,-0.8986164758145718
12.756,-0.8985935884296894
12.76,-0.8985707963600247
12.764,-0.8985480993593356
12.768,-0.8985254971819401
12.772,-0.8985029895827148
12.776,-0.8984805763170971
12.78,-0.898458257141082
12.784,-0.8984360277860683
12.788,-0.898413884449331
12.792,-0.8983918341170111
12.796,-0.8983698765418192
12.8,-0.8983480114769771
12.804,-0.898326238676217
12.808,-0.8983045578937811
12.812,-0.8982829688844211
12.816,-0.898261471403398
12.82,-0.8982400652064811
12.824,-0.8982187500499484
12.828,-0.8981975256905852
12.832,-0.8981763918856837
12.836,-0.8981553483930435
12.84,-0.89813439497097
12.844,-0.8981135313782745
12.848,-0.8980927573742735
