"time","gridFollowingPlantPropInt.URefPu","gridFollowingPlantPropInt.URef0Pu","gridFollowingPlantPropInt.injector.QInjPu"
3.491,1.00229742,1.00229742,-0.3021140442512444
3.492,1.00229742,1.00229742,-0.3021348501644159
3.493,1.00229742,1.00229742,-0.30215562094418674
3.494,1.00229742,1.00229742,-0.30217635664856507
3.495,1.00229742,1.00229742,-0.3021970573354339
3.496,1.00229742,1.00229742,-0.3022177230625632
3.497,1.00229742,1.00229742,-0.3022383538876174
3.498,1.00229742,1.00229742,-0.3022589498681187
3.499,1.00229742,1.00229742,-0.30227951178445667
3.5,1.00229742,1.00229742,-0.3023000391737363
3.501,1.00229742,1.00229742,-0.30232053194732894
3.502,1.00229742,1.00229742,-0.30234099016387833
3.503,1.00229742,1.00229742,-0.30236141388191595
3.504,1.00229742,1.00229742,-0.30238180315988294
3.505,1.00229742,1.00229742,-0.30240215805611365
3.506,1.00229742,1.00229742,-0.30242247862884686
3.507,1.00229742,1.00229742,-0.30244276493621214
3.508,1.00229742,1.00229742,-0.3024630170362524
3.509,1.00229742,1.00229742,-0.3024832349868911
3.51,1.00229742,1.00229742,-0.30250341884597476
3.511,1.00229742,1.00229742,-0.3025235686712292
3.512,1.00229742,1.00229742,-0.30254368452028996
3.513,1.00229742,1.00229742,-0.30256376645068445
3.514,1.00229742,1.00229742,-0.30258381451985467
3.515,1.00229742,1.00229742,-0.30260382878513303
3.516,1.00229742,1.00229742,-0.3026238093037387
3.517,1.00229742,1.00229742,-0.30264375613281774
3.518,1.00229742,1.00229742,-0.3026636693293947
3.519,1.00229742,1.00229742,-0.30268354895039873
3.52,1.00229742,1.00229742,-0.3027033950526609
3.521,1.00229742,1.00229742,-0.30272320769290995
3.522,1.00229742,1.00229742,-0.3027429869277801
3.523,1.00229742,1.00229742,-0.3027627328137984
3.524,1.00229742,1.00229742,-0.30278244540739097
3.525,1.00229742,1.00229742,-0.30280212476488844
3.526,1.00229742,1.00229742,-0.302821770942521
3.527,1.00229742,1.00229742,-0.30284138399641075
3.528,1.00229742,1.00229742,-0.30286096398258966
3.529,1.00229742,1.00229742,-0.30288051095698426
3.53,1.00229742,1.00229742,-0.30290002497541374
3.531,1.00229742,1.00229742,-0.30291950609361207
3.532,1.00229742,1.00229742,-0.30293895436720636
3.533,1.00229742,1.00229742,-0.3029583698517155
3.534,1.00229742,1.00229742,-0.3029777526025618
3.535,1.00229742,1.00229742,-0.30299710267508284
3.536,1.00229742,1.00229742,-0.30301642012449265
3.537,1.00229742,1.00229742,-0.3030357050059134
3.538,1.00229742,1.00229742,-0.3030549573743777
3.539,1.00229742,1.00229742,-0.3030741772848022
3.54,1.00229742,1.00229742,-0.3030933647920101
3.541,1.00229742,1.00229742,-0.3031125199507245
3.542,1.00229742,1.00229742,-0.30313164281556754
3.543,1.00229742,1.00229742,-0.30315073344105886
3.544,1.00229742,1.00229742,-0.3031697918816194
3.545,1.00229742,1.00229742,-0.30318881819157606
3.546,1.00229742,1.00229742,-0.30320781242513856
3.547,1.00229742,1.00229742,-0.30322677463644043
3.548,1.00229742,1.00229742,-0.30324570487949
3.549,1.00229742,1.00229742,-0.3032646032082136
3.55,1.00229742,1.00229742,-0.3032834696764265
3.551,1.00229742,1.00229742,-0.3033023043378488
3.552,1.00229742,1.00229742,-0.3033211072460926
3.553,1.00229742,1.00229742,-0.3033398784546889
3.554,1.00229742,1.00229742,-0.30335861801704406
3.555,1.00229742,1.00229742,-0.30337732598648154
3.556,1.00229742,1.00229742,-0.3033960024381433
3.557,1.00229742,1.00229742,-0.30341464763768133
3.558,1.00229742,1.00229742,-0.3034332614198202
3.559,1.00229742,1.00229742,-0.3034518438379363
3.56,1.00229742,1.00229742,-0.30347039494530414
3.561,1.00229742,1.00229742,-0.3034889147950907
3.562,1.00229742,1.00229742,-0.30350740344038774
3.563,1.00229742,1.00229742,-0.30352586093418477
3.564,1.00229742,1.00229742,-0.3035442873293674
3.565,1.00229742,1.00229742,-0.303562682678737
3.566,1.00229742,1.00229742,-0.3035810470349929
3.567,1.00229742,1.00229742,-0.3035993804507461
3.568,1.00229742,1.00229742,-0.30361768297850034
3.569,1.00229742,1.00229742,-0.3036359546706784
3.57,1.00229742,1.00229742,-0.3036541955796029
3.571,1.00229742,1.00229742,-0.30367240575749066
3.572,1.00229742,1.00229742,-0.3036905852564818
3.573,1.00229742,1.00229742,-0.30370873412860944
3.574,1.00229742,1.00229742,-0.303726852425809
3.575,1.00229742,1.00229742,-0.3037449401999299
3.576,1.00229742,1.00229742,-0.3037629975027182
3.577,1.00229742,1.00229742,-0.3037810243858369
3.578,1.00229742,1.00229742,-0.30379902090083255
3.579,1.00229742,1.00229742,-0.3038169870991786
3.58,1.00229742,1.00229742,-0.3038349230322422
3.581,1.00229742,1.00229742,-0.3038528287512951
3.582,1.00229742,1.00229742,-0.3038707043075205
3.583,1.00229742,1.00229742,-0.30388854975199275
3.584,1.00229742,1.00229742,-0.3039063651357052
3.585,1.00229742,1.00229742,-0.30392415050955474
3.586,1.00229742,1.00229742,-0.30394190592433273
3.587,1.00229742,1.00229742,-0.3039596314307421
3.588,1.00229742,1.00229742,-0.30397732707939285
3.589,1.00229742,1.00229742,-0.30399499292079213
3.59,1.00229742,1.00229742,-0.304012629005362
3.591,1.00229742,1.00229742,-0.3040302353834233
3.592,1.00229742,1.00229742,-0.30404781210520104
3.593,1.00229742,1.00229742,-0.30406535922082273
3.594,1.00229742,1.00229742,-0.30408287678033175
3.595,1.00229742,1.00229742,-0.30410036483366504
3.596,1.00229742,1.00229742,-0.3041178234306666
3.597,1.00229742,1.00229742,-0.30413525262109226
3.598,1.00229742,1.00229742,-0.3041526524545907
3.599,1.00229742,1.00229742,-0.3041700229807237
3.6,1.00229742,1.00229742,-0.304187364248957
3.601,1.00229742,1.00229742,-0.30420467630865883
3.602,1.00229742,1.00229742,-0.30422195920910544
3.603,1.00229742,1.00229742,-0.3042392129994727
3.604,1.00229742,1.00229742,-0.3042564377288464
3.605,1.00229742,1.00229742,-0.3042736334462192
3.606,1.00229742,1.00229742,-0.3042908002004782
3.607,1.00229742,1.00229742,-0.3043079380404285
3.608,1.00229742,1.00229742,-0.3043250470147638
3.609,1.00229742,1.00229742,-0.30434212717209713
3.61,1.00229742,1.00229742,-0.3043591785609473
3.611,1.00229742,1.00229742,-0.30437620122972175
3.612,1.00229742,1.00229742,-0.3043931952267444
3.613,1.00229742,1.00229742,-0.30441016060024756
3.614,1.00229742,1.00229742,-0.3044270974006712
3.615,1.00229742,1.00229742,-0.3044440056783015
3.616,1.00229742,1.00229742,-0.3044608854769525
3.617,1.00229742,1.00229742,-0.30447773684447416
3.618,1.00229742,1.00229742,-0.304494559828639
3.619,1.00229742,1.00229742,-0.3045113544771096
3.62,1.00229742,1.00229742,-0.3045281208374625
3.621,1.00229742,1.00229742,-0.30454485895717304
3.622,1.00229742,1.00229742,-0.3045615688836247
3.623,1.00229742,1.00229742,-0.30457825066410565
3.624,1.00229742,1.00229742,-0.30459490434580966
3.625,1.00229742,1.00229742,-0.30461152997583624
3.626,1.00229742,1.00229742,-0.30462812760118013
3.627,1.00229742,1.00229742,-0.30464469726875965
3.628,1.00229742,1.00229742,-0.3046612390253824
3.629,1.00229742,1.00229742,-0.3046777529177637
3.63,1.00229742,1.00229742,-0.30469423899253184
3.631,1.00229742,1.00229742,-0.3047106972962127
3.632,1.00229742,1.00229742,-0.3047271278752328
3.633,1.00229742,1.00229742,-0.3047435307759396
3.634,1.00229742,1.00229742,-0.3047599060445652
3.635,1.00229742,1.00229742,-0.30477625372726236
3.636,1.00229742,1.00229742,-0.3047925738700858
3.637,1.00229742,1.00229742,-0.30480886651898825
3.638,1.00229742,1.00229742,-0.30482513171983294
3.639,1.00229742,1.00229742,-0.3048413695183864
3.64,1.00229742,1.00229742,-0.3048575799603236
3.641,1.00229742,1.00229742,-0.3048737630912197
3.642,1.00229742,1.00229742,-0.3048899189565529
3.643,1.00229742,1.00229742,-0.30490604760171874
3.644,1.00229742,1.00229742,-0.3049221490720059
3.645,1.00229742,1.00229742,-0.3049382234126076
3.646,1.00229742,1.00229742,-0.3049542706686272
3.647,1.00229742,1.00229742,-0.30497029088507116
3.648,1.00229742,1.00229742,-0.3049862841068534
3.649,1.00229742,1.00229742,-0.3050022503787903
3.65,1.00229742,1.00229742,-0.30501818974560074
3.651,1.00229742,1.00229742,-0.30503410225191824
3.652,1.00229742,1.00229742,-0.305049987942264
3.653,1.00229742,1.00229742,-0.30506584686108085
3.654,1.00229742,1.00229742,-0.3050816790527137
3.655,1.00229742,1.00229742,-0.3050974845614018
3.656,1.00229742,1.00229742,-0.30511326343129697
3.657,1.00229742,1.00229742,-0.3051290157064603
3.658,1.00229742,1.00229742,-0.3051447414308537
3.659,1.00229742,1.00229742,-0.305160440648336
3.66,1.00229742,1.00229742,-0.3051761134026866
3.661,1.00229742,1.00229742,-0.3051917597375735
3.662,1.00229742,1.00229742,-0.3052073796965908
3.663,1.00229742,1.00229742,-0.30522297332320836
3.664,1.00229742,1.00229742,-0.30523854066082806
3.665,1.00229742,1.00229742,-0.30525408175274504
3.666,1.00229742,1.00229742,-0.30526959664216075
3.667,1.00229742,1.00229742,-0.30528508537217314
3.668,1.00229742,1.00229742,-0.30530054798580175
3.669,1.00229742,1.00229742,-0.3053159845259626
3.67,1.00229742,1.00229742,-0.30533139503547024
3.671,1.00229742,1.00229742,-0.30534677955705614
3.672,1.00229742,1.00229742,-0.3053621384295117
3.673,1.00229742,1.00229742,-0.3053774716108275
3.674,1.00229742,1.00229742,-0.30539277896329414
3.675,1.00229742,1.00229742,-0.3054080605301425
3.676,1.00229742,1.00229742,-0.3054233163544926
3.677,1.00229742,1.00229742,-0.3054385464794072
3.678,1.00229742,1.00229742,-0.30545375094784133
3.679,1.00229742,1.00229742,-0.30546892980267604
3.68,1.00229742,1.00229742,-0.30548408308670555
3.681,1.00229742,1.00229742,-0.30549921084264015
3.682,1.00229742,1.00229742,-0.30551431311309296
3.683,1.00229742,1.00229742,-0.3055293899406097
3.684,1.00229742,1.00229742,-0.30554444136764186
3.685,1.00229742,1.00229742,-0.30555946743655427
3.686,1.00229742,1.00229742,-0.30557446818963085
3.687,1.00229742,1.00229742,-0.305589443669072
3.688,1.00229742,1.00229742,-0.30560439391698246
3.689,1.00229742,1.00229742,-0.30561931897539324
3.69,1.00229742,1.00229742,-0.30563421888624476
3.691,1.00229742,1.00229742,-0.3056490936913945
3.692,1.00229742,1.00229742,-0.3056639434326096
3.693,1.00229742,1.00229742,-0.30567876815157863
3.694,1.00229742,1.00229742,-0.3056935678899024
3.695,1.00229742,1.00229742,-0.3057083426890949
3.696,1.00229742,1.00229742,-0.3057230925905908
3.697,1.00229742,1.00229742,-0.30573781763573094
3.698,1.00229742,1.00229742,-0.3057525178657751
3.699,1.00229742,1.00229742,-0.305767193321901
3.7,1.00229742,1.00229742,-0.30578184404519415
3.701,1.00229742,1.00229742,-0.30579647007666055
3.702,1.00229742,1.00229742,-0.30581107145722486
3.703,1.00229742,1.00229742,-0.3058256482277137
3.704,1.00229742,1.00229742,-0.3058402004288786
3.705,1.00229742,1.00229742,-0.30585472810138636
3.706,1.00229742,1.00229742,-0.30586923128580756
3.707,1.00229742,1.00229742,-0.3058837100226487
3.708,1.00229742,1.00229742,-0.305898164352303
3.709,1.00229742,1.00229742,-0.3059125943151019
3.71,1.00229742,1.00229742,-0.3059269999512841
3.711,1.00229742,1.00229742,-0.30594138130100246
3.712,1.00229742,1.00229742,-0.30595573840431645
3.713,1.00229742,1.00229742,-0.3059700713012183
3.714,1.00229742,1.00229742,-0.3059843800315958
3.715,1.00229742,1.00229742,-0.3059986646352705
3.716,1.00229742,1.00229742,-0.3060129251519645
3.717,1.00229742,1.00229742,-0.3060271616213175
3.718,1.00229742,1.00229742,-0.3060413740828934
3.719,1.00229742,1.00229742,-0.30605556257615324
3.72,1.00229742,1.00229742,-0.3060697271404892
3.721,1.00229742,1.00229742,-0.30608386781520613
3.722,1.00229742,1.00229742,-0.30609798463950677
3.723,1.00229742,1.00229742,-0.30611207765253906
3.724,1.00229742,1.00229742,-0.306126146893333
3.725,1.00229742,1.00229742,-0.3061401924008598
3.726,1.00229742,1.00229742,-0.3061542142139867
3.727,1.00229742,1.00229742,-0.30616821237150593
3.728,1.00229742,1.00229742,-0.30618218691212784
3.729,1.00229742,1.00229742,-0.30619613787446864
3.73,1.00229742,1.00229742,-0.30621006529706124
3.731,1.00229742,1.00229742,-0.3062239692183517
3.732,1.00229742,1.00229742,-0.30623784967671125
3.733,1.00229742,1.00229742,-0.30625170671041396
3.734,1.00229742,1.00229742,-0.30626554035765907
3.735,1.00229742,1.00229742,-0.3062793506565469
3.736,1.00229742,1.00229742,-0.3062931376451106
3.737,1.00229742,1.00229742,-0.30630690136128363
3.738,1.00229742,1.00229742,-0.3063206418429176
3.739,1.00229742,1.00229742,-0.30633435983825125
3.74,1.00229742,1.00229742,-0.30634805473529897
3.741,1.00229742,1.00229742,-0.30636172655349575
3.742,1.00229742,1.00229742,-0.30637537533144205
3.743,1.00229742,1.00229742,-0.3063890011076616
3.744,1.00229742,1.00229742,-0.30640260392059143
3.745,1.00229742,1.00229742,-0.30641618380861146
3.746,1.00229742,1.00229742,-0.306429740810017
3.747,1.00229742,1.00229742,-0.3064432749630373
3.748,1.00229742,1.00229742,-0.3064567863058149
3.749,1.00229742,1.00229742,-0.3064702748764312
3.75,1.00229742,1.00229742,-0.3064837407128914
3.751,1.00229742,1.00229742,-0.3064971838531226
3.752,1.00229742,1.00229742,-0.3065106043349794
3.753,1.00229742,1.00229742,-0.3065240021962386
3.754,1.00229742,1.00229742,-0.3065373774746229
3.755,1.00229742,1.00229742,-0.3065507302077511
3.756,1.00229742,1.00229742,-0.3065640604331858
3.757,1.00229742,1.00229742,-0.3065773681884161
3.758,1.00229742,1.00229742,-0.3065906535108539
3.759,1.00229742,1.00229742,-0.3066039164378387
3.76,1.00229742,1.00229742,-0.30661715700663644
3.761,1.00229742,1.00229742,-0.3066303752544278
3.762,1.00229742,1.00229742,-0.3066435712183392
3.763,1.00229742,1.00229742,-0.3066567449354104
3.764,1.00229742,1.00229742,-0.3066698964426155
3.765,1.00229742,1.00229742,-0.3066830257768373
3.766,1.00229742,1.00229742,-0.30669613297490567
3.767,1.00229742,1.00229742,-0.3067092180735698
3.768,1.00229742,1.00229742,-0.30672228110949434
3.769,1.00229742,1.00229742,-0.3067353221192899
3.77,1.00229742,1.00229742,-0.3067483411394762
3.771,1.00229742,1.00229742,-0.30676133820650575
3.772,1.00229742,1.00229742,-0.30677431335675637
3.773,1.00229742,1.00229742,-0.30678726662653805
3.774,1.00229742,1.00229742,-0.30680019805206876
3.775,1.00229742,1.00229742,-0.30681310766951775
3.776,1.00229742,1.00229742,-0.3068259955149603
3.777,1.00229742,1.00229742,-0.3068388616244049
3.778,1.00229742,1.00229742,-0.3068517060337902
3.779,1.00229742,1.00229742,-0.3068645287789771
3.78,1.00229742,1.00229742,-0.3068773298957511
3.781,1.00229742,1.00229742,-0.30689010941982936
3.782,1.00229742,1.00229742,-0.30690286738684525
3.783,1.00229742,1.00229742,-0.30691560383236893
3.784,1.00229742,1.00229742,-0.30692831879188853
3.785,1.00229742,1.00229742,-0.30694101230082593
3.786,1.00229742,1.00229742,-0.3069536843945229
3.787,1.00229742,1.00229742,-0.30696633510825067
3.788,1.00229742,1.00229742,-0.30697896447720324
3.789,1.00229742,1.00229742,-0.3069915725365105
3.79,1.00229742,1.00229742,-0.3070041593212115
3.791,1.00229742,1.00229742,-0.3070167248662875
3.792,1.00229742,1.00229742,-0.3070292692066386
3.793,1.00229742,1.00229742,-0.307041792377089
3.794,1.00229742,1.00229742,-0.30705429441239585
3.795,1.00229742,1.00229742,-0.3070667753472343
3.796,1.00229742,1.00229742,-0.30707923521621394
3.797,1.00229742,1.00229742,-0.30709167405386445
3.798,1.00229742,1.00229742,-0.3071040918946493
3.799,1.00229742,1.00229742,-0.30711648877293957
3.8,1.00229742,1.00229742,-0.30712886472305917
3.801,1.00229742,1.00229742,-0.3071412197792345
3.802,1.00229742,1.00229742,-0.3071535539756352
3.803,1.00229742,1.00229742,-0.30716586734634743
3.804,1.00229742,1.00229742,-0.3071781599253845
3.805,1.00229742,1.00229742,-0.30719043197131174
3.806,1.00229742,1.00229742,-0.30720268376904974
3.807,1.00229742,1.00229742,-0.30721491491507547
3.808,1.00229742,1.00229742,-0.3072271254440562
3.809,1.00229742,1.00229742,-0.3072393153905849
3.81,1.00229742,1.00229742,-0.3072514847891973
3.811,1.00229742,1.00229742,-0.3072636336743662
3.812,1.00229742,1.00229742,-0.30727576208048635
3.813,1.00229742,1.00229742,-0.3072878700419045
3.814,1.00229742,1.00229742,-0.3072999575928963
3.815,1.00229742,1.00229742,-0.307312024767669
3.816,1.00229742,1.00229742,-0.30732407160036995
3.817,1.00229742,1.00229742,-0.3073360981250809
3.818,1.00229742,1.00229742,-0.3073481043758202
3.819,1.00229742,1.00229742,-0.3073600903865432
3.82,1.00229742,1.00229742,-0.3073720561911398
3.821,1.00229742,1.00229742,-0.3073840018234329
3.822,1.00229742,1.00229742,-0.30739592731717735
3.823,1.00229742,1.00229742,-0.307407832706073
3.824,1.00229742,1.00229742,-0.30741971802376317
3.825,1.00229742,1.00229742,-0.3074315833038033
3.826,1.00229742,1.00229742,-0.30744342857969353
3.827,1.00229742,1.00229742,-0.3074552538848763
3.828,1.00229742,1.00229742,-0.3074670592527284
3.829,1.00229742,1.00229742,-0.30747884471655296
3.83,1.00229742,1.00229742,-0.3074906103096005
3.831,1.00229742,1.00229742,-0.30750235606505105
3.832,1.00229742,1.00229742,-0.3075140820160193
3.833,1.00229742,1.00229742,-0.30752578819556264
3.834,1.00229742,1.00229742,-0.30753747463666053
3.835,1.00229742,1.00229742,-0.3075491413722458
3.836,1.00229742,1.00229742,-0.30756078843516615
3.837,1.00229742,1.00229742,-0.3075724158582297
3.838,1.00229742,1.00229742,-0.30758402367415283
3.839,1.00229742,1.00229742,-0.3075956119156153
3.84,1.00229742,1.00229742,-0.3076071806152084
3.841,1.00229742,1.00229742,-0.30761872980546834
3.842,1.00229742,1.00229742,-0.3076302595188774
3.843,1.00229742,1.00229742,-0.30764176978783536
3.844,1.00229742,1.00229742,-0.3076532606446923
3.845,1.00229742,1.00229742,-0.30766473212172424
3.846,1.00229742,1.00229742,-0.30767618425114607
3.847,1.00229742,1.00229742,-0.3076876170651108
3.848,1.00229742,1.00229742,-0.3076990305957065
3.849,1.00229742,1.00229742,-0.3077104248749491
3.85,1.00229742,1.00229742,-0.3077217999348008
3.851,1.00229742,1.00229742,-0.3077331558071559
3.852,1.00229742,1.00229742,-0.30774449252383634
3.853,1.00229742,1.00229742,-0.30775581011661796
3.854,1.00229742,1.00229742,-0.3077671086171951
3.855,1.00229742,1.00229742,-0.30777838805720137
3.856,1.00229742,1.00229742,-0.3077896484682123
3.857,1.00229742,1.00229742,-0.30780088988173243
3.858,1.00229742,1.00229742,-0.30781211232920963
3.859,1.00229742,1.00229742,-0.30782331584201417
3.86,1.00229742,1.00229742,-0.307834500451467
3.861,1.00229742,1.00229742,-0.3078456661888114
3.862,1.00229742,1.00229742,-0.3078568130852383
3.863,1.00229742,1.00229742,-0.3078679411718664
3.864,1.00229742,1.00229742,-0.30787905047975545
3.865,1.00229742,1.00229742,-0.3078901410398924
3.866,1.00229742,1.00229742,-0.30790121288321076
3.867,1.00229742,1.00229742,-0.30791226604056354
3.868,1.00229742,1.00229742,-0.3079233005427652
3.869,1.00229742,1.00229742,-0.3079343164205382
3.87,1.00229742,1.00229742,-0.3079453137045516
3.871,1.00229742,1.00229742,-0.3079562924254243
3.872,1.00229742,1.00229742,-0.30796725295770727
3.873,1.00229742,1.00229742,-0.3079781951638222
3.874,1.00229742,1.00229742,-0.30798911892616637
3.875,1.00229742,1.00229742,-0.3080000242757653
3.876,1.00229742,1.00229742,-0.30801091124358226
3.877,1.00229742,1.00229742,-0.3080217798605163
3.878,1.00229742,1.00229742,-0.3080326301574228
3.879,1.00229742,1.00229742,-0.3080434621650905
3.88,1.00229742,1.00229742,-0.3080542759142561
3.881,1.00229742,1.00229742,-0.30806507143558626
3.882,1.00229742,1.00229742,-0.3080758487597
3.883,1.00229742,1.00229742,-0.3080866079171579
3.884,1.00229742,1.00229742,-0.3080973489384676
3.885,1.00229742,1.00229742,-0.30810807185406414
3.886,1.00229742,1.00229742,-0.3081187766943382
3.887,1.00229742,1.00229742,-0.30812946348961273
3.888,1.00229742,1.00229742,-0.30814013227016634
3.889,1.00229742,1.00229742,-0.3081507830662108
3.89,1.00229742,1.00229742,-0.3081614159078923
3.891,1.00229742,1.00229742,-0.3081720308253119
3.892,1.00229742,1.00229742,-0.30818262784851663
3.893,1.00229742,1.00229742,-0.3081932070074797
3.894,1.00229742,1.00229742,-0.30820376833212354
3.895,1.00229742,1.00229742,-0.3082143118523192
3.896,1.00229742,1.00229742,-0.3082248375978795
3.897,1.00229742,1.00229742,-0.30823534559854454
3.898,1.00229742,1.00229742,-0.30824583588400845
3.899,1.00229742,1.00229742,-0.3082563084839136
3.9,1.00229742,1.00229742,-0.30826676342782944
3.901,1.00229742,1.00229742,-0.30827720074528103
3.902,1.00229742,1.00229742,-0.30828762046572694
3.903,1.00229742,1.00229742,-0.3082980226185692
3.904,1.00229742,1.00229742,-0.3083084072331604
3.905,1.00229742,1.00229742,-0.3083187743387807
3.906,1.00229742,1.00229742,-0.3083291239646642
3.907,1.00229742,1.00229742,-0.3083394561399846
3.908,1.00229742,1.00229742,-0.3083497708938593
3.909,1.00229742,1.00229742,-0.30836006825534085
3.91,1.00229742,1.00229742,-0.3083703482534317
3.911,1.00229742,1.00229742,-0.30838061091706714
3.912,1.00229742,1.00229742,-0.308390856275139
3.913,1.00229742,1.00229742,-0.3084010843564726
3.914,1.00229742,1.00229742,-0.3084112951898259
3.915,1.00229742,1.00229742,-0.3084214888039275
3.916,1.00229742,1.00229742,-0.30843166522741294
3.917,1.00229742,1.00229742,-0.3084418244888862
3.918,1.00229742,1.00229742,-0.30845196661688656
3.919,1.00229742,1.00229742,-0.30846209163988436
3.92,1.00229742,1.00229742,-0.30847219958630856
3.921,1.00229742,1.00229742,-0.30848229048452036
3.922,1.00229742,1.00229742,-0.3084923643628306
3.923,1.00229742,1.00229742,-0.3085024212494795
3.924,1.00229742,1.00229742,-0.3085124611726615
3.925,1.00229742,1.00229742,-0.30852248416051353
3.926,1.00229742,1.00229742,-0.3085324902411066
3.927,1.00229742,1.00229742,-0.3085424794424551
3.928,1.00229742,1.00229742,-0.3085524517925236
3.929,1.00229742,1.00229742,-0.308562407319214
3.93,1.00229742,1.00229742,-0.3085723460503676
3.931,1.00229742,1.00229742,-0.3085822680137724
3.932,1.00229742,1.00229742,-0.3085921732371526
3.933,1.00229742,1.00229742,-0.3086020617481864
3.934,1.00229742,1.00229742,-0.30861193357448125
3.935,1.00229742,1.00229742,-0.30862178874359236
3.936,1.00229742,1.00229742,-0.3086316272830157
3.937,1.00229742,1.00229742,-0.3086414492201994
3.938,1.00229742,1.00229742,-0.3086512546029161
3.939,1.00229742,1.00229742,-0.3086610438201699
3.94,1.00229742,1.00229742,-0.3086708165391956
3.941,1.00229742,1.00229742,-0.30868057278773503
3.942,1.00229742,1.00229742,-0.3086903125934839
3.943,1.00229742,1.00229742,-0.3087000359840737
3.944,1.00229742,1.00229742,-0.30870974298710385
3.945,1.00229742,1.00229742,-0.30871943363010007
3.946,1.00229742,1.00229742,-0.3087291079405474
3.947,1.00229742,1.00229742,-0.3087387659458772
3.948,1.00229742,1.00229742,-0.308748407673461
3.949,1.00229742,1.00229742,-0.3087580331506252
3.95,1.00229742,1.00229742,-0.3087676424046431
3.951,1.00229742,1.00229742,-0.30877723546272967
3.952,1.00229742,1.00229742,-0.30878681235206196
3.953,1.00229742,1.00229742,-0.30879637309974517
3.954,1.00229742,1.00229742,-0.3088059177328442
3.955,1.00229742,1.00229742,-0.30881544627837004
3.956,1.00229742,1.00229742,-0.3088249587632735
3.957,1.00229742,1.00229742,-0.3088344552144662
3.958,1.00229742,1.00229742,-0.3088439356588023
3.959,1.00229742,1.00229742,-0.3088534001230731
3.96,1.00229742,1.00229742,-0.30886284863403196
3.961,1.00229742,1.00229742,-0.3088722812183704
3.962,1.00229742,1.00229742,-0.3088816979027292
3.963,1.00229742,1.00229742,-0.30889109871369885
3.964,1.00229742,1.00229742,-0.30890048367782086
3.965,1.00229742,1.00229742,-0.30890985282157324
3.966,1.00229742,1.00229742,-0.30891920617139446
3.967,1.00229742,1.00229742,-0.30892854375366124
3.968,1.00229742,1.00229742,-0.30893786559469977
3.969,1.00229742,1.00229742,-0.30894717172078623
3.97,1.00229742,1.00229742,-0.30895646215814143
3.971,1.00229742,1.00229742,-0.3089657369329363
3.972,1.00229742,1.00229742,-0.30897499607128937
3.973,1.00229742,1.00229742,-0.30898423959926663
3.974,1.00229742,1.00229742,-0.30899346754287244
3.975,1.00229742,1.00229742,-0.3090026799280722
3.976,1.00229742,1.00229742,-0.3090118767807776
3.977,1.00229742,1.00229742,-0.30902105812683184
3.978,1.00229742,1.00229742,-0.3090302239920487
3.979,1.00229742,1.00229742,-0.309039374402174
3.98,1.00229742,1.00229742,-0.30904850938290107
3.981,1.00229742,1.00229742,-0.3090576289598844
3.982,1.00229742,1.00229742,-0.30906673315870653
3.983,1.00229742,1.00229742,-0.30907582200491046
3.984,1.00229742,1.00229742,-0.3090848955239855
3.985,1.00229742,1.00229742,-0.30909395374136883
3.986,1.00229742,1.00229742,-0.3091029966824372
3.987,1.00229742,1.00229742,-0.30911202437252266
3.988,1.00229742,1.00229742,-0.3091210368369038
3.989,1.00229742,1.00229742,-0.30913003410080575
3.99,1.00229742,1.00229742,-0.30913901618939704
3.991,1.00229742,1.00229742,-0.3091479831278068
3.992,1.00229742,1.00229742,-0.30915693494109303
3.993,1.00229742,1.00229742,-0.3091658716542789
3.994,1.00229742,1.00229742,-0.3091747932923164
3.995,1.00229742,1.00229742,-0.309183699880131
3.996,1.00229742,1.00229742,-0.30919259144256683
3.997,1.00229742,1.00229742,-0.30920146800443615
3.998,1.00229742,1.00229742,-0.3092103295904844
3.999,1.00229742,1.00229742,-0.30921917622542394
4,1.00229742,1.00229742,-0.30922800793389277
4.001,1.00229742,1.00229742,-0.30923682474049013
4.002,1.00229742,1.00229742,-0.30924562666975386
4.003,1.00229742,1.00229742,-0.30925441374618284
4.004,1.00229742,1.00229742,-0.3092631859942096
4.005,1.00229742,1.00229742,-0.3092719435947758
4.006,1.00229742,1.00229742,-0.30928068665399205
4.007,1.00229742,1.00229742,-0.3092894149792045
4.008,1.00229742,1.00229742,-0.3092981285951546
4.009,1.00229742,1.00229742,-0.3093068275265514
4.01,1.00229742,1.00229742,-0.309315511798033
4.011,1.00229742,1.00229742,-0.3093241814342132
4.012,1.00229742,1.00229742,-0.3093328364596403
4.013,1.00229742,1.00229742,-0.3093414768988256
4.014,1.00229742,1.00229742,-0.30935010277622943
4.015,1.00229742,1.00229742,-0.3093587141162629
4.016,1.00229742,1.00229742,-0.3093673109432993
4.017,1.00229742,1.00229742,-0.30937589328165155
4.018,1.00229742,1.00229742,-0.3093844611555912
4.019,1.00229742,1.00229742,-0.30939301458934637
4.02,1.00229742,1.00229742,-0.3094015536070903
4.021,1.00229742,1.00229742,-0.30941007823295197
4.022,1.00229742,1.00229742,-0.30941858849101195
4.023,1.00229742,1.00229742,-0.30942708440530575
4.024,1.00229742,1.00229742,-0.3094355659998251
4.025,1.00229742,1.00229742,-0.309444033298505
4.026,1.00229742,1.00229742,-0.3094524863252351
