"time","simplifiedSFR.deltaFrequency"
4.768,-1.744496391670046
4.772,-1.743584318361145
4.776,-1.742671533286578
4.78,-1.741758043720198
4.784,-1.740843856914964
4.788,-1.739928980103054
4.792,-1.739013420495968
4.796,-1.738097185284639
4.8,-1.737180281639542
4.804,-1.736262716710803
4.808,-1.735344497628305
4.812,-1.734425631501803
4.816,-1.733506125421024
4.82,-1.732585986455785
4.824,-1.731665221656094
4.828,-1.730743838052264
4.832,-1.729821842655018
4.836,-1.728899242455602
4.84,-1.727976044425889
4.844,-1.727052255518492
4.848,-1.726127882666869
4.852,-1.725202932785435
4.856,-1.724277412769668
4.86,-1.723351329496221
4.864,-1.722424689823029
4.868,-1.721497500589415
4.872,-1.720569768616204
4.876,-1.719641500705827
4.88,-1.718712703642434
4.884,-1.717783384192
4.888,-1.716853549102435
4.892,-1.71592320510369
4.896,-1.714992358907871
4.9,-1.714061022458201
4.904,-1.713129200928728
4.908,-1.712196897899769
4.912,-1.711264120038187
4.916,-1.710330873994054
4.92,-1.709397166400762
4.924,-1.708463003875135
4.928,-1.707528393017546
4.932,-1.706593340412025
4.936,-1.70565785262638
4.94,-1.704721936212302
4.944,-1.703785597705483
4.948,-1.702848843625728
4.952,-1.701911680477071
4.956,-1.700974114747883
4.96,-1.70003615291099
4.964,-1.699097801423782
4.968,-1.698159066728334
4.972,-1.697219955251509
4.976,-1.696280473405079
4.98,-1.695340627585836
4.984,-1.694400424175704
4.988,-1.693459869541853
4.992,-1.692518970036815
4.996,-1.691577731998593
5,-1.690636161750776
5.004,-1.689694265602656
5.008,-1.688752049849333
5.012,-1.687809520771836
5.016,-1.686866684637235
5.02,-1.68592354769875
5.024,-1.684980116195868
5.028,-1.684036396354456
5.032,-1.683092394386874
5.036,-1.682148116492086
5.04,-1.681203568855779
5.044,-1.68025875765047
5.048,-1.679313689035622
5.052,-1.678368369157759
5.056,-1.677422804150575
5.06,-1.676477000135052
5.064,-1.675530963219572
5.068,-1.674584699500027
5.072,-1.673638215059935
5.076,-1.672691515970557
5.08,-1.671744608291001
5.084,-1.670797498068344
5.088,-1.669850191337742
5.092,-1.668902694122542
5.096,-1.667955012434398
5.1,-1.667007152273381
5.104,-1.666059119628097
5.108,-1.665110920475796
5.112,-1.664162560782487
5.116,-1.66321404650305
5.12,-1.662265281667844
5.124,-1.661316316982594
5.128,-1.660367203134055
5.132,-1.659417945533116
5.136,-1.658468549568831
5.14,-1.657519020608424
5.144,-1.656569363997283
5.148,-1.655619585058962
5.152,-1.654669689095183
5.156,-1.653719681385834
5.16,-1.652769567188969
5.164,-1.65181935174081
5.168,-1.650869040255742
5.172,-1.649918637926322
5.176,-1.648968149923268
5.18,-1.648017581395468
5.184,-1.647066937469975
5.188,-1.646116223252009
5.192,-1.645165443824956
5.196,-1.64421460425037
5.2,-1.643263709567969
5.204,-1.642312764795639
5.208,-1.641361774929433
5.212,-1.640410744943569
5.216,-1.639459679790433
5.22,-1.638508584400576
5.224,-1.637557463682717
5.228,-1.636606322523741
5.232,-1.635655165788698
5.236,-1.634703998320807
5.24,-1.633752824941452
5.244,-1.632801650450183
5.248,-1.631850479624718
5.252,-1.630899317220941
5.256,-1.629948167972901
5.26,-1.628997036592816
5.264,-1.628045927771067
5.268,-1.627094846176207
5.272,-1.62614379645495
5.276,-1.625192783232179
5.28,-1.624241811110943
5.284,-1.623290884672459
5.288,-1.622340008476107
5.292,-1.621389187059437
5.296,-1.620438424938163
5.3,-1.619487726606168
5.304,-1.6185370965355
5.308,-1.617586539176373
5.312,-1.616636058957168
5.316,-1.615685660284433
5.32,-1.614735347542881
5.324,-1.613785125095395
5.328,-1.61283499728302
5.332,-1.611884968424969
5.336,-1.610935042818624
5.34,-1.609985224739531
5.344,-1.609035518441402
5.348,-1.608085928156117
5.352,-1.607136458093723
5.356,-1.606187112442431
5.36,-1.605237895368621
5.364,-1.604288811016838
5.368,-1.603339863509794
5.372,-1.602391056948367
5.376,-1.601442395411603
5.38,-1.600493882956713
5.384,-1.599545523619075
5.388,-1.598597321412234
5.392,-1.597649280327899
5.396,-1.596701404335949
5.4,-1.595753697384428
5.404,-1.594806163399546
5.408,-1.593858806285679
5.412,-1.592911629925372
5.416,-1.591964638179334
5.42,-1.591017834886442
5.424,-1.590071223863737
5.428,-1.58912480890643
5.432,-1.588178593787897
5.436,-1.58723258225968
5.44,-1.586286778051487
5.444,-1.585341184871194
5.448,-1.584395806404842
5.452,-1.583450646316642
5.456,-1.582505708248965
5.46,-1.581560995822355
5.464,-1.580616512635519
5.468,-1.579672262265331
5.472,-1.578728248266831
5.476,-1.577784474173228
5.48,-1.576840943495894
5.484,-1.575897659724371
5.488,-1.574954626326363
5.492,-1.574011846747747
5.496,-1.57306932441256
5.5,-1.572127062723008
5.504,-1.571185065059466
5.508,-1.570243334780471
5.512,-1.569301875222729
5.516,-1.568360896415763
5.52,-1.56742025660046
5.524,-1.566479908662731
5.528,-1.565539856077887
5.532,-1.564600102301321
5.536,-1.563660650768519
5.54,-1.562721504895048
5.544,-1.561782668076566
5.548,-1.560844143688816
5.552,-1.559905935087627
5.556,-1.558968045608914
5.56,-1.558030478568683
5.564,-1.557093237263021
5.568,-1.556156324968105
5.572,-1.555219744940199
5.576,-1.554283500415652
5.58,-1.5533475946109
5.584,-1.552412030722467
5.588,-1.551476811926962
5.592,-1.550541941381081
5.596,-1.549607422221607
5.6,-1.548673257565411
5.604,-1.547739450509448
5.608,-1.546806004130762
5.612,-1.545872921486483
5.616,-1.544940205613826
5.62,-1.544007859530096
5.624,-1.543075886232681
5.628,-1.54214428869906
5.632,-1.541213069886793
5.636,-1.540282232733532
5.64,-1.539351780157013
5.644,-1.538421715055058
5.648,-1.537492040305579
5.652,-1.53656275876657
5.656,-1.535633873276117
5.66,-1.534705386652388
5.664,-1.53377730169364
5.668,-1.532849621178217
5.672,-1.531922347864547
5.676,-1.530995484491149
5.68,-1.530069033776625
5.684,-1.529142998419664
5.688,-1.528217381099045
5.692,-1.527292184473629
5.696,-1.526367411182368
5.7,-1.525443063844297
5.704,-1.52451914505854
5.708,-1.523595657404307
5.712,-1.522672603440894
5.716,-1.521749985707686
5.72,-1.520827806724152
5.724,-1.519906068989849
5.728,-1.518984774984419
5.732,-1.518063927167594
5.736,-1.51714352797919
5.74,-1.516223579839111
5.744,-1.515304085147346
5.748,-1.514385046283973
5.752,-1.513466465609154
5.756,-1.51254834546314
5.76,-1.511630688166268
5.764,-1.510713496018961
5.768,-1.509796771301729
5.772,-1.50888051627517
5.776,-1.507964733179967
5.78,-1.507049424236889
5.784,-1.506134591646794
5.788,-1.505220237590625
5.792,-1.504306364229413
5.796,-1.503392973704275
5.8,-1.502480068136413
5.804,-1.501567649627119
5.808,-1.500655720257769
5.812,-1.499744282089827
5.816,-1.498833337164843
5.82,-1.497922887504455
5.824,-1.497012935110385
5.828,-1.496103481964444
5.832,-1.495194530028529
5.836,-1.494286081244623
5.84,-1.493378137534798
5.844,-1.49247070080121
5.848,-1.491563772926103
5.852,-1.490657355771807
5.856,-1.489751451180739
5.86,-1.488846060975403
5.864,-1.487941186958389
5.868,-1.487036830912375
5.872,-1.486133590809501
5.876,-1.485231044900451
5.88,-1.484329053360408
5.884,-1.483427618462287
5.888,-1.482526742463401
5.892,-1.48162642760546
5.896,-1.480726676114569
5.9,-1.479827490201231
5.904,-1.478928872060347
5.908,-1.478030823871211
5.912,-1.477133347797517
5.916,-1.476236445987353
5.92,-1.475340120573205
5.924,-1.474444373671956
5.928,-1.473549207384886
5.932,-1.472654623797669
5.936,-1.471760624980379
5.94,-1.470867212987484
5.944,-1.46997438985785
5.948,-1.469082157614739
5.952,-1.468190518265811
5.956,-1.46729947380312
5.96,-1.46640902620312
5.964,-1.465519177426658
5.968,-1.464629929418981
5.972,-1.46374128410973
5.976,-1.462853243412944
5.98,-1.461965809227059
5.984,-1.461078983434907
5.988,-1.460192767903716
5.992,-1.459307164485112
5.996,-1.458422175015116
6,-1.457537801314147
6.004,-1.456654045187021
6.008,-1.455770908422948
6.012,-1.454888392795538
6.016,-1.454006500062796
6.02,-1.453125231967123
6.024,-1.452244590235317
6.028,-1.451364576578575
6.032,-1.450485192692486
6.036,-1.44960644025704
6.04,-1.448728320936622
6.044,-1.447850836380012
6.048,-1.44697398822039
6.052,-1.446097778075329
6.056,-1.445222207546802
6.06,-1.444347278221176
6.064,-1.443472991669216
6.068,-1.442599349446083
6.072,-1.441726353091336
6.076,-1.440854004128929
6.08,-1.439982304067213
6.084,-1.439111254398936
6.088,-1.438240856601242
6.092,-1.437371112135674
6.096,-1.436502022448167
6.1,-1.435633588969057
6.104,-1.434765813113075
6.108,-1.433898696279349
6.112,-1.433032239851402
6.116,-1.432166445197156
6.12,-1.431301313668928
6.124,-1.430436846603433
6.128,-1.42957304532178
6.132,-1.428709911129479
6.136,-1.427847445316432
6.14,-1.426985649156942
6.144,-1.426124523909704
6.148,-1.425264070817813
6.152,-1.424404291108759
6.156,-1.423545185994431
6.16,-1.42268675667111
6.164,-1.42182900431948
6.168,-1.420971930104615
6.172,-1.420115535175991
6.176,-1.419259820667478
6.18,-1.418404787697342
6.184,-1.417550437368247
6.188,-1.416696770767255
6.192,-1.415843788965821
6.196,-1.4149914930198
6.2,-1.414139883969441
6.204,-1.413288962839391
6.208,-1.412438730638694
6.212,-1.411589188360791
6.216,-1.410740336983517
6.22,-1.409892177469107
6.224,-1.409044710764189
6.228,-1.408198363426048
6.232,-1.407352830925062
6.236,-1.406508015873527
6.24,-1.405663919547404
6.244,-1.404820543209882
6.248,-1.403977888111381
6.252,-1.40313595548955
6.256,-1.402294746569266
6.26,-1.40145426256264
6.264,-1.40061450466901
6.268,-1.399775474074944
6.272,-1.398937171954239
6.276,-1.398099599467923
6.28,-1.397262757764254
6.284,-1.396426647978717
6.288,-1.395591271234031
6.292,-1.394756628640141
6.296,-1.393922721294224
6.3,-1.393089550280685
6.304,-1.39225711667116
6.308,-1.391425421524515
6.312,-1.390594465886844
6.316,-1.389764250791472
6.32,-1.388934777258954
6.324,-1.388106046297074
6.328,-1.387278058900846
6.332,-1.386450816052514
6.336,-1.38562431872155
6.34,-1.384798567864659
6.344,-1.383973564425772
6.348,-1.383149309336054
6.352,-1.382325803513895
6.356,-1.381503047864918
6.36,-1.380681043281974
6.364,-1.379859790645146
6.368,-1.379039290821744
6.372,-1.378219544666309
6.376,-1.377400553020612
6.38,-1.376582316713653
6.384,-1.375764836561663
6.388,-1.374948113368101
6.392,-1.374132147923657
6.396,-1.37331694100625
6.4,-1.372502493381029
6.404,-1.371688805800372
6.408,-1.370875879003889
6.412,-1.370063713718417
6.416,-1.369252310658025
6.42,-1.368441670524009
6.424,-1.367631794004897
6.428,-1.366822681776447
6.432,-1.366014334501645
6.436,-1.365206752830708
6.44,-1.364399937401081
6.444,-1.363593888837442
6.448,-1.362788607751694
6.452,-1.361984094742976
6.456,-1.361180350397649
6.46,-1.360377375289312
6.464,-1.359575169978786
6.468,-1.358773735014128
6.472,-1.35797307093062
6.476,-1.357173178250777
6.48,-1.356374057484342
6.484,-1.35557570912829
6.488,-1.354778133666821
6.492,-1.353981331571369
6.496,-1.353185303300596
6.5,-1.352390049300396
6.504,-1.351595570003889
6.508,-1.350801865831426
6.512,-1.35000893719059
6.516,-1.349216784476192
6.52,-1.348425408070271
6.524,-1.347634808342099
6.528,-1.346844985648175
6.532,-1.346055940332231
6.536,-1.345267672725224
6.54,-1.344480183145345
6.544,-1.343693471898013
6.548,-1.342908005575907
6.552,-1.342123531197956
6.556,-1.341339865652825
6.56,-1.340557009765498
6.564,-1.339774964352608
6.568,-1.338993730222444
6.572,-1.338213308174944
6.576,-1.3374336990017
6.58,-1.336654903485954
6.584,-1.335876922402603
6.588,-1.335099756518196
6.592,-1.334323406590932
6.596,-1.333547873370665
6.6,-1.332773157598899
6.604,-1.331999260008792
6.608,-1.331226181325152
6.612,-1.330453922264441
6.616,-1.329682483534775
6.62,-1.328911865835917
6.624,-1.328142069859288
6.628,-1.327373096287957
6.632,-1.326604945796648
6.636,-1.325837619051736
6.64,-1.325071116711248
6.644,-1.324305439424864
6.648,-1.323540587833915
6.652,-1.322776562571387
6.656,-1.322013364261915
6.66,-1.321250993521787
6.664,-1.320489450958946
6.668,-1.319728737172984
6.672,-1.318968852755146
6.676,-1.318209798288331
6.68,-1.317451574347088
6.684,-1.316694181497618
6.688,-1.315937620297778
6.692,-1.315181891297073
6.696,-1.314426995036662
6.7,-1.313672932049356
6.704,-1.31291970285962
6.708,-1.312167307983567
6.712,-1.311415747928967
6.716,-1.31066502319524
6.72,-1.309915134273458
6.724,-1.309166081646344
6.728,-1.308417865788278
6.732,-1.307670487165287
6.736,-1.306923946235054
6.74,-1.306178243446912
6.744,-1.305433379241845
6.748,-1.304689354052494
6.752,-1.303946168303148
6.756,-1.30320382240975
6.76,-1.302462316779895
6.764,-1.301721651812829
6.768,-1.300981827899453
6.772,-1.300242845422318
6.776,-1.299504704755628
6.78,-1.298767406265239
6.784,-1.29803095030866
6.788,-1.29729533723505
6.792,-1.296560567385224
6.796,-1.295826641091646
6.8,-1.295093558678434
6.804,-1.294361320461356
6.808,-1.293629926747837
6.812,-1.292899377836948
6.816,-1.292169674019417
6.82,-1.291440815577622
6.824,-1.290712802785595
6.828,-1.289985635909018
6.832,-1.289259315205227
6.836,-1.28853384092321
6.84,-1.287809213303606
6.844,-1.287085432578708
6.848,-1.286362498972459
6.852,-1.285640412700457
6.856,-1.284919173969951
6.86,-1.284198782979841
6.864,-1.283479239920681
6.868,-1.282760596965165
6.872,-1.282042837739502
6.876,-1.281325930872895
6.88,-1.280609876600213
6.884,-1.279894675148605
6.888,-1.279180326737491
6.892,-1.278466831578572
6.896,-1.277754189875823
6.9,-1.277042401825496
6.904,-1.276331467616122
6.908,-1.275621387428503
6.912,-1.274912161435723
6.916,-1.274203789803139
6.92,-1.273496272688387
6.924,-1.272789610241376
6.928,-1.272083802604296
6.932,-1.271378849911609
6.936,-1.270674752290057
6.94,-1.269971509858656
6.944,-1.269269122728701
6.948,-1.26856759100376
6.952,-1.267866914779682
6.956,-1.267167094144587
6.96,-1.266468129178877
6.964,-1.265770019955227
6.968,-1.265072766538589
6.972,-1.264376368986192
6.976,-1.263680827347542
6.98,-1.262986141664419
6.984,-1.262292311970884
6.988,-1.261599338293271
6.992,-1.26090722065019
6.996,-1.26021595905253
7,-1.259525553503454
7.004,-1.258836003998405
7.008,-1.258147310525097
7.012,-1.257459473063526
7.016,-1.256772491585962
7.02,-1.256086366056951
7.024,-1.255401096433316
7.028,-1.254716682664157
7.032,-1.254033124690849
7.036,-1.253350422447047
7.04,-1.252668575858677
7.044,-1.251987584843947
7.048,-1.251307449313338
7.052,-1.250628169169608
7.056,-1.249949744307792
7.06,-1.249272174615202
7.064,-1.248595459971425
7.068,-1.247919600248327
7.072,-1.247244595310047
7.076,-1.246570445013004
7.08,-1.245897149205891
7.084,-1.245224707729678
7.088,-1.244553120417613
7.092,-1.243882387095217
7.096,-1.243212507580292
7.1,-1.242543481682912
7.104,-1.241875309205432
7.108,-1.241207989942479
7.112,-1.240541523680961
7.116,-1.239875910200058
7.12,-1.239211149271229
7.124,-1.238547240658211
7.128,-1.237884184117013
7.132,-1.237221979395925
7.136,-1.236560626235509
7.14,-1.235900124368609
7.144,-1.235240473520341
7.148,-1.234581673408098
7.152,-1.233923723741553
7.156,-1.23326662422265
7.16,-1.232610374545614
7.164,-1.231954974396945
7.168,-1.231300423455418
7.172,-1.230646721392088
7.176,-1.229993867870282
7.18,-1.229341862545608
7.184,-1.228690705065946
7.188,-1.228040559356532
7.192,-1.227391423153953
7.196,-1.226743148420278
7.2,-1.226095735069143
7.204,-1.225449183008887
7.208,-1.224803492142554
7.212,-1.224158662367894
7.216,-1.22351469357736
7.22,-1.222871585658111
7.224,-1.222229338492011
7.228,-1.221587951955627
7.232,-1.220947425920233
7.236,-1.220307760251805
7.24,-1.219668954811026
7.244,-1.219031009453283
7.248,-1.218393924028669
7.252,-1.217757698381978
7.256,-1.217122332352712
7.26,-1.216487825775079
7.264,-1.215854178477988
7.268,-1.215221390285054
7.272,-1.214589461014597
7.276,-1.213958390479644
7.28,-1.213328178487923
7.284,-1.212698824841868
7.288,-1.212070329338619
7.292,-1.211442691770019
7.296,-1.210815911922617
7.3,-1.210189989577667
7.304,-1.209564924511126
7.308,-1.208940716493657
7.312,-1.208317365290628
7.316,-1.20769487066211
7.32,-1.207073232362881
7.324,-1.206452450142423
7.328,-1.205832523744922
7.332,-1.205213452909269
7.336,-1.20459523736906
7.34,-1.203977876852596
7.344,-1.203361371082881
7.348,-1.202745719777627
7.352,-1.202130922649248
7.356,-1.201516979404863
7.36,-1.200903889746297
7.364,-1.200291653370079
7.368,-1.199680269967442
7.372,-1.199069739224327
7.376,-1.198460060821374
7.38,-1.197851234433932
7.384,-1.197243259732055
7.388,-1.196636136380499
7.392,-1.196029864038728
7.396,-1.195424442360906
7.4,-1.194819870995907
7.404,-1.194216149587308
7.408,-1.193613277773387
7.412,-1.193011255187133
7.416,-1.192410081456234
7.42,-1.191809756203088
7.424,-1.191210279044793
7.428,-1.190611649593154
7.432,-1.190013867454682
7.436,-1.18941693223059
7.44,-1.188820843516796
7.444,-1.188225600903926
7.448,-1.187631203977308
7.452,-1.187037652316974
7.456,-1.186444945497663
7.46,-1.185853083088817
7.464,-1.185262064654584
7.468,-1.184671889753816
7.472,-1.184082557940069
7.476,-1.183494068761606
7.48,-1.182906421761392
7.484,-1.182319616477099
7.488,-1.181733652441103
7.492,-1.181148529180483
7.496,-1.180564246217026
7.5,-1.179980803067222
7.504,-1.179398199242264
7.508,-1.178816488760088
7.512,-1.178235694752648
7.516,-1.177655744566174
7.52,-1.177076637811564
7.524,-1.176498374095411
7.528,-1.175920953020005
7.532,-1.175344374183328
7.536,-1.17476863717906
7.54,-1.174193741596575
7.544,-1.173619687020941
7.548,-1.173046473032922
7.552,-1.172474099208979
7.556,-1.171902565121263
7.56,-1.171331870337624
7.564,-1.170762014421607
7.568,-1.170192996932451
7.572,-1.169624817425089
7.576,-1.169057475450151
7.58,-1.168490970553961
7.584,-1.167925302278538
7.588,-1.167360470161597
7.592,-1.166796473736547
7.596,-1.166233312532493
7.6,-1.165670986074233
7.604,-1.165109493882262
7.608,-1.16454883547277
7.612,-1.163989010357642
7.616,-1.163430018044456
7.62,-1.162871858036487
7.624,-1.162314529832706
7.628,-1.161758032927776
7.632,-1.161202366812058
7.636,-1.160647530971606
7.64,-1.16009352488817
7.644,-1.159540348039195
7.648,-1.158987999897821
7.652,-1.158436479932883
7.656,-1.15788578760891
7.66,-1.157335922386127
7.664,-1.156786883720456
7.668,-1.15623867106351
7.672,-1.155691283862601
7.676,-1.155144721560732
7.68,-1.154598983596605
7.684,-1.154054069404614
7.688,-1.15350997841485
7.692,-1.152966710053098
7.696,-1.152424263740838
7.7,-1.151882638895246
7.704,-1.151341834929193
7.708,-1.150801851251243
7.712,-1.150262687265657
7.716,-1.149724342372391
7.72,-1.149186815967095
7.724,-1.148650107441116
7.728,-1.148114216181493
7.732,-1.147579141570962
7.736,-1.147044882987955
7.74,-1.146511439806596
7.744,-1.145978811396707
7.748,-1.145446997123803
7.752,-1.144915996349096
7.756,-1.144385808429491
7.76,-1.143856432717589
7.764,-1.143327868561687
7.768,-1.142800115305775
7.772,-1.142273172289539
7.776,-1.141747038848361
7.78,-1.141221714313317
7.784,-1.140697198011178
7.788,-1.14017348926441
7.792,-1.139650587391175
7.796,-1.139128491705328
7.8,-1.138607201516421
7.804,-1.138086716129702
7.808,-1.13756703484611
7.812,-1.137048156962282
7.816,-1.136530081770551
7.82,-1.136012808558942
7.824,-1.135496336611177
7.828,-1.134980727328216
7.832,-1.134466050743014
7.836,-1.133952182079434
7.84,-1.133439120782299
7.844,-1.132926866293595
7.848,-1.13241541805246
7.852,-1.131904775495192
7.856,-1.131394938055246
7.86,-1.130885905163233
7.864,-1.13037767624692
7.868,-1.129870250731235
7.872,-1.129363628038258
7.876,-1.12885780758723
7.88,-1.128352788794546
7.884,-1.127848571073762
7.888,-1.127345153835586
7.892,-1.126842536487887
7.896,-1.126340718435691
7.9,-1.125839699081177
7.904,-1.125339477823686
7.908,-1.124840054059713
7.912,-1.124341427182911
7.916,-1.12384359658409
7.92,-1.123346561651217
7.924,-1.122850321769415
7.928,-1.122354876320967
7.932,-1.121860224685311
7.936,-1.12136636623904
7.94,-1.120873300355908
7.944,-1.120381026406824
7.948,-1.119889543759854
7.952,-1.119398851780222
7.956,-1.118908949830307
7.96,-1.118419837269648
7.964,-1.117931513454938
7.968,-1.11744397774003
7.972,-1.116957229475932
7.976,-1.11647126801081
7.98,-1.115986092689985
7.984,-1.115501702855938
7.988,-1.115018097848307
7.992,-1.114535277003883
7.996,-1.114053239656619
8,-1.113571985137622
8.004,-1.113091512775158
8.007999999999999,-1.112611821894647
8.012,-1.112132911818669
8.016,-1.111654781866961
8.02,-1.111177431356415
8.023999999999999,-1.110700859601081
8.028,-1.110225065912167
8.032,-1.109750049598037
8.036,-1.109275809964211
8.039999999999999,-1.10880234631337
8.044,-1.108329657945347
8.048,-1.107857744157136
8.052,-1.107386604242885
8.055999999999999,-1.106916237493902
8.06,-1.106446643198649
8.064,-1.105977820642748
8.068,-1.105509769108976
8.071999999999999,-1.105042487877268
8.076000000000001,-1.104575976224715
8.08,-1.104110233425566
8.084,-1.103645258751228
8.087999999999999,-1.103181051470262
8.092000000000001,-1.102717610848389
8.096,-1.102254936148486
8.1,-1.101793026630588
8.103999999999999,-1.101331881551883
8.108000000000001,-1.100871500166722
8.112,-1.100411881726609
8.116,-1.099953025480206
8.119999999999999,-1.099494930673333
8.124000000000001,-1.099037596548965
8.128,-1.098581022347237
8.132,-1.098125207305438
8.135999999999999,-1.097670150658016
8.140000000000001,-1.097215851636574
8.144,-1.096762309469876
8.148,-1.096309539658336
8.151999999999999,-1.095857581219698
8.156000000000001,-1.095406381047058
8.16,-1.094955938455179
8.164,-1.094506252757354
8.167999999999999,-1.094057323265419
8.172000000000001,-1.093609149289756
8.176,-1.093161730139304
8.18,-1.092715065121569
8.183999999999999,-1.092269153542631
8.188000000000001,-1.09182399470715
8.192,-1.09137958791838
8.196,-1.090935932478171
8.199999999999999,-1.090493027686984
8.204000000000001,-1.090050872843894
8.208,-1.089609467246602
8.212,-1.089168810191441
8.215999999999999,-1.088728900973386
8.220000000000001,-1.088289738886062
8.224,-1.087851323221755
8.228,-1.087413653271414
8.231999999999999,-1.086976728324665
8.236000000000001,-1.08654054766982
8.24,-1.08610511059388
8.244,-1.085670416382549
8.247999999999999,-1.08523646432024
8.252000000000001,-1.084803253690083
8.256,-1.084370783773936
8.26,-1.083939053852391
8.263999999999999,-1.083508063204781
8.268000000000001,-1.083077811109193
8.272,-1.082648296842474
8.276,-1.082219519680238
8.279999999999999,-1.081791478896879
8.284000000000001,-1.081364173765573
8.288,-1.080937603558292
8.292,-1.08051176754581
8.295999999999999,-1.080086664997712
8.300000000000001,-1.079662295182401
8.304,-1.079238657367111
8.308,-1.078815750817908
8.311999999999999,-1.078393574799707
8.316000000000001,-1.077972128576273
8.32,-1.077551411410234
8.324,-1.077131422563088
8.327999999999999,-1.076712161295212
8.332000000000001,-1.076293626865868
8.336,-1.075875818533216
8.34,-1.075458735554319
8.343999999999999,-1.075042377185154
8.348000000000001,-1.074626742680614
8.352,-1.074211831294528
8.356,-1.073797642279657
8.359999999999999,-1.073384174887712
8.364000000000001,-1.072971428369358
8.368,-1.072559401974222
8.372,-1.072148094950903
8.375999999999999,-1.071737506546981
8.380000000000001,-1.071327636009025
8.384,-1.070918482582599
8.388,-1.070510045512274
8.391999999999999,-1.070102324041636
8.396000000000001,-1.069695317413289
8.4,-1.069289024868875
8.404,-1.068883445649069
8.407999999999999,-1.068478578993597
8.412000000000001,-1.068074424141239
8.416,-1.067670980329844
8.42,-1.06726824679633
8.423999999999999,-1.066866222776698
8.428000000000001,-1.066464907506041
8.432,-1.066064300218547
8.436,-1.065664400147514
8.44,-1.065265206525355
8.444000000000001,-1.064866718583605
8.448,-1.064468935552935
8.452,-1.064071856663154
8.456,-1.063675481143222
8.460000000000001,-1.063279808221256
8.464,-1.062884837124539
8.468,-1.062490572572004
8.472,-1.062097044347776
8.476000000000001,-1.061704217779819
8.48,-1.06131209214828
8.484,-1.060920666733311
8.488,-1.060529940815077
8.492000000000001,-1.060139913673771
8.496,-1.059750584589629
8.5,-1.059361952842939
8.504,-1.058974017714061
8.507999999999999,-1.058586778483433
8.512,-1.05820023443159
8.516,-1.057814384839173
8.52,-1.057429228986947
8.523999999999999,-1.05704476615581
8.528,-1.056660995626808
8.532,-1.056277916681151
8.536,-1.055895528600221
8.539999999999999,-1.055513830665591
8.544,-1.055132822159032
8.548,-1.054752502362534
8.552,-1.054372870558312
8.555999999999999,-1.053993926028825
8.56,-1.053615668056785
8.564,-1.053238095925173
8.568,-1.052861208917252
8.571999999999999,-1.052485006316581
8.576000000000001,-1.052109487407026
8.58,-1.051734651472774
8.584,-1.051360497798348
8.587999999999999,-1.05098702566862
8.592000000000001,-1.050614234368823
8.596,-1.050242123184566
8.6,-1.049870691401844
8.603999999999999,-1.049499938307056
8.608000000000001,-1.049129863187016
8.612,-1.048760465328966
8.616,-1.048391744020589
8.619999999999999,-1.048023698550026
8.624000000000001,-1.047656328205882
8.628,-1.047289632277249
8.632,-1.04692361005371
8.635999999999999,-1.046558260825358
8.640000000000001,-1.046193583882808
8.644,-1.045829578517212
8.648,-1.045466244020268
8.651999999999999,-1.045103579684235
8.656000000000001,-1.044741584801952
8.66,-1.044380258666842
8.664,-1.044019600572932
8.667999999999999,-1.043659609814865
8.672000000000001,-1.04330028568791
8.676,-1.042941627487981
8.68,-1.042583634511646
8.683999999999999,-1.042226306056142
8.688000000000001,-1.041869641419388
8.692,-1.041513639899997
8.696,-1.041158300797293
8.699999999999999,-1.040803623411322
8.704000000000001,-1.040449607042862
8.708,-1.040096250993445
8.712,-1.039743554565362
8.715999999999999,-1.039391517061679
8.720000000000001,-1.039040137786252
8.724,-1.038689416043739
8.728,-1.038339351139614
8.731999999999999,-1.03798994238018
8.736000000000001,-1.037641189072581
8.74,-1.037293090524815
8.744,-1.036945646045754
8.747999999999999,-1.036598854945149
8.752000000000001,-1.036252716533646
8.756,-1.035907230122801
8.76,-1.035562395025092
8.763999999999999,-1.035218210553933
8.768000000000001,-1.034874676023687
8.772,-1.03453179074968
8.776,-1.03418955404821
8.779999999999999,-1.03384796523657
8.784000000000001,-1.03350702363305
8.788,-1.033166725826409
8.792,-1.032827006602219
8.795999999999999,-1.032487928908932
8.800000000000001,-1.032149491974099
8.804,-1.031811695024993
8.808,-1.031474537288625
8.811999999999999,-1.03113801799174
8.816000000000001,-1.030802136360827
8.82,-1.030466891622124
8.824,-1.030132283001621
8.827999999999999,-1.029798309725065
8.832000000000001,-1.029464971017968
8.836,-1.02913226610561
8.84,-1.028800194213043
8.843999999999999,-1.028468754565099
8.848000000000001,-1.028137946386391
8.852,-1.027807768901324
8.856,-1.027478221334093
8.859999999999999,-1.027149302908694
8.864000000000001,-1.026821012848927
8.868,-1.026493350378399
8.872,-1.026166314720533
8.875999999999999,-1.025839905098568
8.880000000000001,-1.02551412073557
8.884,-1.025188960854435
8.888,-1.024864424677889
8.891999999999999,-1.024540511428499
8.896000000000001,-1.024217220328679
8.9,-1.02389455060069
8.904,-1.023572501466648
8.907999999999999,-1.023251072148527
8.912000000000001,-1.02293026186817
8.916,-1.022610069847285
8.92,-1.022290495307458
8.923999999999999,-1.021971537470154
8.928000000000001,-1.021653195556721
8.932,-1.021335468788401
8.936,-1.021018356386329
8.94,-1.020701857571538
