"time","simplifiedSFR.deltaFrequency"
2.128,-1.57416941083082
2.132,-1.577059045858141
2.136,-1.579934212708191
2.14,-1.582794953062072
2.144,-1.585641308515625
2.148,-1.588473320579433
2.152,-1.591291030678819
2.156,-1.594094480153845
2.16,-1.596883710259315
2.164,-1.599658762164775
2.168,-1.602419676954508
2.172,-1.60516649562754
2.176,-1.607899259097638
2.18,-1.610618008193307
2.184,-1.613322783657796
2.188,-1.616013626149092
2.192,-1.618690576239923
2.196,-1.621353674417757
2.2,-1.624002961084805
2.204,-1.626638476558017
2.208,-1.629260261069082
2.212,-1.631868354764432
2.216,-1.63446279770524
2.22,-1.637043629867415
2.224,-1.639610891141613
2.228,-1.642164621333225
2.232,-1.644704860162386
2.236,-1.647231647263971
2.24,-1.649745022187593
2.244,-1.652245024397609
2.248,-1.654731693273116
2.252,-1.657205068107948
2.256,-1.659665188110685
2.26,-1.662112092404643
2.264,-1.664545668561699
2.268,-1.666966066493949
2.272,-1.669373350953932
2.276,-1.671767560188126
2.28,-1.674148732349397
2.284,-1.676516905497
2.288,-1.67887211759658
2.292,-1.681214406520167
2.296,-1.683543810046179
2.3,-1.685860365859426
2.304,-1.688164111551102
2.308,-1.690455084618791
2.312,-1.692733322466464
2.316,-1.694998862404481
2.32,-1.697251741649592
2.324,-1.699491997324931
2.328,-1.701719666460022
2.332,-1.703934785990779
2.336,-1.7061373927595
2.34,-1.708327523514877
2.344,-1.710505214911983
2.348,-1.712670503512285
2.352,-1.714823425783636
2.356,-1.716964018100275
2.36,-1.719092316742833
2.364,-1.721208357898327
2.368,-1.72331217766016
2.372,-1.725403812028129
2.376,-1.727483296908412
2.38,-1.729550668113582
2.384,-1.731605961362594
2.388,-1.733649212280795
2.392,-1.73568045639992
2.396,-1.737699729158089
2.4,-1.739707065899813
2.404,-1.741702501875991
2.408,-1.743686072243909
2.412,-1.745657812067241
2.416,-1.74761775631605
2.42,-1.749565939866786
2.424,-1.75150239750229
2.428,-1.753427163911786
2.432,-1.755340273690892
2.436,-1.757241761341609
2.44,-1.759131661272329
2.444,-1.761010007797832
2.448,-1.762876835139285
2.452,-1.764732177424243
2.456,-1.766576068686651
2.46,-1.76840854286684
2.464,-1.77022963381153
2.468,-1.772039375273829
2.472,-1.773837800913234
2.476,-1.775624944295628
2.48,-1.777400838893284
2.484,-1.779165728581727
2.488,-1.78091947198279
2.492,-1.782662082894442
2.496,-1.78439359491993
2.5,-1.786114041575375
2.504,-1.78782345628977
2.508,-1.789521872404979
2.512,-1.791209323175739
2.516,-1.792885841769658
2.52,-1.79455146126722
2.524,-1.796206214661776
2.528,-1.797850134859554
2.532,-1.799483254679652
2.536,-1.801105606854039
2.54,-1.80271722402756
2.544,-1.804318138757928
2.548,-1.805908383515732
2.552,-1.807487990684431
2.556,-1.809056992560357
2.56,-1.810615421352715
2.564,-1.81216330918358
2.568,-1.813700688087901
2.572,-1.815227590013499
2.576,-1.816744046821068
2.58,-1.818250090284174
2.584,-1.819745752089253
2.588,-1.821231063835616
2.592,-1.822706057035446
2.596,-1.824170763113796
2.6,-1.825625213408595
2.604,-1.827069439170641
2.608,-1.828503471563605
2.612,-1.829927341664031
2.616,-1.831341080461335
2.62,-1.832744718857807
2.624,-1.834138287668605
2.628,-1.835521817621762
2.632,-1.836895339358185
2.636,-1.83825888343165
2.64,-1.839612480308806
2.644,-1.840956160369177
2.648,-1.842289953905155
2.652,-1.843613891122007
2.656,-1.844928002137873
2.66,-1.846232316983762
2.664,-1.847526865603559
2.668,-1.848811677854018
2.672,-1.850086783504767
2.676,-1.851352212238308
2.68,-1.852607993650011
2.684,-1.853854157248121
2.688,-1.855090732453756
2.692,-1.856317748600904
2.696,-1.857535234936427
2.7,-1.858743220620059
2.704,-1.859942250334822
2.708,-1.861131885235312
2.712,-1.862312142637707
2.716,-1.863483052401383
2.72,-1.864644644310939
2.724,-1.865796948076194
2.728,-1.866939993332191
2.732,-1.868073809639189
2.736,-1.869198426482673
2.74,-1.870313873273345
2.744,-1.871420179347133
2.748,-1.872517373965181
2.752,-1.873605486313857
2.756,-1.874684545504751
2.76,-1.875754580574671
2.764,-1.876815620485648
2.768,-1.877867694124935
2.772,-1.878910830305005
2.776,-1.879945057763551
2.78,-1.880970405163489
2.784,-1.881986901092956
2.788,-1.882994574065309
2.792,-1.883993452519127
2.796,-1.88498356481821
2.8,-1.885964939251578
2.804,-1.886937604033474
2.808,-1.887901587303361
2.812,-1.888856917125924
2.816,-1.889803621491067
2.82,-1.890741728313918
2.824,-1.891671265434824
2.828,-1.892592260619354
2.832,-1.893504741558297
2.836,-1.894408735867667
2.84,-1.895304271088692
2.844,-1.89619137468783
2.848,-1.897070074056752
2.852,-1.897940396512354
2.856,-1.898802369296754
2.86,-1.89965601957729
2.864,-1.90050137444652
2.868,-1.901338460922224
2.872,-1.902167305947404
2.876,-1.902987936390281
2.88,-1.9038003790443
2.884,-1.904604660628125
2.888,-1.905400807785642
2.892,-1.906188847085956
2.896,-1.906968805023399
2.9,-1.907740708017516
2.904,-1.908504582413079
2.908,-1.90926045448008
2.912,-1.91000835041373
2.916,-1.910748296334464
2.92,-1.911480334937568
2.924,-1.912204892433574
2.928,-1.912921606620522
2.932,-1.913630504166926
2.936,-1.914331611676618
2.94,-1.915024955688741
2.944,-1.915710562677753
2.948,-1.916388459053424
2.952,-1.91705867116084
2.956,-1.917721225280398
2.96,-1.91837614762781
2.964,-1.919023464354102
2.968,-1.919663201545613
2.972,-1.920295385223996
2.976,-1.920920041346218
2.98,-1.921537195804558
2.984,-1.922146874426612
2.988,-1.922749102975286
2.992,-1.923343907148801
2.996,-1.923931312580691
3,-1.924511344839806
3.004,-1.925084029430308
3.008,-1.925649391791673
3.012,-1.92620745729869
3.016,-1.926758251261461
3.02,-1.927301798925405
3.024,-1.92783812547125
3.028,-1.928367256015041
3.032,-1.928889215608136
3.036,-1.929404029237206
3.04,-1.929911721824237
3.044,-1.930412318226527
3.048,-1.930905843236687
3.052,-1.931392321582645
3.056,-1.931871777927639
3.06,-1.932344236870223
3.064,-1.932809722944263
3.068,-1.933268260618942
3.072,-1.933719874298752
3.076,-1.934164588323502
3.08,-1.934602426968313
3.084,-1.935033414443619
3.088,-1.935457574895171
3.092,-1.935874932404031
3.096,-1.936285510986574
3.1,-1.93668933459449
3.104,-1.937086427114785
3.108,-1.937476812369772
3.112,-1.937860514117085
3.116,-1.938237556049666
3.12,-1.938607961795775
3.124,-1.938971754918983
3.128,-1.939328958918175
3.132,-1.939679597227551
3.136,-1.940023693216623
3.14,-1.940361284977737
3.144,-1.940692513405541
3.148,-1.941017278988215
3.152,-1.941335605123243
3.156,-1.941647515146838
3.16,-1.94195303233394
3.164,-1.942252179898214
3.168,-1.942544980992055
3.172,-1.94283145870658
3.176,-1.943111636071638
3.18,-1.9433855360558
3.184,-1.943653181566366
3.188,-1.943914595449361
3.192,-1.94416980048954
3.196,-1.944418819410381
3.2,-1.944661674874091
3.204,-1.944898389481603
3.208,-1.945128985772575
3.212,-1.945353486225395
3.216,-1.945571913257175
3.22,-1.945784289223755
3.224,-1.945990636419701
3.228,-1.946190977078306
3.232,-1.946385333371588
3.236,-1.946573727410296
3.24,-1.946756181243901
3.244,-1.946932716860602
3.248,-1.947103356187327
3.252,-1.947268121089728
3.256,-1.947427033372185
3.26,-1.947580114777802
3.264,-1.947727386988416
3.268,-1.947868871624583
3.272,-1.94800459024559
3.276,-1.948134564349451
3.28,-1.948258815372904
3.284,-1.948377364691417
3.288,-1.948490233619181
3.292,-1.948597443409117
3.296,-1.948699015252871
3.3,-1.948794970280814
3.304,-1.948885329562049
3.308,-1.948970114104399
3.312,-1.949049344854419
3.316,-1.949123042697387
3.32,-1.94919122845731
3.324,-1.949253922896922
3.328,-1.94931114671768
3.332,-1.949362920559772
3.336,-1.949409265002111
3.34,-1.949450200562336
3.344,-1.949485747696813
3.348,-1.949515926800635
3.352,-1.949540758207622
3.356,-1.949560262190319
3.36,-1.949574467692506
3.364,-1.949583431230939
3.368,-1.949587131353462
3.372,-1.949585588192
3.376,-1.949578821818452
3.38,-1.949566852244682
3.384,-1.949549699422525
3.388,-1.949527383243786
3.392,-1.949499923540239
3.396,-1.949467340083625
3.4,-1.949429652585658
3.404,-1.94938688069802
3.408,-1.94933904401236
3.412,-1.9492861620603
3.416,-1.949228254313429
3.42,-1.949165340183307
3.424,-1.949097439021461
3.428,-1.949024570119389
3.432,-1.948946752708558
3.436,-1.948864005960406
3.44,-1.948776348986335
3.444,-1.948683800837724
3.448,-1.948586380505916
3.452,-1.948484106922224
3.456,-1.948376998957932
3.46,-1.948265075424292
3.464,-1.948148355072525
3.468,-1.948026856593824
3.472,-1.947900598619348
3.476,-1.947769599720227
3.48,-1.947633878407561
3.484,-1.947493453132417
3.488,-1.947348342285833
3.492,-1.947198564198817
3.496,-1.947044137142346
3.5,-1.946885079327365
3.504,-1.946721408904788
3.508,-1.946553143965502
3.512,-1.946380302540359
3.516,-1.946202902600182
3.52,-1.946020962055766
3.524,-1.94583449875787
3.528,-1.945643530497226
3.532,-1.945448075004536
3.536,-1.945248149950469
3.54,-1.945043772945663
3.544,-1.944834961540729
3.548,-1.944621733226242
3.552,-1.944404105432752
3.556,-1.944182095530774
3.56,-1.943955720830794
3.564,-1.943724998583269
3.568,-1.943489945978621
3.572,-1.943250580147246
3.576,-1.943006918159506
3.58,-1.942759025821669
3.584,-1.942507040578447
3.588,-1.942250824412377
3.592,-1.941990394575505
3.596,-1.941725768264858
3.6,-1.941456962622445
3.604,-1.941183994735258
3.608,-1.940906881635273
3.612,-1.940625640299447
3.616,-1.94034028764972
3.62,-1.940050840553016
3.624,-1.93975731582124
3.628,-1.939459730211281
3.632,-1.93915810042501
3.636,-1.938852443109279
3.64,-1.938542774855927
3.644,-1.938229112201772
3.648,-1.937911471628614
3.652,-1.93758986956324
3.656,-1.937264322377416
3.66,-1.936934846387891
3.664,-1.936601457856399
3.668,-1.936264172989655
3.672,-1.935923007939354
3.676,-1.93557797880218
3.68,-1.935229101619794
3.684,-1.934876392378843
3.688,-1.934519867010954
3.692,-1.934159541392739
3.696,-1.933795431345793
3.7,-1.93342755263669
3.704,-1.933055920976991
3.708,-1.932680552023237
3.712,-1.932301461376953
3.716,-1.931918664584647
3.72,-1.931532177137806
3.724,-1.931142014472905
3.728,-1.930748191971399
3.732,-1.930350724959725
3.736,-1.929949628709304
3.74,-1.929544918436539
3.744,-1.929136609302816
3.748,-1.928724716414504
3.752,-1.928309254822954
3.756,-1.9278902395245
3.76,-1.927467685460458
3.764,-1.927041607517127
3.768,-1.926612020525789
3.772,-1.92617893926271
3.776,-1.925742378449137
3.78,-1.925302352751299
3.784,-1.924858876780408
3.788,-1.924411965092661
3.792,-1.923961632189235
3.796,-1.923507892516291
3.8,-1.923050855396071
3.804,-1.922590680311823
3.808,-1.922127166607678
3.812,-1.921660329459249
3.816,-1.921190184006567
3.82,-1.920716745354254
3.824,-1.92024002857169
3.828,-1.919760048693195
3.832,-1.919276820718196
3.836,-1.918790359611403
3.84,-1.918300680302982
3.844,-1.917807797688727
3.848,-1.917311726630236
3.852,-1.91681248195508
3.856,-1.916310078456979
3.86,-1.915804530895977
3.864,-1.915295853998612
3.868,-1.914784062458089
3.872,-1.914269170934458
3.876,-1.91375119405478
3.88,-1.913230146413305
3.884,-1.912706042571648
3.888,-1.912178897058954
3.892,-1.911648724372079
3.896,-1.911115538975759
3.9,-1.910579355302786
3.904,-1.910040187754175
3.908,-1.909498050699348
3.912,-1.908952958476297
3.916,-1.908404925391763
3.92,-1.907853965721409
3.924,-1.907300093709988
3.928,-1.906743323571523
3.932,-1.906183669489479
3.936,-1.905621145616931
3.94,-1.905055766076744
3.944,-1.904487544961741
3.948,-1.903916496334879
3.952,-1.903342634229423
3.956,-1.902765972649118
3.96,-1.902186525568358
3.964,-1.90160430693237
3.968,-1.901019330657377
3.972,-1.900431610630772
3.976,-1.899841160711302
3.98,-1.899247994729227
3.984,-1.898652126486502
3.988,-1.898053569756948
3.992,-1.897452338286424
3.996,-1.896848445793004
4,-1.896241905967146
4.004,-1.895632732471866
4.008,-1.895020938942915
4.012,-1.894406538988946
4.016,-1.893789546191695
4.02,-1.893169930952766
4.024,-1.892547667642989
4.028,-1.89192284268162
4.032,-1.891295469190052
4.036,-1.890665560256373
4.04,-1.890033128935477
4.044,-1.889398188249177
4.048,-1.888760751186303
4.052,-1.88812083070282
4.056,-1.887478439721933
4.06,-1.886833591134199
4.064,-1.886186297797626
4.068,-1.885536572537798
4.072,-1.884884428147967
4.076,-1.884229877389171
4.08,-1.883572932990341
4.084,-1.882913607648412
4.088,-1.882251914028423
4.092,-1.881587864763637
4.096,-1.880921472455641
4.1,-1.880252749674461
4.104,-1.879581708958665
4.108,-1.878908362815476
4.112,-1.878232723720878
4.116,-1.877554804119726
4.12,-1.876874616425855
4.124,-1.876192173022188
4.128,-1.875507486260843
4.132,-1.874820568463246
4.136,-1.874131431920237
4.14,-1.873440088892175
4.144,-1.872746551609054
4.148,-1.872050832270608
4.152,-1.871352943046419
4.156,-1.870652896076025
4.16,-1.869950703469032
4.164,-1.869246377305222
4.168,-1.868539929634657
4.172,-1.867831372477793
4.176,-1.867120717825588
4.18,-1.866407977639607
4.184,-1.865693163852135
4.188,-1.864976288366284
4.192,-1.8642573630561
4.196,-1.863536399766675
4.2,-1.862813410314251
4.204,-1.862088406486336
4.208,-1.861361400041803
4.212,-1.860632402711009
4.216,-1.859901426195895
4.22,-1.8591684821701
4.224,-1.858433582279067
4.228,-1.857696738140153
4.232,-1.856957961342736
4.236,-1.856217263448328
4.24,-1.855474595424061
4.244,-1.85472994008581
4.248,-1.853983386977486
4.252,-1.853234947128461
4.256,-1.852484631532157
4.26,-1.851732451146089
4.264,-1.850978416891885
4.268,-1.85022253965533
4.272,-1.849464830286387
4.276,-1.848705299599237
4.28,-1.847943958372307
4.284,-1.847180817348301
4.288,-1.846415887234236
4.292,-1.845649178701471
4.296,-1.844880702385738
4.3,-1.844110468887178
4.304,-1.843338488770368
4.308,-1.842564772564355
4.312,-1.841789330762691
4.316,-1.841012173823459
4.32,-1.84023331216931
4.324,-1.839452756187493
4.328,-1.838670516229884
4.332,-1.837886602613024
4.336,-1.837101025618147
4.34,-1.836313795491211
4.344,-1.835524922442934
4.348,-1.834734416648822
4.352,-1.833942288249201
4.356,-1.833148547349253
4.36,-1.832353204019045
4.364,-1.831556268293559
4.368,-1.830757750172728
4.372,-1.829957659621464
4.376,-1.829156006569695
4.38,-1.828352800912392
4.384,-1.827548052509601
4.388,-1.82674177118648
4.392,-1.825933966733326
4.396,-1.825124648905609
4.4,-1.824313827424002
4.404,-1.823501511974416
4.408,-1.82268771220803
4.412,-1.821872437741323
4.416,-1.821055698156107
4.42,-1.820237502999555
4.424,-1.81941786178424
4.428,-1.81859678398816
4.432,-1.817774279054775
4.436,-1.816950356393035
4.44,-1.816125025377415
4.444,-1.815298295347944
4.448,-1.81447017561024
4.452,-1.81364067543554
4.456,-1.812809804060733
4.46,-1.811977579114613
4.464,-1.811144011061927
4.468,-1.810309100666574
4.472,-1.809472857079282
4.476,-1.808635289417629
4.48,-1.807796406766086
4.484,-1.806956218176057
4.488,-1.80611473266592
4.492,-1.805271959221069
4.496,-1.804427906793954
4.5,-1.803582584304122
4.504,-1.802736000638261
4.508,-1.801888164650237
4.512,-1.801039085161139
4.516,-1.800188770959318
4.52,-1.799337230800428
4.524,-1.798484473407469
4.528,-1.797630507470825
4.532,-1.79677534164831
4.536,-1.795918984565203
4.54,-1.795061444814297
4.544,-1.794202730955931
4.548,-1.793342851518039
4.552,-1.792481814996187
4.556,-1.791619629853615
4.56,-1.790756304521279
4.564,-1.789891847397892
4.568,-1.789026266849963
4.572,-1.788159571211842
4.576,-1.787291768785758
4.58,-1.786422867841861
4.584,-1.785552876618266
4.588,-1.784681803321086
4.592,-1.783809656124486
4.596,-1.782936443170711
4.6,-1.782062172570138
4.604,-1.781186852401307
4.608,-1.780310490710974
4.612,-1.77943309551414
4.616,-1.778554674794101
4.62,-1.777675236502484
4.624,-1.776794788559293
4.628,-1.775913338852946
4.632,-1.775030895240315
4.636,-1.774147465546775
4.64,-1.773263057566236
4.644,-1.772377679061189
4.648,-1.771491337762747
4.652,-1.770604041370685
4.656,-1.769715797553482
4.66,-1.76882661394836
4.664,-1.76793649816133
4.668,-1.767045457767228
4.672,-1.766153500309759
4.676,-1.765260633301537
4.68,-1.764366934016275
4.684,-1.763472403501094
4.688,-1.762576995689307
4.692,-1.761680718341938
4.696,-1.760783579196725
4.7,-1.75988558596823
4.704,-1.758986746347944
4.708,-1.758087068004401
4.712,-1.75718655858328
4.716,-1.756285225707524
4.72,-1.755383076977435
4.724,-1.754480119970795
4.728,-1.75357636224297
4.732,-1.752671811327016
4.736,-1.751766474733793
4.74,-1.75086035995207
4.744,-1.749953474448635
4.748,-1.749045825668405
4.752,-1.748137421034534
4.756,-1.747228267948517
4.76,-1.746318373790308
4.764,-1.745407745918422
