"time","PV.measurements.PPuSnRef","PV.measurements.QPuSnRef","PV.measurements.UPu"
0.038,0.7000001076568176,0.19999997244481704,1.0371378374830718
0.039,0.7000001051191127,0.19999997173305262,1.0371378374297844
0.04,0.7000001025814078,0.19999997102128814,1.0371378373764972
0.041,0.7000001001018117,0.19999997031195793,1.0371378373204807
0.042,0.7000000990168287,0.19999996966103378,1.0371378371989595
0.043,0.7000000979318458,0.1999999690101104,1.0371378370774385
0.044,0.7000000968468625,0.19999996835918615,1.0371378369559172
0.045,0.7000000957618795,0.19999996770826284,1.0371378368343962
0.046,0.7000000946768963,0.19999996705733863,1.0371378367128752
0.047,0.7000000935919133,0.19999996640641446,1.037137836591354
0.048,0.7000000925069302,0.19999996575549106,1.0371378364698327
0.049,0.7000000914219469,0.19999996510456608,1.0371378363483115
0.05,0.7000000903369639,0.1999999644536435,1.0371378362267907
0.051,0.7000000892519809,0.19999996380271934,1.0371378361052694
0.052,0.7000000881669977,0.19999996315179588,1.0371378359837484
0.053,0.7000000870820146,0.19999996250087168,1.0371378358622272
0.054,0.7000000859970316,0.19999996184994756,1.037137835740706
0.055,0.7000000849120483,0.1999999611990234,1.0371378356191847
0.056,0.7000000838270652,0.19999996054809926,1.0371378354976637
0.057,0.700000082742082,0.19999995989717584,1.0371378353761425
0.058,0.7000000816570989,0.19999995924625244,1.0371378352546217
0.059,0.7000000805721157,0.1999999585953282,1.0371378351331004
0.06,0.7000000794871326,0.19999995794440406,1.0371378350115792
0.061,0.7000000784021495,0.1999999572934807,1.0371378348900582
0.062,0.7000000773171664,0.19999995664255654,1.037137834768537
0.063,0.7000000762321833,0.19999995599163234,1.0371378346470157
0.064,0.7000000751472003,0.19999995534070816,1.0371378345254947
0.065,0.7000000740622171,0.19999995468978557,1.037137834403974
0.066,0.700000072977234,0.19999995403886137,1.0371378342824527
0.067,0.7000000718922509,0.19999995338793722,1.0371378341609314
0.068,0.7000000708072679,0.1999999527370139,1.0371378340394104
0.069,0.7000000697222847,0.1999999520860889,1.037137833917889
0.07,0.7000000686373015,0.19999995143516555,1.037137833796368
0.071,0.7000000675523184,0.19999995078424138,1.0371378336748467
0.072,0.7000000664673356,0.1999999501333181,1.0371378335533257
0.073,0.7000000653823524,0.19999994948239394,1.0371378334318047
0.074,0.7000000642973692,0.19999994883147051,1.0371378333102836
0.075,0.7000000632123861,0.19999994818054634,1.0371378331887624
0.076,0.7000000621274031,0.19999994752962227,1.0371378330672412
0.077,0.70000006104242,0.19999994687869882,1.0371378329457202
0.078,0.7000000599574367,0.19999994622777467,1.0371378328241991
0.079,0.7000000588724536,0.19999994557685058,1.0371378327026777
0.08,0.7000000577874705,0.19999994492592715,1.0371378325811569
0.081,0.7000000567024874,0.199999944275003,1.0371378324596356
0.082,0.7000000556738495,0.19999994365697848,1.0371378323441678
0.083,0.7000000552931825,0.19999994341730376,1.0371378322983136
0.084,0.7000000549125156,0.19999994317762732,1.037137832252459
0.085,0.7000000545318487,0.19999994293795179,1.0371378322066047
0.086,0.7000000541511817,0.19999994269827615,1.0371378321607503
0.087,0.7000000537705148,0.19999994245860137,1.0371378321148963
0.088,0.7000000533898478,0.19999994221892498,1.0371378320690416
0.089,0.7000000530091808,0.19999994197925022,1.0371378320231874
0.09,0.700000052628514,0.1999999417395738,1.037137831977333
0.091,0.7000000522478469,0.19999994149989822,1.0371378319314786
0.092,0.7000000518671798,0.19999994126022264,1.0371378318856241
0.093,0.7000000514865129,0.19999994102054697,1.03713783183977
0.094,0.7000000511058458,0.1999999407808714,1.0371378317939155
0.095,0.7000000507251788,0.19999994054119577,1.037137831748061
0.096,0.700000050344512,0.19999994030152018,1.0371378317022069
0.097,0.7000000499638449,0.1999999400618446,1.0371378316563524
0.098,0.7000000495831781,0.19999993982216907,1.037137831610498
0.099,0.7000000492025109,0.1999999395824934,1.0371378315646438
0.1,0.7000000488218442,0.19999993934281787,1.0371378315187894
0.101,0.700000048441177,0.1999999391031415,1.037137831472935
0.102,0.70000004806051,0.1999999388634666,1.0371378314270807
0.103,0.7000000476798431,0.19999993862379106,1.0371378313812263
0.104,0.7000000472991761,0.19999993838411473,1.0371378313353719
0.105,0.700000046918509,0.19999993814443906,1.0371378312895174
0.106,0.7000000465378421,0.19999993790476425,1.0371378312436634
0.107,0.7000000461571755,0.19999993766508803,1.0371378311978088
0.108,0.7000000457765083,0.19999993742541236,1.0371378311519546
0.109,0.7000000453958413,0.1999999371857375,1.0371378311061004
0.11,0.7000000450151742,0.19999993694606188,1.037137831060246
0.111,0.7000000446345073,0.19999993670638624,1.0371378310143915
0.112,0.7000000442538403,0.1999999364667107,1.0371378309685373
0.113,0.7000000438731734,0.19999993622703435,1.0371378309226829
0.114,0.7000000434925063,0.19999993598735877,1.0371378308768284
0.115,0.7000000431118395,0.19999993574768316,1.037137830830974
0.116,0.7000000427311723,0.19999993550800832,1.03713783078512
0.117,0.7000000423505053,0.19999993526833193,1.0371378307392654
0.118,0.7000000419698383,0.19999993502865715,1.0371378306934111
0.119,0.7000000415891714,0.19999993478898082,1.0371378306475567
0.12,0.7000000412085045,0.19999993454930518,1.0371378306017023
0.121,0.7000000408278375,0.19999993430962953,1.0371378305558479
0.122,0.7000000404471705,0.19999993406995398,1.0371378305099934
0.123,0.7000000400665036,0.1999999338302784,1.0371378304641392
0.124,0.7000000396858366,0.1999999335906028,1.0371378304182848
0.125,0.7000000393051697,0.19999993335092725,1.0371378303724306
0.126,0.7000000389245026,0.1999999331112516,1.0371378303265761
0.127,0.7000000385438357,0.19999993287157608,1.037137830280722
0.128,0.7000000381631687,0.19999993263190047,1.0371378302348675
0.129,0.7000000377825017,0.19999993239222488,1.037137830189013
0.13,0.7000000374018347,0.19999993215254847,1.0371378301431586
0.131,0.7000000370211679,0.1999999319128737,1.0371378300973044
0.132,0.7000000366405007,0.19999993167319807,1.0371378300514502
0.133,0.7000000362598339,0.19999993143352246,1.0371378300055958
0.134,0.7000000358791667,0.1999999311938469,1.0371378299597414
0.135,0.7000000354984997,0.19999993095417046,1.037137829913887
0.136,0.7000000351178329,0.19999993071449498,1.0371378298680325
0.137,0.7000000347371661,0.19999993047481937,1.0371378298221783
0.138,0.7000000343564989,0.19999993023514376,1.0371378297763238
0.139,0.7000000339758319,0.1999999299954689,1.0371378297304696
0.14,0.7000000335951652,0.19999992975579337,1.0371378296846154
0.141,0.700000033214498,0.19999992951611703,1.0371378296387608
0.142,0.7000000328338308,0.19999992927644136,1.0371378295929063
0.143,0.7000000324531641,0.1999999290367666,1.0371378295470524
0.144,0.7000000320724971,0.1999999287970902,1.037137829501198
0.145,0.7000000316918302,0.1999999285574147,1.0371378294553435
0.146,0.7000000313111631,0.199999928317739,1.037137829409489
0.147,0.700000030930496,0.1999999280780634,1.0371378293636346
0.148,0.7000000305498292,0.19999992783838794,1.0371378293177804
0.149,0.7000000301691622,0.19999992759871305,1.0371378292719262
0.15,0.7000000297884953,0.19999992735903666,1.0371378292260718
0.151,0.7000000294078282,0.1999999271193611,1.0371378291802174
0.152,0.7000000290271613,0.19999992687968549,1.037137829134363
0.153,0.7000000286464941,0.19999992664000982,1.0371378290885085
0.154,0.7000000282658273,0.19999992640033434,1.0371378290426543
0.155,0.7000000278851605,0.19999992616065798,1.0371378289967996
0.156,0.7000000275044933,0.19999992592098312,1.0371378289509456
0.157,0.7000000271238264,0.19999992568130678,1.037137828905091
0.158,0.7000000267431594,0.19999992544163192,1.037137828859237
0.159,0.7000000263624923,0.19999992520195553,1.0371378288133823
0.16,0.7000000259818255,0.19999992496228008,1.037137828767528
0.161,0.7000000256011584,0.1999999247226044,1.0371378287216737
0.162,0.7000000252204914,0.19999992448292958,1.0371378286758195
0.163,0.7000000248398246,0.1999999242432533,1.037137828629965
0.164,0.7000000244967608,0.19999992402644015,1.0371378285884085
0.165,0.7000000243511153,0.19999992392965696,1.0371378285694168
0.166,0.7000000242054697,0.19999992383287374,1.0371378285504251
0.167,0.700000024059824,0.19999992373609055,1.0371378285314332
0.168,0.7000000239141785,0.1999999236393066,1.037137828512441
0.169,0.7000000237685327,0.1999999235425225,1.037137828493449
0.17,0.7000000236228872,0.1999999234457394,1.0371378284744572
0.171,0.7000000234772416,0.1999999233489554,1.0371378284554653
0.172,0.7000000233315958,0.19999992325217217,1.0371378284364734
0.173,0.7000000231859502,0.1999999231553882,1.0371378284174815
0.174,0.7000000230403047,0.19999992305860503,1.0371378283984898
0.175,0.700000022894659,0.19999992296182176,1.0371378283794979
0.176,0.7000000227490134,0.1999999228650378,1.037137828360506
0.177,0.7000000226033679,0.19999992276825462,1.037137828341514
0.178,0.7000000224577224,0.19999992267147143,1.0371378283225223
0.179,0.7000000223120766,0.1999999225746874,1.0371378283035302
0.18,0.700000022166431,0.19999992247790424,1.0371378282845385
0.181,0.7000000220207853,0.19999992238112016,1.0371378282655463
0.182,0.7000000218751398,0.19999992228433705,1.0371378282465546
0.183,0.7000000217294943,0.19999992218755386,1.0371378282275627
0.184,0.7000000215838484,0.19999992209076983,1.0371378282085708
0.185,0.7000000214382027,0.19999992199398656,1.037137828189579
0.186,0.7000000212925573,0.19999992189720264,1.037137828170587
0.187,0.7000000211469116,0.19999992180042012,1.0371378281515953
0.188,0.7000000210012661,0.1999999217036362,1.0371378281326034
0.189,0.7000000208556204,0.1999999216068522,1.0371378281136112
0.19,0.7000000207099748,0.19999992151006823,1.0371378280946193
0.191,0.7000000205643292,0.1999999214132858,1.0371378280756278
0.192,0.7000000204186836,0.19999992131650263,1.037137828056636
0.193,0.7000000202730378,0.19999992121971852,1.037137828037644
0.194,0.7000000201273923,0.19999992112293463,1.0371378280186518
0.195,0.7000000199817469,0.19999992102615147,1.0371378279996601
0.196,0.7000000198361012,0.1999999209293682,1.0371378279806682
0.197,0.7000000196904553,0.19999992083258417,1.0371378279616763
0.198,0.7000000195448098,0.19999992073580025,1.0371378279426844
0.199,0.7000000193991641,0.19999992063901698,1.0371378279236925
0.2,0.7000000192535187,0.19999992054223387,1.0371378279047005
0.201,0.700000019107873,0.19999992044544987,1.0371378278857086
0.202,0.7000000189622273,0.19999992034866587,1.0371378278667165
0.203,0.7000000188165817,0.1999999202518826,1.0371378278477248
0.204,0.7000000186709362,0.1999999201551002,1.037137827828733
0.205,0.7000000185252903,0.19999992005831538,1.037137827809741
0.206,0.7000000183796448,0.1999999199615322,1.0371378277907493
0.207,0.7000000182339992,0.19999991986474822,1.0371378277717571
0.208,0.7000000180883538,0.19999991976796583,1.0371378277527656
0.209,0.700000017942708,0.19999991967118186,1.0371378277337735
0.21,0.7000000177970624,0.19999991957439864,1.0371378277147818
0.211,0.700000017651417,0.19999991947761467,1.0371378276957897
0.212,0.7000000175057715,0.1999999193808315,1.037137827676798
0.213,0.7000000173601256,0.19999991928404826,1.037137827657806
0.214,0.7000000172144797,0.1999999191872642,1.0371378276388141
0.215,0.7000000170688343,0.19999991909048098,1.0371378276198222
0.216,0.7000000169231888,0.19999991899369707,1.0371378276008303
0.217,0.700000016777543,0.19999991889691385,1.0371378275818384
0.218,0.7000000166318977,0.19999991880012993,1.0371378275628464
0.219,0.7000000164862519,0.1999999187033466,1.0371378275438545
0.22,0.7000000163406063,0.1999999186065635,1.0371378275248628
0.221,0.7000000161949607,0.19999991850978022,1.0371378275058711
0.222,0.7000000160493152,0.1999999184129955,1.0371378274868788
0.223,0.7000000159036692,0.19999991831621297,1.0371378274678873
0.224,0.7000000157580237,0.1999999182194291,1.0371378274488952
0.225,0.7000000156123781,0.19999991812264584,1.0371378274299035
0.226,0.7000000154667325,0.1999999180258618,1.0371378274109113
0.227,0.7000000153210868,0.19999991792907865,1.0371378273919196
0.228,0.7000000151754414,0.19999991783229548,1.037137827372928
0.229,0.7000000150297959,0.1999999177355115,1.0371378273539358
0.23,0.7000000148841501,0.1999999176387283,1.0371378273349439
0.231,0.7000000147385045,0.1999999175419443,1.037137827315952
0.232,0.7000000145928589,0.19999991744516105,1.03713782729696
0.233,0.7000000144472133,0.19999991734837788,1.0371378272779683
0.234,0.7000000143015676,0.1999999172515939,1.0371378272589762
0.235,0.7000000141559218,0.1999999171548099,1.0371378272399843
0.236,0.7000000140102762,0.1999999170580274,1.0371378272209928
0.237,0.7000000138646307,0.1999999169612435,1.0371378272020007
0.238,0.7000000137189851,0.19999991686445953,1.0371378271830087
0.239,0.7000000135733394,0.19999991676767623,1.037137827164017
0.24,0.7000000134276941,0.19999991667089312,1.0371378271450251
0.241,0.7000000132820481,0.19999991657410984,1.0371378271260332
0.242,0.7000000131364028,0.19999991647732593,1.0371378271070413
0.243,0.700000012990757,0.1999999163805419,1.0371378270880494
0.244,0.7000000128451115,0.19999991628375868,1.0371378270690574
0.245,0.7000000126994658,0.19999991618697546,1.0371378270500655
0.246,0.7000000125538202,0.19999991609019152,1.0371378270310736
0.247,0.7000000124081744,0.19999991599340747,1.0371378270120817
0.248,0.700000012262529,0.1999999158966243,1.0371378269930898
0.249,0.7000000121168833,0.19999991579984108,1.0371378269740978
0.25,0.7000000119712378,0.199999915703058,1.0371378269551061
0.251,0.7000000118255919,0.1999999156062739,1.0371378269361142
0.252,0.7000000116799463,0.19999991550948992,1.037137826917122
0.253,0.7000000115343007,0.19999991541270665,1.0371378268981304
0.254,0.7000000113886552,0.1999999153159235,1.0371378268791385
0.255,0.7000000112430097,0.1999999152191403,1.0371378268601468
0.256,0.700000011097364,0.19999991512235632,1.0371378268411546
0.257,0.7000000109517183,0.19999991502557307,1.037137826822163
0.258,0.7000000108060728,0.19999991492878916,1.0371378268031708
0.259,0.700000010660427,0.19999991483200585,1.037137826784179
0.26,0.7000000105147816,0.1999999147352227,1.0371378267651872
0.261,0.7000000103691358,0.19999991463843875,1.0371378267461953
0.262,0.7000000102234902,0.19999991454165555,1.0371378267272033
0.263,0.7000000100778445,0.19999991444487156,1.0371378267082114
0.264,0.700000009932199,0.1999999143480884,1.0371378266892195
0.265,0.7000000097865534,0.19999991425130512,1.0371378266702278
0.266,0.7000000096409079,0.19999991415452192,1.037137826651236
0.267,0.7000000094952623,0.1999999140577373,1.0371378266322437
0.268,0.7000000093496166,0.199999913960954,1.037137826613252
0.269,0.7000000092039709,0.19999991386417074,1.0371378265942601
0.27,0.7000000090583253,0.19999991376738752,1.0371378265752684
0.271,0.7000000089126795,0.19999991367060355,1.0371378265562765
0.272,0.7000000087670342,0.19999991357381955,1.0371378265372844
0.273,0.7000000086213884,0.19999991347703638,1.0371378265182924
0.274,0.7000000084757427,0.19999991338025314,1.0371378264993008
0.275,0.7000000083300972,0.19999991328346992,1.037137826480309
0.276,0.7000000081844516,0.19999991318668595,1.037137826461317
0.277,0.700000008038806,0.19999991308990275,1.037137826442325
0.278,0.7000000078931605,0.19999991299311884,1.037137826423333
0.279,0.700000007747515,0.19999991289633567,1.0371378264043414
0.28,0.700000007601869,0.19999991279955148,1.0371378263853492
0.281,0.7000000074562235,0.19999991270276837,1.0371378263663573
0.282,0.7000000073105779,0.19999991260598443,1.0371378263473654
0.283,0.7000000071649322,0.19999991250920113,1.0371378263283737
0.284,0.7000000070192866,0.19999991241241724,1.0371378263093816
0.285,0.7000000068736413,0.19999991231563483,1.03713782629039
0.286,0.7000000067279954,0.19999991221885083,1.0371378262713982
0.287,0.7000000065823498,0.19999991212206764,1.0371378262524062
0.288,0.7000000064367042,0.1999999120252836,1.037137826233414
0.289,0.7000000062910584,0.19999991192850033,1.0371378262144224
0.29,0.7000000061454131,0.19999991183171723,1.0371378261954307
0.291,0.7000000059997673,0.19999991173493326,1.0371378261764386
0.292,0.7000000058541216,0.1999999116381492,1.0371378261574467
0.293,0.7000000057084761,0.19999991154136595,1.0371378261384547
0.294,0.7000000055628306,0.19999991144458285,1.037137826119463
0.295,0.7000000054171848,0.19999991134779957,1.0371378261004711
0.296,0.7000000052715392,0.19999991125101563,1.0371378260814792
0.297,0.7000000051258937,0.19999991115423169,1.037137826062487
0.298,0.7000000049802481,0.19999991105744838,1.0371378260434954
0.299,0.7000000048346025,0.1999999109606652,1.0371378260245034
0.3,0.7000000046889568,0.19999991086388133,1.0371378260055115
0.301,0.7000000045433111,0.19999991076709805,1.0371378259865198
0.302,0.7000000043976655,0.1999999106703148,1.037137825967528
0.303,0.7000000042520199,0.19999991057353086,1.037137825948536
0.304,0.7000000041063743,0.19999991047674764,1.037137825929544
0.305,0.7000000039607287,0.19999991037996365,1.0371378259105521
0.306,0.700000003815083,0.19999991028318043,1.0371378258915602
0.307,0.7000000036694374,0.19999991018639648,1.0371378258725683
0.308,0.700000003523792,0.19999991008961332,1.0371378258535764
0.309,0.7000000033781462,0.19999990999282927,1.0371378258345845
0.31,0.7000000032325006,0.1999999098960461,1.0371378258155926
0.311,0.7000000030868551,0.19999990979926285,1.0371378257966009
0.312,0.7000000029412096,0.19999990970247894,1.0371378257776087
0.313,0.7000000027955636,0.19999990960569564,1.037137825758617
0.314,0.700000002649918,0.19999990950891172,1.0371378257396249
0.315,0.7000000025042725,0.1999999094121285,1.0371378257206332
0.316,0.7000000023586269,0.1999999093153453,1.0371378257016415
0.317,0.7000000022129811,0.1999999092185612,1.0371378256826493
0.318,0.7000000020673356,0.19999990912177812,1.0371378256636576
0.319,0.7000000019216899,0.19999990902499482,1.0371378256446657
0.32,0.7000000017760445,0.19999990892821096,1.0371378256256738
0.321,0.7000000016303988,0.19999990883142765,1.0371378256066819
0.322,0.7000000014847533,0.1999999087346437,1.03713782558769
0.323,0.7000000013391076,0.19999990863786055,1.037137825568698
0.324,0.700000001193462,0.19999990854107727,1.0371378255497063
0.325,0.7000000010478162,0.19999990844429327,1.0371378255307142
0.326,0.7000000009021707,0.19999990834751016,1.0371378255117225
0.327,0.7000000007565251,0.1999999082507261,1.0371378254927304
0.328,0.7000000006469452,0.19999990817169952,1.0371378254766728
0.329,0.7000000006140051,0.19999990813040344,1.0371378254668489
0.33,0.700000000581065,0.19999990808910725,1.0371378254570252
0.331,0.700000000548125,0.19999990804781193,1.0371378254472017
0.332,0.7000000005151849,0.1999999080065166,1.0371378254373782
0.333,0.7000000004822446,0.1999999079652212,1.0371378254275547
0.334,0.7000000004493047,0.1999999079239251,1.0371378254177308
0.335,0.7000000004163647,0.19999990788262975,1.0371378254079073
0.336,0.7000000003834247,0.19999990784133442,1.0371378253980839
0.337,0.7000000003504845,0.19999990780003896,1.0371378253882604
0.338,0.7000000003175445,0.19999990775874288,1.0371378253784367
0.339,0.7000000002846044,0.1999999077174475,1.0371378253686132
0.34,0.7000000002516642,0.19999990767615208,1.0371378253587895
0.341,0.7000000002187241,0.19999990763485603,1.037137825348966
0.342,0.700000000185784,0.19999990759356068,1.0371378253391426
0.343,0.7000000001528437,0.19999990755226443,1.0371378253293189
0.344,0.7000000001199039,0.19999990751096922,1.0371378253194954
0.345,0.7000000000869637,0.19999990746967297,1.0371378253096715
0.346,0.7000000000540237,0.19999990742837764,1.037137825299848
0.347,0.7000000000210835,0.1999999073870823,1.0371378252900245
0.348,0.6999999999881437,0.19999990734578693,1.037137825280201
0.349,0.6999999999552035,0.19999990730449083,1.0371378252703773
0.35,0.6999999999222632,0.1999999072631954,1.0371378252605536
0.351,0.6999999998893232,0.1999999072219,1.0371378252507302
0.352,0.6999999998563833,0.19999990718060395,1.0371378252409065
0.353,0.6999999998234432,0.1999999071393086,1.037137825231083
0.354,0.6999999997905032,0.19999990709801324,1.0371378252212595
0.355,0.6999999997575629,0.1999999070567178,1.0371378252114358
0.356,0.6999999997246228,0.19999990701542167,1.0371378252016124
0.357,0.6999999996916829,0.1999999069741263,1.0371378251917889
0.358,0.6999999996587427,0.19999990693283093,1.0371378251819652
0.359,0.6999999996258026,0.19999990689153485,1.0371378251721415
0.36,0.6999999995928624,0.19999990685023947,1.037137825162318
0.361,0.6999999995599224,0.1999999068089434,1.0371378251524943
0.362,0.6999999995269824,0.19999990676764803,1.0371378251426708
0.363,0.6999999994940422,0.1999999067263526,1.0371378251328471
0.364,0.6999999994611023,0.19999990668505732,1.0371378251230237
0.365,0.6999999994281622,0.19999990664376122,1.0371378251132
0.366,0.6999999993952218,0.19999990660246572,1.0371378251033765
0.367,0.699999999362282,0.19999990656117042,1.037137825093553
0.368,0.6999999993293418,0.19999990651987426,1.037137825083729
0.369,0.699999999296402,0.19999990647857896,1.0371378250739058
0.37,0.6999999992634618,0.19999990643728363,1.0371378250640824
0.371,0.6999999992305215,0.19999990639598822,1.0371378250542587
0.372,0.6999999991975815,0.19999990635469211,1.0371378250444352
0.373,0.6999999991646414,0.1999999063133967,1.0371378250346117
0.374,0.6999999991317013,0.19999990627210054,1.0371378250247878
0.375,0.6999999990987614,0.19999990623080524,1.0371378250149643
0.376,0.6999999990658211,0.19999990618950977,1.0371378250051408
0.377,0.6999999990328815,0.1999999061482146,1.0371378249953174
0.378,0.6999999989999411,0.19999990610691837,1.0371378249854937
0.379,0.6999999989670009,0.199999906065623,1.03713782497567
0.38,0.6999999989340612,0.19999990602432768,1.0371378249658465
0.381,0.6999999989011209,0.19999990598303222,1.037137824956023
0.382,0.6999999988681809,0.19999990594173617,1.0371378249461993
0.383,0.6999999988352406,0.19999990590043998,1.0371378249363756
0.384,0.6999999988023005,0.1999999058591454,1.0371378249265522
0.385,0.6999999987693606,0.19999990581784935,1.0371378249167285
0.386,0.6999999987364204,0.19999990577655394,1.037137824906905
0.387,0.6999999987034804,0.19999990573525858,1.0371378248970815
0.388,0.6999999986705403,0.19999990569396242,1.0371378248872578
0.389,0.6999999986376,0.19999990565266693,1.0371378248774343
0.39,0.6999999986046601,0.1999999056113717,1.0371378248676109
0.391,0.6999999985717199,0.19999990557007555,1.0371378248577872
0.392,0.6999999985387799,0.19999990552878022,1.0371378248479635
0.393,0.6999999985058399,0.19999990548748486,1.03713782483814
0.394,0.6999999984729,0.1999999054461895,1.0371378248283165
0.395,0.6999999984399599,0.1999999054048934,1.0371378248184928
0.396,0.6999999984070197,0.19999990536359794,1.0371378248086693
0.397,0.6999999983740796,0.19999990532230186,1.0371378247988454
0.398,0.6999999983411395,0.1999999052810065,1.0371378247890222
0.399,0.6999999983081994,0.19999990523971112,1.0371378247791987
0.4,0.6999999982752593,0.19999990519841576,1.037137824769375
0.401,0.6999999982423191,0.19999990515711957,1.0371378247595513
0.402,0.6999999982093791,0.19999990511582422,1.0371378247497278
0.403,0.6999999981764391,0.19999990507452897,1.0371378247399043
0.404,0.6999999981434988,0.19999990503323273,1.0371378247300806
0.405,0.6999999981105589,0.19999990499193743,1.0371378247202572
0.406,0.6999999980776188,0.19999990495064207,1.0371378247104337
0.407,0.6999999980446786,0.1999999049093459,1.03713782470061
0.408,0.6999999980117386,0.1999999048680505,1.0371378246907863
0.409,0.6999999979787985,0.19999990482675514,1.0371378246809628
0.41,0.6999999979458587,0.1999999047854599,1.0371378246711394
0.411,0.6999999979129184,0.19999990474416376,1.0371378246613157
0.412,0.6999999978799781,0.1999999047028683,1.0371378246514922
0.413,0.6999999978470381,0.19999990466157222,1.0371378246416683
0.414,0.6999999978140982,0.19999990462027686,1.0371378246318448
0.415,0.6999999977811581,0.19999990457898148,1.0371378246220213
0.416,0.6999999977482181,0.19999990453768612,1.0371378246121978
0.417,0.6999999977152779,0.19999990449639002,1.0371378246023741
0.418,0.6999999976823377,0.1999999044550946,1.0371378245925504
0.419,0.6999999976493977,0.19999990441379925,1.037137824582727
0.42,0.6999999976164577,0.19999990437250315,1.0371378245729035
0.421,0.6999999975835175,0.19999990433120773,1.0371378245630798
0.422,0.6999999975505774,0.19999990428991235,1.0371378245532563
0.423,0.6999999975176374,0.19999990424861705,1.0371378245434328
0.424,0.6999999974846972,0.1999999042073209,1.0371378245336091
0.425,0.6999999974517571,0.19999990416602548,1.0371378245237857
0.426,0.6999999974188171,0.1999999041247294,1.0371378245139617
0.427,0.699999997385877,0.19999990408343407,1.0371378245041385
0.428,0.699999997352937,0.19999990404213874,1.037137824494315
0.429,0.699999997319997,0.19999990400084333,1.0371378244844913
0.43,0.6999999972870568,0.1999999039595472,1.0371378244746676
0.431,0.6999999972541167,0.19999990391825184,1.0371378244648441
0.432,0.6999999972211766,0.19999990387695646,1.0371378244550207
0.433,0.6999999971882366,0.1999999038356611,1.0371378244451972
0.434,0.6999999971552966,0.19999990379436497,1.0371378244353733
0.435,0.6999999971223565,0.1999999037530697,1.0371378244255498
0.436,0.6999999970894163,0.19999990371177354,1.0371378244157263
0.437,0.6999999970564763,0.19999990367047818,1.0371378244059026
0.438,0.6999999970235362,0.19999990362918277,1.0371378243960792
0.439,0.6999999969905961,0.1999999035878874,1.0371378243862557
0.44,0.6999999969576561,0.1999999035465913,1.037137824376432
0.441,0.6999999969247158,0.19999990350529584,1.0371378243666085
0.442,0.6999999968917756,0.19999990346400048,1.0371378243567848
0.443,0.6999999968588358,0.1999999034227044,1.0371378243469611
0.444,0.6999999968258956,0.19999990338140905,1.0371378243371376
0.445,0.6999999967929557,0.1999999033401137,1.0371378243273142
0.446,0.6999999967600157,0.19999990329881834,1.0371378243174907
0.447,0.6999999967270754,0.19999990325752212,1.0371378243076668
0.448,0.6999999966941354,0.19999990321622688,1.0371378242978433
0.449,0.6999999966611953,0.19999990317493063,1.0371378242880196
0.45,0.6999999966282551,0.19999990313363525,1.0371378242781961
0.451,0.699999996595315,0.19999990309233995,1.0371378242683726
0.452,0.6999999965623751,0.19999990305104384,1.037137824258549
