"time","WT4A.injector.PInjPu","WT4A.injector.QInjPu","WT4A.injector.UPu"
0.092,0.6998414691210201,0.2387996414254393,1.0295796519396248
0.093,0.6998477128648075,0.23877492139024803,1.0295760424967504
0.094,0.6998535928712966,0.2387501664029989,1.029572433359249
0.095,0.6998591091446731,0.23872537646421374,1.0295688245273318
0.096,0.6998642616891166,0.2387005515744061,1.0295652160012
0.097,0.6998690505088007,0.23867569173408137,1.0295616077810466
0.098,0.6998734756078904,0.2386507969437366,1.0295579998670537
0.099,0.6998780186987384,0.23862594274158805,1.0295543959829865
0.1,0.6998823616638167,0.2386010792424615,1.029550793669802
0.101,0.6998864572270829,0.23857619903262695,1.0295471925621469
0.102,0.699890305391386,0.2385513021122714,1.0295435926601333
0.103,0.6998939061595699,0.23852638848157784,1.029539993963869
0.104,0.699897259534475,0.23850145814072532,1.029536396473458
0.105,0.6999003655189354,0.2384765110898888,1.029532800188999
0.106,0.6999032241157821,0.23845154732923968,1.0295292051105873
0.107,0.6999061587552742,0.23842661304602908,1.0295256130933585
0.108,0.6999091521976164,0.2384017057779054,1.029522024038412
0.109,0.6999120180998706,0.23837679891380764,1.0295184368769819
0.11,0.6999147564635181,0.2383518924536418,1.0295148516091157
0.111,0.6999173672900384,0.23832698639731342,1.0295112682348593
0.112,0.6999198505809077,0.23830208074472659,1.0295076867542565
0.113,0.6999222063376015,0.23827717549578467,1.0295041071673516
0.114,0.6999244345615915,0.23825227065038973,1.0295005294741861
0.115,0.6999265352543479,0.2382273662084429,1.0294969536748009
0.116,0.6999285084173389,0.2382024621698446,1.0294933797692363
0.117,0.69993035405203,0.2381775585344939,1.0294898077575307
0.118,0.6999320721598848,0.23815265530228893,1.0294862376397218
0.119,0.699933662742364,0.23812775247312684,1.0294826694158457
0.12,0.6999351258009269,0.2381028500469039,1.0294791030859374
0.121,0.6999364613370297,0.23807794802351506,1.0294755386500307
0.122,0.6999376693521275,0.23805304640285455,1.029471976108159
0.123,0.6999387563030572,0.23802814581791948,1.0294684154562659
0.124,0.6999400985378594,0.23800328317832797,1.0294648564560618
0.125,0.6999413574265022,0.237978425273089,1.0294612993219465
0.126,0.699942532969943,0.23795357210204446,1.0294577440539412
0.127,0.6999436251691374,0.23792872366503573,1.0294541906520662
0.128,0.6999446340250405,0.23790387996190399,1.0294506391163416
0.129,0.699945559538605,0.23787904099248974,1.0294470894467869
0.13,0.6999464017107829,0.23785420675663344,1.0294435416434207
0.131,0.699947160542525,0.23782937725417502,1.0294399957062619
0.132,0.6999478360347806,0.23780455248495386,1.029436451635328
0.133,0.6999484281884977,0.2377797324488094,1.0294329094306367
0.134,0.6999489370046236,0.2377549171455804,1.029429369092205
0.135,0.6999493624841029,0.23773010657510513,1.0294258306200488
0.136,0.6999497046278805,0.23770530073722185,1.0294222940141846
0.137,0.699949963436899,0.23768049963176813,1.0294187592746278
0.138,0.6999501389121,0.23765570325858132,1.029415226401393
0.139,0.6999502310544241,0.23763091161749833,1.0294116953944947
0.14,0.6999504034188345,0.23760613772427508,1.0294081657195941
0.141,0.6999507423430206,0.23758138844960838,1.0294046370945924
0.142,0.6999510427606089,0.23755664747373223,1.0294011101894622
0.143,0.6999513046720438,0.2375319147964514,1.0293975850042103
0.144,0.6999515280777688,0.23750719041757054,1.029394061538844
0.145,0.6999517129782268,0.2374824743368947,1.0293905397933703
0.146,0.6999518593738603,0.23745776655422848,1.0293870197677955
0.147,0.6999519672651108,0.2374330670693767,1.029383501462126
0.148,0.699952036652421,0.23740837588214442,1.0293799848763692
0.149,0.6999520675362308,0.23738369299233603,1.0293764700105306
0.15,0.6999520599169812,0.23735901839975643,1.0293729568646168
0.151,0.6999520137951125,0.23733435210421056,1.0293694454386337
0.152,0.6999519291710646,0.23730969410550318,1.0293659357325884
0.153,0.6999518060452755,0.23728504440343884,1.0293624277464852
0.154,0.6999516444181845,0.23726040299782236,1.0293589214803314
0.155,0.6999514442902298,0.23723576988845863,1.0293554169341317
0.156,0.6999512056618488,0.23721114507515229,1.0293519141078922
0.157,0.6999510961181387,0.2371865352325598,1.0293484115053058
0.158,0.6999510010566149,0.23716193579594974,1.0293449101496013
0.159,0.6999508903879677,0.23713734556667806,1.0293414103094383
0.16,0.6999507641123816,0.23711276454455155,1.0293379119848192
0.161,0.6999506222300423,0.23708819272937742,1.0293344151757469
0.162,0.699950464741135,0.23706363012096282,1.0293309198822238
0.163,0.6999502916458445,0.237039076719115,1.0293274261042518
0.164,0.6999501029443552,0.23701453252364116,1.0293239338418334
0.165,0.6999498986368519,0.23698999753434868,1.0293204430949707
0.166,0.6999496787235192,0.2369654717510451,1.0293169538636666
0.167,0.6999494432045407,0.2369409551735377,1.0293134661479229
0.168,0.6999491920801011,0.23691644780163434,1.029309979947742
0.169,0.6999489253503842,0.23689194963514232,1.0293064952631261
0.17,0.6999486430155732,0.23686746067386943,1.0293030120940776
0.171,0.6999483450758524,0.2368429809176235,1.0292995304405983
0.172,0.6999480315314047,0.23681851036621232,1.029296050302691
0.173,0.6999477300308594,0.23679404895063572,1.0292925712668257
0.174,0.6999475035202304,0.23676959651409332,1.029289092391524
0.175,0.6999472744763743,0.23674515324935907,1.029285614836275
0.176,0.699947042899332,0.2367207191562531,1.029282138601079
0.177,0.6999468087891435,0.2366962942345957,1.0292786636859366
0.178,0.6999465721458493,0.23667187848420734,1.029275190090848
0.179,0.6999463329694905,0.2366474719049084,1.0292717178158137
0.18,0.699946091260106,0.23662307449651926,1.0292682468608338
0.181,0.6999458470177371,0.23659868625886057,1.0292647772259096
0.182,0.6999456002424236,0.2365743071917529,1.0292613089110405
0.183,0.699945350934206,0.23654993729501705,1.0292578419162277
0.184,0.6999450990931245,0.23652557656847373,1.029254376241471
0.185,0.6999448447192194,0.23650122501194384,1.0292509118867712
0.186,0.6999445878125309,0.2364768826252483,1.0292474488521288
0.187,0.6999443283730986,0.23645254940820798,1.0292439871375436
0.188,0.6999440664009633,0.23642822536064395,1.0292405267430167
0.189,0.6999438018961652,0.23640391048237738,1.0292370676685485
0.19,0.6999435348587435,0.23637960477322928,1.0292336099141386
0.191,0.699943265288739,0.2363553082330211,1.0292301534797883
0.192,0.6999429931861916,0.2363310208615741,1.0292266983654976
0.193,0.699942718551141,0.23630674265870955,1.0292232445712668
0.194,0.6999424413836278,0.23628247362424903,1.029219792097097
0.195,0.6999421616836913,0.23625821375801395,1.0292163409429875
0.196,0.6999418794513718,0.236233963059826,1.0292128911089398
0.197,0.6999415946867088,0.23620972152950667,1.0292094425949532
0.198,0.6999413073897428,0.23618548916687784,1.0292059954010293
0.199,0.6999410175605134,0.23616126597176124,1.029202549527168
0.2,0.6999407251990601,0.23613705194397863,1.0291991049733693
0.201,0.6999404303054231,0.23611284708335206,1.0291956617396336
0.202,0.6999401328796421,0.23608865138970353,1.0291922198259622
0.203,0.6999398329217568,0.23606446486285507,1.0291887792323546
0.204,0.6999395304318068,0.23604028750262868,1.0291853399588118
0.205,0.6999392254098321,0.23601611930884672,1.0291819020053339
0.206,0.6999389200580604,0.23599196012092438,1.029178465316906
0.207,0.6999386408591528,0.23596780800971323,1.0291750292319335
0.208,0.6999383609278068,0.23594366493337526,1.0291715944220643
0.209,0.6999380802640434,0.23591953089173717,1.0291681608872985
0.21,0.6999377988678832,0.23589540588462574,1.029164728627636
0.211,0.6999375167393473,0.2358712899118678,1.029161297643077
0.212,0.6999372338784561,0.23584718297329005,1.0291578679336222
0.213,0.6999369502852308,0.23582308506871963,1.029154439499271
0.214,0.6999366659596916,0.23579899619798345,1.0291510123400243
0.215,0.6999363809018598,0.23577491636090853,1.0291475864558817
0.216,0.699936095111756,0.2357508455573221,1.0291441618468435
0.217,0.699935808589401,0.23572678378705125,1.02914073851291
0.218,0.6999355213348153,0.23570273104992334,1.0291373164540816
0.219,0.6999352333480198,0.23567868734576558,1.029133895670358
0.22,0.6999349446290352,0.23565465267440544,1.0291304761617397
0.221,0.699934655177882,0.2356306270356704,1.0291270579282263
0.222,0.6999343649945816,0.23560661042938796,1.029123640969819
0.223,0.6999340740791536,0.23558260285538546,1.0291202252865166
0.224,0.6999337824316194,0.23555860431349088,1.0291168108783206
0.225,0.6999334900519997,0.23553461480353174,1.029113397745231
0.226,0.6999331969403148,0.23551063432533587,1.0291099858872468
0.227,0.6999329030965855,0.2354866628787311,1.0291065753043693
0.228,0.6999326085208323,0.23546270046354528,1.029103165996598
0.229,0.699932313213076,0.2354387470796065,1.0290997579639336
0.23,0.6999320171733373,0.23541480272674264,1.029096351206376
0.231,0.6999317204016364,0.23539086740478182,1.0290929457239253
0.232,0.6999314228979949,0.23536694111355239,1.029089541516582
0.233,0.6999311246624317,0.23534302385288225,1.0290861385843455
0.234,0.6999308256949687,0.23531911562259994,1.0290827369272166
0.235,0.699930525995626,0.2352952164225337,1.0290793365451958
0.236,0.6999302255644241,0.235271326252512,1.0290759374382827
0.237,0.6999299244013841,0.23524744511236328,1.0290725396064775
0.238,0.6999296225065261,0.2352235730019161,1.0290691430497805
0.239,0.6999293198798702,0.23519970992099903,1.0290657477681917
0.24,0.699929049820122,0.23517585502720142,1.0290623531551688
0.241,0.6999287849613419,0.23515200901256028,1.0290589597091813
0.242,0.699928521551921,0.23512817197180008,1.0290555674985644
0.243,0.6999282595918573,0.2351043439047527,1.0290521765233185
0.244,0.6999279990811492,0.23508052481125022,1.0290487867834432
0.245,0.6999277400197951,0.23505671469112482,1.0290453982789387
0.246,0.6999274824077932,0.23503291354420844,1.0290420110098046
0.247,0.6999272262451419,0.23500912137033336,1.029038624976041
0.248,0.699926971531839,0.23498533816933176,1.029035240177648
0.249,0.6999267182678832,0.23496156394103604,1.0290318566146246
0.25,0.6999264664532727,0.2349377986852785,1.0290284742869715
0.251,0.6999262160880058,0.23491404240189162,1.0290250931946883
0.252,0.6999259671720809,0.2348902950907079,1.029021713337775
0.253,0.6999257197054959,0.23486655675155985,1.0290183347162314
0.254,0.6999254736882495,0.2348428273842801,1.029014957330057
0.255,0.6999252291203396,0.23481910698870134,1.0290115811792526
0.256,0.6999249860017653,0.23479539556465634,1.0290082062638173
0.257,0.6999247443325242,0.2347716931119778,1.0290048325837509
0.258,0.6999245041126148,0.23474799963049875,1.029001460139054
0.259,0.6999242653420356,0.23472431512005193,1.028998088929726
0.26,0.6999240280207851,0.2347006395804704,1.028994718955767
0.261,0.6999237921488612,0.23467697301158733,1.0289913502171768
0.262,0.6999235577262627,0.2346533154132356,1.028987982713955
0.263,0.6999233247529876,0.23462966678524866,1.0289846164461018
0.264,0.6999230932290347,0.23460602712745954,1.0289812514136172
0.265,0.6999228631544019,0.23458239643970158,1.0289778876165008
0.266,0.6999226345290878,0.23455877472180814,1.0289745250547524
0.267,0.6999224073530911,0.2345351619736126,1.028971163728372
0.268,0.6999221816264097,0.23451155819494857,1.02896780363736
0.269,0.6999219573490424,0.23448796338564945,1.0289644447817154
0.27,0.6999217345209874,0.23446437754554889,1.0289610871614387
0.271,0.699921513142243,0.23444080067448053,1.0289577307765294
0.272,0.699921293212808,0.23441723277227822,1.0289543756269877
0.273,0.6999210864439203,0.234393673615639,1.0289510215098425
0.274,0.6999208865412853,0.23437012332433482,1.0289476685341794
0.275,0.6999206890497113,0.2343465819830879,1.028944316777211
0.276,0.6999204939691884,0.2343230495917335,1.0289409662389375
0.277,0.6999203012997055,0.23429952615010713,1.0289376169193587
0.278,0.6999201110412523,0.23427601165804413,1.0289342688184744
0.279,0.6999199231938171,0.23425250611537984,1.0289309219362839
0.28,0.69991973775739,0.23422900952194997,1.0289275762727874
0.281,0.69991955473196,0.23420552187758997,1.0289242318279848
0.282,0.6999193741175165,0.2341820431821356,1.0289208886018752
0.283,0.6999191959140486,0.23415857343542248,1.0289175465944589
0.284,0.6999190201215456,0.23413511263728642,1.0289142058057354
0.285,0.6999188467399968,0.23411166078756318,1.0289108662357047
0.286,0.6999186757693919,0.23408821788608877,1.0289075278843665
0.287,0.6999185072097203,0.23406478393269908,1.0289041907517205
0.288,0.6999183410609705,0.23404135892723005,1.0289008548377663
0.289,0.6999181773231327,0.23401794286951783,1.028897520142504
0.29,0.6999180159961961,0.2339945357593985,1.028894186665933
0.291,0.6999178570801499,0.2339711375967083,1.028890854408053
0.292,0.6999177005749836,0.23394774838128346,1.0288875233688644
0.293,0.6999175464806869,0.23392436811296033,1.028884193548366
0.294,0.6999173947972488,0.2339009967915751,1.0288808649465582
0.295,0.6999172455246592,0.23387763441696452,1.028877537563441
0.296,0.6999170986629072,0.23385428098896482,1.0288742113990132
0.297,0.6999169542119826,0.23383093650741263,1.0288708864532756
0.298,0.6999168121718747,0.23380760097214465,1.0288675627262276
0.299,0.6999166725425731,0.23378427438299737,1.0288642402178687
0.3,0.6999165353240671,0.23376095673980768,1.0288609189281985
0.301,0.6999164005163461,0.2337376480424122,1.0288575988572173
0.302,0.6999162681194003,0.2337143482906481,1.0288542800049247
0.303,0.699916138133219,0.23369105748435196,1.0288509623713202
0.304,0.6999160105577913,0.23366777562336088,1.0288476459564038
0.305,0.6999158853931075,0.23364450270751208,1.0288443307601751
0.306,0.699915766780182,0.23362123837876733,1.0288410166710815
0.307,0.6999156544440451,0.2335979826607348,1.0288377036965284
0.308,0.6999155449727583,0.23357473584812016,1.0288343919284266
0.309,0.6999154383663067,0.2335514979407618,1.0288310813667756
0.31,0.6999153346246761,0.2335282689384984,1.0288277720115757
0.311,0.6999152337478526,0.2335050488411687,1.0288244638628259
0.312,0.6999151357358215,0.23348183764861127,1.0288211569205263
0.313,0.6999150405885689,0.23345863536066502,1.0288178511846766
0.314,0.6999149483060804,0.2334354419771688,1.028814546655276
0.315,0.6999148588883419,0.23341225749796143,1.028811243332325
0.316,0.699914772335339,0.23338908192288194,1.0288079412158229
0.317,0.6999146886470575,0.23336591525176925,1.0288046403057693
0.318,0.6999146078234837,0.2333427574844626,1.028801340602164
0.319,0.699914529864603,0.23331960862080092,1.0287980421050067
0.32,0.6999144547704015,0.23329646866062367,1.028794744814297
0.321,0.6999143825408649,0.2332733376037699,1.0287914487300347
0.322,0.6999143131759792,0.233250215450079,1.0287881538522192
0.323,0.6999142466757304,0.2332271021993904,1.0287848601808507
0.324,0.6999141830401044,0.23320399785154353,1.0287815677159287
0.325,0.6999141222690869,0.23318090240637776,1.0287782764574527
0.326,0.6999140643626642,0.23315781586373288,1.0287749864054228
0.327,0.6999140093208223,0.23313473822344827,1.028771697559838
0.328,0.6999139571435465,0.2331116694853637,1.0287684099206986
0.329,0.6999139078308235,0.23308860964931885,1.028765123488004
0.33,0.6999138613826397,0.23306555871515372,1.0287618382617543
0.331,0.6999138177989802,0.23304251668270798,1.0287585542419488
0.332,0.6999137770798313,0.23301948355182156,1.028755271428587
0.333,0.6999137392251794,0.2329964593223344,1.0287519898216688
0.334,0.6999137042350106,0.23297344399408676,1.0287487094211945
0.335,0.6999136721093108,0.2329504375669185,1.0287454302271628
0.336,0.6999136428480658,0.23292744004066973,1.0287421522395739
0.337,0.699913616451262,0.23290445141518087,1.0287388754584275
0.338,0.6999135929188859,0.23288147169029208,1.028735599883723
0.339,0.6999135722509233,0.2328585008658437,1.0287323255154606
0.34,0.6999135544473606,0.23283553894167613,1.0287290523536394
0.341,0.6999135395081838,0.23281258591762988,1.0287257803982597
0.342,0.6999135274333788,0.2327896417935453,1.0287225096493202
0.343,0.6999135182229326,0.23276670656926313,1.028719240106822
0.344,0.6999135118768307,0.2327437802446239,1.0287159717707637
0.345,0.6999135083950602,0.23272086281946835,1.0287127046411453
0.346,0.6999135077776063,0.23269795429363715,1.0287094387179665
0.347,0.699913510024456,0.23267505466697122,1.028706174001227
0.348,0.6999135151355959,0.23265216393931137,1.0287029104909267
0.349,0.6999135231110114,0.2326292821104985,1.0286996481870647
0.35,0.6999135339506896,0.23260640918037367,1.0286963870896413
0.351,0.699913547654616,0.23258354514877774,1.0286931271986555
0.352,0.6999135642227781,0.23256069001555207,1.028689868514108
0.353,0.6999135836551617,0.2325378437805377,1.0286866110359978
0.354,0.6999136059517528,0.23251500644357578,1.0286833547643244
0.355,0.6999136311125381,0.2324921780045077,1.0286800996990877
0.356,0.6999136591375046,0.23246935846317485,1.0286768458402877
0.357,0.6999136900266381,0.23244654781941843,1.0286735931879236
0.358,0.6999137237799252,0.23242374607308014,1.0286703417419956
0.359,0.6999137603973523,0.23240095322400134,1.0286670915025027
0.36,0.6999137998789063,0.23237816927202365,1.0286638424694454
0.361,0.6999138422245734,0.23235539421698878,1.0286605946428227
0.362,0.6999138874343399,0.23233262805873833,1.0286573480226344
0.363,0.6999139355081925,0.2323098707971141,1.0286541026088805
0.364,0.6999139864461179,0.23228712243195793,1.0286508584015603
0.365,0.6999140402481028,0.23226438296311164,1.028647615400674
0.366,0.6999140969141334,0.23224165239041725,1.0286443736062207
0.367,0.6999141564441967,0.23221893071371674,1.0286411330182006
0.368,0.6999142188382785,0.23219621793285206,1.0286378936366127
0.369,0.6999142840963664,0.23217351404766542,1.0286346554614572
0.37,0.6999143522184466,0.232150819057999,1.0286314184927339
0.371,0.6999144232045057,0.23212813296369503,1.028628182730442
0.372,0.6999144946243385,0.2321054555187537,1.0286249481750809
0.373,0.699914558011363,0.2320827858665261,1.0286217148283912
0.374,0.6999146238688667,0.23206012506938556,1.0286184826882139
0.375,0.6999146921968398,0.2320374731271751,1.0286152517545495
0.376,0.6999147629952736,0.23201483003973766,1.0286120220273975
0.377,0.6999148362641583,0.23199219580691627,1.028608793506758
0.378,0.6999149120034853,0.2319695704285541,1.0286055661926303
0.379,0.699914990213245,0.2319469539044941,1.0286023400850142
0.38,0.6999150708934283,0.23192434623457964,1.0285991151839096
0.381,0.6999151540440256,0.23190174741865388,1.028595891489316
0.382,0.6999152396650284,0.23187915745656024,1.0285926690012335
0.383,0.6999153277564268,0.23185657634814194,1.0285894477196615
0.384,0.6999154183182121,0.23183400409324267,1.0285862276445998
0.385,0.6999155113503752,0.23181144069170576,1.0285830087760484
0.386,0.6999156068529067,0.23178888614337478,1.0285797911140064
0.387,0.6999157048257978,0.23176634044809347,1.0285765746584745
0.388,0.6999158052690388,0.23174380360570532,1.0285733594094517
0.389,0.6999159081826214,0.23172127561605427,1.028570145366938
0.39,0.6999160135665357,0.23169875647898397,1.028566932530933
0.391,0.6999161214207732,0.2316762461943384,1.0285637209014367
0.392,0.6999162317453246,0.23165374476196135,1.0285605104784485
0.393,0.6999163445401808,0.2316312521816968,1.0285573012619684
0.394,0.6999164598053328,0.231608768453389,1.0285540932519959
0.395,0.699916577540772,0.23158629357688187,1.028550886448531
0.396,0.6999166977464886,0.2315638275520195,1.0285476808515732
0.397,0.6999168204224743,0.23154137037864625,1.0285444764611227
0.398,0.6999169455687195,0.23151892205660635,1.0285412732771784
0.399,0.699917073185216,0.23149648258574407,1.0285380712997407
0.4,0.6999172032719544,0.23147405196590393,1.028534870528809
0.401,0.6999173358289252,0.2314516301969302,1.0285316709643837
0.402,0.6999174708561203,0.2314292172786676,1.0285284726064636
0.403,0.6999176083535307,0.23140681321096063,1.028525275455049
0.404,0.6999177483211468,0.2313844179936537,1.0285220795101393
0.405,0.6999178907589606,0.23136203162659183,1.0285188847717344
0.406,0.6999180356669624,0.2313396541096196,1.028515691239834
0.407,0.6999181830451439,0.2313172854425818,1.028512498914438
0.408,0.6999183328934961,0.2312949256253234,1.0285093077955463
0.409,0.6999184852120102,0.23127257465768924,1.028506117883158
0.41,0.6999186400006772,0.23125023253952437,1.0285029291772736
0.411,0.6999187972594882,0.23122789927067383,1.028499741677892
0.412,0.6999189569884344,0.23120557485098253,1.0284965553850134
0.413,0.6999191191875074,0.23118325928029582,1.0284933702986379
0.414,0.6999192838566981,0.2311609525584591,1.0284901864187643
0.415,0.6999194509959977,0.2311386546853173,1.0284870037453928
0.416,0.6999196206053975,0.23111636566071592,1.0284838222785235
0.417,0.6999197926848887,0.23109408548450033,1.0284806420181556
0.418,0.6999199672344627,0.23107181415651604,1.028477462964289
0.419,0.6999201442541106,0.2310495516766086,1.0284742851169237
0.42,0.699920323743824,0.23102729804462344,1.028471108476059
0.421,0.6999205057035939,0.23100505326040643,1.028467933041695
0.422,0.6999206901334115,0.230982817323803,1.0284647588138314
0.423,0.6999208770332686,0.23096059023465906,1.0284615857924675
0.424,0.6999210664031564,0.23093837199282047,1.0284584139776034
0.425,0.6999212582430655,0.2309161625981329,1.0284552433692387
0.426,0.6999214525529884,0.23089396205044255,1.0284520739673735
0.427,0.6999216493329157,0.23087177034959522,1.0284489057720068
0.428,0.6999218485828393,0.2308495874954371,1.0284457387831387
0.429,0.6999220503027503,0.23082741348781421,1.0284425730007694
0.43,0.69992225449264,0.23080524832657268,1.0284394084248978
0.431,0.6999224611525,0.23078309201155883,1.028436245055524
0.432,0.6999226702823217,0.23076094454261897,1.028433082892648
0.433,0.699922881882097,0.2307388059195994,1.0284299219362694
0.434,0.6999230959518166,0.23071667614234648,1.0284267621863874
0.435,0.6999233124914723,0.2306945552107068,1.0284236036430023
0.436,0.6999235315010557,0.2306724431245268,1.0284204463061137
0.437,0.6999237529805582,0.23065033988365308,1.0284172901757211
0.438,0.6999239769299714,0.23062824548793232,1.0284141352518248
0.439,0.699924175785074,0.23060615812095359,1.028410981678859
0.44,0.6999243705762527,0.2305840791682905,1.0284078293466294
0.441,0.6999245668494191,0.2305620089952204,1.0284046782260765
0.442,0.6999247646045738,0.23053994760159036,1.0284015283171999
0.443,0.6999249638417177,0.23051789498724767,1.0283983796199996
0.444,0.6999251645608522,0.2304958511520398,1.0283952321344751
0.445,0.6999253667619785,0.23047381609581424,1.028392085860627
0.446,0.6999255704450974,0.2304517898184185,1.028388940798455
0.447,0.6999257756102101,0.23042977231970005,1.0283857969479584
0.448,0.6999259822573175,0.2304077635995065,1.0283826543091377
0.449,0.6999261903864211,0.2303857636576856,1.0283795128819926
0.45,0.6999263999975215,0.23036377249408507,1.0283763726665227
0.451,0.6999266110906202,0.2303417901085527,1.0283732336627283
0.452,0.6999268236657178,0.23031981650093636,1.0283700958706088
0.453,0.699927037722816,0.2302978516710839,1.0283669592901648
